,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BROOKLYN_ACTION,MEMPHIS_SCORE,BROOKLYN_SCORE
382,4,8:16.0,Turnover by J. Jackson (bad pass),,95,68
383,4,8:09.0,,T. Prince misses 2-pt layup from 2 ft,95,68
384,4,8:07.0,Defensive rebound by G. Dieng,,95,68
385,4,8:00.0,J. Jackson misses 3-pt jump shot from 25 ft,,95,68
386,4,8:00.0,,Defensive rebound by Team,95,68
387,4,8:00.0,,T. Pinson enters the game for T. Prince,95,68
388,4,7:45.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,95,68
389,4,7:41.0,Defensive rebound by J. Konchar,,95,68
390,4,7:25.0,G. Dieng misses 2-pt jump shot from 6 ft (block by T. Pinson),,95,68
391,4,7:25.0,Offensive rebound by Team,,95,68
392,4,7:25.0,,Violation by Team (kicked ball),95,68
393,4,7:25.0,K. Anderson enters the game for J. Jackson,,95,68
394,4,7:25.0,D. Brooks enters the game for T. Jones,,95,68
395,4,7:25.0,J. Morant enters the game for A. Tolliver,,95,68
396,4,7:15.0,K. Anderson makes 3-pt jump shot from 23 ft (assist by J. Morant),,98,68
397,4,6:56.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,98,68
398,4,6:54.0,Defensive rebound by J. Morant,,98,68
399,4,6:43.0,J. Morant makes 2-pt layup from 1 ft,,100,68
400,4,6:24.0,,R. Kurucs misses 3-pt jump shot from 25 ft,100,68
401,4,6:18.0,,Offensive rebound by J. Allen,100,68
402,4,6:16.0,,R. Kurucs misses 3-pt jump shot from 25 ft,100,68
403,4,6:14.0,Defensive rebound by G. Dieng,,100,68
404,4,6:02.0,Turnover by D. Brooks (lost ball; steal by T. Pinson),,100,68
405,4,5:57.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by R. Kurucs),100,70
406,4,5:43.0,Shooting foul by J. Allen (drawn by G. Dieng),,100,70
407,4,5:43.0,G. Dieng makes free throw 1 of 2,,101,70
408,4,5:43.0,Y. Watanabe enters the game for J. Konchar,,101,70
409,4,5:43.0,G. Dieng makes free throw 2 of 2,,102,70
410,4,5:29.0,,C. Chiozza makes 3-pt jump shot from 25 ft (assist by T. Pinson),102,73
411,4,5:21.0,Memphis full timeout,,102,73
412,4,5:21.0,M. Guduric enters the game for K. Anderson,,102,73
413,4,5:21.0,J. Konchar enters the game for D. Brooks,,102,73
414,4,5:21.0,A. Tolliver enters the game for G. Dieng,,102,73
415,4,5:21.0,J. Uthoff enters the game for J. Morant,,102,73
416,4,5:09.0,M. Guduric makes 3-pt jump shot from 24 ft (assist by A. Tolliver),,105,73
417,4,4:49.0,,T. Pinson misses 2-pt layup from 3 ft (block by A. Tolliver),105,73
418,4,4:46.0,Defensive rebound by Y. Watanabe,,105,73
419,4,4:43.0,Y. Watanabe makes 3-pt jump shot from 25 ft (assist by J. Konchar),,108,73
420,4,4:33.0,,Shooting foul by Y. Watanabe (drawn by T. Luwawu-Cabarrot),108,73
421,4,4:33.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,108,74
422,4,4:33.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,108,75
423,4,4:27.0,Turnover by J. Konchar (bad pass; steal by C. Chiozza),,108,75
424,4,4:24.0,,Shooting foul by J. Uthoff (drawn by C. Chiozza),108,75
425,4,4:24.0,,C. Chiozza makes free throw 1 of 2,108,76
426,4,4:24.0,,C. Chiozza makes free throw 2 of 2,108,77
427,4,4:11.0,J. Uthoff misses 3-pt jump shot from 25 ft,,108,77
428,4,4:10.0,Offensive rebound by Team,,108,77
429,4,4:02.0,Y. Watanabe misses 3-pt jump shot from 26 ft,,108,77
430,4,3:59.0,,Defensive rebound by J. Allen,108,77
431,4,3:48.0,,Turnover by J. Allen (lost ball; steal by Y. Watanabe),108,77
432,4,3:40.0,M. Guduric makes 3-pt jump shot from 25 ft,,111,77
433,4,3:26.0,,T. Pinson misses 3-pt jump shot from 26 ft,111,77
434,4,3:22.0,Defensive rebound by A. Tolliver,,111,77
435,4,3:20.0,Turnover by J. Konchar (bad pass),,111,77
436,4,3:06.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,111,77
437,4,3:05.0,Defensive rebound by Team,,111,77
438,4,3:05.0,,Loose ball foul by R. Kurucs (drawn by J. Konchar),111,77
439,4,2:43.0,J. Uthoff misses 3-pt jump shot from 25 ft,,111,77
440,4,2:38.0,Offensive rebound by M. Guduric,,111,77
441,4,2:36.0,A. Tolliver misses 3-pt jump shot from 25 ft,,111,77
442,4,2:34.0,Offensive rebound by Y. Watanabe,,111,77
443,4,2:27.0,Y. Watanabe makes 2-pt jump shot from 3 ft,,113,77
444,4,2:11.0,,C. Chiozza misses 3-pt jump shot from 26 ft,113,77
445,4,2:09.0,Defensive rebound by Team,,113,77
446,4,1:50.0,J. Uthoff misses 2-pt jump shot from 8 ft,,113,77
447,4,1:47.0,Offensive rebound by J. Konchar,,113,77
448,4,1:45.0,Y. Watanabe misses 3-pt jump shot from 25 ft,,113,77
449,4,1:44.0,Offensive rebound by J. Konchar,,113,77
450,4,1:43.0,J. Konchar makes 3-pt jump shot from 25 ft,,116,77
451,4,1:31.0,,Turnover by J. Allen (lost ball; steal by J. Uthoff),116,77
452,4,1:12.0,A. Tolliver misses 2-pt layup from 1 ft,,116,77
453,4,1:12.0,Offensive rebound by J. Konchar,,116,77
454,4,1:12.0,J. Konchar makes 2-pt layup at rim,,118,77
455,4,1:00.0,,C. Chiozza misses 2-pt layup from 1 ft,118,77
456,4,0:59.0,,Offensive rebound by J. Allen,118,77
457,4,0:59.0,,J. Allen makes 2-pt layup from 1 ft,118,79
458,4,0:36.0,A. Tolliver misses 2-pt jump shot from 11 ft,,118,79
459,4,0:36.0,Offensive rebound by Team,,118,79
460,4,0:36.0,Turnover by Team (shot clock),,118,79
461,4,0:23.0,,Turnover by J. Allen (lost ball; steal by J. Konchar),118,79
