,QUARTER,TIME_REMAINING,UTAH_ACTION,WASHINGTON_ACTION,UTAH_SCORE,WASHINGTON_SCORE
160,2,3:06.0,,Defensive rebound by I. Smith,46,56
161,2,3:00.0,,Personal foul by R. O'Neale (drawn by I. Mahinmi),46,56
162,2,3:00.0,,I. Thomas enters the game for I. Smith,46,56
163,2,2:52.0,,B. Beal makes 2-pt jump shot from 14 ft,46,58
164,2,2:42.0,Turnover by R. Gobert (bad pass; steal by T. Brown),,46,58
165,2,2:40.0,,T. Brown makes 2-pt dunk at rim,46,60
166,2,2:26.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by E. Mudiay),,48,60
167,2,2:15.0,,Turnover by B. Beal (step out of bounds),48,60
168,2,2:15.0,J. Clarkson enters the game for E. Mudiay,,48,60
169,2,2:08.0,Personal foul by T. Brown (drawn by B. Bogdanović),,48,60
170,2,2:08.0,,J. McRae enters the game for T. Brown,48,60
171,2,1:58.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by R. Gobert),,50,60
172,2,1:58.0,Shooting foul by I. Mahinmi (drawn by B. Bogdanović),,50,60
173,2,1:58.0,B. Bogdanović makes free throw 1 of 1,,51,60
174,2,1:43.0,,Personal foul by R. O'Neale (drawn by B. Beal),51,60
175,2,1:43.0,E. Mudiay enters the game for R. O'Neale,,51,60
176,2,1:34.0,,Personal foul by R. Gobert (drawn by I. Mahinmi),51,60
177,2,1:34.0,,I. Mahinmi makes free throw 1 of 2,51,61
178,2,1:34.0,,I. Mahinmi makes free throw 2 of 2,51,62
179,2,1:24.0,J. Ingles makes 2-pt layup from 1 ft,,53,62
180,2,1:14.0,,I. Thomas makes 2-pt jump shot from 13 ft,53,64
181,2,1:00.0,B. Bogdanović misses 3-pt jump shot from 30 ft,,53,64
182,2,0:57.0,,Defensive rebound by I. Mahinmi,53,64
183,2,0:51.0,,I. Thomas makes 2-pt jump shot from 13 ft,53,66
184,2,0:33.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,53,66
185,2,0:30.0,,Defensive rebound by I. Bonga,53,66
186,2,0:25.0,,Turnover by I. Thomas (lost ball; steal by J. Ingles),53,66
187,2,0:23.0,B. Bogdanović makes 2-pt dunk from 1 ft (assist by J. Ingles),,55,66
188,2,0:04.0,,B. Beal misses 2-pt jump shot from 20 ft,55,66
189,2,0:04.0,Defensive rebound by E. Mudiay,,55,66
190,3,11:41.0,,I. Mahinmi makes 2-pt layup from 2 ft (assist by B. Beal),55,68
191,3,11:27.0,Personal foul by I. Bonga (drawn by J. Ingles),,55,68
192,3,11:23.0,Personal foul by G. Payton (drawn by B. Bogdanović),,55,68
193,3,11:13.0,B. Bogdanović makes 2-pt layup from 4 ft,,57,68
194,3,10:58.0,,Personal foul by J. Ingles (drawn by I. Mahinmi),57,68
195,3,10:48.0,,Turnover by B. Beal (bad pass),57,68
196,3,10:39.0,R. Gobert makes 2-pt dunk from 3 ft (assist by J. Ingles),,59,68
197,3,10:39.0,Shooting foul by I. Mahinmi (drawn by R. Gobert),,59,68
198,3,10:39.0,R. Gobert misses free throw 1 of 1,,59,68
199,3,10:36.0,,Defensive rebound by I. Mahinmi,59,68
200,3,10:17.0,,B. Beal misses 2-pt layup from 2 ft,59,68
201,3,10:17.0,Defensive rebound by Team,,59,68
202,3,9:57.0,Turnover by B. Bogdanović (bad pass; steal by I. Bonga),,59,68
203,3,9:53.0,,B. Beal misses 2-pt layup at rim,59,68
204,3,9:50.0,Defensive rebound by R. O'Neale,,59,68
205,3,9:44.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by E. Mudiay),,62,68
206,3,9:30.0,,G. Payton makes 2-pt layup from 2 ft (assist by I. Mahinmi),62,70
207,3,9:10.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,62,70
208,3,9:08.0,,Defensive rebound by I. Bonga,62,70
209,3,9:04.0,,Shooting foul by R. Gobert (drawn by I. Bonga),62,70
210,3,9:04.0,,Technical foul by R. Gobert,62,70
211,3,9:04.0,,B. Beal makes technical free throw,62,71
212,3,9:04.0,,I. Bonga makes free throw 1 of 2,62,72
213,3,9:04.0,,I. Bonga makes free throw 2 of 2,62,73
214,3,8:51.0,J. Ingles misses 2-pt layup from 9 ft (block by I. Mahinmi),,62,73
215,3,8:49.0,,Defensive rebound by I. Bonga,62,73
216,3,8:44.0,,B. Beal makes 2-pt layup from 1 ft (assist by I. Bonga),62,75
217,3,8:37.0,Offensive foul by R. Gobert (drawn by B. Beal),,62,75
218,3,8:37.0,Turnover by R. Gobert (offensive foul),,62,75
219,3,8:25.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by I. Mahinmi),62,77
220,3,8:08.0,R. O'Neale makes 3-pt jump shot from 27 ft (assist by J. Ingles),,65,77
221,3,7:47.0,,B. Beal misses 3-pt jump shot from 26 ft,65,77
222,3,7:46.0,Defensive rebound by R. Gobert,,65,77
223,3,7:40.0,Personal foul by G. Payton (drawn by J. Ingles),,65,77
224,3,7:27.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,68,77
225,3,7:13.0,,G. Payton misses 3-pt jump shot from 26 ft,68,77
226,3,7:11.0,Defensive rebound by B. Bogdanović,,68,77
227,3,7:02.0,E. Mudiay makes 2-pt layup from 3 ft,,70,77
228,3,7:02.0,Shooting foul by I. Bonga (drawn by E. Mudiay),,70,77
229,3,7:02.0,,J. McRae enters the game for G. Payton,70,77
230,3,7:02.0,E. Mudiay makes free throw 1 of 1,,71,77
231,3,6:46.0,,I. Mahinmi misses 2-pt layup from 4 ft,71,77
232,3,6:44.0,Defensive rebound by J. Ingles,,71,77
233,3,6:44.0,Shooting foul by I. Bonga (drawn by R. O'Neale),,71,77
234,3,6:44.0,,Washington full timeout,71,77
235,3,6:44.0,J. Clarkson enters the game for J. Ingles,,71,77
236,3,6:44.0,,D. Bertāns enters the game for I. Bonga,71,77
237,3,6:44.0,R. O'Neale makes free throw 1 of 2,,72,77
238,3,6:44.0,R. O'Neale makes free throw 2 of 2,,73,77
239,3,6:34.0,,B. Beal misses 3-pt jump shot from 25 ft,73,77
240,3,6:31.0,,Offensive rebound by I. Mahinmi,73,77
241,3,6:19.0,,B. Beal misses 3-pt jump shot from 23 ft,73,77
242,3,6:18.0,,Offensive rebound by Team,73,77
243,3,6:18.0,,Turnover by Team (shot clock),73,77
244,3,6:03.0,Shooting foul by I. Thomas (drawn by B. Bogdanović),,73,77
245,3,6:03.0,B. Bogdanović makes free throw 1 of 2,,74,77
246,3,6:03.0,,T. Bryant enters the game for I. Mahinmi,74,77
247,3,6:03.0,B. Bogdanović makes free throw 2 of 2,,75,77
248,3,5:50.0,,Turnover by B. Beal (bad pass; steal by R. Gobert),75,77
249,3,5:46.0,R. O'Neale misses 2-pt layup from 3 ft (block by J. McRae),,75,77
250,3,5:46.0,Offensive rebound by Team,,75,77
251,3,5:39.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,75,77
252,3,5:35.0,,Defensive rebound by D. Bertāns,75,77
253,3,5:27.0,,B. Beal misses 2-pt layup from 3 ft,75,77
254,3,5:25.0,Defensive rebound by R. O'Neale,,75,77
255,3,5:11.0,E. Mudiay misses 3-pt jump shot from 27 ft,,75,77
256,3,5:06.0,Offensive rebound by R. Gobert,,75,77
257,3,5:06.0,R. Gobert makes 2-pt dunk at rim,,77,77
258,3,4:56.0,,Shooting foul by E. Mudiay (drawn by D. Bertāns),77,77
259,3,4:56.0,,D. Bertāns makes free throw 1 of 3,77,78
260,3,4:56.0,,D. Bertāns makes free throw 2 of 3,77,79
261,3,4:56.0,G. Niang enters the game for R. O'Neale,,77,79
262,3,4:56.0,,T. Brown enters the game for B. Beal,77,79
263,3,4:56.0,,I. Smith enters the game for I. Thomas,77,79
264,3,4:56.0,,D. Bertāns makes free throw 3 of 3,77,80
265,3,4:46.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,77,80
266,3,4:41.0,Offensive rebound by R. Gobert,,77,80
267,3,4:40.0,R. Gobert makes 2-pt layup from 5 ft,,79,80
268,3,4:29.0,,I. Smith misses 2-pt jump shot from 9 ft,79,80
269,3,4:28.0,Defensive rebound by G. Niang,,79,80
270,3,4:18.0,J. Clarkson makes 2-pt layup from 2 ft,,81,80
271,3,4:02.0,,T. Bryant misses 2-pt jump shot from 18 ft,81,80
272,3,4:00.0,Defensive rebound by R. Gobert,,81,80
273,3,3:49.0,J. Clarkson makes 2-pt jump shot from 10 ft,,83,80
274,3,3:49.0,,Washington full timeout,83,80
275,3,3:27.0,,I. Smith misses 2-pt jump shot from 15 ft,83,80
276,3,3:24.0,,Offensive rebound by T. Bryant,83,80
277,3,3:19.0,,Shooting foul by E. Mudiay (drawn by J. McRae),83,80
278,3,3:19.0,,J. McRae misses free throw 1 of 2,83,80
279,3,3:19.0,,Offensive rebound by Team,83,80
280,3,3:19.0,J. Ingles enters the game for E. Mudiay,,83,80
281,3,3:19.0,,J. McRae makes free throw 2 of 2,83,81
282,3,3:05.0,J. Clarkson misses 2-pt layup from 9 ft (block by I. Smith),,83,81
283,3,3:01.0,,Defensive rebound by D. Bertāns,83,81
284,3,2:55.0,,D. Bertāns makes 3-pt jump shot from 29 ft (assist by I. Smith),83,84
285,3,2:45.0,Shooting foul by T. Bryant (drawn by R. Gobert),,83,84
286,3,2:45.0,R. Gobert makes free throw 1 of 2,,84,84
287,3,2:45.0,R. Tucker enters the game for B. Bogdanović,,84,84
288,3,2:45.0,R. Gobert makes free throw 2 of 2,,85,84
289,3,2:29.0,,J. McRae misses 2-pt layup from 2 ft (block by R. Gobert),85,84
290,3,2:25.0,,Offensive rebound by T. Bryant,85,84
291,3,2:24.0,,T. Brown makes 3-pt jump shot from 23 ft (assist by I. Smith),85,87
292,3,2:08.0,J. Clarkson makes 3-pt jump shot from 27 ft (assist by J. Ingles),,88,87
293,3,1:57.0,,I. Smith misses 2-pt jump shot from 17 ft,88,87
294,3,1:52.0,,Offensive rebound by J. McRae,88,87
295,3,1:42.0,,J. McRae misses 2-pt layup from 3 ft,88,87
296,3,1:39.0,,Offensive rebound by J. McRae,88,87
297,3,1:39.0,,J. McRae makes 2-pt layup from 1 ft,88,89
298,3,1:27.0,J. Ingles misses 2-pt layup from 3 ft,,88,89
299,3,1:27.0,Offensive rebound by R. Gobert,,88,89
300,3,1:27.0,Shooting foul by D. Bertāns (drawn by R. Gobert),,88,89
301,3,1:27.0,R. Gobert makes free throw 1 of 2,,89,89
302,3,1:27.0,R. Gobert misses free throw 2 of 2,,89,89
303,3,1:24.0,,Defensive rebound by D. Bertāns,89,89
304,3,1:12.0,,J. McRae misses 3-pt jump shot from 26 ft,89,89
305,3,1:09.0,Defensive rebound by R. Tucker,,89,89
306,3,0:57.0,J. Clarkson makes 2-pt layup from 2 ft (assist by J. Ingles),,91,89
307,3,0:33.0,,I. Smith makes 2-pt jump shot from 19 ft,91,91
308,3,0:10.0,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),,93,91
309,3,0:00.0,,I. Smith misses 2-pt jump shot from 17 ft,93,91
310,3,0:00.0,,Offensive rebound by Team,93,91
311,4,11:51.0,J. Clarkson misses 2-pt layup from 4 ft (block by D. Bertāns),,93,91
312,4,11:47.0,Offensive rebound by J. Clarkson,,93,91
313,4,11:47.0,J. Clarkson makes 2-pt layup from 2 ft,,95,91
314,4,11:38.0,,Turnover by J. McRae (bad pass; steal by J. Ingles),95,91
315,4,11:35.0,J. Ingles misses 3-pt jump shot from 28 ft,,95,91
316,4,11:32.0,,Defensive rebound by D. Bertāns,95,91
317,4,11:28.0,,D. Bertāns misses 3-pt jump shot from 28 ft,95,91
318,4,11:25.0,Defensive rebound by T. Bradley,,95,91
319,4,11:13.0,J. Clarkson makes 2-pt jump shot from 10 ft,,97,91
320,4,11:01.0,,T. Brown misses 2-pt jump shot from 19 ft,97,91
321,4,10:57.0,Defensive rebound by R. Tucker,,97,91
322,4,10:40.0,Shooting foul by T. Bryant (drawn by J. Ingles),,97,91
323,4,10:40.0,J. Ingles makes free throw 1 of 2,,98,91
324,4,10:40.0,,A. Pasečņiks enters the game for T. Bryant,98,91
325,4,10:40.0,J. Ingles makes free throw 2 of 2,,99,91
326,4,10:27.0,,D. Bertāns makes 2-pt layup from 3 ft,99,93
327,4,10:16.0,J. Clarkson misses 2-pt jump shot from 16 ft,,99,93
328,4,10:13.0,,Defensive rebound by T. Brown,99,93
329,4,10:10.0,,J. McRae makes 2-pt jump shot from 8 ft,99,95
330,4,10:10.0,,Shooting foul by G. Niang (drawn by J. McRae),99,95
331,4,10:10.0,,J. McRae makes free throw 1 of 1,99,96
332,4,10:00.0,Shooting foul by A. Pasečņiks (drawn by G. Niang),,99,96
333,4,10:00.0,G. Niang makes free throw 1 of 2,,100,96
334,4,10:00.0,G. Niang makes free throw 2 of 2,,101,96
335,4,9:50.0,,D. Bertāns misses 3-pt jump shot from 26 ft,101,96
336,4,9:45.0,Defensive rebound by T. Bradley,,101,96
337,4,9:30.0,Shooting foul by A. Pasečņiks (drawn by J. Clarkson),,101,96
338,4,9:30.0,J. Clarkson makes free throw 1 of 2,,102,96
339,4,9:30.0,J. Clarkson makes free throw 2 of 2,,103,96
340,4,9:18.0,,J. McRae misses 2-pt jump shot from 15 ft,103,96
341,4,9:15.0,Defensive rebound by R. Tucker,,103,96
342,4,9:07.0,J. Ingles misses 3-pt jump shot from 25 ft,,103,96
343,4,9:03.0,Offensive rebound by T. Bradley,,103,96
344,4,8:55.0,J. Clarkson misses 2-pt jump shot from 9 ft,,103,96
345,4,8:53.0,Offensive rebound by T. Bradley,,103,96
346,4,8:53.0,T. Bradley makes 2-pt layup at rim,,105,96
347,4,8:53.0,,Washington full timeout,105,96
348,4,8:53.0,B. Bogdanović enters the game for J. Ingles,,105,96
349,4,8:53.0,E. Mudiay enters the game for G. Niang,,105,96
350,4,8:53.0,R. O'Neale enters the game for R. Tucker,,105,96
351,4,8:53.0,,I. Mahinmi enters the game for A. Pasečņiks,105,96
352,4,8:44.0,,T. Brown misses 2-pt jump shot from 16 ft,105,96
353,4,8:40.0,Defensive rebound by E. Mudiay,,105,96
354,4,8:40.0,R. Gobert enters the game for T. Bradley,,105,96
355,4,8:21.0,B. Bogdanović makes 2-pt layup from 2 ft,,107,96
356,4,8:01.0,,I. Smith misses 2-pt jump shot from 18 ft,107,96
357,4,7:58.0,Defensive rebound by E. Mudiay,,107,96
358,4,7:54.0,J. Clarkson misses 3-pt jump shot from 25 ft,,107,96
359,4,7:50.0,,Defensive rebound by I. Smith,107,96
360,4,7:37.0,,J. McRae makes 2-pt jump shot from 15 ft (assist by I. Mahinmi),107,98
361,4,7:35.0,Utah full timeout,,107,98
362,4,7:35.0,,B. Beal enters the game for D. Bertāns,107,98
363,4,7:35.0,,I. Bonga enters the game for J. McRae,107,98
364,4,7:12.0,R. Gobert misses 2-pt hook shot from 8 ft,,107,98
365,4,7:09.0,,Defensive rebound by I. Bonga,107,98
366,4,6:55.0,,B. Beal misses 3-pt jump shot from 26 ft,107,98
367,4,6:52.0,,Offensive rebound by I. Bonga,107,98
368,4,6:51.0,,I. Smith misses 3-pt jump shot from 27 ft,107,98
369,4,6:50.0,,Offensive rebound by Team,107,98
370,4,6:50.0,Loose ball foul by R. Gobert (drawn by B. Beal),,107,98
371,4,6:36.0,,I. Smith misses 2-pt jump shot from 16 ft,107,98
372,4,6:34.0,Defensive rebound by E. Mudiay,,107,98
373,4,6:25.0,E. Mudiay makes 2-pt jump shot from 11 ft,,109,98
374,4,6:07.0,,Shooting foul by R. Gobert (drawn by B. Beal),109,98
375,4,6:07.0,,B. Beal makes free throw 1 of 2,109,99
376,4,6:07.0,T. Bradley enters the game for J. Clarkson,,109,99
377,4,6:07.0,J. Ingles enters the game for R. Gobert,,109,99
