,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CLEVELAND_ACTION,MINNESOTA_SCORE,CLEVELAND_SCORE
102,1,0:09.0,,A. McKinnie misses 2-pt jump shot from 10 ft,24,20
103,1,0:07.0,Defensive rebound by J. Okogie,,24,20
104,1,0:00.0,K. Martin misses 3-pt jump shot from 27 ft,,24,20
105,1,0:00.0,Offensive rebound by Team,,24,20
106,2,11:51.0,K. Martin makes 2-pt layup from 1 ft (assist by J. Teague),,26,20
107,2,11:35.0,,D. Exum makes 2-pt layup at rim,26,22
108,2,11:25.0,K. Martin misses 2-pt jump shot from 9 ft,,26,22
109,2,11:21.0,Offensive rebound by J. Okogie,,26,22
110,2,11:19.0,N. Vonleh makes 2-pt dunk at rim (assist by J. Teague),,28,22
111,2,11:02.0,,B. Knight misses 3-pt jump shot from 25 ft,28,22
112,2,11:00.0,Defensive rebound by N. Vonleh,,28,22
113,2,10:48.0,K. Martin makes 2-pt layup from 2 ft (assist by J. Teague),,30,22
114,2,10:32.0,,Shooting foul by K. Martin (drawn by A. Žižić),30,22
115,2,10:32.0,,A. Žižić makes free throw 1 of 2,30,23
116,2,10:32.0,,A. Žižić makes free throw 2 of 2,30,24
117,2,10:13.0,K. Martin makes 3-pt jump shot from 26 ft,,33,24
118,2,10:00.0,,Turnover by B. Knight (bad pass; steal by J. Teague),33,24
119,2,9:56.0,J. Teague makes 2-pt layup from 1 ft,,35,24
120,2,9:38.0,,A. Žižić makes 2-pt layup from 1 ft (assist by D. Exum),35,26
121,2,9:27.0,K. Bates-Diop misses 3-pt jump shot from 26 ft,,35,26
122,2,9:24.0,,Defensive rebound by B. Knight,35,26
123,2,9:20.0,,Personal foul by J. Okogie (drawn by B. Knight),35,26
124,2,9:20.0,N. Reid enters the game for N. Vonleh,,35,26
125,2,9:20.0,,J. Henson enters the game for A. Žižić,35,26
126,2,9:14.0,,D. Exum makes 2-pt dunk at rim (assist by D. Garland),35,28
127,2,8:57.0,K. Bates-Diop misses 2-pt jump shot from 2 ft (block by J. Henson),,35,28
128,2,8:57.0,Offensive rebound by Team,,35,28
129,2,8:56.0,Shooting foul by A. McKinnie (drawn by K. Bates-Diop),,35,28
130,2,8:56.0,K. Bates-Diop makes free throw 1 of 2,,36,28
131,2,8:56.0,K. Bates-Diop misses free throw 2 of 2,,36,28
132,2,8:53.0,,Defensive rebound by A. McKinnie,36,28
133,2,8:44.0,,B. Knight misses 3-pt jump shot from 26 ft,36,28
134,2,8:35.0,,Offensive rebound by A. McKinnie,36,28
135,2,8:35.0,,A. McKinnie misses 2-pt dunk from 1 ft,36,28
136,2,8:34.0,Defensive rebound by J. Okogie,,36,28
137,2,8:28.0,N. Reid makes 2-pt hook shot from 6 ft,,38,28
138,2,8:17.0,,J. Henson makes 2-pt layup from 1 ft (assist by D. Exum),38,30
139,2,8:06.0,N. Reid makes 2-pt layup from 1 ft (assist by J. Teague),,40,30
140,2,7:56.0,,D. Garland misses 2-pt layup from 1 ft,40,30
141,2,7:54.0,Defensive rebound by J. Okogie,,40,30
142,2,7:54.0,Personal foul by D. Exum (drawn by J. Okogie),,40,30
143,2,7:54.0,,C. Sexton enters the game for D. Garland,40,30
144,2,7:41.0,K. Martin misses 2-pt jump shot from 8 ft,,40,30
145,2,7:39.0,,Defensive rebound by B. Knight,40,30
146,2,7:20.0,,Turnover by D. Exum (lost ball; steal by N. Reid),40,30
147,2,7:20.0,A. Wiggins enters the game for J. Okogie,,40,30
148,2,7:20.0,,K. Porter enters the game for D. Exum,40,30
149,2,7:13.0,Turnover by K. Bates-Diop (lost ball; steal by B. Knight),,40,30
150,2,6:58.0,,A. McKinnie misses 2-pt dunk from 1 ft,40,30
151,2,6:58.0,Defensive rebound by Team,,40,30
152,2,6:58.0,,Cleveland full timeout,40,30
153,2,6:50.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by N. Reid),,42,30
154,2,6:31.0,,K. Porter makes 2-pt jump shot from 6 ft,42,32
155,2,6:21.0,Turnover by A. Wiggins (bad pass; steal by K. Porter),,42,32
156,2,6:12.0,,C. Sexton makes 3-pt jump shot from 24 ft,42,35
157,2,6:12.0,,Away from play foul by N. Reid (drawn by J. Henson),42,35
158,2,6:12.0,,J. Henson makes free throw 1 of 1,42,36
159,2,6:12.0,R. Covington enters the game for K. Bates-Diop,,42,36
160,2,6:12.0,,C. Osman enters the game for A. McKinnie,42,36
161,2,5:57.0,R. Covington misses 3-pt jump shot from 25 ft,,42,36
162,2,5:54.0,Offensive rebound by N. Reid,,42,36
163,2,5:52.0,K. Martin misses 3-pt jump shot from 26 ft,,42,36
164,2,5:50.0,,Defensive rebound by Team,42,36
165,2,5:30.0,,K. Porter misses 2-pt jump shot from 11 ft,42,36
166,2,5:28.0,Defensive rebound by A. Wiggins,,42,36
167,2,5:20.0,A. Wiggins misses 2-pt layup from 1 ft,,42,36
168,2,5:18.0,,Defensive rebound by J. Henson,42,36
169,2,5:09.0,,Shooting foul by N. Reid (drawn by K. Porter),42,36
170,2,5:09.0,,K. Porter misses free throw 1 of 2,42,36
171,2,5:09.0,,Offensive rebound by Team,42,36
172,2,5:09.0,J. Culver enters the game for K. Martin,,42,36
173,2,5:09.0,S. Napier enters the game for J. Teague,,42,36
174,2,5:09.0,,K. Porter misses free throw 2 of 2,42,36
175,2,5:06.0,Defensive rebound by S. Napier,,42,36
176,2,4:57.0,J. Culver makes 3-pt jump shot from 29 ft (assist by N. Reid),,45,36
177,2,4:42.0,,B. Knight misses 3-pt jump shot from 26 ft,45,36
178,2,4:39.0,Defensive rebound by A. Wiggins,,45,36
179,2,4:26.0,N. Reid misses 3-pt jump shot from 27 ft,,45,36
180,2,4:22.0,Offensive rebound by A. Wiggins,,45,36
181,2,4:21.0,Flagrant foul type 1 by C. Sexton (drawn by S. Napier),,45,36
182,2,4:21.0,Instant Replay (Request: Ruling Stands),,45,36
183,2,4:21.0,S. Napier makes flagrant free throw 1 of 3,,46,36
184,2,4:21.0,S. Napier makes flagrant free throw 2 of 3,,47,36
185,2,4:21.0,S. Napier makes flagrant free throw 3 of 3,,48,36
186,2,4:21.0,G. Dieng enters the game for N. Reid,,48,36
187,2,4:21.0,,D. Garland enters the game for B. Knight,48,36
188,2,4:16.0,R. Covington misses 3-pt jump shot from 26 ft,,48,36
189,2,4:15.0,,Defensive rebound by C. Sexton,48,36
190,2,4:08.0,,Turnover by C. Sexton (lost ball; steal by A. Wiggins),48,36
191,2,4:04.0,J. Culver misses 2-pt layup from 5 ft,,48,36
192,2,4:03.0,Offensive rebound by A. Wiggins,,48,36
193,2,4:03.0,A. Wiggins makes 2-pt layup at rim,,50,36
194,2,4:01.0,,Cleveland full timeout,50,36
195,2,4:01.0,,A. Žižić enters the game for J. Henson,50,36
196,2,3:48.0,,C. Osman misses 2-pt jump shot from 18 ft,50,36
197,2,3:45.0,,Offensive rebound by K. Porter,50,36
198,2,3:40.0,,Shooting foul by S. Napier (drawn by C. Sexton),50,36
199,2,3:40.0,,C. Sexton makes free throw 1 of 2,50,37
200,2,3:40.0,,C. Sexton makes free throw 2 of 2,50,38
201,2,3:15.0,A. Wiggins misses 2-pt jump shot from 9 ft,,50,38
202,2,3:13.0,,Defensive rebound by A. Žižić,50,38
203,2,3:08.0,,C. Osman makes 2-pt layup from 1 ft,50,40
204,2,3:08.0,,Shooting foul by J. Culver (drawn by C. Osman),50,40
205,2,3:08.0,,C. Osman makes free throw 1 of 1,50,41
206,2,2:54.0,S. Napier makes 2-pt layup at rim,,52,41
207,2,2:45.0,,D. Garland makes 3-pt jump shot from 25 ft,52,44
208,2,2:29.0,G. Dieng makes 2-pt layup from 2 ft (assist by A. Wiggins),,54,44
209,2,2:16.0,,Personal foul by J. Culver (drawn by D. Garland),54,44
210,2,2:16.0,,D. Garland makes free throw 1 of 2,54,45
211,2,2:16.0,J. Okogie enters the game for J. Culver,,54,45
212,2,2:16.0,,D. Garland makes free throw 2 of 2,54,46
213,2,2:00.0,S. Napier makes 3-pt jump shot from 28 ft,,57,46
214,2,1:37.0,,Turnover by A. Žižić (out of bounds lost ball),57,46
215,2,1:31.0,Turnover by A. Wiggins (out of bounds lost ball),,57,46
216,2,1:21.0,,Turnover by D. Garland (lost ball; steal by R. Covington),57,46
217,2,1:12.0,J. Okogie misses 3-pt jump shot from 25 ft,,57,46
218,2,1:09.0,Offensive rebound by G. Dieng,,57,46
219,2,1:07.0,R. Covington makes 3-pt jump shot from 33 ft (assist by G. Dieng),,60,46
220,2,0:50.0,,C. Sexton misses 3-pt jump shot from 25 ft,60,46
221,2,0:48.0,Defensive rebound by Team,,60,46
222,2,0:31.0,G. Dieng makes 3-pt jump shot from 25 ft (assist by S. Napier),,63,46
223,2,0:11.0,,C. Sexton makes 2-pt layup from 1 ft,63,48
224,2,0:03.0,Personal foul by C. Sexton (drawn by S. Napier),,63,48
225,2,0:00.0,R. Covington makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,66,48
226,2,0:00.0,Instant Replay (Request: Ruling Stands),,66,48
227,3,11:43.0,A. Wiggins misses 2-pt jump shot from 7 ft,,66,48
228,3,11:41.0,Offensive rebound by G. Dieng,,66,48
229,3,11:39.0,R. Covington misses 3-pt jump shot from 27 ft,,66,48
230,3,11:36.0,,Defensive rebound by K. Porter,66,48
231,3,11:32.0,,K. Porter misses 2-pt layup from 1 ft,66,48
232,3,11:31.0,,J. Henson misses 2-pt layup from 1 ft,66,48
233,3,11:31.0,,Offensive rebound by J. Henson,66,48
234,3,11:31.0,,Offensive rebound by J. Henson,66,48
235,3,11:24.0,,D. Garland misses 3-pt jump shot from 25 ft,66,48
236,3,11:23.0,,Offensive rebound by J. Henson,66,48
237,3,11:19.0,,C. Sexton misses 2-pt layup from 3 ft,66,48
238,3,11:15.0,Defensive rebound by G. Dieng,,66,48
239,3,11:13.0,Turnover by G. Dieng (lost ball; steal by C. Sexton),,66,48
240,3,11:09.0,,C. Sexton makes 2-pt layup from 2 ft,66,50
241,3,11:07.0,Shooting foul by K. Porter (drawn by A. Wiggins),,66,50
242,3,11:07.0,A. Wiggins makes free throw 1 of 2,,67,50
243,3,11:07.0,A. Wiggins makes free throw 2 of 2,,68,50
244,3,10:55.0,,Personal foul by R. Covington (drawn by C. Osman),68,50
245,3,10:47.0,,D. Garland makes 3-pt jump shot from 23 ft (assist by C. Osman),68,53
246,3,10:28.0,R. Covington makes 2-pt jump shot at rim (assist by G. Dieng),,70,53
247,3,10:08.0,,Turnover by K. Porter (bad pass; steal by J. Culver),70,53
248,3,10:03.0,J. Culver misses 2-pt layup from 1 ft,,70,53
249,3,10:03.0,Offensive rebound by J. Culver,,70,53
250,3,10:03.0,Turnover by J. Culver (traveling),,70,53
251,3,9:53.0,,K. Porter makes 2-pt dunk at rim (assist by J. Henson),70,55
252,3,9:46.0,,Violation by Team (kicked ball),70,55
253,3,9:42.0,A. Wiggins misses 3-pt jump shot from 29 ft,,70,55
254,3,9:39.0,,Defensive rebound by C. Osman,70,55
255,3,9:28.0,,Turnover by C. Osman (bad pass; steal by J. Culver),70,55
256,3,9:25.0,S. Napier makes 2-pt layup from 1 ft (assist by J. Culver),,72,55
257,3,9:12.0,,C. Sexton makes 2-pt jump shot from 14 ft,72,57
258,3,8:53.0,A. Wiggins makes 2-pt jump shot from 23 ft,,74,57
259,3,8:40.0,,Personal foul by R. Covington (drawn by K. Porter),74,57
260,3,8:40.0,,Cleveland full timeout,74,57
261,3,8:40.0,,D. Exum enters the game for K. Porter,74,57
262,3,8:31.0,,D. Garland makes 2-pt layup from 1 ft,74,59
263,3,8:18.0,S. Napier makes 3-pt jump shot from 26 ft (assist by G. Dieng),,77,59
264,3,7:53.0,,C. Sexton misses 2-pt layup from 2 ft (block by G. Dieng),77,59
265,3,7:50.0,Defensive rebound by R. Covington,,77,59
266,3,7:48.0,R. Covington misses 3-pt jump shot from 26 ft,,77,59
267,3,7:45.0,Offensive rebound by J. Culver,,77,59
268,3,7:43.0,G. Dieng makes 2-pt layup at rim (assist by J. Culver),,79,59
269,3,7:31.0,,J. Henson misses 3-pt jump shot from 27 ft,79,59
270,3,7:28.0,Defensive rebound by G. Dieng,,79,59
271,3,7:18.0,Turnover by G. Dieng (bad pass),,79,59
272,3,7:01.0,,Turnover by C. Sexton (bad pass; steal by A. Wiggins),79,59
273,3,6:56.0,A. Wiggins misses 3-pt jump shot from 25 ft,,79,59
274,3,6:49.0,Offensive rebound by A. Wiggins,,79,59
275,3,6:42.0,A. Wiggins misses 2-pt layup at rim,,79,59
276,3,6:39.0,,Defensive rebound by D. Exum,79,59
277,3,6:35.0,,C. Sexton misses 2-pt layup from 2 ft (block by G. Dieng),79,59
278,3,6:30.0,Defensive rebound by G. Dieng,,79,59
279,3,6:21.0,A. Wiggins makes 2-pt layup at rim (assist by J. Culver),,81,59
280,3,5:59.0,,D. Exum makes 2-pt hook shot from 10 ft,81,61
281,3,5:50.0,S. Napier makes 2-pt layup at rim (assist by G. Dieng),,83,61
282,3,5:35.0,,D. Exum makes 2-pt hook shot from 8 ft (assist by J. Henson),83,63
283,3,5:20.0,G. Dieng makes 2-pt layup from 1 ft (assist by A. Wiggins),,85,63
284,3,5:20.0,,Cleveland full timeout,85,63
285,3,5:20.0,K. Martin enters the game for A. Wiggins,,85,63
286,3,5:20.0,,B. Knight enters the game for D. Garland,85,63
287,3,5:20.0,,A. Žižić enters the game for J. Henson,85,63
288,3,4:59.0,,C. Osman makes 2-pt jump shot from 9 ft (assist by A. Žižić),85,65
289,3,4:47.0,R. Covington makes 3-pt jump shot from 26 ft (assist by S. Napier),,88,65
290,3,4:21.0,,C. Osman misses 3-pt jump shot from 25 ft,88,65
291,3,4:21.0,Defensive rebound by K. Martin,,88,65
292,3,4:06.0,G. Dieng misses 2-pt layup from 2 ft,,88,65
293,3,4:01.0,Offensive rebound by S. Napier,,88,65
294,3,4:01.0,S. Napier makes 2-pt layup from 1 ft,,90,65
295,3,4:01.0,,Personal foul by S. Napier (drawn by D. Exum),90,65
296,3,4:01.0,J. Okogie enters the game for J. Culver,,90,65
297,3,4:01.0,N. Reid enters the game for G. Dieng,,90,65
298,3,4:01.0,J. Teague enters the game for S. Napier,,90,65
299,3,4:01.0,,A. McKinnie enters the game for C. Osman,90,65
300,3,3:47.0,,C. Sexton misses 3-pt jump shot from 25 ft,90,65
301,3,3:43.0,,Offensive rebound by B. Knight,90,65
302,3,3:39.0,,Turnover by B. Knight (lost ball; steal by R. Covington),90,65
303,3,3:33.0,K. Martin misses 3-pt jump shot from 23 ft,,90,65
304,3,3:29.0,,Defensive rebound by A. Žižić,90,65
305,3,3:22.0,,B. Knight makes 2-pt jump shot from 12 ft,90,67
306,3,3:22.0,,Shooting foul by J. Teague (drawn by B. Knight),90,67
307,3,3:22.0,K. Bates-Diop enters the game for R. Covington,,90,67
308,3,3:22.0,,B. Knight misses free throw 1 of 1,90,67
309,3,3:19.0,Defensive rebound by K. Bates-Diop,,90,67
310,3,3:06.0,N. Reid makes 2-pt layup at rim (assist by J. Okogie),,92,67
311,3,2:54.0,,Turnover by D. Exum (bad pass; steal by N. Reid),92,67
312,3,2:49.0,N. Reid misses 2-pt dunk at rim,,92,67
313,3,2:49.0,Offensive rebound by Team,,92,67
314,3,2:49.0,Turnover by N. Reid (illegal assist),,92,67
315,3,2:38.0,,C. Sexton makes 2-pt jump shot from 13 ft,92,69
316,3,2:16.0,N. Reid misses 2-pt jump shot from 9 ft,,92,69
317,3,2:13.0,,Defensive rebound by A. Žižić,92,69
318,3,2:07.0,,A. Žižić makes 2-pt layup from 1 ft (assist by C. Sexton),92,71
319,3,2:07.0,Minnesota full timeout,,92,71
320,3,1:52.0,Turnover by J. Okogie (lost ball; steal by A. Žižić),,92,71
321,3,1:41.0,,D. Exum makes 3-pt jump shot from 25 ft (assist by B. Knight),92,74
322,3,1:30.0,K. Martin misses 2-pt layup from 1 ft,,92,74
323,3,1:24.0,,Defensive rebound by A. McKinnie,92,74
324,3,1:22.0,,D. Exum makes 3-pt jump shot from 26 ft (assist by B. Knight),92,77
325,3,1:00.0,N. Reid makes 2-pt layup from 2 ft (assist by K. Martin),,94,77
326,3,0:40.0,,Shooting foul by J. Okogie (drawn by D. Exum),94,77
327,3,0:40.0,,D. Exum makes free throw 1 of 2,94,78
328,3,0:40.0,,D. Exum makes free throw 2 of 2,94,79
329,3,0:31.0,Turnover by J. Teague (bad pass; steal by D. Exum),,94,79
330,3,0:23.0,,B. Knight misses 3-pt jump shot from 28 ft,94,79
331,3,0:21.0,Defensive rebound by N. Reid,,94,79
332,3,0:00.0,K. Bates-Diop misses 2-pt jump shot from 17 ft,,94,79
333,3,0:00.0,Offensive rebound by Team,,94,79
334,4,11:45.0,,D. Exum makes 2-pt layup from 2 ft,94,81
335,4,11:31.0,Turnover by J. Okogie (bad pass),,94,81
336,4,11:20.0,,D. Exum makes 2-pt jump shot from 9 ft,94,83
337,4,11:08.0,J. Okogie misses 3-pt jump shot from 25 ft,,94,83
338,4,11:05.0,,Defensive rebound by A. Žižić,94,83
339,4,10:57.0,,A. Žižić makes 2-pt layup from 1 ft (assist by B. Knight),94,85
340,4,10:57.0,Minnesota full timeout,,94,85
341,4,10:57.0,R. Covington enters the game for K. Bates-Diop,,94,85
342,4,10:57.0,G. Dieng enters the game for J. Okogie,,94,85
343,4,10:57.0,S. Napier enters the game for N. Reid,,94,85
344,4,10:57.0,A. Wiggins enters the game for J. Teague,,94,85
345,4,10:43.0,R. Covington misses 2-pt jump shot from 1 ft,,94,85
346,4,10:37.0,,Defensive rebound by A. Žižić,94,85
347,4,10:25.0,,B. Knight makes 3-pt jump shot from 27 ft (assist by A. Žižić),94,88
348,4,10:03.0,A. Wiggins misses 2-pt jump shot from 17 ft,,94,88
349,4,9:59.0,,Defensive rebound by B. Knight,94,88
350,4,9:58.0,,Shooting foul by K. Martin (drawn by A. Žižić),94,88
351,4,9:58.0,,A. Žižić misses free throw 1 of 2,94,88
352,4,9:58.0,,Offensive rebound by Team,94,88
353,4,9:58.0,,A. Žižić makes free throw 2 of 2,94,89
354,4,9:38.0,R. Covington misses 2-pt layup from 1 ft,,94,89
355,4,9:37.0,Offensive rebound by G. Dieng,,94,89
356,4,9:37.0,Shooting foul by A. Žižić (drawn by G. Dieng),,94,89
357,4,9:37.0,G. Dieng makes free throw 1 of 2,,95,89
358,4,9:37.0,G. Dieng makes free throw 2 of 2,,96,89
359,4,9:21.0,,D. Exum makes 2-pt layup from 1 ft,96,91
360,4,9:05.0,Turnover by R. Covington (traveling),,96,91
361,4,8:54.0,,D. Exum makes 3-pt jump shot from 25 ft,96,94
362,4,8:37.0,R. Covington misses 3-pt jump shot from 29 ft,,96,94
363,4,8:35.0,,Defensive rebound by D. Exum,96,94
364,4,8:29.0,,D. Exum makes 3-pt jump shot from 29 ft,96,97
365,4,8:26.0,Minnesota full timeout,,96,97
366,4,8:26.0,J. Culver enters the game for K. Martin,,96,97
367,4,8:11.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by G. Dieng),,99,97
368,4,7:45.0,,Turnover by D. Exum (lost ball; steal by R. Covington),99,97
369,4,7:44.0,Shooting foul by B. Knight (drawn by R. Covington),,99,97
370,4,7:44.0,R. Covington makes free throw 1 of 2,,100,97
371,4,7:44.0,R. Covington misses free throw 2 of 2,,100,97
372,4,7:42.0,,Defensive rebound by A. Žižić,100,97
373,4,7:27.0,,B. Knight misses 2-pt layup from 1 ft,100,97
374,4,7:26.0,,Offensive rebound by A. Žižić,100,97
375,4,7:23.0,,A. McKinnie misses 3-pt jump shot from 26 ft,100,97
376,4,7:17.0,Defensive rebound by A. Wiggins,,100,97
377,4,7:06.0,A. Wiggins misses 2-pt jump shot from 4 ft,,100,97
378,4,7:04.0,,Defensive rebound by D. Exum,100,97
379,4,6:58.0,,Turnover by A. Žižić (lost ball; steal by S. Napier),100,97
380,4,6:58.0,,C. Sexton enters the game for D. Exum,100,97
381,4,6:37.0,A. Wiggins makes 2-pt jump shot from 10 ft,,102,97
382,4,6:24.0,,Turnover by A. Žižić (traveling),102,97
383,4,6:24.0,,J. Henson enters the game for A. Žižić,102,97
384,4,6:08.0,A. Wiggins misses 2-pt jump shot from 8 ft,,102,97
385,4,6:05.0,Offensive rebound by G. Dieng,,102,97
386,4,5:58.0,A. Wiggins misses 3-pt jump shot from 24 ft,,102,97
387,4,5:55.0,,Defensive rebound by J. Henson,102,97
