,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DETROIT_ACTION,MINNESOTA_SCORE,DETROIT_SCORE
37,1,7:12.0,,A. Drummond misses 2-pt hook shot from 7 ft,15,16
38,1,7:12.0,,Offensive rebound by A. Drummond,15,16
39,1,7:10.0,,A. Drummond misses 2-pt layup from 1 ft,15,16
40,1,7:09.0,Defensive rebound by R. Covington,,15,16
41,1,7:03.0,R. Covington makes 3-pt jump shot from 27 ft,,18,16
42,1,6:56.0,,Detroit full timeout,18,16
43,1,6:56.0,N. Vonleh enters the game for T. Graham,,18,16
44,1,6:56.0,,B. Brown enters the game for B. Griffin,18,16
45,1,6:56.0,,M. Morris enters the game for D. Rose,18,16
46,1,6:46.0,,L. Kennard makes 2-pt jump shot from 9 ft (assist by A. Drummond),18,18
47,1,6:28.0,J. Okogie misses 2-pt jump shot from 7 ft,,18,18
48,1,6:28.0,Offensive rebound by J. Okogie,,18,18
49,1,6:26.0,Shooting foul by L. Kennard (drawn by J. Okogie),,18,18
50,1,6:26.0,J. Okogie makes free throw 1 of 2,,19,18
51,1,6:26.0,J. Layman enters the game for R. Covington,,19,18
52,1,6:26.0,J. Okogie makes free throw 2 of 2,,20,18
53,1,6:14.0,,Offensive foul by A. Drummond (drawn by J. Okogie),20,18
54,1,6:14.0,,Turnover by A. Drummond (offensive foul),20,18
55,1,6:07.0,Offensive foul by J. Okogie (drawn by B. Brown),,20,18
56,1,6:07.0,Turnover by J. Okogie (offensive foul),,20,18
57,1,5:50.0,Violation by Team (kicked ball),,20,18
58,1,5:41.0,,M. Morris misses 2-pt jump shot from 16 ft,20,18
59,1,5:37.0,Defensive rebound by N. Vonleh,,20,18
60,1,5:33.0,Personal foul by A. Drummond (drawn by K. Towns),,20,18
61,1,5:33.0,Instant Replay (Request: Ruling Stands),,20,18
62,1,5:33.0,,T. Maker enters the game for A. Drummond,20,18
63,1,5:18.0,A. Wiggins misses 2-pt jump shot from 20 ft,,20,18
64,1,5:15.0,,Defensive rebound by L. Kennard,20,18
65,1,5:02.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by T. Snell),20,21
66,1,4:50.0,A. Wiggins misses 2-pt layup from 3 ft,,20,21
67,1,4:49.0,,Defensive rebound by Team,20,21
68,1,4:49.0,J. Culver enters the game for K. Towns,,20,21
69,1,4:29.0,,L. Kennard misses 3-pt jump shot from 26 ft,20,21
70,1,4:26.0,Defensive rebound by N. Vonleh,,20,21
71,1,4:17.0,J. Culver makes 2-pt jump shot from 11 ft,,22,21
72,1,4:01.0,,M. Morris misses 2-pt layup from 3 ft (block by A. Wiggins),22,21
73,1,3:58.0,Defensive rebound by J. Okogie,,22,21
74,1,3:47.0,N. Vonleh makes 2-pt hook shot from 6 ft,,24,21
75,1,3:26.0,,Shooting foul by N. Vonleh (drawn by T. Snell),24,21
76,1,3:26.0,,T. Snell makes free throw 1 of 2,24,22
77,1,3:26.0,,L. Galloway enters the game for L. Kennard,24,22
78,1,3:26.0,,T. Snell makes free throw 2 of 2,24,23
79,1,3:02.0,J. Layman makes 3-pt jump shot from 28 ft (assist by A. Wiggins),,27,23
80,1,2:41.0,,L. Galloway makes 2-pt jump shot from 13 ft,27,25
81,1,2:25.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by J. Layman),,30,25
82,1,2:25.0,Shooting foul by B. Brown (drawn by A. Wiggins),,30,25
83,1,2:25.0,A. Wiggins makes free throw 1 of 1,,31,25
84,1,2:25.0,Minnesota full timeout,,31,25
85,1,2:25.0,K. Towns enters the game for J. Okogie,,31,25
86,1,2:25.0,,S. Mykhailiuk enters the game for T. Snell,31,25
87,1,2:10.0,,L. Galloway misses 2-pt layup from 4 ft,31,25
88,1,2:09.0,,Offensive rebound by T. Maker,31,25
89,1,1:58.0,,M. Morris misses 2-pt jump shot from 14 ft,31,25
90,1,1:53.0,Defensive rebound by A. Wiggins,,31,25
91,1,1:33.0,J. Culver makes 3-pt jump shot from 26 ft,,34,25
92,1,1:17.0,,Turnover by S. Mykhailiuk (bad pass; steal by J. Layman),34,25
93,1,1:14.0,J. Culver misses 2-pt layup from 2 ft (block by L. Galloway),,34,25
94,1,1:14.0,Offensive rebound by Team,,34,25
95,1,1:14.0,R. Covington enters the game for A. Wiggins,,34,25
96,1,1:02.0,J. Culver misses 2-pt layup from 1 ft,,34,25
97,1,1:02.0,Offensive rebound by K. Towns,,34,25
98,1,1:00.0,K. Towns makes 2-pt layup from 1 ft,,36,25
99,1,0:44.0,,Offensive foul by M. Morris (drawn by R. Covington),36,25
100,1,0:44.0,,Turnover by M. Morris (offensive foul),36,25
101,1,0:34.0,K. Towns makes 2-pt jump shot from 19 ft (assist by J. Culver),,38,25
102,1,0:26.0,,Shooting foul by K. Towns (drawn by T. Maker),38,25
103,1,0:26.0,,T. Maker misses free throw 1 of 2,38,25
104,1,0:26.0,,Offensive rebound by Team,38,25
105,1,0:26.0,,T. Maker makes free throw 2 of 2,38,26
106,1,0:02.0,J. Layman makes 3-pt jump shot from 26 ft (assist by K. Towns),,41,26
107,1,0:00.0,,S. Mykhailiuk misses 3-pt jump shot from 39 ft,41,26
108,1,0:00.0,,Offensive rebound by Team,41,26
109,2,11:49.0,,B. Griffin misses 2-pt jump shot from 20 ft,41,26
110,2,11:45.0,Defensive rebound by R. Covington,,41,26
111,2,11:36.0,Personal foul by S. Mykhailiuk (drawn by J. Culver),,41,26
112,2,11:30.0,Shooting foul by L. Galloway (drawn by A. Wiggins),,41,26
113,2,11:30.0,A. Wiggins makes free throw 1 of 2,,42,26
114,2,11:30.0,A. Wiggins makes free throw 2 of 2,,43,26
115,2,11:19.0,,B. Griffin makes 2-pt layup from 2 ft,43,28
116,2,11:19.0,,Shooting foul by T. Graham (drawn by B. Griffin),43,28
117,2,11:19.0,,B. Griffin makes free throw 1 of 1,43,29
118,2,11:12.0,Turnover by J. Culver (bad pass; steal by A. Drummond),,43,29
119,2,11:09.0,,Personal foul by T. Graham (drawn by B. Griffin),43,29
120,2,10:56.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by B. Griffin),43,32
121,2,10:36.0,G. Dieng makes 2-pt jump shot from 20 ft (assist by T. Graham),,45,32
122,2,10:31.0,,Offensive foul by S. Mykhailiuk (drawn by G. Dieng),45,32
123,2,10:31.0,,Turnover by S. Mykhailiuk (offensive foul),45,32
124,2,10:31.0,N. Vonleh enters the game for T. Graham,,45,32
125,2,10:06.0,G. Dieng misses 2-pt layup from 7 ft,,45,32
126,2,10:04.0,,Defensive rebound by B. Griffin,45,32
127,2,10:00.0,,B. Griffin makes 2-pt layup from 1 ft,45,34
128,2,9:59.0,Minnesota full timeout,,45,34
129,2,9:59.0,J. McLaughlin enters the game for J. Culver,,45,34
130,2,9:50.0,Shooting foul by S. Mykhailiuk (drawn by R. Covington),,45,34
131,2,9:50.0,R. Covington makes free throw 1 of 2,,46,34
132,2,9:50.0,R. Covington makes free throw 2 of 2,,47,34
133,2,9:36.0,,Shooting foul by N. Vonleh (drawn by B. Griffin),47,34
134,2,9:36.0,,B. Griffin makes free throw 1 of 3,47,35
135,2,9:36.0,,B. Griffin misses free throw 2 of 3,47,35
136,2,9:36.0,,Offensive rebound by Team,47,35
137,2,9:36.0,,B. Griffin makes free throw 3 of 3,47,36
138,2,9:36.0,,L. Kennard enters the game for S. Mykhailiuk,47,36
139,2,9:23.0,G. Dieng misses 3-pt jump shot from 26 ft,,47,36
140,2,9:20.0,,Defensive rebound by B. Griffin,47,36
141,2,9:13.0,,D. Rose misses 3-pt jump shot from 27 ft,47,36
142,2,9:08.0,Defensive rebound by N. Vonleh,,47,36
143,2,8:55.0,Turnover by R. Covington (traveling),,47,36
144,2,8:55.0,J. Okogie enters the game for R. Covington,,47,36
145,2,8:36.0,,A. Drummond misses 2-pt jump shot from 7 ft,47,36
146,2,8:33.0,Defensive rebound by A. Wiggins,,47,36
147,2,8:23.0,J. McLaughlin makes 2-pt layup from 4 ft (assist by A. Wiggins),,49,36
148,2,8:23.0,Shooting foul by B. Griffin (drawn by J. McLaughlin),,49,36
149,2,8:23.0,J. McLaughlin makes free throw 1 of 1,,50,36
150,2,8:12.0,,D. Rose misses 2-pt layup from 2 ft,50,36
151,2,8:10.0,Defensive rebound by G. Dieng,,50,36
152,2,8:05.0,A. Wiggins makes 2-pt jump shot from 4 ft (assist by J. McLaughlin),,52,36
153,2,7:57.0,,Personal foul by N. Vonleh (drawn by B. Griffin),52,36
154,2,7:57.0,J. Layman enters the game for N. Vonleh,,52,36
155,2,7:57.0,K. Towns enters the game for A. Wiggins,,52,36
156,2,7:51.0,,B. Griffin makes 2-pt layup from 4 ft (assist by L. Galloway),52,38
157,2,7:35.0,K. Towns misses 2-pt jump shot from 21 ft,,52,38
158,2,7:34.0,,Defensive rebound by B. Griffin,52,38
159,2,7:30.0,,Turnover by B. Griffin (bad pass; steal by G. Dieng),52,38
160,2,7:22.0,Turnover by J. Layman (bad pass),,52,38
161,2,7:06.0,,Offensive foul by A. Drummond (drawn by K. Towns),52,38
162,2,7:06.0,,Turnover by A. Drummond (offensive foul),52,38
163,2,7:06.0,,Violation by Team (delay of game),52,38
164,2,7:06.0,,T. Maker enters the game for A. Drummond,52,38
165,2,6:55.0,J. Layman misses 2-pt jump shot from 10 ft,,52,38
166,2,6:54.0,,Defensive rebound by Team,52,38
167,2,6:38.0,,B. Griffin misses 3-pt jump shot from 23 ft,52,38
168,2,6:36.0,Defensive rebound by J. Okogie,,52,38
169,2,6:34.0,Offensive foul by G. Dieng (drawn by B. Griffin),,52,38
170,2,6:34.0,Turnover by G. Dieng (offensive foul),,52,38
171,2,6:34.0,,Detroit full timeout,52,38
172,2,6:34.0,,B. Brown enters the game for L. Galloway,52,38
173,2,6:34.0,,M. Morris enters the game for B. Griffin,52,38
174,2,6:34.0,,T. Snell enters the game for D. Rose,52,38
175,2,6:15.0,,T. Maker makes 2-pt layup from 1 ft (assist by T. Snell),52,40
176,2,6:03.0,Offensive foul by K. Towns (drawn by T. Maker),,52,40
177,2,6:03.0,Turnover by K. Towns (offensive foul),,52,40
178,2,6:03.0,R. Covington enters the game for K. Towns,,52,40
179,2,5:42.0,,B. Brown misses 2-pt layup from 3 ft (block by G. Dieng),52,40
180,2,5:40.0,Defensive rebound by R. Covington,,52,40
181,2,5:37.0,R. Covington misses 3-pt jump shot from 27 ft,,52,40
182,2,5:32.0,Offensive rebound by J. McLaughlin,,52,40
183,2,5:26.0,J. McLaughlin misses 3-pt jump shot from 25 ft,,52,40
184,2,5:23.0,,Defensive rebound by M. Morris,52,40
185,2,5:08.0,,Turnover by T. Snell (bad pass; steal by G. Dieng),52,40
186,2,5:06.0,G. Dieng makes 2-pt dunk at rim,,54,40
187,2,4:39.0,,M. Morris misses 2-pt jump shot from 16 ft,54,40
188,2,4:35.0,Defensive rebound by G. Dieng,,54,40
189,2,4:30.0,J. Layman makes 2-pt layup from 2 ft (assist by R. Covington),,56,40
190,2,4:30.0,Shooting foul by T. Snell (drawn by J. Layman),,56,40
191,2,4:30.0,J. Culver enters the game for J. McLaughlin,,56,40
192,2,4:30.0,J. Layman misses free throw 1 of 1,,56,40
193,2,4:29.0,,Defensive rebound by M. Morris,56,40
194,2,4:08.0,,L. Kennard makes 3-pt jump shot from 26 ft (assist by M. Morris),56,43
195,2,3:49.0,J. Layman misses 2-pt layup from 6 ft,,56,43
196,2,3:49.0,Offensive rebound by Team,,56,43
197,2,3:49.0,Turnover by J. Layman (traveling),,56,43
198,2,3:36.0,,Turnover by B. Brown (bad pass),56,43
199,2,3:36.0,A. Wiggins enters the game for J. Okogie,,56,43
200,2,3:27.0,R. Covington misses 3-pt jump shot from 25 ft,,56,43
201,2,3:26.0,,Defensive rebound by Team,56,43
202,2,3:26.0,Loose ball foul by J. Layman (drawn by L. Kennard),,56,43
203,2,3:26.0,,L. Kennard makes free throw 1 of 2,56,44
204,2,3:26.0,,L. Kennard makes free throw 2 of 2,56,45
205,2,3:14.0,G. Dieng misses 2-pt jump shot from 21 ft,,56,45
206,2,3:11.0,Offensive rebound by J. Layman,,56,45
207,2,3:07.0,R. Covington misses 3-pt jump shot from 24 ft,,56,45
208,2,3:05.0,Offensive rebound by J. Layman,,56,45
209,2,3:00.0,A. Wiggins misses 2-pt jump shot from 10 ft,,56,45
210,2,2:56.0,,Defensive rebound by M. Morris,56,45
211,2,2:45.0,,L. Kennard makes 3-pt jump shot from 26 ft,56,48
212,2,2:33.0,Shooting foul by T. Maker (drawn by G. Dieng),,56,48
213,2,2:33.0,G. Dieng makes free throw 1 of 2,,57,48
214,2,2:33.0,G. Dieng misses free throw 2 of 2,,57,48
215,2,2:30.0,,Defensive rebound by M. Morris,57,48
216,2,2:14.0,,L. Kennard misses 3-pt jump shot from 24 ft,57,48
217,2,2:09.0,Defensive rebound by J. Culver,,57,48
218,2,1:56.0,J. Layman makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,60,48
219,2,1:38.0,,B. Brown makes 2-pt jump shot from 9 ft,60,50
220,2,1:22.0,G. Dieng makes 2-pt layup from 1 ft (assist by R. Covington),,62,50
221,2,1:16.0,,Shooting foul by J. Culver (drawn by B. Brown),62,50
222,2,1:16.0,,B. Brown misses free throw 1 of 2,62,50
223,2,1:16.0,,Offensive rebound by Team,62,50
224,2,1:16.0,,B. Brown makes free throw 2 of 2,62,51
225,2,1:00.0,J. Culver makes 2-pt jump shot from 11 ft,,64,51
226,2,0:37.0,,L. Kennard misses 3-pt jump shot from 28 ft,64,51
227,2,0:35.0,Defensive rebound by G. Dieng,,64,51
228,2,0:22.0,G. Dieng makes 2-pt dunk from 1 ft (assist by A. Wiggins),,66,51
229,2,0:00.0,,Turnover by B. Brown (lost ball; steal by R. Covington),66,51
230,3,11:47.0,,Turnover by T. Frazier (bad pass),66,51
231,3,11:29.0,K. Towns makes 2-pt jump shot from 19 ft,,68,51
232,3,11:18.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by B. Griffin),68,54
233,3,11:08.0,A. Wiggins misses 3-pt jump shot from 26 ft,,68,54
234,3,11:04.0,,Defensive rebound by B. Griffin,68,54
235,3,11:00.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by B. Griffin),68,57
236,3,10:47.0,Turnover by J. Okogie (bad pass; steal by T. Snell),,68,57
237,3,10:30.0,,B. Griffin misses 2-pt jump shot from 12 ft,68,57
238,3,10:28.0,,Offensive rebound by A. Drummond,68,57
239,3,10:28.0,,A. Drummond misses 2-pt layup from 1 ft,68,57
240,3,10:24.0,Defensive rebound by K. Towns,,68,57
241,3,10:19.0,T. Graham makes 2-pt jump shot from 7 ft,,70,57
242,3,10:03.0,,L. Kennard misses 2-pt jump shot from 16 ft,70,57
243,3,10:00.0,Defensive rebound by K. Towns,,70,57
244,3,9:56.0,K. Towns makes 3-pt jump shot from 28 ft,,73,57
245,3,9:33.0,,Turnover by B. Griffin (traveling),73,57
246,3,9:33.0,J. Culver enters the game for J. Okogie,,73,57
247,3,9:21.0,A. Wiggins misses 3-pt jump shot from 26 ft,,73,57
248,3,9:18.0,,Defensive rebound by B. Griffin,73,57
249,3,9:11.0,,A. Drummond makes 2-pt layup from 1 ft (assist by T. Frazier),73,59
250,3,8:54.0,A. Wiggins makes 2-pt jump shot from 18 ft,,75,59
251,3,8:52.0,,Detroit full timeout,75,59
252,3,8:37.0,Loose ball foul by T. Graham (drawn by T. Snell),,75,59
253,3,8:27.0,,Turnover by L. Kennard (traveling),75,59
254,3,8:12.0,A. Wiggins makes 2-pt layup from 7 ft,,77,59
255,3,7:56.0,,T. Frazier misses 2-pt jump shot from 18 ft,77,59
256,3,7:52.0,,Offensive rebound by A. Drummond,77,59
257,3,7:52.0,,A. Drummond misses 2-pt layup at rim,77,59
258,3,7:51.0,,Offensive rebound by A. Drummond,77,59
259,3,7:51.0,,A. Drummond misses 2-pt layup at rim,77,59
260,3,7:51.0,,Offensive rebound by T. Frazier,77,59
261,3,7:50.0,,T. Snell misses 3-pt jump shot from 27 ft,77,59
262,3,7:48.0,,Offensive rebound by A. Drummond,77,59
263,3,7:48.0,,Shooting foul by J. Culver (drawn by A. Drummond),77,59
264,3,7:48.0,,A. Drummond makes free throw 1 of 2,77,60
265,3,7:48.0,,A. Drummond makes free throw 2 of 2,77,61
266,3,7:34.0,K. Towns misses 3-pt jump shot from 27 ft,,77,61
267,3,7:32.0,,Defensive rebound by L. Kennard,77,61
268,3,7:18.0,,B. Griffin misses 2-pt layup from 7 ft,77,61
269,3,7:15.0,Defensive rebound by K. Towns,,77,61
270,3,7:15.0,Personal foul by L. Kennard (drawn by A. Wiggins),,77,61
271,3,7:15.0,G. Dieng enters the game for K. Towns,,77,61
272,3,7:09.0,J. Layman makes 2-pt dunk at rim (assist by G. Dieng),,79,61
273,3,6:57.0,,L. Kennard makes 2-pt jump shot from 8 ft (assist by T. Frazier),79,63
274,3,6:47.0,J. Culver misses 2-pt jump shot from 9 ft,,79,63
275,3,6:44.0,,Defensive rebound by L. Kennard,79,63
276,3,6:28.0,,B. Griffin makes 2-pt layup from 4 ft,79,65
277,3,6:28.0,Minnesota full timeout,,79,65
278,3,6:28.0,N. Vonleh enters the game for T. Graham,,79,65
279,3,6:28.0,,M. Morris enters the game for B. Griffin,79,65
280,3,6:05.0,A. Wiggins makes 2-pt jump shot from 20 ft,,81,65
281,3,5:48.0,,T. Snell misses 3-pt jump shot from 23 ft,81,65
282,3,5:46.0,Defensive rebound by G. Dieng,,81,65
283,3,5:37.0,J. Culver misses 3-pt jump shot from 24 ft,,81,65
284,3,5:32.0,Offensive rebound by G. Dieng,,81,65
285,3,5:20.0,J. Layman makes 3-pt jump shot from 25 ft (assist by J. Culver),,84,65
286,3,5:04.0,,L. Kennard makes 2-pt layup from 2 ft,84,67
287,3,4:43.0,Turnover by A. Wiggins (lost ball; steal by T. Frazier),,84,67
288,3,4:35.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Frazier),84,70
289,3,4:10.0,J. Culver misses 2-pt layup from 2 ft,,84,70
290,3,4:08.0,,Defensive rebound by M. Morris,84,70
291,3,4:03.0,,L. Kennard makes 3-pt jump shot from 25 ft (assist by T. Frazier),84,73
292,3,4:01.0,Minnesota full timeout,,84,73
293,3,4:01.0,R. Covington enters the game for J. Culver,,84,73
294,3,4:01.0,J. McLaughlin enters the game for G. Dieng,,84,73
295,3,4:01.0,J. Okogie enters the game for N. Vonleh,,84,73
296,3,4:01.0,K. Towns enters the game for A. Wiggins,,84,73
297,3,4:01.0,,L. Galloway enters the game for T. Frazier,84,73
298,3,4:01.0,,D. Rose enters the game for T. Snell,84,73
299,3,3:49.0,J. McLaughlin misses 2-pt layup from 1 ft (block by A. Drummond),,84,73
300,3,3:49.0,,Defensive rebound by Team,84,73
301,3,3:37.0,,A. Drummond misses 2-pt layup from 1 ft,84,73
302,3,3:34.0,Defensive rebound by K. Towns,,84,73
303,3,3:33.0,Personal foul by L. Kennard (drawn by J. Layman),,84,73
304,3,3:28.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),,87,73
305,3,3:05.0,,D. Rose misses 2-pt layup from 3 ft,87,73
306,3,3:03.0,,Offensive rebound by D. Rose,87,73
307,3,2:59.0,,M. Morris makes 2-pt dunk from 1 ft (assist by D. Rose),87,75
308,3,2:44.0,K. Towns misses 3-pt jump shot from 26 ft,,87,75
309,3,2:42.0,Offensive rebound by J. Okogie,,87,75
310,3,2:40.0,J. McLaughlin misses 3-pt jump shot from 24 ft,,87,75
311,3,2:38.0,,Defensive rebound by A. Drummond,87,75
312,3,2:30.0,,Turnover by A. Drummond (bad pass; steal by J. Layman),87,75
313,3,2:29.0,K. Towns makes 2-pt layup from 1 ft (assist by J. McLaughlin),,89,75
314,3,2:29.0,Shooting foul by L. Galloway (drawn by K. Towns),,89,75
315,3,2:29.0,K. Towns makes free throw 1 of 1,,90,75
316,3,2:22.0,,D. Rose misses 2-pt jump shot from 16 ft,90,75
317,3,2:16.0,,Offensive rebound by A. Drummond,90,75
318,3,2:16.0,,A. Drummond makes 2-pt layup at rim,90,77
319,3,2:11.0,R. Covington misses 2-pt layup from 1 ft,,90,77
320,3,2:09.0,,Defensive rebound by L. Galloway,90,77
321,3,1:54.0,,Shooting foul by J. McLaughlin (drawn by M. Morris),90,77
322,3,1:54.0,,M. Morris makes free throw 1 of 2,90,78
323,3,1:54.0,,M. Morris makes free throw 2 of 2,90,79
324,3,1:40.0,J. Layman misses 3-pt jump shot from 27 ft,,90,79
325,3,1:36.0,Offensive rebound by K. Towns,,90,79
326,3,1:34.0,R. Covington misses 3-pt jump shot from 26 ft,,90,79
327,3,1:31.0,,Defensive rebound by D. Rose,90,79
328,3,1:28.0,,L. Kennard misses 3-pt jump shot from 25 ft,90,79
329,3,1:24.0,Defensive rebound by J. McLaughlin,,90,79
330,3,1:16.0,K. Towns misses 2-pt layup from 2 ft,,90,79
331,3,1:14.0,,Defensive rebound by D. Rose,90,79
332,3,1:09.0,,D. Rose makes 2-pt layup from 1 ft,90,81
333,3,0:58.0,Personal foul by A. Drummond (drawn by J. McLaughlin),,90,81
334,3,0:58.0,,T. Maker enters the game for A. Drummond,90,81
335,3,0:49.0,Offensive foul by R. Covington (drawn by L. Galloway),,90,81
336,3,0:49.0,Turnover by R. Covington (offensive foul),,90,81
337,3,0:40.0,,D. Rose misses 3-pt jump shot from 26 ft,90,81
338,3,0:37.0,Defensive rebound by R. Covington,,90,81
339,3,0:31.0,R. Covington misses 3-pt jump shot from 32 ft,,90,81
340,3,0:29.0,,Defensive rebound by L. Kennard,90,81
341,3,0:11.0,,D. Rose misses 2-pt layup from 6 ft (block by J. Layman),90,81
342,3,0:09.0,Defensive rebound by J. McLaughlin,,90,81
343,3,0:00.0,K. Towns makes 2-pt dunk at rim,,92,81
344,4,11:44.0,J. Okogie misses 3-pt jump shot from 26 ft,,92,81
345,4,11:39.0,,Defensive rebound by B. Griffin,92,81
346,4,11:31.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by D. Rose),92,84
347,4,11:31.0,,Shooting foul by R. Covington (drawn by L. Galloway),92,84
348,4,11:31.0,,L. Galloway misses free throw 1 of 1,92,84
349,4,11:31.0,Defensive rebound by K. Towns,,92,84
350,4,11:31.0,,Detroit full timeout,92,84
351,4,11:31.0,N. Vonleh enters the game for R. Covington,,92,84
352,4,11:31.0,,Instant Replay (Challenge: Ruling Stands),92,84
353,4,11:18.0,Turnover by J. McLaughlin (bad pass; steal by D. Rose),,92,84
354,4,11:14.0,,L. Galloway makes 2-pt layup from 2 ft (assist by T. Snell),92,86
355,4,10:53.0,T. Graham makes 3-pt jump shot from 28 ft (assist by N. Vonleh),,95,86
356,4,10:38.0,,D. Rose misses 2-pt jump shot from 17 ft,95,86
357,4,10:31.0,Defensive rebound by T. Graham,,95,86
358,4,10:21.0,K. Towns makes 2-pt jump shot from 12 ft (assist by J. McLaughlin),,97,86
359,4,10:12.0,,Turnover by T. Snell (bad pass; steal by J. Okogie),97,86
360,4,10:06.0,T. Graham makes 2-pt layup from 1 ft (assist by K. Towns),,99,86
361,4,9:54.0,,T. Maker makes 3-pt jump shot from 25 ft (assist by L. Galloway),99,89
362,4,9:40.0,Turnover by J. Okogie (bad pass; steal by D. Rose),,99,89
363,4,9:34.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by D. Rose),99,92
364,4,9:33.0,Minnesota full timeout,,99,92
365,4,9:33.0,J. Culver enters the game for J. McLaughlin,,99,92
366,4,9:33.0,A. Wiggins enters the game for J. Okogie,,99,92
367,4,9:33.0,,L. Kennard enters the game for T. Snell,99,92
368,4,9:17.0,K. Towns misses 2-pt jump shot from 18 ft,,99,92
369,4,9:15.0,,Defensive rebound by Team,99,92
370,4,9:15.0,Loose ball foul by N. Vonleh (drawn by T. Maker),,99,92
371,4,9:08.0,,B. Griffin misses 3-pt jump shot from 29 ft,99,92
372,4,9:04.0,Defensive rebound by T. Graham,,99,92
373,4,9:03.0,T. Graham makes 2-pt layup from 1 ft,,101,92
374,4,8:50.0,,D. Rose misses 2-pt jump shot from 18 ft,101,92
375,4,8:46.0,Defensive rebound by J. Culver,,101,92
376,4,8:29.0,A. Wiggins makes 2-pt jump shot from 7 ft (assist by K. Towns),,103,92
377,4,8:14.0,,L. Kennard misses 2-pt jump shot from 11 ft,103,92
378,4,8:13.0,,Offensive rebound by L. Kennard,103,92
379,4,8:12.0,,L. Kennard misses 2-pt layup from 3 ft (block by K. Towns),103,92
380,4,8:12.0,,Offensive rebound by Team,103,92
381,4,8:10.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by D. Rose),103,95
382,4,7:45.0,T. Graham makes 2-pt jump shot from 11 ft,,105,95
383,4,7:36.0,,D. Rose misses 2-pt jump shot from 10 ft (block by K. Towns),105,95
384,4,7:36.0,,Offensive rebound by Team,105,95
