,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BROOKLYN_ACTION,LA LAKERS_SCORE,BROOKLYN_SCORE
96,1,2:40.0,,K. Irving misses 2-pt jump shot from 11 ft,30,22
97,1,2:37.0,Defensive rebound by J. Dudley,,30,22
98,1,2:33.0,L. James makes 2-pt layup from 1 ft,,32,22
99,1,2:17.0,,W. Chandler makes 3-pt jump shot from 25 ft (assist by C. LeVert),32,25
100,1,1:59.0,Shooting foul by G. Temple (drawn by K. Caldwell-Pope),,32,25
101,1,1:59.0,K. Caldwell-Pope makes free throw 1 of 3,,33,25
102,1,1:59.0,K. Caldwell-Pope makes free throw 2 of 3,,34,25
103,1,1:59.0,R. Rondo enters the game for L. James,,34,25
104,1,1:59.0,,S. Dinwiddie enters the game for J. Allen,34,25
105,1,1:59.0,,R. Kurucs enters the game for K. Irving,34,25
106,1,1:59.0,K. Caldwell-Pope misses free throw 3 of 3,,34,25
107,1,1:57.0,,Defensive rebound by W. Chandler,34,25
108,1,1:45.0,,G. Temple misses 3-pt jump shot from 26 ft,34,25
109,1,1:40.0,Defensive rebound by A. Caruso,,34,25
110,1,1:35.0,K. Kuzma misses 2-pt layup from 4 ft,,34,25
111,1,1:33.0,,Defensive rebound by G. Temple,34,25
112,1,1:26.0,,C. LeVert makes 2-pt layup from 1 ft (assist by S. Dinwiddie),34,27
113,1,1:01.0,Turnover by K. Caldwell-Pope (lost ball; steal by G. Temple),,34,27
114,1,0:55.0,,W. Chandler makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),34,30
115,1,0:39.0,J. Dudley makes 2-pt layup from 1 ft (assist by R. Rondo),,36,30
116,1,0:32.0,,S. Dinwiddie makes 2-pt jump shot from 14 ft,36,32
117,1,0:18.0,K. Kuzma makes 2-pt layup from 1 ft,,38,32
118,1,0:00.0,,W. Chandler makes 2-pt layup at rim (assist by S. Dinwiddie),38,34
119,1,0:00.0,,Shooting foul by K. Caldwell-Pope (drawn by W. Chandler),38,34
120,1,0:00.0,,W. Chandler makes free throw 1 of 1,38,35
121,2,11:42.0,K. Kuzma misses 2-pt layup from 6 ft,,38,35
122,2,11:40.0,Offensive rebound by D. Howard,,38,35
123,2,11:40.0,Shooting foul by W. Chandler (drawn by D. Howard),,38,35
124,2,11:40.0,D. Howard misses free throw 1 of 2,,38,35
125,2,11:40.0,Offensive rebound by Team,,38,35
126,2,11:40.0,D. Howard misses free throw 2 of 2,,38,35
127,2,11:37.0,,Defensive rebound by G. Temple,38,35
128,2,11:28.0,,W. Chandler makes 3-pt jump shot from 28 ft (assist by S. Dinwiddie),38,38
129,2,11:06.0,A. Caruso makes 2-pt jump shot from 10 ft (assist by R. Rondo),,40,38
130,2,10:48.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,40,38
131,2,10:45.0,Defensive rebound by A. Caruso,,40,38
132,2,10:39.0,A. Caruso misses 2-pt jump shot from 14 ft,,40,38
133,2,10:36.0,,Defensive rebound by G. Temple,40,38
134,2,10:27.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,40,38
135,2,10:22.0,Defensive rebound by D. Howard,,40,38
136,2,10:12.0,K. Kuzma makes 2-pt layup from 3 ft (assist by R. Rondo),,42,38
137,2,10:03.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),42,41
138,2,9:48.0,R. Rondo makes 2-pt jump shot from 21 ft,,44,41
139,2,9:30.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by W. Chandler),44,44
140,2,9:08.0,A. Caruso makes 3-pt jump shot from 23 ft (assist by R. Rondo),,47,44
141,2,8:56.0,,C. LeVert makes 3-pt jump shot from 25 ft,47,47
142,2,8:55.0,LA Lakers full timeout,,47,47
143,2,8:55.0,A. Davis enters the game for D. Howard,,47,47
144,2,8:30.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,47,47
145,2,8:28.0,,Defensive rebound by W. Chandler,47,47
146,2,8:22.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by C. LeVert),47,50
147,2,8:10.0,A. Caruso makes 3-pt jump shot from 23 ft (assist by A. Davis),,50,50
148,2,7:55.0,,R. Kurucs makes 2-pt layup from 1 ft (assist by S. Dinwiddie),50,52
149,2,7:47.0,R. Rondo misses 2-pt hook shot from 4 ft,,50,52
150,2,7:47.0,Offensive rebound by Team,,50,52
151,2,7:47.0,L. James enters the game for A. Caruso,,50,52
152,2,7:47.0,,J. Allen enters the game for R. Kurucs,50,52
153,2,7:47.0,,K. Irving enters the game for C. LeVert,50,52
154,2,7:39.0,L. James makes 3-pt jump shot from 24 ft (assist by R. Rondo),,53,52
155,2,7:20.0,,Personal foul by R. Rondo (drawn by K. Irving),53,52
156,2,7:20.0,,T. Prince enters the game for W. Chandler,53,52
157,2,7:12.0,,J. Allen makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),53,54
158,2,6:58.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by R. Rondo),,56,54
159,2,6:43.0,,S. Dinwiddie misses 2-pt jump shot from 15 ft,56,54
160,2,6:40.0,Defensive rebound by K. Kuzma,,56,54
161,2,6:36.0,L. James makes 3-pt jump shot from 24 ft (assist by K. Kuzma),,59,54
162,2,6:34.0,,Brooklyn full timeout,59,54
163,2,6:34.0,T. Daniels enters the game for K. Kuzma,,59,54
164,2,6:34.0,D. Howard enters the game for R. Rondo,,59,54
165,2,6:34.0,,J. Harris enters the game for G. Temple,59,54
166,2,6:23.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),59,57
167,2,6:07.0,L. James misses 3-pt jump shot from 25 ft,,59,57
168,2,6:03.0,,Defensive rebound by S. Dinwiddie,59,57
169,2,5:47.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),59,60
170,2,5:35.0,D. Howard makes 2-pt dunk from 2 ft (assist by L. James),,61,60
171,2,5:21.0,,J. Allen misses 3-pt jump shot from 23 ft,61,60
172,2,5:18.0,Defensive rebound by A. Davis,,61,60
173,2,5:10.0,A. Davis misses 2-pt jump shot from 4 ft,,61,60
174,2,5:08.0,,Defensive rebound by J. Allen,61,60
175,2,4:52.0,,Turnover by J. Harris (bad pass),61,60
176,2,4:49.0,Turnover by L. James (bad pass; steal by T. Prince),,61,60
177,2,4:46.0,,Turnover by T. Prince (lost ball; steal by A. Davis),61,60
178,2,4:43.0,T. Daniels misses 2-pt layup from 1 ft,,61,60
179,2,4:43.0,Offensive rebound by Team,,61,60
180,2,4:31.0,A. Davis misses 2-pt layup from 3 ft,,61,60
181,2,4:27.0,Offensive rebound by D. Howard,,61,60
182,2,4:27.0,D. Howard makes 2-pt dunk at rim,,63,60
183,2,4:22.0,,J. Harris misses 3-pt jump shot from 25 ft,63,60
184,2,4:18.0,Defensive rebound by A. Davis,,63,60
185,2,4:06.0,Turnover by L. James (bad pass; steal by T. Prince),,63,60
186,2,4:02.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),63,62
187,2,4:02.0,LA Lakers full timeout,,63,62
188,2,4:02.0,A. Bradley enters the game for K. Caldwell-Pope,,63,62
189,2,4:02.0,D. Green enters the game for T. Daniels,,63,62
190,2,4:02.0,,C. LeVert enters the game for S. Dinwiddie,63,62
191,2,3:50.0,Turnover by A. Davis (bad pass),,63,62
192,2,3:35.0,,Turnover by K. Irving (bad pass; steal by D. Green),63,62
193,2,3:33.0,Personal take foul by C. LeVert (drawn by A. Davis),,63,62
194,2,3:21.0,D. Howard makes 2-pt dunk from 1 ft (assist by L. James),,65,62
195,2,3:09.0,,Shooting foul by A. Bradley (drawn by K. Irving),65,62
196,2,3:09.0,,K. Irving makes free throw 1 of 2,65,63
197,2,3:09.0,,K. Irving makes free throw 2 of 2,65,64
198,2,2:57.0,D. Green makes 3-pt jump shot from 23 ft (assist by L. James),,68,64
199,2,2:39.0,,C. LeVert makes 2-pt jump shot from 11 ft (assist by T. Prince),68,66
200,2,2:27.0,A. Bradley misses 3-pt jump shot from 23 ft,,68,66
201,2,2:27.0,Offensive rebound by L. James,,68,66
202,2,2:24.0,Personal foul by T. Prince (drawn by D. Howard),,68,66
203,2,2:24.0,K. Kuzma enters the game for D. Howard,,68,66
204,2,2:15.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by L. James),,71,66
205,2,2:05.0,,K. Irving misses 3-pt jump shot from 25 ft,71,66
206,2,2:03.0,Defensive rebound by A. Davis,,71,66
207,2,1:50.0,Turnover by A. Bradley (bad pass; steal by C. LeVert),,71,66
208,2,1:47.0,,Shooting foul by K. Kuzma (drawn by T. Prince),71,66
209,2,1:47.0,,T. Prince makes free throw 1 of 2,71,67
210,2,1:47.0,,T. Prince makes free throw 2 of 2,71,68
211,2,1:33.0,D. Green misses 3-pt jump shot from 25 ft,,71,68
212,2,1:30.0,,Defensive rebound by J. Allen,71,68
213,2,1:19.0,,J. Harris misses 2-pt layup from 4 ft (block by D. Green),71,68
214,2,1:19.0,Defensive rebound by A. Davis,,71,68
215,2,1:16.0,Shooting foul by K. Irving (drawn by L. James),,71,68
216,2,1:16.0,L. James makes free throw 1 of 2,,72,68
217,2,1:16.0,K. Caldwell-Pope enters the game for A. Davis,,72,68
218,2,1:16.0,D. Howard enters the game for K. Kuzma,,72,68
219,2,1:16.0,,W. Chandler enters the game for T. Prince,72,68
220,2,1:16.0,L. James makes free throw 2 of 2,,73,68
221,2,1:07.0,,Turnover by J. Harris (bad pass; steal by A. Bradley),73,68
222,2,1:03.0,A. Bradley misses 2-pt layup from 2 ft (block by J. Harris),,73,68
223,2,1:00.0,,Defensive rebound by W. Chandler,73,68
224,2,0:54.0,,K. Irving misses 2-pt layup from 10 ft,73,68
225,2,0:54.0,,Offensive rebound by J. Allen,73,68
226,2,0:49.0,,J. Allen misses 2-pt layup from 1 ft,73,68
227,2,0:49.0,Defensive rebound by L. James,,73,68
228,2,0:47.0,D. Howard makes 2-pt dunk from 2 ft (assist by L. James),,75,68
229,2,0:46.0,,Personal foul by D. Green (drawn by C. LeVert),75,68
230,2,0:46.0,,C. LeVert makes free throw 1 of 2,75,69
231,2,0:46.0,T. Daniels enters the game for D. Green,,75,69
232,2,0:46.0,,C. LeVert makes free throw 2 of 2,75,70
233,2,0:39.0,L. James misses 2-pt layup from 6 ft (block by K. Irving),,75,70
234,2,0:39.0,,Defensive rebound by Team,75,70
235,2,0:39.0,,Instant Replay (Challenge: Ruling Stands),75,70
236,2,0:39.0,,T. Prince enters the game for K. Irving,75,70
237,2,0:30.0,,C. LeVert misses 2-pt jump shot from 22 ft,75,70
238,2,0:28.0,Defensive rebound by D. Howard,,75,70
239,2,0:07.0,L. James misses 2-pt jump shot from 11 ft,,75,70
240,2,0:04.0,,Defensive rebound by J. Allen,75,70
241,2,0:00.0,,C. LeVert misses 2-pt jump shot from 8 ft,75,70
242,2,0:00.0,,Offensive rebound by Team,75,70
243,3,11:47.0,A. Davis makes 2-pt jump shot from 13 ft (assist by L. James),,77,70
244,3,11:28.0,,T. Prince misses 2-pt jump shot from 14 ft,77,70
245,3,11:25.0,Defensive rebound by L. James,,77,70
246,3,11:22.0,D. Green makes 3-pt jump shot from 25 ft (assist by L. James),,80,70
247,3,10:57.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,80,70
248,3,10:53.0,Defensive rebound by D. Howard,,80,70
249,3,10:46.0,L. James misses 3-pt jump shot from 25 ft,,80,70
250,3,10:45.0,,Defensive rebound by Team,80,70
251,3,10:27.0,,T. Prince misses 3-pt jump shot from 23 ft,80,70
252,3,10:26.0,Defensive rebound by D. Howard,,80,70
253,3,10:26.0,Personal foul by J. Allen (drawn by D. Howard),,80,70
254,3,10:08.0,L. James misses 2-pt jump shot from 15 ft,,80,70
255,3,10:05.0,,Defensive rebound by J. Allen,80,70
256,3,10:01.0,,S. Dinwiddie makes 2-pt layup from 1 ft (assist by K. Irving),80,72
257,3,9:51.0,Personal foul by T. Prince (drawn by A. Davis),,80,72
258,3,9:50.0,Turnover by D. Howard (bad pass),,80,72
259,3,9:37.0,,J. Allen misses 2-pt layup from 1 ft,80,72
260,3,9:36.0,Defensive rebound by A. Davis,,80,72
261,3,9:31.0,D. Green makes 3-pt jump shot from 25 ft (assist by A. Davis),,83,72
262,3,9:10.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),83,75
263,3,8:48.0,A. Bradley misses 3-pt jump shot from 25 ft,,83,75
264,3,8:45.0,Offensive rebound by D. Howard,,83,75
265,3,8:44.0,D. Howard makes 2-pt dunk from 1 ft,,85,75
266,3,8:24.0,,Personal foul by A. Davis (drawn by J. Allen),85,75
267,3,8:12.0,,J. Harris misses 3-pt jump shot from 23 ft,85,75
268,3,8:09.0,Defensive rebound by D. Howard,,85,75
269,3,8:02.0,D. Green makes 3-pt jump shot from 25 ft (assist by A. Bradley),,88,75
270,3,8:02.0,,Brooklyn full timeout,88,75
271,3,7:52.0,,K. Irving makes 2-pt jump shot from 8 ft (assist by T. Prince),88,77
272,3,7:33.0,A. Bradley makes 2-pt jump shot from 13 ft (assist by D. Howard),,90,77
273,3,7:24.0,,K. Irving misses 3-pt jump shot from 25 ft,90,77
274,3,7:21.0,Defensive rebound by A. Davis,,90,77
275,3,7:14.0,L. James misses 2-pt jump shot from 17 ft,,90,77
276,3,7:10.0,,Defensive rebound by K. Irving,90,77
277,3,7:06.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by T. Prince),90,80
278,3,6:46.0,A. Bradley misses 3-pt jump shot from 26 ft,,90,80
279,3,6:43.0,,Defensive rebound by K. Irving,90,80
280,3,6:36.0,,K. Irving misses 2-pt jump shot from 7 ft (block by D. Howard),90,80
281,3,6:36.0,Defensive rebound by A. Davis,,90,80
282,3,6:24.0,L. James misses 2-pt hook shot from 9 ft,,90,80
283,3,6:22.0,,Defensive rebound by Team,90,80
284,3,5:58.0,,Turnover by K. Irving (bad pass; steal by D. Green),90,80
285,3,5:54.0,D. Green misses 3-pt jump shot from 26 ft,,90,80
286,3,5:52.0,,Defensive rebound by J. Harris,90,80
287,3,5:48.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by J. Harris),90,83
288,3,5:23.0,A. Bradley misses 3-pt jump shot from 23 ft,,90,83
289,3,5:20.0,Offensive rebound by L. James,,90,83
290,3,5:19.0,L. James makes 2-pt layup from 1 ft,,92,83
291,3,5:04.0,,J. Allen misses 2-pt dunk from 1 ft,92,83
292,3,5:02.0,,Offensive rebound by S. Dinwiddie,92,83
293,3,4:59.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,92,83
294,3,4:57.0,,Offensive rebound by S. Dinwiddie,92,83
295,3,4:46.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by T. Prince),92,86
296,3,4:45.0,LA Lakers full timeout,,92,86
297,3,4:45.0,K. Caldwell-Pope enters the game for A. Bradley,,92,86
298,3,4:45.0,K. Kuzma enters the game for D. Howard,,92,86
299,3,4:45.0,,W. Chandler enters the game for J. Allen,92,86
300,3,4:45.0,,C. LeVert enters the game for S. Dinwiddie,92,86
301,3,4:25.0,K. Kuzma misses 3-pt jump shot from 25 ft,,92,86
302,3,4:20.0,,Defensive rebound by C. LeVert,92,86
303,3,4:03.0,,Turnover by W. Chandler (lost ball; steal by L. James),92,86
304,3,3:46.0,Turnover by K. Kuzma (bad pass; steal by K. Irving),,92,86
305,3,3:41.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by K. Irving),92,89
306,3,3:27.0,Personal foul by K. Irving (drawn by L. James),,92,89
307,3,3:27.0,R. Rondo enters the game for L. James,,92,89
308,3,3:27.0,,G. Temple enters the game for J. Harris,92,89
309,3,3:12.0,D. Green misses 2-pt jump shot from 13 ft,,92,89
310,3,3:12.0,Offensive rebound by Team,,92,89
311,3,3:12.0,Turnover by Team (shot clock),,92,89
312,3,3:04.0,,Personal foul by D. Green (drawn by T. Prince),92,89
313,3,3:04.0,A. Caruso enters the game for D. Green,,92,89
314,3,2:52.0,,Turnover by K. Irving (bad pass),92,89
315,3,2:43.0,Shooting foul by W. Chandler (drawn by A. Davis),,92,89
316,3,2:43.0,A. Davis makes free throw 1 of 2,,93,89
317,3,2:43.0,A. Davis makes free throw 2 of 2,,94,89
318,3,2:26.0,,C. LeVert misses 2-pt jump shot from 10 ft,94,89
319,3,2:23.0,Defensive rebound by K. Kuzma,,94,89
320,3,2:22.0,Turnover by K. Kuzma (lost ball; steal by K. Irving),,94,89
321,3,2:18.0,,K. Irving misses 2-pt jump shot from 22 ft,94,89
322,3,2:16.0,Defensive rebound by A. Davis,,94,89
323,3,2:15.0,Shooting foul by W. Chandler (drawn by A. Davis),,94,89
324,3,2:15.0,A. Davis misses free throw 1 of 2,,94,89
325,3,2:15.0,Offensive rebound by Team,,94,89
326,3,2:15.0,A. Davis makes free throw 2 of 2,,95,89
327,3,2:05.0,,T. Prince misses 3-pt jump shot from 25 ft,95,89
328,3,2:01.0,Defensive rebound by A. Davis,,95,89
329,3,1:42.0,A. Caruso misses 2-pt jump shot from 15 ft,,95,89
330,3,1:40.0,,Defensive rebound by C. LeVert,95,89
331,3,1:33.0,,C. LeVert misses 2-pt jump shot from 11 ft,95,89
332,3,1:29.0,,Offensive rebound by G. Temple,95,89
333,3,1:27.0,,W. Chandler misses 3-pt jump shot from 22 ft,95,89
334,3,1:23.0,,Offensive rebound by K. Irving,95,89
335,3,1:17.0,,K. Irving makes 2-pt jump shot from 7 ft,95,91
336,3,0:58.0,A. Davis misses 3-pt jump shot from 25 ft,,95,91
337,3,0:54.0,,Defensive rebound by T. Prince,95,91
338,3,0:50.0,,K. Irving makes 3-pt jump shot from 25 ft,95,94
339,3,0:42.0,A. Davis makes 3-pt jump shot from 25 ft (assist by R. Rondo),,98,94
340,3,0:35.0,,K. Irving misses 2-pt layup from 5 ft (block by A. Davis),98,94
341,3,0:35.0,,Offensive rebound by Team,98,94
342,3,0:35.0,J. Dudley enters the game for A. Davis,,98,94
343,3,0:35.0,,R. Kurucs enters the game for T. Prince,98,94
344,3,0:35.0,,Turnover by C. LeVert (bad pass),98,94
345,3,0:29.0,R. Rondo makes 3-pt jump shot from 28 ft,,101,94
346,3,0:15.0,,Personal foul by A. Caruso (drawn by K. Irving),101,94
347,3,0:02.0,,Turnover by R. Kurucs (bad pass; steal by J. Dudley),101,94
348,3,0:00.0,J. Dudley makes 3-pt jump shot from 31 ft (assist by R. Rondo),,104,94
349,3,0:00.0,Instant Replay (Request: Ruling Stands),,104,94
350,4,12:00.0,L. James enters the game for A. Caruso,,104,94
351,4,12:00.0,,J. Allen enters the game for K. Irving,104,94
352,4,12:00.0,,S. Dinwiddie enters the game for R. Kurucs,104,94
353,4,11:48.0,,G. Temple misses 3-pt jump shot from 26 ft,104,94
354,4,11:45.0,Defensive rebound by R. Rondo,,104,94
355,4,11:39.0,R. Rondo misses 2-pt layup from 2 ft,,104,94
356,4,11:37.0,,Defensive rebound by G. Temple,104,94
357,4,11:33.0,,G. Temple misses 2-pt layup from 1 ft,104,94
358,4,11:33.0,Defensive rebound by Team,,104,94
359,4,11:16.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by L. James),,107,94
360,4,10:56.0,,C. LeVert misses 2-pt jump shot from 11 ft,107,94
361,4,10:51.0,Defensive rebound by K. Caldwell-Pope,,107,94
362,4,10:41.0,K. Caldwell-Pope misses 2-pt jump shot from 12 ft,,107,94
363,4,10:36.0,,Defensive rebound by S. Dinwiddie,107,94
364,4,10:21.0,,C. LeVert makes 2-pt jump shot from 13 ft,107,96
365,4,10:01.0,Turnover by R. Rondo (bad pass; steal by W. Chandler),,107,96
366,4,9:53.0,,W. Chandler misses 3-pt jump shot from 25 ft,107,96
367,4,9:48.0,Defensive rebound by R. Rondo,,107,96
368,4,9:41.0,J. Dudley misses 3-pt jump shot from 26 ft,,107,96
369,4,9:38.0,,Defensive rebound by C. LeVert,107,96
370,4,9:31.0,,Turnover by G. Temple (traveling),107,96
371,4,9:26.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Rondo),,110,96
372,4,9:05.0,,C. LeVert misses 3-pt jump shot from 24 ft,110,96
373,4,9:02.0,Defensive rebound by L. James,,110,96
374,4,8:51.0,J. Dudley misses 2-pt layup from 1 ft,,110,96
375,4,8:49.0,,Defensive rebound by S. Dinwiddie,110,96
376,4,8:41.0,,C. LeVert misses 3-pt jump shot from 24 ft,110,96
377,4,8:37.0,Defensive rebound by J. Dudley,,110,96
378,4,8:28.0,LA Lakers full timeout,,110,96
379,4,8:28.0,,K. Irving enters the game for W. Chandler,110,96
380,4,8:28.0,,T. Prince enters the game for C. LeVert,110,96
381,4,8:21.0,Shooting foul by J. Allen (drawn by K. Kuzma),,110,96
382,4,8:21.0,Instant Replay (Request: Ruling Stands),,110,96
383,4,8:21.0,K. Kuzma makes free throw 1 of 3,,111,96
