,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,GOLDEN STATE_ACTION,WASHINGTON_SCORE,GOLDEN STATE_SCORE
132,2,9:59.0,Shooting foul by D. Bender (drawn by T. Brown),,39,31
133,2,9:59.0,R. Hachimura makes free throw 1 of 1,,40,31
134,2,9:44.0,,A. Wiggins misses 2-pt hook shot from 10 ft,40,31
135,2,9:43.0,Defensive rebound by R. Hachimura,,40,31
136,2,9:39.0,Personal foul by J. Toscano-Anderson (drawn by D. Bertāns),,40,31
137,2,9:36.0,D. Bertāns misses 3-pt jump shot from 25 ft,,40,31
138,2,9:34.0,,Defensive rebound by D. Bender,40,31
139,2,9:25.0,,M. Mulder makes 2-pt layup from 3 ft (assist by J. Poole),40,33
140,2,9:05.0,R. Hachimura misses 2-pt jump shot from 19 ft,,40,33
141,2,9:03.0,,Defensive rebound by J. Toscano-Anderson,40,33
142,2,8:54.0,,D. Bender misses 3-pt jump shot from 24 ft,40,33
143,2,8:52.0,,Offensive rebound by D. Bender,40,33
144,2,8:48.0,,D. Bender makes 2-pt hook shot from 7 ft,40,35
145,2,8:42.0,Washington full timeout,,40,35
146,2,8:42.0,B. Beal enters the game for D. Bertāns,,40,35
147,2,8:42.0,,M. Chriss enters the game for D. Bender,40,35
148,2,8:42.0,,E. Paschall enters the game for J. Toscano-Anderson,40,35
149,2,8:27.0,J. Robinson misses 3-pt jump shot from 26 ft,,40,35
150,2,8:25.0,,Defensive rebound by M. Chriss,40,35
151,2,8:01.0,,M. Chriss makes 2-pt layup from 4 ft (assist by J. Poole),40,37
152,2,7:44.0,Personal foul by M. Mulder (drawn by B. Beal),,40,37
153,2,7:44.0,I. Bonga enters the game for R. Hachimura,,40,37
154,2,7:44.0,M. Wagner enters the game for J. Robinson,,40,37
155,2,7:44.0,,J. Toscano-Anderson enters the game for M. Mulder,40,37
156,2,7:35.0,I. Bonga makes 3-pt jump shot from 23 ft (assist by B. Beal),,43,37
157,2,7:14.0,,Turnover by M. Chriss (bad pass; steal by B. Beal),43,37
158,2,7:09.0,B. Beal misses 3-pt jump shot from 27 ft,,43,37
159,2,7:07.0,,Defensive rebound by A. Wiggins,43,37
160,2,7:00.0,,A. Wiggins misses 2-pt jump shot from 20 ft,43,37
161,2,6:58.0,Defensive rebound by B. Beal,,43,37
162,2,6:46.0,I. Bonga misses 2-pt jump shot from 10 ft,,43,37
163,2,6:45.0,,Defensive rebound by M. Chriss,43,37
164,2,6:35.0,,Turnover by J. Poole (bad pass; steal by B. Beal),43,37
165,2,6:27.0,I. Bonga makes 3-pt jump shot from 25 ft (assist by I. Smith),,46,37
166,2,6:06.0,,E. Paschall misses 2-pt jump shot from 6 ft,46,37
167,2,6:05.0,,Offensive rebound by E. Paschall,46,37
168,2,6:04.0,,E. Paschall misses 2-pt layup from 5 ft,46,37
169,2,6:03.0,,Offensive rebound by E. Paschall,46,37
170,2,6:02.0,,E. Paschall makes 2-pt layup from 4 ft,46,39
171,2,6:02.0,,Shooting foul by M. Wagner (drawn by E. Paschall),46,39
172,2,6:02.0,D. Bertāns enters the game for T. Brown,,46,39
173,2,6:02.0,T. Bryant enters the game for M. Wagner,,46,39
174,2,6:02.0,,D. Lee enters the game for J. Poole,46,39
175,2,6:02.0,,M. Mulder enters the game for A. Wiggins,46,39
176,2,6:02.0,,E. Paschall makes free throw 1 of 1,46,40
177,2,5:51.0,T. Bryant makes 2-pt dunk from 3 ft (assist by B. Beal),,48,40
178,2,5:30.0,,D. Lee makes 2-pt jump shot from 14 ft (assist by M. Chriss),48,42
179,2,5:24.0,I. Smith misses 2-pt layup from 4 ft (block by J. Toscano-Anderson),,48,42
180,2,5:22.0,,Defensive rebound by M. Chriss,48,42
181,2,5:15.0,,Turnover by E. Paschall (bad pass),48,42
182,2,4:57.0,T. Bryant makes 3-pt jump shot from 27 ft (assist by I. Bonga),,51,42
183,2,4:47.0,,Golden State full timeout,51,42
184,2,4:47.0,S. Napier enters the game for I. Smith,,51,42
185,2,4:45.0,,M. Mulder makes 3-pt jump shot from 24 ft (assist by J. Toscano-Anderson),51,45
186,2,4:23.0,B. Beal misses 2-pt jump shot from 12 ft,,51,45
187,2,4:21.0,,Defensive rebound by M. Chriss,51,45
188,2,4:08.0,,Personal foul by I. Bonga (drawn by M. Chriss),51,45
189,2,3:57.0,,D. Lee misses 2-pt jump shot from 10 ft (block by I. Bonga),51,45
190,2,3:55.0,,Offensive rebound by J. Toscano-Anderson,51,45
191,2,3:54.0,,J. Toscano-Anderson makes 2-pt layup from 3 ft,51,47
192,2,3:35.0,Personal foul by J. Toscano-Anderson (drawn by B. Beal),,51,47
193,2,3:35.0,R. Hachimura enters the game for I. Bonga,,51,47
194,2,3:35.0,,A. Wiggins enters the game for J. Toscano-Anderson,51,47
195,2,3:26.0,Personal foul by M. Chriss (drawn by B. Beal),,51,47
196,2,3:26.0,B. Beal makes free throw 1 of 2,,52,47
197,2,3:26.0,B. Beal makes free throw 2 of 2,,53,47
198,2,3:13.0,,E. Paschall makes 2-pt jump shot from 8 ft,53,49
199,2,3:02.0,Turnover by T. Bryant (bad pass),,53,49
200,2,2:55.0,,A. Wiggins makes 2-pt dunk from 1 ft,53,51
201,2,2:40.0,Turnover by S. Napier (bad pass; steal by A. Wiggins),,53,51
202,2,2:37.0,,M. Chriss makes 2-pt dunk from 1 ft (assist by A. Wiggins),53,53
203,2,2:36.0,Washington full timeout,,53,53
204,2,2:21.0,T. Bryant makes 2-pt dunk from 2 ft (assist by S. Napier),,55,53
205,2,2:00.0,,A. Wiggins makes 2-pt layup from 6 ft (assist by E. Paschall),55,55
206,2,1:54.0,Shooting foul by M. Mulder (drawn by S. Napier),,55,55
207,2,1:54.0,S. Napier makes free throw 1 of 2,,56,55
208,2,1:54.0,,J. Poole enters the game for M. Mulder,56,55
209,2,1:54.0,S. Napier makes free throw 2 of 2,,57,55
210,2,1:42.0,,Turnover by J. Poole (traveling),57,55
211,2,1:21.0,S. Napier makes 3-pt jump shot from 28 ft,,60,55
212,2,0:59.0,,E. Paschall misses 2-pt layup from 4 ft,60,55
213,2,0:58.0,Defensive rebound by R. Hachimura,,60,55
214,2,0:44.0,B. Beal makes 3-pt jump shot from 26 ft,,63,55
215,2,0:23.0,,A. Wiggins makes 2-pt jump shot from 18 ft,63,57
216,2,0:01.0,D. Bertāns misses 2-pt jump shot from 20 ft,,63,57
217,2,0:00.0,Offensive rebound by Team,,63,57
218,3,11:42.0,B. Beal misses 2-pt jump shot from 10 ft,,63,57
219,3,11:39.0,,Defensive rebound by M. Chriss,63,57
220,3,11:29.0,,A. Wiggins misses 2-pt jump shot from 19 ft,63,57
221,3,11:25.0,,Offensive rebound by M. Chriss,63,57
222,3,11:24.0,,M. Chriss makes 2-pt hook shot from 3 ft,63,59
223,3,11:08.0,S. Napier makes 2-pt jump shot from 13 ft,,65,59
224,3,10:49.0,,Turnover by D. Bender (3 sec),65,59
225,3,10:39.0,Turnover by B. Beal (bad pass; steal by A. Wiggins),,65,59
226,3,10:32.0,,J. Toscano-Anderson misses 2-pt dunk from 1 ft (block by T. Bryant),65,59
227,3,10:31.0,,Offensive rebound by J. Toscano-Anderson,65,59
228,3,10:29.0,,D. Lee misses 3-pt jump shot from 24 ft,65,59
229,3,10:27.0,,Offensive rebound by M. Chriss,65,59
230,3,10:26.0,,M. Chriss misses 2-pt layup from 3 ft,65,59
231,3,10:24.0,Defensive rebound by R. Hachimura,,65,59
232,3,10:09.0,B. Beal misses 2-pt jump shot from 10 ft,,65,59
233,3,10:08.0,,Defensive rebound by M. Chriss,65,59
234,3,9:53.0,,D. Bender misses 2-pt jump shot from 5 ft,65,59
235,3,9:52.0,,Offensive rebound by D. Bender,65,59
236,3,9:52.0,,D. Bender misses 2-pt layup from 4 ft,65,59
237,3,9:51.0,,Offensive rebound by D. Bender,65,59
238,3,9:51.0,,D. Bender misses 2-pt layup from 3 ft,65,59
239,3,9:50.0,,Offensive rebound by D. Bender,65,59
240,3,9:49.0,,D. Lee misses 2-pt layup from 4 ft (block by T. Bryant),65,59
241,3,9:47.0,Defensive rebound by T. Bryant,,65,59
242,3,9:39.0,B. Beal misses 2-pt jump shot from 9 ft,,65,59
243,3,9:38.0,,Defensive rebound by M. Chriss,65,59
244,3,9:34.0,,Turnover by A. Wiggins (lost ball; steal by S. Napier),65,59
245,3,9:30.0,S. Napier misses 2-pt layup from 3 ft (block by A. Wiggins),,65,59
246,3,9:28.0,,Defensive rebound by D. Lee,65,59
247,3,9:19.0,,Shooting foul by I. Bonga (drawn by A. Wiggins),65,59
248,3,9:19.0,,A. Wiggins misses free throw 1 of 2,65,59
249,3,9:19.0,,Offensive rebound by Team,65,59
250,3,9:19.0,,A. Wiggins makes free throw 2 of 2,65,60
251,3,9:05.0,B. Beal misses 2-pt layup from 5 ft (block by M. Chriss),,65,60
252,3,9:04.0,,Defensive rebound by A. Wiggins,65,60
253,3,8:58.0,,A. Wiggins misses 3-pt jump shot from 26 ft,65,60
254,3,8:56.0,Defensive rebound by S. Napier,,65,60
255,3,8:46.0,R. Hachimura misses 3-pt jump shot from 25 ft,,65,60
256,3,8:44.0,,Defensive rebound by J. Toscano-Anderson,65,60
257,3,8:23.0,,D. Lee misses 2-pt dunk from 2 ft,65,60
258,3,8:22.0,Defensive rebound by Team,,65,60
259,3,8:22.0,,Loose ball foul by D. Lee (drawn by I. Bonga),65,60
260,3,8:07.0,Shooting foul by D. Bender (drawn by R. Hachimura),,65,60
261,3,8:07.0,R. Hachimura makes free throw 1 of 2,,66,60
262,3,8:07.0,,M. Mulder enters the game for D. Bender,66,60
263,3,8:07.0,R. Hachimura makes free throw 2 of 2,,67,60
264,3,7:44.0,,Turnover by J. Toscano-Anderson (bad pass; steal by S. Napier),67,60
265,3,7:37.0,I. Bonga misses 3-pt jump shot from 24 ft,,67,60
266,3,7:36.0,Offensive rebound by T. Bryant,,67,60
267,3,7:36.0,T. Bryant makes 2-pt layup from 1 ft,,69,60
268,3,7:36.0,,Golden State full timeout,69,60
269,3,7:36.0,A. Pasečņiks enters the game for T. Bryant,,69,60
270,3,7:26.0,,M. Mulder misses 3-pt jump shot from 28 ft,69,60
271,3,7:24.0,Defensive rebound by R. Hachimura,,69,60
272,3,7:01.0,Shooting foul by M. Chriss (drawn by R. Hachimura),,69,60
273,3,7:01.0,R. Hachimura makes free throw 1 of 2,,70,60
274,3,7:01.0,R. Hachimura makes free throw 2 of 2,,71,60
275,3,6:51.0,,Shooting foul by A. Pasečņiks (drawn by A. Wiggins),71,60
276,3,6:51.0,,A. Wiggins makes free throw 1 of 2,71,61
277,3,6:51.0,,A. Wiggins makes free throw 2 of 2,71,62
278,3,6:32.0,R. Hachimura misses 2-pt jump shot from 12 ft,,71,62
279,3,6:31.0,,Defensive rebound by M. Chriss,71,62
280,3,6:25.0,,M. Chriss makes 2-pt dunk at rim (assist by J. Toscano-Anderson),71,64
281,3,6:05.0,Shooting foul by J. Toscano-Anderson (drawn by R. Hachimura),,71,64
282,3,6:05.0,,E. Paschall enters the game for J. Toscano-Anderson,71,64
283,3,6:05.0,R. Hachimura misses free throw 1 of 2,,71,64
284,3,6:05.0,Offensive rebound by Team,,71,64
285,3,6:05.0,R. Hachimura makes free throw 2 of 2,,72,64
286,3,5:50.0,,E. Paschall misses 2-pt layup from 3 ft,72,64
287,3,5:49.0,Defensive rebound by A. Pasečņiks,,72,64
288,3,5:42.0,R. Hachimura makes 3-pt jump shot from 23 ft (assist by S. Napier),,75,64
289,3,5:25.0,,M. Chriss makes 2-pt dunk at rim (assist by A. Wiggins),75,66
290,3,5:08.0,B. Beal misses 2-pt layup from 2 ft,,75,66
291,3,5:07.0,,Defensive rebound by M. Mulder,75,66
292,3,5:00.0,,Turnover by A. Wiggins (bad pass; steal by B. Beal),75,66
293,3,4:58.0,B. Beal misses 2-pt layup from 2 ft (block by A. Wiggins),,75,66
294,3,4:57.0,Offensive rebound by R. Hachimura,,75,66
295,3,4:57.0,R. Hachimura makes 2-pt dunk from 2 ft,,77,66
296,3,4:38.0,,Turnover by M. Chriss (bad pass),77,66
297,3,4:38.0,D. Bertāns enters the game for R. Hachimura,,77,66
298,3,4:38.0,,J. Poole enters the game for D. Lee,77,66
299,3,4:21.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by B. Beal),,80,66
300,3,3:58.0,,M. Chriss misses 2-pt jump shot from 5 ft,80,66
301,3,3:57.0,Defensive rebound by S. Napier,,80,66
302,3,3:53.0,D. Bertāns makes 3-pt jump shot from 31 ft (assist by S. Napier),,83,66
303,3,3:51.0,,Golden State full timeout,83,66
304,3,3:51.0,I. Smith enters the game for S. Napier,,83,66
305,3,3:51.0,,D. Bender enters the game for M. Chriss,83,66
306,3,3:51.0,,J. Toscano-Anderson enters the game for A. Wiggins,83,66
307,3,3:31.0,,D. Bender makes 2-pt layup from 4 ft (assist by M. Mulder),83,68
308,3,3:16.0,A. Pasečņiks makes 2-pt dunk from 2 ft (assist by B. Beal),,85,68
309,3,2:54.0,,J. Poole misses 2-pt jump shot from 21 ft,85,68
310,3,2:52.0,Defensive rebound by Team,,85,68
311,3,2:52.0,,Loose ball foul by D. Bender (drawn by A. Pasečņiks),85,68
312,3,2:52.0,A. Pasečņiks misses free throw 1 of 2,,85,68
313,3,2:52.0,Offensive rebound by Team,,85,68
314,3,2:52.0,J. Robinson enters the game for B. Beal,,85,68
315,3,2:52.0,,D. Lee enters the game for D. Bender,85,68
316,3,2:52.0,A. Pasečņiks makes free throw 2 of 2,,86,68
317,3,2:35.0,,Turnover by D. Lee (traveling),86,68
318,3,2:30.0,D. Bertāns misses 3-pt jump shot from 27 ft,,86,68
319,3,2:28.0,,Defensive rebound by E. Paschall,86,68
320,3,2:19.0,,M. Mulder makes 2-pt hook shot from 7 ft (assist by E. Paschall),86,70
321,3,2:19.0,,Shooting foul by I. Bonga (drawn by M. Mulder),86,70
322,3,2:19.0,T. Brown enters the game for I. Bonga,,86,70
323,3,2:19.0,,M. Mulder makes free throw 1 of 1,86,71
324,3,1:59.0,J. Robinson makes 2-pt layup from 3 ft (assist by I. Smith),,88,71
325,3,1:50.0,,Shooting foul by J. Robinson (drawn by J. Poole),88,71
326,3,1:50.0,,J. Poole makes free throw 1 of 2,88,72
327,3,1:50.0,,J. Poole makes free throw 2 of 2,88,73
328,3,1:42.0,Shooting foul by M. Mulder (drawn by J. Robinson),,88,73
329,3,1:42.0,J. Robinson makes free throw 1 of 2,,89,73
330,3,1:42.0,,A. Wiggins enters the game for M. Mulder,89,73
331,3,1:42.0,J. Robinson makes free throw 2 of 2,,90,73
332,3,1:32.0,,Offensive foul by E. Paschall (drawn by A. Pasečņiks),90,73
333,3,1:32.0,,Turnover by E. Paschall (offensive foul),90,73
334,3,1:24.0,J. Robinson misses 3-pt jump shot from 24 ft,,90,73
335,3,1:22.0,,Defensive rebound by D. Lee,90,73
336,3,1:17.0,,Turnover by J. Poole (out of bounds lost ball),90,73
337,3,1:05.0,J. Robinson misses 2-pt jump shot from 15 ft,,90,73
338,3,1:04.0,,Defensive rebound by A. Wiggins,90,73
339,3,0:53.0,,E. Paschall misses 3-pt jump shot from 28 ft,90,73
340,3,0:51.0,Defensive rebound by I. Smith,,90,73
341,3,0:46.0,I. Smith makes 2-pt layup from 3 ft,,92,73
342,3,0:29.0,,D. Lee misses 3-pt jump shot from 23 ft,92,73
343,3,0:27.0,Defensive rebound by I. Smith,,92,73
344,3,0:06.0,D. Bertāns makes 2-pt layup from 5 ft (assist by I. Smith),,94,73
345,3,0:00.0,,J. Poole makes 3-pt jump shot from 30 ft (assist by J. Toscano-Anderson),94,76
346,3,0:00.0,,Instant Replay (Request: Ruling Stands),94,76
347,4,11:47.0,,A. Wiggins makes 2-pt jump shot from 6 ft,94,78
348,4,11:30.0,I. Smith makes 2-pt jump shot from 12 ft,,96,78
349,4,11:29.0,,Technical foul by A. Pasečņiks,96,78
350,4,11:29.0,Technical foul by J. Poole,,96,78
351,4,11:19.0,,Offensive foul by D. Bender (drawn by J. Robinson),96,78
352,4,11:19.0,,Turnover by D. Bender (offensive foul),96,78
353,4,11:04.0,I. Smith misses 2-pt jump shot from 19 ft,,96,78
354,4,11:03.0,,Defensive rebound by Team,96,78
355,4,11:03.0,Loose ball foul by A. Pasečņiks (drawn by J. Poole),,96,78
356,4,11:03.0,,J. Toscano-Anderson enters the game for D. Bender,96,78
357,4,10:52.0,,J. Toscano-Anderson misses 2-pt layup from 4 ft (block by D. Bertāns),96,78
358,4,10:50.0,Defensive rebound by I. Smith,,96,78
359,4,10:46.0,I. Smith misses 2-pt layup from 3 ft,,96,78
360,4,10:45.0,Offensive rebound by D. Bertāns,,96,78
361,4,10:45.0,D. Bertāns misses 2-pt layup from 1 ft,,96,78
362,4,10:43.0,,Defensive rebound by E. Paschall,96,78
363,4,10:36.0,,E. Paschall misses 2-pt layup from 10 ft,96,78
364,4,10:33.0,Defensive rebound by D. Bertāns,,96,78
365,4,10:30.0,Offensive foul by T. Brown (drawn by J. Poole),,96,78
366,4,10:30.0,Turnover by T. Brown (offensive foul),,96,78
367,4,10:20.0,,Personal foul by J. Robinson (drawn by A. Wiggins),96,78
368,4,10:14.0,,A. Wiggins misses 3-pt jump shot from 26 ft,96,78
369,4,10:12.0,,Offensive rebound by E. Paschall,96,78
370,4,10:09.0,,J. Toscano-Anderson misses 3-pt jump shot from 22 ft,96,78
371,4,10:08.0,Defensive rebound by D. Bertāns,,96,78
372,4,9:57.0,D. Bertāns makes 3-pt jump shot from 29 ft (assist by I. Smith),,99,78
373,4,9:42.0,,A. Wiggins misses 2-pt layup from 3 ft,99,78
374,4,9:41.0,Defensive rebound by I. Smith,,99,78
375,4,9:34.0,T. Brown misses 2-pt layup from 3 ft,,99,78
376,4,9:33.0,,Defensive rebound by A. Wiggins,99,78
377,4,9:22.0,,J. Poole misses 2-pt layup from 4 ft,99,78
378,4,9:21.0,,Offensive rebound by J. Poole,99,78
379,4,9:20.0,,J. Poole misses 2-pt layup from 4 ft,99,78
380,4,9:19.0,,Offensive rebound by J. Poole,99,78
