,QUARTER,TIME_REMAINING,ORLANDO_ACTION,GOLDEN STATE_ACTION,ORLANDO_SCORE,GOLDEN STATE_SCORE
383,4,3:49.0,Orlando full timeout,,93,95
384,4,3:49.0,,D. Russell enters the game for J. Poole,93,95
385,4,3:43.0,N. Vučević misses 2-pt jump shot from 23 ft,,93,95
386,4,3:41.0,,Defensive rebound by D. Russell,93,95
387,4,3:23.0,,A. Burks makes 2-pt layup from 3 ft (assist by D. Lee),93,97
388,4,3:10.0,N. Vučević misses 2-pt jump shot from 17 ft,,93,97
389,4,3:09.0,,Defensive rebound by D. Lee,93,97
390,4,2:51.0,,A. Burks misses 2-pt jump shot from 8 ft,93,97
391,4,2:50.0,Defensive rebound by M. Fultz,,93,97
392,4,2:43.0,T. Ross misses 3-pt jump shot from 23 ft,,93,97
393,4,2:41.0,,Defensive rebound by A. Burks,93,97
394,4,2:36.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by D. Russell),93,99
395,4,2:36.0,Orlando full timeout,,93,99
396,4,2:22.0,T. Ross misses 3-pt jump shot from 28 ft,,93,99
397,4,2:20.0,,Defensive rebound by D. Lee,93,99
398,4,2:06.0,,Shooting foul by E. Fournier (drawn by D. Russell),93,99
399,4,2:06.0,,D. Russell makes free throw 1 of 2,93,100
400,4,2:06.0,,D. Russell makes free throw 2 of 2,93,101
401,4,1:56.0,Turnover by T. Ross (bad pass; steal by W. Cauley-Stein),,93,101
402,4,1:39.0,,E. Paschall misses 3-pt jump shot from 24 ft,93,101
403,4,1:37.0,Defensive rebound by T. Ross,,93,101
404,4,1:28.0,E. Fournier misses 3-pt jump shot from 27 ft,,93,101
405,4,1:26.0,,Defensive rebound by W. Cauley-Stein,93,101
406,4,1:12.0,,D. Russell makes 3-pt jump shot from 27 ft,93,104
407,4,1:11.0,Orlando full timeout,,93,104
408,4,1:04.0,E. Fournier misses 2-pt jump shot from 6 ft,,93,104
409,4,1:02.0,,Defensive rebound by D. Lee,93,104
410,4,0:47.0,,D. Russell misses 3-pt jump shot from 28 ft,93,104
411,4,0:45.0,,Offensive rebound by W. Cauley-Stein,93,104
412,4,0:44.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft,93,106
413,4,0:37.0,M. Fultz makes 2-pt layup from 4 ft,,95,106
414,4,0:19.0,,D. Russell makes 3-pt jump shot from 23 ft,95,109
