,QUARTER,TIME_REMAINING,DALLAS_ACTION,DETROIT_ACTION,DALLAS_SCORE,DETROIT_SCORE
31,1,8:43.0,L. Dončić makes free throw 1 of 2,,3,9
32,1,8:43.0,L. Dončić misses free throw 2 of 2,,3,9
33,1,8:42.0,Offensive rebound by L. Dončić,,3,9
34,1,8:42.0,Shooting foul by L. Kennard (drawn by L. Dončić),,3,9
35,1,8:42.0,L. Dončić misses free throw 1 of 2,,3,9
36,1,8:42.0,Offensive rebound by Team,,3,9
37,1,8:42.0,L. Dončić makes free throw 2 of 2,,4,9
38,1,8:30.0,,L. Kennard misses 3-pt jump shot from 26 ft,4,9
39,1,8:26.0,Defensive rebound by K. Porziņģis,,4,9
40,1,8:20.0,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),,6,9
41,1,8:07.0,,Personal foul by T. Hardaway (drawn by B. Griffin),6,9
42,1,7:56.0,,B. Griffin misses 2-pt hook shot from 7 ft,6,9
43,1,7:55.0,,Offensive rebound by Team,6,9
44,1,7:53.0,,L. Kennard misses 3-pt jump shot from 22 ft,6,9
45,1,7:51.0,,Offensive rebound by B. Brown,6,9
46,1,7:51.0,,B. Brown makes 2-pt layup from 3 ft,6,11
47,1,7:38.0,L. Dončić makes 3-pt jump shot from 26 ft,,9,11
48,1,7:25.0,,B. Brown misses 2-pt layup from 3 ft (block by K. Porziņģis),9,11
49,1,7:25.0,,Offensive rebound by Team,9,11
50,1,7:17.0,,A. Drummond makes 2-pt hook shot from 3 ft,9,13
51,1,7:02.0,L. Dončić makes 2-pt layup from 2 ft,,11,13
52,1,6:57.0,,Detroit full timeout,11,13
53,1,6:44.0,,Shooting foul by D. Powell (drawn by A. Drummond),11,13
54,1,6:44.0,,A. Drummond makes free throw 1 of 2,11,14
55,1,6:44.0,,A. Drummond makes free throw 2 of 2,11,15
56,1,6:32.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,11,15
57,1,6:28.0,Offensive rebound by D. Finney-Smith,,11,15
58,1,6:26.0,K. Porziņģis makes 2-pt layup at rim (assist by D. Finney-Smith),,13,15
59,1,6:02.0,,L. Kennard misses 3-pt jump shot from 25 ft,13,15
60,1,6:00.0,Defensive rebound by L. Dončić,,13,15
61,1,5:45.0,K. Porziņģis makes 2-pt layup from 1 ft (assist by D. Finney-Smith),,15,15
62,1,5:34.0,,B. Griffin misses 3-pt jump shot from 25 ft,15,15
63,1,5:28.0,Defensive rebound by T. Hardaway,,15,15
64,1,5:25.0,Turnover by T. Hardaway (lost ball; steal by B. Brown),,15,15
65,1,5:14.0,,B. Griffin makes 3-pt jump shot from 24 ft (assist by B. Brown),15,18
66,1,4:55.0,D. Finney-Smith makes 3-pt jump shot from 22 ft (assist by L. Dončić),,18,18
67,1,4:44.0,,B. Griffin misses 3-pt jump shot from 25 ft,18,18
68,1,4:41.0,Defensive rebound by K. Porziņģis,,18,18
69,1,4:33.0,L. Dončić makes 2-pt layup from 1 ft,,20,18
70,1,4:23.0,,Shooting foul by K. Porziņģis (drawn by B. Griffin),20,18
71,1,4:23.0,,B. Griffin makes free throw 1 of 2,20,19
72,1,4:23.0,S. Curry enters the game for D. Finney-Smith,,20,19
73,1,4:23.0,J. Jackson enters the game for T. Hardaway,,20,19
74,1,4:23.0,M. Kleber enters the game for K. Porziņģis,,20,19
75,1,4:23.0,,L. Galloway enters the game for B. Brown,20,19
76,1,4:23.0,,D. Rose enters the game for L. Kennard,20,19
77,1,4:23.0,,B. Griffin misses free throw 2 of 2,20,19
78,1,4:21.0,Defensive rebound by L. Dončić,,20,19
79,1,4:11.0,M. Kleber misses 3-pt jump shot from 26 ft,,20,19
80,1,4:06.0,Offensive rebound by S. Curry,,20,19
81,1,4:04.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by S. Curry),,23,19
82,1,3:41.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by B. Griffin),23,21
83,1,3:19.0,M. Kleber makes 3-pt jump shot from 26 ft (assist by S. Curry),,26,21
84,1,3:02.0,,A. Drummond makes 2-pt jump shot from 8 ft (assist by D. Rose),26,23
85,1,2:51.0,L. Dončić misses 3-pt jump shot from 26 ft,,26,23
86,1,2:49.0,,Defensive rebound by L. Galloway,26,23
87,1,2:47.0,,Shooting foul by M. Kleber (drawn by L. Galloway),26,23
88,1,2:47.0,,L. Galloway makes free throw 1 of 2,26,24
89,1,2:47.0,,M. Morris enters the game for B. Griffin,26,24
90,1,2:47.0,,L. Galloway makes free throw 2 of 2,26,25
91,1,2:34.0,S. Curry misses 3-pt jump shot from 25 ft,,26,25
92,1,2:30.0,,Defensive rebound by A. Drummond,26,25
93,1,2:21.0,,D. Rose makes 2-pt jump shot from 3 ft,26,27
94,1,2:09.0,Personal foul by A. Drummond (drawn by L. Dončić),,26,27
95,1,2:09.0,,S. Mykhailiuk enters the game for A. Drummond,26,27
96,1,2:09.0,,C. Wood enters the game for T. Snell,26,27
97,1,2:03.0,L. Dončić misses 3-pt jump shot from 26 ft,,26,27
98,1,2:01.0,,Defensive rebound by M. Morris,26,27
99,1,1:54.0,,M. Morris misses 3-pt jump shot from 26 ft,26,27
100,1,1:50.0,Defensive rebound by D. Powell,,26,27
101,1,1:41.0,Shooting foul by C. Wood (drawn by L. Dončić),,26,27
102,1,1:41.0,Instant Replay (Request: Ruling Stands),,26,27
103,1,1:41.0,L. Dončić makes free throw 1 of 3,,27,27
104,1,1:41.0,L. Dončić makes free throw 2 of 3,,28,27
105,1,1:41.0,D. Finney-Smith enters the game for D. Powell,,28,27
106,1,1:41.0,L. Dončić makes free throw 3 of 3,,29,27
107,1,1:27.0,,L. Galloway misses 3-pt jump shot from 26 ft,29,27
108,1,1:24.0,Defensive rebound by L. Dončić,,29,27
109,1,1:21.0,S. Curry makes 3-pt jump shot from 26 ft (assist by L. Dončić),,32,27
110,1,1:03.0,,Turnover by M. Morris (lost ball; steal by S. Curry),32,27
111,1,0:46.0,S. Curry makes 2-pt layup from 3 ft (assist by D. Finney-Smith),,34,27
112,1,0:36.0,,C. Wood makes 2-pt dunk from 1 ft (assist by M. Morris),34,29
113,1,0:32.0,L. Dončić misses 3-pt jump shot from 27 ft,,34,29
114,1,0:29.0,,Defensive rebound by C. Wood,34,29
115,1,0:13.0,,D. Rose misses 2-pt jump shot from 16 ft,34,29
116,1,0:10.0,Defensive rebound by L. Dončić,,34,29
117,1,0:00.0,J. Jackson misses 2-pt jump shot from 14 ft,,34,29
118,1,0:00.0,Offensive rebound by Team,,34,29
119,2,11:47.0,Offensive foul by S. Curry (drawn by D. Rose),,34,29
120,2,11:47.0,Turnover by S. Curry (offensive foul),,34,29
121,2,11:33.0,,D. Rose misses 2-pt layup from 2 ft,34,29
122,2,11:32.0,,Offensive rebound by C. Wood,34,29
123,2,11:32.0,,C. Wood makes 2-pt dunk from 1 ft,34,31
124,2,11:09.0,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Brunson),,37,31
125,2,10:42.0,,L. Galloway misses 2-pt layup from 6 ft,37,31
126,2,10:42.0,,Offensive rebound by Team,37,31
127,2,10:42.0,,Turnover by Team (shot clock),37,31
128,2,10:29.0,S. Curry makes 2-pt jump shot from 22 ft,,39,31
129,2,10:19.0,,C. Wood makes 2-pt dunk from 1 ft (assist by L. Galloway),39,33
130,2,10:01.0,D. Finney-Smith misses 3-pt jump shot from 22 ft,,39,33
131,2,9:58.0,,Defensive rebound by C. Wood,39,33
132,2,9:54.0,,Personal foul by S. Curry (drawn by D. Rose),39,33
133,2,9:46.0,,D. Rose misses 2-pt layup at rim,39,33
134,2,9:43.0,Defensive rebound by J. Jackson,,39,33
135,2,9:40.0,S. Curry makes 3-pt jump shot from 25 ft (assist by J. Jackson),,42,33
136,2,9:32.0,,Detroit full timeout,42,33
137,2,9:32.0,,A. Drummond enters the game for S. Mykhailiuk,42,33
138,2,9:32.0,,L. Kennard enters the game for C. Wood,42,33
139,2,9:19.0,,L. Kennard misses 3-pt jump shot from 24 ft,42,33
140,2,9:13.0,,Offensive rebound by A. Drummond,42,33
141,2,9:13.0,,A. Drummond makes 2-pt dunk at rim,42,35
142,2,9:04.0,Turnover by J. Brunson (bad pass; steal by A. Drummond),,42,35
143,2,9:02.0,,A. Drummond makes 2-pt dunk from 1 ft,42,37
144,2,8:55.0,S. Curry makes 3-pt jump shot from 25 ft (assist by J. Brunson),,45,37
145,2,8:27.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by D. Rose),45,40
146,2,8:12.0,J. Brunson makes 2-pt jump shot from 4 ft,,47,40
147,2,7:47.0,,M. Morris makes 2-pt layup from 3 ft,47,42
148,2,7:36.0,J. Brunson makes 2-pt jump shot from 11 ft,,49,42
149,2,7:16.0,,L. Kennard makes 2-pt jump shot from 6 ft (assist by A. Drummond),49,44
150,2,7:00.0,S. Curry makes 2-pt jump shot from 8 ft,,51,44
151,2,6:50.0,,Personal foul by J. Brunson (drawn by L. Kennard),51,44
152,2,6:50.0,K. Porziņģis enters the game for M. Kleber,,51,44
153,2,6:50.0,,B. Brown enters the game for L. Galloway,51,44
154,2,6:50.0,,B. Griffin enters the game for M. Morris,51,44
155,2,6:50.0,,T. Snell enters the game for D. Rose,51,44
156,2,6:38.0,,Turnover by A. Drummond (3 sec),51,44
157,2,6:25.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,51,44
158,2,6:21.0,Offensive rebound by J. Jackson,,51,44
159,2,6:19.0,J. Jackson misses 2-pt jump shot from 9 ft,,51,44
160,2,6:16.0,,Defensive rebound by A. Drummond,51,44
161,2,6:12.0,,A. Drummond makes 2-pt layup from 3 ft,51,46
162,2,5:53.0,K. Porziņģis misses 2-pt jump shot from 17 ft,,51,46
163,2,5:51.0,,Defensive rebound by B. Griffin,51,46
164,2,5:43.0,,A. Drummond makes 2-pt layup from 2 ft (assist by B. Griffin),51,48
165,2,5:42.0,Dallas full timeout,,51,48
166,2,5:42.0,L. Dončić enters the game for S. Curry,,51,48
167,2,5:42.0,T. Hardaway enters the game for D. Finney-Smith,,51,48
168,2,5:42.0,D. Powell enters the game for J. Jackson,,51,48
169,2,5:25.0,Turnover by L. Dončić (lost ball; steal by A. Drummond),,51,48
170,2,5:22.0,,Shooting foul by J. Brunson (drawn by B. Brown),51,48
171,2,5:22.0,,B. Brown makes free throw 1 of 2,51,49
172,2,5:22.0,,B. Brown makes free throw 2 of 2,51,50
173,2,5:09.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,51,50
174,2,5:07.0,,Defensive rebound by A. Drummond,51,50
175,2,5:00.0,,T. Snell misses 2-pt jump shot from 11 ft,51,50
176,2,4:57.0,Defensive rebound by L. Dončić,,51,50
177,2,4:57.0,S. Curry enters the game for J. Brunson,,51,50
178,2,4:42.0,L. Dončić misses 2-pt jump shot from 12 ft,,51,50
179,2,4:39.0,,Defensive rebound by Team,51,50
180,2,4:30.0,,B. Griffin misses 3-pt jump shot from 25 ft,51,50
181,2,4:25.0,Defensive rebound by L. Dončić,,51,50
182,2,4:18.0,D. Powell misses 3-pt jump shot from 26 ft,,51,50
183,2,4:16.0,,Defensive rebound by Team,51,50
184,2,4:02.0,,L. Kennard makes 3-pt jump shot from 25 ft,51,53
185,2,3:47.0,L. Dončić misses 3-pt jump shot from 28 ft,,51,53
186,2,3:44.0,,Defensive rebound by A. Drummond,51,53
187,2,3:35.0,,B. Griffin makes 2-pt layup from 1 ft,51,55
188,2,3:35.0,Violation by Team (def goaltending),,51,55
189,2,3:20.0,T. Hardaway misses 3-pt jump shot from 26 ft,,51,55
190,2,3:17.0,,Defensive rebound by A. Drummond,51,55
191,2,3:02.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by B. Griffin),51,58
192,2,3:01.0,Dallas full timeout,,51,58
193,2,2:44.0,L. Dončić makes 2-pt layup from 2 ft,,53,58
194,2,2:44.0,Shooting foul by A. Drummond (drawn by L. Dončić),,53,58
195,2,2:44.0,L. Dončić makes free throw 1 of 1,,54,58
196,2,2:31.0,,L. Kennard misses 2-pt jump shot from 7 ft,54,58
197,2,2:29.0,Defensive rebound by K. Porziņģis,,54,58
198,2,2:22.0,Shooting foul by B. Brown (drawn by D. Powell),,54,58
199,2,2:22.0,D. Powell misses free throw 1 of 2,,54,58
200,2,2:22.0,Offensive rebound by Team,,54,58
201,2,2:22.0,,D. Rose enters the game for B. Brown,54,58
202,2,2:22.0,D. Powell makes free throw 2 of 2,,55,58
203,2,2:12.0,,B. Griffin misses 3-pt jump shot from 26 ft,55,58
204,2,2:08.0,Defensive rebound by T. Hardaway,,55,58
205,2,2:00.0,T. Hardaway misses 3-pt jump shot from 28 ft,,55,58
206,2,1:57.0,Offensive rebound by D. Powell,,55,58
207,2,1:53.0,S. Curry makes 2-pt jump shot from 18 ft,,57,58
208,2,1:30.0,,T. Snell misses 3-pt jump shot from 23 ft,57,58
209,2,1:28.0,Defensive rebound by D. Powell,,57,58
210,2,1:20.0,L. Dončić makes 3-pt jump shot from 27 ft,,60,58
211,2,0:59.0,,D. Rose misses 3-pt jump shot from 27 ft,60,58
212,2,0:56.0,Defensive rebound by D. Powell,,60,58
213,2,0:47.0,K. Porziņģis misses 2-pt layup from 6 ft (block by A. Drummond),,60,58
214,2,0:44.0,Offensive rebound by S. Curry,,60,58
215,2,0:43.0,S. Curry misses 3-pt jump shot from 25 ft,,60,58
216,2,0:40.0,Offensive rebound by K. Porziņģis,,60,58
217,2,0:39.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),,63,58
218,2,0:30.0,,B. Griffin misses 3-pt jump shot from 25 ft,63,58
219,2,0:26.0,Defensive rebound by S. Curry,,63,58
220,2,0:10.0,L. Dončić makes 2-pt layup from 1 ft,,65,58
221,2,0:10.0,D. Finney-Smith enters the game for S. Curry,,65,58
222,2,0:02.0,,A. Drummond misses 3-pt jump shot from 26 ft,65,58
223,2,0:02.0,Defensive rebound by L. Dončić,,65,58
224,3,11:47.0,K. Porziņģis misses 2-pt jump shot from 13 ft,,65,58
225,3,11:44.0,,Defensive rebound by A. Drummond,65,58
226,3,11:29.0,,A. Drummond misses 2-pt layup from 6 ft,65,58
227,3,11:27.0,Defensive rebound by L. Dončić,,65,58
228,3,11:23.0,D. Powell makes 2-pt layup from 1 ft (assist by L. Dončić),,67,58
229,3,10:58.0,,B. Griffin misses 2-pt hook shot from 4 ft,67,58
230,3,10:56.0,Defensive rebound by D. Powell,,67,58
231,3,10:50.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by L. Dončić),,69,58
232,3,10:50.0,,Detroit full timeout,69,58
233,3,10:34.0,Violation by Team (kicked ball),,69,58
234,3,10:23.0,,B. Brown misses 2-pt dunk from 2 ft (block by K. Porziņģis),69,58
235,3,10:22.0,Defensive rebound by Team,,69,58
236,3,10:00.0,Shooting foul by A. Drummond (drawn by K. Porziņģis),,69,58
237,3,10:00.0,K. Porziņģis makes free throw 1 of 2,,70,58
238,3,10:00.0,K. Porziņģis makes free throw 2 of 2,,71,58
239,3,9:42.0,,A. Drummond makes 2-pt dunk at rim (assist by L. Kennard),71,60
240,3,9:28.0,L. Dončić makes 2-pt layup from 3 ft,,73,60
241,3,9:09.0,,B. Brown misses 3-pt jump shot from 25 ft,73,60
242,3,9:06.0,Defensive rebound by T. Hardaway,,73,60
243,3,8:53.0,T. Hardaway misses 3-pt jump shot from 28 ft,,73,60
244,3,8:50.0,Offensive rebound by D. Finney-Smith,,73,60
245,3,8:42.0,L. Dončić makes 3-pt jump shot from 31 ft,,76,60
246,3,8:25.0,,L. Kennard misses 3-pt jump shot from 25 ft,76,60
247,3,8:23.0,Defensive rebound by T. Hardaway,,76,60
248,3,8:20.0,Turnover by T. Hardaway (lost ball; steal by L. Kennard),,76,60
249,3,8:14.0,,B. Griffin misses 2-pt layup from 4 ft (block by K. Porziņģis),76,60
250,3,8:14.0,,Offensive rebound by Team,76,60
251,3,8:14.0,,D. Rose enters the game for B. Brown,76,60
252,3,8:05.0,,Turnover by D. Rose (bad pass),76,60
253,3,7:52.0,D. Powell makes 2-pt dunk from 2 ft (assist by L. Dončić),,78,60
254,3,7:33.0,,L. Kennard makes 3-pt jump shot from 25 ft (assist by D. Rose),78,63
255,3,7:17.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by L. Dončić),,80,63
256,3,6:59.0,,D. Rose makes 3-pt jump shot from 24 ft (assist by L. Kennard),80,66
257,3,6:40.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,80,66
258,3,6:38.0,,Defensive rebound by A. Drummond,80,66
259,3,6:37.0,,Personal take foul by L. Dončić (drawn by B. Griffin),80,66
260,3,6:22.0,,L. Kennard misses 2-pt layup at rim,80,66
261,3,6:20.0,Defensive rebound by D. Finney-Smith,,80,66
262,3,6:13.0,L. Dončić misses 3-pt jump shot from 25 ft,,80,66
263,3,6:09.0,Offensive rebound by D. Powell,,80,66
264,3,6:08.0,K. Porziņģis makes 2-pt dunk from 2 ft (assist by D. Powell),,82,66
265,3,6:07.0,,Detroit full timeout,82,66
266,3,6:07.0,S. Curry enters the game for T. Hardaway,,82,66
267,3,6:07.0,,L. Galloway enters the game for T. Snell,82,66
268,3,5:55.0,,D. Rose misses 3-pt jump shot from 26 ft,82,66
269,3,5:51.0,Defensive rebound by D. Powell,,82,66
270,3,5:36.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by L. Dončić),,85,66
271,3,5:23.0,,B. Griffin misses 3-pt jump shot from 24 ft,85,66
272,3,5:19.0,Defensive rebound by K. Porziņģis,,85,66
273,3,5:13.0,L. Dončić makes 2-pt layup from 2 ft,,87,66
274,3,4:53.0,,A. Drummond misses 2-pt hook shot from 6 ft,87,66
275,3,4:51.0,Defensive rebound by D. Powell,,87,66
276,3,4:36.0,K. Porziņģis makes 2-pt jump shot from 9 ft (assist by L. Dončić),,89,66
277,3,4:21.0,,L. Kennard misses 3-pt jump shot from 23 ft,89,66
278,3,4:19.0,Defensive rebound by D. Powell,,89,66
279,3,4:09.0,Shooting foul by A. Drummond (drawn by L. Dončić),,89,66
280,3,4:09.0,L. Dončić misses free throw 1 of 2,,89,66
281,3,4:09.0,Offensive rebound by Team,,89,66
282,3,4:09.0,J. Jackson enters the game for D. Finney-Smith,,89,66
283,3,4:09.0,M. Kleber enters the game for K. Porziņģis,,89,66
284,3,4:09.0,,M. Morris enters the game for A. Drummond,89,66
285,3,4:09.0,,C. Wood enters the game for B. Griffin,89,66
286,3,4:09.0,L. Dončić makes free throw 2 of 2,,90,66
287,3,4:00.0,,D. Rose makes 3-pt jump shot from 26 ft,90,69
288,3,3:40.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by S. Curry),,93,69
289,3,3:21.0,,Turnover by C. Wood (lost ball; steal by D. Powell),93,69
290,3,3:15.0,L. Dončić misses 3-pt jump shot from 30 ft,,93,69
291,3,3:11.0,,Defensive rebound by C. Wood,93,69
292,3,3:05.0,,D. Rose misses 3-pt jump shot from 26 ft,93,69
293,3,3:02.0,Defensive rebound by L. Dončić,,93,69
294,3,2:48.0,J. Jackson misses 3-pt jump shot from 24 ft,,93,69
295,3,2:45.0,,Defensive rebound by C. Wood,93,69
296,3,2:41.0,,Personal foul by J. Jackson (drawn by C. Wood),93,69
297,3,2:41.0,J. Brunson enters the game for L. Dončić,,93,69
298,3,2:41.0,D. Finney-Smith enters the game for D. Powell,,93,69
299,3,2:41.0,,S. Mykhailiuk enters the game for L. Kennard,93,69
300,3,2:35.0,,Shooting foul by M. Kleber (drawn by C. Wood),93,69
301,3,2:35.0,,C. Wood makes free throw 1 of 2,93,70
302,3,2:35.0,,C. Wood makes free throw 2 of 2,93,71
303,3,2:18.0,J. Jackson misses 3-pt jump shot from 24 ft,,93,71
304,3,2:14.0,,Defensive rebound by S. Mykhailiuk,93,71
305,3,2:11.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by S. Mykhailiuk),93,74
306,3,1:48.0,J. Jackson makes 2-pt layup from 1 ft (assist by J. Brunson),,95,74
307,3,1:32.0,,Personal foul by J. Jackson (drawn by M. Morris),95,74
308,3,1:24.0,,D. Rose makes 3-pt jump shot from 26 ft,95,77
309,3,1:13.0,J. Brunson misses 3-pt jump shot from 28 ft,,95,77
310,3,1:11.0,,Defensive rebound by C. Wood,95,77
311,3,1:05.0,,D. Rose makes 2-pt layup from 1 ft,95,79
312,3,1:03.0,Dallas full timeout,,95,79
313,3,0:44.0,J. Jackson misses 2-pt layup from 7 ft (block by C. Wood),,95,79
314,3,0:41.0,,Defensive rebound by M. Morris,95,79
315,3,0:29.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by D. Rose),95,82
316,3,0:13.0,S. Curry misses 2-pt jump shot from 9 ft,,95,82
317,3,0:10.0,,Defensive rebound by M. Morris,95,82
318,3,0:02.0,,D. Rose makes 3-pt jump shot from 26 ft,95,85
319,3,0:00.0,,Instant Replay (Request: Stands),95,85
320,4,11:49.0,,Turnover by D. Rose (bad pass; steal by M. Kleber),95,85
321,4,11:39.0,Offensive foul by M. Kleber (drawn by D. Rose),,95,85
322,4,11:39.0,Turnover by M. Kleber (offensive foul),,95,85
323,4,11:39.0,Technical foul by D. Rose,,95,85
324,4,11:39.0,S. Curry makes technical free throw,,96,85
325,4,11:25.0,,M. Morris makes 2-pt hook shot from 5 ft,96,87
326,4,11:10.0,J. Brunson misses 2-pt jump shot from 15 ft,,96,87
327,4,11:03.0,Offensive rebound by S. Curry,,96,87
328,4,10:50.0,S. Curry misses 3-pt jump shot from 26 ft,,96,87
329,4,10:47.0,Offensive rebound by M. Kleber,,96,87
330,4,10:47.0,M. Kleber makes 2-pt dunk at rim,,98,87
331,4,10:36.0,,D. Rose misses 2-pt layup from 2 ft (block by M. Kleber),98,87
332,4,10:33.0,Defensive rebound by S. Curry,,98,87
333,4,10:33.0,Personal foul by M. Morris (drawn by S. Curry),,98,87
334,4,10:33.0,Instant Replay (Request: Ruling Stands),,98,87
335,4,10:21.0,M. Kleber misses 2-pt layup from 8 ft,,98,87
336,4,10:18.0,,Defensive rebound by C. Wood,98,87
337,4,10:04.0,,Shooting foul by J. Jackson (drawn by M. Morris),98,87
338,4,10:04.0,,Instant Replay (Request: Stands),98,87
339,4,10:04.0,,M. Morris misses free throw 1 of 3,98,87
340,4,10:04.0,,Offensive rebound by Team,98,87
341,4,10:04.0,,M. Morris misses free throw 2 of 3,98,87
342,4,10:04.0,,Offensive rebound by Team,98,87
343,4,10:04.0,,M. Morris makes free throw 3 of 3,98,88
344,4,9:40.0,Turnover by S. Curry (bad pass; steal by D. Rose),,98,88
345,4,9:33.0,,L. Galloway misses 2-pt layup from 5 ft,98,88
346,4,9:31.0,Defensive rebound by D. Finney-Smith,,98,88
347,4,9:29.0,Personal foul by S. Mykhailiuk (drawn by J. Brunson),,98,88
348,4,9:15.0,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Brunson),,101,88
349,4,8:58.0,,D. Rose misses 3-pt jump shot from 26 ft,101,88
350,4,8:55.0,Defensive rebound by J. Brunson,,101,88
351,4,8:51.0,J. Brunson makes 3-pt jump shot from 25 ft,,104,88
352,4,8:50.0,,Detroit full timeout,104,88
353,4,8:50.0,K. Porziņģis enters the game for D. Finney-Smith,,104,88
354,4,8:50.0,,B. Brown enters the game for S. Mykhailiuk,104,88
355,4,8:50.0,,A. Drummond enters the game for D. Rose,104,88
356,4,8:50.0,,L. Kennard enters the game for C. Wood,104,88
357,4,8:34.0,,M. Morris makes 2-pt layup from 4 ft (assist by L. Kennard),104,90
358,4,8:18.0,J. Brunson misses 3-pt jump shot from 26 ft,,104,90
359,4,8:17.0,,Defensive rebound by Team,104,90
360,4,8:17.0,L. Dončić enters the game for J. Brunson,,104,90
361,4,7:55.0,,M. Morris misses 3-pt jump shot from 27 ft,104,90
362,4,7:53.0,,Offensive rebound by A. Drummond,104,90
363,4,7:51.0,,Turnover by A. Drummond (step out of bounds),104,90
364,4,7:51.0,T. Hardaway enters the game for J. Jackson,,104,90
365,4,7:34.0,L. Dončić makes 3-pt jump shot from 27 ft,,107,90
366,4,7:24.0,,Shooting foul by K. Porziņģis (drawn by A. Drummond),107,90
367,4,7:24.0,,A. Drummond misses free throw 1 of 2,107,90
368,4,7:24.0,,Offensive rebound by Team,107,90
369,4,7:24.0,D. Powell enters the game for M. Kleber,,107,90
370,4,7:24.0,,B. Griffin enters the game for L. Galloway,107,90
371,4,7:24.0,,T. Snell enters the game for M. Morris,107,90
372,4,7:24.0,,A. Drummond misses free throw 2 of 2,107,90
373,4,7:21.0,Defensive rebound by K. Porziņģis,,107,90
374,4,7:08.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by L. Dončić),,109,90
375,4,6:45.0,,T. Snell makes 3-pt jump shot from 26 ft,109,93
376,4,6:27.0,T. Hardaway misses 3-pt jump shot from 23 ft,,109,93
377,4,6:24.0,,Defensive rebound by B. Griffin,109,93
378,4,6:24.0,,Personal foul by T. Hardaway (drawn by B. Brown),109,93
379,4,6:12.0,,L. Kennard misses 2-pt jump shot from 7 ft,109,93
380,4,6:10.0,Defensive rebound by K. Porziņģis,,109,93
381,4,6:05.0,Personal foul by L. Kennard (drawn by S. Curry),,109,93
382,4,5:54.0,L. Dončić misses 3-pt jump shot from 27 ft,,109,93
383,4,5:51.0,,Defensive rebound by A. Drummond,109,93
384,4,5:43.0,,Shooting foul by K. Porziņģis (drawn by A. Drummond),109,93
