,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHICAGO_ACTION,GOLDEN STATE_SCORE,CHICAGO_SCORE
379,4,8:47.0,Turnover by Q. Cook (bad pass; steal by J. Parker),,129,99
380,4,8:45.0,,J. Parker makes 2-pt layup from 2 ft,129,101
381,4,8:45.0,,Shooting foul by A. McKinnie (drawn by J. Parker),129,101
382,4,8:45.0,Defensive rebound by J. Bell,,129,101
383,4,8:45.0,,J. Parker misses free throw 1 of 1,129,101
384,4,8:23.0,Personal foul by S. Harrison (drawn by Q. Cook),,129,101
385,4,8:23.0,J. Jerebko enters the game for A. McKinnie,,129,101
386,4,8:12.0,K. Looney makes 2-pt jump shot from 18 ft (assist by J. Evans),,131,101
387,4,8:03.0,,Personal foul by J. Bell (drawn by J. Parker),131,101
388,4,8:03.0,,J. Parker misses free throw 1 of 2,131,101
389,4,8:03.0,,Offensive rebound by Team,131,101
390,4,8:03.0,,J. Parker misses free throw 2 of 2,131,101
391,4,7:59.0,,Offensive rebound by C. Felício,131,101
392,4,7:55.0,,A. Blakeney misses 3-pt jump shot from 25 ft,131,101
393,4,7:52.0,Defensive rebound by J. Jerebko,,131,101
394,4,7:36.0,J. Jerebko makes 2-pt hook shot from 2 ft (assist by Q. Cook),,133,101
395,4,7:21.0,,Shooting foul by J. Bell (drawn by A. Blakeney),133,101
396,4,7:21.0,,A. Blakeney makes free throw 1 of 3,133,102
397,4,7:21.0,,A. Blakeney makes free throw 2 of 3,133,103
398,4,7:21.0,,A. Blakeney makes free throw 3 of 3,133,104
399,4,7:06.0,K. Looney makes 2-pt dunk from 1 ft,,135,104
400,4,6:56.0,,J. Parker makes 2-pt layup from 1 ft,135,106
401,4,6:38.0,K. Looney misses 2-pt layup from 2 ft (block by J. Parker),,135,106
402,4,6:38.0,Offensive rebound by Team,,135,106
403,4,6:35.0,J. Evans misses 2-pt layup from 2 ft,,135,106
404,4,6:32.0,,Defensive rebound by C. Felício,135,106
405,4,6:25.0,,S. Harrison makes 2-pt layup from 2 ft,135,108
406,4,6:09.0,Turnover by J. Bell (lost ball; steal by S. Harrison),,135,108
407,4,6:09.0,,Personal foul by Q. Cook (drawn by S. Harrison),135,108
408,4,6:09.0,,S. Harrison makes free throw 1 of 2,135,109
409,4,6:09.0,A. McKinnie enters the game for J. Bell,,135,109
410,4,6:09.0,,C. Hutchison enters the game for J. Parker,135,109
411,4,6:09.0,,S. Harrison misses free throw 2 of 2,135,109
412,4,6:07.0,Defensive rebound by K. Looney,,135,109
413,4,5:59.0,Q. Cook makes 2-pt jump shot from 13 ft,,137,109
414,4,5:47.0,,S. Harrison makes 2-pt layup from 1 ft,137,111
415,4,5:26.0,Q. Cook misses 2-pt jump shot from 21 ft,,137,111
416,4,5:21.0,,Defensive rebound by S. Harrison,137,111
417,4,5:18.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by A. Blakeney),137,114
418,4,4:58.0,K. Looney misses 2-pt jump shot from 22 ft,,137,114
419,4,4:58.0,,Defensive rebound by S. Harrison,137,114
420,4,4:41.0,,A. Blakeney misses 3-pt jump shot from 25 ft,137,114
421,4,4:38.0,Defensive rebound by K. Looney,,137,114
422,4,4:33.0,J. Evans misses 2-pt jump shot from 22 ft,,137,114
423,4,4:30.0,Offensive rebound by J. Jerebko,,137,114
424,4,4:22.0,Q. Cook makes 2-pt layup from 2 ft,,139,114
425,4,4:22.0,Shooting foul by R. Arcidiacono (drawn by Q. Cook),,139,114
426,4,4:22.0,Q. Cook makes free throw 1 of 1,,140,114
427,4,4:06.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,140,114
428,4,4:02.0,Defensive rebound by Q. Cook,,140,114
429,4,3:47.0,Turnover by J. Evans (bad pass; steal by R. Arcidiacono),,140,114
430,4,3:31.0,,A. Blakeney makes 2-pt jump shot from 21 ft,140,116
431,4,3:08.0,Shooting foul by R. Arcidiacono (drawn by Q. Cook),,140,116
432,4,3:08.0,Q. Cook makes free throw 1 of 2,,141,116
433,4,3:08.0,Q. Cook makes free throw 2 of 2,,142,116
434,4,2:59.0,,Shooting foul by J. Jerebko (drawn by C. Hutchison),142,116
435,4,2:59.0,,Chicago full timeout,142,116
436,4,2:59.0,J. Bell enters the game for J. Jerebko,,142,116
437,4,2:59.0,,C. Hutchison misses free throw 1 of 2,142,116
438,4,2:59.0,,Offensive rebound by Team,142,116
439,4,2:59.0,,C. Hutchison makes free throw 2 of 2,142,117
440,4,2:38.0,A. McKinnie misses 3-pt jump shot from 25 ft,,142,117
441,4,2:38.0,,Defensive rebound by Team,142,117
442,4,2:19.0,,R. Arcidiacono misses 3-pt jump shot from 24 ft,142,117
443,4,2:15.0,Defensive rebound by Q. Cook,,142,117
444,4,2:10.0,J. Evans misses 2-pt jump shot from 22 ft,,142,117
445,4,2:03.0,Offensive rebound by A. McKinnie,,142,117
446,4,2:03.0,A. McKinnie misses 2-pt layup at rim,,142,117
447,4,2:02.0,,Defensive rebound by C. Felício,142,117
448,4,1:58.0,,C. Felício makes 2-pt dunk from 2 ft (assist by S. Harrison),142,119
449,4,1:41.0,J. Bell makes 2-pt layup from 2 ft,,144,119
450,4,1:41.0,Shooting foul by S. Harrison (drawn by J. Bell),,144,119
451,4,1:41.0,J. Bell makes free throw 1 of 1,,145,119
452,4,1:35.0,,Shooting foul by A. McKinnie (drawn by S. Harrison),145,119
453,4,1:35.0,,S. Harrison misses free throw 1 of 2,145,119
454,4,1:35.0,,Offensive rebound by Team,145,119
455,4,1:35.0,,S. Harrison makes free throw 2 of 2,145,120
456,4,1:20.0,Q. Cook misses 2-pt jump shot from 19 ft,,145,120
457,4,1:16.0,,Defensive rebound by R. Arcidiacono,145,120
458,4,1:09.0,,S. Harrison misses 3-pt jump shot from 26 ft,145,120
459,4,1:07.0,Defensive rebound by A. McKinnie,,145,120
460,4,0:49.0,K. Looney makes 2-pt jump shot from 21 ft (assist by A. McKinnie),,147,120
461,4,0:34.0,,A. Blakeney makes 3-pt jump shot from 26 ft,147,123
462,4,0:13.0,Q. Cook makes 2-pt jump shot from 7 ft,,149,123
463,4,0:09.0,,Shooting foul by J. Evans (drawn by S. Harrison),149,123
464,4,0:09.0,,S. Harrison makes free throw 1 of 2,149,124
465,4,0:09.0,,S. Harrison misses free throw 2 of 2,149,124
466,4,0:06.0,Defensive rebound by A. McKinnie,,149,124
