,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,GOLDEN STATE_ACTION,PHILADELPHIA_SCORE,GOLDEN STATE_SCORE
85,1,1:58.0,,K. Durant makes 2-pt jump shot from 18 ft,29,31
86,1,1:41.0,Personal foul by K. Durant (drawn by J. Embiid),,29,31
87,1,1:41.0,J. Embiid misses free throw 1 of 2,,29,31
88,1,1:41.0,Offensive rebound by Team,,29,31
89,1,1:41.0,J. Embiid makes free throw 2 of 2,,30,31
90,1,1:27.0,,K. Looney makes 2-pt dunk from 2 ft (assist by K. Durant),30,33
91,1,1:14.0,C. Brewer misses 3-pt jump shot from 22 ft,,30,33
92,1,1:12.0,,Defensive rebound by K. Looney,30,33
93,1,0:57.0,,K. Durant misses 3-pt jump shot from 26 ft,30,33
94,1,0:55.0,Defensive rebound by J. Embiid,,30,33
95,1,0:41.0,J. Butler misses 3-pt jump shot from 26 ft,,30,33
96,1,0:39.0,Offensive rebound by J. Embiid,,30,33
97,1,0:36.0,C. Brewer misses 3-pt jump shot from 23 ft,,30,33
98,1,0:34.0,,Defensive rebound by Q. Cook,30,33
99,1,0:14.0,,K. Durant makes 2-pt layup from 7 ft,30,35
100,2,11:46.0,,S. Livingston misses 2-pt jump shot from 16 ft,30,35
101,2,11:45.0,Defensive rebound by M. Muscala,,30,35
102,2,11:28.0,C. Brewer makes 2-pt layup from 3 ft (assist by J. Embiid),,32,35
103,2,11:20.0,Violation by Team (kicked ball),,32,35
104,2,11:01.0,,Turnover by D. Cousins (lost ball; steal by J. Embiid),32,35
105,2,10:56.0,C. Brewer misses 2-pt jump shot from 5 ft (block by D. Green),,32,35
106,2,10:56.0,Offensive rebound by Team,,32,35
107,2,10:52.0,J. Embiid makes 2-pt jump shot from 13 ft (assist by J. Butler),,34,35
108,2,10:33.0,,D. Green misses 2-pt jump shot from 17 ft,34,35
109,2,10:30.0,Defensive rebound by J. Embiid,,34,35
110,2,10:22.0,Turnover by J. Embiid (bad pass),,34,35
111,2,10:06.0,,Q. Cook misses 3-pt jump shot from 23 ft,34,35
112,2,10:02.0,Defensive rebound by J. Embiid,,34,35
113,2,9:52.0,Turnover by J. Embiid (lost ball; steal by D. Cousins),,34,35
114,2,9:48.0,,Q. Cook misses 2-pt layup from 2 ft (block by L. Shamet),34,35
115,2,9:47.0,Defensive rebound by J. Butler,,34,35
116,2,9:42.0,L. Shamet makes 3-pt jump shot from 28 ft (assist by M. Muscala),,37,35
117,2,9:42.0,Shooting foul by Q. Cook (drawn by L. Shamet),,37,35
118,2,9:42.0,,A. McKinnie enters the game for A. Iguodala,37,35
119,2,9:42.0,L. Shamet makes free throw 1 of 1,,38,35
120,2,9:25.0,,D. Cousins misses 2-pt jump shot from 10 ft,38,35
121,2,9:24.0,Defensive rebound by J. Embiid,,38,35
122,2,9:04.0,J. Butler misses 2-pt layup from 7 ft (block by D. Green),,38,35
123,2,9:03.0,,Defensive rebound by D. Green,38,35
124,2,9:01.0,,Turnover by S. Livingston (lost ball; steal by C. Brewer),38,35
125,2,8:56.0,J. Butler misses 2-pt jump shot from 4 ft,,38,35
126,2,8:55.0,,Defensive rebound by Team,38,35
127,2,8:55.0,Loose ball foul by J. Embiid (drawn by D. Cousins),,38,35
128,2,8:40.0,,D. Green misses 3-pt jump shot from 29 ft,38,35
129,2,8:38.0,Defensive rebound by J. Embiid,,38,35
130,2,8:30.0,J. Embiid misses 3-pt jump shot from 27 ft,,38,35
131,2,8:28.0,,Defensive rebound by D. Green,38,35
132,2,8:24.0,,D. Cousins makes 2-pt dunk from 2 ft (assist by D. Green),38,37
133,2,7:55.0,J. Butler misses 3-pt jump shot from 32 ft,,38,37
134,2,7:53.0,,Defensive rebound by Team,38,37
135,2,7:53.0,W. Chandler enters the game for C. Brewer,,38,37
136,2,7:53.0,T. McConnell enters the game for J. Butler,,38,37
137,2,7:53.0,B. Simmons enters the game for M. Muscala,,38,37
138,2,7:53.0,,S. Curry enters the game for S. Livingston,38,37
139,2,7:53.0,,Golden State full timeout,38,37
140,2,7:53.0,,K. Looney enters the game for D. Cousins,38,37
141,2,7:38.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),38,40
142,2,7:30.0,Turnover by B. Simmons (bad pass; steal by K. Looney),,38,40
143,2,7:18.0,,Shooting foul by B. Simmons (drawn by A. McKinnie),38,40
144,2,7:18.0,,A. McKinnie makes free throw 1 of 2,38,41
145,2,7:18.0,J. Bolden enters the game for J. Embiid,,38,41
146,2,7:18.0,J. Redick enters the game for L. Shamet,,38,41
147,2,7:18.0,,A. McKinnie misses free throw 2 of 2,38,41
148,2,7:16.0,Defensive rebound by J. Bolden,,38,41
149,2,7:01.0,Shooting foul by D. Green (drawn by B. Simmons),,38,41
150,2,7:01.0,B. Simmons makes free throw 1 of 2,,39,41
151,2,7:01.0,B. Simmons makes free throw 2 of 2,,40,41
152,2,6:49.0,,Shooting foul by B. Simmons (drawn by D. Green),40,41
153,2,6:49.0,,D. Green makes free throw 1 of 2,40,42
154,2,6:49.0,,D. Green makes free throw 2 of 2,40,43
155,2,6:35.0,Turnover by B. Simmons (bad pass; steal by K. Looney),,40,43
156,2,6:30.0,,Q. Cook misses 3-pt jump shot from 23 ft,40,43
157,2,6:28.0,,Offensive rebound by K. Looney,40,43
158,2,6:23.0,,K. Looney makes 2-pt dunk from 1 ft,40,45
159,2,6:17.0,J. Redick misses 3-pt jump shot from 27 ft,,40,45
160,2,6:15.0,Offensive rebound by J. Bolden,,40,45
161,2,6:12.0,B. Simmons misses 2-pt layup from 3 ft,,40,45
162,2,6:10.0,Offensive rebound by W. Chandler,,40,45
163,2,5:58.0,J. Bolden makes 2-pt layup from 4 ft (assist by J. Redick),,42,45
164,2,5:42.0,,Q. Cook misses 3-pt jump shot from 23 ft,42,45
165,2,5:40.0,Defensive rebound by J. Bolden,,42,45
166,2,5:33.0,B. Simmons makes 2-pt layup from 2 ft,,44,45
167,2,5:33.0,Shooting foul by K. Looney (drawn by B. Simmons),,44,45
168,2,5:33.0,,K. Durant enters the game for Q. Cook,44,45
169,2,5:33.0,,A. Iguodala enters the game for D. Green,44,45
170,2,5:33.0,B. Simmons makes free throw 1 of 1,,45,45
171,2,5:13.0,,K. Looney makes 2-pt dunk from 2 ft (assist by S. Curry),45,47
172,2,4:55.0,J. Redick misses 2-pt jump shot from 22 ft,,45,47
173,2,4:53.0,,Defensive rebound by A. McKinnie,45,47
174,2,4:48.0,,S. Curry makes 3-pt jump shot from 31 ft (assist by K. Durant),45,50
175,2,4:30.0,T. McConnell makes 2-pt jump shot from 17 ft (assist by J. Redick),,47,50
176,2,4:13.0,,K. Durant makes 2-pt jump shot from 18 ft,47,52
177,2,4:12.0,Philadelphia full timeout,,47,52
178,2,4:12.0,J. Butler enters the game for J. Bolden,,47,52
179,2,4:12.0,J. Embiid enters the game for T. McConnell,,47,52
180,2,3:55.0,Shooting foul by S. Curry (drawn by J. Embiid),,47,52
181,2,3:55.0,J. Embiid makes free throw 1 of 2,,48,52
182,2,3:55.0,,D. Green enters the game for A. McKinnie,48,52
183,2,3:55.0,J. Embiid makes free throw 2 of 2,,49,52
184,2,3:38.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),49,55
185,2,3:10.0,J. Embiid makes 2-pt hook shot from 6 ft,,51,55
186,2,3:02.0,,S. Curry misses 3-pt jump shot from 29 ft,51,55
187,2,3:01.0,Defensive rebound by Team,,51,55
188,2,2:40.0,Turnover by J. Embiid (lost ball; steal by A. Iguodala),,51,55
189,2,2:35.0,,Turnover by S. Curry (bad pass; steal by W. Chandler),51,55
190,2,2:29.0,W. Chandler misses 3-pt jump shot from 26 ft,,51,55
191,2,2:27.0,,Defensive rebound by S. Curry,51,55
192,2,2:24.0,,Turnover by S. Curry (bad pass; steal by B. Simmons),51,55
193,2,2:20.0,J. Butler misses 3-pt jump shot from 23 ft,,51,55
194,2,2:18.0,Offensive rebound by B. Simmons,,51,55
195,2,2:11.0,J. Redick misses 3-pt jump shot from 24 ft,,51,55
196,2,2:09.0,,Defensive rebound by D. Green,51,55
197,2,1:52.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),51,58
198,2,1:33.0,J. Embiid misses 2-pt jump shot from 10 ft (block by D. Green),,51,58
199,2,1:32.0,Offensive rebound by J. Embiid,,51,58
200,2,1:28.0,J. Embiid misses 2-pt layup from 4 ft (block by K. Looney),,51,58
201,2,1:27.0,,Defensive rebound by S. Curry,51,58
202,2,1:22.0,,K. Durant makes 2-pt dunk from 1 ft (assist by S. Curry),51,60
203,2,0:57.0,J. Embiid misses 2-pt jump shot from 16 ft,,51,60
204,2,0:55.0,,Defensive rebound by D. Green,51,60
205,2,0:48.0,,Personal foul by W. Chandler (drawn by K. Durant),51,60
206,2,0:43.0,,K. Durant misses 3-pt jump shot from 28 ft,51,60
207,2,0:41.0,Defensive rebound by J. Embiid,,51,60
208,2,0:31.0,Turnover by J. Redick (traveling),,51,60
209,2,0:13.0,,A. Iguodala misses 3-pt jump shot from 25 ft,51,60
210,2,0:11.0,,Offensive rebound by K. Looney,51,60
211,2,0:09.0,,K. Looney misses 2-pt jump shot from 5 ft,51,60
212,2,0:08.0,Defensive rebound by J. Embiid,,51,60
213,2,0:03.0,J. Embiid makes 2-pt dunk from 2 ft (assist by B. Simmons),,53,60
214,2,0:00.0,,S. Curry misses 3-pt jump shot from 65 ft,53,60
215,2,0:00.0,,Offensive rebound by Team,53,60
216,3,11:49.0,,K. Durant makes 2-pt layup from 2 ft (assist by D. Green),53,62
217,3,11:34.0,J. Butler makes 2-pt jump shot from 22 ft (assist by J. Embiid),,55,62
218,3,11:14.0,,Personal foul by J. Butler (drawn by D. Cousins),55,62
219,3,11:00.0,,S. Curry misses 2-pt layup from 3 ft,55,62
220,3,10:59.0,,Offensive rebound by A. McKinnie,55,62
221,3,10:55.0,,A. McKinnie makes 2-pt layup at rim,55,64
222,3,10:51.0,J. Redick makes 3-pt jump shot from 29 ft (assist by J. Embiid),,58,64
223,3,10:41.0,,S. Curry makes 3-pt jump shot from 27 ft,58,67
224,3,10:19.0,Shooting foul by D. Cousins (drawn by J. Embiid),,58,67
225,3,10:19.0,J. Embiid makes free throw 1 of 2,,59,67
226,3,10:19.0,J. Embiid misses free throw 2 of 2,,59,67
227,3,10:17.0,,Defensive rebound by D. Cousins,59,67
228,3,10:06.0,,K. Durant makes 2-pt jump shot from 17 ft,59,69
229,3,9:54.0,Turnover by J. Redick (bad pass; steal by D. Green),,59,69
230,3,9:51.0,,Turnover by D. Green (lost ball; steal by J. Embiid),59,69
231,3,9:49.0,Shooting foul by D. Cousins (drawn by J. Embiid),,59,69
232,3,9:49.0,J. Embiid makes free throw 1 of 2,,60,69
233,3,9:49.0,J. Embiid makes free throw 2 of 2,,61,69
234,3,9:37.0,,S. Curry misses 3-pt jump shot from 26 ft,61,69
235,3,9:33.0,Defensive rebound by J. Embiid,,61,69
236,3,9:28.0,J. Embiid misses 3-pt jump shot from 27 ft,,61,69
237,3,9:23.0,,Defensive rebound by D. Cousins,61,69
238,3,9:15.0,,Turnover by D. Cousins (out of bounds lost ball),61,69
239,3,9:04.0,J. Butler misses 3-pt jump shot from 27 ft,,61,69
240,3,9:01.0,Offensive rebound by J. Redick,,61,69
241,3,8:55.0,B. Simmons makes 2-pt layup from 2 ft (assist by J. Embiid),,63,69
242,3,8:40.0,,D. Cousins misses 2-pt hook shot from 6 ft,63,69
243,3,8:39.0,Defensive rebound by J. Butler,,63,69
244,3,8:38.0,Turnover by J. Butler (lost ball; steal by D. Cousins),,63,69
245,3,8:36.0,,Personal foul by J. Butler (drawn by D. Cousins),63,69
246,3,8:23.0,,K. Durant misses 3-pt jump shot from 26 ft,63,69
247,3,8:20.0,Defensive rebound by J. Butler,,63,69
248,3,8:15.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by B. Simmons),,66,69
249,3,8:15.0,,Golden State full timeout,66,69
250,3,8:15.0,M. Muscala enters the game for W. Chandler,,66,69
251,3,7:51.0,,K. Durant misses 3-pt jump shot from 27 ft,66,69
252,3,7:48.0,Defensive rebound by M. Muscala,,66,69
253,3,7:32.0,M. Muscala makes 3-pt jump shot from 23 ft (assist by J. Butler),,69,69
254,3,7:14.0,,D. Cousins makes 2-pt hook shot from 2 ft (assist by D. Green),69,71
255,3,6:56.0,J. Embiid makes 2-pt hook shot from 7 ft,,71,71
256,3,6:45.0,,Personal foul by M. Muscala (drawn by D. Cousins),71,71
257,3,6:37.0,,D. Cousins misses 3-pt jump shot from 26 ft,71,71
258,3,6:35.0,Defensive rebound by Team,,71,71
259,3,6:11.0,J. Embiid misses 2-pt jump shot from 10 ft (block by D. Cousins),,71,71
260,3,6:06.0,Offensive rebound by J. Embiid,,71,71
261,3,6:03.0,J. Embiid misses 2-pt jump shot from 18 ft,,71,71
262,3,5:59.0,Offensive rebound by B. Simmons,,71,71
263,3,5:59.0,B. Simmons makes 2-pt dunk from 1 ft,,73,71
264,3,5:58.0,,S. Curry makes 2-pt layup from 2 ft,73,73
265,3,5:51.0,J. Embiid misses 3-pt jump shot from 27 ft,,73,73
266,3,5:47.0,,Defensive rebound by K. Durant,73,73
267,3,5:46.0,,K. Durant misses 2-pt jump shot from 18 ft,73,73
268,3,5:40.0,Defensive rebound by J. Embiid,,73,73
269,3,5:37.0,Personal foul by A. McKinnie (drawn by J. Redick),,73,73
270,3,5:37.0,J. Bolden enters the game for J. Embiid,,73,73
271,3,5:37.0,T. McConnell enters the game for M. Muscala,,73,73
272,3,5:37.0,L. Shamet enters the game for J. Redick,,73,73
273,3,5:37.0,,A. Iguodala enters the game for D. Cousins,73,73
274,3,5:37.0,,K. Looney enters the game for D. Green,73,73
275,3,5:21.0,J. Bolden makes 3-pt jump shot from 27 ft (assist by J. Butler),,76,73
276,3,5:07.0,,K. Durant makes 2-pt jump shot from 9 ft (assist by S. Curry),76,75
277,3,4:56.0,L. Shamet makes 3-pt jump shot from 26 ft (assist by J. Bolden),,79,75
278,3,4:47.0,,Shooting foul by J. Bolden (drawn by S. Curry),79,75
279,3,4:47.0,,S. Curry makes free throw 1 of 2,79,76
280,3,4:47.0,,S. Curry makes free throw 2 of 2,79,77
281,3,4:32.0,B. Simmons makes 2-pt jump shot from 4 ft (assist by L. Shamet),,81,77
282,3,4:18.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),81,80
283,3,4:09.0,B. Simmons misses 2-pt jump shot from 12 ft,,81,80
284,3,4:08.0,,Defensive rebound by A. McKinnie,81,80
285,3,4:01.0,,K. Durant misses 3-pt jump shot from 27 ft,81,80
286,3,3:59.0,Defensive rebound by B. Simmons,,81,80
287,3,3:50.0,B. Simmons makes 2-pt hook shot from 7 ft,,83,80
288,3,3:37.0,,K. Durant misses 2-pt layup from 3 ft (block by J. Bolden),83,80
289,3,3:36.0,,Offensive rebound by Team,83,80
290,3,3:36.0,,S. Livingston enters the game for A. McKinnie,83,80
291,3,3:29.0,,S. Curry misses 3-pt jump shot from 29 ft,83,80
292,3,3:27.0,Defensive rebound by J. Bolden,,83,80
293,3,3:20.0,T. McConnell makes 2-pt jump shot from 11 ft (assist by J. Butler),,85,80
294,3,3:11.0,,Turnover by S. Curry (bad pass; steal by J. Bolden),85,80
295,3,3:05.0,J. Butler makes 2-pt dunk from 2 ft (assist by B. Simmons),,87,80
296,3,3:05.0,,Golden State full timeout,87,80
297,3,3:05.0,C. Brewer enters the game for J. Bolden,,87,80
298,3,3:05.0,J. Embiid enters the game for J. Butler,,87,80
299,3,3:05.0,J. Redick enters the game for L. Shamet,,87,80
300,3,3:05.0,,Q. Cook enters the game for S. Curry,87,80
301,3,2:52.0,,K. Looney makes 2-pt dunk from 2 ft (assist by A. Iguodala),87,82
302,3,2:40.0,B. Simmons misses 2-pt jump shot from 13 ft,,87,82
303,3,2:38.0,Offensive rebound by Team,,87,82
304,3,2:38.0,,Loose ball foul by K. Durant (drawn by J. Embiid),87,82
305,3,2:23.0,J. Embiid misses 2-pt jump shot from 17 ft,,87,82
306,3,2:20.0,,Defensive rebound by A. Iguodala,87,82
307,3,1:59.0,,Turnover by A. Iguodala (traveling),87,82
308,3,1:45.0,J. Embiid misses 2-pt layup from 5 ft (block by K. Looney),,87,82
309,3,1:42.0,Offensive rebound by J. Embiid,,87,82
310,3,1:40.0,J. Embiid makes 2-pt layup from 3 ft,,89,82
311,3,1:24.0,,Shooting foul by B. Simmons (drawn by K. Looney),89,82
312,3,1:24.0,,K. Looney misses free throw 1 of 2,89,82
313,3,1:24.0,,Offensive rebound by Team,89,82
314,3,1:24.0,,K. Looney makes free throw 2 of 2,89,83
315,3,1:08.0,C. Brewer makes 2-pt jump shot from 9 ft (assist by J. Embiid),,91,83
316,3,1:07.0,,Personal foul by J. Embiid (drawn by K. Looney),91,83
317,3,1:07.0,,K. Looney makes free throw 1 of 2,91,84
318,3,1:07.0,,K. Looney misses free throw 2 of 2,91,84
319,3,1:05.0,Defensive rebound by J. Embiid,,91,84
320,3,0:48.0,J. Embiid makes 2-pt layup from 3 ft,,93,84
321,3,0:38.0,,K. Durant misses 2-pt layup from 3 ft,93,84
322,3,0:34.0,Defensive rebound by J. Redick,,93,84
323,3,0:31.0,T. McConnell misses 2-pt jump shot from 8 ft,,93,84
324,3,0:25.0,Offensive rebound by J. Embiid,,93,84
325,3,0:24.0,J. Embiid makes 2-pt layup from 2 ft,,95,84
326,3,0:09.0,,A. Iguodala misses 3-pt jump shot from 25 ft,95,84
327,3,0:06.0,,Offensive rebound by K. Durant,95,84
328,3,0:06.0,,Shooting foul by C. Brewer (drawn by K. Durant),95,84
329,3,0:06.0,,K. Durant makes free throw 1 of 2,95,85
330,3,0:06.0,,A. McKinnie enters the game for Q. Cook,95,85
331,3,0:06.0,,K. Durant makes free throw 2 of 2,95,86
332,3,0:06.0,L. Shamet enters the game for T. McConnell,,95,86
333,3,0:02.0,Turnover by B. Simmons (lost ball; steal by K. Durant),,95,86
334,3,0:00.0,,K. Looney misses 3-pt jump shot from 64 ft,95,86
335,3,0:00.0,,Offensive rebound by Team,95,86
336,4,11:49.0,J. Butler misses 2-pt jump shot from 21 ft (block by S. Livingston),,95,86
337,4,11:48.0,Offensive rebound by Team,,95,86
338,4,11:40.0,J. Embiid misses 2-pt jump shot from 18 ft,,95,86
339,4,11:39.0,,Defensive rebound by D. Green,95,86
340,4,11:16.0,,D. Green misses 3-pt jump shot from 28 ft,95,86
341,4,11:14.0,Defensive rebound by J. Butler,,95,86
342,4,10:53.0,J. Embiid misses 2-pt jump shot from 19 ft,,95,86
343,4,10:52.0,,Defensive rebound by D. Green,95,86
344,4,10:39.0,,Shooting foul by J. Embiid (drawn by D. Cousins),95,86
345,4,10:39.0,,D. Cousins misses free throw 1 of 2,95,86
346,4,10:39.0,,Offensive rebound by Team,95,86
347,4,10:39.0,J. Bolden enters the game for J. Embiid,,95,86
348,4,10:39.0,,D. Cousins makes free throw 2 of 2,95,87
349,4,10:22.0,J. Redick makes 2-pt jump shot from 16 ft (assist by M. Muscala),,97,87
350,4,10:03.0,,S. Curry misses 3-pt jump shot from 26 ft,97,87
351,4,10:01.0,Defensive rebound by J. Butler,,97,87
352,4,9:56.0,J. Bolden misses 3-pt jump shot from 27 ft,,97,87
353,4,9:54.0,,Defensive rebound by D. Cousins,97,87
354,4,9:44.0,,S. Curry misses 2-pt jump shot from 8 ft,97,87
355,4,9:42.0,,Offensive rebound by S. Livingston,97,87
356,4,9:42.0,,S. Livingston makes 2-pt dunk at rim,97,89
357,4,9:32.0,Turnover by T. McConnell (lost ball; steal by D. Green),,97,89
358,4,9:21.0,,Turnover by D. Cousins (bad pass; steal by J. Butler),97,89
359,4,9:21.0,B. Simmons enters the game for T. McConnell,,97,89
360,4,9:02.0,J. Redick misses 3-pt jump shot from 23 ft,,97,89
361,4,9:00.0,Offensive rebound by M. Muscala,,97,89
362,4,8:54.0,J. Bolden misses 2-pt jump shot from 11 ft,,97,89
363,4,8:53.0,,Defensive rebound by D. Cousins,97,89
364,4,8:45.0,,Turnover by S. Curry (traveling),97,89
365,4,8:45.0,Philadelphia full timeout,,97,89
366,4,8:45.0,,A. McKinnie enters the game for S. Livingston,97,89
367,4,8:28.0,J. Redick misses 3-pt jump shot from 28 ft,,97,89
368,4,8:26.0,,Defensive rebound by A. Iguodala,97,89
369,4,8:22.0,,Turnover by A. Iguodala (bad pass),97,89
370,4,7:59.0,Shooting foul by D. Green (drawn by B. Simmons),,97,89
371,4,7:59.0,B. Simmons misses free throw 1 of 2,,97,89
372,4,7:59.0,Offensive rebound by Team,,97,89
373,4,7:59.0,,K. Durant enters the game for D. Cousins,97,89
374,4,7:59.0,,K. Looney enters the game for A. Iguodala,97,89
375,4,7:59.0,B. Simmons misses free throw 2 of 2,,97,89
376,4,7:58.0,,Defensive rebound by K. Looney,97,89
377,4,7:40.0,,K. Durant misses 2-pt layup from 4 ft,97,89
378,4,7:39.0,Defensive rebound by J. Bolden,,97,89
379,4,7:23.0,J. Butler makes 2-pt jump shot from 15 ft (assist by B. Simmons),,99,89
380,4,7:23.0,Shooting foul by D. Green (drawn by J. Butler),,99,89
