,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHILADELPHIA_ACTION,CHICAGO_SCORE,PHILADELPHIA_SCORE
51,1,4:30.0,,Offensive rebound by Z. Smith,9,19
52,1,4:30.0,,Z. Smith makes 2-pt dunk from 1 ft,9,21
53,1,4:30.0,Chicago full timeout,,9,21
54,1,4:30.0,C. Felício enters the game for S. Harrison,,9,21
55,1,4:30.0,W. Lemon enters the game for R. Lopez,,9,21
56,1,4:30.0,,A. Johnson enters the game for B. Marjanović,9,21
57,1,4:30.0,,G. Monroe enters the game for M. Scott,9,21
58,1,4:15.0,C. Felício misses 2-pt layup from 6 ft (block by A. Johnson),,9,21
59,1,4:11.0,,Defensive rebound by J. Simmons,9,21
60,1,4:09.0,,J. Simmons misses 2-pt layup from 3 ft,9,21
61,1,4:06.0,,Offensive rebound by G. Monroe,9,21
62,1,4:05.0,,G. Monroe makes 2-pt layup from 3 ft,9,23
63,1,3:50.0,R. Arcidiacono makes 2-pt jump shot from 17 ft,,11,23
64,1,3:33.0,,Turnover by Z. Smith (bad pass; steal by R. Arcidiacono),11,23
65,1,3:29.0,T. Luwawu-Cabarrot makes 2-pt dunk from 1 ft (assist by R. Arcidiacono),,13,23
66,1,3:28.0,,Philadelphia full timeout,13,23
67,1,3:28.0,,T. McConnell enters the game for Z. Smith,13,23
68,1,3:05.0,,Shooting foul by C. Felício (drawn by G. Monroe),13,23
69,1,3:05.0,,G. Monroe makes free throw 1 of 2,13,24
70,1,3:05.0,,G. Monroe misses free throw 2 of 2,13,24
71,1,3:01.0,Defensive rebound by W. Lemon,,13,24
72,1,2:51.0,Turnover by W. Lemon (bad pass; steal by A. Johnson),,13,24
73,1,2:39.0,,T. McConnell makes 2-pt layup from 1 ft (assist by G. Monroe),13,26
74,1,2:30.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,,13,26
75,1,2:30.0,,Defensive rebound by Team,13,26
76,1,2:30.0,A. Blakeney enters the game for R. Arcidiacono,,13,26
77,1,2:08.0,,J. Simmons misses 2-pt layup from 4 ft,13,26
78,1,2:06.0,Defensive rebound by T. Luwawu-Cabarrot,,13,26
79,1,2:03.0,Shooting foul by A. Johnson (drawn by T. Luwawu-Cabarrot),,13,26
80,1,2:03.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,14,26
81,1,2:03.0,T. Luwawu-Cabarrot misses free throw 2 of 2,,14,26
82,1,2:00.0,,Defensive rebound by G. Monroe,14,26
83,1,1:41.0,,G. Monroe misses 2-pt layup from 3 ft,14,26
84,1,1:38.0,,Offensive rebound by A. Johnson,14,26
85,1,1:36.0,,A. Johnson makes 2-pt layup from 2 ft,14,28
86,1,1:24.0,W. Lemon makes 2-pt jump shot from 11 ft,,16,28
87,1,1:12.0,,S. Milton makes 2-pt dunk from 1 ft (assist by A. Johnson),16,30
88,1,0:59.0,A. Blakeney misses 2-pt jump shot from 11 ft (block by S. Milton),,16,30
89,1,0:53.0,,Defensive rebound by A. Johnson,16,30
90,1,0:48.0,,S. Milton misses 2-pt layup from 4 ft,16,30
91,1,0:46.0,Defensive rebound by Team,,16,30
92,1,0:46.0,W. Selden enters the game for T. Luwawu-Cabarrot,,16,30
93,1,0:39.0,W. Selden makes 3-pt jump shot from 25 ft (assist by W. Lemon),,19,30
94,1,0:33.0,,T. McConnell makes 2-pt layup from 3 ft,19,32
95,1,0:23.0,W. Lemon misses 2-pt hook shot from 2 ft,,19,32
96,1,0:21.0,,Defensive rebound by T. McConnell,19,32
97,1,0:05.0,,Turnover by T. McConnell (bad pass; steal by C. Felício),19,32
98,1,0:01.0,Shooting foul by S. Milton (drawn by A. Blakeney),,19,32
99,1,0:01.0,A. Blakeney makes free throw 1 of 2,,20,32
100,1,0:01.0,A. Blakeney misses free throw 2 of 2,,20,32
101,1,0:01.0,,Defensive rebound by G. Monroe,20,32
102,2,11:44.0,,Shooting foul by B. Sampson (drawn by F. Korkmaz),20,32
103,2,11:44.0,,F. Korkmaz misses free throw 1 of 2,20,32
104,2,11:44.0,,Offensive rebound by Team,20,32
105,2,11:44.0,,F. Korkmaz makes free throw 2 of 2,20,33
106,2,11:34.0,B. Sampson misses 2-pt jump shot from 17 ft,,20,33
107,2,11:30.0,,Defensive rebound by M. Scott,20,33
108,2,11:10.0,,B. Marjanović misses 2-pt layup from 3 ft,20,33
109,2,11:07.0,Defensive rebound by W. Selden,,20,33
110,2,11:00.0,W. Selden makes 3-pt jump shot from 26 ft (assist by A. Blakeney),,23,33
111,2,10:45.0,,Z. Smith misses 3-pt jump shot from 25 ft,23,33
112,2,10:44.0,Defensive rebound by Team,,23,33
113,2,10:32.0,W. Selden misses 3-pt jump shot from 26 ft,,23,33
114,2,10:29.0,,Defensive rebound by F. Korkmaz,23,33
115,2,10:24.0,,F. Korkmaz misses 3-pt jump shot from 25 ft,23,33
116,2,10:20.0,Defensive rebound by W. Selden,,23,33
117,2,10:18.0,W. Lemon makes 2-pt layup from 1 ft (assist by W. Selden),,25,33
118,2,10:05.0,,T. McConnell makes 2-pt jump shot from 16 ft (assist by M. Scott),25,35
119,2,9:40.0,C. Felício misses 2-pt jump shot from 18 ft,,25,35
120,2,9:37.0,,Defensive rebound by M. Scott,25,35
121,2,9:33.0,,Personal foul by C. Felício (drawn by B. Marjanović),25,35
122,2,9:33.0,R. Alkins enters the game for B. Sampson,,25,35
123,2,9:27.0,,M. Scott makes 3-pt jump shot from 30 ft (assist by Z. Smith),25,38
124,2,9:13.0,W. Lemon makes 3-pt jump shot from 26 ft (assist by W. Selden),,28,38
125,2,9:00.0,,F. Korkmaz misses 3-pt jump shot from 28 ft,28,38
126,2,8:57.0,Defensive rebound by A. Blakeney,,28,38
127,2,8:51.0,W. Lemon makes 3-pt jump shot from 25 ft (assist by A. Blakeney),,31,38
128,2,8:35.0,,B. Marjanović makes 2-pt jump shot from 15 ft,31,40
129,2,8:22.0,W. Lemon makes 2-pt jump shot from 19 ft,,33,40
130,2,8:03.0,,B. Marjanović misses 2-pt hook shot from 4 ft,33,40
131,2,8:02.0,Defensive rebound by W. Lemon,,33,40
132,2,7:57.0,W. Lemon misses 2-pt layup from 5 ft (block by T. McConnell),,33,40
133,2,7:54.0,Offensive rebound by W. Lemon,,33,40
134,2,7:52.0,W. Selden misses 2-pt jump shot from 11 ft,,33,40
135,2,7:52.0,Offensive rebound by Team,,33,40
136,2,7:51.0,,Loose ball foul by M. Scott (drawn by C. Felício),33,40
137,2,7:51.0,,S. Milton enters the game for F. Korkmaz,33,40
138,2,7:51.0,,J. Simmons enters the game for T. McConnell,33,40
139,2,7:41.0,Turnover by R. Alkins (out of bounds lost ball),,33,40
140,2,7:24.0,,B. Marjanović makes 2-pt layup from 1 ft (assist by Z. Smith),33,42
141,2,7:09.0,W. Lemon misses 2-pt layup from 2 ft,,33,42
142,2,7:07.0,,Defensive rebound by B. Marjanović,33,42
143,2,6:56.0,,J. Simmons makes 3-pt jump shot from 26 ft (assist by B. Marjanović),33,45
144,2,6:40.0,W. Selden misses 3-pt jump shot from 25 ft,,33,45
145,2,6:37.0,Offensive rebound by C. Felício,,33,45
146,2,6:34.0,A. Blakeney misses 3-pt jump shot from 26 ft,,33,45
147,2,6:31.0,,Defensive rebound by J. Simmons,33,45
148,2,6:26.0,,Z. Smith makes 2-pt dunk from 1 ft (assist by J. Simmons),33,47
149,2,6:26.0,Chicago full timeout,,33,47
150,2,6:26.0,R. Arcidiacono enters the game for A. Blakeney,,33,47
151,2,6:26.0,R. Lopez enters the game for C. Felício,,33,47
152,2,6:26.0,,G. Monroe enters the game for B. Marjanović,33,47
153,2,6:18.0,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by W. Lemon),,36,47
154,2,5:57.0,,Z. Smith makes 2-pt jump shot from 6 ft (assist by G. Monroe),36,49
155,2,5:40.0,W. Lemon misses 2-pt layup from 3 ft,,36,49
156,2,5:37.0,,Defensive rebound by M. Scott,36,49
157,2,5:22.0,,Z. Smith misses 3-pt jump shot from 25 ft,36,49
158,2,5:19.0,Defensive rebound by W. Lemon,,36,49
159,2,5:07.0,Turnover by R. Arcidiacono (bad pass; steal by S. Milton),,36,49
160,2,5:03.0,,S. Milton makes 2-pt layup from 2 ft,36,51
161,2,4:36.0,W. Selden makes 2-pt jump shot from 14 ft,,38,51
162,2,4:11.0,,G. Monroe makes 2-pt layup from 2 ft (assist by S. Milton),38,53
163,2,3:48.0,R. Lopez makes 2-pt hook shot from 3 ft,,40,53
164,2,3:38.0,,G. Monroe misses 2-pt jump shot from 14 ft,40,53
165,2,3:34.0,Defensive rebound by W. Selden,,40,53
166,2,3:29.0,W. Selden makes 2-pt jump shot from 4 ft,,42,53
167,2,3:28.0,,Philadelphia full timeout,42,53
168,2,3:28.0,S. Harrison enters the game for R. Alkins,,42,53
169,2,3:28.0,T. Luwawu-Cabarrot enters the game for W. Selden,,42,53
170,2,3:28.0,,A. Johnson enters the game for S. Milton,42,53
171,2,3:28.0,,F. Korkmaz enters the game for M. Scott,42,53
172,2,3:28.0,,T. McConnell enters the game for Z. Smith,42,53
173,2,3:07.0,,T. McConnell makes 2-pt layup from 2 ft,42,55
174,2,2:50.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by A. Johnson),,42,55
175,2,2:47.0,,Defensive rebound by J. Simmons,42,55
176,2,2:41.0,,J. Simmons makes 3-pt jump shot from 26 ft,42,58
177,2,2:25.0,R. Arcidiacono misses 2-pt jump shot from 7 ft (block by J. Simmons),,42,58
178,2,2:22.0,Offensive rebound by R. Arcidiacono,,42,58
179,2,2:16.0,S. Harrison misses 3-pt jump shot from 26 ft,,42,58
180,2,2:13.0,,Defensive rebound by A. Johnson,42,58
181,2,2:01.0,,Personal foul by W. Lemon (drawn by J. Simmons),42,58
182,2,1:54.0,,F. Korkmaz misses 2-pt jump shot from 13 ft,42,58
183,2,1:50.0,Defensive rebound by T. Luwawu-Cabarrot,,42,58
184,2,1:38.0,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft,,42,58
185,2,1:36.0,,Defensive rebound by A. Johnson,42,58
186,2,1:27.0,,G. Monroe makes 2-pt layup from 1 ft (assist by T. McConnell),42,60
187,2,1:03.0,W. Lemon misses 2-pt jump shot from 7 ft,,42,60
188,2,1:02.0,Offensive rebound by Team,,42,60
189,2,1:02.0,Turnover by Team (shot clock),,42,60
190,2,0:50.0,,G. Monroe makes 2-pt layup from 1 ft (assist by F. Korkmaz),42,62
191,2,0:39.0,W. Lemon misses 2-pt jump shot from 16 ft,,42,62
192,2,0:32.0,,Defensive rebound by J. Simmons,42,62
193,2,0:25.0,,J. Simmons misses 3-pt jump shot from 26 ft,42,62
194,2,0:21.0,Defensive rebound by S. Harrison,,42,62
195,2,0:07.0,Personal take foul by T. McConnell (drawn by W. Lemon),,42,62
196,2,0:01.0,W. Lemon misses 2-pt jump shot from 14 ft,,42,62
197,2,0:00.0,Offensive rebound by Team,,42,62
198,3,11:44.0,,F. Korkmaz makes 2-pt layup from 3 ft (assist by B. Marjanović),42,64
199,3,11:20.0,R. Lopez makes 2-pt hook shot from 4 ft,,44,64
200,3,11:08.0,,B. Marjanović makes 2-pt jump shot from 13 ft (assist by T. McConnell),44,66
201,3,10:50.0,S. Harrison misses 2-pt layup from 5 ft,,44,66
202,3,10:46.0,Offensive rebound by R. Lopez,,44,66
203,3,10:43.0,W. Selden misses 2-pt jump shot from 9 ft (block by M. Scott),,44,66
204,3,10:39.0,,Defensive rebound by B. Marjanović,44,66
205,3,10:30.0,,B. Marjanović misses 3-pt jump shot from 24 ft,44,66
206,3,10:26.0,Defensive rebound by T. Luwawu-Cabarrot,,44,66
207,3,10:15.0,T. Luwawu-Cabarrot misses 2-pt layup from 4 ft,,44,66
208,3,10:12.0,,Defensive rebound by Z. Smith,44,66
209,3,9:59.0,,M. Scott misses 2-pt layup from 1 ft,44,66
210,3,9:56.0,Defensive rebound by S. Harrison,,44,66
211,3,9:52.0,S. Harrison makes 2-pt layup from 1 ft,,46,66
212,3,9:39.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by Z. Smith),46,66
213,3,9:39.0,,Z. Smith makes free throw 1 of 2,46,67
214,3,9:39.0,,Z. Smith misses free throw 2 of 2,46,67
215,3,9:36.0,Defensive rebound by R. Arcidiacono,,46,67
216,3,9:31.0,Shooting foul by F. Korkmaz (drawn by S. Harrison),,46,67
217,3,9:31.0,S. Harrison makes free throw 1 of 2,,47,67
218,3,9:31.0,S. Harrison makes free throw 2 of 2,,48,67
219,3,9:20.0,,F. Korkmaz makes 3-pt jump shot from 27 ft,48,70
220,3,8:54.0,R. Lopez misses 2-pt hook shot from 3 ft,,48,70
221,3,8:51.0,,Defensive rebound by T. McConnell,48,70
222,3,8:44.0,,M. Scott misses 2-pt layup from 3 ft (block by S. Harrison),48,70
223,3,8:44.0,,Offensive rebound by Team,48,70
224,3,8:41.0,,B. Marjanović makes 3-pt jump shot from 24 ft (assist by T. McConnell),48,73
225,3,8:13.0,S. Harrison misses 3-pt jump shot from 23 ft,,48,73
226,3,8:10.0,,Defensive rebound by B. Marjanović,48,73
227,3,8:05.0,,T. McConnell makes 2-pt jump shot from 9 ft,48,75
228,3,8:04.0,Chicago full timeout,,48,75
229,3,8:04.0,,J. Simmons enters the game for F. Korkmaz,48,75
230,3,7:42.0,R. Lopez misses 2-pt hook shot from 5 ft,,48,75
231,3,7:39.0,,Defensive rebound by Z. Smith,48,75
232,3,7:22.0,,T. McConnell makes 2-pt jump shot from 9 ft (assist by J. Simmons),48,77
233,3,7:01.0,R. Arcidiacono misses 3-pt jump shot from 25 ft,,48,77
234,3,6:57.0,Offensive rebound by R. Lopez,,48,77
235,3,6:57.0,R. Lopez makes 2-pt layup at rim,,50,77
236,3,6:49.0,,J. Simmons makes 2-pt jump shot from 4 ft,50,79
237,3,6:31.0,W. Selden makes 2-pt layup at rim (assist by R. Lopez),,52,79
238,3,6:06.0,,J. Simmons makes 2-pt jump shot from 19 ft (assist by B. Marjanović),52,81
239,3,6:06.0,,Shooting foul by R. Arcidiacono (drawn by J. Simmons),52,81
240,3,6:06.0,R. Alkins enters the game for R. Arcidiacono,,52,81
241,3,6:06.0,W. Lemon enters the game for T. Luwawu-Cabarrot,,52,81
242,3,6:06.0,,A. Johnson enters the game for B. Marjanović,52,81
243,3,6:06.0,,S. Milton enters the game for T. McConnell,52,81
244,3,6:06.0,,G. Monroe enters the game for M. Scott,52,81
245,3,6:06.0,,J. Simmons makes free throw 1 of 1,52,82
246,3,5:43.0,R. Lopez makes 2-pt hook shot from 3 ft,,54,82
247,3,5:25.0,,G. Monroe misses 2-pt jump shot from 4 ft,54,82
248,3,5:23.0,Defensive rebound by W. Selden,,54,82
249,3,5:21.0,Offensive foul by W. Selden (drawn by J. Simmons),,54,82
250,3,5:21.0,Turnover by W. Selden (offensive foul),,54,82
251,3,5:08.0,,Z. Smith makes 3-pt jump shot from 25 ft,54,85
252,3,4:56.0,W. Selden misses 3-pt jump shot from 26 ft,,54,85
253,3,4:54.0,,Defensive rebound by G. Monroe,54,85
254,3,4:47.0,,J. Simmons misses 3-pt jump shot from 26 ft,54,85
255,3,4:43.0,Defensive rebound by W. Selden,,54,85
256,3,4:33.0,W. Lemon misses 2-pt jump shot from 17 ft,,54,85
257,3,4:28.0,,Defensive rebound by G. Monroe,54,85
258,3,4:12.0,,S. Milton misses 3-pt jump shot from 26 ft,54,85
259,3,4:09.0,Defensive rebound by R. Lopez,,54,85
260,3,4:05.0,S. Harrison makes 2-pt layup from 1 ft,,56,85
261,3,3:46.0,,A. Johnson makes 3-pt jump shot from 24 ft (assist by J. Simmons),56,88
262,3,3:32.0,W. Lemon misses 2-pt layup from 1 ft (block by S. Milton),,56,88
263,3,3:32.0,Offensive rebound by Team,,56,88
264,3,3:32.0,,H. Highsmith enters the game for Z. Smith,56,88
265,3,3:21.0,S. Harrison misses 2-pt jump shot from 17 ft,,56,88
266,3,3:17.0,,Defensive rebound by H. Highsmith,56,88
267,3,3:09.0,,G. Monroe makes 3-pt jump shot from 28 ft (assist by J. Simmons),56,91
268,3,2:58.0,Shooting foul by G. Monroe (drawn by R. Alkins),,56,91
269,3,2:58.0,,Philadelphia full timeout,56,91
270,3,2:58.0,B. Sampson enters the game for S. Harrison,,56,91
271,3,2:58.0,R. Alkins misses free throw 1 of 2,,56,91
272,3,2:58.0,Offensive rebound by Team,,56,91
273,3,2:58.0,R. Alkins makes free throw 2 of 2,,57,91
274,3,2:40.0,,J. Simmons misses 2-pt layup from 2 ft (block by B. Sampson),57,91
275,3,2:37.0,,Offensive rebound by Team,57,91
276,3,2:33.0,,G. Monroe misses 2-pt jump shot from 18 ft,57,91
277,3,2:30.0,,Offensive rebound by A. Johnson,57,91
278,3,2:25.0,,Shooting foul by W. Lemon (drawn by G. Monroe),57,91
279,3,2:25.0,,G. Monroe makes free throw 1 of 2,57,92
280,3,2:25.0,,G. Monroe makes free throw 2 of 2,57,93
281,3,2:10.0,B. Sampson makes 2-pt jump shot from 9 ft,,59,93
282,3,1:56.0,,J. Simmons makes 2-pt jump shot from 11 ft,59,95
283,3,1:38.0,B. Sampson misses 3-pt jump shot from 26 ft,,59,95
284,3,1:32.0,Offensive rebound by W. Selden,,59,95
285,3,1:25.0,B. Sampson makes 3-pt jump shot from 24 ft (assist by R. Alkins),,62,95
286,3,1:05.0,,S. Milton misses 2-pt layup from 7 ft,62,95
287,3,1:00.0,,Offensive rebound by A. Johnson,62,95
288,3,1:00.0,,A. Johnson misses 2-pt layup from 1 ft,62,95
289,3,0:58.0,,Offensive rebound by A. Johnson,62,95
290,3,0:58.0,,A. Johnson misses 2-pt layup from 1 ft,62,95
291,3,0:58.0,,Offensive rebound by J. Simmons,62,95
292,3,0:56.0,,J. Simmons misses 3-pt jump shot from 25 ft,62,95
293,3,0:54.0,Defensive rebound by B. Sampson,,62,95
294,3,0:48.0,R. Alkins misses 3-pt jump shot from 26 ft,,62,95
295,3,0:45.0,,Defensive rebound by J. Simmons,62,95
296,3,0:28.0,,J. Simmons makes 2-pt jump shot from 19 ft,62,97
297,3,0:05.0,W. Lemon misses 2-pt layup from 3 ft (block by S. Milton),,62,97
298,3,0:04.0,Offensive rebound by W. Lemon,,62,97
299,3,0:04.0,W. Lemon makes 2-pt layup from 2 ft,,64,97
300,4,11:52.0,W. Lemon makes 2-pt layup from 1 ft,,66,97
301,4,11:36.0,,Turnover by B. Marjanović (bad pass),66,97
302,4,11:22.0,R. Alkins makes 2-pt jump shot from 8 ft (assist by T. Luwawu-Cabarrot),,68,97
303,4,11:22.0,Shooting foul by S. Milton (drawn by R. Alkins),,68,97
304,4,11:22.0,R. Alkins misses free throw 1 of 1,,68,97
305,4,11:18.0,,Defensive rebound by A. Johnson,68,97
306,4,11:05.0,,Z. Smith misses 2-pt jump shot from 16 ft,68,97
307,4,11:03.0,Defensive rebound by W. Lemon,,68,97
308,4,10:56.0,B. Sampson makes 3-pt jump shot from 25 ft (assist by W. Lemon),,71,97
309,4,10:55.0,,Philadelphia full timeout,71,97
310,4,10:42.0,,H. Highsmith makes 2-pt jump shot from 13 ft (assist by S. Milton),71,99
311,4,10:29.0,B. Sampson misses 3-pt jump shot from 27 ft,,71,99
312,4,10:25.0,,Defensive rebound by B. Marjanović,71,99
313,4,10:10.0,,B. Marjanović makes 2-pt layup from 2 ft,71,101
314,4,9:56.0,R. Alkins misses 2-pt layup from 3 ft,,71,101
315,4,9:54.0,Offensive rebound by Team,,71,101
316,4,9:48.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft,,73,101
317,4,9:48.0,,Violation by Team (def goaltending),73,101
318,4,9:33.0,,Z. Smith misses 2-pt jump shot from 15 ft,73,101
319,4,9:31.0,Defensive rebound by C. Felício,,73,101
320,4,9:26.0,W. Lemon makes 2-pt layup from 3 ft,,75,101
321,4,9:12.0,,B. Marjanović misses 2-pt jump shot from 5 ft,75,101
322,4,9:09.0,Defensive rebound by T. Luwawu-Cabarrot,,75,101
323,4,9:04.0,Turnover by W. Lemon (bad pass; steal by S. Milton),,75,101
324,4,9:00.0,,S. Milton makes 2-pt layup from 2 ft,75,103
325,4,8:39.0,Turnover by B. Sampson (bad pass; steal by H. Highsmith),,75,103
326,4,8:27.0,,S. Milton misses 3-pt jump shot from 25 ft,75,103
327,4,8:25.0,,Offensive rebound by A. Johnson,75,103
328,4,8:25.0,,A. Johnson makes 2-pt hook shot from 3 ft,75,105
329,4,8:25.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by A. Johnson),75,105
330,4,8:25.0,,A. Johnson makes free throw 1 of 1,75,106
331,4,8:16.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 26 ft (assist by W. Lemon),,78,106
332,4,7:59.0,,Personal foul by T. Luwawu-Cabarrot (drawn by A. Johnson),78,106
333,4,7:59.0,R. Arcidiacono enters the game for R. Alkins,,78,106
334,4,7:59.0,,J. Simmons enters the game for A. Johnson,78,106
335,4,7:54.0,,Turnover by J. Simmons (bad pass),78,106
336,4,7:46.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,,78,106
337,4,7:42.0,Offensive rebound by C. Felício,,78,106
338,4,7:38.0,Shooting foul by S. Milton (drawn by R. Arcidiacono),,78,106
339,4,7:38.0,R. Arcidiacono makes free throw 1 of 2,,79,106
340,4,7:38.0,R. Arcidiacono makes free throw 2 of 2,,80,106
341,4,7:26.0,,B. Marjanović makes 2-pt jump shot from 3 ft (assist by Z. Smith),80,108
342,4,7:13.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by R. Arcidiacono),,82,108
343,4,6:50.0,,Z. Smith misses 2-pt layup from 2 ft,82,108
344,4,6:44.0,,Offensive rebound by Z. Smith,82,108
345,4,6:44.0,,Z. Smith makes 2-pt layup from 1 ft,82,110
346,4,6:38.0,W. Lemon makes 2-pt layup from 1 ft,,84,110
347,4,6:26.0,,Z. Smith makes 3-pt jump shot from 27 ft (assist by B. Marjanović),84,113
348,4,6:19.0,Chicago full timeout,,84,113
349,4,6:19.0,A. Blakeney enters the game for W. Lemon,,84,113
350,4,6:19.0,,A. Johnson enters the game for H. Highsmith,84,113
351,4,6:19.0,,G. Monroe enters the game for B. Marjanović,84,113
352,4,6:06.0,A. Blakeney makes 2-pt jump shot from 20 ft (assist by B. Sampson),,86,113
353,4,5:49.0,,A. Johnson makes 2-pt layup from 3 ft (assist by Z. Smith),86,115
354,4,5:39.0,Shooting foul by A. Johnson (drawn by T. Luwawu-Cabarrot),,86,115
355,4,5:39.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,87,115
356,4,5:39.0,,H. Highsmith enters the game for Z. Smith,87,115
357,4,5:39.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,88,115
358,4,5:26.0,,S. Milton makes 3-pt jump shot from 25 ft (assist by J. Simmons),88,118
359,4,5:07.0,R. Arcidiacono makes 2-pt jump shot from 18 ft (assist by C. Felício),,90,118
360,4,5:07.0,Shooting foul by S. Milton (drawn by R. Arcidiacono),,90,118
361,4,5:07.0,R. Arcidiacono makes free throw 1 of 1,,91,118
362,4,4:52.0,,J. Simmons makes 2-pt layup from 2 ft (assist by G. Monroe),91,120
363,4,4:52.0,,Shooting foul by A. Blakeney (drawn by J. Simmons),91,120
364,4,4:52.0,,J. Simmons misses free throw 1 of 1,91,120
365,4,4:50.0,Defensive rebound by Team,,91,120
366,4,4:50.0,Chicago full timeout,,91,120
367,4,4:37.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft,,93,120
368,4,4:21.0,,A. Johnson misses 3-pt jump shot from 26 ft,93,120
369,4,4:17.0,Defensive rebound by R. Arcidiacono,,93,120
370,4,4:07.0,R. Arcidiacono makes 2-pt jump shot from 9 ft,,95,120
