,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SACRAMENTO_ACTION,CLEVELAND_SCORE,SACRAMENTO_SCORE
376,4,3:23.0,Offensive rebound by Team,,100,110
377,4,3:23.0,A. Žižić misses free throw 2 of 2,,100,110
378,4,3:20.0,,Defensive rebound by W. Cauley-Stein,100,110
379,4,3:07.0,,H. Barnes misses 3-pt jump shot from 23 ft,100,110
380,4,3:06.0,Defensive rebound by Team,,100,110
381,4,2:52.0,Personal foul by B. Hield (drawn by J. Clarkson),,100,110
382,4,2:41.0,L. Nance misses 2-pt jump shot from 19 ft,,100,110
383,4,2:36.0,,Defensive rebound by B. Hield,100,110
384,4,2:15.0,,D. Fox misses 3-pt jump shot from 24 ft,100,110
385,4,2:12.0,Defensive rebound by L. Nance,,100,110
386,4,2:03.0,C. Sexton misses 3-pt jump shot from 26 ft,,100,110
387,4,2:00.0,,Defensive rebound by W. Cauley-Stein,100,110
388,4,1:42.0,,D. Fox makes 2-pt jump shot from 18 ft,100,112
389,4,1:42.0,Cleveland full timeout,,100,112
390,4,1:42.0,D. Adel enters the game for J. Clarkson,,100,112
391,4,1:42.0,M. Chriss enters the game for L. Nance,,100,112
392,4,1:42.0,D. Nwaba enters the game for C. Osman,,100,112
393,4,1:42.0,N. Stauskas enters the game for A. Žižić,,100,112
394,4,1:36.0,C. Sexton misses 2-pt jump shot from 6 ft (block by W. Cauley-Stein),,100,112
395,4,1:32.0,,Defensive rebound by H. Barnes,100,112
396,4,1:17.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),100,115
397,4,0:59.0,D. Adel misses 3-pt jump shot from 26 ft,,100,115
398,4,0:58.0,M. Chriss makes 2-pt layup from 1 ft,,102,115
399,4,0:58.0,Offensive rebound by M. Chriss,,102,115
400,4,0:42.0,,B. Bogdanović makes 2-pt layup from 2 ft,102,117
401,4,0:31.0,M. Chriss makes 2-pt dunk from 2 ft (assist by C. Sexton),,104,117
402,4,0:07.0,,Turnover by Team (shot clock),104,117
