,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BROOKLYN_ACTION,CHARLOTTE_SCORE,BROOKLYN_SCORE
174,2,5:31.0,,R. Hollis-Jefferson enters the game for D. Russell,39,38
175,2,5:15.0,J. Lamb misses 2-pt jump shot from 18 ft,,39,38
176,2,5:11.0,,Defensive rebound by J. Allen,39,38
177,2,5:01.0,,Turnover by J. Allen (bad pass; steal by N. Batum),39,38
178,2,4:56.0,M. Williams makes 2-pt layup from 1 ft (assist by C. Zeller),,41,38
179,2,4:56.0,Shooting foul by J. Allen (drawn by M. Williams),,41,38
180,2,4:56.0,M. Williams makes free throw 1 of 1,,42,38
181,2,4:32.0,,S. Dinwiddie misses 2-pt layup from 2 ft,42,38
182,2,4:28.0,,Offensive rebound by J. Allen,42,38
183,2,4:28.0,,J. Allen makes 2-pt layup from 1 ft,42,40
184,2,4:14.0,N. Batum makes 2-pt layup from 1 ft,,44,40
185,2,3:57.0,,R. Kurucs misses 3-pt jump shot from 25 ft,44,40
186,2,3:54.0,Defensive rebound by M. Williams,,44,40
187,2,3:44.0,N. Batum misses 3-pt jump shot from 23 ft,,44,40
188,2,3:41.0,,Defensive rebound by R. Hollis-Jefferson,44,40
189,2,3:33.0,,S. Dinwiddie makes 2-pt jump shot from 15 ft,44,42
190,2,3:19.0,C. Zeller misses 2-pt jump shot from 12 ft,,44,42
191,2,3:15.0,,Defensive rebound by J. Allen,44,42
192,2,3:00.0,,R. Hollis-Jefferson makes 2-pt jump shot from 14 ft (assist by S. Dinwiddie),44,44
193,2,2:46.0,J. Lamb makes 2-pt layup from 2 ft,,46,44
194,2,2:33.0,,R. Hollis-Jefferson misses 2-pt jump shot from 9 ft,46,44
195,2,2:30.0,Defensive rebound by M. Williams,,46,44
196,2,2:28.0,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),,48,44
197,2,2:28.0,Shooting foul by R. Kurucs (drawn by C. Zeller),,48,44
198,2,2:28.0,,Brooklyn full timeout,48,44
199,2,2:28.0,,D. Carroll enters the game for R. Kurucs,48,44
200,2,2:28.0,C. Zeller misses free throw 1 of 1,,48,44
201,2,2:22.0,,Defensive rebound by R. Hollis-Jefferson,48,44
202,2,2:06.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),48,47
203,2,1:49.0,Turnover by N. Batum (bad pass),,48,47
204,2,1:39.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),48,50
205,2,1:18.0,K. Walker misses 2-pt jump shot from 10 ft,,48,50
206,2,1:15.0,,Defensive rebound by J. Harris,48,50
207,2,1:10.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,48,53
208,2,0:48.0,J. Lamb misses 2-pt layup from 1 ft,,48,53
209,2,0:46.0,Offensive rebound by M. Williams,,48,53
210,2,0:45.0,J. Lamb misses 2-pt layup from 1 ft,,48,53
211,2,0:45.0,Offensive rebound by J. Lamb,,48,53
212,2,0:44.0,J. Lamb misses 2-pt layup from 2 ft,,48,53
213,2,0:42.0,,Defensive rebound by D. Carroll,48,53
214,2,0:34.0,,S. Dinwiddie misses 3-pt jump shot from 27 ft,48,53
215,2,0:30.0,Defensive rebound by C. Zeller,,48,53
216,2,0:12.0,K. Walker makes 3-pt jump shot from 25 ft,,51,53
217,2,0:04.0,,Personal foul by C. Zeller (drawn by S. Dinwiddie),51,53
218,2,0:04.0,M. Kidd-Gilchrist enters the game for C. Zeller,,51,53
219,2,0:04.0,,J. Dudley enters the game for R. Hollis-Jefferson,51,53
220,2,0:00.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Carroll),51,56
221,3,11:49.0,J. Lamb misses 2-pt layup from 2 ft,,51,56
222,3,11:46.0,,Defensive rebound by R. Hollis-Jefferson,51,56
223,3,11:33.0,,R. Hollis-Jefferson misses 2-pt hook shot from 8 ft,51,56
224,3,11:28.0,Defensive rebound by C. Zeller,,51,56
225,3,11:15.0,Turnover by K. Walker (bad pass; steal by R. Kurucs),,51,56
226,3,10:56.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),51,59
227,3,10:42.0,K. Walker makes 2-pt jump shot from 11 ft,,53,59
228,3,10:24.0,,D. Russell makes 2-pt jump shot from 21 ft (assist by R. Hollis-Jefferson),53,61
229,3,10:12.0,K. Walker makes 2-pt jump shot from 11 ft,,55,61
230,3,9:59.0,,R. Kurucs misses 3-pt jump shot from 25 ft,55,61
231,3,9:56.0,Defensive rebound by M. Williams,,55,61
232,3,9:48.0,J. Lamb misses 2-pt jump shot from 16 ft,,55,61
233,3,9:45.0,,Defensive rebound by J. Allen,55,61
234,3,9:33.0,,J. Allen makes 2-pt dunk from 2 ft (assist by J. Harris),55,63
235,3,9:17.0,K. Walker misses 2-pt jump shot from 16 ft,,55,63
236,3,9:17.0,,Defensive rebound by R. Hollis-Jefferson,55,63
237,3,9:07.0,,R. Hollis-Jefferson misses 2-pt jump shot from 4 ft,55,63
238,3,9:07.0,,Offensive rebound by R. Kurucs,55,63
239,3,9:01.0,,R. Kurucs makes 2-pt layup from 2 ft,55,65
240,3,8:54.0,N. Batum makes 2-pt jump shot from 8 ft (assist by K. Walker),,57,65
241,3,8:54.0,Shooting foul by D. Russell (drawn by N. Batum),,57,65
242,3,8:54.0,N. Batum makes free throw 1 of 1,,58,65
243,3,8:38.0,,D. Russell misses 3-pt jump shot from 25 ft,58,65
244,3,8:37.0,Defensive rebound by Team,,58,65
245,3,8:37.0,,Loose ball foul by R. Kurucs (drawn by J. Lamb),58,65
246,3,8:37.0,,Technical foul by R. Kurucs,58,65
247,3,8:37.0,K. Walker makes technical free throw,,59,65
248,3,8:37.0,,D. Carroll enters the game for R. Kurucs,59,65
249,3,8:29.0,K. Walker makes 3-pt jump shot from 25 ft,,62,65
250,3,8:13.0,,Violation by Team (kicked ball),62,65
251,3,8:06.0,Offensive foul by C. Zeller (drawn by R. Hollis-Jefferson),,62,65
252,3,8:06.0,Turnover by C. Zeller (offensive foul),,62,65
253,3,7:45.0,,J. Harris makes 2-pt layup from 6 ft,62,67
254,3,7:33.0,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),,65,67
255,3,7:17.0,,Turnover by J. Harris (bad pass; steal by J. Lamb),65,67
256,3,7:15.0,Shooting foul by D. Russell (drawn by J. Lamb),,65,67
257,3,7:15.0,,Brooklyn full timeout,65,67
258,3,7:15.0,J. Lamb makes free throw 1 of 2,,66,67
259,3,7:15.0,J. Lamb makes free throw 2 of 2,,67,67
260,3,6:58.0,,Turnover by J. Harris (bad pass; steal by J. Lamb),67,67
261,3,6:54.0,J. Lamb makes 2-pt dunk from 1 ft,,69,67
262,3,6:54.0,,S. Dinwiddie enters the game for D. Russell,69,67
263,3,6:38.0,Loose ball foul by N. Batum (drawn by S. Dinwiddie),,69,67
264,3,6:26.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,69,70
265,3,6:06.0,K. Walker misses 2-pt jump shot from 20 ft,,69,70
266,3,6:04.0,,Defensive rebound by J. Allen,69,70
267,3,5:59.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by S. Dinwiddie),69,72
268,3,5:59.0,Charlotte full timeout,,69,72
269,3,5:59.0,M. Bridges enters the game for C. Zeller,,69,72
270,3,5:46.0,M. Bridges misses 3-pt jump shot from 23 ft (block by R. Hollis-Jefferson),,69,72
271,3,5:43.0,,Defensive rebound by J. Allen,69,72
272,3,5:32.0,,J. Allen misses 2-pt layup from 1 ft,69,72
273,3,5:30.0,Defensive rebound by M. Williams,,69,72
274,3,5:22.0,K. Walker makes 2-pt jump shot from 5 ft,,71,72
275,3,5:11.0,,Personal foul by K. Walker (drawn by J. Allen),71,72
276,3,4:58.0,,D. Carroll misses 3-pt jump shot from 24 ft,71,72
277,3,4:56.0,,Offensive rebound by R. Hollis-Jefferson,71,72
278,3,4:53.0,,J. Allen misses 3-pt jump shot from 23 ft,71,72
279,3,4:47.0,,Offensive rebound by R. Hollis-Jefferson,71,72
280,3,4:43.0,,R. Hollis-Jefferson makes 2-pt jump shot from 11 ft (assist by S. Dinwiddie),71,74
281,3,4:22.0,K. Walker misses 2-pt layup from 3 ft,,71,74
282,3,4:20.0,,Defensive rebound by R. Hollis-Jefferson,71,74
283,3,4:11.0,,Shooting foul by M. Williams (drawn by D. Carroll),71,74
284,3,4:11.0,,D. Carroll makes free throw 1 of 2,71,75
285,3,4:11.0,,E. Davis enters the game for J. Allen,71,75
286,3,4:11.0,,J. Dudley enters the game for R. Hollis-Jefferson,71,75
287,3,4:11.0,,D. Carroll makes free throw 2 of 2,71,76
288,3,3:50.0,J. Lamb makes 2-pt jump shot from 12 ft,,73,76
289,3,3:25.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,73,76
290,3,3:25.0,,Offensive rebound by D. Carroll,73,76
291,3,3:20.0,,Turnover by D. Carroll (lost ball; steal by M. Williams),73,76
292,3,3:14.0,Personal foul by J. Harris (drawn by K. Walker),,73,76
293,3,3:05.0,M. Williams misses 3-pt jump shot from 26 ft,,73,76
294,3,2:58.0,,Defensive rebound by J. Harris,73,76
295,3,2:54.0,,S. Dinwiddie makes 2-pt layup from 3 ft,73,78
296,3,2:27.0,Turnover by Team (shot clock),,73,78
297,3,2:27.0,W. Hernangómez enters the game for J. Lamb,,73,78
298,3,2:27.0,T. Parker enters the game for M. Williams,,73,78
299,3,2:27.0,,D. Russell enters the game for J. Harris,73,78
300,3,2:08.0,,D. Russell misses 3-pt jump shot from 26 ft,73,78
301,3,2:05.0,Defensive rebound by W. Hernangómez,,73,78
302,3,1:56.0,Shooting foul by E. Davis (drawn by W. Hernangómez),,73,78
303,3,1:56.0,W. Hernangómez misses free throw 1 of 2,,73,78
304,3,1:56.0,Offensive rebound by Team,,73,78
305,3,1:56.0,W. Hernangómez misses free throw 2 of 2,,73,78
306,3,1:53.0,,Defensive rebound by E. Davis,73,78
307,3,1:45.0,,Personal foul by N. Batum (drawn by S. Dinwiddie),73,78
308,3,1:34.0,,Personal foul by N. Batum (drawn by S. Dinwiddie),73,78
309,3,1:34.0,,S. Dinwiddie makes free throw 1 of 2,73,79
310,3,1:34.0,,S. Dinwiddie misses free throw 2 of 2,73,79
311,3,1:32.0,Defensive rebound by M. Bridges,,73,79
312,3,1:24.0,T. Parker makes 2-pt jump shot from 18 ft (assist by W. Hernangómez),,75,79
313,3,1:01.0,,D. Russell misses 2-pt layup from 3 ft,75,79
314,3,1:01.0,Defensive rebound by Team,,75,79
315,3,1:01.0,,Loose ball foul by E. Davis (drawn by W. Hernangómez),75,79
316,3,1:01.0,W. Hernangómez makes free throw 1 of 2,,76,79
317,3,1:01.0,W. Hernangómez makes free throw 2 of 2,,77,79
318,3,0:43.0,,E. Davis misses 2-pt jump shot from 2 ft (block by M. Bridges),77,79
319,3,0:39.0,Defensive rebound by W. Hernangómez,,77,79
320,3,0:35.0,T. Parker misses 2-pt layup from 6 ft,,77,79
321,3,0:33.0,Offensive rebound by W. Hernangómez,,77,79
322,3,0:31.0,W. Hernangómez misses 2-pt layup from 2 ft,,77,79
323,3,0:28.0,,Defensive rebound by D. Carroll,77,79
324,3,0:20.0,,Turnover by E. Davis (off goaltending),77,79
325,3,0:20.0,M. Williams enters the game for M. Bridges,,77,79
326,3,0:20.0,,R. Hollis-Jefferson enters the game for D. Russell,77,79
327,3,0:00.0,K. Walker misses 2-pt jump shot from 22 ft,,77,79
328,3,0:00.0,Offensive rebound by Team,,77,79
329,4,11:47.0,,D. Carroll makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),77,82
330,4,11:32.0,M. Kidd-Gilchrist makes 2-pt jump shot from 20 ft (assist by T. Parker),,79,82
331,4,11:11.0,,D. Russell makes 2-pt jump shot from 17 ft (assist by S. Dinwiddie),79,84
332,4,10:58.0,M. Monk misses 3-pt jump shot from 23 ft,,79,84
333,4,10:53.0,Offensive rebound by W. Hernangómez,,79,84
334,4,10:47.0,W. Hernangómez misses 2-pt layup from 4 ft (block by R. Hollis-Jefferson),,79,84
335,4,10:43.0,Offensive rebound by W. Hernangómez,,79,84
336,4,10:40.0,J. Lamb makes 2-pt jump shot from 15 ft (assist by W. Hernangómez),,81,84
337,4,10:12.0,,D. Carroll misses 2-pt jump shot from 11 ft,81,84
338,4,10:10.0,Defensive rebound by W. Hernangómez,,81,84
339,4,10:01.0,T. Parker makes 2-pt jump shot from 8 ft,,83,84
340,4,10:01.0,Shooting foul by D. Russell (drawn by T. Parker),,83,84
341,4,10:01.0,,R. Kurucs enters the game for S. Dinwiddie,83,84
342,4,10:01.0,T. Parker makes free throw 1 of 1,,84,84
343,4,9:45.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,84,84
344,4,9:43.0,Defensive rebound by M. Kidd-Gilchrist,,84,84
345,4,9:36.0,T. Parker misses 2-pt jump shot from 17 ft,,84,84
346,4,9:33.0,,Defensive rebound by R. Kurucs,84,84
347,4,9:22.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by J. Dudley),84,86
348,4,9:07.0,W. Hernangómez makes 2-pt jump shot from 7 ft (assist by M. Monk),,86,86
349,4,8:56.0,,D. Carroll misses 3-pt jump shot from 25 ft,86,86
350,4,8:53.0,Defensive rebound by M. Kidd-Gilchrist,,86,86
351,4,8:42.0,Shooting foul by R. Hollis-Jefferson (drawn by J. Lamb),,86,86
352,4,8:42.0,J. Lamb makes free throw 1 of 2,,87,86
353,4,8:42.0,J. Lamb misses free throw 2 of 2,,87,86
354,4,8:40.0,,Defensive rebound by R. Kurucs,87,86
355,4,8:28.0,,D. Russell misses 3-pt jump shot from 25 ft,87,86
356,4,8:25.0,Defensive rebound by W. Hernangómez,,87,86
357,4,8:09.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,,87,86
358,4,8:06.0,,Defensive rebound by J. Dudley,87,86
359,4,8:00.0,,Personal foul by M. Monk (drawn by J. Dudley),87,86
360,4,7:59.0,,Offensive foul by R. Hollis-Jefferson (drawn by M. Monk),87,86
361,4,7:59.0,,Turnover by R. Hollis-Jefferson (offensive foul),87,86
362,4,7:47.0,Shooting foul by J. Dudley (drawn by M. Kidd-Gilchrist),,87,86
363,4,7:47.0,M. Kidd-Gilchrist makes free throw 1 of 2,,88,86
364,4,7:47.0,,S. Dinwiddie enters the game for D. Carroll,88,86
365,4,7:47.0,M. Kidd-Gilchrist misses free throw 2 of 2,,88,86
366,4,7:45.0,,Defensive rebound by R. Kurucs,88,86
367,4,7:35.0,,Shooting foul by W. Hernangómez (drawn by R. Hollis-Jefferson),88,86
368,4,7:35.0,,R. Hollis-Jefferson makes free throw 1 of 2,88,87
369,4,7:35.0,,J. Harris enters the game for D. Russell,88,87
