,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,NEW YORK_ACTION,LA CLIPPERS_SCORE,NEW YORK_SCORE
378,4,8:59.0,,E. Mudiay enters the game for M. Hezonja,95,91
379,4,8:59.0,,L. Thomas enters the game for J. Jenkins,95,91
380,4,8:59.0,M. Harrell makes free throw 1 of 1,,96,91
381,4,8:50.0,,Personal foul by G. Temple (drawn by D. Dotson),96,91
382,4,8:50.0,D. Gallinari enters the game for J. Green,,96,91
383,4,8:50.0,I. Zubac enters the game for M. Harrell,,96,91
384,4,8:40.0,,K. Allen makes 2-pt layup from 1 ft,96,93
385,4,8:27.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by M. Robinson),,96,93
386,4,8:15.0,,L. Thomas makes 3-pt jump shot from 26 ft (assist by E. Mudiay),96,96
387,4,8:14.0,LA Clippers full timeout,,96,96
388,4,7:51.0,D. Gallinari misses 3-pt jump shot from 25 ft,,96,96
389,4,7:49.0,,Defensive rebound by M. Robinson,96,96
390,4,7:34.0,,Personal foul by S. Gilgeous-Alexander (drawn by K. Allen),96,96
391,4,7:34.0,P. Beverley enters the game for W. Chandler,,96,96
392,4,7:34.0,L. Williams enters the game for G. Temple,,96,96
393,4,7:34.0,,D. Jordan enters the game for M. Robinson,96,96
394,4,7:26.0,,D. Jordan misses 2-pt hook shot from 9 ft (block by I. Zubac),96,96
395,4,7:24.0,,Offensive rebound by E. Mudiay,96,96
396,4,7:20.0,,K. Allen makes 3-pt jump shot from 26 ft (assist by E. Mudiay),96,99
397,4,7:02.0,Shooting foul by D. Dotson (drawn by D. Gallinari),,96,99
398,4,7:02.0,D. Gallinari makes free throw 1 of 2,,97,99
399,4,7:02.0,M. Harrell enters the game for I. Zubac,,97,99
400,4,7:02.0,D. Gallinari makes free throw 2 of 2,,98,99
401,4,6:53.0,,D. Dotson misses 2-pt jump shot from 23 ft,98,99
402,4,6:52.0,Defensive rebound by Team,,98,99
403,4,6:43.0,L. Williams makes 3-pt jump shot from 26 ft,,101,99
404,4,6:27.0,,K. Allen makes 2-pt jump shot from 8 ft,101,101
405,4,6:04.0,L. Williams misses 3-pt jump shot from 26 ft,,101,101
406,4,6:02.0,,Defensive rebound by K. Allen,101,101
407,4,5:56.0,,Offensive foul by K. Allen (drawn by M. Harrell),101,101
408,4,5:56.0,,Turnover by K. Allen (offensive foul),101,101
409,4,5:56.0,,J. Jenkins enters the game for D. Dotson,101,101
410,4,5:49.0,Turnover by M. Harrell (traveling),,101,101
411,4,5:27.0,,J. Jenkins misses 3-pt jump shot from 27 ft,101,101
412,4,5:25.0,Defensive rebound by D. Gallinari,,101,101
413,4,5:12.0,M. Harrell makes 2-pt layup from 4 ft,,103,101
414,4,4:47.0,,E. Mudiay makes 2-pt jump shot from 21 ft (assist by D. Jordan),103,103
415,4,4:39.0,,Violation by Team (kicked ball),103,103
416,4,4:39.0,,D. Dotson enters the game for K. Allen,103,103
417,4,4:32.0,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,,103,103
418,4,4:30.0,,Defensive rebound by D. Jordan,103,103
419,4,4:24.0,,Shooting foul by D. Gallinari (drawn by D. Dotson),103,103
420,4,4:24.0,,D. Dotson misses free throw 1 of 2,103,103
421,4,4:24.0,,Offensive rebound by Team,103,103
422,4,4:24.0,,D. Dotson makes free throw 2 of 2,103,104
423,4,4:12.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by M. Harrell),,106,104
424,4,3:55.0,,E. Mudiay misses 2-pt jump shot from 12 ft,106,104
425,4,3:53.0,Defensive rebound by D. Gallinari,,106,104
426,4,3:48.0,Shooting foul by L. Thomas (drawn by D. Gallinari),,106,104
427,4,3:48.0,D. Gallinari makes free throw 1 of 2,,107,104
428,4,3:48.0,,K. Allen enters the game for J. Jenkins,107,104
429,4,3:48.0,D. Gallinari makes free throw 2 of 2,,108,104
430,4,3:27.0,,E. Mudiay misses 2-pt layup from 3 ft (block by M. Harrell),108,104
431,4,3:25.0,,Offensive rebound by D. Dotson,108,104
432,4,3:23.0,,K. Allen misses 2-pt jump shot from 20 ft,108,104
433,4,3:21.0,,Offensive rebound by D. Jordan,108,104
434,4,3:21.0,,Turnover by D. Jordan (bad pass),108,104
435,4,3:02.0,L. Williams makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),,111,104
436,4,3:00.0,,New York full timeout,111,104
437,4,2:46.0,,K. Allen makes 2-pt layup from 2 ft (assist by L. Thomas),111,106
438,4,2:26.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,114,106
439,4,2:10.0,,E. Mudiay misses 2-pt layup from 2 ft (block by P. Beverley),114,106
440,4,2:09.0,,Offensive rebound by L. Thomas,114,106
441,4,2:08.0,,Shooting foul by S. Gilgeous-Alexander (drawn by L. Thomas),114,106
442,4,2:08.0,,L. Thomas makes free throw 1 of 2,114,107
443,4,2:08.0,,L. Thomas makes free throw 2 of 2,114,108
444,4,1:57.0,L. Williams makes 2-pt jump shot from 2 ft,,116,108
445,4,1:41.0,,Turnover by L. Thomas (bad pass),116,108
446,4,1:25.0,Personal foul by L. Thomas (drawn by D. Gallinari),,116,108
447,4,1:25.0,D. Gallinari misses free throw 1 of 2,,116,108
448,4,1:25.0,Offensive rebound by Team,,116,108
449,4,1:25.0,D. Gallinari makes free throw 2 of 2,,117,108
450,4,1:14.0,,Turnover by E. Mudiay (bad pass; steal by S. Gilgeous-Alexander),117,108
451,4,0:59.0,L. Williams makes 2-pt jump shot from 13 ft,,119,108
452,4,0:54.0,,Shooting foul by P. Beverley (drawn by K. Allen),119,108
453,4,0:54.0,,K. Allen makes free throw 1 of 2,119,109
454,4,0:54.0,,K. Allen makes free throw 2 of 2,119,110
455,4,0:34.0,L. Williams makes 3-pt jump shot from 27 ft,,122,110
456,4,0:28.0,,K. Allen makes 3-pt jump shot from 27 ft,122,113
457,4,0:26.0,Personal take foul by K. Allen (drawn by L. Williams),,122,113
458,4,0:26.0,,J. Jenkins enters the game for K. Allen,122,113
459,4,0:26.0,L. Williams makes free throw 1 of 2,,123,113
460,4,0:26.0,L. Williams makes free throw 2 of 2,,124,113
461,4,0:20.0,,E. Mudiay misses 3-pt jump shot from 26 ft,124,113
462,4,0:18.0,Defensive rebound by D. Gallinari,,124,113
