,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,WASHINGTON_ACTION,LA LAKERS_SCORE,WASHINGTON_SCORE
28,1,7:57.0,Offensive rebound by T. Chandler,,4,16
29,1,7:56.0,T. Chandler makes 2-pt layup from 2 ft,,6,16
30,1,7:51.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by J. Wall),6,18
31,1,7:34.0,L. James makes 2-pt layup from 2 ft,,8,18
32,1,7:22.0,,J. Wall makes 2-pt jump shot from 8 ft,8,20
33,1,6:59.0,L. Ball misses 3-pt jump shot from 26 ft,,8,20
34,1,6:59.0,,Defensive rebound by Team,8,20
35,1,6:59.0,L. Stephenson enters the game for L. Ball,,8,20
36,1,6:43.0,,J. Wall makes 2-pt jump shot from 18 ft,8,22
37,1,6:14.0,J. Hart misses 3-pt jump shot from 28 ft,,8,22
38,1,6:11.0,,Defensive rebound by B. Beal,8,22
39,1,6:06.0,,B. Beal misses 3-pt jump shot from 25 ft,8,22
40,1,6:04.0,,Offensive rebound by B. Beal,8,22
41,1,6:03.0,,B. Beal misses 2-pt layup from 2 ft,8,22
42,1,6:01.0,Defensive rebound by T. Chandler,,8,22
43,1,5:57.0,J. Hart misses 2-pt layup from 2 ft (block by T. Bryant),,8,22
44,1,5:57.0,,Defensive rebound by T. Satoranský,8,22
45,1,5:53.0,,Personal take foul by K. Kuzma (drawn by T. Satoranský),8,22
46,1,5:53.0,M. Wagner enters the game for T. Chandler,,8,22
47,1,5:53.0,,T. Brown enters the game for T. Satoranský,8,22
48,1,5:42.0,,J. Wall misses 2-pt layup from 3 ft,8,22
49,1,5:41.0,Defensive rebound by L. Stephenson,,8,22
50,1,5:38.0,Turnover by L. Stephenson (lost ball; steal by J. Wall),,8,22
51,1,5:33.0,,J. Wall makes 2-pt layup from 2 ft,8,24
52,1,5:33.0,LA Lakers full timeout,,8,24
53,1,5:24.0,J. Hart misses 3-pt jump shot from 26 ft,,8,24
54,1,5:22.0,Offensive rebound by Team,,8,24
55,1,5:13.0,L. Stephenson misses 3-pt jump shot from 25 ft,,8,24
56,1,5:10.0,Offensive rebound by L. Stephenson,,8,24
57,1,5:00.0,Turnover by M. Wagner (lost ball; steal by T. Brown),,8,24
58,1,4:53.0,,J. Wall makes 2-pt layup from 1 ft,8,26
59,1,4:38.0,Turnover by K. Kuzma (bad pass; steal by T. Brown),,8,26
60,1,4:34.0,,Turnover by T. Brown (bad pass),8,26
61,1,4:22.0,Turnover by K. Kuzma (bad pass),,8,26
62,1,4:22.0,,M. Morris enters the game for J. Green,8,26
63,1,4:08.0,,J. Wall misses 2-pt layup from 3 ft,8,26
64,1,4:06.0,Defensive rebound by L. James,,8,26
65,1,4:02.0,L. James misses 2-pt layup from 5 ft,,8,26
66,1,3:58.0,,Defensive rebound by T. Brown,8,26
67,1,3:53.0,,M. Morris misses 3-pt jump shot from 24 ft,8,26
68,1,3:50.0,Defensive rebound by L. James,,8,26
69,1,3:40.0,J. Hart misses 3-pt jump shot from 26 ft,,8,26
70,1,3:36.0,Offensive rebound by M. Wagner,,8,26
71,1,3:31.0,K. Kuzma makes 2-pt layup from 2 ft (assist by L. James),,10,26
72,1,3:30.0,,Washington full timeout,10,26
73,1,3:30.0,K. Caldwell-Pope enters the game for J. Hart,,10,26
74,1,3:30.0,S. Mykhailiuk enters the game for K. Kuzma,,10,26
75,1,3:30.0,,T. Satoranský enters the game for J. Wall,10,26
76,1,3:15.0,,Shooting foul by L. Stephenson (drawn by T. Satoranský),10,26
77,1,3:15.0,,T. Satoranský makes free throw 1 of 2,10,27
78,1,3:15.0,,T. Satoranský makes free throw 2 of 2,10,28
79,1,3:06.0,M. Wagner misses 3-pt jump shot from 26 ft,,10,28
80,1,3:03.0,,Defensive rebound by T. Brown,10,28
81,1,2:56.0,,B. Beal misses 2-pt jump shot from 17 ft,10,28
82,1,2:53.0,Defensive rebound by L. Stephenson,,10,28
83,1,2:49.0,Shooting foul by T. Satoranský (drawn by L. Stephenson),,10,28
84,1,2:49.0,L. Stephenson makes free throw 1 of 2,,11,28
85,1,2:49.0,L. Stephenson misses free throw 2 of 2,,11,28
86,1,2:48.0,,Defensive rebound by M. Morris,11,28
87,1,2:30.0,,T. Bryant misses 2-pt layup from 2 ft,11,28
88,1,2:29.0,,Offensive rebound by T. Bryant,11,28
89,1,2:28.0,,T. Bryant misses 2-pt dunk from 2 ft,11,28
90,1,2:26.0,Defensive rebound by L. James,,11,28
91,1,2:24.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by L. James),,14,28
92,1,2:08.0,,Turnover by B. Beal (out of bounds lost ball),14,28
93,1,2:06.0,L. James makes 2-pt layup from 3 ft (assist by L. Stephenson),,16,28
94,1,1:49.0,,M. Morris makes 2-pt layup from 2 ft (assist by T. Brown),16,30
95,1,1:26.0,L. Stephenson misses 3-pt jump shot from 26 ft,,16,30
96,1,1:23.0,,Defensive rebound by M. Morris,16,30
97,1,1:16.0,,M. Morris misses 3-pt jump shot from 25 ft,16,30
98,1,1:13.0,Defensive rebound by L. Stephenson,,16,30
99,1,1:07.0,M. Wagner makes 3-pt jump shot from 25 ft (assist by L. Stephenson),,19,30
100,1,0:43.0,,T. Brown misses 2-pt jump shot from 11 ft,19,30
101,1,0:42.0,Defensive rebound by K. Caldwell-Pope,,19,30
102,1,0:35.0,L. James makes 2-pt layup from 1 ft,,21,30
103,1,0:30.0,,Turnover by B. Beal (lost ball; steal by K. Caldwell-Pope),21,30
104,1,0:26.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,23,30
105,1,0:07.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Satoranský),23,33
106,1,0:05.0,Personal take foul by M. Morris (drawn by L. James),,23,33
107,1,0:01.0,L. James misses 2-pt jump shot from 12 ft,,23,33
108,1,0:00.0,Offensive rebound by Team,,23,33
109,2,11:47.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by S. Dekker),23,35
110,2,11:34.0,Turnover by S. Mykhailiuk (bad pass; steal by S. Dekker),,23,35
111,2,11:29.0,,Turnover by J. Wall (lost ball; steal by T. Chandler),23,35
112,2,11:24.0,Offensive foul by K. Kuzma (drawn by J. Wall),,23,35
113,2,11:24.0,Turnover by K. Kuzma (offensive foul),,23,35
114,2,11:13.0,,Turnover by M. Morris (traveling),23,35
115,2,11:00.0,Def 3 sec tech foul by Team,,23,35
116,2,11:00.0,K. Caldwell-Pope makes technical free throw,,24,35
117,2,10:52.0,S. Mykhailiuk makes 2-pt jump shot from 18 ft,,26,35
118,2,10:29.0,,S. Dekker misses 3-pt jump shot from 25 ft,26,35
119,2,10:26.0,Defensive rebound by K. Kuzma,,26,35
120,2,10:22.0,L. Ball makes 3-pt jump shot from 25 ft (assist by K. Kuzma),,29,35
121,2,10:08.0,,S. Dekker makes 2-pt dunk from 1 ft (assist by J. Wall),29,37
122,2,9:55.0,S. Mykhailiuk misses 3-pt jump shot from 23 ft,,29,37
123,2,9:53.0,,Defensive rebound by M. Morris,29,37
124,2,9:46.0,,J. Wall misses 3-pt jump shot from 26 ft,29,37
125,2,9:43.0,,Offensive rebound by M. Morris,29,37
126,2,9:41.0,,M. Morris makes 2-pt layup from 2 ft,29,39
127,2,9:30.0,Turnover by L. Ball (bad pass; steal by T. Brown),,29,39
128,2,9:26.0,,S. Dekker makes 2-pt layup from 1 ft (assist by J. Wall),29,41
129,2,9:07.0,K. Kuzma makes 2-pt hook shot from 6 ft,,31,41
130,2,8:45.0,,S. Dekker misses 2-pt layup from 2 ft (block by T. Chandler),31,41
131,2,8:42.0,Defensive rebound by T. Chandler,,31,41
132,2,8:41.0,S. Mykhailiuk makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),,33,41
133,2,8:41.0,Shooting foul by J. Wall (drawn by S. Mykhailiuk),,33,41
134,2,8:41.0,S. Mykhailiuk makes free throw 1 of 1,,34,41
135,2,8:20.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by S. Dekker),34,44
136,2,8:05.0,L. Ball misses 2-pt jump shot from 14 ft,,34,44
137,2,8:03.0,,Defensive rebound by S. Dekker,34,44
138,2,8:00.0,,Shooting foul by L. Ball (drawn by J. Wall),34,44
139,2,8:00.0,,J. Wall makes free throw 1 of 2,34,45
140,2,8:00.0,J. Hart enters the game for K. Kuzma,,34,45
141,2,8:00.0,L. James enters the game for S. Mykhailiuk,,34,45
142,2,8:00.0,,B. Beal enters the game for T. Brown,34,45
143,2,8:00.0,,J. Wall makes free throw 2 of 2,34,46
144,2,7:43.0,Personal foul by S. Dekker (drawn by K. Caldwell-Pope),,34,46
145,2,7:43.0,,J. Green enters the game for S. Dekker,34,46
146,2,7:31.0,L. James misses 3-pt jump shot from 28 ft,,34,46
147,2,7:29.0,,Defensive rebound by J. Wall,34,46
148,2,7:26.0,,J. Wall misses 2-pt layup from 2 ft (block by L. Ball),34,46
149,2,7:26.0,,Offensive rebound by Team,34,46
150,2,7:22.0,,B. Beal misses 2-pt layup from 2 ft,34,46
151,2,7:20.0,Defensive rebound by L. Ball,,34,46
152,2,7:17.0,Turnover by L. Ball (traveling),,34,46
153,2,7:04.0,,J. Wall makes 3-pt jump shot from 23 ft,34,49
154,2,6:47.0,Turnover by L. James (bad pass; steal by T. Satoranský),,34,49
155,2,6:42.0,,J. Wall misses 2-pt layup from 3 ft,34,49
156,2,6:41.0,Defensive rebound by K. Caldwell-Pope,,34,49
157,2,6:36.0,K. Caldwell-Pope makes 3-pt jump shot from 31 ft,,37,49
158,2,6:18.0,,J. Green makes 3-pt jump shot from 23 ft (assist by J. Wall),37,52
159,2,6:00.0,L. James misses 2-pt hook shot from 2 ft,,37,52
160,2,5:57.0,Offensive rebound by T. Chandler,,37,52
161,2,5:57.0,T. Chandler misses 2-pt layup from 1 ft,,37,52
162,2,5:57.0,,Defensive rebound by J. Green,37,52
163,2,5:57.0,,Personal take foul by K. Caldwell-Pope (drawn by T. Satoranský),37,52
164,2,5:57.0,,Washington full timeout,37,52
165,2,5:57.0,K. Kuzma enters the game for T. Chandler,,37,52
166,2,5:51.0,,B. Beal misses 2-pt jump shot from 15 ft,37,52
167,2,5:47.0,Defensive rebound by L. James,,37,52
168,2,5:44.0,Shooting foul by M. Morris (drawn by L. James),,37,52
169,2,5:44.0,L. James misses free throw 1 of 2,,37,52
170,2,5:44.0,Offensive rebound by Team,,37,52
171,2,5:44.0,L. James makes free throw 2 of 2,,38,52
172,2,5:40.0,,Washington full timeout,38,52
173,2,5:40.0,,S. Dekker enters the game for M. Morris,38,52
174,2,5:33.0,,J. Green misses 2-pt layup from 2 ft (block by L. Ball),38,52
175,2,5:30.0,Defensive rebound by K. Kuzma,,38,52
176,2,5:29.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by K. Kuzma),,40,52
177,2,5:12.0,,B. Beal misses 2-pt layup from 4 ft,40,52
178,2,5:11.0,Defensive rebound by K. Kuzma,,40,52
179,2,5:06.0,J. Hart makes 2-pt layup from 3 ft (assist by K. Caldwell-Pope),,42,52
180,2,4:43.0,,J. Wall makes 2-pt layup from 1 ft,42,54
181,2,4:37.0,Turnover by K. Kuzma (traveling),,42,54
182,2,4:26.0,,J. Wall makes 2-pt layup from 1 ft,42,56
183,2,4:05.0,L. Ball misses 3-pt jump shot from 27 ft,,42,56
184,2,4:03.0,,Defensive rebound by J. Green,42,56
185,2,3:57.0,,J. Green misses 2-pt layup from 3 ft (block by L. James),42,56
186,2,3:55.0,Defensive rebound by K. Kuzma,,42,56
187,2,3:52.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by K. Kuzma),,45,56
188,2,3:38.0,,Turnover by S. Dekker (out of bounds lost ball),45,56
189,2,3:33.0,Turnover by L. James (bad pass; steal by S. Dekker),,45,56
190,2,3:19.0,,S. Dekker makes 2-pt dunk from 1 ft (assist by J. Wall),45,58
191,2,3:08.0,Turnover by K. Kuzma (out of bounds lost ball),,45,58
192,2,2:58.0,,B. Beal misses 2-pt jump shot from 18 ft,45,58
193,2,2:54.0,Defensive rebound by K. Caldwell-Pope,,45,58
194,2,2:52.0,L. Ball misses 2-pt layup from 3 ft (block by J. Wall),,45,58
195,2,2:52.0,Offensive rebound by Team,,45,58
196,2,2:36.0,L. James misses 2-pt layup from 4 ft (block by J. Green),,45,58
197,2,2:33.0,,Defensive rebound by J. Green,45,58
198,2,2:26.0,,J. Wall misses 3-pt jump shot from 26 ft,45,58
199,2,2:24.0,,Offensive rebound by B. Beal,45,58
200,2,2:23.0,,B. Beal misses 2-pt layup from 3 ft (block by J. Hart),45,58
201,2,2:19.0,,Offensive rebound by B. Beal,45,58
202,2,2:19.0,,B. Beal makes 2-pt layup from 2 ft,45,60
203,2,2:07.0,L. James misses 2-pt layup from 5 ft,,45,60
204,2,2:04.0,,Defensive rebound by T. Satoranský,45,60
205,2,2:01.0,,S. Dekker makes 2-pt dunk from 2 ft (assist by J. Wall),45,62
206,2,2:01.0,LA Lakers full timeout,,45,62
207,2,2:01.0,T. Chandler enters the game for K. Kuzma,,45,62
208,2,1:48.0,K. Caldwell-Pope makes 2-pt layup from 2 ft,,47,62
209,2,1:31.0,,B. Beal misses 3-pt jump shot from 25 ft,47,62
210,2,1:29.0,,Offensive rebound by B. Beal,47,62
211,2,1:26.0,,Personal foul by J. Hart (drawn by B. Beal),47,62
212,2,1:26.0,S. Mykhailiuk enters the game for J. Hart,,47,62
213,2,1:16.0,,S. Dekker makes 2-pt jump shot from 14 ft (assist by B. Beal),47,64
214,2,1:00.0,K. Caldwell-Pope makes 2-pt jump shot from 15 ft,,49,64
215,2,0:50.0,,J. Wall makes 2-pt jump shot from 16 ft,49,66
216,2,0:46.0,Personal foul by J. Green (drawn by L. James),,49,66
217,2,0:41.0,Shooting foul by S. Dekker (drawn by K. Caldwell-Pope),,49,66
218,2,0:41.0,K. Caldwell-Pope makes free throw 1 of 2,,50,66
219,2,0:41.0,K. Caldwell-Pope makes free throw 2 of 2,,51,66
220,2,0:36.0,,T. Satoranský makes 3-pt jump shot from 23 ft (assist by B. Beal),51,69
221,2,0:23.0,L. James misses 2-pt layup from 2 ft,,51,69
222,2,0:21.0,,Defensive rebound by B. Beal,51,69
223,2,0:01.0,,J. Wall makes 2-pt jump shot from 16 ft,51,71
224,3,11:47.0,,Turnover by B. Beal (bad pass; steal by L. Ball),51,71
225,3,11:43.0,L. Ball makes 2-pt layup at rim,,53,71
226,3,11:30.0,,Personal foul by K. Kuzma (drawn by T. Bryant),53,71
227,3,11:17.0,,J. Wall makes 3-pt jump shot from 28 ft (assist by J. Green),53,74
228,3,11:01.0,L. Ball misses 3-pt jump shot from 26 ft,,53,74
229,3,10:58.0,,Defensive rebound by J. Green,53,74
230,3,10:47.0,,J. Wall makes 2-pt jump shot from 15 ft,53,76
231,3,10:28.0,K. Kuzma misses 2-pt layup from 5 ft (block by J. Wall),,53,76
232,3,10:28.0,Offensive rebound by Team,,53,76
233,3,10:21.0,J. Hart misses 2-pt layup from 3 ft (block by T. Bryant),,53,76
234,3,10:21.0,,Defensive rebound by T. Bryant,53,76
235,3,10:21.0,,Personal foul by J. Hart (drawn by T. Bryant),53,76
236,3,10:15.0,,J. Wall misses 3-pt jump shot from 28 ft,53,76
237,3,10:12.0,,Offensive rebound by B. Beal,53,76
238,3,10:10.0,,Turnover by B. Beal (bad pass; steal by T. Chandler),53,76
239,3,10:06.0,K. Kuzma makes 2-pt dunk from 2 ft (assist by L. Ball),,55,76
240,3,9:48.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by J. Wall),55,78
241,3,9:48.0,LA Lakers full timeout,,55,78
242,3,9:37.0,Turnover by L. James (bad pass),,55,78
243,3,9:24.0,,J. Green makes 3-pt jump shot from 26 ft (assist by J. Wall),55,81
244,3,9:12.0,Turnover by L. James (lost ball; steal by T. Bryant),,55,81
245,3,9:07.0,,B. Beal misses 2-pt layup from 4 ft,55,81
246,3,9:05.0,Defensive rebound by L. Ball,,55,81
247,3,8:53.0,J. Hart misses 3-pt jump shot from 25 ft,,55,81
248,3,8:51.0,,Defensive rebound by J. Wall,55,81
249,3,8:49.0,,J. Wall misses 2-pt layup from 3 ft (block by K. Kuzma),55,81
250,3,8:49.0,,Offensive rebound by Team,55,81
251,3,8:47.0,,T. Bryant misses 2-pt jump shot from 17 ft,55,81
252,3,8:43.0,Defensive rebound by T. Chandler,,55,81
253,3,8:35.0,K. Kuzma misses 3-pt jump shot from 25 ft,,55,81
254,3,8:33.0,Offensive rebound by K. Kuzma,,55,81
255,3,8:30.0,K. Kuzma makes 2-pt layup from 1 ft,,57,81
256,3,8:12.0,,Turnover by J. Wall (bad pass; steal by L. Ball),57,81
257,3,8:08.0,L. Ball makes 2-pt layup from 1 ft,,59,81
258,3,7:59.0,,J. Green makes 3-pt jump shot from 24 ft (assist by T. Satoranský),59,84
259,3,7:41.0,L. James misses 2-pt layup from 2 ft,,59,84
260,3,7:39.0,,Defensive rebound by T. Bryant,59,84
261,3,7:34.0,,B. Beal misses 2-pt layup from 3 ft,59,84
262,3,7:32.0,,Offensive rebound by J. Wall,59,84
263,3,7:23.0,,J. Wall misses 2-pt jump shot from 19 ft,59,84
264,3,7:21.0,Defensive rebound by T. Chandler,,59,84
265,3,7:09.0,L. Ball misses 3-pt jump shot from 24 ft,,59,84
266,3,7:06.0,,Defensive rebound by T. Bryant,59,84
267,3,6:59.0,,T. Satoranský makes 2-pt jump shot from 6 ft (assist by J. Wall),59,86
268,3,6:46.0,J. Hart misses 3-pt jump shot from 23 ft,,59,86
269,3,6:43.0,Offensive rebound by T. Chandler,,59,86
270,3,6:41.0,K. Kuzma misses 3-pt jump shot from 26 ft,,59,86
271,3,6:38.0,,Defensive rebound by B. Beal,59,86
272,3,6:34.0,,Turnover by T. Satoranský (out of bounds lost ball),59,86
273,3,6:34.0,K. Caldwell-Pope enters the game for L. Ball,,59,86
274,3,6:34.0,S. Mykhailiuk enters the game for T. Chandler,,59,86
275,3,6:34.0,M. Wagner enters the game for J. Hart,,59,86
276,3,6:16.0,K. Kuzma makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),,61,86
277,3,6:01.0,,Offensive foul by J. Wall (drawn by S. Mykhailiuk),61,86
278,3,6:01.0,,Turnover by J. Wall (offensive foul),61,86
279,3,5:46.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,61,86
280,3,5:44.0,,Defensive rebound by J. Green,61,86
281,3,5:27.0,,Turnover by J. Wall (bad pass; steal by K. Kuzma),61,86
282,3,5:21.0,K. Kuzma makes 2-pt layup from 1 ft,,63,86
283,3,5:02.0,,B. Beal makes 2-pt layup from 3 ft,63,88
284,3,4:42.0,K. Kuzma misses 3-pt jump shot from 27 ft,,63,88
285,3,4:40.0,,Defensive rebound by J. Green,63,88
286,3,4:34.0,,J. Green misses 3-pt jump shot from 26 ft,63,88
287,3,4:32.0,Defensive rebound by M. Wagner,,63,88
288,3,4:28.0,Shooting foul by T. Bryant (drawn by K. Kuzma),,63,88
289,3,4:28.0,K. Kuzma makes free throw 1 of 2,,64,88
290,3,4:28.0,K. Kuzma makes free throw 2 of 2,,65,88
291,3,4:09.0,,J. Green misses 2-pt jump shot from 11 ft,65,88
292,3,4:07.0,Defensive rebound by L. James,,65,88
293,3,4:02.0,S. Mykhailiuk misses 3-pt jump shot from 26 ft,,65,88
294,3,3:58.0,,Defensive rebound by T. Bryant,65,88
295,3,3:47.0,,Shooting foul by K. Kuzma (drawn by J. Wall),65,88
296,3,3:47.0,,J. Wall misses free throw 1 of 2,65,88
297,3,3:47.0,,Offensive rebound by Team,65,88
298,3,3:47.0,L. Stephenson enters the game for K. Kuzma,,65,88
299,3,3:47.0,,T. Brown enters the game for B. Beal,65,88
300,3,3:47.0,,S. Dekker enters the game for T. Bryant,65,88
301,3,3:47.0,,J. Wall makes free throw 2 of 2,65,89
302,3,3:41.0,Shooting foul by T. Brown (drawn by L. James),,65,89
303,3,3:41.0,L. James misses free throw 1 of 2,,65,89
304,3,3:41.0,Offensive rebound by Team,,65,89
305,3,3:41.0,L. James misses free throw 2 of 2,,65,89
306,3,3:39.0,,Defensive rebound by S. Dekker,65,89
307,3,3:19.0,,T. Brown misses 2-pt hook shot from 6 ft,65,89
308,3,3:18.0,Defensive rebound by Team,,65,89
309,3,3:13.0,L. James misses 2-pt layup from 5 ft,,65,89
310,3,3:11.0,,Defensive rebound by J. Wall,65,89
311,3,3:07.0,,J. Green makes 2-pt layup from 2 ft (assist by J. Wall),65,91
312,3,2:51.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,65,91
313,3,2:48.0,Offensive rebound by K. Caldwell-Pope,,65,91
314,3,2:39.0,L. James makes 2-pt layup from 2 ft,,67,91
315,3,2:13.0,,J. Green misses 2-pt jump shot from 21 ft,67,91
316,3,2:11.0,Defensive rebound by M. Wagner,,67,91
317,3,2:06.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. Stephenson),,70,91
318,3,2:02.0,,Washington full timeout,70,91
319,3,1:41.0,,J. Green misses 3-pt jump shot from 26 ft,70,91
320,3,1:39.0,,Offensive rebound by T. Satoranský,70,91
321,3,1:35.0,,J. Green makes 2-pt layup from 3 ft (assist by S. Dekker),70,93
322,3,1:35.0,,Shooting foul by M. Wagner (drawn by J. Green),70,93
323,3,1:35.0,,J. Green misses free throw 1 of 1,70,93
324,3,1:32.0,,Offensive rebound by S. Dekker,70,93
325,3,1:28.0,,J. Wall makes 2-pt jump shot from 21 ft,70,95
326,3,1:10.0,M. Wagner makes 2-pt layup from 1 ft (assist by L. James),,72,95
327,3,0:53.0,,T. Satoranský misses 2-pt jump shot from 10 ft,72,95
328,3,0:51.0,Defensive rebound by L. James,,72,95
329,3,0:45.0,Shooting foul by T. Satoranský (drawn by L. James),,72,95
330,3,0:45.0,L. James makes free throw 1 of 2,,73,95
331,3,0:45.0,,B. Beal enters the game for T. Brown,73,95
332,3,0:45.0,L. James makes free throw 2 of 2,,74,95
333,3,0:35.0,,Personal foul by L. Stephenson (drawn by J. Wall),74,95
334,3,0:35.0,,J. Wall misses free throw 1 of 2,74,95
335,3,0:35.0,,Offensive rebound by Team,74,95
336,3,0:35.0,Technical foul by L. Stephenson,,74,95
337,3,0:35.0,,B. Beal makes technical free throw,74,96
338,3,0:35.0,,J. Wall makes free throw 2 of 2,74,97
339,3,0:25.0,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by M. Wagner),,76,97
340,3,0:02.0,,J. Wall misses 2-pt jump shot from 12 ft,76,97
341,3,0:02.0,,Offensive rebound by T. Satoranský,76,97
342,3,0:01.0,,S. Dekker makes 2-pt layup from 2 ft (assist by T. Satoranský),76,99
343,4,11:50.0,L. Stephenson makes 2-pt layup from 2 ft,,78,99
344,4,11:26.0,,J. Green misses 2-pt jump shot from 14 ft,78,99
345,4,11:24.0,,Offensive rebound by J. Green,78,99
346,4,11:23.0,,J. Green makes 2-pt layup from 2 ft,78,101
347,4,11:07.0,L. Stephenson makes 3-pt jump shot from 26 ft,,81,101
348,4,10:53.0,,S. Dekker misses 2-pt jump shot from 20 ft,81,101
349,4,10:52.0,Defensive rebound by K. Caldwell-Pope,,81,101
350,4,10:42.0,Turnover by L. Stephenson (lost ball; steal by J. Wall),,81,101
351,4,10:35.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by S. Dekker),81,104
352,4,10:17.0,M. Wagner makes 2-pt layup from 2 ft (assist by L. Stephenson),,83,104
353,4,10:01.0,,S. Dekker makes 2-pt layup from 1 ft (assist by J. Wall),83,106
354,4,9:48.0,L. Stephenson makes 3-pt jump shot from 25 ft,,86,106
355,4,9:26.0,,S. Dekker misses 3-pt jump shot from 24 ft,86,106
356,4,9:23.0,Defensive rebound by K. Caldwell-Pope,,86,106
357,4,9:16.0,M. Wagner makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),,89,106
358,4,9:15.0,,Washington full timeout,89,106
359,4,9:03.0,,T. Satoranský misses 3-pt jump shot from 25 ft,89,106
360,4,9:00.0,Defensive rebound by S. Mykhailiuk,,89,106
361,4,8:56.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,89,106
362,4,8:53.0,,Defensive rebound by S. Dekker,89,106
363,4,8:52.0,,Turnover by S. Dekker (traveling),89,106
364,4,8:35.0,M. Wagner makes 2-pt hook shot from 6 ft (assist by K. Caldwell-Pope),,91,106
365,4,8:17.0,,S. Dekker makes 2-pt layup from 1 ft (assist by T. Satoranský),91,108
366,4,8:03.0,M. Wagner misses 2-pt layup from 2 ft,,91,108
367,4,8:01.0,,Defensive rebound by B. Beal,91,108
368,4,7:54.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),91,111
369,4,7:52.0,LA Lakers full timeout,,91,111
370,4,7:52.0,K. Kuzma enters the game for M. Wagner,,91,111
371,4,7:52.0,,T. Bryant enters the game for J. Green,91,111
372,4,7:41.0,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,,91,111
373,4,7:38.0,,Defensive rebound by B. Beal,91,111
374,4,7:22.0,,S. Dekker makes 2-pt dunk from 2 ft,91,113
375,4,7:07.0,K. Kuzma misses 3-pt jump shot from 23 ft,,91,113
376,4,7:04.0,,Defensive rebound by T. Bryant,91,113
377,4,6:47.0,,S. Dekker misses 2-pt layup from 3 ft,91,113
378,4,6:45.0,,Offensive rebound by S. Dekker,91,113
379,4,6:45.0,,S. Dekker makes 2-pt layup from 1 ft,91,115
380,4,6:35.0,Shooting foul by J. Wall (drawn by L. Stephenson),,91,115
