,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,HOUSTON_ACTION,WASHINGTON_SCORE,HOUSTON_SCORE
391,4,2:50.0,T. Brown misses 3-pt jump shot from 24 ft,,107,130
392,4,2:47.0,,Defensive rebound by G. Clark,107,130
393,4,2:42.0,,G. Clark makes 3-pt jump shot from 28 ft (assist by M. Carter-Williams),107,133
394,4,2:29.0,T. Brown misses 2-pt jump shot from 14 ft,,107,133
395,4,2:27.0,,Defensive rebound by D. House,107,133
396,4,2:23.0,,Turnover by D. House (discontinued dribble),107,133
397,4,2:09.0,T. Brown misses 2-pt layup from 3 ft,,107,133
398,4,2:06.0,,Defensive rebound by I. Hartenstein,107,133
399,4,1:53.0,,M. Carter-Williams misses 3-pt jump shot from 28 ft,107,133
400,4,1:50.0,,Offensive rebound by I. Hartenstein,107,133
401,4,1:47.0,,D. House misses 3-pt jump shot from 28 ft,107,133
402,4,1:44.0,Defensive rebound by T. Bryant,,107,133
403,4,1:25.0,J. McRae misses 2-pt jump shot from 11 ft,,107,133
404,4,1:22.0,Offensive rebound by J. McRae,,107,133
405,4,1:22.0,J. McRae makes 2-pt layup from 3 ft,,109,133
406,4,1:07.0,,Turnover by D. House (out of bounds lost ball),109,133
407,4,1:01.0,C. Randle makes 3-pt jump shot from 28 ft,,112,133
408,4,0:51.0,,M. Carter-Williams misses 3-pt jump shot from 27 ft,112,133
409,4,0:50.0,Defensive rebound by T. Satoranský,,112,133
410,4,0:43.0,C. Randle makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,115,133
411,4,0:36.0,,D. House misses 3-pt jump shot from 28 ft,115,133
412,4,0:36.0,,Offensive rebound by G. Clark,115,133
413,4,0:31.0,,M. Carter-Williams makes 3-pt jump shot from 28 ft (assist by G. Clark),115,136
414,4,0:16.0,T. Bryant makes 3-pt jump shot from 28 ft (assist by T. Brown),,118,136
