,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,OKLAHOMA CITY_ACTION,PHILADELPHIA_SCORE,OKLAHOMA CITY_SCORE
386,4,8:18.0,,T. Ferguson enters the game for R. Felton,90,85
387,4,8:18.0,,M. Morris makes free throw 2 of 2,90,86
388,4,8:03.0,A. Johnson misses 2-pt jump shot from 7 ft,,90,86
389,4,7:59.0,Offensive rebound by T. McConnell,,90,86
390,4,7:57.0,T. McConnell misses 2-pt jump shot from 16 ft,,90,86
391,4,7:54.0,,Defensive rebound by S. Adams,90,86
392,4,7:44.0,,S. Adams misses 2-pt jump shot from 10 ft,90,86
393,4,7:41.0,Defensive rebound by B. Simmons,,90,86
394,4,7:21.0,T. Harris misses 2-pt jump shot from 7 ft,,90,86
395,4,7:19.0,,Defensive rebound by Team,90,86
396,4,7:06.0,,M. Morris misses 3-pt jump shot from 25 ft,90,86
397,4,7:03.0,,Offensive rebound by S. Adams,90,86
398,4,6:56.0,,R. Westbrook misses 3-pt jump shot from 26 ft,90,86
399,4,6:51.0,Defensive rebound by A. Johnson,,90,86
400,4,6:33.0,J. Redick misses 3-pt jump shot from 26 ft,,90,86
401,4,6:29.0,,Defensive rebound by S. Adams,90,86
402,4,6:25.0,,R. Westbrook makes 2-pt layup from 3 ft,90,88
403,4,6:08.0,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Simmons),,93,88
404,4,5:51.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Westbrook),93,91
405,4,5:37.0,Shooting foul by M. Morris (drawn by B. Simmons),,93,91
406,4,5:37.0,B. Simmons misses free throw 1 of 2,,93,91
407,4,5:37.0,Offensive rebound by Team,,93,91
408,4,5:37.0,,Oklahoma City full timeout,93,91
409,4,5:37.0,J. Bolden enters the game for A. Johnson,,93,91
410,4,5:37.0,J. Butler enters the game for T. McConnell,,93,91
411,4,5:37.0,,J. Grant enters the game for S. Adams,93,91
412,4,5:37.0,,D. Schröder enters the game for A. Nader,93,91
413,4,5:37.0,B. Simmons misses free throw 2 of 2,,93,91
414,4,5:35.0,,Defensive rebound by M. Morris,93,91
415,4,5:20.0,,R. Westbrook misses 2-pt layup from 1 ft,93,91
416,4,5:19.0,Defensive rebound by B. Simmons,,93,91
417,4,5:14.0,J. Redick misses 3-pt jump shot from 23 ft,,93,91
418,4,5:11.0,,Defensive rebound by T. Ferguson,93,91
419,4,5:06.0,,R. Westbrook makes 2-pt layup from 1 ft,93,93
420,4,4:40.0,T. Harris makes 3-pt jump shot from 24 ft (assist by B. Simmons),,96,93
421,4,4:19.0,,Turnover by D. Schröder (bad pass; steal by B. Simmons),96,93
422,4,4:01.0,Offensive foul by J. Butler (drawn by T. Ferguson),,96,93
423,4,4:01.0,Turnover by J. Butler (offensive foul),,96,93
424,4,4:01.0,M. Scott enters the game for J. Bolden,,96,93
425,4,4:01.0,,S. Adams enters the game for M. Morris,96,93
426,4,3:52.0,,Turnover by S. Adams (off goaltending),96,93
427,4,3:51.0,Philadelphia full timeout,,96,93
428,4,3:29.0,T. Harris makes 2-pt jump shot from 7 ft,,98,93
429,4,3:20.0,,R. Westbrook misses 3-pt jump shot from 26 ft,98,93
430,4,3:18.0,Defensive rebound by J. Butler,,98,93
431,4,3:02.0,J. Redick misses 3-pt jump shot from 25 ft,,98,93
432,4,2:58.0,Offensive rebound by J. Redick,,98,93
433,4,2:47.0,T. Harris makes 3-pt jump shot from 25 ft,,101,93
434,4,2:29.0,,Shooting foul by M. Scott (drawn by S. Adams),101,93
435,4,2:29.0,,S. Adams misses free throw 1 of 2,101,93
436,4,2:29.0,,Offensive rebound by Team,101,93
437,4,2:29.0,,S. Adams misses free throw 2 of 2,101,93
438,4,2:27.0,Defensive rebound by T. Harris,,101,93
439,4,2:12.0,M. Scott misses 3-pt jump shot from 25 ft,,101,93
440,4,2:09.0,,Defensive rebound by J. Grant,101,93
441,4,2:05.0,,D. Schröder misses 3-pt jump shot from 28 ft,101,93
442,4,2:01.0,Defensive rebound by J. Redick,,101,93
443,4,1:52.0,J. Butler makes 2-pt dunk from 1 ft (assist by B. Simmons),,103,93
444,4,1:52.0,,Oklahoma City full timeout,103,93
445,4,1:48.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),103,96
446,4,1:29.0,J. Butler misses 2-pt jump shot from 11 ft,,103,96
447,4,1:27.0,,Defensive rebound by R. Westbrook,103,96
448,4,1:27.0,,Personal foul by B. Simmons (drawn by R. Westbrook),103,96
449,4,1:27.0,,R. Westbrook makes free throw 1 of 2,103,97
450,4,1:27.0,,M. Morris enters the game for S. Adams,103,97
451,4,1:27.0,,R. Westbrook makes free throw 2 of 2,103,98
452,4,1:10.0,Turnover by J. Butler (bad pass; steal by D. Schröder),,103,98
453,4,1:03.0,,T. Ferguson makes 2-pt layup from 1 ft (assist by R. Westbrook),103,100
454,4,1:03.0,Philadelphia full timeout,,103,100
455,4,0:53.0,M. Scott makes 3-pt jump shot from 25 ft (assist by J. Butler),,106,100
456,4,0:45.0,,M. Morris makes 2-pt layup from 1 ft (assist by R. Westbrook),106,102
457,4,0:32.0,Turnover by B. Simmons (bad pass; steal by R. Westbrook),,106,102
458,4,0:32.0,,Oklahoma City full timeout,106,102
459,4,0:32.0,J. Ennis enters the game for J. Redick,,106,102
460,4,0:28.0,,Shooting foul by T. Harris (drawn by R. Westbrook),106,102
461,4,0:28.0,,R. Westbrook makes free throw 1 of 2,106,103
462,4,0:28.0,J. Redick enters the game for J. Ennis,,106,103
463,4,0:28.0,,R. Westbrook makes free throw 2 of 2,106,104
464,4,0:06.0,J. Butler misses 2-pt jump shot from 14 ft,,106,104
465,4,0:03.0,Offensive rebound by B. Simmons,,106,104
466,4,0:02.0,Personal take foul by R. Westbrook (drawn by M. Scott),,106,104
467,4,0:02.0,Philadelphia full timeout,,106,104
468,4,0:01.0,Personal foul by D. Schröder (drawn by J. Redick),,106,104
469,4,0:01.0,J. Redick makes free throw 1 of 2,,107,104
470,4,0:01.0,,S. Adams enters the game for M. Morris,107,104
471,4,0:01.0,J. Redick makes free throw 2 of 2,,108,104
