,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,WASHINGTON_ACTION,GOLDEN STATE_SCORE,WASHINGTON_SCORE
385,4,5:34.0,,T. Satoranský misses 2-pt dunk from 1 ft,114,106
386,4,5:33.0,Defensive rebound by A. McKinnie,,114,106
387,4,5:33.0,Turnover by A. McKinnie (bad pass; steal by T. Ariza),,114,106
388,4,5:30.0,,T. Ariza misses 3-pt jump shot from 26 ft,114,106
389,4,5:29.0,,Offensive rebound by B. Beal,114,106
390,4,5:28.0,,B. Beal misses 3-pt jump shot from 26 ft,114,106
391,4,5:26.0,Defensive rebound by S. Curry,,114,106
392,4,5:10.0,S. Curry misses 3-pt jump shot from 32 ft,,114,106
393,4,5:07.0,,Defensive rebound by Team,114,106
394,4,4:52.0,,Turnover by J. Green (lost ball; steal by K. Looney),114,106
395,4,4:48.0,S. Livingston makes 2-pt jump shot from 6 ft,,116,106
396,4,4:48.0,Shooting foul by B. Beal (drawn by S. Livingston),,116,106
397,4,4:48.0,D. Green enters the game for K. Looney,,116,106
398,4,4:48.0,S. Livingston makes free throw 1 of 1,,117,106
399,4,4:36.0,,B. Beal misses 2-pt layup from 4 ft,117,106
400,4,4:34.0,Defensive rebound by S. Livingston,,117,106
401,4,4:32.0,Turnover by S. Curry (lost ball; steal by T. Ariza),,117,106
402,4,4:18.0,,B. Beal makes 2-pt layup from 3 ft,117,108
403,4,3:56.0,A. McKinnie makes 2-pt dunk from 2 ft (assist by S. Livingston),,119,108
404,4,3:43.0,,J. Green makes 2-pt layup from 1 ft (assist by T. Satoranský),119,110
405,4,3:43.0,,Shooting foul by D. Green (drawn by J. Green),119,110
406,4,3:43.0,A. Iguodala enters the game for S. Livingston,,119,110
407,4,3:43.0,K. Thompson enters the game for A. McKinnie,,119,110
408,4,3:43.0,,J. Green makes free throw 1 of 1,119,111
409,4,3:28.0,S. Curry makes 2-pt jump shot from 16 ft (assist by K. Durant),,121,111
410,4,3:16.0,,Offensive foul by B. Beal (drawn by S. Curry),121,111
411,4,3:16.0,,Turnover by B. Beal (offensive foul),121,111
412,4,3:04.0,S. Curry makes 2-pt layup from 3 ft,,123,111
413,4,3:04.0,,Washington full timeout,123,111
414,4,2:49.0,,Offensive foul by J. Green (drawn by K. Durant),123,111
415,4,2:49.0,,Turnover by J. Green (offensive foul),123,111
416,4,2:33.0,S. Curry misses 2-pt jump shot from 9 ft,,123,111
417,4,2:30.0,,Defensive rebound by T. Ariza,123,111
418,4,2:23.0,,O. Porter misses 3-pt jump shot from 23 ft,123,111
419,4,2:20.0,Defensive rebound by D. Green,,123,111
420,4,2:09.0,Offensive foul by D. Green (drawn by J. Green),,123,111
421,4,2:09.0,Turnover by D. Green (offensive foul),,123,111
422,4,2:04.0,,Shooting foul by K. Thompson (drawn by B. Beal),123,111
423,4,2:04.0,,B. Beal misses free throw 1 of 2,123,111
424,4,2:04.0,,Offensive rebound by Team,123,111
425,4,2:04.0,,B. Beal misses free throw 2 of 2,123,111
426,4,2:01.0,Defensive rebound by D. Green,,123,111
427,4,1:38.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by K. Durant),,126,111
428,4,1:25.0,,T. Ariza makes 2-pt layup from 2 ft (assist by T. Satoranský),126,113
429,4,1:06.0,K. Durant misses 2-pt jump shot from 19 ft,,126,113
430,4,1:03.0,,Defensive rebound by O. Porter,126,113
431,4,1:00.0,,J. Green makes 2-pt layup from 2 ft (assist by T. Ariza),126,115
432,4,0:41.0,S. Curry misses 3-pt jump shot from 29 ft,,126,115
433,4,0:38.0,,Defensive rebound by O. Porter,126,115
434,4,0:35.0,,J. Green makes 3-pt jump shot from 26 ft (assist by T. Satoranský),126,118
435,4,0:21.0,S. Curry misses 2-pt layup from 1 ft (block by T. Ariza),,126,118
436,4,0:18.0,,Defensive rebound by O. Porter,126,118
437,4,0:15.0,,Turnover by T. Satoranský (lost ball; steal by K. Durant),126,118
