,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,WASHINGTON_ACTION,MINNESOTA_SCORE,WASHINGTON_SCORE
146,2,9:12.0,,Personal foul by K. Bates-Diop (drawn by W. Johnson),38,42
147,2,9:07.0,,C. Randle misses 3-pt jump shot from 25 ft,38,42
148,2,9:04.0,Defensive rebound by K. Bates-Diop,,38,42
149,2,8:52.0,D. Rose misses 2-pt layup from 2 ft (block by T. Bryant),,38,42
150,2,8:50.0,Offensive rebound by T. Jones,,38,42
151,2,8:50.0,Personal foul by C. Randle (drawn by T. Jones),,38,42
152,2,8:45.0,D. Rose makes 2-pt jump shot from 10 ft (assist by T. Gibson),,40,42
153,2,8:23.0,,W. Johnson misses 3-pt jump shot from 24 ft,40,42
154,2,8:20.0,Defensive rebound by T. Gibson,,40,42
155,2,8:07.0,T. Gibson misses 2-pt hook shot from 5 ft,,40,42
156,2,8:05.0,,Defensive rebound by T. Bryant,40,42
157,2,7:59.0,,C. Randle misses 3-pt jump shot from 27 ft,40,42
158,2,7:55.0,Defensive rebound by T. Gibson,,40,42
159,2,7:45.0,A. Tolliver misses 2-pt layup from 2 ft,,40,42
160,2,7:45.0,,Defensive rebound by Team,40,42
161,2,7:26.0,,J. Parker makes 2-pt jump shot from 8 ft,40,44
162,2,7:20.0,D. Rose makes 2-pt layup from 2 ft,,42,44
163,2,7:07.0,,J. Parker misses 3-pt jump shot from 27 ft,42,44
164,2,7:05.0,Defensive rebound by T. Jones,,42,44
165,2,6:58.0,T. Jones makes 2-pt jump shot from 3 ft,,44,44
166,2,6:58.0,,Washington full timeout,44,44
167,2,6:58.0,J. Okogie enters the game for T. Gibson,,44,44
168,2,6:58.0,K. Towns enters the game for D. Rose,,44,44
169,2,6:58.0,,T. Ariza enters the game for T. Brown,44,44
170,2,6:58.0,,B. Beal enters the game for W. Johnson,44,44
171,2,6:58.0,,T. Satoranský enters the game for C. Randle,44,44
172,2,6:42.0,,Turnover by B. Beal (bad pass; steal by K. Towns),44,44
173,2,6:34.0,Turnover by K. Towns (bad pass; steal by B. Beal),,44,44
174,2,6:29.0,,T. Ariza makes 2-pt layup from 2 ft (assist by B. Beal),44,46
175,2,6:07.0,K. Towns makes 2-pt jump shot from 21 ft (assist by J. Okogie),,46,46
176,2,5:46.0,,T. Bryant misses 2-pt jump shot from 21 ft,46,46
177,2,5:42.0,Defensive rebound by K. Towns,,46,46
178,2,5:32.0,K. Towns makes 2-pt layup from 3 ft,,48,46
179,2,5:32.0,D. Šarić enters the game for K. Bates-Diop,,48,46
180,2,5:32.0,J. Teague enters the game for T. Jones,,48,46
181,2,5:32.0,A. Wiggins enters the game for A. Tolliver,,48,46
182,2,5:32.0,,J. Green enters the game for T. Bryant,48,46
183,2,5:32.0,,B. Portis enters the game for J. Parker,48,46
184,2,5:08.0,,Personal foul by J. Okogie (drawn by B. Beal),48,46
185,2,5:08.0,K. Bates-Diop enters the game for J. Okogie,,48,46
186,2,4:58.0,,J. Green makes 2-pt layup from 2 ft (assist by T. Satoranský),48,48
187,2,4:58.0,,Shooting foul by J. Teague (drawn by J. Green),48,48
188,2,4:58.0,,J. Green misses free throw 1 of 1,48,48
189,2,4:55.0,Defensive rebound by K. Towns,,48,48
190,2,4:45.0,K. Towns makes 3-pt jump shot from 26 ft,,51,48
191,2,4:33.0,,T. Satoranský makes 2-pt layup from 1 ft,51,50
192,2,4:20.0,K. Bates-Diop makes 2-pt layup from 1 ft (assist by D. Šarić),,53,50
193,2,4:08.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by T. Ariza),53,53
194,2,3:48.0,A. Wiggins misses 2-pt jump shot from 18 ft,,53,53
195,2,3:44.0,,Defensive rebound by B. Beal,53,53
196,2,3:37.0,,T. Ariza misses 2-pt layup from 3 ft,53,53
197,2,3:33.0,Defensive rebound by K. Bates-Diop,,53,53
198,2,3:31.0,Personal foul by T. Satoranský (drawn by D. Šarić),,53,53
199,2,3:20.0,K. Towns makes 2-pt hook shot from 6 ft,,55,53
200,2,3:13.0,,T. Ariza misses 3-pt jump shot from 25 ft,55,53
201,2,3:09.0,Defensive rebound by K. Towns,,55,53
202,2,3:00.0,K. Bates-Diop makes 2-pt layup from 1 ft (assist by J. Teague),,57,53
203,2,3:00.0,Shooting foul by T. Satoranský (drawn by K. Bates-Diop),,57,53
204,2,3:00.0,K. Bates-Diop misses free throw 1 of 1,,57,53
205,2,2:58.0,,Defensive rebound by T. Ariza,57,53
206,2,2:52.0,,Personal foul by D. Šarić (drawn by B. Portis),57,53
207,2,2:52.0,Minnesota full timeout,,57,53
208,2,2:44.0,,B. Beal misses 2-pt jump shot from 9 ft (block by A. Wiggins),57,53
209,2,2:41.0,,Offensive rebound by B. Beal,57,53
210,2,2:40.0,,Shooting foul by K. Bates-Diop (drawn by T. Ariza),57,53
211,2,2:40.0,,T. Ariza misses free throw 1 of 2,57,53
212,2,2:40.0,,Offensive rebound by Team,57,53
213,2,2:40.0,,T. Ariza makes free throw 2 of 2,57,54
214,2,2:25.0,K. Towns misses 2-pt hook shot from 13 ft,,57,54
215,2,2:22.0,,Defensive rebound by J. Green,57,54
216,2,2:19.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by J. Green),57,56
217,2,1:58.0,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),,59,56
218,2,1:43.0,,J. Green misses 2-pt layup from 1 ft,59,56
219,2,1:42.0,,Offensive rebound by B. Portis,59,56
220,2,1:41.0,,B. Portis misses 2-pt layup from 3 ft,59,56
221,2,1:41.0,,Offensive rebound by B. Portis,59,56
222,2,1:40.0,,B. Portis misses 2-pt layup from 3 ft,59,56
223,2,1:40.0,Defensive rebound by K. Bates-Diop,,59,56
224,2,1:36.0,J. Teague makes 2-pt jump shot from 4 ft,,61,56
225,2,1:36.0,Shooting foul by T. Satoranský (drawn by J. Teague),,61,56
226,2,1:36.0,J. Teague makes free throw 1 of 1,,62,56
227,2,1:19.0,,B. Beal misses 2-pt jump shot from 20 ft,62,56
228,2,1:16.0,,Offensive rebound by T. Satoranský,62,56
229,2,1:15.0,,T. Satoranský makes 2-pt layup from 1 ft,62,58
230,2,1:06.0,J. Teague makes 2-pt layup from 2 ft,,64,58
231,2,0:52.0,,J. Green makes 2-pt layup from 2 ft (assist by B. Beal),64,60
232,2,0:40.0,Shooting foul by T. Ariza (drawn by D. Šarić),,64,60
233,2,0:40.0,D. Šarić misses free throw 1 of 2,,64,60
234,2,0:40.0,Offensive rebound by Team,,64,60
235,2,0:40.0,,C. Randle enters the game for T. Satoranský,64,60
236,2,0:40.0,D. Šarić misses free throw 2 of 2,,64,60
237,2,0:38.0,,Defensive rebound by T. Ariza,64,60
238,2,0:32.0,,B. Portis misses 3-pt jump shot from 26 ft,64,60
239,2,0:28.0,Defensive rebound by D. Šarić,,64,60
240,2,0:26.0,Turnover by D. Šarić (bad pass),,64,60
241,2,0:05.0,,B. Beal makes 2-pt layup from 2 ft,64,62
242,2,0:00.0,A. Wiggins misses 3-pt jump shot from 25 ft,,64,62
243,2,0:00.0,Offensive rebound by Team,,64,62
244,3,11:50.0,A. Wiggins makes 2-pt dunk from 2 ft (assist by K. Towns),,66,62
245,3,11:37.0,,B. Beal misses 3-pt jump shot from 25 ft,66,62
246,3,11:33.0,Defensive rebound by D. Šarić,,66,62
247,3,11:22.0,Turnover by K. Towns (bad pass; steal by B. Beal),,66,62
248,3,11:18.0,,Offensive foul by B. Portis (drawn by J. Teague),66,62
249,3,11:18.0,,Turnover by B. Portis (offensive foul),66,62
250,3,10:58.0,D. Šarić misses 3-pt jump shot from 25 ft,,66,62
251,3,10:55.0,,Defensive rebound by B. Portis,66,62
252,3,10:42.0,,B. Beal misses 3-pt jump shot from 23 ft,66,62
253,3,10:39.0,,Offensive rebound by T. Satoranský,66,62
254,3,10:35.0,,T. Ariza misses 3-pt jump shot from 25 ft,66,62
255,3,10:31.0,Defensive rebound by K. Towns,,66,62
256,3,10:30.0,Offensive foul by J. Okogie (drawn by J. Green),,66,62
257,3,10:30.0,Turnover by J. Okogie (offensive foul),,66,62
258,3,10:30.0,K. Bates-Diop enters the game for J. Okogie,,66,62
259,3,10:15.0,,B. Portis makes 2-pt jump shot from 7 ft (assist by T. Satoranský),66,64
260,3,9:53.0,K. Bates-Diop misses 3-pt jump shot from 23 ft,,66,64
261,3,9:51.0,,Defensive rebound by T. Ariza,66,64
262,3,9:41.0,,B. Portis makes 2-pt hook shot from 4 ft,66,66
263,3,9:26.0,Turnover by J. Teague (bad pass; steal by B. Beal),,66,66
264,3,9:21.0,,J. Green makes 2-pt dunk from 1 ft (assist by T. Satoranský),66,68
265,3,9:21.0,Minnesota full timeout,,66,68
266,3,9:06.0,K. Towns makes 2-pt hook shot from 8 ft (assist by D. Šarić),,68,68
267,3,8:50.0,,B. Beal misses 2-pt jump shot from 19 ft,68,68
268,3,8:49.0,Defensive rebound by A. Wiggins,,68,68
269,3,8:30.0,K. Bates-Diop misses 3-pt jump shot from 23 ft,,68,68
270,3,8:27.0,,Defensive rebound by J. Green,68,68
271,3,8:19.0,,B. Portis misses 2-pt hook shot from 10 ft,68,68
272,3,8:17.0,,Offensive rebound by T. Satoranský,68,68
273,3,8:15.0,,B. Portis makes 2-pt jump shot from 6 ft (assist by T. Satoranský),68,70
274,3,8:05.0,K. Towns makes 3-pt jump shot from 28 ft (assist by J. Teague),,71,70
275,3,7:49.0,,J. Green makes 2-pt layup from 2 ft (assist by T. Satoranský),71,72
276,3,7:32.0,A. Wiggins misses 2-pt jump shot from 19 ft,,71,72
277,3,7:30.0,Offensive rebound by D. Šarić,,71,72
278,3,7:30.0,D. Šarić misses 2-pt layup from 1 ft,,71,72
279,3,7:30.0,,Defensive rebound by B. Portis,71,72
280,3,7:21.0,,B. Portis makes 2-pt layup from 3 ft (assist by J. Green),71,74
281,3,7:08.0,Personal foul by T. Ariza (drawn by A. Wiggins),,71,74
282,3,7:02.0,Turnover by K. Towns (out of bounds lost ball),,71,74
283,3,6:47.0,,T. Ariza misses 3-pt jump shot from 25 ft,71,74
284,3,6:44.0,Defensive rebound by K. Towns,,71,74
285,3,6:36.0,J. Teague misses 3-pt jump shot from 27 ft,,71,74
286,3,6:32.0,,Defensive rebound by B. Portis,71,74
287,3,6:22.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by T. Ariza),71,77
288,3,6:07.0,A. Wiggins makes 2-pt jump shot from 18 ft,,73,77
289,3,5:44.0,,T. Satoranský misses 3-pt jump shot from 24 ft,73,77
290,3,5:41.0,Defensive rebound by K. Bates-Diop,,73,77
291,3,5:26.0,Shooting foul by B. Beal (drawn by D. Šarić),,73,77
292,3,5:26.0,D. Šarić makes free throw 1 of 2,,74,77
293,3,5:26.0,D. Rose enters the game for J. Teague,,74,77
294,3,5:26.0,D. Šarić misses free throw 2 of 2,,74,77
295,3,5:24.0,,Defensive rebound by B. Portis,74,77
296,3,5:12.0,,Turnover by J. Green (step out of bounds),74,77
297,3,5:12.0,T. Gibson enters the game for D. Šarić,,74,77
298,3,4:59.0,D. Rose misses 2-pt layup from 5 ft (block by B. Beal),,74,77
299,3,4:59.0,Offensive rebound by Team,,74,77
300,3,4:56.0,Shooting foul by B. Portis (drawn by A. Wiggins),,74,77
301,3,4:56.0,A. Wiggins makes free throw 1 of 2,,75,77
302,3,4:56.0,A. Wiggins makes free throw 2 of 2,,76,77
303,3,4:46.0,,Shooting foul by K. Bates-Diop (drawn by J. Green),76,77
304,3,4:46.0,,J. Green makes free throw 1 of 2,76,78
305,3,4:46.0,,T. Brown enters the game for T. Satoranský,76,78
306,3,4:46.0,,J. Green makes free throw 2 of 2,76,79
307,3,4:31.0,D. Rose misses 2-pt layup from 6 ft,,76,79
308,3,4:28.0,Offensive rebound by K. Towns,,76,79
309,3,4:27.0,K. Towns makes 2-pt layup from 10 ft,,78,79
310,3,4:08.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by T. Brown),78,82
311,3,3:55.0,A. Wiggins makes 2-pt jump shot from 18 ft (assist by K. Towns),,80,82
312,3,3:43.0,,B. Beal misses 2-pt layup from 2 ft (block by K. Bates-Diop),80,82
313,3,3:43.0,,Offensive rebound by Team,80,82
314,3,3:43.0,,J. Parker enters the game for J. Green,80,82
315,3,3:34.0,,T. Ariza makes 2-pt dunk from 1 ft (assist by B. Beal),80,84
316,3,3:17.0,Turnover by K. Towns (bad pass; steal by J. Parker),,80,84
317,3,3:08.0,,J. Parker makes 2-pt layup from 2 ft,80,86
318,3,2:53.0,K. Bates-Diop makes 2-pt jump shot from 11 ft (assist by D. Rose),,82,86
319,3,2:40.0,,Shooting foul by A. Wiggins (drawn by J. Parker),82,86
320,3,2:40.0,,Washington full timeout,82,86
321,3,2:40.0,A. Tolliver enters the game for K. Towns,,82,86
322,3,2:40.0,,S. Dekker enters the game for T. Ariza,82,86
323,3,2:40.0,,J. Parker makes free throw 1 of 2,82,87
324,3,2:40.0,,J. Parker makes free throw 2 of 2,82,88
325,3,2:33.0,Shooting foul by S. Dekker (drawn by A. Wiggins),,82,88
326,3,2:33.0,A. Wiggins misses free throw 1 of 2,,82,88
327,3,2:33.0,Offensive rebound by Team,,82,88
328,3,2:33.0,A. Wiggins misses free throw 2 of 2,,82,88
329,3,2:30.0,,Defensive rebound by J. Parker,82,88
330,3,2:20.0,,B. Beal misses 3-pt jump shot from 27 ft,82,88
331,3,2:16.0,Defensive rebound by A. Tolliver,,82,88
332,3,2:11.0,D. Rose misses 2-pt layup from 1 ft,,82,88
333,3,2:11.0,Offensive rebound by Team,,82,88
334,3,2:11.0,T. Jones enters the game for A. Wiggins,,82,88
335,3,2:11.0,,T. Bryant enters the game for B. Portis,82,88
336,3,2:08.0,Turnover by A. Tolliver (bad pass; steal by T. Brown),,82,88
337,3,2:04.0,,J. Parker makes 2-pt dunk from 1 ft (assist by T. Brown),82,90
338,3,1:39.0,T. Jones misses 3-pt jump shot from 26 ft,,82,90
339,3,1:36.0,,Defensive rebound by B. Beal,82,90
340,3,1:24.0,,J. Parker makes 3-pt jump shot from 24 ft (assist by S. Dekker),82,93
341,3,1:07.0,T. Gibson makes 2-pt layup from 5 ft (assist by D. Rose),,84,93
342,3,1:02.0,,S. Dekker makes 2-pt layup from 2 ft (assist by B. Beal),84,95
343,3,0:48.0,D. Rose makes 2-pt layup from 1 ft,,86,95
344,3,0:48.0,Shooting foul by J. Parker (drawn by D. Rose),,86,95
345,3,0:48.0,D. Rose makes free throw 1 of 1,,87,95
346,3,0:32.0,,Personal foul by T. Gibson (drawn by T. Bryant),87,95
347,3,0:26.0,,J. Parker misses 3-pt jump shot from 27 ft,87,95
348,3,0:23.0,Defensive rebound by T. Gibson,,87,95
349,3,0:07.0,Turnover by D. Rose (lost ball; steal by S. Dekker),,87,95
350,3,0:03.0,,J. Parker makes 2-pt layup from 2 ft (assist by S. Dekker),87,97
351,3,0:00.0,T. Gibson misses 3-pt jump shot from 26 ft,,87,97
352,3,0:00.0,Offensive rebound by Team,,87,97
353,4,11:46.0,,T. Brown misses 2-pt hook shot from 6 ft,87,97
354,4,11:44.0,Defensive rebound by D. Rose,,87,97
355,4,11:25.0,J. Okogie misses 2-pt layup from 7 ft,,87,97
356,4,11:20.0,Offensive rebound by T. Jones,,87,97
357,4,11:20.0,T. Jones makes 2-pt jump shot from 14 ft,,89,97
358,4,11:03.0,,T. Brown misses 2-pt jump shot from 14 ft,89,97
359,4,11:02.0,,Offensive rebound by Team,89,97
360,4,11:02.0,K. Towns enters the game for A. Tolliver,,89,97
361,4,10:58.0,,T. Bryant makes 3-pt jump shot from 26 ft (assist by T. Brown),89,100
362,4,10:50.0,Personal foul by T. Bryant (drawn by K. Towns),,89,100
363,4,10:37.0,T. Gibson makes 2-pt dunk from 2 ft (assist by K. Towns),,91,100
364,4,10:17.0,,T. Bryant misses 3-pt jump shot from 26 ft,91,100
365,4,10:14.0,Defensive rebound by J. Okogie,,91,100
366,4,10:00.0,D. Rose misses 2-pt layup from 2 ft,,91,100
367,4,9:57.0,Offensive rebound by T. Gibson,,91,100
368,4,9:57.0,T. Gibson makes 2-pt layup at rim,,93,100
369,4,9:46.0,,Turnover by J. Parker (bad pass; steal by J. Okogie),93,100
370,4,9:39.0,Shooting foul by T. Bryant (drawn by T. Gibson),,93,100
371,4,9:39.0,T. Gibson makes free throw 1 of 2,,94,100
372,4,9:39.0,T. Gibson makes free throw 2 of 2,,95,100
373,4,9:22.0,,T. Satoranský makes 2-pt jump shot from 12 ft,95,102
374,4,9:10.0,D. Rose makes 2-pt layup from 2 ft,,97,102
375,4,9:10.0,Shooting foul by T. Bryant (drawn by D. Rose),,97,102
376,4,9:10.0,,B. Beal enters the game for T. Brown,97,102
377,4,9:10.0,D. Rose makes free throw 1 of 1,,98,102
378,4,8:56.0,,J. Parker makes 2-pt dunk from 2 ft (assist by B. Beal),98,104
379,4,8:43.0,D. Rose makes 2-pt layup from 2 ft (assist by T. Jones),,100,104
380,4,8:35.0,,Turnover by T. Satoranský (bad pass; steal by T. Jones),100,104
381,4,8:29.0,J. Okogie misses 3-pt jump shot from 23 ft,,100,104
382,4,8:27.0,,Defensive rebound by J. Parker,100,104
383,4,8:24.0,,T. Bryant makes 2-pt layup at rim (assist by J. Parker),100,106
384,4,8:24.0,,Shooting foul by K. Towns (drawn by T. Bryant),100,106
