,QUARTER,TIME_REMAINING,UTAH_ACTION,MIAMI_ACTION,UTAH_SCORE,MIAMI_SCORE
382,4,7:21.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,85,88
383,4,7:17.0,,Defensive rebound by W. Ellington,85,88
384,4,7:17.0,D. Mitchell enters the game for K. Korver,,85,88
385,4,7:06.0,,H. Whiteside misses 2-pt dunk from 1 ft,85,88
386,4,7:05.0,Defensive rebound by R. Gobert,,85,88
387,4,6:44.0,J. Ingles makes 2-pt layup from 1 ft,,87,88
388,4,6:30.0,,Miami full timeout,87,88
389,4,6:30.0,J. Crowder enters the game for T. Sefolosha,,87,88
390,4,6:30.0,,J. Winslow enters the game for D. Wade,87,88
391,4,6:23.0,,W. Ellington misses 3-pt jump shot from 26 ft,87,88
392,4,6:21.0,,Offensive rebound by K. Olynyk,87,88
393,4,6:16.0,,J. Winslow misses 3-pt jump shot from 23 ft,87,88
394,4,6:12.0,Defensive rebound by D. Mitchell,,87,88
395,4,6:00.0,D. Mitchell misses 2-pt hook shot from 6 ft,,87,88
396,4,6:00.0,Offensive rebound by Team,,87,88
397,4,6:00.0,,Loose ball foul by J. Winslow (drawn by R. Gobert),87,88
398,4,6:00.0,R. Gobert misses free throw 1 of 2,,87,88
399,4,6:00.0,Offensive rebound by Team,,87,88
400,4,6:00.0,R. Gobert misses free throw 2 of 2,,87,88
401,4,5:57.0,,Defensive rebound by H. Whiteside,87,88
402,4,5:45.0,,Turnover by J. Richardson (lost ball; steal by R. Rubio),87,88
403,4,5:37.0,J. Crowder makes 2-pt jump shot from 21 ft (assist by R. Rubio),,89,88
404,4,5:25.0,,Offensive foul by J. Winslow (drawn by J. Crowder),89,88
405,4,5:25.0,,Turnover by J. Winslow (offensive foul),89,88
406,4,5:13.0,Personal foul by W. Ellington (drawn by R. Rubio),,89,88
407,4,5:13.0,R. Rubio makes free throw 1 of 2,,90,88
408,4,5:13.0,R. Rubio makes free throw 2 of 2,,91,88
409,4,4:59.0,,W. Ellington misses 2-pt jump shot from 20 ft,91,88
410,4,4:58.0,,Offensive rebound by W. Ellington,91,88
411,4,4:58.0,,D. Wade enters the game for J. Winslow,91,88
412,4,4:49.0,,J. Richardson makes 3-pt jump shot from 23 ft,91,91
413,4,4:32.0,Turnover by R. Rubio (bad pass; steal by H. Whiteside),,91,91
414,4,4:23.0,,Shooting foul by R. Gobert (drawn by K. Olynyk),91,91
415,4,4:23.0,Utah full timeout,,91,91
416,4,4:23.0,,K. Olynyk makes free throw 1 of 2,91,92
417,4,4:23.0,,K. Olynyk misses free throw 2 of 2,91,92
418,4,4:19.0,Defensive rebound by J. Crowder,,91,92
419,4,4:01.0,D. Mitchell makes 3-pt jump shot from 24 ft,,94,92
420,4,3:41.0,,D. Wade makes 3-pt jump shot from 24 ft (assist by H. Whiteside),94,95
421,4,3:28.0,R. Rubio makes 2-pt jump shot from 5 ft (assist by R. Gobert),,96,95
422,4,3:28.0,Shooting foul by W. Ellington (drawn by R. Rubio),,96,95
423,4,3:28.0,R. Rubio makes free throw 1 of 1,,97,95
424,4,3:10.0,,D. Wade misses 2-pt hook shot from 7 ft,97,95
425,4,3:07.0,Defensive rebound by J. Ingles,,97,95
426,4,3:04.0,Utah full timeout,,97,95
427,4,2:52.0,Turnover by R. Rubio (bad pass; steal by K. Olynyk),,97,95
428,4,2:30.0,,D. Wade misses 3-pt jump shot from 25 ft,97,95
429,4,2:27.0,Defensive rebound by J. Ingles,,97,95
430,4,2:24.0,Offensive foul by D. Mitchell (drawn by K. Olynyk),,97,95
431,4,2:24.0,Turnover by D. Mitchell (offensive foul),,97,95
432,4,2:03.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Richardson),97,98
433,4,1:45.0,D. Mitchell misses 3-pt jump shot from 26 ft,,97,98
434,4,1:43.0,,Defensive rebound by K. Olynyk,97,98
435,4,1:32.0,,D. Wade makes 2-pt layup from 2 ft,97,100
436,4,1:19.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by J. Crowder),,100,100
437,4,1:08.0,,Turnover by H. Whiteside (offensive foul),100,100
438,4,1:08.0,,Offensive foul by H. Whiteside (drawn by J. Ingles),100,100
439,4,0:53.0,J. Crowder misses 3-pt jump shot from 26 ft,,100,100
440,4,0:52.0,,Defensive rebound by H. Whiteside,100,100
441,4,0:46.0,,W. Ellington misses 3-pt jump shot from 23 ft,100,100
442,4,0:43.0,,Offensive rebound by J. Richardson,100,100
443,4,0:42.0,,Miami full timeout,100,100
444,4,0:33.0,,D. Wade misses 3-pt jump shot from 25 ft,100,100
445,4,0:32.0,Defensive rebound by D. Mitchell,,100,100
446,4,0:32.0,Utah full timeout,,100,100
447,4,0:32.0,,J. Winslow enters the game for W. Ellington,100,100
448,4,0:20.0,D. Mitchell misses 2-pt layup from 1 ft,,100,100
449,4,0:18.0,,Defensive rebound by J. Winslow,100,100
450,4,0:03.0,,Shooting foul by R. Gobert (drawn by D. Wade),100,100
451,4,0:03.0,,D. Wade makes free throw 1 of 2,100,101
452,4,0:03.0,D. Favors enters the game for R. Rubio,,100,101
453,4,0:03.0,,D. Wade makes free throw 2 of 2,100,102
454,4,0:03.0,Utah full timeout,,100,102
455,4,0:03.0,K. Korver enters the game for J. Crowder,,100,102
456,4,0:03.0,R. Rubio enters the game for D. Favors,,100,102
457,4,0:03.0,,B. Adebayo enters the game for K. Olynyk,100,102
458,4,0:01.0,D. Mitchell misses 3-pt jump shot from 24 ft,,100,102
459,4,0:00.0,,Defensive rebound by J. Winslow,100,102
