,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BROOKLYN_ACTION,LA LAKERS_SCORE,BROOKLYN_SCORE
125,2,11:13.0,,D. Carroll misses 3-pt jump shot from 23 ft,32,35
126,2,11:08.0,,Offensive rebound by E. Davis,32,35
127,2,11:08.0,,E. Davis makes 2-pt dunk from 1 ft,32,37
128,2,10:44.0,L. Stephenson makes 2-pt jump shot from 22 ft,,34,37
129,2,10:28.0,,D. Russell misses 3-pt jump shot from 25 ft,34,37
130,2,10:24.0,Defensive rebound by L. Ball,,34,37
131,2,10:19.0,L. Stephenson misses 3-pt jump shot from 25 ft,,34,37
132,2,10:15.0,Offensive rebound by Team,,34,37
133,2,10:02.0,L. Ball misses 3-pt jump shot from 26 ft,,34,37
134,2,9:57.0,,Defensive rebound by J. Dudley,34,37
135,2,9:51.0,,D. Carroll misses 2-pt layup from 2 ft,34,37
136,2,9:48.0,,Offensive rebound by J. Dudley,34,37
137,2,9:47.0,,Turnover by J. Dudley (lost ball; steal by L. Ball),34,37
138,2,9:43.0,J. Hart misses 3-pt jump shot from 24 ft,,34,37
139,2,9:40.0,Offensive rebound by K. Caldwell-Pope,,34,37
140,2,9:31.0,Turnover by L. Ball (bad pass),,34,37
141,2,9:31.0,,R. Kurucs enters the game for S. Dinwiddie,34,37
142,2,9:17.0,,D. Russell makes 2-pt jump shot from 10 ft,34,39
143,2,9:07.0,M. Wagner misses 3-pt jump shot from 25 ft,,34,39
144,2,9:04.0,,Defensive rebound by D. Carroll,34,39
145,2,8:49.0,,D. Russell misses 2-pt jump shot from 18 ft,34,39
146,2,8:46.0,Defensive rebound by L. Stephenson,,34,39
147,2,8:42.0,Personal foul by J. Dudley (drawn by L. Stephenson),,34,39
148,2,8:42.0,T. Chandler enters the game for M. Wagner,,34,39
149,2,8:32.0,L. Stephenson makes 3-pt jump shot from 23 ft,,37,39
150,2,8:14.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by D. Russell),37,42
151,2,7:50.0,J. Hart misses 2-pt jump shot from 8 ft,,37,42
152,2,7:50.0,,Defensive rebound by E. Davis,37,42
153,2,7:37.0,,D. Russell makes 2-pt jump shot from 16 ft,37,44
154,2,7:36.0,LA Lakers full timeout,,37,44
155,2,7:36.0,L. James enters the game for J. Hart,,37,44
156,2,7:36.0,K. Kuzma enters the game for L. Stephenson,,37,44
157,2,7:36.0,,S. Dinwiddie enters the game for D. Carroll,37,44
158,2,7:36.0,,R. Hollis-Jefferson enters the game for J. Dudley,37,44
159,2,7:22.0,K. Caldwell-Pope makes 2-pt jump shot from 15 ft (assist by T. Chandler),,39,44
160,2,7:10.0,,E. Davis makes 2-pt layup from 2 ft (assist by D. Russell),39,46
161,2,6:58.0,L. James misses 3-pt jump shot from 25 ft,,39,46
162,2,6:54.0,,Defensive rebound by R. Kurucs,39,46
163,2,6:48.0,,Turnover by D. Russell (bad pass; steal by L. James),39,46
164,2,6:44.0,L. James makes 2-pt layup from 1 ft,,41,46
165,2,6:27.0,,D. Russell misses 3-pt jump shot from 25 ft,41,46
166,2,6:23.0,Defensive rebound by K. Caldwell-Pope,,41,46
167,2,6:21.0,Shooting foul by E. Davis (drawn by L. James),,41,46
168,2,6:21.0,,J. Allen enters the game for E. Davis,41,46
169,2,6:21.0,,J. Harris enters the game for D. Russell,41,46
170,2,6:21.0,L. James makes free throw 1 of 2,,42,46
171,2,6:21.0,L. James makes free throw 2 of 2,,43,46
172,2,6:10.0,,J. Allen misses 2-pt dunk from 1 ft,43,46
173,2,6:07.0,Defensive rebound by K. Kuzma,,43,46
174,2,5:49.0,Shooting foul by J. Allen (drawn by L. James),,43,46
175,2,5:49.0,L. James makes free throw 1 of 2,,44,46
176,2,5:49.0,L. James makes free throw 2 of 2,,45,46
177,2,5:37.0,,J. Harris misses 2-pt layup from 1 ft,45,46
178,2,5:35.0,Defensive rebound by K. Kuzma,,45,46
179,2,5:33.0,L. Ball makes 2-pt layup from 1 ft (assist by K. Kuzma),,47,46
180,2,5:20.0,,Turnover by S. Dinwiddie (bad pass),47,46
181,2,5:10.0,K. Kuzma misses 2-pt jump shot from 9 ft,,47,46
182,2,5:10.0,Offensive rebound by T. Chandler,,47,46
183,2,5:10.0,Shooting foul by J. Harris (drawn by T. Chandler),,47,46
184,2,5:10.0,,Brooklyn full timeout,47,46
185,2,5:10.0,T. Chandler misses free throw 1 of 2,,47,46
186,2,5:10.0,Offensive rebound by Team,,47,46
187,2,5:10.0,T. Chandler makes free throw 2 of 2,,48,46
188,2,5:03.0,,Personal foul by T. Chandler (drawn by J. Allen),48,46
189,2,4:52.0,,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,48,46
190,2,4:48.0,Defensive rebound by T. Chandler,,48,46
191,2,4:44.0,Shooting foul by R. Kurucs (drawn by K. Kuzma),,48,46
192,2,4:44.0,K. Kuzma makes free throw 1 of 2,,49,46
193,2,4:44.0,,D. Carroll enters the game for R. Kurucs,49,46
194,2,4:44.0,K. Kuzma makes free throw 2 of 2,,50,46
195,2,4:29.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,50,46
196,2,4:27.0,Defensive rebound by L. James,,50,46
197,2,4:23.0,,Violation by Team (kicked ball),50,46
198,2,4:17.0,L. James misses 2-pt dunk from 1 ft,,50,46
199,2,4:14.0,,Defensive rebound by J. Harris,50,46
200,2,4:12.0,,D. Carroll misses 2-pt layup from 1 ft,50,46
201,2,4:12.0,,Offensive rebound by Team,50,46
202,2,4:06.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),50,49
203,2,3:41.0,K. Kuzma makes 2-pt jump shot from 10 ft (assist by T. Chandler),,52,49
204,2,3:29.0,,J. Allen misses 3-pt jump shot from 23 ft,52,49
205,2,3:26.0,Defensive rebound by K. Caldwell-Pope,,52,49
206,2,3:22.0,K. Kuzma misses 2-pt jump shot from 8 ft (block by J. Allen),,52,49
207,2,3:22.0,Offensive rebound by Team,,52,49
208,2,3:10.0,L. James makes 2-pt layup from 1 ft (assist by L. Ball),,54,49
209,2,2:59.0,,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,54,49
210,2,2:56.0,Defensive rebound by K. Caldwell-Pope,,54,49
211,2,2:50.0,K. Kuzma misses 3-pt jump shot from 24 ft,,54,49
212,2,2:48.0,,Defensive rebound by J. Allen,54,49
213,2,2:40.0,,Offensive foul by J. Allen (drawn by K. Caldwell-Pope),54,49
214,2,2:40.0,,Turnover by J. Allen (offensive foul),54,49
215,2,2:40.0,,E. Davis enters the game for J. Allen,54,49
216,2,2:30.0,K. Kuzma misses 2-pt layup from 2 ft,,54,49
217,2,2:27.0,,Defensive rebound by E. Davis,54,49
218,2,2:16.0,,S. Dinwiddie makes 3-pt jump shot from 23 ft,54,52
219,2,2:02.0,Turnover by L. James (bad pass; steal by R. Hollis-Jefferson),,54,52
220,2,2:01.0,Violation by Team (kicked ball),,54,52
221,2,1:48.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),54,55
222,2,1:18.0,L. Ball misses 3-pt jump shot from 25 ft,,54,55
223,2,1:11.0,,Defensive rebound by D. Carroll,54,55
224,2,1:11.0,,Personal take foul by K. Caldwell-Pope (drawn by D. Carroll),54,55
225,2,1:11.0,M. Wagner enters the game for T. Chandler,,54,55
226,2,1:04.0,,S. Dinwiddie makes 2-pt jump shot from 11 ft,54,57
227,2,0:44.0,L. James makes 2-pt layup from 2 ft,,56,57
228,2,0:36.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft,56,60
229,2,0:13.0,Shooting foul by E. Davis (drawn by M. Wagner),,56,60
230,2,0:13.0,M. Wagner misses free throw 1 of 2,,56,60
231,2,0:13.0,Offensive rebound by Team,,56,60
232,2,0:13.0,,J. Dudley enters the game for E. Davis,56,60
233,2,0:13.0,M. Wagner makes free throw 2 of 2,,57,60
234,2,0:03.0,,S. Dinwiddie makes 2-pt layup from 6 ft (assist by J. Dudley),57,62
235,2,0:03.0,,Shooting foul by M. Wagner (drawn by S. Dinwiddie),57,62
236,2,0:03.0,,S. Dinwiddie misses free throw 1 of 1,57,62
237,2,0:01.0,Defensive rebound by K. Kuzma,,57,62
238,2,0:00.0,K. Kuzma misses 3-pt jump shot from 34 ft,,57,62
239,2,0:00.0,Offensive rebound by Team,,57,62
240,3,11:45.0,J. Hart misses 3-pt jump shot from 26 ft,,57,62
241,3,11:41.0,,Defensive rebound by J. Allen,57,62
242,3,11:31.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by D. Russell),57,65
243,3,11:14.0,Personal foul by R. Kurucs (drawn by K. Kuzma),,57,65
244,3,11:05.0,L. Ball makes 2-pt layup from 1 ft,,59,65
245,3,10:54.0,,D. Russell misses 2-pt layup from 1 ft,59,65
246,3,10:52.0,Defensive rebound by K. Kuzma,,59,65
247,3,10:50.0,L. James makes 2-pt layup from 2 ft,,61,65
248,3,10:50.0,Shooting foul by R. Hollis-Jefferson (drawn by L. James),,61,65
249,3,10:50.0,L. James misses free throw 1 of 1,,61,65
250,3,10:49.0,,Defensive rebound by J. Allen,61,65
251,3,10:38.0,,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),61,67
252,3,10:19.0,K. Kuzma makes 2-pt jump shot from 9 ft,,63,67
253,3,10:05.0,,R. Hollis-Jefferson misses 2-pt jump shot from 10 ft,63,67
254,3,10:01.0,Defensive rebound by T. Chandler,,63,67
255,3,9:57.0,K. Kuzma misses 3-pt jump shot from 23 ft,,63,67
256,3,9:55.0,,Defensive rebound by J. Allen,63,67
257,3,9:43.0,,R. Kurucs misses 2-pt layup from 4 ft (block by T. Chandler),63,67
258,3,9:40.0,Defensive rebound by J. Hart,,63,67
259,3,9:36.0,Turnover by L. Ball (bad pass; steal by J. Allen),,63,67
260,3,9:31.0,,D. Russell misses 3-pt jump shot from 25 ft,63,67
261,3,9:28.0,Defensive rebound by L. James,,63,67
262,3,9:28.0,Personal take foul by J. Harris (drawn by L. James),,63,67
263,3,9:20.0,K. Kuzma makes 2-pt jump shot from 9 ft (assist by L. James),,65,67
264,3,9:10.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),65,70
265,3,8:59.0,Personal foul by R. Kurucs (drawn by K. Kuzma),,65,70
266,3,8:59.0,,D. Carroll enters the game for R. Kurucs,65,70
267,3,8:48.0,L. James misses 3-pt jump shot from 26 ft,,65,70
268,3,8:43.0,,Defensive rebound by J. Allen,65,70
269,3,8:38.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),65,72
270,3,8:19.0,Turnover by K. Kuzma (bad pass; steal by J. Allen),,65,72
271,3,8:14.0,,D. Carroll makes 2-pt layup from 3 ft,65,74
272,3,8:14.0,LA Lakers full timeout,,65,74
273,3,8:14.0,K. Caldwell-Pope enters the game for T. Chandler,,65,74
274,3,8:00.0,L. Ball misses 3-pt jump shot from 23 ft,,65,74
275,3,7:57.0,,Defensive rebound by J. Allen,65,74
276,3,7:45.0,,D. Russell makes 2-pt jump shot from 9 ft,65,76
277,3,7:30.0,Turnover by L. James (lost ball; steal by J. Harris),,65,76
278,3,7:27.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by D. Russell),65,78
279,3,7:27.0,,Shooting foul by K. Caldwell-Pope (drawn by R. Hollis-Jefferson),65,78
280,3,7:27.0,,R. Hollis-Jefferson makes free throw 1 of 1,65,79
281,3,7:15.0,K. Kuzma makes 2-pt jump shot from 5 ft,,67,79
282,3,7:02.0,,D. Russell misses 2-pt layup from 4 ft,67,79
283,3,6:59.0,Defensive rebound by K. Kuzma,,67,79
284,3,6:42.0,J. Hart misses 3-pt jump shot from 24 ft,,67,79
285,3,6:38.0,,Defensive rebound by R. Hollis-Jefferson,67,79
286,3,6:32.0,,D. Carroll misses 3-pt jump shot from 23 ft,67,79
287,3,6:29.0,Defensive rebound by K. Kuzma,,67,79
288,3,6:25.0,J. Hart makes 3-pt jump shot from 26 ft (assist by L. Ball),,70,79
289,3,6:24.0,,Brooklyn full timeout,70,79
290,3,6:05.0,,D. Carroll makes 2-pt layup from 1 ft,70,81
291,3,5:46.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by L. James),,72,81
292,3,5:27.0,,Turnover by D. Russell (traveling),72,81
293,3,5:27.0,,S. Dinwiddie enters the game for D. Russell,72,81
294,3,5:09.0,K. Kuzma misses 3-pt jump shot from 23 ft,,72,81
295,3,5:06.0,,Defensive rebound by D. Carroll,72,81
296,3,4:50.0,,D. Carroll misses 3-pt jump shot from 26 ft,72,81
297,3,4:46.0,Defensive rebound by K. Caldwell-Pope,,72,81
298,3,4:38.0,L. Ball misses 2-pt jump shot from 12 ft,,72,81
299,3,4:35.0,,Defensive rebound by R. Hollis-Jefferson,72,81
300,3,4:33.0,,Shooting foul by L. Ball (drawn by R. Hollis-Jefferson),72,81
301,3,4:33.0,,R. Hollis-Jefferson makes free throw 1 of 2,72,82
302,3,4:33.0,S. Mykhailiuk enters the game for L. Ball,,72,82
303,3,4:33.0,,R. Hollis-Jefferson makes free throw 2 of 2,72,83
304,3,4:23.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,72,83
305,3,4:20.0,,Defensive rebound by J. Allen,72,83
306,3,4:15.0,,Turnover by S. Dinwiddie (bad pass; steal by J. Hart),72,83
307,3,4:10.0,K. Kuzma makes 2-pt layup from 1 ft (assist by L. James),,74,83
308,3,3:49.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),74,86
309,3,3:38.0,Turnover by L. James (bad pass),,74,86
310,3,3:38.0,,J. Dudley enters the game for J. Allen,74,86
311,3,3:15.0,,Turnover by S. Dinwiddie (traveling),74,86
312,3,2:56.0,K. Kuzma misses 2-pt layup from 3 ft,,74,86
313,3,2:52.0,Offensive rebound by J. Hart,,74,86
314,3,2:52.0,J. Hart makes 2-pt dunk from 1 ft,,76,86
315,3,2:47.0,,S. Dinwiddie misses 2-pt layup from 3 ft,76,86
316,3,2:46.0,Defensive rebound by L. James,,76,86
317,3,2:41.0,Shooting foul by J. Harris (drawn by J. Hart),,76,86
318,3,2:41.0,J. Hart misses free throw 1 of 2,,76,86
319,3,2:41.0,Offensive rebound by Team,,76,86
320,3,2:41.0,J. Hart makes free throw 2 of 2,,77,86
321,3,2:18.0,,Shooting foul by S. Mykhailiuk (drawn by R. Hollis-Jefferson),77,86
322,3,2:18.0,,R. Hollis-Jefferson makes free throw 1 of 2,77,87
323,3,2:18.0,,D. Russell enters the game for J. Harris,77,87
324,3,2:18.0,,R. Hollis-Jefferson makes free throw 2 of 2,77,88
325,3,2:13.0,S. Mykhailiuk misses 3-pt jump shot from 26 ft,,77,88
326,3,2:11.0,,Defensive rebound by R. Hollis-Jefferson,77,88
327,3,2:05.0,,D. Carroll misses 3-pt jump shot from 24 ft,77,88
328,3,2:02.0,Defensive rebound by K. Kuzma,,77,88
329,3,1:57.0,Turnover by K. Kuzma (bad pass),,77,88
330,3,1:36.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,77,88
331,3,1:36.0,Defensive rebound by L. James,,77,88
332,3,1:28.0,L. James makes 2-pt dunk from 1 ft,,79,88
333,3,1:01.0,,D. Russell misses 2-pt jump shot from 13 ft,79,88
334,3,1:00.0,Defensive rebound by Team,,79,88
335,3,1:00.0,L. Stephenson enters the game for K. Kuzma,,79,88
336,3,0:52.0,Shooting foul by R. Hollis-Jefferson (drawn by L. James),,79,88
337,3,0:52.0,L. James misses free throw 1 of 2,,79,88
338,3,0:52.0,Offensive rebound by Team,,79,88
339,3,0:52.0,L. James makes free throw 2 of 2,,80,88
340,3,0:38.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,80,88
341,3,0:35.0,Defensive rebound by L. James,,80,88
342,3,0:34.0,Offensive foul by L. Stephenson (drawn by S. Dinwiddie),,80,88
343,3,0:34.0,Turnover by L. Stephenson (offensive foul),,80,88
344,3,0:30.0,,D. Russell misses 3-pt jump shot from 25 ft,80,88
345,3,0:27.0,Defensive rebound by L. James,,80,88
346,3,0:06.0,L. James makes 3-pt jump shot from 25 ft,,83,88
347,3,0:02.0,,Personal take foul by L. Stephenson (drawn by S. Dinwiddie),83,88
348,3,0:02.0,L. Ball enters the game for J. Hart,,83,88
349,3,0:00.0,,R. Hollis-Jefferson makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),83,90
350,4,11:50.0,,Personal foul by K. Caldwell-Pope (drawn by R. Hollis-Jefferson),83,90
351,4,11:50.0,,J. Harris enters the game for R. Hollis-Jefferson,83,90
352,4,11:35.0,,S. Dinwiddie misses 3-pt jump shot from 30 ft,83,90
353,4,11:32.0,Defensive rebound by L. Ball,,83,90
354,4,11:14.0,Turnover by S. Mykhailiuk (bad pass; steal by J. Dudley),,83,90
355,4,11:03.0,,Shooting foul by L. Ball (drawn by S. Dinwiddie),83,90
356,4,11:03.0,,S. Dinwiddie misses free throw 1 of 2,83,90
357,4,11:03.0,,Offensive rebound by Team,83,90
358,4,11:03.0,J. Hart enters the game for S. Mykhailiuk,,83,90
359,4,11:03.0,,S. Dinwiddie makes free throw 2 of 2,83,91
360,4,10:46.0,L. Stephenson misses 2-pt layup from 2 ft (block by R. Kurucs),,83,91
361,4,10:44.0,,Defensive rebound by Team,83,91
362,4,10:36.0,,R. Kurucs misses 2-pt jump shot from 4 ft,83,91
363,4,10:35.0,Defensive rebound by K. Kuzma,,83,91
364,4,10:29.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,83,91
365,4,10:29.0,,Defensive rebound by J. Dudley,83,91
366,4,10:07.0,,R. Kurucs misses 3-pt jump shot from 25 ft,83,91
367,4,10:06.0,Defensive rebound by Team,,83,91
368,4,9:59.0,Turnover by K. Caldwell-Pope (bad pass),,83,91
369,4,9:36.0,,J. Dudley makes 2-pt layup from 2 ft (assist by J. Harris),83,93
370,4,9:36.0,LA Lakers full timeout,,83,93
371,4,9:36.0,L. James enters the game for L. Stephenson,,83,93
372,4,9:36.0,,R. Hollis-Jefferson enters the game for R. Kurucs,83,93
373,4,9:13.0,L. James makes 2-pt jump shot from 10 ft,,85,93
374,4,9:00.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),85,96
375,4,8:41.0,K. Kuzma misses 3-pt jump shot from 25 ft,,85,96
376,4,8:36.0,,Defensive rebound by R. Hollis-Jefferson,85,96
377,4,8:24.0,,Offensive foul by R. Hollis-Jefferson (drawn by L. James),85,96
378,4,8:24.0,,Turnover by R. Hollis-Jefferson (offensive foul),85,96
379,4,8:15.0,L. James misses 3-pt jump shot from 25 ft,,85,96
