,QUARTER,TIME_REMAINING,DETROIT_ACTION,BROOKLYN_ACTION,DETROIT_SCORE,BROOKLYN_SCORE
34,1,8:28.0,,Offensive foul by J. Harris (drawn by A. Drummond),7,8
35,1,8:28.0,,Turnover by J. Harris (offensive foul),7,8
36,1,8:13.0,W. Ellington misses 3-pt jump shot from 25 ft,,7,8
37,1,8:10.0,,Defensive rebound by J. Harris,7,8
38,1,8:07.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by J. Harris),7,11
39,1,7:38.0,R. Jackson misses 2-pt jump shot from 15 ft,,7,11
40,1,7:36.0,,Defensive rebound by J. Allen,7,11
41,1,7:32.0,,Turnover by R. Kurucs (out of bounds lost ball),7,11
42,1,7:16.0,R. Jackson makes 2-pt layup from 8 ft (assist by A. Drummond),,9,11
43,1,7:01.0,,J. Allen makes 2-pt dunk from 1 ft (assist by R. Kurucs),9,13
44,1,6:52.0,Detroit full timeout,,9,13
45,1,6:52.0,,D. Carroll enters the game for R. Kurucs,9,13
46,1,6:36.0,R. Jackson misses 2-pt jump shot from 14 ft,,9,13
47,1,6:33.0,,Defensive rebound by A. Crabbe,9,13
48,1,6:29.0,,D. Russell misses 3-pt jump shot from 26 ft,9,13
49,1,6:25.0,Defensive rebound by A. Drummond,,9,13
50,1,6:16.0,Turnover by B. Brown (out of bounds lost ball),,9,13
51,1,6:04.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Russell),9,15
52,1,5:43.0,B. Griffin misses 3-pt jump shot from 25 ft,,9,15
53,1,5:39.0,,Defensive rebound by J. Allen,9,15
54,1,5:35.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by J. Harris),9,18
55,1,5:14.0,B. Griffin misses 2-pt dunk from 2 ft,,9,18
56,1,5:11.0,,Defensive rebound by D. Carroll,9,18
57,1,5:08.0,,Turnover by D. Russell (bad pass; steal by A. Drummond),9,18
58,1,4:59.0,A. Drummond makes 2-pt hook shot from 5 ft (assist by R. Jackson),,11,18
59,1,4:41.0,,D. Russell makes 2-pt jump shot from 11 ft,11,20
60,1,4:19.0,Personal foul by D. Carroll (drawn by B. Griffin),,11,20
61,1,4:19.0,L. Kennard enters the game for B. Brown,,11,20
62,1,4:19.0,,E. Davis enters the game for J. Allen,11,20
63,1,4:19.0,,S. Dinwiddie enters the game for A. Crabbe,11,20
64,1,4:19.0,,C. LeVert enters the game for D. Russell,11,20
65,1,4:10.0,Turnover by B. Griffin (bad pass; steal by E. Davis),,11,20
66,1,3:54.0,,S. Dinwiddie misses 3-pt jump shot from 27 ft,11,20
67,1,3:50.0,Defensive rebound by A. Drummond,,11,20
68,1,3:44.0,R. Jackson makes 2-pt jump shot from 16 ft,,13,20
69,1,3:34.0,,Shooting foul by A. Drummond (drawn by J. Harris),13,20
70,1,3:34.0,,J. Harris misses free throw 1 of 2,13,20
71,1,3:34.0,,Offensive rebound by Team,13,20
72,1,3:34.0,I. Smith enters the game for R. Jackson,,13,20
73,1,3:34.0,,J. Harris makes free throw 2 of 2,13,21
74,1,3:15.0,Turnover by B. Griffin (bad pass; steal by J. Harris),,13,21
75,1,3:09.0,,J. Harris misses 3-pt jump shot from 23 ft,13,21
76,1,3:04.0,Defensive rebound by W. Ellington,,13,21
77,1,2:58.0,W. Ellington misses 3-pt jump shot from 27 ft,,13,21
78,1,2:54.0,,Defensive rebound by E. Davis,13,21
79,1,2:48.0,,D. Carroll misses 2-pt jump shot from 11 ft,13,21
80,1,2:46.0,Defensive rebound by A. Drummond,,13,21
81,1,2:30.0,Personal foul by S. Dinwiddie (drawn by B. Griffin),,13,21
82,1,2:30.0,,Brooklyn full timeout,13,21
83,1,2:30.0,L. Galloway enters the game for W. Ellington,,13,21
84,1,2:30.0,T. Maker enters the game for B. Griffin,,13,21
85,1,2:30.0,,A. Crabbe enters the game for J. Harris,13,21
86,1,2:17.0,I. Smith misses 2-pt jump shot from 20 ft,,13,21
87,1,2:14.0,,Defensive rebound by E. Davis,13,21
88,1,2:04.0,,C. LeVert misses 3-pt jump shot from 23 ft,13,21
89,1,2:01.0,,Offensive rebound by E. Davis,13,21
90,1,1:59.0,,C. LeVert misses 2-pt jump shot from 7 ft,13,21
91,1,1:57.0,Defensive rebound by T. Maker,,13,21
92,1,1:48.0,L. Kennard misses 2-pt jump shot from 11 ft,,13,21
93,1,1:45.0,,Defensive rebound by C. LeVert,13,21
94,1,1:38.0,,A. Crabbe misses 3-pt jump shot from 27 ft,13,21
95,1,1:36.0,Defensive rebound by A. Drummond,,13,21
96,1,1:29.0,L. Kennard makes 2-pt jump shot from 9 ft (assist by A. Drummond),,15,21
97,1,1:11.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by C. LeVert),15,24
98,1,0:55.0,I. Smith makes 2-pt jump shot from 12 ft,,17,24
99,1,0:41.0,,Shooting foul by A. Drummond (drawn by E. Davis),17,24
100,1,0:41.0,,E. Davis misses free throw 1 of 2,17,24
101,1,0:41.0,,Offensive rebound by Team,17,24
102,1,0:41.0,Z. Pachulia enters the game for A. Drummond,,17,24
103,1,0:41.0,,E. Davis makes free throw 2 of 2,17,25
104,1,0:27.0,L. Galloway misses 2-pt jump shot from 12 ft,,17,25
105,1,0:25.0,,Defensive rebound by A. Crabbe,17,25
106,1,0:19.0,,Personal foul by I. Smith (drawn by S. Dinwiddie),17,25
107,1,0:19.0,,S. Dinwiddie makes free throw 1 of 2,17,26
108,1,0:19.0,,S. Dinwiddie makes free throw 2 of 2,17,27
109,1,0:05.0,L. Kennard misses 3-pt jump shot from 25 ft,,17,27
110,1,0:04.0,Offensive rebound by T. Maker,,17,27
111,1,0:04.0,T. Maker makes 2-pt dunk from 3 ft,,19,27
112,1,0:02.0,,S. Dinwiddie misses 3-pt jump shot from 27 ft,19,27
113,1,0:01.0,,Offensive rebound by Team,19,27
114,2,11:43.0,Personal foul by E. Davis (drawn by T. Maker),,19,27
115,2,11:38.0,Z. Pachulia misses 2-pt jump shot from 17 ft,,19,27
116,2,11:35.0,,Defensive rebound by E. Davis,19,27
117,2,11:26.0,,D. Carroll misses 3-pt jump shot from 25 ft,19,27
118,2,11:25.0,,Offensive rebound by Team,19,27
119,2,11:14.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,19,27
120,2,11:10.0,Defensive rebound by L. Kennard,,19,27
121,2,10:55.0,I. Smith misses 2-pt jump shot from 13 ft,,19,27
122,2,10:51.0,,Defensive rebound by D. Carroll,19,27
123,2,10:38.0,,E. Davis misses 2-pt layup from 3 ft (block by T. Maker),19,27
124,2,10:36.0,Defensive rebound by I. Smith,,19,27
125,2,10:35.0,Shooting foul by A. Crabbe (drawn by I. Smith),,19,27
126,2,10:35.0,I. Smith misses free throw 1 of 2,,19,27
127,2,10:35.0,Offensive rebound by Team,,19,27
128,2,10:35.0,,D. Russell enters the game for S. Dinwiddie,19,27
129,2,10:35.0,I. Smith makes free throw 2 of 2,,20,27
130,2,10:18.0,,D. Carroll makes 2-pt layup from 4 ft,20,29
131,2,10:08.0,L. Galloway misses 3-pt jump shot from 23 ft,,20,29
132,2,10:05.0,,Defensive rebound by D. Carroll,20,29
133,2,9:50.0,,D. Russell misses 2-pt layup from 8 ft,20,29
134,2,9:46.0,,Offensive rebound by D. Russell,20,29
135,2,9:46.0,,D. Russell makes 2-pt layup at rim,20,31
136,2,9:40.0,Detroit full timeout,,20,31
137,2,9:28.0,Turnover by T. Maker (lost ball; steal by D. Russell),,20,31
138,2,9:25.0,,D. Russell misses 2-pt dunk from 2 ft,20,31
139,2,9:22.0,Defensive rebound by I. Smith,,20,31
140,2,9:16.0,Turnover by Z. Pachulia (bad pass; steal by D. Russell),,20,31
141,2,9:16.0,,Personal take foul by Z. Pachulia (drawn by D. Russell),20,31
142,2,9:00.0,,C. LeVert makes 2-pt layup from 3 ft,20,33
143,2,8:47.0,Z. Pachulia makes 2-pt jump shot from 19 ft (assist by I. Smith),,22,33
144,2,8:33.0,,C. LeVert misses 2-pt layup from 5 ft,22,33
145,2,8:33.0,,Offensive rebound by Team,22,33
146,2,8:33.0,Loose ball foul by L. Kennard (drawn by E. Davis),,22,33
147,2,8:20.0,,Turnover by E. Davis (out of bounds lost ball),22,33
148,2,8:06.0,Z. Pachulia misses 2-pt jump shot from 17 ft,,22,33
149,2,8:01.0,Offensive rebound by L. Galloway,,22,33
150,2,8:01.0,L. Galloway misses 2-pt layup from 1 ft,,22,33
151,2,8:01.0,,Defensive rebound by A. Crabbe,22,33
152,2,7:57.0,,D. Russell misses 3-pt jump shot from 26 ft,22,33
153,2,7:53.0,Defensive rebound by I. Smith,,22,33
154,2,7:44.0,I. Smith misses 2-pt jump shot from 11 ft,,22,33
155,2,7:42.0,,Defensive rebound by D. Carroll,22,33
156,2,7:37.0,,Turnover by D. Russell (bad pass; steal by I. Smith),22,33
157,2,7:29.0,Z. Pachulia misses 2-pt jump shot from 13 ft,,22,33
158,2,7:26.0,,Defensive rebound by A. Crabbe,22,33
159,2,7:22.0,,Personal foul by L. Kennard (drawn by D. Russell),22,33
160,2,7:22.0,B. Griffin enters the game for Z. Pachulia,,22,33
161,2,7:22.0,,S. Dinwiddie enters the game for C. LeVert,22,33
162,2,7:15.0,,Turnover by D. Russell (bad pass; steal by L. Galloway),22,33
163,2,7:09.0,I. Smith makes 2-pt layup from 2 ft,,24,33
164,2,6:59.0,,Turnover by D. Russell (out of bounds lost ball),24,33
165,2,6:59.0,R. Jackson enters the game for L. Kennard,,24,33
166,2,6:59.0,,J. Allen enters the game for A. Crabbe,24,33
167,2,6:59.0,,J. Harris enters the game for E. Davis,24,33
168,2,6:48.0,T. Maker misses 2-pt jump shot from 20 ft,,24,33
169,2,6:48.0,,Defensive rebound by D. Russell,24,33
170,2,6:39.0,,S. Dinwiddie misses 2-pt layup from 3 ft,24,33
171,2,6:37.0,Defensive rebound by B. Griffin,,24,33
172,2,6:28.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by B. Griffin),,27,33
173,2,6:28.0,,Brooklyn full timeout,27,33
174,2,6:04.0,,J. Harris makes 2-pt layup from 4 ft (assist by D. Russell),27,35
175,2,5:44.0,Shooting foul by J. Harris (drawn by B. Griffin),,27,35
176,2,5:44.0,B. Griffin misses free throw 1 of 2,,27,35
177,2,5:44.0,Offensive rebound by Team,,27,35
178,2,5:44.0,A. Drummond enters the game for T. Maker,,27,35
179,2,5:44.0,,A. Crabbe enters the game for D. Carroll,27,35
180,2,5:44.0,,R. Kurucs enters the game for J. Harris,27,35
181,2,5:44.0,B. Griffin makes free throw 2 of 2,,28,35
182,2,5:24.0,,D. Russell makes 3-pt jump shot from 23 ft (assist by A. Crabbe),28,38
183,2,5:09.0,A. Drummond misses 2-pt layup from 6 ft,,28,38
184,2,5:06.0,,Defensive rebound by R. Kurucs,28,38
185,2,5:02.0,,Personal foul by R. Jackson (drawn by J. Allen),28,38
186,2,5:02.0,Detroit full timeout,,28,38
187,2,5:02.0,W. Ellington enters the game for R. Jackson,,28,38
188,2,4:54.0,,Shooting foul by W. Ellington (drawn by S. Dinwiddie),28,38
189,2,4:54.0,,S. Dinwiddie makes free throw 1 of 2,28,39
190,2,4:54.0,,S. Dinwiddie makes free throw 2 of 2,28,40
191,2,4:41.0,L. Galloway misses 3-pt jump shot from 24 ft,,28,40
192,2,4:37.0,,Defensive rebound by A. Crabbe,28,40
193,2,4:29.0,,D. Russell misses 3-pt jump shot from 27 ft,28,40
194,2,4:28.0,Defensive rebound by W. Ellington,,28,40
195,2,4:18.0,Turnover by I. Smith (bad pass; steal by R. Kurucs),,28,40
196,2,4:15.0,,R. Kurucs makes 2-pt dunk from 1 ft,28,42
197,2,3:58.0,Shooting foul by J. Allen (drawn by B. Griffin),,28,42
198,2,3:58.0,B. Griffin makes free throw 1 of 2,,29,42
199,2,3:58.0,,C. LeVert enters the game for D. Russell,29,42
200,2,3:58.0,B. Griffin makes free throw 2 of 2,,30,42
201,2,3:49.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by J. Allen),30,45
202,2,3:31.0,Personal foul by S. Dinwiddie (drawn by B. Griffin),,30,45
203,2,3:31.0,B. Griffin makes free throw 1 of 2,,31,45
204,2,3:31.0,L. Kennard enters the game for L. Galloway,,31,45
205,2,3:31.0,B. Griffin makes free throw 2 of 2,,32,45
206,2,3:22.0,,S. Dinwiddie makes 2-pt jump shot from 10 ft,32,47
207,2,3:22.0,,Shooting foul by I. Smith (drawn by S. Dinwiddie),32,47
208,2,3:22.0,,S. Dinwiddie makes free throw 1 of 1,32,48
209,2,3:03.0,Turnover by B. Griffin (bad pass; steal by J. Allen),,32,48
210,2,2:59.0,,Turnover by C. LeVert (bad pass),32,48
211,2,2:36.0,W. Ellington misses 2-pt jump shot from 22 ft,,32,48
212,2,2:34.0,,Defensive rebound by S. Dinwiddie,32,48
213,2,2:25.0,,S. Dinwiddie makes 2-pt layup from 3 ft,32,50
214,2,2:09.0,B. Griffin misses 2-pt layup from 4 ft,,32,50
215,2,2:08.0,,Defensive rebound by S. Dinwiddie,32,50
216,2,2:02.0,,C. LeVert misses 2-pt layup from 2 ft,32,50
217,2,2:02.0,,Offensive rebound by J. Allen,32,50
218,2,2:00.0,,J. Allen makes 2-pt dunk from 1 ft,32,52
219,2,1:42.0,B. Griffin makes 3-pt jump shot from 26 ft (assist by L. Kennard),,35,52
220,2,1:28.0,,C. LeVert makes 2-pt jump shot from 4 ft,35,54
221,2,1:12.0,Turnover by W. Ellington (bad pass; steal by R. Kurucs),,35,54
222,2,1:10.0,,R. Kurucs makes 2-pt dunk from 3 ft,35,56
223,2,0:52.0,A. Drummond misses 2-pt jump shot from 6 ft (block by J. Allen),,35,56
224,2,0:49.0,,Defensive rebound by J. Allen,35,56
225,2,0:39.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,35,59
226,2,0:29.0,L. Kennard misses 2-pt jump shot from 17 ft,,35,59
227,2,0:22.0,Offensive rebound by A. Drummond,,35,59
228,2,0:22.0,A. Drummond misses 2-pt layup from 1 ft,,35,59
229,2,0:20.0,,Defensive rebound by C. LeVert,35,59
230,2,0:04.0,,C. LeVert makes 2-pt layup from 4 ft,35,61
231,2,0:02.0,I. Smith misses 3-pt jump shot from 31 ft,,35,61
232,2,0:01.0,Offensive rebound by Team,,35,61
233,3,11:44.0,R. Jackson misses 2-pt jump shot from 20 ft,,35,61
234,3,11:38.0,Offensive rebound by A. Drummond,,35,61
235,3,11:38.0,A. Drummond misses 2-pt layup at rim,,35,61
236,3,11:38.0,Offensive rebound by A. Drummond,,35,61
237,3,11:38.0,A. Drummond makes 2-pt layup from 2 ft,,37,61
238,3,11:30.0,,Personal foul by B. Griffin (drawn by J. Allen),37,61
239,3,11:30.0,Technical foul by B. Griffin,,37,61
240,3,11:30.0,,A. Crabbe misses technical free throw,37,61
241,3,11:30.0,,Offensive rebound by Team,37,61
242,3,11:14.0,,J. Harris misses 3-pt jump shot from 26 ft,37,61
243,3,11:11.0,Defensive rebound by B. Griffin,,37,61
244,3,10:53.0,B. Brown makes 3-pt jump shot from 23 ft (assist by B. Griffin),,40,61
245,3,10:35.0,,R. Kurucs misses 3-pt jump shot from 27 ft,40,61
246,3,10:32.0,Defensive rebound by A. Drummond,,40,61
247,3,10:28.0,Personal foul by R. Kurucs (drawn by B. Griffin),,40,61
248,3,10:24.0,B. Griffin misses 3-pt jump shot from 25 ft,,40,61
249,3,10:20.0,,Defensive rebound by A. Crabbe,40,61
250,3,10:04.0,,J. Harris misses 2-pt jump shot from 13 ft,40,61
251,3,10:01.0,Defensive rebound by B. Brown,,40,61
252,3,9:53.0,W. Ellington misses 3-pt jump shot from 24 ft,,40,61
253,3,9:51.0,Offensive rebound by A. Drummond,,40,61
254,3,9:49.0,A. Drummond misses 2-pt layup from 4 ft,,40,61
255,3,9:47.0,,Defensive rebound by J. Allen,40,61
256,3,9:42.0,,J. Allen makes 2-pt dunk from 2 ft (assist by A. Crabbe),40,63
257,3,9:18.0,R. Jackson misses 3-pt jump shot from 25 ft,,40,63
258,3,9:15.0,,Defensive rebound by J. Harris,40,63
259,3,9:07.0,,D. Russell misses 3-pt jump shot from 25 ft,40,63
260,3,9:05.0,Defensive rebound by B. Griffin,,40,63
261,3,8:58.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by B. Griffin),,43,63
262,3,8:57.0,,Brooklyn full timeout,43,63
263,3,8:34.0,,J. Allen misses 2-pt layup from 3 ft,43,63
264,3,8:31.0,Defensive rebound by A. Drummond,,43,63
265,3,8:17.0,R. Jackson misses 2-pt jump shot from 14 ft,,43,63
266,3,8:13.0,,Defensive rebound by R. Kurucs,43,63
267,3,8:12.0,,Offensive foul by R. Kurucs (drawn by B. Griffin),43,63
268,3,8:12.0,,Turnover by R. Kurucs (offensive foul),43,63
269,3,7:51.0,B. Brown misses 3-pt jump shot from 26 ft,,43,63
270,3,7:48.0,Offensive rebound by A. Drummond,,43,63
271,3,7:47.0,A. Drummond misses 2-pt layup from 3 ft (block by J. Allen),,43,63
272,3,7:47.0,Offensive rebound by A. Drummond,,43,63
273,3,7:46.0,Shooting foul by J. Allen (drawn by A. Drummond),,43,63
274,3,7:46.0,A. Drummond makes free throw 1 of 2,,44,63
275,3,7:46.0,A. Drummond makes free throw 2 of 2,,45,63
276,3,7:31.0,,D. Russell makes 2-pt jump shot from 18 ft (assist by A. Crabbe),45,65
277,3,7:09.0,A. Drummond misses 2-pt dunk from 3 ft,,45,65
278,3,7:07.0,Offensive rebound by W. Ellington,,45,65
279,3,7:04.0,B. Brown misses 3-pt jump shot from 23 ft,,45,65
280,3,7:02.0,Offensive rebound by A. Drummond,,45,65
281,3,7:01.0,A. Drummond misses 2-pt layup from 3 ft,,45,65
282,3,7:01.0,Offensive rebound by A. Drummond,,45,65
283,3,6:57.0,A. Drummond misses 2-pt dunk from 3 ft,,45,65
284,3,6:54.0,,Defensive rebound by J. Harris,45,65
285,3,6:47.0,,A. Crabbe makes 3-pt jump shot from 29 ft (assist by D. Russell),45,68
286,3,6:44.0,Detroit full timeout,,45,68
287,3,6:27.0,B. Brown makes 2-pt layup from 3 ft (assist by B. Griffin),,47,68
288,3,6:18.0,,Personal foul by B. Brown (drawn by J. Allen),47,68
289,3,6:10.0,,D. Russell misses 3-pt jump shot from 27 ft,47,68
290,3,6:06.0,Defensive rebound by B. Griffin,,47,68
291,3,5:59.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by B. Griffin),,50,68
292,3,5:44.0,,Personal foul by B. Brown (drawn by D. Russell),50,68
293,3,5:44.0,,S. Dinwiddie enters the game for A. Crabbe,50,68
294,3,5:38.0,,J. Harris makes 2-pt layup from 5 ft (assist by D. Russell),50,70
295,3,5:30.0,Personal foul by R. Kurucs (drawn by B. Griffin),,50,70
296,3,5:30.0,,J. Dudley enters the game for R. Kurucs,50,70
297,3,5:20.0,Turnover by B. Griffin (bad pass),,50,70
298,3,5:14.0,,Personal foul by B. Brown (drawn by D. Russell),50,70
299,3,5:14.0,L. Kennard enters the game for B. Brown,,50,70
300,3,4:58.0,,Shooting foul by A. Drummond (drawn by J. Harris),50,70
301,3,4:58.0,,J. Harris makes free throw 1 of 2,50,71
302,3,4:58.0,,E. Davis enters the game for J. Allen,50,71
303,3,4:58.0,,C. LeVert enters the game for D. Russell,50,71
304,3,4:58.0,,J. Harris makes free throw 2 of 2,50,72
305,3,4:47.0,B. Griffin misses 3-pt jump shot from 24 ft,,50,72
306,3,4:46.0,,Defensive rebound by Team,50,72
307,3,4:34.0,,Turnover by S. Dinwiddie (bad pass; steal by B. Griffin),50,72
308,3,4:27.0,A. Drummond makes 2-pt layup from 3 ft,,52,72
309,3,4:27.0,L. Galloway enters the game for W. Ellington,,52,72
310,3,4:27.0,I. Smith enters the game for R. Jackson,,52,72
311,3,4:15.0,,Brooklyn full timeout,52,72
312,3,4:13.0,,J. Harris makes 3-pt jump shot from 28 ft (assist by S. Dinwiddie),52,75
313,3,3:53.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by B. Griffin),,55,75
314,3,3:35.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by J. Harris),55,78
315,3,3:19.0,I. Smith makes 2-pt layup from 4 ft,,57,78
316,3,3:11.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,57,78
317,3,3:10.0,Defensive rebound by A. Drummond,,57,78
318,3,3:00.0,I. Smith misses 2-pt jump shot from 6 ft,,57,78
319,3,2:58.0,,Defensive rebound by E. Davis,57,78
320,3,2:55.0,,Personal foul by B. Griffin (drawn by J. Harris),57,78
321,3,2:55.0,,J. Harris makes free throw 1 of 2,57,79
322,3,2:55.0,T. Maker enters the game for B. Griffin,,57,79
323,3,2:55.0,,J. Harris makes free throw 2 of 2,57,80
324,3,2:42.0,T. Maker misses 3-pt jump shot from 26 ft,,57,80
325,3,2:38.0,,Defensive rebound by C. LeVert,57,80
326,3,2:33.0,,C. LeVert makes 2-pt layup from 2 ft,57,82
327,3,2:10.0,A. Drummond makes 2-pt jump shot from 13 ft (assist by L. Galloway),,59,82
328,3,1:58.0,,E. Davis misses 2-pt dunk from 2 ft,59,82
329,3,1:58.0,,Offensive rebound by E. Davis,59,82
330,3,1:56.0,,E. Davis makes 2-pt layup from 3 ft,59,84
331,3,1:42.0,T. Maker misses 3-pt jump shot from 24 ft,,59,84
332,3,1:40.0,,Defensive rebound by E. Davis,59,84
333,3,1:23.0,,S. Dinwiddie makes 2-pt layup from 3 ft,59,86
334,3,1:16.0,L. Galloway misses 3-pt jump shot from 24 ft,,59,86
335,3,1:13.0,,Defensive rebound by E. Davis,59,86
336,3,1:05.0,,J. Dudley misses 3-pt jump shot from 26 ft,59,86
337,3,1:03.0,Defensive rebound by A. Drummond,,59,86
338,3,0:58.0,L. Kennard misses 3-pt jump shot from 27 ft,,59,86
339,3,0:55.0,Offensive rebound by Team,,59,86
340,3,0:55.0,,A. Crabbe enters the game for J. Harris,59,86
341,3,0:43.0,Turnover by A. Drummond (lost ball; steal by C. LeVert),,59,86
342,3,0:38.0,,Shooting foul by I. Smith (drawn by S. Dinwiddie),59,86
343,3,0:38.0,,S. Dinwiddie makes free throw 1 of 2,59,87
344,3,0:38.0,,S. Dinwiddie makes free throw 2 of 2,59,88
345,3,0:30.0,I. Smith misses 2-pt jump shot from 19 ft,,59,88
346,3,0:27.0,,Defensive rebound by A. Crabbe,59,88
347,3,0:06.0,,C. LeVert misses 3-pt jump shot from 25 ft,59,88
348,3,0:03.0,Defensive rebound by A. Drummond,,59,88
349,3,0:01.0,L. Galloway makes 3-pt jump shot from 37 ft (assist by A. Drummond),,62,88
350,4,11:45.0,,E. Davis misses 2-pt layup from 3 ft (block by T. Maker),62,88
351,4,11:45.0,,Offensive rebound by Team,62,88
352,4,11:36.0,,C. LeVert makes 2-pt jump shot from 10 ft (assist by A. Crabbe),62,90
353,4,11:21.0,L. Kennard misses 2-pt jump shot from 19 ft,,62,90
354,4,11:18.0,,Defensive rebound by C. LeVert,62,90
355,4,11:12.0,,Turnover by C. LeVert (traveling),62,90
356,4,10:50.0,T. Maker makes 3-pt jump shot from 25 ft (assist by I. Smith),,65,90
357,4,10:29.0,,C. LeVert misses 2-pt jump shot from 15 ft,65,90
358,4,10:26.0,Defensive rebound by G. Robinson,,65,90
359,4,10:21.0,G. Robinson misses 3-pt jump shot from 25 ft,,65,90
360,4,10:17.0,,Defensive rebound by A. Crabbe,65,90
361,4,10:09.0,,Turnover by S. Dinwiddie (traveling),65,90
362,4,9:58.0,Personal foul by J. Dudley (drawn by L. Galloway),,65,90
363,4,9:52.0,I. Smith makes 2-pt jump shot from 16 ft,,67,90
364,4,9:32.0,,Turnover by C. LeVert (bad pass; steal by L. Kennard),67,90
365,4,9:27.0,Shooting foul by A. Crabbe (drawn by G. Robinson),,67,90
366,4,9:27.0,G. Robinson makes free throw 1 of 2,,68,90
367,4,9:27.0,G. Robinson makes free throw 2 of 2,,69,90
368,4,9:05.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),69,93
369,4,8:54.0,G. Robinson misses 2-pt jump shot from 18 ft,,69,93
370,4,8:51.0,,Defensive rebound by E. Davis,69,93
371,4,8:43.0,,Turnover by S. Dinwiddie (lost ball; steal by T. Maker),69,93
372,4,8:42.0,Personal take foul by J. Dudley (drawn by L. Galloway),,69,93
373,4,8:42.0,,J. Allen enters the game for E. Davis,69,93
374,4,8:42.0,,R. Kurucs enters the game for J. Dudley,69,93
375,4,8:31.0,L. Galloway misses 2-pt jump shot from 15 ft,,69,93
376,4,8:26.0,,Defensive rebound by C. LeVert,69,93
377,4,8:16.0,,Turnover by C. LeVert (lost ball; steal by I. Smith),69,93
378,4,8:11.0,I. Smith misses 2-pt layup from 3 ft,,69,93
379,4,8:10.0,,Defensive rebound by A. Crabbe,69,93
380,4,8:10.0,,Brooklyn full timeout,69,93
381,4,8:10.0,K. Thomas enters the game for G. Robinson,,69,93
382,4,8:10.0,,D. Russell enters the game for C. LeVert,69,93
383,4,7:57.0,,A. Crabbe misses 3-pt jump shot from 24 ft,69,93
384,4,7:55.0,,Offensive rebound by J. Allen,69,93
385,4,7:54.0,,J. Allen makes 2-pt layup from 3 ft,69,95
