,QUARTER,TIME_REMAINING,DALLAS_ACTION,CLEVELAND_ACTION,DALLAS_SCORE,CLEVELAND_SCORE
271,3,7:33.0,Defensive rebound by D. Finney-Smith,,64,63
272,3,7:29.0,J. Brunson makes 2-pt layup from 1 ft,,66,63
273,3,7:29.0,Shooting foul by A. Žižić (drawn by J. Brunson),,66,63
274,3,7:29.0,J. Brunson makes free throw 1 of 1,,67,63
275,3,7:12.0,,A. Burks makes 3-pt jump shot from 26 ft (assist by D. Nwaba),67,66
276,3,7:00.0,Shooting foul by D. Nwaba (drawn by L. Dončić),,67,66
277,3,7:00.0,L. Dončić makes free throw 1 of 2,,68,66
278,3,7:00.0,,D. Adel enters the game for D. Nwaba,68,66
279,3,7:00.0,L. Dončić makes free throw 2 of 2,,69,66
280,3,6:52.0,,A. Žižić makes 2-pt layup from 2 ft (assist by C. Sexton),69,68
281,3,6:39.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,69,68
282,3,6:39.0,,Defensive rebound by R. Hood,69,68
283,3,6:23.0,,A. Burks misses 3-pt jump shot from 26 ft,69,68
284,3,6:21.0,Defensive rebound by J. Brunson,,69,68
285,3,6:10.0,H. Barnes misses 2-pt jump shot from 15 ft,,69,68
286,3,6:06.0,,Defensive rebound by D. Adel,69,68
287,3,6:03.0,,Offensive foul by C. Sexton (drawn by J. Brunson),69,68
288,3,6:03.0,,Turnover by C. Sexton (offensive foul),69,68
289,3,6:03.0,R. Broekhoff enters the game for L. Dončić,,69,68
290,3,6:03.0,D. Harris enters the game for D. Finney-Smith,,69,68
291,3,6:03.0,,J. Clarkson enters the game for R. Hood,69,68
292,3,5:48.0,D. Harris makes 2-pt jump shot from 4 ft (assist by J. Brunson),,71,68
293,3,5:36.0,,C. Sexton makes 3-pt jump shot from 25 ft (assist by A. Burks),71,71
294,3,5:23.0,H. Barnes makes 2-pt dunk from 1 ft (assist by M. Kleber),,73,71
295,3,5:09.0,,Shooting foul by M. Kleber (drawn by D. Adel),73,71
296,3,5:09.0,,D. Adel makes free throw 1 of 2,73,72
297,3,5:09.0,D. Powell enters the game for M. Kleber,,73,72
298,3,5:09.0,,L. Nance enters the game for A. Žižić,73,72
299,3,5:09.0,,D. Adel makes free throw 2 of 2,73,73
300,3,4:50.0,D. Harris makes 3-pt jump shot from 23 ft (assist by H. Barnes),,76,73
301,3,4:29.0,,C. Sexton misses 2-pt jump shot from 3 ft,76,73
302,3,4:27.0,Defensive rebound by J. Brunson,,76,73
303,3,4:19.0,J. Brunson makes 2-pt jump shot from 8 ft,,78,73
304,3,3:53.0,,L. Nance makes 2-pt jump shot from 18 ft,78,75
305,3,3:37.0,J. Brunson makes 2-pt layup from 1 ft,,80,75
306,3,3:15.0,,J. Clarkson misses 3-pt jump shot from 28 ft,80,75
307,3,3:11.0,Defensive rebound by D. Powell,,80,75
308,3,3:08.0,Personal foul by A. Burks (drawn by D. Harris),,80,75
309,3,3:08.0,D. Harris makes free throw 1 of 2,,81,75
310,3,3:08.0,L. Dončić enters the game for H. Barnes,,81,75
311,3,3:08.0,D. Nowitzki enters the game for J. Brunson,,81,75
312,3,3:08.0,,M. Dellavedova enters the game for C. Sexton,81,75
313,3,3:08.0,D. Harris makes free throw 2 of 2,,82,75
314,3,3:02.0,Violation by Team (kicked ball),,82,75
315,3,2:56.0,,Turnover by M. Dellavedova (bad pass),82,75
316,3,2:56.0,Dallas full timeout,,82,75
317,3,2:56.0,,R. Hood enters the game for A. Burks,82,75
318,3,2:42.0,L. Dončić makes 2-pt jump shot from 7 ft,,84,75
319,3,2:42.0,,Violation by Team (def goaltending),84,75
320,3,2:30.0,,J. Clarkson misses 3-pt jump shot from 25 ft,84,75
321,3,2:27.0,Defensive rebound by D. Harris,,84,75
322,3,2:05.0,L. Dončić misses 3-pt jump shot from 26 ft,,84,75
323,3,2:02.0,,Defensive rebound by M. Dellavedova,84,75
324,3,1:54.0,,Personal foul by D. Harris (drawn by L. Nance),84,75
325,3,1:54.0,,L. Nance makes free throw 1 of 2,84,76
326,3,1:54.0,,L. Nance misses free throw 2 of 2,84,76
327,3,1:52.0,Defensive rebound by D. Nowitzki,,84,76
328,3,1:36.0,Shooting foul by D. Adel (drawn by D. Powell),,84,76
329,3,1:36.0,D. Powell makes free throw 1 of 2,,85,76
330,3,1:36.0,D. Powell makes free throw 2 of 2,,86,76
331,3,1:24.0,,Shooting foul by L. Dončić (drawn by M. Dellavedova),86,76
332,3,1:24.0,,M. Dellavedova makes free throw 1 of 2,86,77
333,3,1:24.0,,M. Dellavedova makes free throw 2 of 2,86,78
334,3,1:02.0,Turnover by D. Harris (out of bounds lost ball),,86,78
335,3,0:48.0,,Shooting foul by R. Broekhoff (drawn by J. Clarkson),86,78
336,3,0:48.0,,J. Clarkson makes free throw 1 of 2,86,79
337,3,0:48.0,,J. Clarkson makes free throw 2 of 2,86,80
338,3,0:27.0,L. Dončić misses 2-pt layup from 1 ft,,86,80
339,3,0:25.0,,Defensive rebound by L. Nance,86,80
340,3,0:07.0,,J. Clarkson misses 2-pt jump shot from 13 ft,86,80
341,3,0:05.0,Defensive rebound by D. Powell,,86,80
342,3,0:01.0,L. Dončić misses 3-pt jump shot from 34 ft,,86,80
343,3,0:01.0,Offensive rebound by Team,,86,80
344,4,11:46.0,R. Broekhoff misses 3-pt jump shot from 26 ft,,86,80
345,4,11:43.0,,Defensive rebound by R. Hood,86,80
346,4,11:27.0,,R. Hood misses 2-pt jump shot from 21 ft,86,80
347,4,11:25.0,Defensive rebound by L. Dončić,,86,80
348,4,11:15.0,L. Dončić misses 2-pt layup from 1 ft,,86,80
349,4,11:11.0,,Defensive rebound by L. Nance,86,80
350,4,10:55.0,,D. Adel misses 3-pt jump shot from 25 ft,86,80
351,4,10:52.0,Defensive rebound by D. Nowitzki,,86,80
352,4,10:43.0,Turnover by D. Powell (bad pass),,86,80
353,4,10:37.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,86,80
354,4,10:34.0,Defensive rebound by D. Nowitzki,,86,80
355,4,10:15.0,D. Powell misses 2-pt layup from 1 ft (block by L. Nance),,86,80
356,4,10:12.0,,Defensive rebound by L. Nance,86,80
357,4,10:12.0,,Personal take foul by D. Harris (drawn by L. Nance),86,80
358,4,10:00.0,,D. Adel misses 3-pt jump shot from 27 ft,86,80
359,4,9:57.0,Defensive rebound by D. Nowitzki,,86,80
360,4,9:49.0,Personal foul by L. Nance (drawn by L. Dončić),,86,80
361,4,9:33.0,L. Dončić misses 2-pt jump shot from 13 ft,,86,80
362,4,9:29.0,,Defensive rebound by J. Clarkson,86,80
363,4,9:14.0,,M. Dellavedova misses 2-pt layup from 1 ft,86,80
364,4,9:12.0,Defensive rebound by L. Dončić,,86,80
365,4,9:12.0,H. Barnes enters the game for L. Dončić,,86,80
366,4,9:12.0,J. Brunson enters the game for D. Nowitzki,,86,80
367,4,9:12.0,,A. Burks enters the game for D. Adel,86,80
368,4,8:56.0,J. Brunson makes 3-pt jump shot from 27 ft,,89,80
369,4,8:56.0,Shooting foul by L. Nance (drawn by J. Brunson),,89,80
370,4,8:56.0,J. Brunson makes free throw 1 of 1,,90,80
371,4,8:56.0,,Cleveland full timeout,90,80
372,4,8:43.0,,J. Clarkson misses 3-pt jump shot from 25 ft,90,80
373,4,8:38.0,,Offensive rebound by L. Nance,90,80
374,4,8:36.0,,L. Nance misses 2-pt layup from 3 ft (block by D. Powell),90,80
375,4,8:31.0,Defensive rebound by J. Brunson,,90,80
376,4,8:28.0,Turnover by D. Powell (bad pass; steal by L. Nance),,90,80
377,4,8:26.0,,J. Clarkson makes 2-pt jump shot from 1 ft,90,82
378,4,8:26.0,,Shooting foul by D. Powell (drawn by J. Clarkson),90,82
379,4,8:26.0,,J. Clarkson makes free throw 1 of 1,90,83
380,4,8:09.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Harris),,93,83
381,4,7:43.0,,A. Burks misses 3-pt jump shot from 25 ft,93,83
382,4,7:41.0,,Offensive rebound by L. Nance,93,83
383,4,7:41.0,,Offensive foul by L. Nance (drawn by D. Powell),93,83
384,4,7:41.0,,Turnover by L. Nance (offensive foul),93,83
