,QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
108,1,1:52.0,T. Leaf makes 2-pt layup from 2 ft,,31,24
109,1,1:45.0,,Turnover by J. Adams (bad pass; steal by A. Holiday),31,24
110,1,1:45.0,Personal take foul by V. Carter (drawn by A. Holiday),,31,24
111,1,1:45.0,Offensive rebound by Team,,31,24
112,1,1:45.0,A. Holiday misses free throw 1 of 2,,31,24
113,1,1:45.0,A. Holiday makes free throw 2 of 2,,32,24
114,1,1:31.0,,D. Bembry misses 2-pt jump shot from 10 ft,32,24
115,1,1:30.0,,Offensive rebound by Team,32,24
116,1,1:27.0,,D. Bembry makes 2-pt dunk at rim (assist by K. Bazemore),32,26
117,1,1:10.0,T. Leaf makes 2-pt jump shot from 21 ft,,34,26
118,1,0:55.0,,Shooting foul by E. Sumner (drawn by D. Bembry),34,26
119,1,0:55.0,,D. Bembry makes free throw 1 of 2,34,27
120,1,0:55.0,,J. Anderson enters the game for D. Davis,34,27
121,1,0:55.0,,D. Bembry makes free throw 2 of 2,34,28
122,1,0:30.0,E. Sumner misses 2-pt layup from 2 ft,,34,28
123,1,0:26.0,,Defensive rebound by J. Anderson,34,28
124,1,0:07.0,,K. Bazemore misses 2-pt layup from 4 ft,34,28
125,1,0:03.0,Defensive rebound by A. Johnson,,34,28
126,1,0:01.0,Shooting foul by J. Adams (drawn by E. Sumner),,34,28
127,1,0:01.0,E. Sumner misses free throw 1 of 2,,34,28
128,1,0:01.0,Offensive rebound by Team,,34,28
129,1,0:01.0,E. Sumner makes free throw 2 of 2,,35,28
130,1,0:00.0,,K. Bazemore misses 3-pt jump shot from 39 ft,35,28
131,1,0:00.0,,Offensive rebound by Team,35,28
132,2,11:47.0,,Turnover by J. Anderson (bad pass; steal by T. Leaf),35,28
133,2,11:43.0,T. Leaf makes 2-pt layup from 1 ft (assist by C. Joseph),,37,28
134,2,11:30.0,,Shooting foul by A. Holiday (drawn by T. Young),37,28
135,2,11:30.0,,T. Young makes free throw 1 of 2,37,29
136,2,11:30.0,,T. Young makes free throw 2 of 2,37,30
137,2,11:24.0,Personal foul by J. Anderson (drawn by E. Sumner),,37,30
138,2,11:17.0,C. Joseph misses 3-pt jump shot from 26 ft,,37,30
139,2,11:14.0,,Defensive rebound by J. Collins,37,30
140,2,11:06.0,,T. Young makes 2-pt layup from 1 ft (assist by J. Collins),37,32
141,2,10:52.0,,Violation by Team (kicked ball),37,32
142,2,10:41.0,C. Joseph misses 2-pt layup from 1 ft,,37,32
143,2,10:36.0,Offensive rebound by A. Johnson,,37,32
144,2,10:36.0,A. Johnson makes 2-pt layup at rim,,39,32
145,2,10:32.0,,J. Collins makes 2-pt dunk from 2 ft (assist by T. Young),39,34
146,2,10:17.0,E. Sumner makes 3-pt jump shot from 26 ft,,42,34
147,2,9:59.0,,J. Collins misses 2-pt layup at rim,42,34
148,2,9:57.0,,Offensive rebound by J. Collins,42,34
149,2,9:55.0,,J. Collins makes 2-pt dunk from 1 ft,42,36
150,2,9:47.0,T. Leaf makes 2-pt layup from 1 ft,,44,36
151,2,9:34.0,,T. Young misses 3-pt jump shot from 25 ft,44,36
152,2,9:31.0,Defensive rebound by T. Leaf,,44,36
153,2,9:27.0,A. Holiday misses 3-pt jump shot from 25 ft,,44,36
154,2,9:23.0,,Defensive rebound by K. Bazemore,44,36
155,2,9:21.0,,Shooting foul by A. Holiday (drawn by J. Anderson),44,36
156,2,9:21.0,,J. Anderson makes free throw 1 of 2,44,37
157,2,9:21.0,,K. Huerter enters the game for K. Bazemore,44,37
158,2,9:21.0,,T. Prince enters the game for D. Bembry,44,37
159,2,9:21.0,,J. Anderson makes free throw 2 of 2,44,38
160,2,9:14.0,Shooting foul by J. Collins (drawn by E. Sumner),,44,38
161,2,9:14.0,E. Sumner makes free throw 1 of 2,,45,38
162,2,9:14.0,,A. Len enters the game for J. Anderson,45,38
163,2,9:14.0,E. Sumner makes free throw 2 of 2,,46,38
164,2,9:06.0,,Personal foul by A. Holiday (drawn by J. Collins),46,38
165,2,8:56.0,,A. Len misses 3-pt jump shot from 23 ft,46,38
166,2,8:52.0,,Offensive rebound by J. Collins,46,38
167,2,8:52.0,,J. Collins makes 2-pt layup from 1 ft,46,40
168,2,8:40.0,A. Holiday makes 3-pt jump shot from 25 ft (assist by C. Joseph),,49,40
169,2,8:17.0,,J. Collins makes 2-pt layup from 1 ft (assist by A. Len),49,42
170,2,8:06.0,A. Holiday misses 2-pt jump shot from 13 ft,,49,42
171,2,8:02.0,,Defensive rebound by J. Collins,49,42
172,2,8:00.0,,Turnover by J. Collins (bad pass; steal by A. Holiday),49,42
173,2,7:54.0,E. Sumner makes 3-pt jump shot from 26 ft (assist by T. Leaf),,52,42
174,2,7:35.0,,T. Young misses 2-pt layup from 10 ft (block by T. Leaf),52,42
175,2,7:35.0,,Offensive rebound by Team,52,42
176,2,7:35.0,D. McDermott enters the game for A. Johnson,,52,42
177,2,7:35.0,K. O'Quinn enters the game for T. Leaf,,52,42
178,2,7:28.0,,T. Prince makes 2-pt layup from 3 ft,52,44
179,2,7:28.0,,Shooting foul by D. McDermott (drawn by T. Prince),52,44
180,2,7:28.0,,T. Prince makes free throw 1 of 1,52,45
181,2,7:17.0,Personal foul by T. Prince (drawn by E. Sumner),,52,45
182,2,7:09.0,K. O'Quinn misses 2-pt jump shot from 13 ft,,52,45
183,2,7:07.0,,Defensive rebound by A. Len,52,45
184,2,6:59.0,,T. Young misses 2-pt jump shot from 12 ft,52,45
185,2,6:56.0,,Offensive rebound by J. Collins,52,45
186,2,6:55.0,,J. Collins misses 2-pt layup from 1 ft,52,45
187,2,6:54.0,,Offensive rebound by J. Collins,52,45
188,2,6:53.0,,J. Collins misses 2-pt layup from 1 ft,52,45
189,2,6:51.0,,Offensive rebound by J. Collins,52,45
190,2,6:50.0,,J. Collins misses 2-pt layup from 1 ft (block by K. O'Quinn),52,45
191,2,6:49.0,Defensive rebound by A. Holiday,,52,45
192,2,6:45.0,A. Holiday makes 2-pt layup from 2 ft,,54,45
193,2,6:45.0,Shooting foul by K. Huerter (drawn by A. Holiday),,54,45
194,2,6:45.0,,Atlanta full timeout,54,45
195,2,6:45.0,A. Holiday makes free throw 1 of 1,,55,45
196,2,6:35.0,,Shooting foul by C. Joseph (drawn by T. Prince),55,45
197,2,6:35.0,,Offensive rebound by Team,55,45
198,2,6:35.0,,T. Prince misses free throw 1 of 2,55,45
199,2,6:35.0,D. Collison enters the game for A. Holiday,,55,45
200,2,6:35.0,T. Evans enters the game for C. Joseph,,55,45
201,2,6:35.0,,T. Prince makes free throw 2 of 2,55,46
202,2,6:22.0,K. O'Quinn misses 2-pt layup from 1 ft,,55,46
203,2,6:20.0,,Defensive rebound by A. Len,55,46
204,2,6:12.0,,J. Collins makes 2-pt layup from 3 ft (assist by T. Young),55,48
205,2,6:00.0,D. McDermott makes 2-pt hook shot from 3 ft (assist by K. O'Quinn),,57,48
206,2,6:00.0,Shooting foul by J. Collins (drawn by D. McDermott),,57,48
207,2,6:00.0,D. McDermott makes free throw 1 of 1,,58,48
208,2,5:52.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by A. Len),58,51
209,2,5:39.0,Turnover by K. O'Quinn (bad pass; steal by T. Young),,58,51
210,2,5:39.0,,Flagrant foul type 2 by K. O'Quinn (drawn by T. Young),58,51
211,2,5:39.0,K. O'Quinn ejected from game,,58,51
212,2,5:39.0,T. Leaf enters the game for K. O'Quinn,,58,51
213,2,5:39.0,,T. Young makes flagrant free throw 1 of 2,58,52
214,2,5:39.0,,T. Young makes flagrant free throw 2 of 2,58,53
215,2,5:30.0,,T. Prince misses 2-pt layup from 1 ft,58,53
216,2,5:25.0,,Offensive rebound by T. Young,58,53
217,2,5:17.0,,T. Young makes 3-pt jump shot from 27 ft,58,56
218,2,4:56.0,T. Evans misses 2-pt layup from 1 ft (block by T. Prince),,58,56
219,2,4:56.0,Offensive rebound by Team,,58,56
220,2,4:50.0,T. Leaf misses 2-pt jump shot from 13 ft,,58,56
221,2,4:47.0,,Defensive rebound by T. Prince,58,56
222,2,4:38.0,,T. Young makes 2-pt layup from 1 ft,58,58
223,2,4:38.0,,Shooting foul by D. Collison (drawn by T. Young),58,58
224,2,4:38.0,,T. Young makes free throw 1 of 1,58,59
225,2,4:21.0,Turnover by D. Collison (offensive foul),,58,59
226,2,4:21.0,Offensive foul by D. Collison (drawn by T. Young),,58,59
227,2,4:06.0,,T. Prince misses 2-pt layup from 1 ft,58,59
228,2,4:04.0,Defensive rebound by D. McDermott,,58,59
229,2,3:59.0,T. Evans makes 2-pt layup from 1 ft,,60,59
230,2,3:45.0,,A. Len makes 2-pt dunk at rim (assist by J. Collins),60,61
231,2,3:38.0,Shooting foul by A. Len (drawn by E. Sumner),,60,61
232,2,3:38.0,E. Sumner makes free throw 1 of 2,,61,61
233,2,3:38.0,E. Sumner makes free throw 2 of 2,,62,61
234,2,3:23.0,,K. Huerter misses 2-pt jump shot from 21 ft,62,61
235,2,3:23.0,Defensive rebound by Team,,62,61
236,2,3:03.0,Turnover by T. Evans (traveling),,62,61
237,2,2:54.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),62,63
238,2,2:43.0,Indiana full timeout,,62,63
239,2,2:43.0,,J. Anderson enters the game for K. Huerter,62,63
240,2,2:43.0,,K. Bazemore enters the game for A. Len,62,63
241,2,2:43.0,,D. Bembry enters the game for T. Prince,62,63
242,2,2:43.0,,V. Carter enters the game for T. Young,62,63
243,2,2:31.0,T. Evans makes 3-pt jump shot from 25 ft,,65,63
244,2,2:12.0,,K. Bazemore misses 3-pt jump shot from 23 ft,65,63
245,2,2:09.0,Defensive rebound by E. Sumner,,65,63
246,2,1:56.0,E. Sumner misses 2-pt layup from 1 ft,,65,63
247,2,1:54.0,,Defensive rebound by J. Collins,65,63
248,2,1:45.0,,K. Bazemore misses 3-pt jump shot from 23 ft,65,63
249,2,1:39.0,,Offensive rebound by J. Anderson,65,63
250,2,1:39.0,,J. Anderson misses 2-pt dunk from 1 ft,65,63
251,2,1:38.0,,Offensive rebound by D. Bembry,65,63
252,2,1:37.0,,V. Carter misses 3-pt jump shot from 29 ft,65,63
253,2,1:33.0,Defensive rebound by D. McDermott,,65,63
254,2,1:26.0,Turnover by T. Evans (bad pass; steal by D. Bembry),,65,63
255,2,1:21.0,,Turnover by J. Anderson (traveling),65,63
256,2,1:21.0,,I. Humphries enters the game for J. Collins,65,63
257,2,1:07.0,D. Collison misses 3-pt jump shot from 24 ft,,65,63
258,2,1:05.0,Offensive rebound by Team,,65,63
259,2,1:05.0,,Loose ball foul by I. Humphries (drawn by T. Leaf),65,63
260,2,1:05.0,T. Leaf makes free throw 1 of 2,,66,63
261,2,1:05.0,T. Leaf makes free throw 2 of 2,,67,63
262,2,0:51.0,,K. Bazemore misses 2-pt layup from 1 ft,67,63
263,2,0:49.0,,Offensive rebound by I. Humphries,67,63
264,2,0:49.0,,I. Humphries makes 2-pt jump shot from 3 ft,67,65
265,2,0:33.0,E. Sumner makes 2-pt layup from 1 ft (assist by T. Evans),,69,65
266,2,0:29.0,,K. Bazemore makes 3-pt jump shot from 27 ft,69,68
267,2,0:27.0,Personal foul by J. Anderson (drawn by D. Collison),,69,68
268,2,0:27.0,D. Collison makes free throw 1 of 2,,70,68
269,2,0:27.0,D. Collison makes free throw 2 of 2,,71,68
270,2,0:11.0,,Personal foul by T. Evans (drawn by K. Bazemore),71,68
271,2,0:11.0,,K. Bazemore misses free throw 1 of 2,71,68
272,2,0:11.0,,Offensive rebound by Team,71,68
273,2,0:11.0,,K. Bazemore makes free throw 2 of 2,71,69
274,2,0:03.0,Personal foul by D. Bembry (drawn by D. Collison),,71,69
275,2,0:03.0,D. Collison makes free throw 1 of 2,,72,69
276,2,0:03.0,D. Collison makes free throw 2 of 2,,73,69
277,2,0:00.0,,K. Bazemore misses 3-pt jump shot from 27 ft,73,69
278,2,0:00.0,,Offensive rebound by Team,73,69
279,3,11:47.0,,K. Huerter makes 3-pt jump shot from 26 ft,73,72
280,3,11:35.0,D. McDermott misses 2-pt jump shot from 20 ft,,73,72
281,3,11:32.0,,Defensive rebound by J. Collins,73,72
282,3,11:25.0,,J. Collins misses 3-pt jump shot from 26 ft,73,72
283,3,11:22.0,Defensive rebound by T. Leaf,,73,72
284,3,11:15.0,T. Leaf misses 2-pt layup from 1 ft,,73,72
285,3,11:13.0,,Defensive rebound by T. Prince,73,72
286,3,11:10.0,,T. Young misses 3-pt jump shot from 28 ft,73,72
287,3,11:06.0,Defensive rebound by D. Reed,,73,72
288,3,10:49.0,T. Evans misses 3-pt jump shot from 26 ft,,73,72
289,3,10:46.0,,Defensive rebound by A. Len,73,72
290,3,10:40.0,,T. Young misses 2-pt jump shot from 7 ft,73,72
291,3,10:36.0,Defensive rebound by D. McDermott,,73,72
292,3,10:34.0,E. Sumner misses 3-pt jump shot from 23 ft,,73,72
293,3,10:33.0,T. Leaf makes 2-pt layup from 1 ft,,75,72
294,3,10:33.0,Offensive rebound by T. Leaf,,75,72
295,3,10:33.0,Shooting foul by K. Huerter (drawn by T. Leaf),,75,72
296,3,10:33.0,T. Leaf misses free throw 1 of 1,,75,72
297,3,10:30.0,,Defensive rebound by J. Collins,75,72
298,3,10:08.0,,Turnover by T. Young (bad pass; steal by D. McDermott),75,72
299,3,10:07.0,D. Reed makes 2-pt layup from 1 ft (assist by T. Evans),,77,72
300,3,10:07.0,,Atlanta full timeout,77,72
301,3,9:52.0,,Turnover by T. Young (bad pass; steal by E. Sumner),77,72
302,3,9:50.0,Shooting foul by K. Huerter (drawn by E. Sumner),,77,72
303,3,9:50.0,E. Sumner makes free throw 1 of 2,,78,72
304,3,9:50.0,E. Sumner misses free throw 2 of 2,,78,72
305,3,9:48.0,Offensive rebound by T. Leaf,,78,72
306,3,9:48.0,Shooting foul by A. Len (drawn by T. Leaf),,78,72
307,3,9:48.0,T. Leaf makes free throw 1 of 2,,79,72
308,3,9:48.0,T. Leaf makes free throw 2 of 2,,80,72
309,3,9:37.0,,Shooting foul by T. Leaf (drawn by T. Young),80,72
310,3,9:37.0,,T. Young makes free throw 1 of 2,80,73
311,3,9:37.0,,T. Young misses free throw 2 of 2,80,73
312,3,9:34.0,Defensive rebound by T. Leaf,,80,73
313,3,9:22.0,D. Reed misses 2-pt jump shot from 14 ft,,80,73
314,3,9:21.0,Offensive rebound by T. Leaf,,80,73
315,3,9:20.0,T. Leaf makes 2-pt layup at rim,,82,73
316,3,9:08.0,,Shooting foul by T. Leaf (drawn by J. Collins),82,73
317,3,9:08.0,,J. Collins makes free throw 1 of 2,82,74
318,3,9:08.0,,J. Collins makes free throw 2 of 2,82,75
319,3,8:53.0,T. Leaf makes 2-pt layup from 1 ft (assist by T. Evans),,84,75
320,3,8:37.0,,T. Prince makes 3-pt jump shot from 26 ft (assist by T. Young),84,78
321,3,8:19.0,E. Sumner misses 3-pt jump shot from 26 ft,,84,78
322,3,8:17.0,,Defensive rebound by K. Huerter,84,78
323,3,8:12.0,,Turnover by K. Huerter (bad pass; steal by E. Sumner),84,78
324,3,8:08.0,T. Leaf misses 3-pt jump shot from 25 ft,,84,78
325,3,8:05.0,,Defensive rebound by K. Huerter,84,78
326,3,8:01.0,,T. Prince misses 3-pt jump shot from 27 ft,84,78
327,3,7:58.0,Defensive rebound by E. Sumner,,84,78
328,3,7:49.0,D. McDermott misses 2-pt layup from 1 ft (block by A. Len),,84,78
329,3,7:49.0,Offensive rebound by Team,,84,78
330,3,7:40.0,Turnover by E. Sumner (bad pass; steal by T. Young),,84,78
331,3,7:34.0,,K. Huerter makes 3-pt jump shot from 24 ft (assist by T. Young),84,81
332,3,7:33.0,Indiana full timeout,,84,81
333,3,7:33.0,,D. Bembry enters the game for A. Len,84,81
334,3,7:22.0,T. Evans makes 2-pt layup from 1 ft,,86,81
335,3,7:22.0,,Violation by Team (def goaltending),86,81
336,3,7:06.0,,T. Prince makes 2-pt layup from 1 ft,86,83
337,3,6:41.0,T. Evans makes 3-pt jump shot from 26 ft,,89,83
338,3,6:26.0,,Turnover by J. Collins (traveling),89,83
339,3,6:18.0,T. Evans makes 2-pt layup from 1 ft (assist by T. Leaf),,91,83
340,3,6:18.0,Shooting foul by D. Bembry (drawn by T. Evans),,91,83
341,3,6:18.0,T. Evans misses free throw 1 of 1,,91,83
342,3,6:16.0,,Defensive rebound by T. Young,91,83
343,3,6:09.0,,D. Bembry misses 3-pt jump shot from 25 ft,91,83
344,3,6:08.0,,Offensive rebound by Team,91,83
345,3,6:08.0,Loose ball foul by E. Sumner (drawn by J. Collins),,91,83
346,3,5:55.0,,T. Young makes 2-pt layup from 1 ft,91,85
347,3,5:38.0,T. Evans misses 3-pt jump shot from 26 ft,,91,85
348,3,5:36.0,,Defensive rebound by J. Collins,91,85
349,3,5:31.0,,Shooting foul by D. Reed (drawn by T. Young),91,85
350,3,5:31.0,,T. Young makes free throw 1 of 2,91,86
351,3,5:31.0,A. Johnson enters the game for T. Leaf,,91,86
352,3,5:31.0,,K. Bazemore enters the game for J. Collins,91,86
353,3,5:31.0,,A. Len enters the game for K. Huerter,91,86
354,3,5:31.0,,T. Young makes free throw 2 of 2,91,87
355,3,5:13.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Reed),,94,87
356,3,4:57.0,,Shooting foul by E. Sumner (drawn by A. Len),94,87
357,3,4:57.0,,A. Len makes free throw 1 of 2,94,88
358,3,4:57.0,,J. Adams enters the game for T. Prince,94,88
359,3,4:57.0,,V. Carter enters the game for T. Young,94,88
360,3,4:57.0,,A. Len makes free throw 2 of 2,94,89
361,3,4:43.0,D. Reed misses 2-pt jump shot from 22 ft,,94,89
362,3,4:41.0,Offensive rebound by E. Sumner,,94,89
363,3,4:40.0,E. Sumner misses 2-pt layup from 1 ft,,94,89
364,3,4:39.0,Offensive rebound by D. McDermott,,94,89
365,3,4:38.0,Personal foul by K. Bazemore (drawn by D. McDermott),,94,89
366,3,4:38.0,D. McDermott makes free throw 1 of 2,,95,89
367,3,4:38.0,D. McDermott makes free throw 2 of 2,,96,89
368,3,4:38.0,C. Joseph enters the game for D. Reed,,96,89
369,3,4:31.0,,Offensive rebound by A. Len,96,89
370,3,4:31.0,,A. Len misses 2-pt layup from 1 ft (block by C. Joseph),96,89
371,3,4:31.0,,Shooting foul by T. Evans (drawn by A. Len),96,89
372,3,4:31.0,,A. Len makes free throw 1 of 2,96,90
373,3,4:31.0,,A. Len misses free throw 2 of 2,96,90
374,3,4:28.0,Defensive rebound by A. Johnson,,96,90
375,3,4:08.0,C. Joseph misses 2-pt jump shot from 15 ft,,96,90
376,3,4:04.0,,Defensive rebound by K. Bazemore,96,90
377,3,4:00.0,,D. Bembry makes 2-pt layup from 1 ft (assist by K. Bazemore),96,92
378,3,3:53.0,E. Sumner misses 2-pt layup from 5 ft (block by V. Carter),,96,92
379,3,3:52.0,Offensive rebound by E. Sumner,,96,92
380,3,3:52.0,Offensive foul by E. Sumner (drawn by V. Carter),,96,92
381,3,3:52.0,Turnover by E. Sumner (offensive foul),,96,92
382,3,3:52.0,A. Holiday enters the game for D. McDermott,,96,92
383,3,3:44.0,,V. Carter misses 2-pt jump shot from 22 ft,96,92
384,3,3:41.0,Defensive rebound by C. Joseph,,96,92
385,3,3:35.0,Personal foul by V. Carter (drawn by T. Evans),,96,92
386,3,3:35.0,T. Evans makes free throw 1 of 2,,97,92
387,3,3:35.0,D. Reed enters the game for E. Sumner,,97,92
388,3,3:35.0,T. Evans makes free throw 2 of 2,,98,92
389,3,3:20.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Bembry),98,95
390,3,2:58.0,T. Evans misses 2-pt layup from 3 ft,,98,95
391,3,2:54.0,D. Reed makes 2-pt layup from 1 ft,,100,95
392,3,2:54.0,Offensive rebound by D. Reed,,100,95
393,3,2:45.0,,J. Adams misses 3-pt jump shot from 25 ft,100,95
