,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DENVER_ACTION,CLEVELAND_SCORE,DENVER_SCORE
383,4,1:42.0,,T. Lyles makes 2-pt layup from 2 ft (assist by M. Beasley),93,122
384,4,1:25.0,Shooting foul by T. Craig (drawn by R. Hood),,93,122
385,4,1:25.0,R. Hood makes free throw 1 of 3,,94,122
386,4,1:25.0,R. Hood makes free throw 2 of 3,,95,122
387,4,1:25.0,R. Hood makes free throw 3 of 3,,96,122
388,4,1:13.0,,B. Goodwin misses 2-pt layup from 3 ft,96,122
389,4,1:13.0,,Offensive rebound by Team,96,122
390,4,1:13.0,Loose ball foul by C. Sexton (drawn by T. Lydon),,96,122
391,4,1:10.0,,Offensive foul by T. Lydon (drawn by C. Sexton),96,122
392,4,1:10.0,,Turnover by T. Lydon (offensive foul),96,122
393,4,0:53.0,D. Adel makes 3-pt jump shot from 24 ft (assist by R. Hood),,99,122
394,4,0:30.0,,B. Goodwin misses 2-pt jump shot from 11 ft,99,122
395,4,0:30.0,,Offensive rebound by T. Lydon,99,122
396,4,0:30.0,,T. Lydon makes 2-pt layup from 1 ft,99,124
397,4,0:18.0,C. Sexton makes 3-pt jump shot from 25 ft,,102,124
