,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,INDIANA_ACTION,MINNESOTA_SCORE,INDIANA_SCORE
36,1,7:15.0,,B. Bogdanović makes 2-pt layup at rim (assist by W. Matthews),12,15
37,1,7:02.0,J. Teague misses 2-pt jump shot from 11 ft,,12,15
38,1,6:59.0,,Defensive rebound by T. Young,12,15
39,1,6:48.0,,Indiana full timeout,12,15
40,1,6:43.0,,Turnover by W. Matthews (traveling),12,15
41,1,6:33.0,A. Wiggins makes 2-pt dunk from 1 ft,,14,15
42,1,6:21.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,14,15
43,1,6:18.0,Defensive rebound by K. Towns,,14,15
44,1,6:06.0,K. Towns makes 2-pt layup from 1 ft (assist by A. Wiggins),,16,15
45,1,5:55.0,,Turnover by D. Collison (lost ball; steal by J. Teague),16,15
46,1,5:51.0,Offensive foul by A. Wiggins (drawn by W. Matthews),,16,15
47,1,5:51.0,Turnover by A. Wiggins (offensive foul),,16,15
48,1,5:51.0,T. Jones enters the game for J. Okogie,,16,15
49,1,5:51.0,D. Rose enters the game for J. Teague,,16,15
50,1,5:40.0,,K. O'Quinn makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),16,17
51,1,5:21.0,K. Towns misses 2-pt jump shot from 9 ft,,16,17
52,1,5:18.0,Offensive rebound by K. Towns,,16,17
53,1,5:18.0,K. Towns misses 2-pt layup from 1 ft (block by D. Collison),,16,17
54,1,5:18.0,,Defensive rebound by T. Young,16,17
55,1,5:03.0,,K. O'Quinn misses 2-pt jump shot from 16 ft,16,17
56,1,5:00.0,Defensive rebound by K. Towns,,16,17
57,1,4:54.0,D. Šarić misses 3-pt jump shot from 24 ft,,16,17
58,1,4:51.0,Offensive rebound by K. Towns,,16,17
59,1,4:50.0,K. Towns makes 2-pt layup at rim,,18,17
60,1,4:38.0,,D. Collison misses 2-pt layup from 1 ft,18,17
61,1,4:36.0,,Offensive rebound by D. Collison,18,17
62,1,4:35.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,18,17
63,1,4:32.0,Defensive rebound by A. Wiggins,,18,17
64,1,4:25.0,Shooting foul by K. O'Quinn (drawn by K. Towns),,18,17
65,1,4:25.0,K. Towns misses free throw 1 of 3,,18,17
66,1,4:25.0,Offensive rebound by Team,,18,17
67,1,4:25.0,K. Towns misses free throw 2 of 3,,18,17
68,1,4:25.0,Offensive rebound by Team,,18,17
69,1,4:25.0,T. Gibson enters the game for D. Šarić,,18,17
70,1,4:25.0,,C. Joseph enters the game for B. Bogdanović,18,17
71,1,4:25.0,K. Towns makes free throw 3 of 3,,19,17
72,1,4:14.0,,T. Young makes 2-pt dunk from 1 ft (assist by D. Collison),19,19
73,1,4:01.0,K. Towns makes 2-pt layup from 1 ft,,21,19
74,1,4:01.0,Shooting foul by K. O'Quinn (drawn by K. Towns),,21,19
75,1,4:01.0,K. Bates-Diop enters the game for A. Wiggins,,21,19
76,1,4:01.0,K. Towns makes free throw 1 of 1,,22,19
77,1,3:53.0,,Shooting foul by T. Jones (drawn by D. Collison),22,19
78,1,3:53.0,,D. Collison makes free throw 1 of 2,22,20
79,1,3:53.0,,D. Collison makes free throw 2 of 2,22,21
80,1,3:38.0,K. Towns misses 3-pt jump shot from 23 ft,,22,21
81,1,3:36.0,Offensive rebound by T. Gibson,,22,21
82,1,3:35.0,T. Gibson makes 2-pt hook shot from 2 ft,,24,21
83,1,3:25.0,,D. Collison misses 2-pt layup at rim,24,21
84,1,3:23.0,,Offensive rebound by D. Collison,24,21
85,1,3:23.0,,D. Collison misses 2-pt layup from 1 ft,24,21
86,1,3:22.0,Defensive rebound by T. Jones,,24,21
87,1,3:11.0,K. Towns makes 3-pt jump shot from 26 ft (assist by T. Gibson),,27,21
88,1,2:55.0,,W. Matthews misses 2-pt jump shot from 17 ft,27,21
89,1,2:52.0,Defensive rebound by K. Towns,,27,21
90,1,2:49.0,Turnover by T. Gibson (out of bounds lost ball),,27,21
91,1,2:49.0,Minnesota full timeout,,27,21
92,1,2:49.0,,A. Holiday enters the game for D. Collison,27,21
93,1,2:49.0,,T. Leaf enters the game for W. Matthews,27,21
94,1,2:49.0,,D. McDermott enters the game for T. Young,27,21
95,1,2:42.0,,C. Joseph misses 2-pt jump shot from 15 ft,27,21
96,1,2:39.0,Defensive rebound by T. Jones,,27,21
97,1,2:15.0,K. Towns misses 2-pt hook shot from 6 ft,,27,21
98,1,2:12.0,,Defensive rebound by T. Leaf,27,21
99,1,2:06.0,,A. Holiday misses 2-pt jump shot from 5 ft,27,21
100,1,2:04.0,Defensive rebound by K. Bates-Diop,,27,21
101,1,1:58.0,D. Rose makes 2-pt jump shot from 19 ft,,29,21
102,1,1:41.0,,T. Leaf misses 2-pt jump shot from 8 ft,29,21
103,1,1:38.0,Defensive rebound by T. Gibson,,29,21
104,1,1:23.0,K. Towns makes 2-pt jump shot from 5 ft,,31,21
105,1,1:23.0,Shooting foul by K. O'Quinn (drawn by K. Towns),,31,21
106,1,1:23.0,,M. Turner enters the game for K. O'Quinn,31,21
107,1,1:23.0,K. Towns misses free throw 1 of 1,,31,21
108,1,1:19.0,,Defensive rebound by D. McDermott,31,21
109,1,1:09.0,,D. McDermott makes 3-pt jump shot from 27 ft (assist by C. Joseph),31,24
110,1,0:51.0,K. Towns misses 2-pt jump shot from 20 ft,,31,24
111,1,0:48.0,,Defensive rebound by C. Joseph,31,24
112,1,0:43.0,,C. Joseph makes 2-pt layup at rim,31,26
113,1,0:32.0,K. Bates-Diop makes 2-pt layup from 7 ft (assist by K. Towns),,33,26
114,1,0:26.0,,Turnover by D. McDermott (bad pass; steal by T. Gibson),33,26
115,1,0:03.0,K. Towns makes 2-pt jump shot from 16 ft,,35,26
116,1,0:01.0,,Turnover by A. Holiday (lost ball; steal by K. Bates-Diop),35,26
117,2,11:43.0,K. Towns misses 3-pt jump shot from 25 ft,,35,26
118,2,11:41.0,,Defensive rebound by T. Leaf,35,26
119,2,11:19.0,,T. Leaf makes 2-pt hook shot from 9 ft (assist by C. Joseph),35,28
120,2,11:07.0,T. Gibson misses 2-pt jump shot from 15 ft,,35,28
121,2,11:04.0,,Defensive rebound by D. McDermott,35,28
122,2,10:57.0,,D. McDermott misses 2-pt jump shot from 17 ft,35,28
123,2,10:54.0,Defensive rebound by T. Gibson,,35,28
124,2,10:39.0,K. Towns misses 2-pt jump shot from 9 ft,,35,28
125,2,10:36.0,,Defensive rebound by A. Holiday,35,28
126,2,10:31.0,,T. Leaf makes 2-pt hook shot from 8 ft (assist by D. McDermott),35,30
127,2,10:16.0,T. Gibson makes 2-pt layup at rim (assist by T. Jones),,37,30
128,2,10:02.0,,T. Leaf makes 2-pt jump shot from 5 ft (assist by A. Holiday),37,32
129,2,10:02.0,,Shooting foul by D. Rose (drawn by T. Leaf),37,32
130,2,10:02.0,A. Tolliver enters the game for K. Bates-Diop,,37,32
131,2,10:02.0,A. Wiggins enters the game for K. Towns,,37,32
132,2,10:02.0,,T. Leaf makes free throw 1 of 1,37,33
133,2,9:51.0,A. Wiggins misses 2-pt layup from 2 ft,,37,33
134,2,9:49.0,,Defensive rebound by D. McDermott,37,33
135,2,9:35.0,,A. Holiday misses 2-pt layup from 1 ft,37,33
136,2,9:33.0,Defensive rebound by T. Gibson,,37,33
137,2,9:28.0,A. Tolliver makes 3-pt jump shot from 28 ft (assist by T. Jones),,40,33
138,2,9:28.0,Shooting foul by T. Leaf (drawn by A. Tolliver),,40,33
139,2,9:28.0,J. Okogie enters the game for D. Rose,,40,33
140,2,9:28.0,A. Tolliver makes free throw 1 of 1,,41,33
141,2,9:19.0,,Turnover by M. Turner (out of bounds lost ball),41,33
142,2,8:57.0,A. Wiggins misses 2-pt layup from 2 ft (block by M. Turner),,41,33
143,2,8:55.0,,Defensive rebound by C. Joseph,41,33
144,2,8:52.0,,D. McDermott makes 3-pt jump shot from 27 ft (assist by C. Joseph),41,36
145,2,8:37.0,Shooting foul by M. Turner (drawn by J. Okogie),,41,36
146,2,8:37.0,J. Okogie misses free throw 1 of 2,,41,36
147,2,8:37.0,Offensive rebound by Team,,41,36
148,2,8:37.0,,T. Young enters the game for M. Turner,41,36
149,2,8:37.0,J. Okogie makes free throw 2 of 2,,42,36
150,2,8:25.0,,T. Young misses 3-pt jump shot from 28 ft,42,36
151,2,8:22.0,Defensive rebound by T. Gibson,,42,36
152,2,8:10.0,Offensive foul by T. Gibson (drawn by T. Young),,42,36
153,2,8:10.0,Turnover by T. Gibson (offensive foul),,42,36
154,2,7:58.0,,A. Holiday misses 2-pt jump shot from 17 ft,42,36
155,2,7:55.0,Defensive rebound by T. Gibson,,42,36
156,2,7:52.0,Offensive foul by A. Tolliver (drawn by A. Holiday),,42,36
157,2,7:52.0,Turnover by A. Tolliver (offensive foul),,42,36
158,2,7:52.0,,Indiana full timeout,42,36
159,2,7:43.0,,T. Leaf misses 2-pt layup from 2 ft,42,36
160,2,7:41.0,Defensive rebound by T. Gibson,,42,36
161,2,7:26.0,A. Wiggins makes 2-pt layup from 1 ft,,44,36
162,2,7:26.0,Shooting foul by T. Young (drawn by A. Wiggins),,44,36
163,2,7:26.0,J. Teague enters the game for T. Jones,,44,36
164,2,7:26.0,A. Wiggins makes free throw 1 of 1,,45,36
165,2,7:12.0,,A. Holiday makes 2-pt layup from 1 ft,45,38
166,2,6:53.0,T. Gibson makes 2-pt layup at rim,,47,38
167,2,6:36.0,,Turnover by A. Holiday (lost ball; steal by T. Gibson),47,38
168,2,6:19.0,A. Wiggins makes 2-pt jump shot from 21 ft,,49,38
169,2,6:09.0,,Personal foul by J. Okogie (drawn by C. Joseph),49,38
170,2,6:09.0,D. Šarić enters the game for T. Gibson,,49,38
171,2,6:09.0,,B. Bogdanović enters the game for A. Holiday,49,38
172,2,6:09.0,,W. Matthews enters the game for D. McDermott,49,38
173,2,5:59.0,,B. Bogdanović makes 2-pt layup from 3 ft (assist by C. Joseph),49,40
174,2,5:48.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by J. Teague),,52,40
175,2,5:34.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by C. Joseph),52,43
176,2,5:23.0,Def 3 sec tech foul by Team,,52,43
177,2,5:23.0,J. Teague misses technical free throw,,52,43
178,2,5:23.0,Offensive rebound by Team,,52,43
179,2,5:23.0,,D. Collison enters the game for T. Leaf,52,43
180,2,5:15.0,A. Tolliver misses 3-pt jump shot from 31 ft,,52,43
181,2,5:12.0,,Defensive rebound by D. Collison,52,43
182,2,5:07.0,,C. Joseph makes 3-pt jump shot from 28 ft (assist by T. Young),52,46
183,2,5:05.0,Minnesota full timeout,,52,46
184,2,5:05.0,K. Towns enters the game for A. Tolliver,,52,46
185,2,4:41.0,Turnover by Team (shot clock),,52,46
186,2,4:28.0,,B. Bogdanović makes 2-pt layup from 3 ft (assist by D. Collison),52,48
187,2,4:03.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Okogie),,55,48
188,2,3:42.0,,B. Bogdanović misses 2-pt layup from 3 ft (block by D. Šarić),55,48
189,2,3:39.0,,Offensive rebound by B. Bogdanović,55,48
190,2,3:37.0,,T. Young makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),55,51
191,2,3:26.0,K. Towns misses 2-pt jump shot from 15 ft,,55,51
192,2,3:22.0,Offensive rebound by J. Okogie,,55,51
193,2,3:22.0,J. Okogie misses 2-pt layup at rim,,55,51
194,2,3:22.0,Offensive rebound by A. Wiggins,,55,51
195,2,3:22.0,Shooting foul by W. Matthews (drawn by A. Wiggins),,55,51
196,2,3:22.0,A. Wiggins makes free throw 1 of 2,,56,51
197,2,3:22.0,D. Rose enters the game for J. Okogie,,56,51
198,2,3:22.0,A. Wiggins makes free throw 2 of 2,,57,51
199,2,3:09.0,,W. Matthews misses 3-pt jump shot from 27 ft,57,51
200,2,3:05.0,Defensive rebound by D. Rose,,57,51
201,2,3:02.0,A. Wiggins misses 3-pt jump shot from 27 ft,,57,51
202,2,2:58.0,Offensive rebound by D. Šarić,,57,51
203,2,2:45.0,Turnover by K. Towns (bad pass; steal by C. Joseph),,57,51
204,2,2:42.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by C. Joseph),57,53
205,2,2:42.0,,Shooting foul by J. Teague (drawn by B. Bogdanović),57,53
206,2,2:42.0,,B. Bogdanović misses free throw 1 of 1,57,53
207,2,2:41.0,Defensive rebound by K. Towns,,57,53
208,2,2:35.0,Turnover by J. Teague (bad pass),,57,53
209,2,2:29.0,,T. Young makes 3-pt jump shot from 28 ft (assist by D. Collison),57,56
210,2,2:11.0,A. Wiggins misses 2-pt jump shot from 19 ft,,57,56
211,2,2:08.0,,Defensive rebound by C. Joseph,57,56
212,2,2:05.0,,T. Young makes 2-pt layup from 1 ft (assist by C. Joseph),57,58
213,2,1:43.0,Turnover by J. Teague (lost ball; steal by T. Young),,57,58
214,2,1:39.0,,W. Matthews misses 3-pt jump shot from 27 ft,57,58
215,2,1:36.0,,Offensive rebound by C. Joseph,57,58
216,2,1:33.0,,T. Young makes 3-pt jump shot from 26 ft (assist by C. Joseph),57,61
217,2,1:22.0,Personal foul by T. Young (drawn by K. Towns),,57,61
218,2,1:22.0,K. Towns makes free throw 1 of 2,,58,61
219,2,1:22.0,K. Towns makes free throw 2 of 2,,59,61
220,2,1:15.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,59,61
221,2,1:11.0,Defensive rebound by K. Towns,,59,61
222,2,1:07.0,Turnover by K. Towns (lost ball; steal by T. Young),,59,61
223,2,1:05.0,,Personal foul by K. Towns (drawn by T. Young),59,61
224,2,1:05.0,Technical foul by K. Towns,,59,61
225,2,1:05.0,,B. Bogdanović makes technical free throw,59,62
226,2,1:05.0,,T. Leaf enters the game for T. Young,59,62
227,2,0:49.0,,B. Bogdanović misses 2-pt jump shot from 7 ft (block by A. Wiggins),59,62
228,2,0:47.0,Defensive rebound by A. Wiggins,,59,62
229,2,0:42.0,A. Wiggins misses 2-pt jump shot from 3 ft (block by T. Leaf),,59,62
230,2,0:38.0,Offensive rebound by D. Šarić,,59,62
231,2,0:37.0,Turnover by D. Šarić (bad pass; steal by D. Collison),,59,62
232,2,0:32.0,,T. Leaf misses 2-pt layup from 1 ft,59,62
233,2,0:32.0,,B. Bogdanović makes 2-pt layup from 1 ft,59,64
234,2,0:32.0,,Offensive rebound by B. Bogdanović,59,64
235,2,0:27.0,Personal foul by T. Leaf (drawn by K. Towns),,59,64
236,2,0:27.0,K. Towns makes free throw 1 of 2,,60,64
237,2,0:27.0,T. Gibson enters the game for D. Šarić,,60,64
238,2,0:27.0,J. Okogie enters the game for J. Teague,,60,64
239,2,0:27.0,K. Towns misses free throw 2 of 2,,60,64
240,2,0:26.0,,Defensive rebound by B. Bogdanović,60,64
241,2,0:04.0,,T. Leaf misses 2-pt hook shot from 7 ft,60,64
242,2,0:02.0,Defensive rebound by A. Wiggins,,60,64
243,2,0:01.0,A. Wiggins misses 3-pt jump shot from 43 ft,,60,64
244,2,0:00.0,Offensive rebound by Team,,60,64
245,3,11:50.0,Personal foul by D. Collison (drawn by K. Towns),,60,64
246,3,11:36.0,Turnover by Team (shot clock),,60,64
247,3,11:21.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by W. Matthews),60,67
248,3,11:11.0,J. Teague makes 2-pt jump shot from 13 ft,,62,67
249,3,11:03.0,,Shooting foul by A. Wiggins (drawn by B. Bogdanović),62,67
250,3,11:03.0,,B. Bogdanović makes free throw 1 of 2,62,68
251,3,11:03.0,,B. Bogdanović makes free throw 2 of 2,62,69
252,3,10:50.0,Turnover by J. Teague (traveling),,62,69
253,3,10:40.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by T. Young),62,72
254,3,10:22.0,K. Towns makes 2-pt layup from 1 ft,,64,72
255,3,10:03.0,,Personal foul by K. Towns (drawn by M. Turner),64,72
256,3,9:59.0,,B. Bogdanović makes 2-pt dunk from 1 ft (assist by T. Young),64,74
257,3,9:43.0,K. Towns makes 2-pt dunk from 2 ft (assist by J. Teague),,66,74
258,3,9:27.0,,T. Young misses 3-pt jump shot from 27 ft,66,74
259,3,9:25.0,Defensive rebound by K. Towns,,66,74
260,3,9:17.0,Personal foul by T. Young (drawn by J. Teague),,66,74
261,3,9:08.0,J. Okogie misses 3-pt jump shot from 27 ft,,66,74
262,3,9:06.0,Offensive rebound by D. Šarić,,66,74
263,3,9:05.0,D. Šarić makes 2-pt layup from 1 ft,,68,74
264,3,8:45.0,,D. Collison misses 2-pt jump shot from 16 ft,68,74
265,3,8:44.0,Defensive rebound by J. Teague,,68,74
266,3,8:26.0,D. Šarić makes 3-pt jump shot from 23 ft (assist by J. Teague),,71,74
267,3,8:04.0,,W. Matthews misses 3-pt jump shot from 25 ft,71,74
268,3,8:01.0,Defensive rebound by D. Šarić,,71,74
269,3,7:48.0,Personal foul by M. Turner (drawn by D. Šarić),,71,74
270,3,7:48.0,,T. Leaf enters the game for M. Turner,71,74
271,3,7:44.0,Shooting foul by D. Collison (drawn by J. Teague),,71,74
272,3,7:44.0,J. Teague makes free throw 1 of 2,,72,74
273,3,7:44.0,J. Teague makes free throw 2 of 2,,73,74
274,3,7:37.0,,Turnover by B. Bogdanović (traveling),73,74
275,3,7:26.0,Offensive foul by K. Towns (drawn by T. Leaf),,73,74
276,3,7:26.0,Turnover by K. Towns (offensive foul),,73,74
277,3,7:08.0,,Personal foul by A. Wiggins (drawn by T. Young),73,74
278,3,7:01.0,,B. Bogdanović misses 2-pt jump shot from 5 ft,73,74
279,3,6:59.0,Defensive rebound by J. Okogie,,73,74
280,3,6:55.0,J. Okogie misses 2-pt layup from 1 ft,,73,74
281,3,6:52.0,Offensive rebound by J. Teague,,73,74
282,3,6:47.0,K. Towns makes 2-pt layup from 1 ft,,75,74
283,3,6:47.0,Technical foul by N. McMillan,,75,74
284,3,6:47.0,K. Towns makes technical free throw,,76,74
285,3,6:33.0,,Turnover by W. Matthews (bad pass),76,74
286,3,6:33.0,,Indiana full timeout,76,74
287,3,6:24.0,Personal foul by T. Young (drawn by J. Teague),,76,74
288,3,6:24.0,J. Teague makes free throw 1 of 2,,77,74
289,3,6:24.0,,K. O'Quinn enters the game for T. Young,77,74
290,3,6:24.0,J. Teague makes free throw 2 of 2,,78,74
291,3,6:08.0,,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by D. Collison),78,76
292,3,5:53.0,A. Wiggins misses 2-pt layup from 2 ft,,78,76
293,3,5:50.0,,Defensive rebound by D. Collison,78,76
294,3,5:45.0,,Shooting foul by K. Towns (drawn by T. Leaf),78,76
295,3,5:45.0,,T. Leaf makes free throw 1 of 2,78,77
296,3,5:45.0,T. Gibson enters the game for K. Towns,,78,77
297,3,5:45.0,,T. Leaf makes free throw 2 of 2,78,78
298,3,5:34.0,T. Gibson makes 2-pt dunk from 3 ft (assist by J. Teague),,80,78
299,3,5:13.0,,Turnover by D. Collison (traveling),80,78
300,3,5:05.0,D. Šarić misses 3-pt jump shot from 27 ft,,80,78
301,3,5:01.0,Offensive rebound by D. Šarić,,80,78
302,3,4:52.0,J. Teague misses 2-pt jump shot from 7 ft,,80,78
303,3,4:50.0,Offensive rebound by J. Teague,,80,78
304,3,4:44.0,Turnover by J. Teague (bad pass; steal by W. Matthews),,80,78
305,3,4:23.0,,T. Leaf makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),80,81
306,3,4:11.0,Minnesota full timeout,,80,81
307,3,4:11.0,T. Jones enters the game for J. Okogie,,80,81
308,3,4:11.0,D. Rose enters the game for D. Šarić,,80,81
309,3,4:11.0,A. Tolliver enters the game for J. Teague,,80,81
310,3,4:01.0,D. Rose misses 2-pt jump shot from 18 ft,,80,81
311,3,3:58.0,,Defensive rebound by D. Collison,80,81
312,3,3:39.0,,K. O'Quinn makes 2-pt jump shot from 17 ft (assist by D. Collison),80,83
313,3,3:27.0,Personal foul by B. Bogdanović (drawn by T. Gibson),,80,83
314,3,3:27.0,T. Gibson makes free throw 1 of 2,,81,83
315,3,3:27.0,K. Bates-Diop enters the game for A. Wiggins,,81,83
316,3,3:27.0,,C. Joseph enters the game for B. Bogdanović,81,83
317,3,3:27.0,T. Gibson makes free throw 2 of 2,,82,83
318,3,3:15.0,,K. O'Quinn misses 2-pt jump shot from 17 ft,82,83
319,3,3:12.0,Defensive rebound by K. Bates-Diop,,82,83
320,3,3:04.0,K. Bates-Diop misses 3-pt jump shot from 27 ft,,82,83
321,3,3:01.0,Offensive rebound by T. Gibson,,82,83
322,3,2:50.0,D. Rose makes 2-pt jump shot from 12 ft,,84,83
323,3,2:35.0,,Turnover by K. O'Quinn (bad pass),84,83
324,3,2:23.0,D. Rose makes 2-pt jump shot from 16 ft (assist by T. Jones),,86,83
325,3,2:09.0,,W. Matthews misses 2-pt jump shot from 12 ft (block by T. Gibson),86,83
326,3,2:07.0,,Offensive rebound by Team,86,83
327,3,2:07.0,Loose ball foul by T. Gibson (drawn by W. Matthews),,86,83
328,3,2:07.0,,W. Matthews makes free throw 1 of 2,86,84
329,3,2:07.0,,A. Holiday enters the game for D. Collison,86,84
330,3,2:07.0,,W. Matthews makes free throw 2 of 2,86,85
331,3,1:44.0,D. Rose misses 2-pt jump shot from 15 ft (block by K. O'Quinn),,86,85
332,3,1:43.0,Offensive rebound by Team,,86,85
333,3,1:43.0,Turnover by Team (shot clock),,86,85
334,3,1:43.0,,D. McDermott enters the game for W. Matthews,86,85
335,3,1:24.0,,T. Leaf makes 2-pt jump shot from 9 ft (assist by C. Joseph),86,87
336,3,1:06.0,D. Rose makes 2-pt jump shot from 10 ft,,88,87
337,3,0:48.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by C. Joseph),88,89
338,3,0:48.0,,Shooting foul by T. Gibson (drawn by K. O'Quinn),88,89
339,3,0:48.0,,K. O'Quinn makes free throw 1 of 1,88,90
340,3,0:35.0,A. Tolliver misses 3-pt jump shot from 26 ft,,88,90
341,3,0:32.0,,Defensive rebound by K. O'Quinn,88,90
342,3,0:15.0,,T. Leaf makes 2-pt layup from 1 ft (assist by C. Joseph),88,92
343,3,0:01.0,T. Jones makes 2-pt jump shot from 15 ft,,90,92
344,3,0:01.0,,C. Joseph misses 3-pt jump shot from 39 ft (block by D. Rose),90,92
345,3,0:00.0,,Offensive rebound by Team,90,92
346,4,11:46.0,,T. Leaf makes 2-pt layup from 1 ft (assist by C. Joseph),90,94
347,4,11:31.0,D. Rose makes 2-pt layup from 1 ft,,92,94
348,4,11:09.0,,T. Leaf misses 2-pt layup from 2 ft,92,94
349,4,11:07.0,,Offensive rebound by Team,92,94
350,4,11:07.0,A. Wiggins enters the game for K. Bates-Diop,,92,94
351,4,11:05.0,,C. Joseph makes 3-pt jump shot from 26 ft (assist by A. Holiday),92,97
352,4,10:47.0,A. Wiggins makes 2-pt jump shot from 6 ft,,94,97
353,4,10:22.0,,Shooting foul by T. Gibson (drawn by K. O'Quinn),94,97
354,4,10:22.0,,K. O'Quinn misses free throw 1 of 2,94,97
355,4,10:22.0,,Offensive rebound by Team,94,97
356,4,10:22.0,,K. O'Quinn makes free throw 2 of 2,94,98
357,4,10:01.0,Shooting foul by K. O'Quinn (drawn by T. Gibson),,94,98
358,4,10:01.0,T. Gibson misses free throw 1 of 2,,94,98
359,4,10:01.0,Offensive rebound by Team,,94,98
360,4,10:01.0,J. Teague enters the game for D. Rose,,94,98
361,4,10:01.0,,M. Turner enters the game for K. O'Quinn,94,98
362,4,10:01.0,T. Gibson misses free throw 2 of 2,,94,98
363,4,9:59.0,,Defensive rebound by T. Leaf,94,98
364,4,9:45.0,,M. Turner misses 3-pt jump shot from 25 ft,94,98
365,4,9:41.0,Defensive rebound by J. Teague,,94,98
366,4,9:27.0,J. Teague makes 2-pt layup from 1 ft,,96,98
367,4,9:26.0,,Indiana full timeout,96,98
368,4,9:15.0,,C. Joseph misses 3-pt jump shot from 28 ft,96,98
369,4,9:12.0,Defensive rebound by T. Jones,,96,98
370,4,9:00.0,A. Tolliver misses 3-pt jump shot from 29 ft,,96,98
371,4,8:57.0,Offensive rebound by T. Gibson,,96,98
372,4,8:54.0,T. Gibson misses 2-pt layup from 2 ft (block by C. Joseph),,96,98
373,4,8:54.0,,Defensive rebound by C. Joseph,96,98
374,4,8:47.0,,Shooting foul by A. Tolliver (drawn by D. McDermott),96,98
375,4,8:47.0,,D. McDermott makes free throw 1 of 3,96,99
376,4,8:47.0,,D. McDermott makes free throw 2 of 3,96,100
377,4,8:47.0,,D. McDermott makes free throw 3 of 3,96,101
378,4,8:47.0,J. Okogie enters the game for T. Gibson,,96,101
379,4,8:47.0,K. Towns enters the game for T. Jones,,96,101
380,4,8:47.0,,W. Matthews enters the game for A. Holiday,96,101
381,4,8:47.0,,T. Young enters the game for T. Leaf,96,101
382,4,8:36.0,J. Teague misses 2-pt layup from 2 ft (block by M. Turner),,96,101
383,4,8:33.0,Offensive rebound by K. Towns,,96,101
