,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
25,1,8:03.0,J. Tatum makes 3-pt jump shot from 25 ft (assist by A. Horford),,15,8
26,1,7:53.0,,Turnover by J. Murray (lost ball; steal by K. Irving),15,8
27,1,7:48.0,J. Tatum makes 2-pt dunk from 1 ft (assist by K. Irving),,17,8
28,1,7:36.0,,P. Millsap misses 2-pt jump shot from 7 ft,17,8
29,1,7:33.0,Defensive rebound by A. Horford,,17,8
30,1,7:30.0,K. Irving misses 3-pt jump shot from 27 ft,,17,8
31,1,7:26.0,,Defensive rebound by N. Jokić,17,8
32,1,7:16.0,,J. Murray makes 2-pt jump shot from 16 ft,17,10
33,1,6:59.0,J. Tatum misses 2-pt jump shot from 16 ft,,17,10
34,1,6:57.0,,Defensive rebound by J. Hernangómez,17,10
35,1,6:42.0,,J. Murray makes 2-pt jump shot from 9 ft,17,12
36,1,6:24.0,G. Hayward makes 2-pt jump shot from 14 ft (assist by J. Tatum),,19,12
37,1,6:01.0,,Turnover by J. Murray (lost ball; steal by K. Irving),19,12
38,1,5:57.0,K. Irving makes 2-pt layup from 1 ft,,21,12
39,1,5:45.0,,J. Murray misses 3-pt jump shot from 25 ft,21,12
40,1,5:42.0,Defensive rebound by G. Hayward,,21,12
41,1,5:35.0,J. Brown misses 2-pt jump shot from 16 ft,,21,12
42,1,5:32.0,,Defensive rebound by N. Jokić,21,12
43,1,5:24.0,,G. Harris misses 2-pt jump shot from 20 ft,21,12
44,1,5:20.0,Defensive rebound by A. Horford,,21,12
45,1,5:03.0,A. Horford makes 2-pt jump shot from 15 ft (assist by K. Irving),,23,12
46,1,5:03.0,Shooting foul by N. Jokić (drawn by A. Horford),,23,12
47,1,5:03.0,M. Morris enters the game for G. Hayward,,23,12
48,1,5:03.0,M. Smart enters the game for J. Tatum,,23,12
49,1,5:03.0,A. Horford misses free throw 1 of 1,,23,12
50,1,5:03.0,,Defensive rebound by N. Jokić,23,12
51,1,4:52.0,,J. Murray makes 2-pt layup from 2 ft,23,14
52,1,4:33.0,K. Irving makes 2-pt jump shot from 10 ft,,25,14
53,1,4:20.0,,Turnover by J. Murray (bad pass; steal by J. Brown),25,14
54,1,4:17.0,J. Brown makes 2-pt layup from 1 ft (assist by A. Horford),,27,14
55,1,4:17.0,,Denver full timeout,27,14
56,1,4:17.0,A. Baynes enters the game for A. Horford,,27,14
57,1,4:17.0,T. Rozier enters the game for K. Irving,,27,14
58,1,4:17.0,,M. Beasley enters the game for G. Harris,27,14
59,1,4:17.0,,T. Lyles enters the game for P. Millsap,27,14
60,1,4:09.0,,Offensive foul by N. Jokić (drawn by T. Rozier),27,14
61,1,4:09.0,,Turnover by N. Jokić (offensive foul),27,14
62,1,4:09.0,,M. Plumlee enters the game for N. Jokić,27,14
63,1,3:51.0,Turnover by M. Morris (traveling),,27,14
64,1,3:51.0,Violation by Team (delay of game),,27,14
65,1,3:38.0,,M. Beasley misses 3-pt jump shot from 24 ft,27,14
66,1,3:35.0,Defensive rebound by Team,,27,14
67,1,3:19.0,T. Rozier misses 2-pt layup from 5 ft,,27,14
68,1,3:16.0,,Defensive rebound by J. Murray,27,14
69,1,3:11.0,,J. Murray makes 2-pt jump shot from 8 ft,27,16
70,1,2:57.0,M. Morris makes 2-pt jump shot from 20 ft (assist by A. Baynes),,29,16
71,1,2:35.0,,Turnover by M. Plumlee (lost ball; steal by T. Rozier),29,16
72,1,2:27.0,J. Brown misses 3-pt jump shot from 23 ft,,29,16
73,1,2:24.0,Offensive rebound by M. Smart,,29,16
74,1,2:23.0,M. Morris misses 3-pt jump shot from 25 ft,,29,16
75,1,2:17.0,,Defensive rebound by M. Beasley,29,16
76,1,2:02.0,,T. Lyles misses 2-pt jump shot from 15 ft,29,16
77,1,1:59.0,Defensive rebound by T. Rozier,,29,16
78,1,1:42.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by M. Smart),,32,16
79,1,1:35.0,,M. Beasley misses 2-pt jump shot from 3 ft (block by M. Smart),32,16
80,1,1:35.0,Defensive rebound by M. Smart,,32,16
81,1,1:35.0,S. Ojeleye enters the game for J. Brown,,32,16
82,1,1:35.0,,G. Harris enters the game for J. Hernangómez,32,16
83,1,1:35.0,,M. Morris enters the game for J. Murray,32,16
84,1,1:12.0,M. Smart makes 2-pt jump shot from 21 ft (assist by M. Morris),,34,16
85,1,0:56.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by G. Harris),34,19
86,1,0:44.0,Personal foul by T. Lyles (drawn by A. Baynes),,34,19
87,1,0:30.0,T. Rozier misses 2-pt jump shot from 22 ft,,34,19
88,1,0:27.0,,Defensive rebound by M. Morris,34,19
89,1,0:08.0,,T. Lyles misses 3-pt jump shot from 25 ft,34,19
90,1,0:03.0,,Offensive rebound by M. Plumlee,34,19
91,1,0:03.0,,M. Plumlee misses 2-pt layup at rim,34,19
92,1,0:02.0,,Offensive rebound by M. Plumlee,34,19
93,1,0:02.0,,M. Plumlee misses 2-pt layup from 1 ft (block by A. Baynes),34,19
94,1,0:01.0,,Offensive rebound by M. Plumlee,34,19
95,1,0:00.0,,M. Plumlee misses 2-pt jump shot from 11 ft,34,19
96,1,0:00.0,Defensive rebound by M. Morris,,34,19
97,2,11:41.0,,T. Lyles misses 3-pt jump shot from 25 ft,34,19
98,2,11:36.0,Defensive rebound by M. Morris,,34,19
99,2,11:23.0,M. Morris misses 2-pt jump shot from 5 ft,,34,19
100,2,11:21.0,,Defensive rebound by T. Lyles,34,19
101,2,11:12.0,,M. Beasley makes 2-pt layup from 2 ft (assist by M. Plumlee),34,21
102,2,10:57.0,Turnover by M. Smart (bad pass; steal by M. Morris),,34,21
103,2,10:50.0,,M. Morris makes 2-pt layup from 2 ft (assist by T. Lyles),34,23
104,2,10:50.0,,Shooting foul by M. Morris (drawn by M. Morris),34,23
105,2,10:50.0,,M. Morris misses free throw 1 of 1,34,23
106,2,10:50.0,Defensive rebound by A. Baynes,,34,23
107,2,10:33.0,M. Morris misses 3-pt jump shot from 23 ft,,34,23
108,2,10:31.0,,Defensive rebound by Team,34,23
109,2,10:18.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by M. Morris),34,26
110,2,10:18.0,Boston full timeout,,34,26
111,2,10:18.0,G. Hayward enters the game for M. Morris,,34,26
112,2,10:18.0,J. Tatum enters the game for S. Ojeleye,,34,26
113,2,10:02.0,M. Smart misses 3-pt jump shot from 24 ft,,34,26
114,2,9:57.0,,Defensive rebound by G. Harris,34,26
115,2,9:46.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),34,28
116,2,9:32.0,Turnover by M. Smart (bad pass; steal by G. Harris),,34,28
117,2,9:28.0,,Turnover by M. Beasley (bad pass; steal by M. Smart),34,28
118,2,9:24.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Smart),,37,28
119,2,9:01.0,,M. Beasley misses 2-pt jump shot from 20 ft,37,28
120,2,8:58.0,Defensive rebound by A. Baynes,,37,28
121,2,8:53.0,T. Rozier misses 2-pt dunk from 2 ft,,37,28
122,2,8:51.0,,Defensive rebound by M. Plumlee,37,28
123,2,8:32.0,,G. Harris misses 3-pt jump shot from 28 ft,37,28
124,2,8:29.0,Defensive rebound by G. Hayward,,37,28
125,2,8:15.0,M. Smart makes 2-pt layup from 2 ft (assist by G. Hayward),,39,28
126,2,8:04.0,,M. Morris misses 2-pt layup from 3 ft,39,28
127,2,8:04.0,,Offensive rebound by G. Harris,39,28
128,2,7:56.0,,Shooting foul by A. Baynes (drawn by G. Harris),39,28
129,2,7:56.0,,G. Harris makes free throw 1 of 2,39,29
130,2,7:56.0,A. Horford enters the game for A. Baynes,,39,29
131,2,7:56.0,K. Irving enters the game for M. Smart,,39,29
132,2,7:56.0,,J. Murray enters the game for M. Morris,39,29
133,2,7:56.0,,G. Harris makes free throw 2 of 2,39,30
134,2,7:43.0,J. Tatum misses 2-pt jump shot from 18 ft,,39,30
135,2,7:39.0,,Defensive rebound by T. Lyles,39,30
136,2,7:36.0,,G. Harris misses 2-pt layup from 3 ft (block by T. Rozier),39,30
137,2,7:36.0,,Offensive rebound by Team,39,30
138,2,7:36.0,,N. Jokić enters the game for M. Plumlee,39,30
139,2,7:30.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by N. Jokić),39,33
140,2,7:15.0,K. Irving makes 2-pt jump shot from 13 ft,,41,33
141,2,6:57.0,,G. Harris makes 2-pt dunk from 1 ft,41,35
142,2,6:43.0,J. Tatum makes 2-pt jump shot from 4 ft,,43,35
143,2,6:29.0,,M. Beasley misses 2-pt jump shot from 15 ft (block by J. Tatum),43,35
144,2,6:29.0,,Offensive rebound by Team,43,35
145,2,6:29.0,,J. Hernangómez enters the game for G. Harris,43,35
146,2,6:26.0,,Turnover by N. Jokić (lost ball; steal by K. Irving),43,35
147,2,6:15.0,A. Horford misses 2-pt jump shot from 4 ft (block by T. Lyles),,43,35
148,2,6:11.0,,Defensive rebound by M. Beasley,43,35
149,2,5:59.0,,T. Lyles misses 3-pt jump shot from 24 ft,43,35
150,2,5:55.0,Defensive rebound by T. Rozier,,43,35
151,2,5:54.0,Shooting foul by M. Beasley (drawn by G. Hayward),,43,35
152,2,5:54.0,G. Hayward makes free throw 1 of 2,,44,35
153,2,5:54.0,,P. Millsap enters the game for T. Lyles,44,35
154,2,5:54.0,G. Hayward makes free throw 2 of 2,,45,35
155,2,5:46.0,,Shooting foul by T. Rozier (drawn by N. Jokić),45,35
156,2,5:46.0,,N. Jokić makes free throw 1 of 2,45,36
157,2,5:46.0,,N. Jokić makes free throw 2 of 2,45,37
158,2,5:33.0,T. Rozier misses 3-pt jump shot from 24 ft,,45,37
159,2,5:29.0,,Defensive rebound by M. Beasley,45,37
160,2,5:12.0,,J. Murray misses 2-pt jump shot from 17 ft,45,37
161,2,5:10.0,,Offensive rebound by N. Jokić,45,37
162,2,5:09.0,,M. Beasley misses 3-pt jump shot from 25 ft,45,37
163,2,5:04.0,Defensive rebound by G. Hayward,,45,37
164,2,4:53.0,J. Tatum misses 3-pt jump shot from 25 ft,,45,37
165,2,4:51.0,,Defensive rebound by N. Jokić,45,37
166,2,4:48.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by N. Jokić),45,40
167,2,4:20.0,K. Irving makes 2-pt jump shot from 19 ft,,47,40
168,2,4:07.0,,J. Murray makes 2-pt jump shot from 15 ft (assist by N. Jokić),47,42
169,2,3:48.0,K. Irving makes 2-pt jump shot from 14 ft,,49,42
170,2,3:33.0,,N. Jokić makes 2-pt layup from 3 ft (assist by J. Murray),49,44
171,2,3:19.0,K. Irving misses 2-pt jump shot from 17 ft,,49,44
172,2,3:15.0,,Defensive rebound by P. Millsap,49,44
173,2,3:10.0,,M. Beasley misses 3-pt jump shot from 22 ft,49,44
174,2,3:07.0,Defensive rebound by J. Tatum,,49,44
175,2,3:06.0,Turnover by J. Tatum (traveling),,49,44
176,2,3:06.0,J. Brown enters the game for G. Hayward,,49,44
177,2,3:06.0,M. Morris enters the game for T. Rozier,,49,44
178,2,3:06.0,,G. Harris enters the game for M. Beasley,49,44
179,2,2:56.0,,J. Murray makes 2-pt jump shot from 13 ft (assist by N. Jokić),49,46
180,2,2:34.0,J. Tatum misses 2-pt jump shot from 21 ft,,49,46
181,2,2:32.0,,Defensive rebound by J. Murray,49,46
182,2,2:20.0,,Personal foul by K. Irving (drawn by N. Jokić),49,46
183,2,2:20.0,,Denver full timeout,49,46
184,2,2:20.0,M. Smart enters the game for J. Tatum,,49,46
185,2,2:09.0,,G. Harris misses 3-pt jump shot from 25 ft,49,46
186,2,2:07.0,,Offensive rebound by J. Hernangómez,49,46
187,2,2:05.0,,J. Murray makes 2-pt jump shot from 19 ft (assist by J. Hernangómez),49,48
188,2,1:48.0,J. Brown makes 2-pt jump shot from 8 ft,,51,48
189,2,1:36.0,,J. Murray misses 2-pt jump shot from 13 ft,51,48
190,2,1:34.0,Defensive rebound by M. Morris,,51,48
191,2,1:14.0,A. Horford makes 2-pt hook shot from 7 ft,,53,48
192,2,0:59.0,,G. Harris makes 2-pt layup from 3 ft (assist by N. Jokić),53,50
193,2,0:59.0,,Shooting foul by M. Smart (drawn by G. Harris),53,50
194,2,0:59.0,,M. Plumlee enters the game for N. Jokić,53,50
195,2,0:59.0,,G. Harris makes free throw 1 of 1,53,51
196,2,0:45.0,J. Brown misses 3-pt jump shot from 25 ft,,53,51
197,2,0:42.0,,Defensive rebound by M. Plumlee,53,51
198,2,0:25.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by G. Harris),53,54
199,2,0:03.0,K. Irving makes 3-pt jump shot from 24 ft,,56,54
200,2,0:00.0,,J. Murray misses 3-pt jump shot from 39 ft,56,54
201,2,0:00.0,,Offensive rebound by Team,56,54
202,3,11:51.0,,Offensive foul by N. Jokić (drawn by A. Horford),56,54
203,3,11:51.0,,Turnover by N. Jokić (offensive foul),56,54
204,3,11:31.0,G. Hayward misses 3-pt jump shot from 25 ft,,56,54
205,3,11:27.0,,Defensive rebound by N. Jokić,56,54
206,3,11:19.0,,Personal foul by G. Hayward (drawn by N. Jokić),56,54
207,3,11:06.0,,J. Hernangómez makes 3-pt jump shot from 24 ft (assist by N. Jokić),56,57
208,3,10:49.0,K. Irving makes 3-pt jump shot from 25 ft,,59,57
209,3,10:34.0,,J. Hernangómez misses 3-pt jump shot from 23 ft,59,57
210,3,10:30.0,Defensive rebound by K. Irving,,59,57
211,3,10:27.0,G. Hayward misses 2-pt layup from 2 ft (block by J. Hernangómez),,59,57
212,3,10:23.0,,Defensive rebound by N. Jokić,59,57
213,3,10:21.0,,Shooting foul by J. Brown (drawn by J. Murray),59,57
214,3,10:21.0,,J. Murray makes free throw 1 of 2,59,58
215,3,10:21.0,,J. Murray makes free throw 2 of 2,59,59
216,3,10:06.0,J. Tatum makes 2-pt layup from 3 ft,,61,59
217,3,10:06.0,,Violation by Team (def goaltending),61,59
218,3,9:51.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by N. Jokić),61,61
219,3,9:30.0,J. Tatum misses 2-pt jump shot from 17 ft,,61,61
220,3,9:27.0,,Defensive rebound by P. Millsap,61,61
221,3,9:13.0,,J. Murray misses 3-pt jump shot from 25 ft,61,61
222,3,9:07.0,,Offensive rebound by J. Hernangómez,61,61
223,3,9:06.0,,J. Hernangómez misses 2-pt layup from 2 ft,61,61
224,3,9:04.0,Defensive rebound by A. Horford,,61,61
225,3,8:59.0,K. Irving makes 2-pt layup from 2 ft,,63,61
226,3,8:59.0,Shooting foul by J. Hernangómez (drawn by K. Irving),,63,61
227,3,8:59.0,M. Smart enters the game for G. Hayward,,63,61
228,3,8:59.0,K. Irving makes free throw 1 of 1,,64,61
229,3,8:43.0,,Shooting foul by K. Irving (drawn by N. Jokić),64,61
230,3,8:43.0,,N. Jokić makes free throw 1 of 2,64,62
231,3,8:43.0,,N. Jokić misses free throw 2 of 2,64,62
232,3,8:42.0,,Offensive rebound by N. Jokić,64,62
233,3,8:37.0,,J. Murray makes 2-pt jump shot from 9 ft (assist by P. Millsap),64,64
234,3,8:13.0,Shooting foul by N. Jokić (drawn by J. Tatum),,64,64
235,3,8:13.0,J. Tatum makes free throw 1 of 2,,65,64
236,3,8:13.0,A. Baynes enters the game for A. Horford,,65,64
237,3,8:13.0,,M. Plumlee enters the game for N. Jokić,65,64
238,3,8:13.0,J. Tatum makes free throw 2 of 2,,66,64
239,3,7:56.0,,Shooting foul by A. Baynes (drawn by P. Millsap),66,64
240,3,7:56.0,,P. Millsap makes free throw 1 of 2,66,65
241,3,7:56.0,,P. Millsap makes free throw 2 of 2,66,66
242,3,7:37.0,A. Baynes misses 3-pt jump shot from 26 ft,,66,66
243,3,7:31.0,Offensive rebound by K. Irving,,66,66
244,3,7:31.0,K. Irving makes 2-pt layup at rim,,68,66
245,3,7:20.0,,J. Hernangómez makes 3-pt jump shot from 23 ft (assist by J. Murray),68,69
246,3,7:11.0,K. Irving misses 2-pt layup from 4 ft,,68,69
247,3,7:11.0,,Defensive rebound by Team,68,69
248,3,7:11.0,Loose ball foul by A. Baynes (drawn by J. Murray),,68,69
249,3,7:11.0,,J. Murray makes free throw 1 of 2,68,70
250,3,7:11.0,,J. Murray makes free throw 2 of 2,68,71
251,3,6:55.0,Personal foul by G. Harris (drawn by J. Tatum),,68,71
252,3,6:55.0,,Denver full timeout,68,71
253,3,6:43.0,A. Baynes makes 2-pt jump shot from 10 ft (assist by K. Irving),,70,71
254,3,6:29.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,70,71
255,3,6:26.0,Defensive rebound by J. Brown,,70,71
256,3,6:20.0,J. Tatum misses 3-pt jump shot from 25 ft,,70,71
257,3,6:16.0,,Defensive rebound by P. Millsap,70,71
258,3,6:10.0,,P. Millsap misses 2-pt layup from 3 ft,70,71
259,3,6:07.0,,Offensive rebound by J. Murray,70,71
260,3,6:05.0,,P. Millsap misses 3-pt jump shot from 23 ft,70,71
261,3,6:03.0,,Offensive rebound by M. Plumlee,70,71
262,3,6:03.0,M. Morris enters the game for A. Baynes,,70,71
263,3,6:03.0,R. Williams enters the game for J. Tatum,,70,71
264,3,5:56.0,,G. Harris misses 2-pt jump shot from 22 ft,70,71
265,3,5:55.0,Defensive rebound by M. Morris,,70,71
266,3,5:48.0,Personal foul by M. Plumlee (drawn by K. Irving),,70,71
267,3,5:39.0,M. Morris misses 2-pt jump shot from 12 ft,,70,71
268,3,5:35.0,Offensive rebound by J. Brown,,70,71
269,3,5:32.0,J. Brown misses 2-pt jump shot from 4 ft,,70,71
270,3,5:32.0,,Defensive rebound by M. Plumlee,70,71
271,3,5:24.0,,G. Harris makes 2-pt layup from 2 ft (assist by J. Murray),70,73
272,3,5:24.0,,Shooting foul by R. Williams (drawn by G. Harris),70,73
273,3,5:24.0,,G. Harris makes free throw 1 of 1,70,74
274,3,5:03.0,K. Irving makes 2-pt jump shot from 14 ft (assist by M. Smart),,72,74
275,3,4:58.0,,Personal take foul by R. Williams (drawn by M. Plumlee),72,74
276,3,4:58.0,,M. Plumlee misses free throw 1 of 2,72,74
277,3,4:58.0,,Offensive rebound by Team,72,74
278,3,4:58.0,,M. Plumlee misses free throw 2 of 2,72,74
279,3,4:56.0,Defensive rebound by R. Williams,,72,74
280,3,4:55.0,Personal take foul by G. Harris (drawn by R. Williams),,72,74
281,3,4:55.0,R. Williams makes free throw 1 of 2,,73,74
282,3,4:55.0,,T. Lyles enters the game for M. Plumlee,73,74
283,3,4:55.0,R. Williams misses free throw 2 of 2,,73,74
284,3,4:55.0,Offensive rebound by Team,,73,74
285,3,4:55.0,,Loose ball foul by P. Millsap (drawn by M. Smart),73,74
286,3,4:55.0,M. Smart makes free throw 1 of 2,,74,74
287,3,4:55.0,M. Smart makes free throw 2 of 2,,75,74
288,3,4:42.0,,G. Harris misses 2-pt layup from 1 ft (block by M. Smart),75,74
289,3,4:42.0,,Offensive rebound by Team,75,74
290,3,4:33.0,,J. Murray misses 3-pt jump shot from 26 ft,75,74
291,3,4:30.0,,Offensive rebound by G. Harris,75,74
292,3,4:22.0,,G. Harris misses 3-pt jump shot from 26 ft,75,74
293,3,4:18.0,,Offensive rebound by J. Hernangómez,75,74
294,3,4:17.0,,J. Hernangómez makes 2-pt layup from 1 ft,75,76
295,3,4:02.0,M. Morris misses 3-pt jump shot from 25 ft,,75,76
296,3,3:59.0,Offensive rebound by R. Williams,,75,76
297,3,3:58.0,R. Williams makes 2-pt dunk from 1 ft,,77,76
298,3,3:40.0,,Personal take foul by R. Williams (drawn by P. Millsap),77,76
299,3,3:40.0,G. Hayward enters the game for J. Brown,,77,76
300,3,3:40.0,A. Horford enters the game for K. Irving,,77,76
301,3,3:40.0,T. Rozier enters the game for R. Williams,,77,76
302,3,3:40.0,,P. Millsap makes free throw 1 of 2,77,77
303,3,3:40.0,,M. Beasley enters the game for G. Harris,77,77
304,3,3:40.0,,P. Millsap misses free throw 2 of 2,77,77
305,3,3:38.0,Defensive rebound by G. Hayward,,77,77
306,3,3:23.0,A. Horford makes 2-pt hook shot from 7 ft,,79,77
307,3,3:06.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by P. Millsap),79,80
308,3,2:49.0,G. Hayward misses 2-pt jump shot from 8 ft,,79,80
309,3,2:48.0,,Defensive rebound by P. Millsap,79,80
310,3,2:37.0,,P. Millsap misses 2-pt layup from 4 ft,79,80
311,3,2:35.0,Defensive rebound by G. Hayward,,79,80
312,3,2:21.0,T. Rozier misses 3-pt jump shot from 22 ft,,79,80
313,3,2:18.0,,Defensive rebound by J. Hernangómez,79,80
314,3,2:01.0,,J. Murray misses 2-pt jump shot from 12 ft,79,80
315,3,1:58.0,Defensive rebound by M. Morris,,79,80
316,3,1:51.0,Turnover by M. Morris (discontinued dribble),,79,80
317,3,1:51.0,Boston full timeout,,79,80
318,3,1:51.0,J. Tatum enters the game for M. Smart,,79,80
319,3,1:51.0,,G. Harris enters the game for J. Hernangómez,79,80
320,3,1:51.0,,M. Morris enters the game for P. Millsap,79,80
321,3,1:51.0,,M. Plumlee enters the game for J. Murray,79,80
322,3,1:42.0,,M. Morris makes 2-pt jump shot from 6 ft,79,82
323,3,1:25.0,Turnover by T. Rozier (lost ball; steal by M. Plumlee),,79,82
324,3,1:21.0,,T. Lyles makes 2-pt layup from 2 ft (assist by M. Morris),79,84
325,3,0:56.0,J. Tatum misses 2-pt jump shot from 13 ft,,79,84
326,3,0:55.0,Offensive rebound by J. Tatum,,79,84
327,3,0:50.0,M. Morris makes 2-pt layup from 2 ft,,81,84
328,3,0:38.0,,Personal foul by T. Rozier (drawn by M. Morris),81,84
329,3,0:38.0,,M. Morris makes free throw 1 of 2,81,85
330,3,0:38.0,,M. Morris makes free throw 2 of 2,81,86
331,3,0:29.0,T. Rozier misses 2-pt jump shot from 14 ft,,81,86
332,3,0:26.0,,Defensive rebound by T. Lyles,81,86
333,3,0:03.0,,M. Morris makes 2-pt jump shot from 8 ft,81,88
334,3,0:03.0,Boston full timeout,,81,88
335,4,11:51.0,Shooting foul by G. Harris (drawn by J. Tatum),,81,88
336,4,11:51.0,J. Tatum makes free throw 1 of 2,,82,88
337,4,11:51.0,J. Tatum makes free throw 2 of 2,,83,88
338,4,11:38.0,,Shooting foul by J. Tatum (drawn by M. Plumlee),83,88
339,4,11:38.0,,M. Plumlee misses free throw 1 of 2,83,88
340,4,11:38.0,,Offensive rebound by Team,83,88
341,4,11:38.0,,M. Plumlee misses free throw 2 of 2,83,88
342,4,11:36.0,Defensive rebound by M. Morris,,83,88
343,4,11:25.0,J. Tatum makes 2-pt layup from 1 ft (assist by A. Horford),,85,88
344,4,11:13.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by M. Morris),85,91
345,4,10:53.0,Turnover by G. Hayward (lost ball; steal by G. Harris),,85,91
346,4,10:44.0,,T. Lyles misses 3-pt jump shot from 25 ft,85,91
347,4,10:41.0,Defensive rebound by T. Rozier,,85,91
348,4,10:25.0,G. Hayward misses 3-pt jump shot from 22 ft,,85,91
349,4,10:22.0,Offensive rebound by G. Hayward,,85,91
350,4,10:12.0,M. Morris misses 3-pt jump shot from 25 ft,,85,91
351,4,10:10.0,,Defensive rebound by Team,85,91
352,4,10:10.0,Loose ball foul by G. Hayward (drawn by M. Plumlee),,85,91
353,4,9:55.0,,Turnover by T. Lyles (step out of bounds),85,91
354,4,9:55.0,K. Irving enters the game for M. Morris,,85,91
355,4,9:43.0,Personal foul by M. Beasley (drawn by A. Horford),,85,91
356,4,9:43.0,,N. Jokić enters the game for G. Harris,85,91
357,4,9:43.0,,J. Murray enters the game for M. Plumlee,85,91
358,4,9:35.0,A. Horford makes 2-pt layup from 2 ft (assist by K. Irving),,87,91
359,4,9:35.0,,Violation by Team (def goaltending),87,91
360,4,9:26.0,,M. Beasley misses 3-pt jump shot from 24 ft,87,91
361,4,9:23.0,Defensive rebound by G. Hayward,,87,91
362,4,9:13.0,K. Irving makes 3-pt jump shot from 23 ft (assist by J. Tatum),,90,91
363,4,9:12.0,,Denver full timeout,90,91
364,4,9:12.0,M. Morris enters the game for A. Horford,,90,91
365,4,8:49.0,,J. Murray makes 2-pt jump shot from 13 ft,90,93
366,4,8:31.0,Offensive foul by M. Morris (drawn by M. Morris),,90,93
367,4,8:31.0,Turnover by M. Morris (offensive foul),,90,93
368,4,8:31.0,Technical foul by M. Morris,,90,93
369,4,8:31.0,,J. Murray makes technical free throw,90,94
370,4,8:14.0,,N. Jokić makes 2-pt hook shot from 4 ft (assist by J. Murray),90,96
371,4,8:02.0,J. Tatum misses 2-pt layup from 3 ft (block by T. Lyles),,90,96
372,4,8:00.0,,Defensive rebound by J. Murray,90,96
373,4,7:57.0,,J. Murray misses 2-pt layup from 2 ft (block by K. Irving),90,96
374,4,7:52.0,Defensive rebound by G. Hayward,,90,96
375,4,7:42.0,M. Morris makes 2-pt layup from 1 ft,,92,96
376,4,7:29.0,,Turnover by M. Beasley (bad pass; steal by J. Tatum),92,96
377,4,7:24.0,G. Hayward makes 2-pt layup from 1 ft (assist by J. Tatum),,94,96
378,4,7:11.0,,J. Murray makes 3-pt jump shot from 26 ft,94,99
379,4,6:58.0,Turnover by M. Morris (traveling),,94,99
380,4,6:58.0,J. Brown enters the game for G. Hayward,,94,99
381,4,6:58.0,M. Smart enters the game for T. Rozier,,94,99
382,4,6:58.0,,G. Harris enters the game for M. Beasley,94,99
383,4,6:48.0,,J. Murray makes 3-pt jump shot from 25 ft,94,102
384,4,6:46.0,Boston full timeout,,94,102
385,4,6:46.0,A. Horford enters the game for M. Morris,,94,102
386,4,6:35.0,A. Horford misses 3-pt jump shot from 25 ft,,94,102
