,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DENVER_ACTION,MILWAUKEE_SCORE,DENVER_SCORE
156,2,3:21.0,Turnover by G. Antetokounmpo (bad pass),,51,51
157,2,3:21.0,E. İlyasova enters the game for G. Antetokounmpo,,51,51
158,2,3:09.0,,Shooting foul by B. Lopez (drawn by P. Millsap),51,51
159,2,3:09.0,,P. Millsap makes free throw 1 of 2,51,52
160,2,3:09.0,M. Brogdon enters the game for E. Bledsoe,,51,52
161,2,3:09.0,,P. Millsap makes free throw 2 of 2,51,53
162,2,2:53.0,E. İlyasova misses 3-pt jump shot from 25 ft,,51,53
163,2,2:50.0,,Defensive rebound by J. Hernangómez,51,53
164,2,2:42.0,,Shooting foul by E. İlyasova (drawn by P. Millsap),51,53
165,2,2:42.0,,P. Millsap misses free throw 1 of 2,51,53
166,2,2:42.0,,Offensive rebound by Team,51,53
167,2,2:42.0,,P. Millsap makes free throw 2 of 2,51,54
168,2,2:26.0,K. Middleton misses 2-pt jump shot from 6 ft,,51,54
169,2,2:24.0,,Defensive rebound by P. Millsap,51,54
170,2,2:17.0,,P. Millsap misses 2-pt jump shot from 6 ft,51,54
171,2,2:15.0,Defensive rebound by Team,,51,54
172,2,2:05.0,M. Brogdon makes 2-pt layup from 2 ft,,53,54
173,2,2:05.0,Shooting foul by J. Murray (drawn by M. Brogdon),,53,54
174,2,2:05.0,M. Brogdon makes free throw 1 of 1,,54,54
175,2,1:56.0,,J. Murray misses 2-pt jump shot from 15 ft,54,54
176,2,1:53.0,Defensive rebound by P. Connaughton,,54,54
177,2,1:41.0,E. İlyasova makes 2-pt jump shot from 14 ft (assist by P. Connaughton),,56,54
178,2,1:22.0,,G. Harris misses 2-pt jump shot from 5 ft,56,54
179,2,1:20.0,Defensive rebound by E. İlyasova,,56,54
180,2,1:14.0,M. Brogdon misses 2-pt layup from 2 ft,,56,54
181,2,1:13.0,,Defensive rebound by P. Millsap,56,54
182,2,1:05.0,,Shooting foul by E. İlyasova (drawn by P. Millsap),56,54
183,2,1:05.0,,P. Millsap makes free throw 1 of 3,56,55
184,2,1:05.0,,P. Millsap misses free throw 2 of 3,56,55
185,2,1:05.0,,Offensive rebound by Team,56,55
186,2,1:05.0,G. Antetokounmpo enters the game for E. İlyasova,,56,55
187,2,1:05.0,,M. Morris enters the game for G. Harris,56,55
188,2,1:05.0,,P. Millsap makes free throw 3 of 3,56,56
189,2,0:49.0,B. Lopez makes 2-pt hook shot from 8 ft (assist by M. Brogdon),,58,56
190,2,0:41.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by N. Jokić),58,59
191,2,0:32.0,K. Middleton makes 2-pt jump shot from 18 ft,,60,59
192,2,0:18.0,,M. Morris misses 2-pt jump shot from 9 ft,60,59
193,2,0:15.0,Defensive rebound by G. Antetokounmpo,,60,59
194,2,0:00.0,M. Brogdon makes 3-pt jump shot from 23 ft (assist by P. Connaughton),,63,59
195,3,11:49.0,G. Antetokounmpo makes 2-pt jump shot from 12 ft,,65,59
196,3,11:28.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by P. Millsap),65,62
197,3,11:15.0,B. Lopez makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,68,62
198,3,11:02.0,,N. Jokić misses 3-pt jump shot from 26 ft,68,62
199,3,10:59.0,Defensive rebound by M. Brogdon,,68,62
200,3,10:47.0,M. Brogdon misses 2-pt layup from 4 ft,,68,62
201,3,10:45.0,,Defensive rebound by N. Jokić,68,62
202,3,10:30.0,,J. Murray misses 3-pt jump shot from 22 ft,68,62
203,3,10:27.0,,Offensive rebound by P. Millsap,68,62
204,3,10:21.0,,P. Millsap misses 2-pt jump shot from 10 ft,68,62
205,3,10:20.0,Defensive rebound by B. Lopez,,68,62
206,3,9:58.0,G. Antetokounmpo misses 2-pt jump shot from 15 ft,,68,62
207,3,9:55.0,,Defensive rebound by J. Murray,68,62
208,3,9:49.0,,J. Murray misses 2-pt layup from 2 ft,68,62
209,3,9:49.0,,Offensive rebound by N. Jokić,68,62
210,3,9:47.0,,N. Jokić makes 2-pt layup from 2 ft,68,64
211,3,9:31.0,Turnover by M. Brogdon (bad pass; steal by G. Harris),,68,64
212,3,9:28.0,,G. Harris makes 2-pt layup from 4 ft,68,66
213,3,9:28.0,,Shooting foul by K. Middleton (drawn by G. Harris),68,66
214,3,9:28.0,,G. Harris makes free throw 1 of 1,68,67
215,3,9:09.0,K. Middleton makes 2-pt jump shot from 18 ft,,70,67
216,3,8:43.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by P. Millsap),70,70
217,3,8:28.0,B. Lopez misses 3-pt jump shot from 23 ft,,70,70
218,3,8:27.0,,Defensive rebound by Team,70,70
219,3,8:19.0,,J. Murray makes 2-pt jump shot from 14 ft,70,72
220,3,7:53.0,G. Antetokounmpo misses 2-pt layup from 4 ft (block by N. Jokić),,70,72
221,3,7:53.0,Offensive rebound by Team,,70,72
222,3,7:50.0,B. Lopez misses 2-pt hook shot from 5 ft (block by P. Millsap),,70,72
223,3,7:45.0,,Defensive rebound by N. Jokić,70,72
224,3,7:44.0,,Shooting foul by M. Brogdon (drawn by N. Jokić),70,72
225,3,7:44.0,Milwaukee full timeout,,70,72
226,3,7:44.0,,N. Jokić makes free throw 1 of 2,70,73
227,3,7:44.0,,N. Jokić makes free throw 2 of 2,70,74
228,3,7:29.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,73,74
229,3,7:12.0,,N. Jokić misses 3-pt jump shot from 25 ft,73,74
230,3,7:09.0,Defensive rebound by E. Bledsoe,,73,74
231,3,7:00.0,B. Lopez makes 3-pt jump shot from 25 ft,,76,74
232,3,6:44.0,,J. Hernangómez misses 3-pt jump shot from 26 ft,76,74
233,3,6:40.0,Defensive rebound by G. Antetokounmpo,,76,74
234,3,6:31.0,M. Brogdon makes 2-pt layup from 1 ft,,78,74
235,3,6:18.0,,J. Murray misses 2-pt layup from 1 ft,78,74
236,3,6:15.0,Defensive rebound by E. Bledsoe,,78,74
237,3,6:14.0,Shooting foul by P. Millsap (drawn by G. Antetokounmpo),,78,74
238,3,6:14.0,G. Antetokounmpo misses free throw 1 of 2,,78,74
239,3,6:14.0,Offensive rebound by Team,,78,74
240,3,6:14.0,E. İlyasova enters the game for M. Brogdon,,78,74
241,3,6:14.0,G. Antetokounmpo misses free throw 2 of 2,,78,74
242,3,6:12.0,,Defensive rebound by P. Millsap,78,74
243,3,5:57.0,,P. Millsap misses 2-pt jump shot from 6 ft (block by G. Antetokounmpo),78,74
244,3,5:52.0,Defensive rebound by E. Bledsoe,,78,74
245,3,5:51.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,81,74
246,3,5:49.0,,Denver full timeout,81,74
247,3,5:49.0,,M. Morris enters the game for J. Murray,81,74
248,3,5:29.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by P. Millsap),81,77
249,3,5:16.0,B. Lopez makes 3-pt jump shot from 24 ft (assist by K. Middleton),,84,77
250,3,4:59.0,,Personal foul by K. Middleton (drawn by G. Harris),84,77
251,3,4:59.0,D. DiVincenzo enters the game for G. Antetokounmpo,,84,77
252,3,4:54.0,,G. Harris misses 2-pt jump shot from 2 ft,84,77
253,3,4:53.0,,Offensive rebound by G. Harris,84,77
254,3,4:42.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by P. Millsap),84,80
255,3,4:26.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by E. İlyasova),,87,80
256,3,4:13.0,,P. Millsap misses 3-pt jump shot from 25 ft,87,80
257,3,4:09.0,Defensive rebound by K. Middleton,,87,80
258,3,4:01.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,87,80
259,3,3:58.0,,Defensive rebound by J. Hernangómez,87,80
260,3,3:58.0,,T. Lyles enters the game for P. Millsap,87,80
261,3,3:35.0,,G. Harris misses 2-pt layup from 3 ft,87,80
262,3,3:33.0,Defensive rebound by D. DiVincenzo,,87,80
263,3,3:30.0,D. DiVincenzo misses 3-pt jump shot from 27 ft,,87,80
264,3,3:26.0,Offensive rebound by E. İlyasova,,87,80
265,3,3:20.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by D. DiVincenzo),,90,80
266,3,3:20.0,M. Brogdon enters the game for E. Bledsoe,,90,80
267,3,3:06.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),90,83
268,3,2:56.0,Offensive foul by E. İlyasova (drawn by N. Jokić),,90,83
269,3,2:56.0,Turnover by E. İlyasova (offensive foul),,90,83
270,3,2:56.0,,M. Plumlee enters the game for N. Jokić,90,83
271,3,2:36.0,,G. Harris misses 2-pt jump shot from 20 ft,90,83
272,3,2:32.0,Defensive rebound by B. Lopez,,90,83
273,3,2:27.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by K. Middleton),,93,83
274,3,2:12.0,,J. Hernangómez makes 3-pt jump shot from 24 ft (assist by M. Morris),93,86
275,3,1:49.0,Turnover by K. Middleton (bad pass; steal by G. Harris),,93,86
276,3,1:43.0,,Shooting foul by B. Lopez (drawn by G. Harris),93,86
277,3,1:43.0,G. Antetokounmpo enters the game for E. İlyasova,,93,86
278,3,1:43.0,T. Snell enters the game for K. Middleton,,93,86
279,3,1:43.0,,G. Harris makes free throw 1 of 2,93,87
280,3,1:43.0,,G. Harris misses free throw 2 of 2,93,87
281,3,1:41.0,Defensive rebound by G. Antetokounmpo,,93,87
282,3,1:30.0,M. Brogdon misses 2-pt jump shot from 17 ft,,93,87
283,3,1:25.0,Offensive rebound by M. Brogdon,,93,87
284,3,1:12.0,M. Brogdon misses 2-pt layup from 2 ft,,93,87
285,3,1:11.0,,Defensive rebound by M. Plumlee,93,87
286,3,0:57.0,,Turnover by J. Hernangómez (lost ball; steal by T. Snell),93,87
287,3,0:54.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,95,87
288,3,0:41.0,,Personal foul by B. Lopez (drawn by M. Plumlee),95,87
289,3,0:41.0,,M. Plumlee misses free throw 1 of 2,95,87
290,3,0:41.0,,Offensive rebound by Team,95,87
291,3,0:41.0,P. Connaughton enters the game for B. Lopez,,95,87
292,3,0:41.0,,M. Beasley enters the game for J. Hernangómez,95,87
293,3,0:41.0,,M. Plumlee makes free throw 2 of 2,95,88
294,3,0:31.0,T. Snell makes 2-pt layup from 4 ft (assist by G. Antetokounmpo),,97,88
295,3,0:18.0,,G. Harris misses 3-pt jump shot from 25 ft (block by P. Connaughton),97,88
296,3,0:13.0,Defensive rebound by G. Antetokounmpo,,97,88
297,3,0:07.0,Personal take foul by M. Plumlee (drawn by G. Antetokounmpo),,97,88
298,3,0:07.0,,J. Hernangómez enters the game for G. Harris,97,88
299,3,0:01.0,G. Antetokounmpo makes 2-pt jump shot from 11 ft,,99,88
300,3,0:00.0,,M. Plumlee misses 3-pt jump shot from 59 ft,99,88
301,3,0:00.0,,Offensive rebound by Team,99,88
302,4,11:47.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by M. Morris),99,91
303,4,11:31.0,Personal foul by M. Morris (drawn by D. DiVincenzo),,99,91
304,4,11:26.0,D. DiVincenzo makes 2-pt dunk from 1 ft (assist by J. Henson),,101,91
305,4,11:05.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by M. Morris),101,94
306,4,10:48.0,D. DiVincenzo misses 3-pt jump shot from 23 ft,,101,94
307,4,10:47.0,,Defensive rebound by M. Morris,101,94
308,4,10:38.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Plumlee),101,97
309,4,10:26.0,Shooting foul by M. Plumlee (drawn by G. Antetokounmpo),,101,97
310,4,10:26.0,G. Antetokounmpo misses free throw 1 of 2,,101,97
311,4,10:26.0,Offensive rebound by Team,,101,97
312,4,10:26.0,G. Antetokounmpo misses free throw 2 of 2,,101,97
313,4,10:24.0,,Defensive rebound by T. Lyles,101,97
314,4,10:13.0,,T. Lyles makes 2-pt layup from 2 ft (assist by M. Morris),101,99
315,4,10:12.0,Milwaukee full timeout,,101,99
316,4,10:12.0,P. Connaughton enters the game for D. DiVincenzo,,101,99
317,4,10:12.0,B. Lopez enters the game for J. Henson,,101,99
318,4,9:53.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,101,99
319,4,9:49.0,,Defensive rebound by T. Lyles,101,99
320,4,9:36.0,,M. Beasley misses 3-pt jump shot from 25 ft,101,99
321,4,9:31.0,Defensive rebound by P. Connaughton,,101,99
322,4,9:23.0,M. Brogdon misses 2-pt layup from 6 ft (block by M. Plumlee),,101,99
323,4,9:20.0,,Defensive rebound by M. Morris,101,99
324,4,9:16.0,,T. Lyles makes 2-pt dunk at rim (assist by M. Morris),101,101
325,4,9:06.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft,,103,101
326,4,8:44.0,,M. Beasley misses 2-pt jump shot from 8 ft,103,101
327,4,8:42.0,Defensive rebound by B. Lopez,,103,101
328,4,8:37.0,B. Lopez misses 3-pt jump shot from 25 ft,,103,101
329,4,8:32.0,,Defensive rebound by M. Beasley,103,101
330,4,8:12.0,,J. Murray makes 2-pt jump shot from 23 ft,103,103
331,4,8:01.0,Turnover by G. Antetokounmpo (traveling),,103,103
332,4,8:01.0,K. Middleton enters the game for T. Snell,,103,103
333,4,7:52.0,,J. Murray makes 2-pt jump shot from 9 ft (assist by M. Morris),103,105
334,4,7:36.0,Personal foul by M. Beasley (drawn by K. Middleton),,103,105
335,4,7:36.0,E. Bledsoe enters the game for M. Brogdon,,103,105
336,4,7:31.0,Turnover by B. Lopez (bad pass; steal by M. Beasley),,103,105
337,4,7:10.0,,T. Lyles misses 2-pt jump shot from 3 ft,103,105
338,4,7:08.0,,Offensive rebound by T. Lyles,103,105
339,4,7:06.0,,M. Morris misses 2-pt jump shot from 5 ft,103,105
340,4,7:04.0,Defensive rebound by K. Middleton,,103,105
341,4,6:52.0,K. Middleton misses 2-pt jump shot from 6 ft,,103,105
342,4,6:50.0,Offensive rebound by K. Middleton,,103,105
343,4,6:49.0,K. Middleton makes 2-pt jump shot from 2 ft,,105,105
344,4,6:24.0,,J. Murray misses 2-pt jump shot from 7 ft (block by P. Connaughton),105,105
345,4,6:20.0,,Offensive rebound by J. Murray,105,105
346,4,6:19.0,,J. Murray misses 2-pt layup from 2 ft,105,105
347,4,6:19.0,Defensive rebound by G. Antetokounmpo,,105,105
348,4,6:15.0,Personal foul by J. Murray (drawn by G. Antetokounmpo),,105,105
349,4,6:15.0,E. İlyasova enters the game for G. Antetokounmpo,,105,105
350,4,6:15.0,,G. Harris enters the game for J. Murray,105,105
351,4,6:07.0,K. Middleton misses 3-pt jump shot from 24 ft,,105,105
352,4,6:03.0,,Defensive rebound by M. Beasley,105,105
353,4,5:56.0,,M. Beasley makes 2-pt dunk from 2 ft (assist by M. Plumlee),105,107
354,4,5:41.0,Turnover by P. Connaughton (bad pass; steal by G. Harris),,105,107
355,4,5:38.0,,G. Harris misses 2-pt layup from 3 ft,105,107
356,4,5:36.0,,Offensive rebound by T. Lyles,105,107
357,4,5:36.0,,T. Lyles makes 2-pt layup from 1 ft,105,109
358,4,5:36.0,Milwaukee full timeout,,105,109
359,4,5:36.0,,N. Jokić enters the game for M. Plumlee,105,109
360,4,5:18.0,E. Bledsoe misses 2-pt jump shot from 10 ft,,105,109
361,4,5:15.0,,Defensive rebound by T. Lyles,105,109
362,4,5:05.0,,T. Lyles misses 3-pt jump shot from 25 ft,105,109
363,4,5:00.0,Defensive rebound by E. Bledsoe,,105,109
364,4,4:53.0,E. İlyasova misses 3-pt jump shot from 23 ft,,105,109
365,4,4:51.0,,Defensive rebound by N. Jokić,105,109
366,4,4:41.0,,Turnover by G. Harris (bad pass; steal by E. Bledsoe),105,109
367,4,4:36.0,E. Bledsoe makes 2-pt layup from 1 ft,,107,109
368,4,4:34.0,,Denver full timeout,107,109
