,QUARTER,TIME_REMAINING,BOSTON_ACTION,UTAH_ACTION,BOSTON_SCORE,UTAH_SCORE
176,2,2:33.0,Defensive rebound by J. Brown,,46,46
177,2,2:33.0,Boston full timeout,,46,46
178,2,2:33.0,M. Morris enters the game for J. Brown,,46,46
179,2,2:12.0,A. Horford makes 2-pt jump shot from 8 ft (assist by M. Smart),,48,46
180,2,1:56.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Mitchell),48,49
181,2,1:40.0,M. Smart misses 3-pt jump shot from 22 ft,,48,49
182,2,1:38.0,,Defensive rebound by R. Gobert,48,49
183,2,1:23.0,,J. Ingles makes 3-pt jump shot from 24 ft,48,52
184,2,1:07.0,T. Rozier misses 2-pt jump shot from 15 ft,,48,52
185,2,1:03.0,Offensive rebound by M. Smart,,48,52
186,2,1:01.0,J. Tatum makes 3-pt jump shot from 25 ft (assist by M. Smart),,51,52
187,2,0:40.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. Gobert),51,55
188,2,0:29.0,T. Rozier misses 2-pt jump shot from 23 ft,,51,55
189,2,0:27.0,,Defensive rebound by J. Crowder,51,55
190,2,0:07.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by D. Mitchell),51,58
191,2,0:00.0,M. Morris misses 3-pt jump shot from 23 ft,,51,58
192,2,0:00.0,Offensive rebound by Team,,51,58
193,3,11:45.0,A. Horford makes 2-pt jump shot from 21 ft (assist by T. Rozier),,53,58
194,3,11:20.0,,Shooting foul by J. Tatum (drawn by D. Mitchell),53,58
195,3,11:20.0,,D. Mitchell makes free throw 1 of 3,53,59
196,3,11:20.0,,D. Mitchell makes free throw 2 of 3,53,60
197,3,11:20.0,,D. Mitchell makes free throw 3 of 3,53,61
198,3,11:03.0,J. Tatum misses 2-pt layup from 4 ft,,53,61
199,3,11:01.0,,Defensive rebound by R. Gobert,53,61
200,3,10:54.0,,D. Mitchell makes 2-pt layup from 2 ft,53,63
201,3,10:48.0,Shooting foul by J. Ingles (drawn by G. Hayward),,53,63
202,3,10:48.0,G. Hayward makes free throw 1 of 2,,54,63
203,3,10:48.0,G. Hayward makes free throw 2 of 2,,55,63
204,3,10:32.0,,D. Favors makes 3-pt jump shot from 23 ft (assist by J. Ingles),55,66
205,3,10:20.0,T. Rozier misses 2-pt jump shot from 17 ft,,55,66
206,3,10:18.0,,Defensive rebound by D. Favors,55,66
207,3,10:10.0,,D. Favors makes 2-pt dunk from 2 ft (assist by D. Mitchell),55,68
208,3,10:10.0,,Shooting foul by G. Hayward (drawn by D. Favors),55,68
209,3,10:10.0,,D. Favors misses free throw 1 of 1,55,68
210,3,10:10.0,Defensive rebound by A. Horford,,55,68
211,3,9:50.0,G. Hayward misses 3-pt jump shot from 24 ft,,55,68
212,3,9:48.0,Offensive rebound by T. Rozier,,55,68
213,3,9:39.0,Shooting foul by R. Rubio (drawn by T. Rozier),,55,68
214,3,9:39.0,T. Rozier makes free throw 1 of 2,,56,68
215,3,9:39.0,T. Rozier makes free throw 2 of 2,,57,68
216,3,9:32.0,,Personal foul by G. Hayward (drawn by R. Rubio),57,68
217,3,9:25.0,,J. Ingles makes 3-pt jump shot from 27 ft (assist by R. Rubio),57,71
218,3,9:08.0,J. Brown misses 2-pt layup from 3 ft,,57,71
219,3,9:07.0,,Defensive rebound by Team,57,71
220,3,8:55.0,,R. Rubio makes 2-pt layup from 2 ft (assist by J. Ingles),57,73
221,3,8:55.0,Boston full timeout,,57,73
222,3,8:36.0,J. Brown misses 2-pt layup from 1 ft,,57,73
223,3,8:34.0,,Defensive rebound by R. Gobert,57,73
224,3,8:31.0,,J. Ingles misses 3-pt jump shot from 25 ft,57,73
225,3,8:28.0,Defensive rebound by J. Brown,,57,73
226,3,8:26.0,Personal foul by R. Rubio (drawn by J. Brown),,57,73
227,3,8:20.0,G. Hayward misses 3-pt jump shot from 26 ft,,57,73
228,3,8:17.0,,Defensive rebound by R. Rubio,57,73
229,3,8:07.0,,Shooting foul by A. Horford (drawn by D. Favors),57,73
230,3,8:07.0,,D. Favors makes free throw 1 of 2,57,74
231,3,8:07.0,A. Baynes enters the game for G. Hayward,,57,74
232,3,8:07.0,M. Morris enters the game for A. Horford,,57,74
233,3,8:07.0,M. Smart enters the game for J. Tatum,,57,74
234,3,8:07.0,,D. Favors makes free throw 2 of 2,57,75
235,3,8:07.0,,J. Crowder enters the game for D. Favors,57,75
236,3,7:55.0,Away from play foul by R. Gobert (drawn by M. Smart),,57,75
237,3,7:55.0,T. Rozier makes free throw 1 of 1,,58,75
238,3,7:54.0,,Violation by Team (kicked ball),58,75
239,3,7:49.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Smart),,61,75
240,3,7:32.0,,J. Ingles misses 3-pt jump shot from 30 ft,61,75
241,3,7:32.0,,Offensive rebound by Team,61,75
242,3,7:32.0,Loose ball foul by A. Baynes (drawn by R. Gobert),,61,75
243,3,7:32.0,,R. Gobert makes free throw 1 of 2,61,76
244,3,7:32.0,,R. Gobert makes free throw 2 of 2,61,77
245,3,7:12.0,Turnover by M. Morris (bad pass; steal by D. Mitchell),,61,77
246,3,7:08.0,,J. Crowder misses 3-pt jump shot from 24 ft,61,77
247,3,7:04.0,,Offensive rebound by R. Rubio,61,77
248,3,7:03.0,,Personal foul by J. Brown (drawn by R. Rubio),61,77
249,3,7:03.0,Technical foul by M. Morris,,61,77
250,3,7:03.0,,Technical foul by J. Crowder,61,77
251,3,7:03.0,,R. Rubio makes free throw 1 of 2,61,78
252,3,7:03.0,,R. Rubio makes free throw 2 of 2,61,79
253,3,6:55.0,Personal foul by J. Crowder (drawn by M. Morris),,61,79
254,3,6:55.0,M. Morris makes free throw 1 of 2,,62,79
255,3,6:55.0,M. Morris makes free throw 2 of 2,,63,79
256,3,6:45.0,,Personal foul by M. Smart (drawn by J. Ingles),63,79
257,3,6:45.0,,J. Ingles makes free throw 1 of 2,63,80
258,3,6:45.0,,J. Ingles makes free throw 2 of 2,63,81
259,3,6:32.0,Turnover by M. Smart (bad pass; steal by J. Crowder),,63,81
260,3,6:26.0,,J. Crowder makes 2-pt layup from 3 ft (assist by J. Ingles),63,83
261,3,6:13.0,J. Brown makes 2-pt dunk from 2 ft (assist by M. Morris),,65,83
262,3,5:53.0,,Turnover by D. Mitchell (bad pass; steal by M. Morris),65,83
263,3,5:48.0,T. Rozier makes 2-pt layup from 2 ft (assist by M. Morris),,67,83
264,3,5:46.0,,Utah full timeout,67,83
265,3,5:46.0,,A. Burks enters the game for D. Mitchell,67,83
266,3,5:24.0,,R. Gobert misses 2-pt layup from 2 ft,67,83
267,3,5:22.0,,Offensive rebound by R. Gobert,67,83
268,3,5:10.0,,R. Rubio misses 2-pt jump shot from 18 ft,67,83
269,3,5:07.0,Defensive rebound by M. Morris,,67,83
270,3,4:56.0,J. Brown misses 3-pt jump shot from 25 ft,,67,83
271,3,4:54.0,Offensive rebound by Team,,67,83
272,3,4:52.0,J. Brown misses 2-pt jump shot from 4 ft (block by J. Crowder),,67,83
273,3,4:52.0,Offensive rebound by Team,,67,83
274,3,4:41.0,J. Brown misses 3-pt jump shot from 23 ft,,67,83
275,3,4:37.0,Offensive rebound by A. Baynes,,67,83
276,3,4:30.0,Turnover by A. Baynes (3 sec),,67,83
277,3,4:12.0,,A. Burks misses 3-pt jump shot from 26 ft,67,83
278,3,4:09.0,Defensive rebound by M. Morris,,67,83
279,3,3:58.0,T. Rozier makes 2-pt jump shot from 8 ft,,69,83
280,3,3:36.0,,Turnover by A. Burks (out of bounds lost ball),69,83
281,3,3:36.0,G. Hayward enters the game for A. Baynes,,69,83
282,3,3:36.0,J. Tatum enters the game for J. Brown,,69,83
283,3,3:36.0,,R. O'Neale enters the game for J. Ingles,69,83
284,3,3:13.0,M. Morris makes 2-pt layup from 3 ft (assist by M. Smart),,71,83
285,3,2:56.0,,J. Crowder makes 2-pt dunk from 2 ft (assist by R. Rubio),71,85
286,3,2:38.0,M. Morris misses 2-pt jump shot from 12 ft,,71,85
287,3,2:35.0,,Defensive rebound by R. O'Neale,71,85
288,3,2:21.0,,R. Rubio makes 2-pt jump shot from 21 ft,71,87
289,3,2:08.0,G. Hayward makes 3-pt jump shot from 27 ft (assist by T. Rozier),,74,87
290,3,1:48.0,,J. Crowder makes 2-pt layup from 2 ft (assist by R. Rubio),74,89
291,3,1:31.0,Turnover by J. Tatum (out of bounds lost ball),,74,89
292,3,1:31.0,S. Ojeleye enters the game for T. Rozier,,74,89
293,3,1:31.0,,D. Favors enters the game for R. Gobert,74,89
294,3,1:31.0,,D. Mitchell enters the game for R. Rubio,74,89
295,3,1:16.0,,Turnover by D. Mitchell (bad pass; steal by J. Tatum),74,89
296,3,1:03.0,M. Morris makes 2-pt layup from 6 ft (assist by G. Hayward),,76,89
297,3,0:41.0,,D. Mitchell makes 2-pt jump shot from 8 ft,76,91
298,3,0:32.0,Shooting foul by D. Favors (drawn by G. Hayward),,76,91
299,3,0:32.0,G. Hayward makes free throw 1 of 2,,77,91
300,3,0:32.0,A. Baynes enters the game for S. Ojeleye,,77,91
301,3,0:32.0,G. Hayward makes free throw 2 of 2,,78,91
302,3,0:20.0,,D. Mitchell makes 2-pt jump shot from 5 ft,78,93
303,3,0:05.0,Personal foul by A. Burks (drawn by M. Morris),,78,93
304,3,0:05.0,M. Morris makes free throw 1 of 2,,79,93
305,3,0:05.0,M. Morris makes free throw 2 of 2,,80,93
306,3,0:00.0,,D. Mitchell misses 3-pt jump shot from 25 ft,80,93
307,3,0:00.0,,Offensive rebound by Team,80,93
308,4,11:45.0,,D. Mitchell misses 3-pt jump shot from 25 ft,80,93
309,4,11:42.0,Defensive rebound by J. Tatum,,80,93
310,4,11:29.0,Turnover by A. Horford (traveling),,80,93
311,4,11:09.0,,J. Crowder misses 3-pt jump shot from 27 ft,80,93
312,4,11:08.0,,Offensive rebound by D. Favors,80,93
313,4,11:08.0,,Shooting foul by M. Morris (drawn by D. Favors),80,93
314,4,11:08.0,,D. Favors misses free throw 1 of 2,80,93
315,4,11:08.0,,Offensive rebound by Team,80,93
316,4,11:08.0,,D. Favors makes free throw 2 of 2,80,94
317,4,10:53.0,J. Tatum misses 2-pt layup from 3 ft,,80,94
318,4,10:52.0,Offensive rebound by J. Tatum,,80,94
319,4,10:52.0,Shooting foul by D. Favors (drawn by J. Tatum),,80,94
320,4,10:52.0,J. Tatum misses free throw 1 of 2,,80,94
321,4,10:52.0,Offensive rebound by Team,,80,94
322,4,10:52.0,,G. Niang enters the game for J. Crowder,80,94
323,4,10:52.0,J. Tatum makes free throw 2 of 2,,81,94
324,4,10:35.0,,D. Mitchell misses 2-pt jump shot from 9 ft,81,94
325,4,10:31.0,,Offensive rebound by D. Favors,81,94
326,4,10:31.0,,D. Favors makes 2-pt layup from 1 ft,81,96
327,4,10:24.0,M. Morris makes 3-pt jump shot from 25 ft (assist by M. Smart),,84,96
328,4,10:00.0,,D. Mitchell misses 2-pt layup from 3 ft,84,96
329,4,9:57.0,,Offensive rebound by D. Favors,84,96
330,4,9:57.0,,D. Favors makes 2-pt layup from 1 ft,84,98
331,4,9:44.0,A. Horford makes 2-pt dunk from 1 ft (assist by M. Smart),,86,98
332,4,9:29.0,,D. Mitchell misses 2-pt layup from 3 ft (block by A. Horford),86,98
333,4,9:25.0,Defensive rebound by M. Morris,,86,98
334,4,9:22.0,M. Smart makes 3-pt jump shot from 23 ft (assist by G. Hayward),,89,98
335,4,9:21.0,,Utah full timeout,89,98
336,4,9:21.0,,J. Ingles enters the game for A. Burks,89,98
337,4,9:21.0,,R. Rubio enters the game for D. Mitchell,89,98
338,4,9:08.0,,Turnover by J. Ingles (bad pass; steal by G. Hayward),89,98
339,4,9:04.0,J. Tatum makes 2-pt layup from 3 ft (assist by G. Hayward),,91,98
340,4,8:44.0,,R. Rubio misses 3-pt jump shot from 27 ft,91,98
341,4,8:41.0,,Offensive rebound by D. Favors,91,98
342,4,8:40.0,,D. Favors makes 2-pt layup from 2 ft,91,100
343,4,8:26.0,A. Horford misses 3-pt jump shot from 24 ft,,91,100
344,4,8:23.0,,Defensive rebound by J. Ingles,91,100
345,4,8:18.0,,Turnover by R. O'Neale (lost ball; steal by J. Tatum),91,100
346,4,8:16.0,Shooting foul by R. O'Neale (drawn by J. Tatum),,91,100
347,4,8:16.0,J. Tatum makes free throw 1 of 2,,92,100
348,4,8:16.0,J. Brown enters the game for M. Morris,,92,100
349,4,8:16.0,T. Rozier enters the game for M. Smart,,92,100
350,4,8:16.0,,A. Burks enters the game for D. Favors,92,100
351,4,8:16.0,,R. Gobert enters the game for R. O'Neale,92,100
352,4,8:16.0,J. Tatum makes free throw 2 of 2,,93,100
353,4,8:05.0,,Personal foul by J. Brown (drawn by J. Ingles),93,100
354,4,8:01.0,,Offensive foul by G. Niang (drawn by G. Hayward),93,100
355,4,8:01.0,,Turnover by G. Niang (offensive foul),93,100
356,4,7:48.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by G. Hayward),,96,100
357,4,7:32.0,,R. Gobert misses 2-pt layup from 2 ft (block by J. Brown),96,100
358,4,7:30.0,Defensive rebound by T. Rozier,,96,100
359,4,7:21.0,,Violation by Team (kicked ball),96,100
360,4,7:21.0,,J. Crowder enters the game for G. Niang,96,100
361,4,7:19.0,G. Hayward misses 3-pt jump shot from 23 ft,,96,100
362,4,7:18.0,,Defensive rebound by Team,96,100
363,4,7:04.0,,J. Ingles makes 2-pt layup from 3 ft (assist by J. Crowder),96,102
364,4,6:50.0,Personal foul by J. Crowder (drawn by J. Tatum),,96,102
365,4,6:50.0,M. Smart enters the game for G. Hayward,,96,102
366,4,6:40.0,J. Tatum makes 2-pt layup from 2 ft,,98,102
367,4,6:15.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by J. Crowder),98,105
368,4,6:05.0,T. Rozier misses 3-pt jump shot from 26 ft,,98,105
369,4,6:02.0,,Defensive rebound by J. Crowder,98,105
370,4,5:56.0,,Turnover by R. Rubio (bad pass; steal by A. Horford),98,105
371,4,5:52.0,M. Smart misses 3-pt jump shot from 25 ft,,98,105
372,4,5:50.0,,Defensive rebound by R. Rubio,98,105
373,4,5:43.0,,R. Rubio misses 3-pt jump shot from 27 ft,98,105
374,4,5:38.0,Defensive rebound by A. Horford,,98,105
375,4,5:31.0,Boston full timeout,,98,105
376,4,5:31.0,,D. Mitchell enters the game for A. Burks,98,105
377,4,5:24.0,T. Rozier makes 3-pt jump shot from 22 ft (assist by M. Smart),,101,105
378,4,4:57.0,,J. Ingles misses 3-pt jump shot from 25 ft,101,105
379,4,4:54.0,Defensive rebound by T. Rozier,,101,105
380,4,4:47.0,J. Brown misses 3-pt jump shot from 27 ft,,101,105
381,4,4:45.0,,Defensive rebound by R. Gobert,101,105
382,4,4:36.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by R. Rubio),101,108
