,QUARTER,TIME_REMAINING,CHICAGO_ACTION,WASHINGTON_ACTION,CHICAGO_SCORE,WASHINGTON_SCORE
29,1,7:10.0,L. Markkanen misses 3-pt jump shot from 25 ft,,4,7
30,1,7:07.0,,Defensive rebound by J. Green,4,7
31,1,6:50.0,,Turnover by B. Beal (bad pass; steal by J. Holiday),4,7
32,1,6:45.0,Turnover by J. Holiday (bad pass; steal by B. Beal),,4,7
33,1,6:40.0,,J. Green misses 3-pt jump shot from 24 ft,4,7
34,1,6:35.0,Defensive rebound by K. Dunn,,4,7
35,1,6:30.0,K. Dunn makes 2-pt layup from 2 ft,,6,7
36,1,6:14.0,,T. Bryant makes 2-pt dunk at rim (assist by B. Beal),6,9
37,1,5:52.0,J. Holiday misses 3-pt jump shot from 25 ft,,6,9
38,1,5:50.0,Offensive rebound by W. Carter,,6,9
39,1,5:48.0,W. Carter makes 2-pt layup from 2 ft,,8,9
40,1,5:38.0,,B. Beal misses 3-pt jump shot from 26 ft,8,9
41,1,5:35.0,Defensive rebound by L. Markkanen,,8,9
42,1,5:23.0,L. Markkanen misses 3-pt jump shot from 27 ft,,8,9
43,1,5:19.0,,Defensive rebound by T. Bryant,8,9
44,1,4:56.0,,T. Ariza misses 3-pt jump shot from 23 ft,8,9
45,1,4:54.0,,Offensive rebound by T. Bryant,8,9
46,1,4:54.0,,T. Bryant misses 2-pt layup from 3 ft (block by W. Carter),8,9
47,1,4:54.0,,Offensive rebound by Team,8,9
48,1,4:54.0,,Washington full timeout,8,9
49,1,4:54.0,,I. Mahinmi enters the game for T. Bryant,8,9
50,1,4:54.0,,C. Randle enters the game for T. Satoranský,8,9
51,1,4:53.0,,Turnover by T. Ariza (bad pass; steal by K. Dunn),8,9
52,1,4:41.0,L. Markkanen misses 2-pt jump shot from 5 ft,,8,9
53,1,4:39.0,,Defensive rebound by C. Randle,8,9
54,1,4:28.0,,T. Ariza misses 2-pt hook shot from 6 ft (block by W. Carter),8,9
55,1,4:28.0,,Offensive rebound by Team,8,9
56,1,4:28.0,C. Hutchison enters the game for L. Markkanen,,8,9
57,1,4:25.0,,C. Randle makes 2-pt layup from 3 ft (assist by T. Ariza),8,11
58,1,4:13.0,W. Carter makes 2-pt dunk from 1 ft (assist by Z. LaVine),,10,11
59,1,4:13.0,Shooting foul by I. Mahinmi (drawn by W. Carter),,10,11
60,1,4:13.0,W. Carter makes free throw 1 of 1,,11,11
61,1,4:01.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by C. Randle),11,13
62,1,3:36.0,K. Dunn misses 2-pt jump shot from 6 ft,,11,13
63,1,3:34.0,,Defensive rebound by J. Green,11,13
64,1,3:25.0,,J. Green makes 2-pt jump shot from 3 ft,11,15
65,1,3:11.0,W. Carter makes 2-pt layup from 1 ft (assist by J. Holiday),,13,15
66,1,2:54.0,,Turnover by I. Mahinmi (bad pass),13,15
67,1,2:54.0,Chicago full timeout,,13,15
68,1,2:54.0,S. Harrison enters the game for Z. LaVine,,13,15
69,1,2:54.0,,R. Baker enters the game for B. Beal,13,15
70,1,2:54.0,,S. Dekker enters the game for J. Green,13,15
71,1,2:27.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by W. Carter),,16,15
72,1,2:12.0,,C. Randle makes 3-pt jump shot from 26 ft (assist by R. Baker),16,18
73,1,1:56.0,K. Dunn misses 2-pt jump shot from 17 ft,,16,18
74,1,1:52.0,,Defensive rebound by I. Mahinmi,16,18
75,1,1:46.0,,T. Ariza misses 3-pt jump shot from 26 ft,16,18
76,1,1:43.0,Defensive rebound by C. Hutchison,,16,18
77,1,1:35.0,W. Carter makes 2-pt layup from 2 ft (assist by K. Dunn),,18,18
78,1,1:19.0,,T. Ariza makes 2-pt layup from 2 ft (assist by I. Mahinmi),18,20
79,1,1:00.0,Shooting foul by T. Ariza (drawn by J. Holiday),,18,20
80,1,1:00.0,J. Holiday misses free throw 1 of 3,,18,20
81,1,1:00.0,Offensive rebound by Team,,18,20
82,1,1:00.0,J. Holiday makes free throw 2 of 3,,19,20
83,1,1:00.0,J. Holiday makes free throw 3 of 3,,20,20
84,1,1:00.0,R. Arcidiacono enters the game for J. Holiday,,20,20
85,1,0:36.0,,Turnover by Team (shot clock),20,20
86,1,0:22.0,R. Arcidiacono misses 2-pt layup from 3 ft (block by I. Mahinmi),,20,20
87,1,0:19.0,,Defensive rebound by T. Ariza,20,20
88,1,0:19.0,,S. Dekker makes 2-pt dunk from 2 ft (assist by T. Ariza),20,22
89,1,0:03.0,K. Dunn misses 2-pt jump shot from 15 ft,,20,22
90,1,0:01.0,,Defensive rebound by Team,20,22
91,2,11:46.0,Shooting foul by S. Dekker (drawn by L. Markkanen),,20,22
92,2,11:46.0,L. Markkanen misses free throw 1 of 2,,20,22
93,2,11:46.0,Offensive rebound by Team,,20,22
94,2,11:46.0,L. Markkanen misses free throw 2 of 2,,20,22
95,2,11:43.0,,Defensive rebound by S. Dekker,20,22
96,2,11:30.0,,S. Dekker misses 2-pt layup from 2 ft,20,22
97,2,11:28.0,Defensive rebound by L. Markkanen,,20,22
98,2,11:16.0,A. Blakeney misses 2-pt jump shot from 14 ft,,20,22
99,2,11:13.0,,Defensive rebound by I. Mahinmi,20,22
100,2,11:09.0,,S. Dekker makes 2-pt layup from 1 ft (assist by C. Randle),20,24
101,2,10:53.0,L. Markkanen misses 3-pt jump shot from 26 ft,,20,24
102,2,10:51.0,,Defensive rebound by T. Satoranský,20,24
103,2,10:41.0,,S. Dekker misses 2-pt jump shot from 19 ft,20,24
104,2,10:38.0,Defensive rebound by A. Blakeney,,20,24
105,2,10:28.0,A. Blakeney misses 2-pt jump shot from 13 ft,,20,24
106,2,10:25.0,,Defensive rebound by S. Dekker,20,24
107,2,10:17.0,,I. Mahinmi misses 2-pt layup from 3 ft (block by R. Lopez),20,24
108,2,10:15.0,Defensive rebound by L. Markkanen,,20,24
109,2,10:01.0,Personal foul by I. Mahinmi (drawn by R. Lopez),,20,24
110,2,9:46.0,L. Markkanen misses 3-pt jump shot from 30 ft,,20,24
111,2,9:43.0,,Defensive rebound by T. Satoranský,20,24
112,2,9:34.0,,I. Mahinmi misses 2-pt layup from 4 ft (block by R. Lopez),20,24
113,2,9:31.0,Defensive rebound by S. Harrison,,20,24
114,2,9:29.0,A. Blakeney makes 2-pt layup from 2 ft (assist by S. Harrison),,22,24
115,2,9:27.0,,Technical foul by I. Mahinmi,22,24
116,2,9:27.0,L. Markkanen makes technical free throw,,23,24
117,2,9:12.0,,C. Randle misses 3-pt jump shot from 26 ft,23,24
118,2,9:09.0,Defensive rebound by S. Harrison,,23,24
119,2,9:05.0,Personal foul by C. Randle (drawn by R. Arcidiacono),,23,24
120,2,8:49.0,R. Lopez misses 2-pt layup from 5 ft (block by I. Mahinmi),,23,24
121,2,8:48.0,,Defensive rebound by Team,23,24
122,2,8:47.0,Loose ball foul by R. Lopez (drawn by I. Mahinmi),,23,24
123,2,8:47.0,Z. LaVine enters the game for A. Blakeney,,23,24
124,2,8:31.0,,Personal foul by S. Harrison (drawn by T. Satoranský),23,24
125,2,8:24.0,,I. Mahinmi misses 2-pt layup from 2 ft,23,24
126,2,8:23.0,Defensive rebound by L. Markkanen,,23,24
127,2,8:15.0,R. Arcidiacono misses 2-pt layup from 2 ft,,23,24
128,2,8:12.0,Offensive rebound by S. Harrison,,23,24
129,2,8:09.0,S. Harrison misses 2-pt layup from 3 ft,,23,24
130,2,8:07.0,,Defensive rebound by I. Mahinmi,23,24
131,2,7:58.0,,C. Randle misses 2-pt layup from 1 ft,23,24
132,2,7:57.0,,Offensive rebound by C. Randle,23,24
133,2,7:57.0,,Washington full timeout,23,24
134,2,7:57.0,,B. Beal enters the game for I. Mahinmi,23,24
135,2,7:57.0,,T. Bryant enters the game for C. Randle,23,24
136,2,7:50.0,,B. Beal misses 2-pt jump shot from 16 ft,23,24
137,2,7:47.0,Defensive rebound by L. Markkanen,,23,24
138,2,7:36.0,Z. LaVine makes 2-pt layup from 2 ft (assist by R. Lopez),,25,24
139,2,7:23.0,,T. Satoranský misses 2-pt jump shot from 14 ft,25,24
140,2,7:20.0,Defensive rebound by R. Arcidiacono,,25,24
141,2,7:06.0,R. Lopez makes 2-pt layup from 2 ft (assist by Z. LaVine),,27,24
142,2,6:54.0,,T. Bryant misses 2-pt layup from 4 ft (block by L. Markkanen),27,24
143,2,6:49.0,Defensive rebound by L. Markkanen,,27,24
144,2,6:46.0,R. Arcidiacono misses 3-pt jump shot from 24 ft,,27,24
145,2,6:43.0,,Defensive rebound by R. Baker,27,24
146,2,6:36.0,,B. Beal misses 3-pt jump shot from 26 ft,27,24
147,2,6:32.0,Defensive rebound by L. Markkanen,,27,24
148,2,6:23.0,Turnover by L. Markkanen (offensive foul),,27,24
149,2,6:23.0,Offensive foul by L. Markkanen (drawn by S. Dekker),,27,24
150,2,6:23.0,,T. Ariza enters the game for R. Baker,27,24
151,2,6:23.0,,J. Green enters the game for S. Dekker,27,24
152,2,6:02.0,,T. Satoranský misses 3-pt jump shot from 26 ft,27,24
153,2,6:02.0,Defensive rebound by L. Markkanen,,27,24
154,2,5:50.0,Chicago full timeout,,27,24
155,2,5:45.0,S. Harrison makes 2-pt jump shot from 8 ft (assist by R. Lopez),,29,24
156,2,5:30.0,,B. Beal makes 2-pt jump shot from 4 ft (assist by J. Green),29,26
157,2,5:30.0,,Shooting foul by L. Markkanen (drawn by B. Beal),29,26
158,2,5:30.0,W. Carter enters the game for R. Arcidiacono,,29,26
159,2,5:30.0,K. Dunn enters the game for S. Harrison,,29,26
160,2,5:30.0,J. Holiday enters the game for R. Lopez,,29,26
161,2,5:30.0,,B. Beal misses free throw 1 of 1,29,26
162,2,5:25.0,Defensive rebound by L. Markkanen,,29,26
163,2,5:09.0,L. Markkanen makes 2-pt jump shot from 20 ft,,31,26
164,2,4:52.0,,B. Beal makes 2-pt jump shot from 8 ft,31,28
165,2,4:52.0,,Shooting foul by W. Carter (drawn by B. Beal),31,28
166,2,4:52.0,,B. Beal makes free throw 1 of 1,31,29
167,2,4:37.0,L. Markkanen makes 2-pt dunk from 2 ft (assist by J. Holiday),,33,29
168,2,4:26.0,,B. Beal misses 2-pt layup from 3 ft,33,29
169,2,4:24.0,Defensive rebound by W. Carter,,33,29
170,2,4:23.0,Shooting foul by J. Green (drawn by Z. LaVine),,33,29
171,2,4:23.0,Z. LaVine makes free throw 1 of 2,,34,29
172,2,4:23.0,Technical foul by S. Brooks,,34,29
173,2,4:23.0,Z. LaVine makes technical free throw,,35,29
174,2,4:23.0,Z. LaVine makes free throw 2 of 2,,36,29
175,2,4:10.0,,Shooting foul by L. Markkanen (drawn by J. Green),36,29
176,2,4:10.0,,J. Green makes free throw 1 of 2,36,30
177,2,4:10.0,S. Harrison enters the game for L. Markkanen,,36,30
178,2,4:10.0,,J. Green makes free throw 2 of 2,36,31
179,2,3:56.0,Z. LaVine misses 2-pt layup from 4 ft,,36,31
180,2,3:54.0,,Defensive rebound by J. Green,36,31
181,2,3:38.0,,B. Beal misses 3-pt jump shot from 27 ft,36,31
182,2,3:36.0,,Offensive rebound by J. Green,36,31
183,2,3:36.0,,Shooting foul by Z. LaVine (drawn by J. Green),36,31
184,2,3:36.0,,J. Green makes free throw 1 of 2,36,32
185,2,3:36.0,R. Arcidiacono enters the game for Z. LaVine,,36,32
186,2,3:36.0,,J. Green makes free throw 2 of 2,36,33
187,2,3:28.0,Turnover by W. Carter (out of bounds lost ball),,36,33
188,2,3:08.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Green),36,36
189,2,2:48.0,W. Carter misses 2-pt jump shot from 16 ft,,36,36
190,2,2:46.0,,Defensive rebound by T. Ariza,36,36
191,2,2:42.0,,T. Ariza misses 3-pt jump shot from 28 ft,36,36
192,2,2:38.0,Defensive rebound by W. Carter,,36,36
193,2,2:33.0,K. Dunn misses 3-pt jump shot from 25 ft,,36,36
194,2,2:29.0,,Defensive rebound by T. Bryant,36,36
195,2,2:14.0,,B. Beal misses 2-pt layup from 3 ft,36,36
196,2,2:14.0,,Offensive rebound by Team,36,36
197,2,2:10.0,,T. Bryant misses 2-pt layup from 7 ft,36,36
198,2,2:08.0,Defensive rebound by W. Carter,,36,36
199,2,1:57.0,S. Harrison misses 3-pt jump shot from 26 ft,,36,36
200,2,1:55.0,,Defensive rebound by Team,36,36
201,2,1:32.0,,J. Green misses 2-pt jump shot from 15 ft,36,36
202,2,1:29.0,Defensive rebound by W. Carter,,36,36
203,2,1:06.0,K. Dunn makes 2-pt layup from 2 ft (assist by J. Holiday),,38,36
204,2,0:56.0,,T. Satoranský makes 3-pt jump shot from 25 ft (assist by B. Beal),38,39
205,2,0:39.0,S. Harrison misses 2-pt layup from 6 ft,,38,39
206,2,0:36.0,Offensive rebound by S. Harrison,,38,39
207,2,0:36.0,S. Harrison misses 2-pt layup from 4 ft (block by T. Bryant),,38,39
208,2,0:36.0,Offensive rebound by Team,,38,39
209,2,0:28.0,R. Arcidiacono misses 3-pt jump shot from 24 ft,,38,39
210,2,0:26.0,,Defensive rebound by T. Satoranský,38,39
211,2,0:23.0,,Turnover by T. Satoranský (lost ball; steal by R. Arcidiacono),38,39
212,2,0:01.0,Personal foul by B. Beal (drawn by K. Dunn),,38,39
213,2,0:01.0,K. Dunn makes free throw 1 of 2,,39,39
214,2,0:01.0,K. Dunn makes free throw 2 of 2,,40,39
215,2,0:00.0,,Shooting foul by S. Harrison (drawn by B. Beal),40,39
216,2,0:00.0,,B. Beal makes free throw 1 of 3,40,40
217,2,0:00.0,,B. Beal makes free throw 2 of 3,40,41
218,2,0:00.0,,B. Beal makes free throw 3 of 3,40,42
219,3,11:49.0,Z. LaVine misses 2-pt layup from 6 ft (block by T. Bryant),,40,42
220,3,11:47.0,,Defensive rebound by Team,40,42
221,3,11:43.0,,J. Green makes 2-pt layup from 2 ft (assist by B. Beal),40,44
222,3,11:19.0,L. Markkanen misses 2-pt jump shot from 15 ft,,40,44
223,3,11:14.0,,Defensive rebound by B. Beal,40,44
224,3,10:55.0,,T. Bryant makes 2-pt hook shot from 4 ft (assist by B. Beal),40,46
225,3,10:42.0,W. Carter makes 2-pt dunk from 2 ft (assist by K. Dunn),,42,46
226,3,10:14.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by T. Satoranský),42,49
227,3,9:58.0,L. Markkanen makes 2-pt jump shot from 9 ft (assist by K. Dunn),,44,49
228,3,9:44.0,,T. Ariza misses 2-pt jump shot from 5 ft,44,49
229,3,9:41.0,Defensive rebound by L. Markkanen,,44,49
230,3,9:38.0,W. Carter makes 2-pt dunk from 1 ft (assist by K. Dunn),,46,49
231,3,9:20.0,,T. Satoranský misses 2-pt jump shot from 3 ft,46,49
232,3,9:18.0,Defensive rebound by K. Dunn,,46,49
233,3,9:11.0,K. Dunn makes 3-pt jump shot from 26 ft,,49,49
234,3,8:43.0,,T. Ariza misses 3-pt jump shot from 25 ft,49,49
235,3,8:40.0,Defensive rebound by W. Carter,,49,49
236,3,8:29.0,W. Carter makes 2-pt jump shot from 20 ft (assist by Z. LaVine),,51,49
237,3,8:12.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by T. Bryant),51,51
238,3,7:59.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by K. Dunn),,54,51
239,3,7:42.0,,Personal foul by W. Carter (drawn by T. Bryant),54,51
240,3,7:36.0,,B. Beal misses 2-pt layup from 3 ft (block by W. Carter),54,51
241,3,7:33.0,Defensive rebound by L. Markkanen,,54,51
242,3,7:32.0,Personal take foul by T. Satoranský (drawn by K. Dunn),,54,51
243,3,7:27.0,Turnover by Z. LaVine (bad pass; steal by T. Bryant),,54,51
244,3,7:21.0,,T. Satoranský misses 2-pt dunk from 3 ft,54,51
245,3,7:19.0,Defensive rebound by W. Carter,,54,51
246,3,6:59.0,Z. LaVine makes 3-pt jump shot from 25 ft,,57,51
247,3,6:40.0,,J. Green makes 2-pt dunk from 1 ft (assist by T. Satoranský),57,53
248,3,6:27.0,Turnover by K. Dunn (bad pass; steal by T. Satoranský),,57,53
249,3,6:22.0,,T. Ariza misses 3-pt jump shot from 23 ft,57,53
250,3,6:20.0,,Offensive rebound by B. Beal,57,53
251,3,6:19.0,,B. Beal makes 2-pt jump shot from 15 ft,57,55
252,3,6:09.0,Chicago full timeout,,57,55
253,3,5:56.0,Z. LaVine makes 2-pt layup from 2 ft,,59,55
254,3,5:41.0,Loose ball foul by Z. LaVine (drawn by T. Satoranský),,59,55
255,3,5:39.0,,Shooting foul by L. Markkanen (drawn by T. Bryant),59,55
256,3,5:39.0,,T. Bryant makes free throw 1 of 2,59,56
257,3,5:39.0,,T. Bryant makes free throw 2 of 2,59,57
258,3,5:30.0,Z. LaVine misses 2-pt jump shot from 22 ft,,59,57
259,3,5:27.0,Offensive rebound by L. Markkanen,,59,57
260,3,5:14.0,Z. LaVine makes 3-pt jump shot from 28 ft,,62,57
261,3,4:59.0,,B. Beal makes 3-pt jump shot from 28 ft,62,60
262,3,4:45.0,L. Markkanen makes 3-pt jump shot from 27 ft (assist by K. Dunn),,65,60
263,3,4:31.0,,B. Beal makes 2-pt dunk from 2 ft,65,62
264,3,4:23.0,Chicago full timeout,,65,62
265,3,4:23.0,R. Arcidiacono enters the game for Z. LaVine,,65,62
266,3,4:23.0,,I. Mahinmi enters the game for T. Bryant,65,62
267,3,4:23.0,,C. Randle enters the game for T. Satoranský,65,62
268,3,4:11.0,Turnover by L. Markkanen (bad pass; steal by T. Ariza),,65,62
269,3,3:52.0,,C. Randle makes 3-pt jump shot from 27 ft (assist by I. Mahinmi),65,65
270,3,3:31.0,K. Dunn misses 2-pt jump shot from 8 ft,,65,65
271,3,3:29.0,,Defensive rebound by B. Beal,65,65
272,3,3:22.0,,B. Beal misses 2-pt jump shot from 6 ft,65,65
273,3,3:22.0,Defensive rebound by Team,,65,65
274,3,3:22.0,C. Hutchison enters the game for L. Markkanen,,65,65
275,3,2:59.0,C. Hutchison makes 2-pt layup from 3 ft,,67,65
276,3,2:48.0,,Shooting foul by W. Carter (drawn by T. Ariza),67,65
277,3,2:48.0,,T. Ariza makes free throw 1 of 2,67,66
278,3,2:48.0,,S. Dekker enters the game for J. Green,67,66
279,3,2:48.0,,T. Ariza makes free throw 2 of 2,67,67
280,3,2:35.0,K. Dunn makes 2-pt layup from 1 ft,,69,67
281,3,2:25.0,,Turnover by T. Ariza (bad pass; steal by R. Arcidiacono),69,67
282,3,2:20.0,J. Holiday misses 3-pt jump shot from 24 ft,,69,67
283,3,2:16.0,,Defensive rebound by T. Ariza,69,67
284,3,2:12.0,,B. Beal makes 3-pt jump shot from 27 ft,69,70
285,3,1:52.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by W. Carter),,72,70
286,3,1:40.0,,Turnover by B. Beal (bad pass; steal by K. Dunn),72,70
287,3,1:40.0,R. Lopez enters the game for W. Carter,,72,70
288,3,1:40.0,,R. Baker enters the game for B. Beal,72,70
289,3,1:37.0,Personal foul by C. Randle (drawn by K. Dunn),,72,70
290,3,1:37.0,S. Harrison enters the game for K. Dunn,,72,70
291,3,1:23.0,Turnover by C. Hutchison (lost ball; steal by S. Dekker),,72,70
292,3,1:11.0,,C. Randle misses 2-pt jump shot from 2 ft,72,70
293,3,1:11.0,Defensive rebound by R. Lopez,,72,70
294,3,0:57.0,R. Lopez makes 2-pt hook shot from 7 ft,,74,70
295,3,0:36.0,,S. Dekker makes 2-pt layup from 2 ft,74,72
296,3,0:14.0,R. Lopez misses 3-pt jump shot from 26 ft,,74,72
297,3,0:11.0,,Defensive rebound by S. Dekker,74,72
298,3,0:03.0,,Turnover by T. Ariza (bad pass; steal by J. Holiday),74,72
299,4,11:47.0,,Turnover by C. Randle (offensive foul),74,72
300,4,11:47.0,,Offensive foul by C. Randle (drawn by R. Arcidiacono),74,72
301,4,11:35.0,Offensive foul by R. Lopez (drawn by C. Randle),,74,72
302,4,11:35.0,Turnover by R. Lopez (offensive foul),,74,72
303,4,11:19.0,,Turnover by R. Baker (lost ball; steal by R. Arcidiacono),74,72
304,4,11:14.0,C. Hutchison makes 2-pt layup from 2 ft,,76,72
305,4,10:48.0,,T. Satoranský misses 2-pt layup from 4 ft,76,72
306,4,10:48.0,Defensive rebound by R. Lopez,,76,72
307,4,10:33.0,Shooting foul by C. Randle (drawn by Z. LaVine),,76,72
308,4,10:33.0,Z. LaVine misses free throw 1 of 2,,76,72
309,4,10:33.0,Offensive rebound by Team,,76,72
310,4,10:33.0,,B. Beal enters the game for C. Randle,76,72
311,4,10:33.0,Z. LaVine makes free throw 2 of 2,,77,72
312,4,10:21.0,,R. Baker misses 3-pt jump shot from 26 ft,77,72
313,4,10:18.0,,Offensive rebound by S. Dekker,77,72
314,4,10:11.0,,B. Beal makes 2-pt jump shot from 19 ft,77,74
315,4,9:56.0,Z. LaVine makes 2-pt layup from 1 ft,,79,74
316,4,9:41.0,,R. Baker misses 3-pt jump shot from 24 ft,79,74
317,4,9:37.0,Defensive rebound by S. Harrison,,79,74
318,4,9:22.0,Z. LaVine misses 2-pt jump shot from 18 ft,,79,74
319,4,9:17.0,,Defensive rebound by S. Dekker,79,74
320,4,9:17.0,J. Holiday enters the game for Z. LaVine,,79,74
321,4,9:17.0,,T. Ariza enters the game for R. Baker,79,74
322,4,8:59.0,,T. Satoranský makes 2-pt jump shot from 20 ft (assist by T. Ariza),79,76
323,4,8:47.0,Personal foul by B. Beal (drawn by J. Holiday),,79,76
324,4,8:33.0,R. Lopez makes 2-pt hook shot from 10 ft,,81,76
325,4,8:16.0,,S. Dekker misses 2-pt jump shot from 11 ft,81,76
326,4,8:16.0,,Offensive rebound by Team,81,76
327,4,8:16.0,,Washington full timeout,81,76
328,4,8:16.0,,J. Green enters the game for S. Dekker,81,76
329,4,8:14.0,,B. Beal misses 3-pt jump shot from 26 ft,81,76
330,4,8:10.0,Defensive rebound by R. Lopez,,81,76
331,4,7:59.0,J. Holiday misses 3-pt jump shot from 27 ft,,81,76
332,4,7:56.0,,Defensive rebound by T. Satoranský,81,76
333,4,7:55.0,,Turnover by T. Satoranský (bad pass; steal by J. Holiday),81,76
334,4,7:33.0,S. Harrison makes 3-pt jump shot from 26 ft (assist by C. Hutchison),,84,76
335,4,7:15.0,,B. Beal misses 2-pt jump shot from 5 ft,84,76
336,4,7:12.0,,Offensive rebound by B. Beal,84,76
337,4,7:12.0,,B. Beal misses 2-pt layup from 3 ft,84,76
338,4,7:12.0,Defensive rebound by R. Arcidiacono,,84,76
339,4,6:57.0,Shooting foul by I. Mahinmi (drawn by C. Hutchison),,84,76
340,4,6:57.0,C. Hutchison makes free throw 1 of 2,,85,76
341,4,6:57.0,,T. Bryant enters the game for I. Mahinmi,85,76
342,4,6:57.0,C. Hutchison misses free throw 2 of 2,,85,76
343,4,6:54.0,Offensive rebound by C. Hutchison,,85,76
344,4,6:45.0,R. Arcidiacono misses 3-pt jump shot from 30 ft,,85,76
345,4,6:42.0,,Defensive rebound by J. Green,85,76
346,4,6:29.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by J. Green),85,78
347,4,6:08.0,R. Lopez makes 2-pt hook shot from 7 ft,,87,78
348,4,5:56.0,,B. Beal makes 2-pt dunk from 1 ft (assist by T. Bryant),87,80
349,4,5:38.0,R. Lopez makes 2-pt hook shot from 10 ft,,89,80
350,4,5:10.0,,T. Satoranský makes 2-pt layup from 2 ft,89,82
351,4,4:49.0,Shooting foul by J. Green (drawn by S. Harrison),,89,82
352,4,4:49.0,S. Harrison misses free throw 1 of 2,,89,82
353,4,4:49.0,Offensive rebound by Team,,89,82
354,4,4:49.0,W. Carter enters the game for C. Hutchison,,89,82
355,4,4:49.0,L. Markkanen enters the game for R. Lopez,,89,82
356,4,4:49.0,S. Harrison makes free throw 2 of 2,,90,82
357,4,4:36.0,,Turnover by B. Beal (bad pass; steal by W. Carter),90,82
358,4,4:31.0,S. Harrison misses 2-pt layup from 3 ft (block by T. Satoranský),,90,82
359,4,4:26.0,,Defensive rebound by J. Green,90,82
360,4,4:26.0,,B. Beal misses 3-pt jump shot from 29 ft,90,82
361,4,4:26.0,,Offensive rebound by B. Beal,90,82
362,4,4:23.0,,B. Beal makes 3-pt jump shot from 26 ft,90,85
363,4,4:12.0,Chicago full timeout,,90,85
364,4,4:12.0,K. Dunn enters the game for R. Arcidiacono,,90,85
365,4,4:12.0,Z. LaVine enters the game for S. Harrison,,90,85
366,4,4:05.0,Personal foul by B. Beal (drawn by J. Holiday),,90,85
367,4,4:05.0,J. Holiday makes free throw 1 of 2,,91,85
368,4,4:05.0,J. Holiday makes free throw 2 of 2,,92,85
369,4,3:48.0,,Shooting foul by K. Dunn (drawn by T. Bryant),92,85
370,4,3:48.0,,T. Bryant makes free throw 1 of 2,92,86
371,4,3:48.0,,T. Bryant misses free throw 2 of 2,92,86
372,4,3:46.0,Defensive rebound by W. Carter,,92,86
373,4,3:33.0,L. Markkanen misses 2-pt layup from 8 ft,,92,86
374,4,3:29.0,,Defensive rebound by T. Bryant,92,86
375,4,3:23.0,,B. Beal misses 2-pt jump shot from 11 ft,92,86
376,4,3:22.0,,Offensive rebound by Team,92,86
377,4,3:18.0,,T. Bryant misses 2-pt jump shot from 15 ft,92,86
378,4,3:15.0,Defensive rebound by K. Dunn,,92,86
379,4,3:00.0,Personal foul by T. Ariza (drawn by L. Markkanen),,92,86
380,4,3:00.0,L. Markkanen makes free throw 1 of 2,,93,86
381,4,3:00.0,L. Markkanen makes free throw 2 of 2,,94,86
