,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MINNESOTA_ACTION,MILWAUKEE_SCORE,MINNESOTA_SCORE
372,4,9:14.0,T. Snell misses 3-pt jump shot from 27 ft,,105,74
373,4,9:11.0,,Defensive rebound by A. Tolliver,105,74
374,4,9:01.0,,D. Rose misses 3-pt jump shot from 22 ft,105,74
375,4,8:59.0,,Offensive rebound by L. Deng,105,74
376,4,8:59.0,,L. Deng makes 2-pt layup at rim,105,76
377,4,8:43.0,P. Connaughton misses 3-pt jump shot from 25 ft,,105,76
378,4,8:40.0,,Defensive rebound by L. Deng,105,76
379,4,8:34.0,,T. Jones misses 3-pt jump shot from 27 ft,105,76
380,4,8:33.0,Defensive rebound by Team,,105,76
381,4,8:33.0,,Loose ball foul by G. Dieng (drawn by T. Maker),105,76
382,4,8:16.0,Turnover by S. Brown (lost ball; steal by D. Rose),,105,76
383,4,8:12.0,,L. Deng makes 2-pt layup from 2 ft,105,78
384,4,7:55.0,Turnover by M. Dellavedova (bad pass),,105,78
385,4,7:43.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by D. Rose),105,81
386,4,7:30.0,T. Snell misses 2-pt jump shot from 10 ft,,105,81
387,4,7:27.0,,Defensive rebound by G. Dieng,105,81
388,4,7:24.0,,L. Deng misses 3-pt jump shot from 25 ft,105,81
389,4,7:22.0,,Offensive rebound by A. Tolliver,105,81
390,4,7:22.0,,A. Tolliver misses 2-pt layup at rim,105,81
391,4,7:20.0,Defensive rebound by T. Maker,,105,81
392,4,7:11.0,Shooting foul by T. Jones (drawn by T. Maker),,105,81
393,4,7:11.0,T. Maker misses free throw 1 of 2,,105,81
394,4,7:11.0,Offensive rebound by Team,,105,81
395,4,7:11.0,T. Maker makes free throw 2 of 2,,106,81
396,4,7:00.0,,D. Rose makes 2-pt layup at rim (assist by G. Dieng),106,83
397,4,7:00.0,,Shooting foul by T. Maker (drawn by D. Rose),106,83
398,4,7:00.0,,D. Rose makes free throw 1 of 1,106,84
399,4,6:52.0,P. Connaughton makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,108,84
400,4,6:46.0,,Personal foul by S. Brown (drawn by A. Tolliver),108,84
401,4,6:46.0,,Minnesota full timeout,108,84
402,4,6:46.0,D. DiVincenzo enters the game for T. Snell,,108,84
403,4,6:36.0,,Shooting foul by T. Maker (drawn by G. Dieng),108,84
404,4,6:36.0,,G. Dieng makes free throw 1 of 2,108,85
405,4,6:36.0,,G. Dieng makes free throw 2 of 2,108,86
406,4,6:24.0,M. Dellavedova makes 3-pt jump shot from 27 ft (assist by D. DiVincenzo),,111,86
407,4,6:11.0,,G. Dieng misses 2-pt layup from 2 ft,111,86
408,4,6:10.0,Defensive rebound by S. Brown,,111,86
409,4,6:06.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by S. Brown),,114,86
410,4,5:47.0,,D. Rose misses 2-pt jump shot from 12 ft,114,86
411,4,5:45.0,,Offensive rebound by G. Dieng,114,86
412,4,5:43.0,,G. Dieng misses 2-pt jump shot from 3 ft (block by T. Maker),114,86
413,4,5:43.0,,Offensive rebound by Team,114,86
414,4,5:43.0,,K. Bates-Diop enters the game for G. Dieng,114,86
415,4,5:32.0,,T. Jones misses 2-pt layup from 1 ft,114,86
416,4,5:30.0,Defensive rebound by T. Maker,,114,86
417,4,5:10.0,P. Connaughton makes 2-pt dunk from 2 ft (assist by D. DiVincenzo),,116,86
418,4,4:57.0,,L. Deng misses 3-pt jump shot from 24 ft,116,86
419,4,4:54.0,Defensive rebound by P. Connaughton,,116,86
420,4,4:43.0,T. Maker misses 3-pt jump shot from 24 ft,,116,86
421,4,4:41.0,,Defensive rebound by A. Tolliver,116,86
422,4,4:35.0,,D. Rose misses 2-pt layup from 1 ft,116,86
423,4,4:34.0,,Offensive rebound by L. Deng,116,86
424,4,4:32.0,,L. Deng misses 2-pt layup at rim,116,86
425,4,4:31.0,,Offensive rebound by L. Deng,116,86
426,4,4:29.0,,A. Tolliver misses 3-pt jump shot from 25 ft,116,86
427,4,4:27.0,Defensive rebound by P. Connaughton,,116,86
428,4,4:17.0,P. Connaughton misses 3-pt jump shot from 26 ft,,116,86
429,4,4:15.0,,Defensive rebound by D. Rose,116,86
430,4,4:10.0,,K. Bates-Diop misses 2-pt jump shot from 12 ft,116,86
431,4,4:06.0,Defensive rebound by T. Maker,,116,86
432,4,3:56.0,D. DiVincenzo misses 3-pt jump shot from 25 ft,,116,86
433,4,3:52.0,Offensive rebound by S. Brown,,116,86
434,4,3:52.0,S. Brown misses 2-pt layup from 5 ft (block by L. Deng),,116,86
435,4,3:52.0,,Defensive rebound by Team,116,86
436,4,3:52.0,J. Henson enters the game for D. DiVincenzo,,116,86
437,4,3:52.0,,J. Nunnally enters the game for D. Rose,116,86
438,4,3:52.0,,C. Williams enters the game for A. Tolliver,116,86
439,4,3:41.0,,J. Nunnally misses 3-pt jump shot from 26 ft,116,86
440,4,3:38.0,Defensive rebound by J. Henson,,116,86
441,4,3:29.0,P. Connaughton misses 3-pt jump shot from 23 ft,,116,86
442,4,3:26.0,,Defensive rebound by K. Bates-Diop,116,86
443,4,3:18.0,,J. Nunnally makes 3-pt jump shot from 23 ft (assist by T. Jones),116,89
444,4,3:00.0,M. Dellavedova misses 2-pt jump shot from 4 ft,,116,89
445,4,2:58.0,,Defensive rebound by L. Deng,116,89
446,4,2:45.0,,T. Jones misses 2-pt jump shot from 13 ft,116,89
447,4,2:42.0,Defensive rebound by P. Connaughton,,116,89
448,4,2:28.0,J. Henson makes 3-pt jump shot from 27 ft (assist by M. Dellavedova),,119,89
449,4,2:10.0,,J. Nunnally makes 3-pt jump shot from 26 ft (assist by T. Jones),119,92
450,4,2:10.0,,Shooting foul by T. Maker (drawn by J. Nunnally),119,92
451,4,2:10.0,Milwaukee full timeout,,119,92
452,4,2:10.0,T. Snell enters the game for J. Henson,,119,92
453,4,2:10.0,,J. Nunnally makes free throw 1 of 1,119,93
454,4,1:57.0,P. Connaughton misses 2-pt layup from 6 ft,,119,93
455,4,1:55.0,Offensive rebound by T. Maker,,119,93
456,4,1:55.0,T. Maker makes 2-pt layup from 1 ft,,121,93
457,4,1:47.0,,J. Nunnally misses 3-pt jump shot from 25 ft,121,93
458,4,1:45.0,Defensive rebound by S. Brown,,121,93
459,4,1:36.0,,Violation by Team (kicked ball),121,93
460,4,1:29.0,T. Maker makes 2-pt layup from 2 ft (assist by M. Dellavedova),,123,93
461,4,1:18.0,,L. Deng misses 3-pt jump shot from 26 ft,123,93
462,4,1:15.0,Defensive rebound by S. Brown,,123,93
463,4,1:09.0,S. Brown makes 2-pt layup from 5 ft,,125,93
464,4,1:00.0,,C. Williams misses 3-pt jump shot from 25 ft,125,93
465,4,0:56.0,Defensive rebound by T. Snell,,125,93
466,4,0:49.0,Personal foul by C. Williams (drawn by M. Dellavedova),,125,93
467,4,0:47.0,Turnover by P. Connaughton (bad pass; steal by T. Jones),,125,93
468,4,0:45.0,,Shooting foul by P. Connaughton (drawn by J. Nunnally),125,93
469,4,0:45.0,,J. Nunnally makes free throw 1 of 2,125,94
470,4,0:45.0,,J. Nunnally makes free throw 2 of 2,125,95
471,4,0:36.0,M. Dellavedova misses 3-pt jump shot from 27 ft,,125,95
472,4,0:35.0,,Defensive rebound by Team,125,95
473,4,0:25.0,,L. Deng misses 2-pt layup from 3 ft (block by T. Snell),125,95
474,4,0:24.0,Defensive rebound by P. Connaughton,,125,95
475,4,0:00.0,Turnover by Team (shot clock),,125,95
