,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHILADELPHIA_ACTION,MINNESOTA_SCORE,PHILADELPHIA_SCORE
84,1,2:15.0,,J. Embiid makes free throw 1 of 2,23,31
85,1,2:15.0,K. Towns enters the game for G. Dieng,,23,31
86,1,2:15.0,,J. Embiid makes free throw 2 of 2,23,32
87,1,2:12.0,Turnover by A. Wiggins (bad pass; steal by T. McConnell),,23,32
88,1,2:09.0,,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),23,34
89,1,2:09.0,,Shooting foul by A. Wiggins (drawn by J. Embiid),23,34
90,1,2:09.0,,J. Embiid makes free throw 1 of 1,23,35
91,1,1:59.0,Shooting foul by T. McConnell (drawn by D. Rose),,23,35
92,1,1:59.0,D. Rose makes free throw 1 of 2,,24,35
93,1,1:59.0,A. Tolliver enters the game for A. Wiggins,,24,35
94,1,1:59.0,D. Rose makes free throw 2 of 2,,25,35
95,1,1:37.0,,J. Embiid misses 2-pt jump shot from 7 ft,25,35
96,1,1:35.0,,Offensive rebound by W. Chandler,25,35
97,1,1:25.0,,W. Chandler misses 3-pt jump shot from 26 ft,25,35
98,1,1:20.0,Defensive rebound by D. Šarić,,25,35
99,1,1:15.0,T. Jones misses 2-pt layup from 5 ft (block by M. Muscala),,25,35
100,1,1:12.0,,Defensive rebound by J. Embiid,25,35
101,1,1:04.0,,J. Embiid makes 2-pt dunk at rim (assist by J. Redick),25,37
102,1,0:45.0,D. Šarić makes 2-pt hook shot from 10 ft,,27,37
103,1,0:35.0,,W. Chandler makes 3-pt jump shot from 27 ft (assist by J. Redick),27,40
104,1,0:26.0,D. Rose misses 3-pt jump shot from 25 ft,,27,40
105,1,0:22.0,,Defensive rebound by J. Embiid,27,40
106,1,0:02.0,,J. Redick misses 3-pt jump shot from 26 ft,27,40
107,1,0:00.0,Defensive rebound by T. Jones,,27,40
108,1,0:00.0,T. Jones misses 3-pt jump shot from 47 ft,,27,40
109,1,0:00.0,Offensive rebound by Team,,27,40
110,2,11:49.0,,T. McConnell makes 2-pt jump shot from 20 ft,27,42
111,2,11:30.0,D. Rose misses 2-pt jump shot from 20 ft,,27,42
112,2,11:27.0,,Defensive rebound by J. Embiid,27,42
113,2,11:20.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by T. McConnell),27,45
114,2,11:08.0,K. Towns misses 2-pt jump shot from 5 ft,,27,45
115,2,11:05.0,,Defensive rebound by T. McConnell,27,45
116,2,10:59.0,,M. Muscala makes 2-pt layup from 3 ft (assist by J. Butler),27,47
117,2,10:40.0,D. Šarić makes 2-pt hook shot from 7 ft,,29,47
118,2,10:19.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by J. Embiid),29,50
119,2,10:04.0,T. Jones misses 2-pt jump shot from 10 ft,,29,50
120,2,9:58.0,Offensive rebound by D. Šarić,,29,50
121,2,9:55.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by D. Šarić),,32,50
122,2,9:33.0,,L. Shamet makes 2-pt jump shot from 20 ft,32,52
123,2,9:23.0,K. Towns makes 2-pt layup from 3 ft (assist by T. Jones),,34,52
124,2,9:23.0,Shooting foul by J. Embiid (drawn by K. Towns),,34,52
125,2,9:23.0,J. Okogie enters the game for D. Rose,,34,52
126,2,9:23.0,K. Towns makes free throw 1 of 1,,35,52
127,2,9:09.0,,J. Butler makes 2-pt jump shot from 15 ft,35,54
128,2,8:57.0,Turnover by J. Okogie (traveling),,35,54
129,2,8:57.0,G. Dieng enters the game for K. Towns,,35,54
130,2,8:41.0,Loose ball foul by D. Šarić (drawn by M. Muscala),,35,54
131,2,8:30.0,,J. Embiid misses 2-pt jump shot from 20 ft,35,54
132,2,8:28.0,Defensive rebound by G. Dieng,,35,54
133,2,8:23.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by T. Jones),,38,54
134,2,8:11.0,,L. Shamet makes 3-pt jump shot from 25 ft (assist by J. Embiid),38,57
135,2,8:00.0,T. Jones misses 2-pt jump shot from 16 ft,,38,57
136,2,7:56.0,Offensive rebound by T. Jones,,38,57
137,2,7:56.0,T. Jones misses 2-pt layup at rim,,38,57
138,2,7:55.0,,Defensive rebound by J. Embiid,38,57
139,2,7:52.0,,Turnover by T. McConnell (bad pass; steal by A. Tolliver),38,57
140,2,7:49.0,T. Jones makes 2-pt layup from 3 ft (assist by J. Okogie),,40,57
141,2,7:49.0,Shooting foul by M. Muscala (drawn by T. Jones),,40,57
142,2,7:49.0,A. Wiggins enters the game for A. Tolliver,,40,57
143,2,7:49.0,,J. Bolden enters the game for J. Embiid,40,57
144,2,7:49.0,,W. Chandler enters the game for T. McConnell,40,57
145,2,7:49.0,,J. Redick enters the game for M. Muscala,40,57
146,2,7:49.0,,B. Simmons enters the game for L. Shamet,40,57
147,2,7:49.0,T. Jones makes free throw 1 of 1,,41,57
148,2,7:34.0,,J. Bolden misses 3-pt jump shot from 25 ft,41,57
149,2,7:29.0,Defensive rebound by J. Okogie,,41,57
150,2,7:26.0,Personal take foul by B. Simmons (drawn by T. Jones),,41,57
151,2,7:26.0,J. Teague enters the game for T. Jones,,41,57
152,2,7:18.0,J. Okogie makes 3-pt jump shot from 23 ft (assist by D. Šarić),,44,57
153,2,7:17.0,,Philadelphia full timeout,44,57
154,2,7:05.0,,J. Butler makes 2-pt layup from 2 ft,44,59
155,2,6:41.0,D. Šarić misses 3-pt jump shot from 27 ft,,44,59
156,2,6:40.0,,Defensive rebound by J. Bolden,44,59
157,2,6:33.0,,W. Chandler misses 3-pt jump shot from 23 ft,44,59
158,2,6:30.0,Defensive rebound by A. Wiggins,,44,59
159,2,6:11.0,Shooting foul by J. Bolden (drawn by J. Teague),,44,59
160,2,6:11.0,J. Teague makes free throw 1 of 2,,45,59
161,2,6:11.0,T. Gibson enters the game for G. Dieng,,45,59
162,2,6:11.0,K. Towns enters the game for D. Šarić,,45,59
163,2,6:11.0,J. Teague misses free throw 2 of 2,,45,59
164,2,6:09.0,,Defensive rebound by B. Simmons,45,59
165,2,6:00.0,,Personal foul by J. Okogie (drawn by J. Butler),45,59
166,2,5:52.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),45,62
167,2,5:34.0,J. Okogie misses 2-pt jump shot from 15 ft,,45,62
168,2,5:32.0,,Defensive rebound by J. Bolden,45,62
169,2,5:29.0,,Turnover by B. Simmons (bad pass; steal by A. Wiggins),45,62
170,2,5:28.0,Personal take foul by J. Redick (drawn by A. Wiggins),,45,62
171,2,5:28.0,A. Wiggins misses free throw 1 of 2,,45,62
172,2,5:28.0,Offensive rebound by Team,,45,62
173,2,5:28.0,A. Wiggins makes free throw 2 of 2,,46,62
174,2,5:17.0,,Turnover by J. Bolden (bad pass; steal by T. Gibson),46,62
175,2,5:13.0,Shooting foul by J. Bolden (drawn by J. Okogie),,46,62
176,2,5:13.0,J. Okogie misses free throw 1 of 2,,46,62
177,2,5:13.0,Offensive rebound by Team,,46,62
178,2,5:13.0,,J. Embiid enters the game for J. Bolden,46,62
179,2,5:13.0,J. Okogie makes free throw 2 of 2,,47,62
180,2,5:03.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Butler),47,64
181,2,5:01.0,Minnesota full timeout,,47,64
182,2,4:45.0,K. Towns misses 2-pt hook shot from 10 ft,,47,64
183,2,4:43.0,,Defensive rebound by J. Embiid,47,64
184,2,4:22.0,,J. Embiid makes 2-pt layup from 1 ft (assist by W. Chandler),47,66
185,2,4:13.0,A. Wiggins misses 2-pt jump shot from 22 ft,,47,66
186,2,4:10.0,,Defensive rebound by J. Embiid,47,66
187,2,3:59.0,,Shooting foul by T. Gibson (drawn by B. Simmons),47,66
188,2,3:59.0,,B. Simmons makes free throw 1 of 2,47,67
189,2,3:59.0,D. Rose enters the game for J. Okogie,,47,67
190,2,3:59.0,,B. Simmons makes free throw 2 of 2,47,68
191,2,3:57.0,Turnover by J. Teague (bad pass),,47,68
192,2,3:50.0,,Turnover by J. Embiid (out of bounds lost ball),47,68
193,2,3:41.0,J. Teague makes 2-pt jump shot from 8 ft,,49,68
194,2,3:30.0,,Shooting foul by J. Teague (drawn by J. Redick),49,68
195,2,3:30.0,,J. Redick makes free throw 1 of 2,49,69
196,2,3:30.0,,J. Redick makes free throw 2 of 2,49,70
197,2,3:24.0,Shooting foul by J. Redick (drawn by J. Teague),,49,70
198,2,3:24.0,J. Teague makes free throw 1 of 2,,50,70
199,2,3:24.0,J. Teague makes free throw 2 of 2,,51,70
200,2,3:14.0,,Turnover by J. Embiid (traveling),51,70
201,2,2:58.0,K. Towns misses 2-pt hook shot from 7 ft,,51,70
202,2,2:54.0,,Defensive rebound by B. Simmons,51,70
203,2,2:37.0,,J. Butler misses 2-pt jump shot from 13 ft,51,70
204,2,2:35.0,Defensive rebound by T. Gibson,,51,70
205,2,2:29.0,J. Teague misses 2-pt layup from 2 ft,,51,70
206,2,2:28.0,,Defensive rebound by J. Butler,51,70
207,2,2:23.0,,J. Redick misses 3-pt jump shot from 26 ft,51,70
208,2,2:19.0,Defensive rebound by K. Towns,,51,70
209,2,2:16.0,Turnover by J. Teague (bad pass),,51,70
210,2,2:16.0,,M. Muscala enters the game for J. Butler,51,70
211,2,2:06.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by W. Chandler),51,72
212,2,2:06.0,,Shooting foul by T. Gibson (drawn by J. Embiid),51,72
213,2,2:06.0,,J. Embiid makes free throw 1 of 1,51,73
214,2,1:53.0,D. Rose misses 2-pt jump shot from 10 ft,,51,73
215,2,1:51.0,,Defensive rebound by W. Chandler,51,73
216,2,1:47.0,,B. Simmons makes 2-pt layup from 2 ft,51,75
217,2,1:47.0,Violation by Team (def goaltending),,51,75
218,2,1:47.0,,Shooting foul by A. Wiggins (drawn by B. Simmons),51,75
219,2,1:47.0,,B. Simmons makes free throw 1 of 1,51,76
220,2,1:36.0,J. Teague makes 2-pt layup from 1 ft,,53,76
221,2,1:28.0,,B. Simmons misses 2-pt hook shot from 7 ft,53,76
222,2,1:25.0,,Offensive rebound by B. Simmons,53,76
223,2,1:23.0,,Turnover by B. Simmons (lost ball; steal by J. Teague),53,76
224,2,1:21.0,Shooting foul by M. Muscala (drawn by A. Wiggins),,53,76
225,2,1:21.0,A. Wiggins misses free throw 1 of 2,,53,76
226,2,1:21.0,Offensive rebound by Team,,53,76
227,2,1:21.0,D. Šarić enters the game for T. Gibson,,53,76
228,2,1:21.0,A. Wiggins makes free throw 2 of 2,,54,76
229,2,1:11.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by W. Chandler),54,79
230,2,1:00.0,D. Rose makes 2-pt layup from 3 ft,,56,79
231,2,0:56.0,,W. Chandler makes 2-pt layup from 1 ft (assist by B. Simmons),56,81
232,2,0:48.0,A. Wiggins misses 2-pt jump shot from 16 ft,,56,81
233,2,0:44.0,,Defensive rebound by W. Chandler,56,81
234,2,0:40.0,,Turnover by W. Chandler (bad pass; steal by A. Wiggins),56,81
235,2,0:39.0,Personal take foul by W. Chandler (drawn by A. Wiggins),,56,81
236,2,0:39.0,A. Wiggins makes free throw 1 of 2,,57,81
237,2,0:39.0,A. Wiggins makes free throw 2 of 2,,58,81
238,2,0:34.0,,J. Embiid misses 3-pt jump shot from 26 ft,58,81
239,2,0:31.0,,Offensive rebound by W. Chandler,58,81
240,2,0:24.0,,J. Redick makes 2-pt layup from 1 ft (assist by B. Simmons),58,83
241,2,0:01.0,J. Teague misses 2-pt jump shot from 21 ft,,58,83
242,2,0:01.0,,Defensive rebound by B. Simmons,58,83
243,3,11:45.0,,J. Butler makes 2-pt jump shot from 20 ft,58,85
244,3,11:25.0,A. Wiggins misses 2-pt jump shot from 13 ft (block by B. Simmons),,58,85
245,3,11:22.0,Offensive rebound by A. Wiggins,,58,85
246,3,11:21.0,A. Wiggins misses 2-pt jump shot from 12 ft,,58,85
247,3,11:19.0,,Defensive rebound by B. Simmons,58,85
248,3,11:17.0,,Shooting foul by J. Okogie (drawn by B. Simmons),58,85
249,3,11:17.0,,B. Simmons makes free throw 1 of 2,58,86
250,3,11:17.0,,B. Simmons makes free throw 2 of 2,58,87
251,3,10:59.0,T. Gibson misses 2-pt layup from 2 ft (block by W. Chandler),,58,87
252,3,10:55.0,,Defensive rebound by J. Butler,58,87
253,3,10:45.0,,J. Embiid misses 2-pt jump shot from 19 ft,58,87
254,3,10:43.0,Defensive rebound by Team,,58,87
255,3,10:26.0,Shooting foul by J. Embiid (drawn by T. Gibson),,58,87
256,3,10:26.0,T. Gibson makes free throw 1 of 2,,59,87
257,3,10:26.0,T. Gibson makes free throw 2 of 2,,60,87
258,3,10:14.0,,Turnover by J. Butler (bad pass; steal by K. Towns),60,87
259,3,10:05.0,A. Wiggins makes 2-pt jump shot from 15 ft,,62,87
260,3,10:04.0,,Philadelphia full timeout,62,87
261,3,9:44.0,,J. Butler makes 3-pt jump shot from 26 ft (assist by J. Embiid),62,90
262,3,9:20.0,Shooting foul by W. Chandler (drawn by T. Gibson),,62,90
263,3,9:20.0,T. Gibson makes free throw 1 of 2,,63,90
264,3,9:20.0,T. Gibson makes free throw 2 of 2,,64,90
265,3,9:04.0,,J. Embiid misses 2-pt dunk from 1 ft,64,90
266,3,9:03.0,Defensive rebound by T. Gibson,,64,90
267,3,8:43.0,Turnover by K. Towns (lost ball; steal by J. Butler),,64,90
268,3,8:38.0,,J. Redick misses 3-pt jump shot from 27 ft,64,90
269,3,8:35.0,,Offensive rebound by Team,64,90
270,3,8:35.0,Loose ball foul by J. Teague (drawn by J. Butler),,64,90
271,3,8:25.0,,J. Redick misses 3-pt jump shot from 25 ft,64,90
272,3,8:20.0,Defensive rebound by T. Gibson,,64,90
273,3,8:07.0,A. Wiggins misses 2-pt jump shot from 12 ft,,64,90
274,3,8:06.0,,Defensive rebound by J. Embiid,64,90
275,3,8:06.0,,Personal foul by K. Towns (drawn by J. Embiid),64,90
276,3,7:56.0,,Offensive foul by J. Embiid (drawn by A. Wiggins),64,90
277,3,7:56.0,,Turnover by J. Embiid (offensive foul),64,90
278,3,7:56.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),,67,90
279,3,7:34.0,,Turnover by J. Redick (lost ball; steal by J. Okogie),67,90
280,3,7:28.0,Turnover by T. Gibson (bad pass; steal by J. Butler),,67,90
281,3,7:21.0,,J. Embiid makes 3-pt jump shot from 28 ft (assist by W. Chandler),67,93
282,3,7:08.0,T. Gibson makes 2-pt layup from 1 ft (assist by K. Towns),,69,93
283,3,6:50.0,,B. Simmons misses 2-pt hook shot from 11 ft,69,93
284,3,6:50.0,,Offensive rebound by Team,69,93
285,3,6:50.0,Loose ball foul by T. Gibson (drawn by J. Embiid),,69,93
286,3,6:50.0,D. Rose enters the game for J. Okogie,,69,93
287,3,6:50.0,,J. Bolden enters the game for W. Chandler,69,93
288,3,6:50.0,,T. McConnell enters the game for J. Embiid,69,93
289,3,6:50.0,,L. Shamet enters the game for J. Redick,69,93
290,3,6:44.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by T. McConnell),69,95
291,3,6:31.0,Shooting foul by J. Bolden (drawn by K. Towns),,69,95
292,3,6:31.0,D. Šarić enters the game for T. Gibson,,69,95
293,3,6:31.0,K. Towns makes free throw 1 of 2,,70,95
294,3,6:31.0,K. Towns makes free throw 2 of 2,,71,95
295,3,6:25.0,,Shooting foul by D. Šarić (drawn by B. Simmons),71,95
296,3,6:25.0,,B. Simmons makes free throw 1 of 2,71,96
297,3,6:25.0,,B. Simmons misses free throw 2 of 2,71,96
298,3,6:24.0,,Offensive rebound by Team,71,96
299,3,6:22.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by T. McConnell),71,99
300,3,6:02.0,J. Teague makes 2-pt layup at rim,,73,99
301,3,5:51.0,,J. Butler makes 2-pt jump shot from 14 ft (assist by B. Simmons),73,101
302,3,5:33.0,A. Wiggins misses 2-pt jump shot from 23 ft,,73,101
303,3,5:29.0,,Defensive rebound by J. Bolden,73,101
304,3,5:22.0,,T. McConnell misses 3-pt jump shot from 25 ft,73,101
305,3,5:19.0,,Offensive rebound by B. Simmons,73,101
306,3,5:09.0,,T. McConnell makes 2-pt jump shot from 13 ft,73,103
307,3,5:03.0,Minnesota full timeout,,73,103
308,3,5:03.0,G. Dieng enters the game for J. Teague,,73,103
309,3,5:03.0,T. Jones enters the game for K. Towns,,73,103
310,3,4:46.0,A. Wiggins makes 2-pt layup from 1 ft (assist by G. Dieng),,75,103
311,3,4:32.0,,J. Butler makes 2-pt dunk from 1 ft (assist by B. Simmons),75,105
312,3,4:20.0,D. Šarić misses 3-pt jump shot from 26 ft,,75,105
313,3,4:17.0,Offensive rebound by D. Rose,,75,105
314,3,4:16.0,D. Rose misses 2-pt jump shot from 12 ft,,75,105
315,3,4:14.0,,Defensive rebound by L. Shamet,75,105
316,3,4:10.0,,Offensive foul by J. Bolden (drawn by D. Rose),75,105
317,3,4:10.0,,Turnover by J. Bolden (offensive foul),75,105
318,3,3:57.0,T. Jones misses 2-pt jump shot from 20 ft,,75,105
319,3,3:54.0,Offensive rebound by G. Dieng,,75,105
320,3,3:50.0,Turnover by T. Jones (bad pass; steal by L. Shamet),,75,105
321,3,3:46.0,,L. Shamet misses 2-pt layup from 1 ft (block by A. Wiggins),75,105
322,3,3:36.0,,Offensive rebound by B. Simmons,75,105
323,3,3:36.0,,B. Simmons makes 2-pt dunk at rim,75,107
324,3,3:29.0,A. Wiggins misses 2-pt jump shot from 17 ft,,75,107
325,3,3:29.0,,Defensive rebound by B. Simmons,75,107
326,3,3:22.0,,T. McConnell makes 2-pt layup from 2 ft (assist by B. Simmons),75,109
327,3,3:10.0,D. Šarić makes 2-pt layup from 3 ft (assist by D. Rose),,77,109
328,3,2:55.0,,L. Shamet misses 3-pt jump shot from 27 ft,77,109
329,3,2:52.0,Defensive rebound by D. Šarić,,77,109
330,3,2:49.0,Shooting foul by T. McConnell (drawn by T. Jones),,77,109
331,3,2:49.0,Minnesota full timeout,,77,109
332,3,2:49.0,L. Deng enters the game for T. Jones,,77,109
333,3,2:49.0,L. Deng makes free throw 1 of 2,,78,109
334,3,2:49.0,A. Tolliver enters the game for A. Wiggins,,78,109
335,3,2:49.0,,W. Chandler enters the game for J. Bolden,78,109
336,3,2:49.0,,J. Embiid enters the game for J. Butler,78,109
337,3,2:49.0,,M. Muscala enters the game for L. Shamet,78,109
338,3,2:49.0,,J. Redick enters the game for B. Simmons,78,109
339,3,2:49.0,L. Deng misses free throw 2 of 2,,78,109
340,3,2:49.0,,Defensive rebound by J. Embiid,78,109
341,3,2:25.0,,T. McConnell misses 3-pt jump shot from 26 ft,78,109
342,3,2:22.0,,Offensive rebound by M. Muscala,78,109
343,3,2:17.0,,W. Chandler makes 3-pt jump shot from 22 ft (assist by J. Redick),78,112
344,3,2:02.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by D. Rose),,81,112
345,3,1:50.0,,T. McConnell misses 2-pt jump shot from 15 ft,81,112
346,3,1:47.0,Defensive rebound by G. Dieng,,81,112
347,3,1:38.0,D. Rose makes 2-pt layup from 1 ft,,83,112
348,3,1:30.0,,J. Embiid misses 3-pt jump shot from 28 ft,83,112
349,3,1:27.0,Defensive rebound by G. Dieng,,83,112
350,3,1:22.0,D. Rose misses 3-pt jump shot from 25 ft,,83,112
351,3,1:19.0,,Defensive rebound by J. Embiid,83,112
352,3,1:09.0,,J. Redick misses 3-pt jump shot from 28 ft,83,112
353,3,1:05.0,Defensive rebound by D. Rose,,83,112
354,3,1:00.0,L. Deng makes 2-pt jump shot from 22 ft (assist by D. Rose),,85,112
355,3,0:39.0,,M. Muscala misses 3-pt jump shot from 24 ft,85,112
356,3,0:36.0,Defensive rebound by G. Dieng,,85,112
357,3,0:30.0,L. Deng makes 2-pt layup from 4 ft,,87,112
358,3,0:17.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by T. McConnell),87,115
359,3,0:01.0,D. Rose makes 3-pt jump shot from 26 ft,,90,115
360,4,11:48.0,D. Šarić misses 3-pt jump shot from 25 ft,,90,115
361,4,11:44.0,,Defensive rebound by J. Embiid,90,115
362,4,11:30.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by M. Muscala),90,117
363,4,11:06.0,D. Rose misses 3-pt jump shot from 26 ft,,90,117
364,4,11:03.0,,Defensive rebound by M. Muscala,90,117
365,4,10:50.0,,Shooting foul by J. Teague (drawn by J. Embiid),90,117
366,4,10:50.0,,J. Embiid makes free throw 1 of 2,90,118
367,4,10:50.0,,J. Embiid misses free throw 2 of 2,90,118
368,4,10:48.0,Defensive rebound by K. Towns,,90,118
369,4,10:39.0,J. Teague misses 2-pt jump shot from 5 ft,,90,118
370,4,10:39.0,Offensive rebound by Team,,90,118
371,4,10:39.0,,Loose ball foul by J. Embiid (drawn by K. Towns),90,118
372,4,10:33.0,K. Towns misses 2-pt jump shot from 10 ft,,90,118
373,4,10:31.0,,Defensive rebound by W. Chandler,90,118
374,4,10:26.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by T. McConnell),90,121
375,4,10:24.0,Minnesota full timeout,,90,121
376,4,10:24.0,J. Okogie enters the game for D. Rose,,90,121
377,4,10:24.0,,J. Bolden enters the game for W. Chandler,90,121
378,4,10:24.0,,F. Korkmaz enters the game for J. Embiid,90,121
379,4,10:24.0,,L. Shamet enters the game for J. Redick,90,121
380,4,10:14.0,K. Towns misses 3-pt jump shot from 27 ft,,90,121
