,QUARTER,TIME_REMAINING,INDIANA_ACTION,OKLAHOMA CITY_ACTION,INDIANA_SCORE,OKLAHOMA CITY_SCORE
48,1,5:37.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by W. Matthews),,15,17
49,1,5:19.0,,J. Grant misses 2-pt jump shot from 5 ft,15,17
50,1,5:17.0,Defensive rebound by M. Turner,,15,17
51,1,5:15.0,Turnover by M. Turner (bad pass; steal by D. Schröder),,15,17
52,1,5:10.0,,D. Schröder misses 3-pt jump shot from 23 ft,15,17
53,1,5:06.0,Defensive rebound by D. Collison,,15,17
54,1,4:58.0,D. Collison makes 2-pt jump shot from 20 ft,,17,17
55,1,4:47.0,,R. Westbrook misses 2-pt layup from 7 ft (block by W. Matthews),17,17
56,1,4:44.0,Defensive rebound by M. Turner,,17,17
57,1,4:39.0,D. Collison misses 2-pt layup from 5 ft,,17,17
58,1,4:35.0,,Defensive rebound by D. Schröder,17,17
59,1,4:23.0,,Shooting foul by D. Collison (drawn by S. Adams),17,17
60,1,4:23.0,,S. Adams misses free throw 1 of 2,17,17
61,1,4:23.0,,Offensive rebound by Team,17,17
62,1,4:23.0,D. Sabonis enters the game for T. Young,,17,17
63,1,4:23.0,,S. Adams misses free throw 2 of 2,17,17
64,1,4:21.0,Defensive rebound by M. Turner,,17,17
65,1,4:08.0,W. Matthews misses 2-pt layup from 2 ft,,17,17
66,1,4:04.0,Offensive rebound by D. Sabonis,,17,17
67,1,4:04.0,D. Sabonis makes 2-pt layup from 1 ft,,19,17
68,1,3:54.0,,Shooting foul by W. Matthews (drawn by S. Adams),19,17
69,1,3:54.0,,S. Adams makes free throw 1 of 2,19,18
70,1,3:54.0,C. Joseph enters the game for B. Bogdanović,,19,18
71,1,3:54.0,,S. Adams makes free throw 2 of 2,19,19
72,1,3:47.0,W. Matthews misses 3-pt jump shot from 25 ft,,19,19
73,1,3:44.0,,Defensive rebound by J. Grant,19,19
74,1,3:33.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),19,21
75,1,3:28.0,Indiana full timeout,,19,21
76,1,3:28.0,T. Evans enters the game for D. Collison,,19,21
77,1,3:28.0,D. McDermott enters the game for W. Matthews,,19,21
78,1,3:28.0,,A. Nader enters the game for T. Ferguson,19,21
79,1,3:09.0,D. Sabonis makes 2-pt hook shot from 5 ft,,21,21
80,1,2:48.0,,Turnover by D. Schröder (bad pass; steal by T. Evans),21,21
81,1,2:46.0,C. Joseph misses 2-pt layup from 3 ft,,21,21
82,1,2:45.0,Offensive rebound by D. Sabonis,,21,21
83,1,2:43.0,D. Sabonis misses 2-pt layup from 2 ft,,21,21
84,1,2:42.0,Offensive rebound by M. Turner,,21,21
85,1,2:42.0,M. Turner makes 2-pt dunk from 1 ft,,23,21
86,1,2:31.0,,J. Grant misses 2-pt jump shot from 18 ft,23,21
87,1,2:27.0,Defensive rebound by M. Turner,,23,21
88,1,2:18.0,D. Sabonis makes 2-pt layup from 2 ft (assist by C. Joseph),,25,21
89,1,2:18.0,Shooting foul by J. Grant (drawn by D. Sabonis),,25,21
90,1,2:18.0,,P. George enters the game for S. Adams,25,21
91,1,2:18.0,,N. Noel enters the game for R. Westbrook,25,21
92,1,2:18.0,D. Sabonis misses free throw 1 of 1,,25,21
93,1,2:16.0,,Defensive rebound by N. Noel,25,21
94,1,2:05.0,,D. Schröder misses 2-pt jump shot from 4 ft,25,21
95,1,2:03.0,,Offensive rebound by Team,25,21
96,1,2:03.0,T. Young enters the game for M. Turner,,25,21
97,1,1:56.0,,P. George makes 2-pt jump shot from 12 ft,25,23
98,1,1:38.0,D. Sabonis makes 2-pt layup at rim (assist by T. Evans),,27,23
99,1,1:16.0,,J. Grant makes 2-pt layup from 1 ft (assist by A. Nader),27,25
100,1,1:03.0,D. McDermott misses 2-pt dunk from 1 ft (block by N. Noel),,27,25
101,1,1:00.0,,Defensive rebound by J. Grant,27,25
102,1,1:00.0,,P. George makes 2-pt dunk from 1 ft (assist by J. Grant),27,27
103,1,0:46.0,Turnover by T. Evans (traveling),,27,27
104,1,0:46.0,,M. Morris enters the game for J. Grant,27,27
105,1,0:30.0,,Shooting foul by T. Evans (drawn by D. Schröder),27,27
106,1,0:30.0,,D. Schröder makes free throw 1 of 2,27,28
107,1,0:30.0,,D. Schröder makes free throw 2 of 2,27,29
108,1,0:15.0,T. Evans misses 2-pt layup from 2 ft,,27,29
109,1,0:14.0,,Defensive rebound by N. Noel,27,29
110,1,0:01.0,,M. Morris misses 3-pt jump shot from 26 ft,27,29
111,1,0:01.0,,Offensive rebound by Team,27,29
112,2,11:38.0,C. Joseph misses 2-pt jump shot from 13 ft,,27,29
113,2,11:35.0,,Defensive rebound by M. Morris,27,29
114,2,11:22.0,,A. Nader misses 3-pt jump shot from 23 ft,27,29
115,2,11:19.0,Defensive rebound by C. Joseph,,27,29
116,2,11:14.0,Shooting foul by D. Schröder (drawn by T. Evans),,27,29
117,2,11:14.0,T. Evans makes free throw 1 of 2,,28,29
118,2,11:14.0,T. Evans misses free throw 2 of 2,,28,29
119,2,11:13.0,,Defensive rebound by P. George,28,29
120,2,11:02.0,,N. Noel makes 2-pt dunk from 1 ft (assist by M. Morris),28,31
121,2,10:42.0,Shooting foul by M. Morris (drawn by T. Young),,28,31
122,2,10:42.0,T. Young makes free throw 1 of 2,,29,31
123,2,10:42.0,T. Young makes free throw 2 of 2,,30,31
124,2,10:23.0,,P. George misses 3-pt jump shot from 23 ft,30,31
125,2,10:18.0,Defensive rebound by D. McDermott,,30,31
126,2,10:13.0,T. Young makes 2-pt layup from 2 ft,,32,31
127,2,10:01.0,,A. Nader makes 3-pt jump shot from 23 ft (assist by M. Morris),32,34
128,2,9:45.0,T. Young misses 3-pt jump shot from 23 ft,,32,34
129,2,9:42.0,,Defensive rebound by D. Schröder,32,34
130,2,9:28.0,,D. Schröder misses 2-pt jump shot from 10 ft,32,34
131,2,9:26.0,Defensive rebound by T. Young,,32,34
132,2,9:26.0,Personal foul by M. Morris (drawn by T. Young),,32,34
133,2,9:18.0,Personal foul by N. Noel (drawn by D. Sabonis),,32,34
134,2,9:12.0,T. Young makes 3-pt jump shot from 25 ft (assist by T. Evans),,35,34
135,2,9:12.0,,Oklahoma City full timeout,35,34
136,2,8:56.0,,Shooting foul by D. McDermott (drawn by N. Noel),35,34
137,2,8:56.0,,N. Noel misses free throw 1 of 2,35,34
138,2,8:56.0,,Offensive rebound by Team,35,34
139,2,8:56.0,,N. Noel misses free throw 2 of 2,35,34
140,2,8:54.0,Defensive rebound by D. Sabonis,,35,34
141,2,8:54.0,,T. Ferguson enters the game for P. George,35,34
142,2,8:54.0,,R. Westbrook enters the game for A. Nader,35,34
143,2,8:40.0,D. McDermott makes 2-pt layup from 1 ft (assist by T. Evans),,37,34
144,2,8:23.0,,N. Noel makes 2-pt layup from 2 ft (assist by M. Morris),37,36
145,2,8:07.0,T. Evans misses 2-pt jump shot from 21 ft,,37,36
146,2,8:05.0,,Defensive rebound by Team,37,36
147,2,8:05.0,,S. Adams enters the game for N. Noel,37,36
148,2,7:53.0,,M. Morris misses 3-pt jump shot from 23 ft,37,36
149,2,7:48.0,Defensive rebound by D. McDermott,,37,36
150,2,7:39.0,C. Joseph misses 3-pt jump shot from 23 ft,,37,36
151,2,7:37.0,Offensive rebound by Team,,37,36
152,2,7:37.0,B. Bogdanović enters the game for D. McDermott,,37,36
153,2,7:29.0,Turnover by T. Evans (bad pass; steal by R. Westbrook),,37,36
154,2,7:16.0,,Turnover by R. Westbrook (bad pass; steal by T. Young),37,36
155,2,7:10.0,T. Evans misses 2-pt layup from 2 ft,,37,36
156,2,7:08.0,,Defensive rebound by S. Adams,37,36
157,2,7:04.0,,T. Ferguson misses 3-pt jump shot from 23 ft,37,36
158,2,7:01.0,Defensive rebound by B. Bogdanović,,37,36
159,2,6:46.0,T. Evans misses 2-pt jump shot from 6 ft,,37,36
160,2,6:45.0,,Defensive rebound by Team,37,36
161,2,6:45.0,W. Matthews enters the game for T. Evans,,37,36
162,2,6:45.0,M. Turner enters the game for T. Young,,37,36
163,2,6:45.0,,P. George enters the game for M. Morris,37,36
164,2,6:45.0,,J. Grant enters the game for D. Schröder,37,36
165,2,6:28.0,,P. George makes 2-pt layup from 3 ft (assist by J. Grant),37,38
166,2,6:13.0,M. Turner makes 3-pt jump shot from 24 ft (assist by D. Sabonis),,40,38
167,2,5:48.0,,R. Westbrook misses 3-pt jump shot from 26 ft,40,38
168,2,5:45.0,Defensive rebound by M. Turner,,40,38
169,2,5:26.0,D. Sabonis misses 2-pt layup from 1 ft,,40,38
170,2,5:25.0,,Defensive rebound by S. Adams,40,38
171,2,5:13.0,,P. George misses 2-pt jump shot from 13 ft,40,38
172,2,5:11.0,Defensive rebound by M. Turner,,40,38
173,2,5:02.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,43,38
174,2,4:51.0,,R. Westbrook misses 2-pt jump shot from 9 ft,43,38
175,2,4:49.0,,Offensive rebound by S. Adams,43,38
176,2,4:41.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by T. Ferguson),43,41
177,2,4:29.0,Indiana full timeout,,43,41
178,2,4:29.0,D. Collison enters the game for C. Joseph,,43,41
179,2,4:15.0,B. Bogdanović makes 2-pt jump shot from 16 ft (assist by D. Sabonis),,45,41
180,2,3:56.0,,P. George misses 3-pt jump shot from 23 ft,45,41
181,2,3:53.0,Defensive rebound by M. Turner,,45,41
182,2,3:32.0,D. Sabonis misses 2-pt hook shot from 3 ft,,45,41
183,2,3:29.0,,Defensive rebound by S. Adams,45,41
184,2,3:22.0,,J. Grant misses 2-pt layup from 2 ft (block by M. Turner),45,41
185,2,3:21.0,Defensive rebound by M. Turner,,45,41
186,2,3:15.0,M. Turner misses 2-pt jump shot from 14 ft,,45,41
187,2,3:14.0,,Defensive rebound by R. Westbrook,45,41
188,2,3:14.0,,Personal foul by D. Collison (drawn by R. Westbrook),45,41
189,2,3:05.0,,J. Grant misses 2-pt jump shot from 16 ft,45,41
190,2,3:01.0,Defensive rebound by W. Matthews,,45,41
191,2,2:57.0,Personal foul by J. Grant (drawn by D. Sabonis),,45,41
192,2,2:57.0,D. Sabonis makes free throw 1 of 2,,46,41
193,2,2:57.0,D. Sabonis misses free throw 2 of 2,,46,41
194,2,2:54.0,Offensive rebound by Team,,46,41
195,2,2:54.0,T. Young enters the game for D. Sabonis,,46,41
196,2,2:45.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Young),,49,41
197,2,2:30.0,,P. George misses 3-pt jump shot from 23 ft,49,41
198,2,2:27.0,Defensive rebound by B. Bogdanović,,49,41
199,2,2:17.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,49,41
200,2,2:14.0,,Defensive rebound by S. Adams,49,41
201,2,2:09.0,,S. Adams misses 2-pt layup from 2 ft,49,41
202,2,2:07.0,,Offensive rebound by S. Adams,49,41
203,2,2:07.0,,S. Adams makes 2-pt layup at rim,49,43
204,2,1:50.0,M. Turner misses 2-pt jump shot from 20 ft,,49,43
205,2,1:48.0,,Defensive rebound by R. Westbrook,49,43
206,2,1:44.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),49,45
207,2,1:18.0,B. Bogdanović misses 2-pt jump shot from 16 ft,,49,45
208,2,1:16.0,,Defensive rebound by J. Grant,49,45
209,2,1:10.0,,P. George misses 2-pt jump shot from 11 ft,49,45
210,2,1:07.0,Defensive rebound by M. Turner,,49,45
211,2,0:47.0,W. Matthews makes 3-pt jump shot from 25 ft,,52,45
212,2,0:39.0,,Turnover by P. George (lost ball; steal by W. Matthews),52,45
213,2,0:34.0,D. Collison misses 3-pt jump shot from 25 ft,,52,45
214,2,0:31.0,Offensive rebound by M. Turner,,52,45
215,2,0:17.0,B. Bogdanović makes 2-pt jump shot from 10 ft,,54,45
216,3,11:51.0,M. Turner makes 2-pt jump shot from 14 ft (assist by D. Collison),,56,45
217,3,11:27.0,,P. George makes 3-pt jump shot from 25 ft (assist by J. Grant),56,48
218,3,11:13.0,Offensive foul by M. Turner (drawn by R. Westbrook),,56,48
219,3,11:13.0,Turnover by M. Turner (offensive foul),,56,48
220,3,11:02.0,,J. Grant misses 2-pt jump shot from 8 ft,56,48
221,3,11:00.0,Defensive rebound by Team,,56,48
222,3,10:48.0,M. Turner makes 2-pt jump shot from 14 ft (assist by B. Bogdanović),,58,48
223,3,10:27.0,,R. Westbrook misses 3-pt jump shot from 25 ft,58,48
224,3,10:24.0,,Offensive rebound by S. Adams,58,48
225,3,10:22.0,,S. Adams makes 2-pt hook shot from 10 ft,58,50
226,3,10:07.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,58,50
227,3,10:05.0,,Defensive rebound by P. George,58,50
228,3,9:53.0,,Turnover by J. Grant (bad pass; steal by D. Collison),58,50
229,3,9:50.0,D. Collison misses 2-pt jump shot from 15 ft,,58,50
230,3,9:47.0,,Defensive rebound by J. Grant,58,50
231,3,9:41.0,,S. Adams misses 2-pt hook shot from 8 ft,58,50
232,3,9:38.0,Defensive rebound by W. Matthews,,58,50
233,3,9:25.0,Turnover by D. Collison (bad pass; steal by P. George),,58,50
234,3,9:22.0,,R. Westbrook misses 2-pt layup from 6 ft (block by M. Turner),58,50
235,3,9:22.0,,Offensive rebound by Team,58,50
236,3,9:22.0,,Violation by Team (delay of game),58,50
237,3,9:17.0,,Oklahoma City full timeout,58,50
238,3,9:01.0,,P. George misses 3-pt jump shot from 35 ft,58,50
239,3,9:00.0,,Offensive rebound by Team,58,50
240,3,9:00.0,,Turnover by Team (shot clock),58,50
241,3,8:43.0,T. Young misses 2-pt layup from 2 ft (block by J. Grant),,58,50
242,3,8:40.0,Offensive rebound by T. Young,,58,50
243,3,8:35.0,W. Matthews misses 2-pt layup from 6 ft,,58,50
244,3,8:32.0,,Defensive rebound by P. George,58,50
245,3,8:20.0,,T. Ferguson misses 2-pt layup from 2 ft (block by M. Turner),58,50
246,3,8:17.0,Defensive rebound by T. Young,,58,50
247,3,8:00.0,B. Bogdanović misses 2-pt layup from 1 ft (block by J. Grant),,58,50
248,3,7:57.0,Offensive rebound by W. Matthews,,58,50
249,3,7:56.0,T. Young misses 3-pt jump shot from 24 ft,,58,50
250,3,7:56.0,,Defensive rebound by R. Westbrook,58,50
251,3,7:47.0,,R. Westbrook misses 2-pt layup from 2 ft,58,50
252,3,7:46.0,,Offensive rebound by S. Adams,58,50
253,3,7:46.0,,S. Adams makes 2-pt layup from 1 ft,58,52
254,3,7:39.0,W. Matthews misses 3-pt jump shot from 23 ft,,58,52
255,3,7:36.0,,Defensive rebound by Team,58,52
256,3,7:29.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Westbrook),58,55
257,3,7:02.0,D. Collison misses 3-pt jump shot from 25 ft,,58,55
258,3,7:01.0,Offensive rebound by Team,,58,55
259,3,7:01.0,,Loose ball foul by J. Grant (drawn by M. Turner),58,55
260,3,6:52.0,M. Turner misses 2-pt jump shot from 7 ft,,58,55
261,3,6:51.0,,Defensive rebound by R. Westbrook,58,55
262,3,6:44.0,,S. Adams makes 2-pt jump shot from 10 ft (assist by R. Westbrook),58,57
263,3,6:36.0,Indiana full timeout,,58,57
264,3,6:27.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,58,57
265,3,6:25.0,,Defensive rebound by R. Westbrook,58,57
266,3,6:11.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),58,60
267,3,5:53.0,B. Bogdanović misses 2-pt layup from 1 ft,,58,60
268,3,5:50.0,,Defensive rebound by P. George,58,60
269,3,5:45.0,,P. George makes 3-pt jump shot from 26 ft (assist by S. Adams),58,63
270,3,5:28.0,Turnover by B. Bogdanović (bad pass; steal by S. Adams),,58,63
271,3,5:17.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by J. Grant),58,66
272,3,5:13.0,Indiana full timeout,,58,66
273,3,5:13.0,C. Joseph enters the game for B. Bogdanović,,58,66
274,3,5:13.0,D. Sabonis enters the game for T. Young,,58,66
275,3,5:00.0,W. Matthews misses 2-pt layup from 2 ft,,58,66
276,3,4:59.0,,Defensive rebound by J. Grant,58,66
277,3,4:56.0,,Personal foul by D. Collison (drawn by R. Westbrook),58,66
278,3,4:41.0,,S. Adams makes 2-pt hook shot from 8 ft (assist by R. Westbrook),58,68
279,3,4:25.0,D. Collison misses 2-pt layup from 3 ft (block by R. Westbrook),,58,68
280,3,4:25.0,Offensive rebound by Team,,58,68
281,3,4:25.0,T. Evans enters the game for D. Collison,,58,68
282,3,4:22.0,W. Matthews misses 3-pt jump shot from 25 ft,,58,68
283,3,4:19.0,,Defensive rebound by R. Westbrook,58,68
284,3,4:17.0,,Personal foul by W. Matthews (drawn by P. George),58,68
285,3,4:11.0,,P. George makes 2-pt jump shot from 9 ft,58,70
286,3,4:11.0,,Shooting foul by C. Joseph (drawn by P. George),58,70
287,3,4:11.0,Technical foul by W. Matthews,,58,70
288,3,4:11.0,,P. George makes technical free throw,58,71
289,3,4:11.0,,P. George makes free throw 1 of 1,58,72
290,3,3:57.0,T. Evans makes 2-pt layup from 2 ft,,60,72
291,3,3:46.0,,R. Westbrook makes 2-pt jump shot from 10 ft,60,74
292,3,3:35.0,Personal foul by T. Ferguson (drawn by T. Evans),,60,74
293,3,3:35.0,,N. Noel enters the game for S. Adams,60,74
294,3,3:35.0,,D. Schröder enters the game for P. George,60,74
295,3,3:25.0,W. Matthews misses 3-pt jump shot from 23 ft,,60,74
296,3,3:21.0,Offensive rebound by C. Joseph,,60,74
297,3,3:20.0,W. Matthews misses 3-pt jump shot from 23 ft,,60,74
298,3,3:18.0,,Defensive rebound by R. Westbrook,60,74
299,3,3:14.0,Loose ball foul by C. Joseph (drawn by R. Westbrook),,60,74
300,3,3:01.0,,J. Grant misses 3-pt jump shot from 25 ft,60,74
301,3,2:56.0,Defensive rebound by T. Evans,,60,74
302,3,2:53.0,T. Evans misses 2-pt layup from 2 ft,,60,74
303,3,2:52.0,Offensive rebound by Team,,60,74
304,3,2:52.0,,Loose ball foul by N. Noel (drawn by D. Sabonis),60,74
305,3,2:52.0,D. McDermott enters the game for W. Matthews,,60,74
306,3,2:52.0,,A. Nader enters the game for T. Ferguson,60,74
307,3,2:37.0,D. Sabonis makes 2-pt layup from 1 ft (assist by C. Joseph),,62,74
308,3,2:18.0,,R. Westbrook misses 2-pt jump shot from 16 ft,62,74
309,3,2:14.0,Defensive rebound by D. Sabonis,,62,74
310,3,2:09.0,D. McDermott makes 3-pt jump shot from 22 ft (assist by C. Joseph),,65,74
311,3,2:07.0,,Oklahoma City full timeout,65,74
312,3,2:07.0,,P. George enters the game for R. Westbrook,65,74
313,3,1:58.0,,P. George makes 2-pt layup from 2 ft,65,76
314,3,1:37.0,D. Sabonis misses 2-pt hook shot from 2 ft,,65,76
315,3,1:36.0,Offensive rebound by M. Turner,,65,76
316,3,1:35.0,M. Turner makes 2-pt layup from 1 ft,,67,76
317,3,1:23.0,,P. George misses 3-pt jump shot from 26 ft,67,76
318,3,1:20.0,Defensive rebound by D. Sabonis,,67,76
319,3,0:59.0,Turnover by Team (shot clock),,67,76
320,3,0:59.0,B. Bogdanović enters the game for M. Turner,,67,76
321,3,0:59.0,,M. Morris enters the game for J. Grant,67,76
322,3,0:36.0,,P. George misses 3-pt jump shot from 25 ft,67,76
323,3,0:32.0,Defensive rebound by D. Sabonis,,67,76
324,3,0:15.0,T. Evans makes 2-pt layup from 1 ft,,69,76
325,3,0:02.0,,P. George misses 2-pt jump shot from 11 ft,69,76
326,3,0:02.0,Defensive rebound by T. Evans,,69,76
327,4,11:39.0,,P. George makes 3-pt jump shot from 30 ft (assist by D. Schröder),69,79
328,4,11:19.0,B. Bogdanović misses 2-pt jump shot from 5 ft (block by T. Ferguson),,69,79
329,4,11:17.0,,Defensive rebound by A. Nader,69,79
330,4,11:13.0,,D. Schröder misses 3-pt jump shot from 26 ft,69,79
331,4,11:10.0,Defensive rebound by D. Sabonis,,69,79
332,4,10:52.0,T. Evans makes 2-pt jump shot from 20 ft (assist by B. Bogdanović),,71,79
333,4,10:27.0,,Turnover by P. George (bad pass),71,79
334,4,10:14.0,,Violation by Team (kicked ball),71,79
335,4,10:06.0,D. Sabonis misses 2-pt jump shot from 14 ft,,71,79
336,4,10:04.0,,Defensive rebound by A. Nader,71,79
337,4,9:55.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by D. Schröder),71,82
338,4,9:34.0,D. Sabonis makes 2-pt layup from 1 ft (assist by T. Evans),,73,82
339,4,9:13.0,,T. Ferguson misses 2-pt jump shot from 13 ft,73,82
340,4,9:11.0,Defensive rebound by D. Sabonis,,73,82
341,4,8:59.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. McDermott),,76,82
342,4,8:35.0,,D. Schröder misses 2-pt layup from 4 ft (block by D. Sabonis),76,82
343,4,8:34.0,,Offensive rebound by Team,76,82
344,4,8:34.0,,S. Adams enters the game for A. Nader,76,82
345,4,8:34.0,,R. Westbrook enters the game for N. Noel,76,82
346,4,8:26.0,,P. George makes 2-pt layup from 2 ft (assist by S. Adams),76,84
347,4,8:05.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by T. Evans),,79,84
348,4,7:53.0,,R. Westbrook misses 2-pt layup from 3 ft,79,84
349,4,7:49.0,,Offensive rebound by R. Westbrook,79,84
350,4,7:49.0,,R. Westbrook makes 2-pt layup from 1 ft,79,86
351,4,7:44.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,79,86
352,4,7:42.0,,Defensive rebound by Team,79,86
353,4,7:42.0,T. Young enters the game for D. McDermott,,79,86
354,4,7:42.0,,J. Grant enters the game for P. George,79,86
355,4,7:35.0,,T. Ferguson makes 2-pt dunk at rim (assist by R. Westbrook),79,88
356,4,7:34.0,Indiana full timeout,,79,88
357,4,7:34.0,W. Matthews enters the game for B. Bogdanović,,79,88
358,4,7:26.0,T. Evans misses 2-pt layup from 2 ft,,79,88
359,4,7:25.0,,Defensive rebound by J. Grant,79,88
360,4,7:17.0,,Shooting foul by C. Joseph (drawn by D. Schröder),79,88
361,4,7:17.0,,D. Schröder makes free throw 1 of 2,79,89
362,4,7:17.0,,D. Schröder misses free throw 2 of 2,79,89
363,4,7:15.0,Defensive rebound by T. Young,,79,89
364,4,7:05.0,Turnover by T. Evans (bad pass; steal by S. Adams),,79,89
365,4,6:56.0,,D. Schröder misses 2-pt jump shot from 16 ft,79,89
366,4,6:54.0,,Offensive rebound by S. Adams,79,89
367,4,6:48.0,,D. Schröder misses 2-pt layup from 6 ft,79,89
368,4,6:46.0,Defensive rebound by D. Sabonis,,79,89
369,4,6:32.0,T. Young makes 2-pt layup from 2 ft (assist by W. Matthews),,81,89
370,4,6:16.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by D. Schröder),81,92
371,4,5:59.0,C. Joseph misses 3-pt jump shot from 25 ft,,81,92
372,4,5:57.0,,Defensive rebound by T. Ferguson,81,92
373,4,5:52.0,,Turnover by R. Westbrook (bad pass),81,92
374,4,5:52.0,B. Bogdanović enters the game for T. Evans,,81,92
375,4,5:52.0,,P. George enters the game for D. Schröder,81,92
376,4,5:47.0,Personal foul by P. George (drawn by B. Bogdanović),,81,92
377,4,5:37.0,Shooting foul by P. George (drawn by D. Sabonis),,81,92
378,4,5:37.0,D. Sabonis misses free throw 1 of 2,,81,92
379,4,5:37.0,Offensive rebound by Team,,81,92
380,4,5:37.0,D. Sabonis makes free throw 2 of 2,,82,92
381,4,5:25.0,,R. Westbrook misses 2-pt jump shot from 12 ft,82,92
382,4,5:22.0,Defensive rebound by C. Joseph,,82,92
383,4,5:13.0,T. Young misses 2-pt layup from 3 ft (block by S. Adams),,82,92
384,4,5:13.0,,Defensive rebound by Team,82,92
385,4,4:57.0,,P. George misses 3-pt jump shot from 26 ft,82,92
386,4,4:55.0,Defensive rebound by D. Sabonis,,82,92
387,4,4:42.0,W. Matthews misses 3-pt jump shot from 23 ft,,82,92
388,4,4:41.0,Offensive rebound by Team,,82,92
389,4,4:41.0,,Loose ball foul by T. Ferguson (drawn by T. Young),82,92
