,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CHARLOTTE_ACTION,MEMPHIS_SCORE,CHARLOTTE_SCORE
384,4,1:48.0,J. Green misses 2-pt dunk from 3 ft (block by B. Biyombo),,90,93
385,4,1:42.0,,Defensive rebound by N. Batum,90,93
386,4,1:38.0,,Shooting foul by S. Mack (drawn by B. Biyombo),90,93
387,4,1:38.0,,B. Biyombo misses free throw 1 of 2,90,93
388,4,1:38.0,,Offensive rebound by Team,90,93
389,4,1:38.0,,B. Biyombo makes free throw 2 of 2,90,94
390,4,1:38.0,Memphis full timeout,,90,94
391,4,1:38.0,,Violation by Team (kicked ball),90,94
392,4,1:28.0,S. Mack misses 2-pt layup from 3 ft (block by B. Biyombo),,90,94
393,4,1:28.0,Offensive rebound by Team,,90,94
394,4,1:15.0,M. Gasol misses 2-pt jump shot from 10 ft,,90,94
395,4,1:15.0,,Defensive rebound by Team,90,94
396,4,1:15.0,Loose ball foul by J. Green (drawn by M. Williams),,90,94
397,4,1:15.0,,M. Williams makes free throw 1 of 2,90,95
398,4,1:15.0,,M. Williams makes free throw 2 of 2,90,96
399,4,1:01.0,J. Carter misses 3-pt jump shot from 26 ft,,90,96
400,4,0:59.0,,Defensive rebound by N. Batum,90,96
401,4,0:43.0,,K. Walker misses 3-pt jump shot from 26 ft,90,96
402,4,0:39.0,Defensive rebound by J. Green,,90,96
403,4,0:33.0,M. Gasol makes 2-pt dunk from 1 ft (assist by S. Mack),,92,96
404,4,0:32.0,,Charlotte full timeout,92,96
405,4,0:32.0,B. Caboclo enters the game for J. Carter,,92,96
406,4,0:32.0,J. Washburn enters the game for S. Mack,,92,96
407,4,0:32.0,,T. Parker enters the game for B. Biyombo,92,96
408,4,0:17.0,,Personal take foul by J. Holiday (drawn by K. Walker),92,96
409,4,0:17.0,,K. Walker makes free throw 1 of 2,92,97
410,4,0:17.0,,B. Biyombo enters the game for T. Parker,92,97
411,4,0:17.0,,K. Walker makes free throw 2 of 2,92,98
412,4,0:17.0,Memphis full timeout,,92,98
413,4,0:17.0,J. Carter enters the game for J. Green,,92,98
414,4,0:17.0,S. Mack enters the game for J. Washburn,,92,98
415,4,0:14.0,M. Gasol misses 3-pt jump shot from 27 ft,,92,98
416,4,0:11.0,,Defensive rebound by M. Monk,92,98
417,4,0:11.0,,Personal take foul by B. Caboclo (drawn by M. Monk),92,98
418,4,0:11.0,,M. Monk makes free throw 1 of 2,92,99
419,4,0:11.0,,M. Monk makes free throw 2 of 2,92,100
420,4,0:01.0,B. Caboclo misses 3-pt jump shot from 24 ft,,92,100
421,4,0:01.0,,Defensive rebound by N. Batum,92,100
