,QUARTER,TIME_REMAINING,UTAH_ACTION,LA LAKERS_ACTION,UTAH_SCORE,LA LAKERS_SCORE
157,2,7:16.0,R. Rubio enters the game for D. Favors,,27,30
158,2,7:16.0,,L. James enters the game for J. Hart,27,30
159,2,7:16.0,,K. Kuzma enters the game for L. Stephenson,27,30
160,2,6:57.0,,Turnover by J. McGee (lost ball; steal by G. Allen),27,30
161,2,6:39.0,Turnover by R. Rubio (bad pass; steal by J. McGee),,27,30
162,2,6:38.0,,Personal take foul by J. Ingles (drawn by L. James),27,30
163,2,6:27.0,,L. James misses 2-pt jump shot from 7 ft,27,30
164,2,6:25.0,Defensive rebound by T. Sefolosha,,27,30
165,2,6:14.0,R. Rubio misses 2-pt jump shot from 15 ft,,27,30
166,2,6:10.0,,Defensive rebound by L. James,27,30
167,2,6:06.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,27,30
168,2,6:04.0,Defensive rebound by T. Sefolosha,,27,30
169,2,6:01.0,G. Allen misses 2-pt layup from 3 ft (block by K. Caldwell-Pope),,27,30
170,2,6:01.0,Offensive rebound by Team,,27,30
171,2,6:01.0,,T. Chandler enters the game for J. McGee,27,30
172,2,5:55.0,Turnover by G. Allen (out of bounds lost ball),,27,30
173,2,5:42.0,,Turnover by L. James (out of bounds lost ball),27,30
174,2,5:28.0,J. Ingles misses 2-pt jump shot from 11 ft,,27,30
175,2,5:25.0,,Defensive rebound by L. Ball,27,30
176,2,5:23.0,,L. Ball misses 2-pt layup from 1 ft (block by R. Rubio),27,30
177,2,5:22.0,,Offensive rebound by Team,27,30
178,2,5:22.0,,B. Ingram enters the game for K. Caldwell-Pope,27,30
179,2,5:16.0,,B. Ingram makes 2-pt jump shot from 9 ft,27,32
180,2,5:16.0,,Shooting foul by G. Allen (drawn by B. Ingram),27,32
181,2,5:16.0,,B. Ingram misses free throw 1 of 1,27,32
182,2,5:13.0,Defensive rebound by T. Sefolosha,,27,32
183,2,5:00.0,R. Rubio misses 2-pt jump shot from 18 ft,,27,32
184,2,4:57.0,,Defensive rebound by K. Kuzma,27,32
185,2,4:52.0,,L. James misses 3-pt jump shot from 27 ft,27,32
186,2,4:48.0,Defensive rebound by J. Ingles,,27,32
187,2,4:42.0,R. Gobert misses 2-pt dunk from 1 ft,,27,32
188,2,4:40.0,,Defensive rebound by L. Ball,27,32
189,2,4:37.0,,Personal foul by R. Rubio (drawn by B. Ingram),27,32
190,2,4:37.0,J. Crowder enters the game for G. Allen,,27,32
191,2,4:37.0,R. O'Neale enters the game for T. Sefolosha,,27,32
192,2,4:25.0,,K. Kuzma misses 3-pt jump shot from 25 ft,27,32
193,2,4:21.0,Defensive rebound by J. Ingles,,27,32
194,2,4:15.0,J. Crowder misses 2-pt layup from 1 ft,,27,32
195,2,4:13.0,,Defensive rebound by T. Chandler,27,32
196,2,4:08.0,,K. Kuzma makes 2-pt layup from 3 ft,27,34
197,2,3:46.0,J. Crowder misses 3-pt jump shot from 25 ft,,27,34
198,2,3:41.0,,Defensive rebound by L. Ball,27,34
199,2,3:31.0,,K. Kuzma makes 2-pt jump shot from 14 ft,27,36
200,2,3:17.0,R. Rubio makes 2-pt layup from 2 ft (assist by J. Ingles),,29,36
201,2,3:04.0,,K. Kuzma misses 2-pt jump shot from 11 ft,29,36
202,2,3:02.0,Defensive rebound by Team,,29,36
203,2,3:02.0,,Loose ball foul by K. Kuzma (drawn by R. Gobert),29,36
204,2,2:51.0,Turnover by R. Rubio (bad pass; steal by B. Ingram),,29,36
205,2,2:36.0,,Turnover by L. Ball (bad pass; steal by R. Rubio),29,36
206,2,2:31.0,Personal foul by T. Chandler (drawn by R. Gobert),,29,36
207,2,2:21.0,J. Ingles makes 3-pt jump shot from 26 ft,,32,36
208,2,2:04.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by L. James),32,38
209,2,1:42.0,R. Rubio makes 2-pt jump shot from 6 ft,,34,38
210,2,1:24.0,,Turnover by L. James (bad pass),34,38
211,2,1:02.0,J. Crowder makes 2-pt dunk from 1 ft (assist by R. O'Neale),,36,38
212,2,0:46.0,,Turnover by L. Ball (traveling),36,38
213,2,0:32.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. O'Neale),,38,38
214,2,0:12.0,,B. Ingram misses 3-pt jump shot from 24 ft,38,38
215,2,0:09.0,Defensive rebound by R. Gobert,,38,38
216,2,0:04.0,J. Crowder misses 3-pt jump shot from 25 ft,,38,38
217,2,0:01.0,,Defensive rebound by Team,38,38
218,2,0:01.0,,K. Caldwell-Pope enters the game for T. Chandler,38,38
219,2,0:00.0,,K. Kuzma misses 3-pt jump shot from 44 ft,38,38
220,2,0:00.0,,Offensive rebound by Team,38,38
221,3,11:40.0,R. O'Neale misses 2-pt dunk from 3 ft (block by J. McGee),,38,38
222,3,11:37.0,Offensive rebound by D. Favors,,38,38
223,3,11:35.0,R. Rubio misses 3-pt jump shot from 26 ft,,38,38
224,3,11:35.0,,Defensive rebound by B. Ingram,38,38
225,3,11:30.0,,Shooting foul by J. Ingles (drawn by L. James),38,38
226,3,11:30.0,,L. James misses free throw 1 of 2,38,38
227,3,11:30.0,,Offensive rebound by Team,38,38
228,3,11:30.0,,L. James makes free throw 2 of 2,38,39
229,3,11:19.0,Shooting foul by J. McGee (drawn by R. Gobert),,38,39
230,3,11:19.0,R. Gobert makes free throw 1 of 2,,39,39
231,3,11:19.0,R. Gobert misses free throw 2 of 2,,39,39
232,3,11:15.0,,Defensive rebound by L. Ball,39,39
233,3,11:06.0,,K. Kuzma makes 3-pt jump shot from 23 ft (assist by L. James),39,42
234,3,10:45.0,Turnover by J. Ingles (bad pass; steal by L. James),,39,42
235,3,10:42.0,,L. James makes 2-pt dunk from 1 ft,39,44
236,3,10:30.0,Personal foul by L. Ball (drawn by R. Gobert),,39,44
237,3,10:23.0,R. Gobert makes 2-pt layup from 2 ft (assist by R. Rubio),,41,44
238,3,10:23.0,Shooting foul by L. Ball (drawn by R. Gobert),,41,44
239,3,10:23.0,R. Gobert makes free throw 1 of 1,,42,44
240,3,10:12.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),42,46
241,3,9:51.0,R. Gobert misses 2-pt layup from 2 ft,,42,46
242,3,9:49.0,,Defensive rebound by K. Kuzma,42,46
243,3,9:45.0,,K. Kuzma misses 3-pt jump shot from 25 ft,42,46
244,3,9:42.0,Defensive rebound by R. Gobert,,42,46
245,3,9:36.0,Turnover by R. Rubio (bad pass; steal by J. McGee),,42,46
246,3,9:32.0,,Turnover by J. McGee (bad pass; steal by R. O'Neale),42,46
247,3,9:23.0,Turnover by R. Gobert (bad pass; steal by K. Kuzma),,42,46
248,3,9:22.0,,Personal foul by R. O'Neale (drawn by L. Ball),42,46
249,3,9:05.0,,B. Ingram makes 2-pt jump shot from 16 ft,42,48
250,3,8:47.0,R. Rubio misses 2-pt jump shot from 13 ft,,42,48
251,3,8:44.0,,Defensive rebound by L. James,42,48
252,3,8:38.0,,Offensive foul by L. Ball (drawn by R. Rubio),42,48
253,3,8:38.0,,Turnover by L. Ball (offensive foul),42,48
254,3,8:38.0,,K. Caldwell-Pope enters the game for L. Ball,42,48
255,3,8:19.0,D. Favors makes 2-pt jump shot from 18 ft (assist by R. Rubio),,44,48
256,3,8:13.0,,Shooting foul by D. Favors (drawn by L. James),44,48
257,3,8:13.0,,L. James misses free throw 1 of 2,44,48
258,3,8:13.0,,Offensive rebound by Team,44,48
259,3,8:13.0,A. Burks enters the game for D. Favors,,44,48
260,3,8:13.0,J. Crowder enters the game for R. O'Neale,,44,48
261,3,8:13.0,,L. James makes free throw 2 of 2,44,49
262,3,8:00.0,R. Rubio misses 2-pt layup from 3 ft,,44,49
263,3,7:57.0,,Defensive rebound by K. Caldwell-Pope,44,49
264,3,7:50.0,,Turnover by L. James (lost ball; steal by R. Gobert),44,49
265,3,7:43.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Crowder),,46,49
266,3,7:23.0,,K. Kuzma misses 2-pt jump shot from 5 ft,46,49
267,3,7:22.0,Defensive rebound by R. Gobert,,46,49
268,3,7:14.0,A. Burks misses 2-pt layup from 4 ft (block by J. McGee),,46,49
269,3,7:10.0,,Defensive rebound by L. James,46,49
270,3,7:03.0,,L. James misses 2-pt layup from 2 ft,46,49
271,3,7:01.0,Defensive rebound by J. Crowder,,46,49
272,3,6:47.0,A. Burks makes 2-pt layup from 3 ft (assist by R. Rubio),,48,49
273,3,6:47.0,Shooting foul by J. McGee (drawn by A. Burks),,48,49
274,3,6:47.0,,LA Lakers full timeout,48,49
275,3,6:47.0,D. Exum enters the game for R. Rubio,,48,49
276,3,6:47.0,,T. Chandler enters the game for K. Kuzma,48,49
277,3,6:47.0,,J. Hart enters the game for J. McGee,48,49
278,3,6:47.0,A. Burks makes free throw 1 of 1,,49,49
279,3,6:36.0,,Offensive foul by B. Ingram (drawn by J. Crowder),49,49
280,3,6:36.0,,Turnover by B. Ingram (offensive foul),49,49
281,3,6:15.0,A. Burks makes 2-pt layup from 4 ft,,51,49
282,3,6:05.0,,Def 3 sec tech foul by Team,51,49
283,3,6:05.0,,K. Caldwell-Pope makes technical free throw,51,50
284,3,6:03.0,,Turnover by J. Hart (bad pass),51,50
285,3,5:49.0,J. Crowder misses 2-pt layup from 2 ft,,51,50
286,3,5:44.0,Offensive rebound by R. Gobert,,51,50
287,3,5:44.0,R. Gobert makes 2-pt dunk at rim,,53,50
288,3,5:35.0,,Personal foul by J. Crowder (drawn by T. Chandler),53,50
289,3,5:24.0,,L. James makes 3-pt jump shot from 25 ft,53,53
290,3,5:05.0,A. Burks misses 2-pt jump shot from 5 ft,,53,53
291,3,5:03.0,,Defensive rebound by L. James,53,53
292,3,5:00.0,,Personal foul by D. Exum (drawn by B. Ingram),53,53
293,3,5:00.0,,B. Ingram misses free throw 1 of 2,53,53
294,3,5:00.0,,Offensive rebound by Team,53,53
295,3,5:00.0,,B. Ingram makes free throw 2 of 2,53,54
296,3,4:43.0,Turnover by D. Exum (out of bounds lost ball),,53,54
297,3,4:41.0,,Turnover by L. James (bad pass; steal by A. Burks),53,54
298,3,4:27.0,A. Burks misses 2-pt jump shot from 12 ft,,53,54
299,3,4:23.0,,Defensive rebound by B. Ingram,53,54
300,3,4:15.0,,B. Ingram misses 2-pt layup from 1 ft (block by R. Gobert),53,54
301,3,4:12.0,Defensive rebound by J. Crowder,,53,54
302,3,4:09.0,J. Crowder misses 3-pt jump shot from 27 ft,,53,54
303,3,4:05.0,,Defensive rebound by B. Ingram,53,54
304,3,4:00.0,,Turnover by B. Ingram (bad pass; steal by J. Crowder),53,54
305,3,3:59.0,Offensive foul by J. Crowder (drawn by K. Caldwell-Pope),,53,54
306,3,3:59.0,Turnover by J. Crowder (offensive foul),,53,54
307,3,3:41.0,,L. James misses 2-pt jump shot from 7 ft (block by J. Crowder),53,54
308,3,3:38.0,Defensive rebound by J. Ingles,,53,54
309,3,3:35.0,Shooting foul by T. Chandler (drawn by R. Gobert),,53,54
310,3,3:35.0,R. Gobert makes free throw 1 of 2,,54,54
311,3,3:35.0,,L. Stephenson enters the game for L. James,54,54
312,3,3:35.0,R. Gobert misses free throw 2 of 2,,54,54
313,3,3:33.0,,Defensive rebound by T. Chandler,54,54
314,3,3:21.0,,B. Ingram makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),54,56
315,3,3:04.0,D. Exum misses 2-pt jump shot from 5 ft,,54,56
316,3,2:59.0,Offensive rebound by R. Gobert,,54,56
317,3,2:59.0,R. Gobert makes 2-pt layup at rim,,56,56
318,3,2:40.0,,B. Ingram makes 3-pt jump shot from 25 ft,56,59
319,3,2:38.0,Utah full timeout,,56,59
320,3,2:38.0,D. Favors enters the game for R. Gobert,,56,59
321,3,2:24.0,J. Ingles makes 2-pt layup from 4 ft (assist by D. Favors),,58,59
322,3,2:09.0,,Turnover by B. Ingram (lost ball; steal by D. Exum),58,59
323,3,2:06.0,Shooting foul by K. Caldwell-Pope (drawn by J. Crowder),,58,59
324,3,2:06.0,J. Crowder misses free throw 1 of 2,,58,59
325,3,2:06.0,Offensive rebound by Team,,58,59
326,3,2:06.0,R. O'Neale enters the game for J. Ingles,,58,59
327,3,2:06.0,J. Crowder makes free throw 2 of 2,,59,59
328,3,1:55.0,,L. Stephenson misses 2-pt jump shot from 18 ft,59,59
329,3,1:51.0,Defensive rebound by R. O'Neale,,59,59
330,3,1:47.0,A. Burks makes 2-pt dunk from 1 ft (assist by D. Favors),,61,59
331,3,1:31.0,,J. Hart misses 3-pt jump shot from 26 ft,61,59
332,3,1:27.0,Defensive rebound by A. Burks,,61,59
333,3,1:20.0,D. Exum misses 2-pt layup from 5 ft,,61,59
334,3,1:17.0,,Defensive rebound by B. Ingram,61,59
335,3,1:02.0,,B. Ingram misses 2-pt jump shot from 15 ft,61,59
336,3,0:58.0,,Offensive rebound by L. Stephenson,61,59
337,3,0:58.0,,L. Stephenson makes 2-pt layup from 1 ft,61,61
338,3,0:49.0,A. Burks misses 2-pt layup from 2 ft,,61,61
339,3,0:49.0,,Defensive rebound by T. Chandler,61,61
340,3,0:43.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,61,61
341,3,0:43.0,Defensive rebound by J. Crowder,,61,61
342,3,0:34.0,J. Crowder makes 2-pt layup from 1 ft (assist by R. O'Neale),,63,61
343,3,0:13.0,,Shooting foul by R. O'Neale (drawn by B. Ingram),63,61
344,3,0:13.0,,B. Ingram makes free throw 1 of 2,63,62
345,3,0:13.0,,B. Ingram misses free throw 2 of 2,63,62
346,3,0:11.0,Defensive rebound by A. Burks,,63,62
347,3,0:04.0,Offensive foul by A. Burks (drawn by K. Caldwell-Pope),,63,62
348,3,0:04.0,Turnover by A. Burks (offensive foul),,63,62
349,3,0:04.0,T. Sefolosha enters the game for D. Favors,,63,62
350,3,0:04.0,,L. James enters the game for T. Chandler,63,62
351,3,0:00.0,,Shooting foul by A. Burks (drawn by L. James),63,62
352,3,0:00.0,,L. James makes free throw 1 of 2,63,63
353,3,0:00.0,,L. James makes free throw 2 of 2,63,64
354,4,11:52.0,,L. James misses 2-pt layup from 6 ft,63,64
355,4,11:49.0,Defensive rebound by D. Exum,,63,64
356,4,11:48.0,Turnover by D. Exum (out of bounds lost ball),,63,64
357,4,11:24.0,,L. Stephenson makes 3-pt jump shot from 24 ft (assist by L. James),63,67
358,4,11:07.0,D. Favors makes 2-pt jump shot from 19 ft (assist by R. O'Neale),,65,67
359,4,10:46.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,65,67
360,4,10:43.0,Defensive rebound by R. O'Neale,,65,67
361,4,10:32.0,Turnover by A. Burks (bad pass; steal by J. McGee),,65,67
362,4,10:28.0,,Turnover by K. Caldwell-Pope (bad pass),65,67
363,4,10:28.0,J. Ingles enters the game for A. Burks,,65,67
364,4,10:18.0,D. Favors misses 2-pt jump shot from 14 ft,,65,67
365,4,10:14.0,,Defensive rebound by L. Ball,65,67
366,4,10:01.0,,L. James makes 2-pt layup from 2 ft,65,69
367,4,9:50.0,D. Favors makes 2-pt jump shot from 9 ft (assist by J. Ingles),,67,69
368,4,9:30.0,,L. Stephenson misses 2-pt jump shot from 9 ft,67,69
369,4,9:26.0,Defensive rebound by T. Sefolosha,,67,69
370,4,9:22.0,Turnover by T. Sefolosha (lost ball; steal by K. Caldwell-Pope),,67,69
371,4,9:14.0,,K. Caldwell-Pope makes 2-pt dunk from 2 ft,67,71
372,4,9:04.0,Personal foul by K. Caldwell-Pope (drawn by D. Favors),,67,71
373,4,8:56.0,J. Ingles misses 3-pt jump shot from 26 ft,,67,71
374,4,8:54.0,,Defensive rebound by L. Stephenson,67,71
375,4,8:49.0,,Personal foul by T. Sefolosha (drawn by L. James),67,71
376,4,8:38.0,,L. James makes 2-pt dunk from 1 ft,67,73
377,4,8:24.0,Personal foul by K. Caldwell-Pope (drawn by R. O'Neale),,67,73
378,4,8:24.0,R. Rubio enters the game for D. Exum,,67,73
379,4,8:17.0,Shooting foul by L. James (drawn by T. Sefolosha),,67,73
380,4,8:17.0,T. Sefolosha makes free throw 1 of 2,,68,73
381,4,8:17.0,T. Sefolosha makes free throw 2 of 2,,69,73
382,4,8:17.0,R. Gobert enters the game for D. Favors,,69,73
383,4,7:56.0,,L. James makes 2-pt layup from 2 ft,69,75
384,4,7:42.0,Turnover by R. Gobert (lost ball; steal by L. James),,69,75
385,4,7:32.0,,K. Caldwell-Pope misses 2-pt dunk from 2 ft,69,75
386,4,7:26.0,Defensive rebound by R. O'Neale,,69,75
387,4,7:24.0,Turnover by T. Sefolosha (step out of bounds),,69,75
388,4,7:24.0,,LA Lakers full timeout,69,75
