,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,GOLDEN STATE_ACTION,WASHINGTON_SCORE,GOLDEN STATE_SCORE
387,4,6:44.0,T. Brown enters the game for K. Oubre,,103,128
388,4,6:44.0,,Q. Cook enters the game for S. Livingston,103,128
389,4,6:44.0,,A. McKinnie enters the game for K. Thompson,103,128
390,4,6:35.0,,Turnover by Team (shot clock),103,128
391,4,6:26.0,T. Bryant misses 2-pt layup from 2 ft (block by J. Bell),,103,128
392,4,6:24.0,Offensive rebound by T. Bryant,,103,128
393,4,6:24.0,T. Bryant misses 2-pt layup from 4 ft,,103,128
394,4,6:24.0,,Defensive rebound by A. McKinnie,103,128
395,4,6:18.0,,A. McKinnie misses 3-pt jump shot from 27 ft,103,128
396,4,6:18.0,Defensive rebound by T. Satoranský,,103,128
397,4,6:08.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,106,128
398,4,5:41.0,,Q. Cook misses 3-pt jump shot from 26 ft,106,128
399,4,5:41.0,,Offensive rebound by Team,106,128
400,4,5:40.0,,Turnover by Team (shot clock),106,128
401,4,5:26.0,J. McRae makes 2-pt jump shot from 15 ft,,108,128
402,4,5:11.0,,J. Bell makes 2-pt jump shot from 16 ft (assist by J. Jerebko),108,130
403,4,5:04.0,Personal foul by J. Bell (drawn by T. Bryant),,108,130
404,4,5:04.0,T. Bryant makes free throw 1 of 2,,109,130
405,4,5:04.0,T. Bryant makes free throw 2 of 2,,110,130
406,4,4:53.0,,Personal foul by T. Brown (drawn by J. Jerebko),110,130
407,4,4:53.0,,J. Jerebko makes free throw 1 of 2,110,131
408,4,4:53.0,,J. Jerebko misses free throw 2 of 2,110,131
409,4,4:53.0,Defensive rebound by T. Brown,,110,131
410,4,4:39.0,T. Brown misses 2-pt layup from 2 ft,,110,131
411,4,4:36.0,,Defensive rebound by J. Bell,110,131
412,4,4:32.0,Personal foul by J. Bell (drawn by T. Brown),,110,131
413,4,4:32.0,,Turnover by J. Bell (turnover),110,131
414,4,4:12.0,A. Rivers makes 3-pt jump shot from 25 ft (assist by J. McRae),,113,131
415,4,4:03.0,,Turnover by A. Iguodala (traveling),113,131
416,4,4:03.0,,J. Evans enters the game for A. Iguodala,113,131
417,4,3:51.0,J. McRae misses 3-pt jump shot from 29 ft,,113,131
418,4,3:50.0,Offensive rebound by T. Bryant,,113,131
419,4,3:44.0,Shooting foul by J. Evans (drawn by J. McRae),,113,131
420,4,3:44.0,T. Bryant makes free throw 1 of 2,,114,131
421,4,3:44.0,T. Bryant makes free throw 2 of 2,,115,131
422,4,3:32.0,,Q. Cook misses 2-pt jump shot from 16 ft,115,131
423,4,3:28.0,Defensive rebound by T. Bryant,,115,131
424,4,3:26.0,Turnover by A. Rivers (lost ball; steal by Q. Cook),,115,131
425,4,3:23.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by Q. Cook),115,133
426,4,3:09.0,T. Bryant misses 3-pt jump shot from 27 ft,,115,133
427,4,3:07.0,,Defensive rebound by J. Jerebko,115,133
428,4,2:50.0,,J. Jerebko misses 3-pt jump shot from 26 ft,115,133
429,4,2:48.0,Defensive rebound by J. McRae,,115,133
430,4,2:41.0,J. McRae misses 2-pt layup from 8 ft,,115,133
431,4,2:40.0,,Defensive rebound by A. McKinnie,115,133
432,4,2:33.0,,Q. Cook makes 3-pt jump shot from 23 ft (assist by J. Evans),115,136
433,4,2:20.0,A. Rivers misses 3-pt jump shot from 27 ft,,115,136
434,4,2:17.0,,Defensive rebound by A. McKinnie,115,136
435,4,2:12.0,,Q. Cook makes 2-pt layup from 2 ft (assist by J. Evans),115,138
436,4,2:05.0,Personal foul by J. Jerebko (drawn by T. Brown),,115,138
437,4,2:05.0,T. Brown makes free throw 1 of 2,,116,138
438,4,2:05.0,T. Brown makes free throw 2 of 2,,117,138
439,4,1:51.0,,J. Evans makes 2-pt jump shot from 17 ft (assist by J. Bell),117,140
440,4,1:39.0,T. Bryant misses 3-pt jump shot from 28 ft,,117,140
441,4,1:37.0,,Defensive rebound by J. Evans,117,140
442,4,1:27.0,,Q. Cook makes 2-pt layup from 4 ft (assist by J. Bell),117,142
443,4,1:11.0,T. Brown misses 2-pt jump shot from 11 ft,,117,142
444,4,1:10.0,,Defensive rebound by A. McKinnie,117,142
445,4,1:03.0,,Q. Cook misses 2-pt jump shot from 5 ft,117,142
446,4,1:03.0,Defensive rebound by Team,,117,142
447,4,0:47.0,A. Rivers makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,120,142
448,4,0:39.0,,Turnover by Q. Cook (bad pass; steal by T. Brown),120,142
449,4,0:35.0,T. Brown makes 2-pt layup from 3 ft,,122,142
450,4,0:17.0,,J. Bell makes 2-pt layup from 3 ft,122,144
451,4,0:03.0,A. Rivers misses 3-pt jump shot from 29 ft,,122,144
452,4,0:00.0,Offensive rebound by Team,,122,144
