,QUARTER,TIME_REMAINING,TORONTO_ACTION,BOSTON_ACTION,TORONTO_SCORE,BOSTON_SCORE
31,1,8:01.0,,J. Brown makes 2-pt layup from 1 ft,12,12
32,1,7:48.0,K. Leonard misses 3-pt jump shot from 23 ft,,12,12
33,1,7:46.0,,Defensive rebound by J. Tatum,12,12
34,1,7:39.0,,J. Tatum misses 2-pt jump shot from 18 ft,12,12
35,1,7:36.0,Defensive rebound by K. Leonard,,12,12
36,1,7:31.0,D. Green misses 3-pt jump shot from 26 ft,,12,12
37,1,7:26.0,,Defensive rebound by A. Horford,12,12
38,1,7:19.0,,Turnover by J. Brown (lost ball),12,12
39,1,7:01.0,S. Ibaka makes 2-pt jump shot from 8 ft (assist by P. Siakam),,14,12
40,1,6:47.0,,Personal foul by D. Green (drawn by A. Horford),14,12
41,1,6:47.0,,M. Smart enters the game for G. Hayward,14,12
42,1,6:42.0,,A. Horford misses 2-pt jump shot from 19 ft,14,12
43,1,6:39.0,Defensive rebound by K. Leonard,,14,12
44,1,6:30.0,K. Leonard makes 2-pt jump shot from 14 ft,,16,12
45,1,6:18.0,,J. Tatum misses 2-pt jump shot from 20 ft,16,12
46,1,6:15.0,Defensive rebound by P. Siakam,,16,12
47,1,5:55.0,P. Siakam misses 2-pt layup from 1 ft,,16,12
48,1,5:53.0,,Defensive rebound by J. Tatum,16,12
49,1,5:53.0,O. Anunoby enters the game for P. Siakam,,16,12
50,1,5:36.0,,J. Brown misses 3-pt jump shot from 25 ft,16,12
51,1,5:34.0,,Offensive rebound by A. Horford,16,12
52,1,5:31.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by A. Horford),16,15
53,1,5:22.0,Personal foul by J. Tatum (drawn by K. Lowry),,16,15
54,1,5:22.0,,M. Morris enters the game for J. Brown,16,15
55,1,5:03.0,K. Leonard misses 3-pt jump shot from 22 ft,,16,15
56,1,5:01.0,,Defensive rebound by A. Horford,16,15
57,1,4:48.0,,K. Irving makes 2-pt jump shot from 13 ft,16,17
58,1,4:24.0,K. Leonard misses 2-pt jump shot from 12 ft,,16,17
59,1,4:21.0,,Defensive rebound by M. Morris,16,17
60,1,4:13.0,,A. Horford makes 2-pt jump shot from 15 ft (assist by K. Irving),16,19
61,1,4:12.0,K. Lowry misses 3-pt jump shot from 22 ft,,16,19
62,1,4:01.0,,Defensive rebound by M. Smart,16,19
63,1,3:57.0,,Turnover by M. Smart (bad pass; steal by D. Green),16,19
64,1,3:51.0,Turnover by O. Anunoby (lost ball; steal by K. Irving),,16,19
65,1,3:46.0,,K. Irving makes 2-pt layup from 1 ft,16,21
66,1,3:33.0,S. Ibaka makes 2-pt layup from 1 ft (assist by K. Lowry),,18,21
67,1,3:33.0,Shooting foul by M. Smart (drawn by S. Ibaka),,18,21
68,1,3:33.0,F. VanVleet enters the game for K. Lowry,,18,21
69,1,3:33.0,,T. Rozier enters the game for J. Tatum,18,21
70,1,3:33.0,S. Ibaka makes free throw 1 of 1,,19,21
71,1,3:17.0,,K. Irving makes 2-pt jump shot from 13 ft,19,23
72,1,3:02.0,O. Anunoby misses 3-pt jump shot from 22 ft,,19,23
73,1,3:01.0,,Defensive rebound by T. Rozier,19,23
74,1,3:01.0,,Turnover by T. Rozier (lost ball; steal by K. Leonard),19,23
75,1,2:58.0,K. Leonard makes 2-pt dunk from 2 ft,,21,23
76,1,2:44.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by A. Horford),21,26
77,1,2:31.0,K. Leonard makes 2-pt jump shot from 14 ft (assist by F. VanVleet),,23,26
78,1,2:13.0,,M. Morris makes 2-pt layup at rim (assist by K. Irving),23,28
79,1,2:05.0,Personal foul by K. Irving (drawn by F. VanVleet),,23,28
80,1,2:05.0,,Boston full timeout,23,28
81,1,2:05.0,P. Siakam enters the game for S. Ibaka,,23,28
82,1,2:05.0,J. Valančiūnas enters the game for K. Leonard,,23,28
83,1,2:05.0,,A. Baynes enters the game for A. Horford,23,28
84,1,2:05.0,,G. Hayward enters the game for K. Irving,23,28
85,1,1:55.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by P. Siakam),,26,28
86,1,1:30.0,,M. Smart makes 2-pt hook shot from 3 ft (assist by A. Baynes),26,30
87,1,1:05.0,Shooting foul by M. Morris (drawn by P. Siakam),,26,30
88,1,1:05.0,P. Siakam misses free throw 1 of 2,,26,30
89,1,1:05.0,Offensive rebound by Team,,26,30
90,1,1:05.0,P. Siakam makes free throw 2 of 2,,27,30
91,1,0:53.0,,M. Smart misses 3-pt jump shot from 26 ft,27,30
92,1,0:51.0,Defensive rebound by J. Valančiūnas,,27,30
93,1,0:35.0,F. VanVleet misses 3-pt jump shot from 27 ft,,27,30
94,1,0:29.0,Offensive rebound by F. VanVleet,,27,30
95,1,0:28.0,F. VanVleet misses 3-pt jump shot from 30 ft,,27,30
96,1,0:25.0,Offensive rebound by P. Siakam,,27,30
97,1,0:23.0,Turnover by P. Siakam (lost ball; steal by G. Hayward),,27,30
98,1,0:18.0,,Turnover by M. Smart (bad pass),27,30
99,1,0:18.0,K. Leonard enters the game for P. Siakam,,27,30
100,1,0:18.0,K. Lowry enters the game for J. Valančiūnas,,27,30
101,1,0:01.0,K. Leonard misses 2-pt jump shot from 15 ft,,27,30
102,1,0:01.0,,Defensive rebound by M. Smart,27,30
103,2,11:44.0,,G. Hayward makes 2-pt layup from 1 ft,27,32
104,2,11:25.0,Turnover by P. Siakam (out of bounds lost ball),,27,32
105,2,11:16.0,,A. Baynes misses 2-pt jump shot from 13 ft,27,32
106,2,11:13.0,Defensive rebound by P. Siakam,,27,32
107,2,10:54.0,Turnover by J. Valančiūnas (bad pass; steal by G. Hayward),,27,32
108,2,10:51.0,,M. Morris makes 2-pt layup from 2 ft (assist by G. Hayward),27,34
109,2,10:51.0,,Shooting foul by P. Siakam (drawn by M. Morris),27,34
110,2,10:51.0,,M. Morris makes free throw 1 of 1,27,35
111,2,10:24.0,O. Anunoby makes 2-pt jump shot from 23 ft (assist by F. VanVleet),,29,35
112,2,10:17.0,,Personal foul by D. Wright (drawn by G. Hayward),29,35
113,2,10:17.0,K. Leonard enters the game for P. Siakam,,29,35
114,2,10:11.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by A. Baynes),29,38
115,2,9:59.0,D. Wright misses 2-pt layup from 1 ft,,29,38
116,2,9:58.0,Offensive rebound by J. Valančiūnas,,29,38
117,2,9:58.0,J. Valančiūnas makes 2-pt layup at rim,,31,38
118,2,9:39.0,,T. Rozier misses 2-pt jump shot from 18 ft,31,38
119,2,9:36.0,Defensive rebound by J. Valančiūnas,,31,38
120,2,9:23.0,F. VanVleet misses 3-pt jump shot from 26 ft,,31,38
121,2,9:20.0,,Defensive rebound by M. Morris,31,38
122,2,9:15.0,,Turnover by J. Brown (bad pass; steal by F. VanVleet),31,38
123,2,9:12.0,Offensive foul by O. Anunoby (drawn by A. Baynes),,31,38
124,2,9:12.0,Turnover by O. Anunoby (offensive foul),,31,38
125,2,8:59.0,,A. Baynes misses 2-pt layup from 1 ft,31,38
126,2,8:58.0,,Offensive rebound by A. Baynes,31,38
127,2,8:58.0,,Shooting foul by F. VanVleet (drawn by A. Baynes),31,38
128,2,8:58.0,,A. Baynes makes free throw 1 of 2,31,39
129,2,8:58.0,K. Lowry enters the game for O. Anunoby,,31,39
130,2,8:58.0,,A. Baynes makes free throw 2 of 2,31,40
131,2,8:32.0,Turnover by Team (shot clock),,31,40
132,2,8:20.0,,A. Baynes makes 2-pt hook shot from 5 ft (assist by T. Rozier),31,42
133,2,8:02.0,D. Wright misses 3-pt jump shot from 23 ft,,31,42
134,2,8:02.0,Offensive rebound by Team,,31,42
135,2,8:02.0,,Loose ball foul by A. Baynes (drawn by J. Valančiūnas),31,42
136,2,7:49.0,J. Valančiūnas misses 2-pt jump shot from 6 ft,,31,42
137,2,7:47.0,,Defensive rebound by A. Baynes,31,42
138,2,7:36.0,,M. Morris makes 2-pt jump shot from 15 ft,31,44
139,2,7:34.0,Toronto full timeout,,31,44
140,2,7:34.0,D. Green enters the game for F. VanVleet,,31,44
141,2,7:18.0,K. Leonard misses 2-pt jump shot from 7 ft,,31,44
142,2,7:15.0,,Defensive rebound by T. Rozier,31,44
143,2,7:02.0,,G. Hayward misses 2-pt jump shot from 18 ft,31,44
144,2,6:59.0,Defensive rebound by K. Lowry,,31,44
145,2,6:54.0,D. Green makes 3-pt jump shot from 26 ft (assist by D. Wright),,34,44
146,2,6:37.0,,T. Rozier misses 2-pt jump shot from 9 ft (block by J. Valančiūnas),34,44
147,2,6:36.0,Defensive rebound by Team,,34,44
148,2,6:36.0,,Loose ball foul by A. Baynes (drawn by D. Green),34,44
149,2,6:36.0,,K. Irving enters the game for M. Morris,34,44
150,2,6:22.0,K. Leonard misses 2-pt layup from 2 ft (block by J. Brown),,34,44
151,2,6:22.0,Offensive rebound by J. Valančiūnas,,34,44
152,2,6:22.0,J. Valančiūnas makes 2-pt layup from 2 ft,,36,44
153,2,6:22.0,Shooting foul by J. Brown (drawn by J. Valančiūnas),,36,44
154,2,6:22.0,,A. Horford enters the game for A. Baynes,36,44
155,2,6:22.0,J. Valančiūnas makes free throw 1 of 1,,37,44
156,2,6:09.0,,K. Irving makes 2-pt jump shot from 14 ft (assist by G. Hayward),37,46
157,2,5:54.0,D. Green makes 3-pt jump shot from 26 ft (assist by D. Wright),,40,46
158,2,5:37.0,,Offensive foul by G. Hayward (drawn by D. Green),40,46
159,2,5:37.0,,Turnover by G. Hayward (offensive foul),40,46
160,2,5:37.0,S. Ibaka enters the game for J. Valančiūnas,,40,46
161,2,5:37.0,,M. Smart enters the game for G. Hayward,40,46
162,2,5:37.0,,J. Tatum enters the game for T. Rozier,40,46
163,2,5:18.0,K. Leonard makes 2-pt layup from 2 ft,,42,46
164,2,5:07.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),42,49
165,2,4:54.0,K. Lowry misses 2-pt layup from 3 ft (block by K. Irving),,42,49
166,2,4:51.0,,Defensive rebound by A. Horford,42,49
167,2,4:48.0,,M. Smart misses 3-pt jump shot from 24 ft,42,49
168,2,4:46.0,,Offensive rebound by Team,42,49
169,2,4:38.0,,J. Tatum misses 3-pt jump shot from 25 ft,42,49
170,2,4:36.0,Defensive rebound by K. Leonard,,42,49
171,2,4:27.0,D. Green misses 3-pt jump shot from 23 ft,,42,49
172,2,4:24.0,,Defensive rebound by A. Horford,42,49
173,2,4:20.0,Violation by Team (kicked ball),,42,49
174,2,4:10.0,,K. Irving makes 2-pt jump shot from 10 ft (assist by M. Smart),42,51
175,2,4:01.0,K. Lowry makes 2-pt layup from 1 ft,,44,51
176,2,3:42.0,,J. Tatum misses 3-pt jump shot from 25 ft,44,51
177,2,3:40.0,Defensive rebound by K. Leonard,,44,51
178,2,3:38.0,Shooting foul by M. Smart (drawn by K. Lowry),,44,51
179,2,3:38.0,K. Lowry makes free throw 1 of 2,,45,51
180,2,3:38.0,P. Siakam enters the game for D. Wright,,45,51
181,2,3:38.0,,M. Morris enters the game for J. Brown,45,51
182,2,3:38.0,K. Lowry makes free throw 2 of 2,,46,51
183,2,3:16.0,,Turnover by M. Smart (bad pass; steal by P. Siakam),46,51
184,2,3:08.0,Personal foul by J. Tatum (drawn by K. Lowry),,46,51
185,2,3:08.0,,Violation by Team (delay of game),46,51
186,2,3:08.0,K. Lowry makes free throw 1 of 2,,47,51
187,2,3:08.0,K. Lowry makes free throw 2 of 2,,48,51
188,2,3:00.0,,M. Morris misses 3-pt jump shot from 26 ft,48,51
189,2,2:54.0,Defensive rebound by D. Green,,48,51
190,2,2:43.0,K. Leonard makes 2-pt jump shot from 16 ft,,50,51
191,2,2:35.0,,Boston full timeout,50,51
192,2,2:35.0,,G. Hayward enters the game for J. Tatum,50,51
193,2,2:26.0,,M. Morris misses 2-pt jump shot from 20 ft,50,51
194,2,2:23.0,,Offensive rebound by G. Hayward,50,51
195,2,2:11.0,,M. Smart misses 2-pt layup from 1 ft (block by D. Green),50,51
196,2,2:08.0,Defensive rebound by K. Lowry,,50,51
197,2,2:04.0,K. Lowry misses 2-pt hook shot from 5 ft,,50,51
198,2,2:02.0,,Defensive rebound by M. Smart,50,51
199,2,1:47.0,,Turnover by A. Horford (lost ball; steal by S. Ibaka),50,51
200,2,1:30.0,S. Ibaka makes 2-pt jump shot from 20 ft (assist by K. Leonard),,52,51
201,2,1:17.0,,K. Irving misses 2-pt jump shot from 21 ft,52,51
202,2,1:12.0,Defensive rebound by P. Siakam,,52,51
203,2,1:04.0,S. Ibaka misses 2-pt hook shot from 4 ft,,52,51
204,2,1:01.0,Offensive rebound by K. Leonard,,52,51
205,2,0:53.0,K. Leonard misses 2-pt jump shot from 7 ft,,52,51
206,2,0:51.0,Offensive rebound by K. Leonard,,52,51
207,2,0:50.0,K. Leonard misses 2-pt jump shot from 8 ft,,52,51
208,2,0:49.0,,Defensive rebound by K. Irving,52,51
209,2,0:49.0,,Personal foul by K. Lowry (drawn by K. Irving),52,51
210,2,0:49.0,F. VanVleet enters the game for K. Leonard,,52,51
211,2,0:49.0,,J. Tatum enters the game for M. Smart,52,51
212,2,0:38.0,,G. Hayward misses 3-pt jump shot from 25 ft,52,51
213,2,0:36.0,,Offensive rebound by M. Morris,52,51
214,2,0:36.0,,Shooting foul by D. Green (drawn by M. Morris),52,51
215,2,0:36.0,,M. Morris misses free throw 1 of 2,52,51
216,2,0:36.0,,Offensive rebound by Team,52,51
217,2,0:36.0,O. Anunoby enters the game for P. Siakam,,52,51
218,2,0:36.0,,M. Smart enters the game for G. Hayward,52,51
219,2,0:36.0,,M. Morris makes free throw 2 of 2,52,52
220,2,0:26.0,F. VanVleet misses 3-pt jump shot from 26 ft,,52,52
221,2,0:23.0,Offensive rebound by S. Ibaka,,52,52
222,2,0:14.0,Turnover by K. Lowry (discontinued dribble),,52,52
223,2,0:14.0,P. Siakam enters the game for D. Green,,52,52
224,2,0:14.0,D. Wright enters the game for K. Lowry,,52,52
225,2,0:14.0,,G. Hayward enters the game for M. Smart,52,52
226,2,0:02.0,,K. Irving makes 2-pt layup at rim,52,54
227,2,0:00.0,F. VanVleet misses 3-pt jump shot from 41 ft,,52,54
228,2,0:00.0,Offensive rebound by Team,,52,54
229,3,11:46.0,,Shooting foul by K. Lowry (drawn by K. Irving),52,54
230,3,11:46.0,,K. Irving misses free throw 1 of 2,52,54
231,3,11:46.0,,Offensive rebound by Team,52,54
232,3,11:46.0,,K. Irving misses free throw 2 of 2,52,54
233,3,11:44.0,Defensive rebound by K. Leonard,,52,54
234,3,11:33.0,Shooting foul by J. Brown (drawn by K. Leonard),,52,54
235,3,11:33.0,K. Leonard makes free throw 1 of 2,,53,54
236,3,11:33.0,K. Leonard makes free throw 2 of 2,,54,54
237,3,11:17.0,,J. Brown misses 3-pt jump shot from 27 ft,54,54
238,3,11:14.0,Defensive rebound by P. Siakam,,54,54
239,3,11:07.0,S. Ibaka misses 3-pt jump shot from 26 ft,,54,54
240,3,11:03.0,,Defensive rebound by A. Horford,54,54
241,3,10:58.0,,Turnover by K. Irving (bad pass; steal by K. Lowry),54,54
242,3,10:49.0,S. Ibaka makes 2-pt hook shot from 5 ft (assist by K. Lowry),,56,54
243,3,10:48.0,,Boston full timeout,56,54
244,3,10:29.0,,Turnover by G. Hayward (lost ball; steal by K. Lowry),56,54
245,3,10:20.0,S. Ibaka misses 2-pt jump shot from 18 ft,,56,54
246,3,10:18.0,,Defensive rebound by G. Hayward,56,54
247,3,10:10.0,,J. Brown misses 3-pt jump shot from 23 ft,56,54
248,3,10:07.0,Defensive rebound by K. Leonard,,56,54
249,3,9:59.0,K. Leonard makes 2-pt layup from 1 ft,,58,54
250,3,9:59.0,Shooting foul by J. Tatum (drawn by K. Leonard),,58,54
251,3,9:59.0,K. Leonard makes free throw 1 of 1,,59,54
252,3,9:41.0,,J. Brown misses 2-pt layup from 5 ft,59,54
253,3,9:37.0,,Offensive rebound by J. Brown,59,54
254,3,9:37.0,,J. Brown misses 2-pt layup at rim,59,54
255,3,9:36.0,Defensive rebound by K. Leonard,,59,54
256,3,9:27.0,Turnover by K. Lowry (lost ball; steal by K. Irving),,59,54
257,3,9:20.0,,A. Horford makes 2-pt layup from 2 ft (assist by G. Hayward),59,56
258,3,8:56.0,K. Leonard misses 2-pt jump shot from 15 ft,,59,56
259,3,8:54.0,,Defensive rebound by G. Hayward,59,56
260,3,8:50.0,,J. Tatum makes 3-pt jump shot from 23 ft (assist by G. Hayward),59,59
261,3,8:35.0,P. Siakam makes 2-pt layup from 1 ft,,61,59
262,3,8:18.0,,Shooting foul by D. Green (drawn by G. Hayward),61,59
263,3,8:18.0,,G. Hayward makes free throw 1 of 2,61,60
264,3,8:18.0,,M. Morris enters the game for J. Brown,61,60
265,3,8:18.0,,T. Rozier enters the game for J. Tatum,61,60
266,3,8:18.0,,G. Hayward makes free throw 2 of 2,61,61
267,3,8:01.0,D. Green misses 2-pt jump shot from 20 ft,,61,61
268,3,7:57.0,,Defensive rebound by M. Morris,61,61
269,3,7:51.0,,K. Irving makes 2-pt jump shot from 16 ft,61,63
270,3,7:32.0,Shooting foul by G. Hayward (drawn by P. Siakam),,61,63
271,3,7:32.0,P. Siakam makes free throw 1 of 2,,62,63
272,3,7:32.0,,M. Smart enters the game for G. Hayward,62,63
273,3,7:32.0,P. Siakam misses free throw 2 of 2,,62,63
274,3,7:30.0,,Defensive rebound by M. Smart,62,63
275,3,7:13.0,,K. Irving misses 2-pt layup from 1 ft,62,63
276,3,7:11.0,Defensive rebound by K. Leonard,,62,63
277,3,7:07.0,D. Green misses 3-pt jump shot from 24 ft,,62,63
278,3,7:04.0,,Defensive rebound by M. Smart,62,63
279,3,6:58.0,,Turnover by M. Morris (bad pass; steal by K. Leonard),62,63
280,3,6:53.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Lowry),,65,63
281,3,6:29.0,,K. Irving misses 2-pt jump shot from 17 ft,65,63
282,3,6:26.0,Defensive rebound by S. Ibaka,,65,63
283,3,6:22.0,Shooting foul by M. Morris (drawn by K. Leonard),,65,63
284,3,6:22.0,K. Leonard makes free throw 1 of 2,,66,63
285,3,6:22.0,K. Leonard misses free throw 2 of 2,,66,63
286,3,6:20.0,,Defensive rebound by M. Morris,66,63
287,3,6:04.0,,A. Horford misses 3-pt jump shot from 27 ft,66,63
288,3,6:00.0,Defensive rebound by P. Siakam,,66,63
289,3,5:51.0,Shooting foul by M. Morris (drawn by K. Lowry),,66,63
290,3,5:51.0,K. Lowry makes free throw 1 of 2,,67,63
291,3,5:51.0,K. Lowry misses free throw 2 of 2,,67,63
292,3,5:50.0,,Defensive rebound by M. Morris,67,63
293,3,5:36.0,,Personal foul by D. Green (drawn by A. Horford),67,63
294,3,5:36.0,F. VanVleet enters the game for D. Green,,67,63
295,3,5:30.0,,M. Smart makes 2-pt layup from 1 ft,67,65
296,3,5:30.0,,Shooting foul by S. Ibaka (drawn by M. Smart),67,65
297,3,5:30.0,,M. Smart makes free throw 1 of 1,67,66
298,3,5:16.0,P. Siakam misses 2-pt layup from 5 ft,,67,66
299,3,5:15.0,Offensive rebound by P. Siakam,,67,66
300,3,5:15.0,P. Siakam makes 2-pt layup from 1 ft,,69,66
301,3,4:53.0,,M. Morris misses 2-pt jump shot from 14 ft,69,66
302,3,4:52.0,Defensive rebound by K. Leonard,,69,66
303,3,4:47.0,S. Ibaka misses 2-pt dunk from 2 ft (block by A. Horford),,69,66
304,3,4:44.0,,Defensive rebound by K. Irving,69,66
305,3,4:40.0,,T. Rozier makes 2-pt layup from 2 ft (assist by K. Irving),69,68
306,3,4:32.0,Shooting foul by A. Horford (drawn by S. Ibaka),,69,68
307,3,4:32.0,S. Ibaka makes free throw 1 of 2,,70,68
308,3,4:32.0,,J. Tatum enters the game for K. Irving,70,68
309,3,4:32.0,S. Ibaka makes free throw 2 of 2,,71,68
310,3,4:22.0,,T. Rozier misses 3-pt jump shot from 26 ft,71,68
311,3,4:20.0,Defensive rebound by K. Leonard,,71,68
312,3,4:14.0,Personal foul by M. Smart (drawn by K. Leonard),,71,68
313,3,4:14.0,K. Leonard makes free throw 1 of 2,,72,68
314,3,4:14.0,D. Wright enters the game for P. Siakam,,72,68
315,3,4:14.0,K. Leonard makes free throw 2 of 2,,73,68
316,3,3:52.0,,A. Horford misses 2-pt jump shot from 14 ft (block by S. Ibaka),73,68
317,3,3:49.0,Defensive rebound by D. Wright,,73,68
318,3,3:43.0,K. Lowry makes 3-pt jump shot from 26 ft,,76,68
319,3,3:28.0,,Turnover by M. Smart (bad pass; steal by D. Wright),76,68
320,3,3:25.0,Shooting foul by J. Tatum (drawn by K. Lowry),,76,68
321,3,3:25.0,K. Lowry makes free throw 1 of 2,,77,68
322,3,3:25.0,P. Siakam enters the game for S. Ibaka,,77,68
323,3,3:25.0,J. Valančiūnas enters the game for K. Leonard,,77,68
324,3,3:25.0,,A. Baynes enters the game for A. Horford,77,68
325,3,3:25.0,K. Lowry makes free throw 2 of 2,,78,68
326,3,3:12.0,,J. Tatum makes 2-pt jump shot from 17 ft,78,70
327,3,2:51.0,J. Valančiūnas misses 2-pt jump shot from 10 ft,,78,70
328,3,2:47.0,,Defensive rebound by M. Morris,78,70
329,3,2:38.0,,M. Morris misses 2-pt layup from 3 ft (block by D. Wright),78,70
330,3,2:37.0,Defensive rebound by Team,,78,70
331,3,2:37.0,Toronto full timeout,,78,70
332,3,2:37.0,,G. Hayward enters the game for M. Smart,78,70
333,3,2:13.0,K. Lowry misses 2-pt jump shot from 21 ft,,78,70
334,3,2:10.0,,Defensive rebound by T. Rozier,78,70
335,3,1:56.0,,J. Tatum makes 2-pt jump shot from 19 ft (assist by G. Hayward),78,72
336,3,1:36.0,J. Valančiūnas misses 2-pt layup from 1 ft (block by A. Baynes),,78,72
337,3,1:36.0,Offensive rebound by Team,,78,72
338,3,1:29.0,P. Siakam misses 2-pt jump shot from 18 ft,,78,72
339,3,1:28.0,,Defensive rebound by G. Hayward,78,72
340,3,1:20.0,,Personal foul by P. Siakam (drawn by A. Baynes),78,72
341,3,1:20.0,,A. Baynes makes free throw 1 of 2,78,73
342,3,1:20.0,,A. Baynes makes free throw 2 of 2,78,74
343,3,1:01.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,80,74
344,3,0:46.0,,G. Hayward makes 2-pt jump shot from 20 ft (assist by A. Baynes),80,76
345,3,0:31.0,Turnover by K. Lowry (bad pass; steal by J. Tatum),,80,76
346,3,0:27.0,,T. Rozier makes 2-pt layup from 1 ft (assist by J. Tatum),80,78
347,3,0:05.0,P. Siakam makes 2-pt layup from 1 ft,,82,78
348,3,0:02.0,,Turnover by J. Tatum (out of bounds lost ball),82,78
349,3,0:00.0,K. Lowry misses 3-pt jump shot from 54 ft,,82,78
350,3,0:00.0,Offensive rebound by Team,,82,78
351,4,11:50.0,Shooting foul by A. Baynes (drawn by P. Siakam),,82,78
352,4,11:50.0,P. Siakam makes free throw 1 of 2,,83,78
353,4,11:50.0,P. Siakam makes free throw 2 of 2,,84,78
354,4,11:31.0,,Personal foul by P. Siakam (drawn by J. Brown),84,78
355,4,11:24.0,,T. Rozier misses 2-pt jump shot from 17 ft,84,78
356,4,11:22.0,Defensive rebound by K. Leonard,,84,78
357,4,11:08.0,F. VanVleet misses 3-pt jump shot from 24 ft,,84,78
358,4,11:05.0,,Defensive rebound by J. Brown,84,78
359,4,10:58.0,,J. Tatum misses 2-pt jump shot from 19 ft,84,78
360,4,10:54.0,Defensive rebound by D. Wright,,84,78
361,4,10:45.0,D. Wright misses 2-pt layup from 2 ft,,84,78
362,4,10:44.0,,Defensive rebound by A. Baynes,84,78
363,4,10:38.0,,J. Brown misses 2-pt jump shot from 13 ft,84,78
364,4,10:37.0,Defensive rebound by K. Leonard,,84,78
365,4,10:24.0,K. Leonard makes 2-pt layup from 1 ft,,86,78
366,4,10:24.0,,Boston full timeout,86,78
367,4,10:24.0,,K. Irving enters the game for T. Rozier,86,78
368,4,10:01.0,,K. Irving makes 2-pt jump shot from 15 ft (assist by A. Baynes),86,80
369,4,9:41.0,Turnover by F. VanVleet (bad pass; steal by J. Tatum),,86,80
370,4,9:37.0,,J. Tatum makes 2-pt layup from 3 ft,86,82
371,4,9:15.0,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by P. Siakam),,88,82
372,4,8:59.0,,J. Tatum makes 3-pt jump shot from 23 ft (assist by K. Irving),88,85
373,4,8:35.0,K. Leonard misses 3-pt jump shot from 26 ft,,88,85
374,4,8:31.0,,Defensive rebound by J. Tatum,88,85
375,4,8:26.0,,Turnover by J. Tatum (lost ball; steal by K. Leonard),88,85
376,4,8:22.0,Toronto full timeout,,88,85
377,4,8:20.0,Turnover by K. Leonard (lost ball; steal by K. Irving),,88,85
378,4,8:06.0,,Shooting foul by F. VanVleet (drawn by K. Irving),88,85
379,4,8:06.0,,K. Irving makes free throw 1 of 2,88,86
380,4,8:06.0,D. Green enters the game for K. Leonard,,88,86
381,4,8:06.0,K. Lowry enters the game for F. VanVleet,,88,86
382,4,8:06.0,,K. Irving makes free throw 2 of 2,88,87
383,4,7:53.0,Personal foul by K. Irving (drawn by K. Lowry),,88,87
384,4,7:40.0,P. Siakam misses 2-pt hook shot from 6 ft,,88,87
385,4,7:38.0,Offensive rebound by P. Siakam,,88,87
