,QUARTER,TIME_REMAINING,INDIANA_ACTION,DENVER_ACTION,INDIANA_SCORE,DENVER_SCORE
387,4,2:56.0,,G. Harris misses 3-pt jump shot from 28 ft,89,96
388,4,2:56.0,Defensive rebound by Team,,89,96
389,4,2:56.0,,Loose ball foul by N. Jokić (drawn by M. Turner),89,96
390,4,2:56.0,,Technical foul by N. Jokić,89,96
391,4,2:56.0,,Technical foul by N. Jokić,89,96
392,4,2:56.0,,N. Jokić ejected from game,89,96
393,4,2:56.0,B. Bogdanović makes technical free throw,,90,96
394,4,2:56.0,B. Bogdanović makes technical free throw,,91,96
395,4,2:56.0,,M. Plumlee enters the game for N. Jokić,91,96
396,4,2:56.0,M. Turner makes free throw 1 of 2,,92,96
397,4,2:56.0,M. Turner makes free throw 2 of 2,,93,96
398,4,2:42.0,,P. Millsap makes 2-pt jump shot from 5 ft (assist by W. Barton),93,98
399,4,2:17.0,D. Collison misses 2-pt jump shot from 15 ft,,93,98
400,4,2:13.0,,Defensive rebound by P. Millsap,93,98
401,4,2:00.0,,Personal foul by W. Matthews (drawn by P. Millsap),93,98
402,4,2:00.0,,P. Millsap makes free throw 1 of 2,93,99
403,4,2:00.0,,P. Millsap misses free throw 2 of 2,93,99
404,4,1:58.0,Defensive rebound by M. Turner,,93,99
405,4,1:47.0,T. Young misses 2-pt jump shot from 5 ft,,93,99
406,4,1:47.0,Offensive rebound by Team,,93,99
407,4,1:47.0,,Loose ball foul by W. Barton (drawn by M. Turner),93,99
408,4,1:47.0,M. Turner misses free throw 1 of 2,,93,99
409,4,1:47.0,Offensive rebound by Team,,93,99
410,4,1:47.0,M. Turner makes free throw 2 of 2,,94,99
411,4,1:33.0,,Personal foul by W. Matthews (drawn by W. Barton),94,99
412,4,1:33.0,,W. Barton misses free throw 1 of 2,94,99
413,4,1:33.0,,Offensive rebound by Team,94,99
414,4,1:33.0,,W. Barton makes free throw 2 of 2,94,100
415,4,1:15.0,Shooting foul by M. Plumlee (drawn by B. Bogdanović),,94,100
416,4,1:15.0,,J. Hernangómez enters the game for M. Plumlee,94,100
417,4,1:15.0,B. Bogdanović makes free throw 1 of 2,,95,100
418,4,1:15.0,B. Bogdanović makes free throw 2 of 2,,96,100
419,4,0:59.0,,J. Murray misses 3-pt jump shot from 25 ft,96,100
420,4,0:55.0,Defensive rebound by T. Young,,96,100
421,4,0:47.0,M. Turner makes 2-pt layup from 3 ft (assist by B. Bogdanović),,98,100
422,4,0:47.0,Shooting foul by P. Millsap (drawn by M. Turner),,98,100
423,4,0:47.0,M. Turner makes free throw 1 of 1,,99,100
424,4,0:47.0,,Denver full timeout,99,100
425,4,0:35.0,,P. Millsap misses 3-pt jump shot from 26 ft,99,100
426,4,0:29.0,,Offensive rebound by G. Harris,99,100
427,4,0:28.0,,J. Murray misses 3-pt jump shot from 25 ft,99,100
428,4,0:27.0,Defensive rebound by Team,,99,100
429,4,0:27.0,,Loose ball foul by J. Hernangómez (drawn by M. Turner),99,100
430,4,0:27.0,M. Turner misses free throw 1 of 2,,99,100
431,4,0:27.0,Offensive rebound by Team,,99,100
432,4,0:27.0,,T. Lyles enters the game for J. Hernangómez,99,100
433,4,0:27.0,M. Turner makes free throw 2 of 2,,100,100
434,4,0:27.0,,Denver full timeout,100,100
435,4,0:27.0,,M. Morris enters the game for T. Lyles,100,100
436,4,0:27.0,Indiana full timeout,,100,100
437,4,0:07.0,,P. Millsap makes 2-pt layup from 2 ft (assist by J. Murray),100,102
438,4,0:07.0,Indiana full timeout,,100,102
439,4,0:07.0,,T. Craig enters the game for M. Morris,100,102
440,4,0:02.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,100,102
441,4,0:01.0,,Defensive rebound by Team,100,102
