,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHARLOTTE_ACTION,ATLANTA_SCORE,CHARLOTTE_SCORE
34,1,8:04.0,,Defensive rebound by C. Zeller,9,3
35,1,8:00.0,,Shooting foul by K. Bazemore (drawn by M. Williams),9,3
36,1,8:00.0,,M. Williams misses free throw 1 of 2,9,3
37,1,8:00.0,,Offensive rebound by Team,9,3
38,1,8:00.0,D. Bembry enters the game for K. Bazemore,,9,3
39,1,8:00.0,,M. Williams makes free throw 2 of 2,9,4
40,1,7:47.0,K. Huerter misses 3-pt jump shot from 25 ft,,9,4
41,1,7:45.0,Offensive rebound by O. Spellman,,9,4
42,1,7:40.0,O. Spellman misses 3-pt jump shot from 25 ft,,9,4
43,1,7:38.0,Offensive rebound by K. Huerter,,9,4
44,1,7:31.0,D. Bembry misses 3-pt jump shot from 26 ft,,9,4
45,1,7:30.0,,Defensive rebound by Team,9,4
46,1,7:21.0,,Turnover by K. Walker (bad pass; steal by A. Len),9,4
47,1,7:17.0,Turnover by T. Young (lost ball; steal by K. Walker),,9,4
48,1,7:13.0,,K. Walker makes 2-pt layup from 2 ft,9,6
49,1,7:05.0,Atlanta full timeout,,9,6
50,1,7:05.0,V. Carter enters the game for O. Spellman,,9,6
51,1,7:05.0,,W. Hernangómez enters the game for M. Williams,9,6
52,1,7:05.0,,M. Kidd-Gilchrist enters the game for C. Zeller,9,6
53,1,6:56.0,Turnover by T. Young (bad pass),,9,6
54,1,6:41.0,,J. Lamb makes 3-pt jump shot from 23 ft,9,9
55,1,6:28.0,T. Young makes 2-pt layup from 1 ft,,11,9
56,1,6:19.0,,Turnover by K. Walker (bad pass; steal by V. Carter),11,9
57,1,6:11.0,K. Huerter misses 3-pt jump shot from 26 ft,,11,9
58,1,6:09.0,,Defensive rebound by W. Hernangómez,11,9
59,1,6:01.0,,J. Lamb makes 2-pt jump shot from 17 ft (assist by K. Walker),11,11
60,1,5:49.0,T. Young misses 2-pt jump shot from 18 ft,,11,11
61,1,5:46.0,,Defensive rebound by J. Lamb,11,11
62,1,5:26.0,,N. Batum makes 3-pt jump shot from 23 ft (assist by M. Kidd-Gilchrist),11,14
63,1,5:19.0,A. Len misses 2-pt layup from 1 ft,,11,14
64,1,5:16.0,,Defensive rebound by W. Hernangómez,11,14
65,1,5:13.0,,K. Walker misses 3-pt jump shot from 25 ft,11,14
66,1,5:11.0,Defensive rebound by D. Bembry,,11,14
67,1,5:11.0,D. Dedmon enters the game for K. Huerter,,11,14
68,1,5:11.0,T. Dorsey enters the game for A. Len,,11,14
69,1,5:11.0,J. Lin enters the game for T. Young,,11,14
70,1,5:11.0,,M. Bridges enters the game for N. Batum,11,14
71,1,4:51.0,V. Carter misses 2-pt jump shot from 12 ft,,11,14
72,1,4:49.0,,Defensive rebound by W. Hernangómez,11,14
73,1,4:43.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft,11,14
74,1,4:40.0,Defensive rebound by D. Bembry,,11,14
75,1,4:29.0,D. Bembry makes 3-pt jump shot from 24 ft (assist by T. Dorsey),,14,14
76,1,4:15.0,,K. Walker makes 2-pt jump shot from 2 ft,14,16
77,1,3:59.0,V. Carter makes 2-pt dunk from 1 ft,,16,16
78,1,3:48.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by K. Walker),16,18
79,1,3:26.0,J. Lin makes 2-pt jump shot from 6 ft,,18,18
80,1,3:16.0,,K. Walker misses 3-pt jump shot from 25 ft,18,18
81,1,3:14.0,Defensive rebound by T. Dorsey,,18,18
82,1,3:07.0,T. Dorsey misses 2-pt layup from 2 ft (block by W. Hernangómez),,18,18
83,1,3:03.0,,Defensive rebound by K. Walker,18,18
84,1,2:59.0,,J. Lamb misses 3-pt jump shot from 26 ft,18,18
85,1,2:58.0,,Offensive rebound by Team,18,18
86,1,2:58.0,Loose ball foul by J. Lin (drawn by M. Kidd-Gilchrist),,18,18
87,1,2:58.0,,Charlotte full timeout,18,18
88,1,2:58.0,,M. Monk enters the game for J. Lamb,18,18
89,1,2:58.0,,T. Parker enters the game for K. Walker,18,18
90,1,2:53.0,,T. Parker makes 2-pt jump shot from 9 ft,18,20
91,1,2:53.0,Violation by Team (def goaltending),,18,20
92,1,2:38.0,J. Lin makes 2-pt jump shot from 17 ft,,20,20
93,1,2:24.0,,M. Monk misses 3-pt jump shot from 23 ft,20,20
94,1,2:24.0,Defensive rebound by D. Dedmon,,20,20
95,1,2:16.0,J. Lin makes 3-pt jump shot from 26 ft,,23,20
96,1,2:02.0,,M. Bridges misses 3-pt jump shot from 23 ft,23,20
97,1,2:02.0,,Offensive rebound by W. Hernangómez,23,20
98,1,1:57.0,,M. Bridges makes 2-pt dunk from 2 ft (assist by W. Hernangómez),23,22
99,1,1:33.0,D. Bembry misses 3-pt jump shot from 26 ft,,23,22
100,1,1:30.0,,Defensive rebound by W. Hernangómez,23,22
101,1,1:18.0,,T. Parker misses 2-pt layup from 2 ft,23,22
102,1,1:16.0,Defensive rebound by D. Dedmon,,23,22
103,1,1:15.0,Personal foul by T. Parker (drawn by T. Dorsey),,23,22
104,1,0:50.0,J. Lin misses 2-pt jump shot from 15 ft,,23,22
105,1,0:48.0,,Defensive rebound by M. Bridges,23,22
106,1,0:45.0,,Personal foul by T. Dorsey (drawn by M. Monk),23,22
107,1,0:45.0,,M. Monk misses free throw 1 of 2,23,22
108,1,0:45.0,,Offensive rebound by Team,23,22
109,1,0:45.0,,M. Monk makes free throw 2 of 2,23,23
110,1,0:29.0,D. Bembry misses 2-pt layup from 1 ft,,23,23
111,1,0:26.0,,Defensive rebound by M. Kidd-Gilchrist,23,23
112,1,0:17.0,,Turnover by T. Parker (step out of bounds),23,23
113,1,0:03.0,J. Lin makes 2-pt jump shot from 8 ft,,25,23
114,1,0:00.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 52 ft,25,23
115,1,0:00.0,,Offensive rebound by Team,25,23
116,2,11:51.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by A. Poythress),25,23
117,2,11:51.0,,Offensive rebound by Team,25,23
118,2,11:46.0,,M. Williams makes 2-pt layup from 5 ft (assist by M. Monk),25,25
119,2,11:27.0,A. Len makes 2-pt layup from 2 ft,,27,25
120,2,11:06.0,,Turnover by M. Williams (lost ball; steal by J. Lin),27,25
121,2,10:53.0,Turnover by J. Lin (bad pass; steal by M. Monk),,27,25
122,2,10:52.0,,M. Monk misses 2-pt layup from 2 ft (block by K. Bazemore),27,25
123,2,10:52.0,Defensive rebound by J. Lin,,27,25
124,2,10:34.0,A. Len misses 2-pt layup from 2 ft,,27,25
125,2,10:31.0,,Defensive rebound by M. Kidd-Gilchrist,27,25
126,2,10:31.0,,T. Parker makes 2-pt layup from 3 ft,27,27
127,2,10:31.0,,Shooting foul by J. Lin (drawn by M. Monk),27,27
128,2,10:31.0,,N. Batum enters the game for M. Kidd-Gilchrist,27,27
129,2,10:31.0,,T. Parker misses free throw 1 of 1,27,27
130,2,10:24.0,Defensive rebound by K. Bazemore,,27,27
131,2,10:12.0,K. Huerter makes 2-pt layup from 1 ft (assist by A. Len),,29,27
132,2,10:02.0,,M. Williams misses 3-pt jump shot from 26 ft,29,27
133,2,9:58.0,Defensive rebound by A. Poythress,,29,27
134,2,9:55.0,Shooting foul by M. Bridges (drawn by J. Lin),,29,27
135,2,9:55.0,J. Lin makes free throw 1 of 2,,30,27
136,2,9:55.0,O. Spellman enters the game for A. Len,,30,27
137,2,9:55.0,J. Lin makes free throw 2 of 2,,31,27
138,2,9:42.0,,Turnover by M. Monk (traveling),31,27
139,2,9:25.0,O. Spellman misses 2-pt layup from 2 ft,,31,27
140,2,9:20.0,Offensive rebound by A. Poythress,,31,27
141,2,9:20.0,A. Poythress misses 2-pt layup at rim,,31,27
142,2,9:20.0,,Defensive rebound by M. Williams,31,27
143,2,9:20.0,,Shooting foul by J. Lin (drawn by T. Parker),31,27
144,2,9:20.0,,T. Parker misses free throw 1 of 2,31,27
145,2,9:20.0,,Offensive rebound by Team,31,27
146,2,9:20.0,T. Young enters the game for J. Lin,,31,27
147,2,9:20.0,,T. Parker misses free throw 2 of 2,31,27
148,2,9:17.0,Defensive rebound by O. Spellman,,31,27
149,2,9:05.0,Turnover by T. Young (step out of bounds),,31,27
150,2,8:55.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by N. Batum),31,30
151,2,8:53.0,Atlanta full timeout,,31,30
152,2,8:53.0,,K. Walker enters the game for M. Bridges,31,30
153,2,8:34.0,T. Young misses 3-pt jump shot from 26 ft,,31,30
154,2,8:30.0,,Defensive rebound by K. Walker,31,30
155,2,8:28.0,,Personal foul by K. Huerter (drawn by M. Monk),31,30
156,2,8:14.0,,Turnover by M. Monk (bad pass; steal by K. Huerter),31,30
157,2,8:04.0,Turnover by T. Young (bad pass; steal by M. Williams),,31,30
158,2,8:04.0,,Offensive foul by M. Williams (drawn by T. Young),31,30
159,2,8:04.0,,Turnover by M. Williams (offensive foul),31,30
160,2,8:04.0,,J. Lamb enters the game for T. Parker,31,30
161,2,7:54.0,K. Huerter makes 2-pt dunk from 1 ft (assist by T. Young),,33,30
162,2,7:37.0,,M. Williams makes 2-pt layup from 2 ft (assist by K. Walker),33,32
163,2,7:27.0,Turnover by T. Young (bad pass),,33,32
164,2,7:16.0,,Turnover by K. Walker (bad pass; steal by K. Bazemore),33,32
165,2,7:12.0,K. Huerter misses 2-pt layup from 2 ft,,33,32
166,2,7:09.0,Offensive rebound by T. Young,,33,32
167,2,7:06.0,A. Poythress makes 2-pt layup from 1 ft (assist by T. Young),,35,32
168,2,7:06.0,,Charlotte full timeout,35,32
169,2,7:06.0,D. Bembry enters the game for K. Bazemore,,35,32
170,2,7:06.0,V. Carter enters the game for A. Poythress,,35,32
171,2,7:06.0,D. Dedmon enters the game for O. Spellman,,35,32
172,2,7:06.0,,M. Kidd-Gilchrist enters the game for M. Monk,35,32
173,2,7:06.0,,C. Zeller enters the game for M. Williams,35,32
174,2,6:47.0,,Shooting foul by V. Carter (drawn by J. Lamb),35,32
175,2,6:47.0,,J. Lamb misses free throw 1 of 2,35,32
176,2,6:47.0,,Offensive rebound by Team,35,32
177,2,6:47.0,,J. Lamb makes free throw 2 of 2,35,33
178,2,6:39.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Dedmon),,35,33
179,2,6:39.0,D. Dedmon misses free throw 1 of 2,,35,33
180,2,6:39.0,Offensive rebound by Team,,35,33
181,2,6:39.0,D. Dedmon misses free throw 2 of 2,,35,33
182,2,6:36.0,,Defensive rebound by J. Lamb,35,33
183,2,6:28.0,,N. Batum misses 2-pt layup from 1 ft (block by D. Dedmon),35,33
184,2,6:24.0,Defensive rebound by D. Dedmon,,35,33
185,2,6:19.0,Turnover by V. Carter (bad pass),,35,33
186,2,6:09.0,,K. Walker makes 2-pt jump shot from 15 ft,35,35
187,2,5:54.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Young),,37,35
188,2,5:41.0,,N. Batum misses 3-pt jump shot from 25 ft,37,35
189,2,5:41.0,,Offensive rebound by Team,37,35
190,2,5:41.0,,M. Bridges enters the game for M. Kidd-Gilchrist,37,35
191,2,5:32.0,,M. Bridges makes 2-pt layup from 2 ft (assist by N. Batum),37,37
192,2,5:20.0,T. Young makes 2-pt layup from 1 ft,,39,37
193,2,5:07.0,,Offensive foul by J. Lamb (drawn by D. Dedmon),39,37
194,2,5:07.0,,Turnover by J. Lamb (offensive foul),39,37
195,2,4:59.0,T. Young makes 2-pt jump shot from 20 ft,,41,37
196,2,4:44.0,,K. Walker makes 2-pt jump shot from 13 ft,41,39
197,2,4:29.0,V. Carter misses 3-pt jump shot from 25 ft,,41,39
198,2,4:25.0,Offensive rebound by D. Dedmon,,41,39
199,2,4:24.0,T. Young misses 3-pt jump shot from 25 ft,,41,39
200,2,4:21.0,,Defensive rebound by M. Bridges,41,39
201,2,4:14.0,,K. Walker makes 2-pt layup from 1 ft,41,41
202,2,4:03.0,Def 3 sec tech foul by Team,,41,41
203,2,4:03.0,K. Huerter makes technical free throw,,42,41
204,2,3:52.0,T. Young makes 2-pt layup from 1 ft,,44,41
205,2,3:42.0,,M. Bridges misses 2-pt jump shot from 22 ft,44,41
206,2,3:39.0,Defensive rebound by D. Dedmon,,44,41
207,2,3:33.0,D. Dedmon makes 2-pt layup from 1 ft (assist by T. Young),,46,41
208,2,3:17.0,,J. Lamb misses 2-pt layup from 6 ft (block by V. Carter),46,41
209,2,3:17.0,,Offensive rebound by Team,46,41
210,2,3:17.0,A. Poythress enters the game for V. Carter,,46,41
211,2,3:15.0,,J. Lamb misses 2-pt jump shot from 4 ft (block by A. Poythress),46,41
212,2,3:11.0,Defensive rebound by K. Huerter,,46,41
213,2,2:55.0,T. Young makes 2-pt layup from 2 ft,,48,41
214,2,2:38.0,,M. Bridges makes 2-pt layup from 2 ft,48,43
215,2,2:38.0,,Shooting foul by D. Dedmon (drawn by M. Bridges),48,43
216,2,2:38.0,,T. Parker enters the game for J. Lamb,48,43
217,2,2:38.0,,M. Bridges makes free throw 1 of 1,48,44
218,2,2:24.0,D. Dedmon misses 3-pt jump shot from 26 ft,,48,44
219,2,2:21.0,Offensive rebound by A. Poythress,,48,44
220,2,2:17.0,T. Young misses 3-pt jump shot from 27 ft,,48,44
221,2,2:11.0,,Defensive rebound by N. Batum,48,44
222,2,2:04.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by T. Parker),48,47
223,2,1:34.0,D. Dedmon makes 2-pt jump shot from 6 ft (assist by D. Bembry),,50,47
224,2,1:21.0,,K. Walker misses 2-pt layup from 2 ft (block by D. Dedmon),50,47
225,2,1:21.0,,Offensive rebound by Team,50,47
226,2,1:21.0,T. Dorsey enters the game for D. Bembry,,50,47
227,2,1:21.0,A. Len enters the game for D. Dedmon,,50,47
228,2,1:14.0,,K. Walker makes 3-pt jump shot from 26 ft,50,50
229,2,1:02.0,T. Young makes 2-pt layup from 2 ft,,52,50
230,2,0:48.0,,K. Walker misses 3-pt jump shot from 25 ft,52,50
231,2,0:46.0,Defensive rebound by A. Poythress,,52,50
232,2,0:29.0,A. Len misses 3-pt jump shot from 23 ft,,52,50
233,2,0:26.0,,Defensive rebound by N. Batum,52,50
234,2,0:09.0,,Personal foul by T. Dorsey (drawn by K. Walker),52,50
235,2,0:09.0,,K. Walker misses free throw 1 of 2,52,50
236,2,0:09.0,,Offensive rebound by Team,52,50
237,2,0:09.0,,J. Lamb enters the game for T. Parker,52,50
238,2,0:09.0,,K. Walker makes free throw 2 of 2,52,51
239,2,0:02.0,T. Young makes 2-pt layup from 2 ft,,54,51
240,2,0:00.0,,J. Lamb misses 3-pt jump shot from 25 ft,54,51
241,2,0:00.0,,Offensive rebound by Team,54,51
242,3,11:39.0,,M. Williams makes 2-pt jump shot from 6 ft (assist by N. Batum),54,53
243,3,11:20.0,Turnover by K. Huerter (bad pass; steal by J. Lamb),,54,53
244,3,11:13.0,,J. Lamb makes 2-pt jump shot from 11 ft,54,55
245,3,10:59.0,Turnover by T. Young (lost ball; steal by K. Walker),,54,55
246,3,10:53.0,,M. Williams makes 2-pt jump shot from 22 ft (assist by K. Walker),54,57
247,3,10:53.0,Atlanta full timeout,,54,57
248,3,10:44.0,Personal foul by N. Batum (drawn by O. Spellman),,54,57
249,3,10:31.0,A. Len misses 3-pt jump shot from 23 ft,,54,57
250,3,10:27.0,,Defensive rebound by N. Batum,54,57
251,3,10:22.0,,M. Williams misses 3-pt jump shot from 26 ft,54,57
252,3,10:18.0,Defensive rebound by A. Len,,54,57
253,3,10:12.0,Turnover by K. Bazemore (bad pass),,54,57
254,3,9:49.0,,M. Williams misses 2-pt layup from 5 ft,54,57
255,3,9:46.0,Defensive rebound by A. Len,,54,57
256,3,9:40.0,Offensive foul by A. Len (drawn by K. Walker),,54,57
257,3,9:40.0,Turnover by A. Len (offensive foul),,54,57
258,3,9:29.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by K. Walker),54,60
259,3,9:18.0,T. Young misses 3-pt jump shot from 26 ft,,54,60
260,3,9:15.0,,Defensive rebound by C. Zeller,54,60
261,3,9:02.0,,Turnover by J. Lamb (traveling),54,60
262,3,8:52.0,K. Bazemore misses 3-pt jump shot from 25 ft,,54,60
263,3,8:48.0,,Defensive rebound by M. Williams,54,60
264,3,8:40.0,,Turnover by J. Lamb (lost ball; steal by K. Bazemore),54,60
265,3,8:35.0,O. Spellman makes 2-pt dunk from 1 ft (assist by T. Young),,56,60
266,3,8:22.0,,Offensive foul by C. Zeller (drawn by K. Bazemore),56,60
267,3,8:22.0,,Turnover by C. Zeller (offensive foul),56,60
268,3,8:22.0,V. Carter enters the game for O. Spellman,,56,60
269,3,8:13.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by T. Young),,59,60
270,3,8:03.0,,K. Walker makes 2-pt layup from 2 ft,59,62
271,3,7:53.0,A. Len makes 2-pt hook shot from 5 ft (assist by V. Carter),,61,62
272,3,7:43.0,,K. Walker makes 3-pt jump shot from 25 ft,61,65
273,3,7:25.0,T. Young makes 2-pt jump shot from 10 ft (assist by K. Huerter),,63,65
274,3,7:12.0,,M. Williams misses 2-pt layup from 5 ft (block by V. Carter),63,65
275,3,7:12.0,Defensive rebound by T. Young,,63,65
276,3,7:12.0,Flagrant foul type 1 by M. Williams (drawn by V. Carter),,63,65
277,3,7:12.0,V. Carter makes flagrant free throw 1 of 2,,64,65
278,3,7:12.0,V. Carter makes flagrant free throw 2 of 2,,65,65
279,3,7:12.0,,W. Hernangómez enters the game for M. Williams,65,65
280,3,7:12.0,,M. Kidd-Gilchrist enters the game for C. Zeller,65,65
281,3,6:57.0,Turnover by A. Len (bad pass; steal by W. Hernangómez),,65,65
282,3,6:52.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by J. Lamb),65,68
283,3,6:41.0,T. Young misses 2-pt jump shot from 12 ft,,65,68
284,3,6:38.0,,Defensive rebound by K. Walker,65,68
285,3,6:31.0,,Turnover by K. Walker (bad pass; steal by V. Carter),65,68
286,3,6:29.0,K. Bazemore misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),,65,68
287,3,6:29.0,Offensive rebound by Team,,65,68
288,3,6:29.0,D. Bembry enters the game for K. Huerter,,65,68
289,3,6:29.0,D. Dedmon enters the game for A. Len,,65,68
290,3,6:29.0,J. Lin enters the game for T. Young,,65,68
291,3,6:18.0,K. Bazemore makes 2-pt jump shot from 22 ft (assist by J. Lin),,67,68
292,3,5:55.0,,J. Lamb makes 2-pt jump shot from 17 ft,67,70
293,3,5:41.0,K. Bazemore makes 2-pt layup from 2 ft,,69,70
294,3,5:28.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by K. Walker),69,72
295,3,5:15.0,Offensive foul by D. Dedmon (drawn by J. Lamb),,69,72
296,3,5:15.0,Turnover by D. Dedmon (offensive foul),,69,72
297,3,5:06.0,,K. Walker misses 2-pt layup from 2 ft,69,72
298,3,5:05.0,,Offensive rebound by M. Kidd-Gilchrist,69,72
299,3,5:05.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,69,72
300,3,5:03.0,,Offensive rebound by M. Kidd-Gilchrist,69,72
301,3,5:03.0,,M. Kidd-Gilchrist misses 2-pt layup at rim,69,72
302,3,5:02.0,Defensive rebound by Team,,69,72
303,3,4:44.0,K. Bazemore makes 2-pt layup from 1 ft,,71,72
304,3,4:16.0,,K. Walker misses 2-pt jump shot from 14 ft,71,72
305,3,4:14.0,Defensive rebound by D. Bembry,,71,72
306,3,4:05.0,J. Lin makes 2-pt layup from 1 ft (assist by K. Bazemore),,73,72
307,3,4:05.0,,Charlotte full timeout,73,72
308,3,4:05.0,,M. Bridges enters the game for N. Batum,73,72
309,3,4:05.0,,T. Parker enters the game for J. Lamb,73,72
310,3,3:59.0,,Personal foul by D. Bembry (drawn by K. Walker),73,72
311,3,3:53.0,,Personal foul by D. Dedmon (drawn by K. Walker),73,72
312,3,3:44.0,,Shooting foul by K. Bazemore (drawn by W. Hernangómez),73,72
313,3,3:44.0,,W. Hernangómez makes free throw 1 of 2,73,73
314,3,3:44.0,,W. Hernangómez makes free throw 2 of 2,73,74
315,3,3:23.0,Turnover by J. Lin (bad pass; steal by W. Hernangómez),,73,74
316,3,3:17.0,,Turnover by K. Walker (bad pass; steal by D. Bembry),73,74
317,3,3:10.0,D. Dedmon misses 2-pt layup from 2 ft (block by T. Parker),,73,74
318,3,3:06.0,,Defensive rebound by W. Hernangómez,73,74
319,3,2:55.0,,M. Bridges misses 2-pt jump shot from 13 ft,73,74
320,3,2:52.0,,Offensive rebound by M. Kidd-Gilchrist,73,74
321,3,2:36.0,,K. Walker misses 2-pt jump shot from 21 ft,73,74
322,3,2:35.0,,Offensive rebound by W. Hernangómez,73,74
323,3,2:35.0,,Shooting foul by D. Dedmon (drawn by W. Hernangómez),73,74
324,3,2:35.0,,W. Hernangómez makes free throw 1 of 2,73,75
325,3,2:35.0,A. Poythress enters the game for V. Carter,,73,75
326,3,2:35.0,,W. Hernangómez makes free throw 2 of 2,73,76
327,3,2:21.0,Turnover by J. Lin (bad pass),,73,76
328,3,2:07.0,,M. Bridges misses 2-pt jump shot from 7 ft,73,76
329,3,2:05.0,,Offensive rebound by M. Kidd-Gilchrist,73,76
330,3,2:03.0,,W. Hernangómez makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),73,79
331,3,1:53.0,K. Bazemore makes 3-pt jump shot from 25 ft (assist by J. Lin),,76,79
332,3,1:37.0,,K. Walker misses 3-pt jump shot from 25 ft,76,79
333,3,1:34.0,Defensive rebound by K. Bazemore,,76,79
334,3,1:25.0,D. Dedmon misses 2-pt jump shot from 9 ft,,76,79
335,3,1:22.0,,Defensive rebound by W. Hernangómez,76,79
336,3,1:04.0,,T. Parker makes 2-pt layup from 3 ft,76,81
337,3,0:53.0,Turnover by A. Poythress (bad pass),,76,81
338,3,0:53.0,T. Dorsey enters the game for K. Bazemore,,76,81
339,3,0:53.0,,M. Monk enters the game for K. Walker,76,81
340,3,0:42.0,,T. Parker misses 2-pt layup from 1 ft,76,81
341,3,0:40.0,Defensive rebound by A. Poythress,,76,81
342,3,0:35.0,Shooting foul by W. Hernangómez (drawn by A. Poythress),,76,81
343,3,0:35.0,A. Poythress misses free throw 1 of 2,,76,81
344,3,0:35.0,Offensive rebound by Team,,76,81
345,3,0:35.0,,N. Batum enters the game for M. Bridges,76,81
346,3,0:35.0,,M. Williams enters the game for M. Kidd-Gilchrist,76,81
347,3,0:35.0,A. Poythress makes free throw 2 of 2,,77,81
348,3,0:12.0,,M. Monk misses 2-pt layup from 3 ft,77,81
349,3,0:09.0,Defensive rebound by D. Dedmon,,77,81
350,3,0:08.0,Turnover by D. Dedmon (bad pass; steal by T. Parker),,77,81
351,3,0:00.0,,Turnover by W. Hernangómez (lost ball; steal by J. Lin),77,81
352,4,11:47.0,T. Young misses 3-pt jump shot from 26 ft,,77,81
353,4,11:43.0,,Defensive rebound by W. Hernangómez,77,81
354,4,11:30.0,,T. Parker misses 2-pt jump shot from 20 ft,77,81
355,4,11:29.0,Defensive rebound by Team,,77,81
356,4,11:29.0,,Loose ball foul by W. Hernangómez (drawn by A. Len),77,81
357,4,11:29.0,,M. Williams enters the game for M. Kidd-Gilchrist,77,81
358,4,11:16.0,A. Len misses 3-pt jump shot from 24 ft,,77,81
359,4,11:14.0,,Defensive rebound by M. Bridges,77,81
360,4,11:00.0,,M. Monk misses 2-pt jump shot from 22 ft,77,81
361,4,10:57.0,Defensive rebound by D. Bembry,,77,81
362,4,10:57.0,A. Poythress makes 2-pt layup from 2 ft (assist by D. Bembry),,79,81
363,4,10:57.0,,Violation by Team (def goaltending),79,81
364,4,10:44.0,,M. Bridges misses 3-pt jump shot from 25 ft,79,81
365,4,10:39.0,Defensive rebound by D. Bembry,,79,81
366,4,10:38.0,D. Bembry makes 2-pt layup from 1 ft,,81,81
367,4,10:38.0,,Charlotte full timeout,81,81
368,4,10:38.0,,C. Zeller enters the game for W. Hernangómez,81,81
369,4,10:22.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by M. Monk),81,83
370,4,10:04.0,A. Poythress makes 3-pt jump shot from 24 ft (assist by T. Young),,84,83
371,4,9:48.0,,C. Zeller makes 2-pt layup from 1 ft (assist by M. Bridges),84,85
372,4,9:29.0,Turnover by A. Len (traveling),,84,85
373,4,9:29.0,,N. Batum enters the game for M. Bridges,84,85
374,4,9:12.0,,M. Monk makes 2-pt layup from 1 ft (assist by C. Zeller),84,87
375,4,8:49.0,Shooting foul by M. Williams (drawn by K. Huerter),,84,87
376,4,8:49.0,K. Huerter makes free throw 1 of 2,,85,87
377,4,8:49.0,D. Dedmon enters the game for A. Len,,85,87
378,4,8:49.0,K. Huerter makes free throw 2 of 2,,86,87
379,4,8:38.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by M. Monk),86,90
380,4,8:24.0,T. Young misses 2-pt jump shot from 12 ft,,86,90
381,4,8:21.0,,Defensive rebound by C. Zeller,86,90
382,4,8:11.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by T. Parker),86,93
