,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DENVER_ACTION,ORLANDO_SCORE,DENVER_SCORE
380,4,4:56.0,Shooting foul by M. Beasley (drawn by J. Simmons),,76,105
381,4,4:56.0,J. Simmons makes free throw 1 of 2,,77,105
382,4,4:56.0,,D. Akoon-Purcell enters the game for M. Beasley,77,105
383,4,4:56.0,,T. Craig enters the game for T. Lyles,77,105
384,4,4:56.0,,T. Lydon enters the game for J. Murray,77,105
385,4,4:56.0,J. Simmons misses free throw 2 of 2,,77,105
386,4,4:51.0,,Defensive rebound by T. Lydon,77,105
387,4,4:39.0,,T. Lydon misses 2-pt layup from 3 ft (block by J. Simmons),77,105
388,4,4:36.0,Defensive rebound by J. Simmons,,77,105
389,4,4:36.0,Shooting foul by T. Craig (drawn by J. Simmons),,77,105
390,4,4:36.0,J. Simmons makes free throw 1 of 2,,78,105
391,4,4:36.0,,M. Beasley enters the game for M. Morris,78,105
392,4,4:36.0,J. Simmons makes free throw 2 of 2,,79,105
393,4,4:19.0,,Turnover by T. Welsh (lost ball; steal by J. Simmons),79,105
394,4,4:09.0,J. Martin misses 3-pt jump shot from 23 ft,,79,105
395,4,4:06.0,,Defensive rebound by T. Craig,79,105
396,4,3:59.0,,M. Beasley misses 3-pt jump shot from 26 ft,79,105
397,4,3:56.0,Defensive rebound by J. Martin,,79,105
398,4,3:48.0,I. Briscoe misses 2-pt jump shot from 21 ft,,79,105
399,4,3:45.0,,Defensive rebound by T. Craig,79,105
400,4,3:30.0,,Offensive foul by D. Akoon-Purcell (drawn by I. Briscoe),79,105
401,4,3:30.0,,Turnover by D. Akoon-Purcell (offensive foul),79,105
402,4,3:14.0,W. Iwundu misses 2-pt jump shot from 13 ft,,79,105
403,4,3:10.0,,Defensive rebound by T. Welsh,79,105
404,4,2:59.0,,T. Welsh makes 3-pt jump shot from 26 ft (assist by M. Beasley),79,108
405,4,2:44.0,I. Briscoe makes 2-pt layup from 2 ft,,81,108
406,4,2:42.0,,Personal foul by I. Briscoe (drawn by T. Craig),81,108
407,4,2:22.0,,T. Welsh makes 2-pt dunk from 1 ft (assist by D. Akoon-Purcell),81,110
408,4,2:06.0,Turnover by J. Simmons (out of bounds lost ball),,81,110
409,4,1:52.0,,T. Craig misses 2-pt jump shot from 4 ft,81,110
410,4,1:46.0,,Offensive rebound by T. Craig,81,110
411,4,1:46.0,,T. Craig misses 2-pt layup at rim,81,110
412,4,1:45.0,Defensive rebound by J. Martin,,81,110
413,4,1:39.0,J. Simmons makes 2-pt dunk from 1 ft,,83,110
414,4,1:28.0,,D. Akoon-Purcell misses 2-pt layup from 2 ft,83,110
415,4,1:28.0,,Offensive rebound by T. Lydon,83,110
416,4,1:28.0,,T. Lydon makes 2-pt layup at rim,83,112
417,4,1:19.0,I. Briscoe makes 2-pt layup from 2 ft,,85,112
418,4,1:01.0,,D. Akoon-Purcell misses 3-pt jump shot from 23 ft,85,112
419,4,0:56.0,,Offensive rebound by M. Beasley,85,112
420,4,0:44.0,,T. Craig misses 2-pt layup from 2 ft,85,112
421,4,0:42.0,Defensive rebound by J. Martin,,85,112
422,4,0:38.0,I. Briscoe makes 2-pt jump shot from 21 ft (assist by W. Iwundu),,87,112
423,4,0:24.0,,T. Craig misses 3-pt jump shot from 26 ft,87,112
424,4,0:24.0,Defensive rebound by J. Martin,,87,112
425,4,0:12.0,J. Simmons misses 2-pt jump shot from 17 ft,,87,112
426,4,0:09.0,,Defensive rebound by T. Craig,87,112
