,QUARTER,TIME_REMAINING,DETROIT_ACTION,MINNESOTA_ACTION,DETROIT_SCORE,MINNESOTA_SCORE
141,2,8:26.0,Defensive rebound by Team,,35,36
142,2,8:12.0,R. Bullock misses 3-pt jump shot from 26 ft,,35,36
143,2,8:09.0,,Defensive rebound by R. Covington,35,36
144,2,8:01.0,,R. Covington makes 2-pt layup from 1 ft,35,38
145,2,7:55.0,B. Brown makes 2-pt dunk from 1 ft (assist by J. Calderón),,37,38
146,2,7:47.0,,Minnesota full timeout,37,38
147,2,7:47.0,B. Griffin enters the game for S. Johnson,,37,38
148,2,7:36.0,,D. Šarić makes 2-pt layup from 2 ft (assist by R. Covington),37,40
149,2,7:36.0,,Shooting foul by J. Calderón (drawn by D. Šarić),37,40
150,2,7:36.0,,D. Šarić makes free throw 1 of 1,37,41
151,2,7:12.0,J. Calderón misses 3-pt jump shot from 26 ft,,37,41
152,2,7:09.0,,Defensive rebound by D. Šarić,37,41
153,2,7:03.0,,R. Covington misses 3-pt jump shot from 25 ft,37,41
154,2,6:58.0,Defensive rebound by B. Brown,,37,41
155,2,6:36.0,J. Calderón misses 3-pt jump shot from 26 ft,,37,41
156,2,6:33.0,Offensive rebound by B. Brown,,37,41
157,2,6:24.0,B. Griffin misses 3-pt jump shot from 26 ft,,37,41
158,2,6:23.0,Offensive rebound by Team,,37,41
159,2,6:23.0,,Loose ball foul by G. Dieng (drawn by J. Leuer),37,41
160,2,6:23.0,A. Drummond enters the game for J. Calderón,,37,41
161,2,6:23.0,R. Jackson enters the game for J. Leuer,,37,41
162,2,6:23.0,,D. Rose enters the game for G. Dieng,37,41
163,2,6:23.0,,K. Towns enters the game for T. Jones,37,41
164,2,6:14.0,R. Bullock misses 2-pt jump shot from 7 ft,,37,41
165,2,6:11.0,,Defensive rebound by K. Towns,37,41
166,2,5:59.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by K. Towns),37,44
167,2,5:51.0,Detroit full timeout,,37,44
168,2,5:34.0,Turnover by B. Brown (out of bounds lost ball),,37,44
169,2,5:20.0,,D. Rose makes 2-pt layup from 1 ft,37,46
170,2,5:10.0,Turnover by A. Drummond (step out of bounds),,37,46
171,2,4:57.0,,D. Šarić misses 3-pt jump shot from 25 ft,37,46
172,2,4:56.0,Defensive rebound by Team,,37,46
173,2,4:45.0,Shooting foul by K. Towns (drawn by B. Griffin),,37,46
174,2,4:45.0,B. Griffin misses free throw 1 of 2,,37,46
175,2,4:45.0,Offensive rebound by Team,,37,46
176,2,4:45.0,L. Kennard enters the game for B. Brown,,37,46
177,2,4:45.0,,T. Gibson enters the game for R. Covington,37,46
178,2,4:45.0,,A. Wiggins enters the game for D. Šarić,37,46
179,2,4:45.0,B. Griffin makes free throw 2 of 2,,38,46
180,2,4:34.0,,Turnover by D. Rose (bad pass),38,46
181,2,4:25.0,B. Griffin makes 2-pt dunk at rim (assist by R. Jackson),,40,46
182,2,4:11.0,,A. Wiggins misses 2-pt jump shot from 19 ft,40,46
183,2,4:08.0,Defensive rebound by A. Drummond,,40,46
184,2,3:55.0,R. Bullock misses 3-pt jump shot from 27 ft,,40,46
185,2,3:50.0,,Defensive rebound by T. Gibson,40,46
186,2,3:44.0,,D. Rose makes 2-pt jump shot from 11 ft,40,48
187,2,3:23.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by L. Kennard),,43,48
188,2,3:06.0,,T. Gibson makes 2-pt layup from 1 ft (assist by K. Towns),43,50
189,2,2:42.0,L. Kennard misses 3-pt jump shot from 25 ft,,43,50
190,2,2:39.0,,Defensive rebound by J. Okogie,43,50
191,2,2:36.0,,Personal foul by R. Jackson (drawn by J. Okogie),43,50
192,2,2:36.0,,J. Okogie makes free throw 1 of 2,43,51
193,2,2:36.0,,J. Okogie makes free throw 2 of 2,43,52
194,2,2:27.0,R. Jackson makes 2-pt layup from 1 ft,,45,52
195,2,2:27.0,Shooting foul by T. Gibson (drawn by R. Jackson),,45,52
196,2,2:27.0,,D. Šarić enters the game for T. Gibson,45,52
197,2,2:27.0,R. Jackson makes free throw 1 of 1,,46,52
198,2,2:18.0,,D. Rose misses 2-pt jump shot from 20 ft,46,52
199,2,2:17.0,,Offensive rebound by Team,46,52
200,2,2:17.0,,Personal foul by R. Jackson (drawn by K. Towns),46,52
201,2,2:17.0,Technical foul by R. Jackson,,46,52
202,2,2:17.0,,K. Towns makes technical free throw,46,53
203,2,2:17.0,,K. Towns makes free throw 1 of 2,46,54
204,2,2:17.0,,K. Towns makes free throw 2 of 2,46,55
205,2,2:10.0,R. Jackson misses 2-pt jump shot from 12 ft,,46,55
206,2,2:07.0,Offensive rebound by Team,,46,55
207,2,1:59.0,Personal foul by D. Šarić (drawn by R. Jackson),,46,55
208,2,1:59.0,R. Jackson makes free throw 1 of 2,,47,55
209,2,1:59.0,R. Jackson makes free throw 2 of 2,,48,55
210,2,1:45.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by D. Rose),48,58
211,2,1:23.0,R. Bullock misses 2-pt layup from 3 ft,,48,58
212,2,1:20.0,Offensive rebound by A. Drummond,,48,58
213,2,1:20.0,Shooting foul by D. Rose (drawn by A. Drummond),,48,58
214,2,1:20.0,A. Drummond misses free throw 1 of 2,,48,58
215,2,1:20.0,Offensive rebound by Team,,48,58
216,2,1:20.0,A. Drummond misses free throw 2 of 2,,48,58
217,2,1:19.0,,Defensive rebound by D. Šarić,48,58
218,2,1:03.0,,D. Rose misses 3-pt jump shot from 24 ft,48,58
219,2,1:00.0,Defensive rebound by L. Kennard,,48,58
220,2,0:51.0,B. Griffin misses 3-pt jump shot from 25 ft,,48,58
221,2,0:47.0,,Defensive rebound by D. Rose,48,58
222,2,0:43.0,,K. Towns makes 2-pt jump shot from 8 ft (assist by D. Rose),48,60
223,2,0:37.0,R. Jackson makes 3-pt jump shot from 26 ft,,51,60
224,2,0:23.0,,D. Šarić misses 3-pt jump shot from 25 ft,51,60
225,2,0:20.0,Defensive rebound by A. Drummond,,51,60
226,2,0:14.0,B. Griffin makes 2-pt layup from 2 ft (assist by A. Drummond),,53,60
227,2,0:03.0,,Shooting foul by A. Drummond (drawn by A. Wiggins),53,60
228,2,0:03.0,,A. Wiggins makes free throw 1 of 2,53,61
229,2,0:03.0,,G. Dieng enters the game for K. Towns,53,61
230,2,0:03.0,,A. Wiggins makes free throw 2 of 2,53,62
231,2,0:00.0,Offensive foul by A. Drummond (drawn by A. Wiggins),,53,62
232,2,0:00.0,Turnover by A. Drummond (offensive foul),,53,62
233,2,0:00.0,,K. Towns enters the game for G. Dieng,53,62
234,2,0:00.0,,A. Wiggins misses 3-pt jump shot from 37 ft,53,62
235,2,0:00.0,,Offensive rebound by Team,53,62
236,3,11:49.0,,D. Rose misses 2-pt jump shot from 17 ft,53,62
237,3,11:48.0,Defensive rebound by Team,,53,62
238,3,11:48.0,,Loose ball foul by K. Towns (drawn by B. Griffin),53,62
239,3,11:28.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by L. Kennard),,56,62
240,3,11:07.0,,D. Rose makes 2-pt jump shot from 14 ft,56,64
241,3,10:46.0,B. Griffin misses 2-pt jump shot from 10 ft,,56,64
242,3,10:44.0,,Defensive rebound by K. Towns,56,64
243,3,10:36.0,,K. Towns misses 3-pt jump shot from 26 ft,56,64
244,3,10:34.0,Defensive rebound by A. Drummond,,56,64
245,3,10:22.0,B. Griffin makes 2-pt layup from 5 ft,,58,64
246,3,10:12.0,,D. Rose makes 2-pt jump shot from 17 ft,58,66
247,3,9:52.0,R. Bullock makes 2-pt jump shot from 19 ft,,60,66
248,3,9:38.0,,A. Wiggins misses 2-pt jump shot from 8 ft,60,66
249,3,9:33.0,,Offensive rebound by A. Wiggins,60,66
250,3,9:25.0,,D. Rose makes 2-pt jump shot from 9 ft,60,68
251,3,9:07.0,B. Griffin makes 2-pt layup from 2 ft,,62,68
252,3,8:59.0,,Personal foul by R. Jackson (drawn by K. Towns),62,68
253,3,8:52.0,,D. Rose misses 2-pt jump shot from 17 ft,62,68
254,3,8:50.0,Defensive rebound by Team,,62,68
255,3,8:39.0,L. Kennard misses 3-pt jump shot from 25 ft (block by R. Covington),,62,68
256,3,8:35.0,Offensive rebound by A. Drummond,,62,68
257,3,8:31.0,Turnover by L. Kennard (bad pass; steal by R. Covington),,62,68
258,3,8:27.0,,R. Covington misses 3-pt jump shot from 26 ft,62,68
259,3,8:24.0,,Offensive rebound by T. Gibson,62,68
260,3,8:23.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by T. Gibson),62,71
261,3,8:08.0,L. Kennard misses 2-pt jump shot from 18 ft,,62,71
262,3,8:05.0,,Defensive rebound by T. Gibson,62,71
263,3,7:55.0,,K. Towns misses 2-pt jump shot from 19 ft,62,71
264,3,7:52.0,Defensive rebound by A. Drummond,,62,71
265,3,7:45.0,R. Jackson makes 2-pt layup from 5 ft,,64,71
266,3,7:45.0,Shooting foul by D. Rose (drawn by R. Jackson),,64,71
267,3,7:45.0,R. Jackson makes free throw 1 of 1,,65,71
268,3,7:36.0,,D. Rose makes 2-pt layup from 1 ft,65,73
269,3,7:29.0,,Technical foul by T. Gibson,65,73
270,3,7:29.0,R. Jackson makes technical free throw,,66,73
271,3,7:22.0,Personal foul by R. Covington (drawn by R. Bullock),,66,73
272,3,7:09.0,R. Jackson misses 3-pt jump shot from 24 ft,,66,73
273,3,7:03.0,,Defensive rebound by R. Covington,66,73
274,3,7:00.0,,Shooting foul by R. Bullock (drawn by R. Covington),66,73
275,3,7:00.0,,R. Covington misses free throw 1 of 2,66,73
276,3,7:00.0,,Offensive rebound by Team,66,73
277,3,7:00.0,,R. Covington makes free throw 2 of 2,66,74
278,3,6:48.0,B. Griffin makes 3-pt jump shot from 24 ft (assist by R. Bullock),,69,74
279,3,6:34.0,,A. Wiggins misses 2-pt jump shot from 2 ft (block by A. Drummond),69,74
280,3,6:32.0,Defensive rebound by L. Kennard,,69,74
281,3,6:22.0,Turnover by A. Drummond (bad pass; steal by A. Wiggins),,69,74
282,3,6:19.0,,A. Wiggins makes 2-pt layup from 3 ft,69,76
283,3,6:19.0,,Shooting foul by B. Griffin (drawn by A. Wiggins),69,76
284,3,6:19.0,,Minnesota full timeout,69,76
285,3,6:19.0,,A. Wiggins makes free throw 1 of 1,69,77
286,3,6:01.0,L. Kennard misses 2-pt jump shot from 19 ft,,69,77
287,3,5:58.0,Offensive rebound by A. Drummond,,69,77
288,3,5:56.0,R. Bullock makes 3-pt jump shot from 27 ft (assist by A. Drummond),,72,77
289,3,5:40.0,,Shooting foul by R. Jackson (drawn by D. Rose),72,77
290,3,5:40.0,,D. Rose makes free throw 1 of 2,72,78
291,3,5:40.0,B. Brown enters the game for R. Jackson,,72,78
292,3,5:40.0,J. Calderón enters the game for L. Kennard,,72,78
293,3,5:40.0,,D. Rose makes free throw 2 of 2,72,79
294,3,5:28.0,R. Bullock makes 3-pt jump shot from 23 ft (assist by B. Griffin),,75,79
295,3,5:19.0,,A. Wiggins misses 2-pt layup from 1 ft,75,79
296,3,5:15.0,Defensive rebound by B. Griffin,,75,79
297,3,5:12.0,Turnover by B. Griffin (bad pass; steal by A. Wiggins),,75,79
298,3,5:10.0,,Offensive foul by R. Covington (drawn by B. Griffin),75,79
299,3,5:10.0,,Turnover by R. Covington (offensive foul),75,79
300,3,5:10.0,,J. Okogie enters the game for R. Covington,75,79
301,3,5:00.0,,Violation by Team (kicked ball),75,79
302,3,4:54.0,R. Bullock misses 3-pt jump shot from 26 ft,,75,79
303,3,4:53.0,Offensive rebound by Team,,75,79
304,3,4:53.0,,Loose ball foul by T. Gibson (drawn by A. Drummond),75,79
305,3,4:53.0,,D. Šarić enters the game for T. Gibson,75,79
306,3,4:50.0,Personal foul by D. Šarić (drawn by B. Griffin),,75,79
307,3,4:50.0,B. Griffin misses free throw 1 of 2,,75,79
308,3,4:50.0,Offensive rebound by Team,,75,79
309,3,4:50.0,B. Griffin misses free throw 2 of 2,,75,79
310,3,4:47.0,,Defensive rebound by A. Wiggins,75,79
311,3,4:37.0,,D. Rose misses 2-pt jump shot from 15 ft,75,79
312,3,4:32.0,,Offensive rebound by K. Towns,75,79
313,3,4:31.0,,K. Towns makes 2-pt jump shot from 5 ft,75,81
314,3,4:15.0,B. Brown misses 3-pt jump shot from 26 ft,,75,81
315,3,4:14.0,,Defensive rebound by Team,75,81
316,3,4:00.0,,D. Šarić makes 2-pt dunk from 2 ft (assist by D. Rose),75,83
317,3,3:58.0,Detroit full timeout,,75,83
318,3,3:46.0,Shooting foul by K. Towns (drawn by A. Drummond),,75,83
319,3,3:46.0,A. Drummond makes free throw 1 of 2,,76,83
320,3,3:46.0,,G. Dieng enters the game for K. Towns,76,83
321,3,3:46.0,A. Drummond misses free throw 2 of 2,,76,83
322,3,3:44.0,,Defensive rebound by G. Dieng,76,83
323,3,3:27.0,,D. Šarić makes 3-pt jump shot from 23 ft (assist by G. Dieng),76,86
324,3,3:02.0,A. Drummond makes 2-pt layup from 2 ft (assist by B. Griffin),,78,86
325,3,2:50.0,,D. Rose misses 2-pt layup from 2 ft,78,86
326,3,2:49.0,,Offensive rebound by G. Dieng,78,86
327,3,2:46.0,,G. Dieng misses 2-pt layup from 2 ft,78,86
328,3,2:46.0,,Offensive rebound by G. Dieng,78,86
329,3,2:38.0,,G. Dieng misses 2-pt layup from 1 ft,78,86
330,3,2:37.0,Defensive rebound by R. Bullock,,78,86
331,3,2:34.0,B. Brown misses 2-pt layup from 5 ft,,78,86
332,3,2:33.0,,Defensive rebound by D. Šarić,78,86
333,3,2:33.0,L. Galloway enters the game for R. Bullock,,78,86
334,3,2:33.0,S. Johnson enters the game for B. Griffin,,78,86
335,3,2:33.0,,T. Jones enters the game for D. Rose,78,86
336,3,2:18.0,,A. Wiggins misses 2-pt jump shot from 16 ft,78,86
337,3,2:15.0,,Offensive rebound by G. Dieng,78,86
338,3,2:09.0,,G. Dieng makes 2-pt jump shot from 16 ft,78,88
339,3,1:42.0,Turnover by A. Drummond (bad pass; steal by A. Wiggins),,78,88
340,3,1:38.0,,D. Šarić makes 2-pt layup from 1 ft (assist by A. Wiggins),78,90
341,3,1:13.0,Turnover by B. Brown (lost ball; steal by T. Jones),,78,90
342,3,1:08.0,,A. Wiggins makes 2-pt layup at rim,78,92
343,3,1:04.0,Detroit full timeout,,78,92
344,3,1:04.0,Z. Pachulia enters the game for A. Drummond,,78,92
345,3,1:04.0,,Violation by Team (delay of game),78,92
346,3,0:48.0,Personal foul by G. Dieng (drawn by Z. Pachulia),,78,92
347,3,0:48.0,Z. Pachulia misses free throw 1 of 2,,78,92
348,3,0:48.0,Offensive rebound by Team,,78,92
349,3,0:48.0,Z. Pachulia misses free throw 2 of 2,,78,92
350,3,0:46.0,,Defensive rebound by D. Šarić,78,92
351,3,0:27.0,,A. Wiggins misses 2-pt jump shot from 16 ft,78,92
352,3,0:24.0,Defensive rebound by J. Calderón,,78,92
353,3,0:01.0,L. Galloway misses 3-pt jump shot from 25 ft,,78,92
354,3,0:00.0,,Defensive rebound by G. Dieng,78,92
355,4,11:46.0,Turnover by S. Johnson (bad pass; steal by D. Šarić),,78,92
356,4,11:37.0,,Turnover by G. Dieng (lost ball; steal by S. Johnson),78,92
357,4,11:20.0,L. Galloway makes 3-pt jump shot from 22 ft (assist by J. Calderón),,81,92
358,4,11:06.0,,Personal foul by B. Griffin (drawn by J. Okogie),81,92
359,4,10:58.0,,Personal foul by B. Griffin (drawn by J. Okogie),81,92
360,4,10:47.0,,R. Covington misses 2-pt jump shot from 9 ft,81,92
361,4,10:44.0,Defensive rebound by J. Calderón,,81,92
362,4,10:43.0,B. Griffin makes 2-pt layup from 1 ft (assist by J. Calderón),,83,92
363,4,10:43.0,,Violation by Team (def goaltending),83,92
364,4,10:43.0,Shooting foul by J. Okogie (drawn by B. Griffin),,83,92
365,4,10:43.0,,K. Towns enters the game for G. Dieng,83,92
366,4,10:43.0,B. Griffin makes free throw 1 of 1,,84,92
367,4,10:28.0,,K. Towns misses 3-pt jump shot from 26 ft,84,92
368,4,10:24.0,,Offensive rebound by J. Okogie,84,92
369,4,10:24.0,,J. Okogie misses 2-pt layup from 1 ft,84,92
370,4,10:21.0,Defensive rebound by B. Griffin,,84,92
371,4,10:16.0,S. Johnson misses 3-pt jump shot from 26 ft,,84,92
372,4,10:13.0,,Defensive rebound by K. Towns,84,92
373,4,10:05.0,,Shooting foul by J. Calderón (drawn by J. Okogie),84,92
374,4,10:05.0,,J. Okogie misses free throw 1 of 2,84,92
375,4,10:05.0,,Offensive rebound by Team,84,92
376,4,10:05.0,,J. Okogie makes free throw 2 of 2,84,93
377,4,9:58.0,B. Griffin makes 2-pt jump shot from 13 ft (assist by J. Calderón),,86,93
378,4,9:58.0,Shooting foul by D. Šarić (drawn by B. Griffin),,86,93
379,4,9:58.0,B. Griffin makes free throw 1 of 1,,87,93
380,4,9:44.0,,Personal foul by Z. Pachulia (drawn by K. Towns),87,93
381,4,9:35.0,,Personal foul by J. Calderón (drawn by J. Okogie),87,93
382,4,9:35.0,,J. Okogie makes free throw 1 of 2,87,94
383,4,9:35.0,,J. Okogie makes free throw 2 of 2,87,95
384,4,9:26.0,J. Calderón misses 3-pt jump shot from 26 ft,,87,95
385,4,9:24.0,,Defensive rebound by J. Okogie,87,95
386,4,9:07.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. Jones),87,98
387,4,8:47.0,L. Galloway misses 3-pt jump shot from 22 ft,,87,98
388,4,8:43.0,,Defensive rebound by K. Towns,87,98
389,4,8:35.0,,R. Covington misses 2-pt layup from 3 ft,87,98
