,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BOSTON_ACTION,PORTLAND_SCORE,BOSTON_SCORE
43,1,6:25.0,Loose ball foul by J. Nurkić (drawn by A. Horford),,10,6
44,1,6:16.0,,A. Horford misses 3-pt jump shot from 26 ft,10,6
45,1,6:14.0,Defensive rebound by J. Nurkić,,10,6
46,1,6:00.0,Shooting foul by A. Horford (drawn by J. Nurkić),,10,6
47,1,6:00.0,J. Nurkić makes free throw 1 of 2,,11,6
48,1,6:00.0,,J. Brown enters the game for M. Smart,11,6
49,1,6:00.0,,G. Hayward enters the game for J. Tatum,11,6
50,1,6:00.0,J. Nurkić makes free throw 2 of 2,,12,6
51,1,5:50.0,,K. Irving misses 2-pt jump shot from 18 ft,12,6
52,1,5:48.0,Defensive rebound by J. Nurkić,,12,6
53,1,5:35.0,C. McCollum makes 3-pt jump shot from 25 ft,,15,6
54,1,5:19.0,,K. Irving makes 2-pt layup from 4 ft,15,8
55,1,4:59.0,M. Harkless misses 2-pt layup from 2 ft,,15,8
56,1,4:56.0,Offensive rebound by D. Lillard,,15,8
57,1,4:46.0,D. Lillard misses 2-pt layup from 1 ft,,15,8
58,1,4:44.0,,Defensive rebound by G. Hayward,15,8
59,1,4:37.0,,M. Morris misses 3-pt jump shot from 25 ft,15,8
60,1,4:35.0,Defensive rebound by A. Aminu,,15,8
61,1,4:25.0,C. McCollum makes 2-pt layup from 1 ft (assist by J. Nurkić),,17,8
62,1,4:12.0,,G. Hayward makes 2-pt jump shot from 19 ft (assist by K. Irving),17,10
63,1,3:49.0,C. McCollum misses 3-pt jump shot from 28 ft,,17,10
64,1,3:47.0,,Defensive rebound by M. Morris,17,10
65,1,3:33.0,,A. Horford makes 2-pt hook shot from 8 ft (assist by G. Hayward),17,12
66,1,3:33.0,Portland full timeout,,17,12
67,1,3:33.0,R. Hood enters the game for A. Aminu,,17,12
68,1,3:33.0,E. Freedom enters the game for M. Harkless,,17,12
69,1,3:33.0,J. Layman enters the game for J. Nurkić,,17,12
70,1,3:14.0,Shooting foul by M. Morris (drawn by E. Freedom),,17,12
71,1,3:14.0,Offensive rebound by Team,,17,12
72,1,3:14.0,E. Freedom misses free throw 1 of 2,,17,12
73,1,3:14.0,E. Freedom makes free throw 2 of 2,,18,12
74,1,2:55.0,,K. Irving misses 2-pt layup from 3 ft,18,12
75,1,2:53.0,Defensive rebound by E. Freedom,,18,12
76,1,2:44.0,Shooting foul by M. Morris (drawn by C. McCollum),,18,12
77,1,2:44.0,C. McCollum makes free throw 1 of 2,,19,12
78,1,2:44.0,,J. Tatum enters the game for M. Morris,19,12
79,1,2:44.0,C. McCollum misses free throw 2 of 2,,19,12
80,1,2:42.0,Offensive rebound by D. Lillard,,19,12
81,1,2:32.0,Turnover by E. Freedom (3 sec),,19,12
82,1,2:32.0,S. Curry enters the game for C. McCollum,,19,12
83,1,2:17.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by K. Irving),19,14
84,1,2:03.0,D. Lillard makes 2-pt jump shot from 17 ft,,21,14
85,1,1:51.0,,K. Irving makes 2-pt jump shot from 20 ft,21,16
86,1,1:44.0,Turnover by D. Lillard (bad pass; steal by J. Tatum),,21,16
87,1,1:41.0,,J. Tatum makes 2-pt layup from 2 ft,21,18
88,1,1:25.0,D. Lillard makes 3-pt jump shot from 26 ft,,24,18
89,1,1:08.0,,Turnover by K. Irving (lost ball; steal by E. Freedom),24,18
90,1,1:02.0,J. Layman misses 3-pt jump shot from 25 ft,,24,18
91,1,0:59.0,,Defensive rebound by A. Horford,24,18
92,1,0:53.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Brown),24,21
93,1,0:32.0,D. Lillard misses 3-pt jump shot from 25 ft,,24,21
94,1,0:30.0,,Defensive rebound by J. Brown,24,21
95,1,0:30.0,,D. Theis enters the game for A. Horford,24,21
96,1,0:14.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by G. Hayward),24,24
97,1,0:00.0,Personal foul by J. Tatum (drawn by E. Freedom),,24,24
98,1,0:00.0,,M. Morris enters the game for J. Tatum,24,24
99,1,0:00.0,E. Freedom misses free throw 1 of 2,,24,24
100,1,0:00.0,Offensive rebound by Team,,24,24
101,1,0:00.0,E. Freedom makes free throw 2 of 2,,25,24
102,2,11:49.0,,J. Brown makes 2-pt layup from 2 ft (assist by D. Theis),25,26
103,2,11:49.0,,Shooting foul by J. Layman (drawn by J. Brown),25,26
104,2,11:49.0,,J. Brown misses free throw 1 of 1,25,26
105,2,11:49.0,Defensive rebound by E. Freedom,,25,26
106,2,11:29.0,J. Layman makes 3-pt jump shot from 25 ft (assist by E. Freedom),,28,26
107,2,11:08.0,,G. Hayward misses 2-pt jump shot from 6 ft,28,26
108,2,11:07.0,Defensive rebound by E. Freedom,,28,26
109,2,11:00.0,R. Hood misses 3-pt jump shot from 22 ft,,28,26
110,2,10:58.0,,Defensive rebound by J. Brown,28,26
111,2,10:52.0,,J. Brown makes 2-pt dunk from 1 ft,28,28
112,2,10:40.0,Personal foul by D. Theis (drawn by E. Freedom),,28,28
113,2,10:33.0,E. Freedom misses 3-pt jump shot from 25 ft,,28,28
114,2,10:31.0,,Defensive rebound by J. Brown,28,28
115,2,10:11.0,,M. Smart makes 2-pt jump shot from 7 ft,28,30
116,2,9:44.0,C. McCollum misses 2-pt layup from 3 ft (block by D. Theis),,28,30
117,2,9:42.0,,Defensive rebound by M. Smart,28,30
118,2,9:39.0,,D. Theis misses 3-pt jump shot from 27 ft,28,30
119,2,9:37.0,,Offensive rebound by G. Hayward,28,30
120,2,9:32.0,,J. Tatum misses 3-pt jump shot from 24 ft,28,30
121,2,9:30.0,,Offensive rebound by J. Brown,28,30
122,2,9:25.0,,D. Theis misses 2-pt jump shot from 9 ft,28,30
123,2,9:23.0,Defensive rebound by J. Layman,,28,30
124,2,9:13.0,E. Freedom makes 2-pt dunk from 1 ft (assist by J. Layman),,30,30
125,2,8:49.0,,J. Brown misses 3-pt jump shot from 26 ft,30,30
126,2,8:47.0,Defensive rebound by J. Layman,,30,30
127,2,8:41.0,Personal foul by J. Brown (drawn by C. McCollum),,30,30
128,2,8:36.0,S. Curry misses 3-pt jump shot from 26 ft,,30,30
129,2,8:34.0,,Defensive rebound by J. Tatum,30,30
130,2,8:25.0,,J. Tatum makes 2-pt layup from 3 ft,30,32
131,2,8:14.0,C. McCollum makes 2-pt jump shot from 18 ft,,32,32
132,2,7:51.0,,J. Tatum misses 3-pt jump shot from 24 ft,32,32
133,2,7:49.0,Defensive rebound by C. McCollum,,32,32
134,2,7:40.0,R. Hood misses 3-pt jump shot from 27 ft,,32,32
135,2,7:38.0,,Defensive rebound by G. Hayward,32,32
136,2,7:24.0,,J. Tatum misses 2-pt jump shot from 7 ft,32,32
137,2,7:22.0,Defensive rebound by R. Hood,,32,32
138,2,7:17.0,Turnover by S. Curry (bad pass; steal by J. Brown),,32,32
139,2,7:08.0,,D. Theis misses 3-pt jump shot from 25 ft,32,32
140,2,7:07.0,Defensive rebound by Team,,32,32
141,2,7:07.0,M. Harkless enters the game for J. Layman,,32,32
142,2,6:50.0,E. Freedom makes 2-pt layup from 1 ft,,34,32
143,2,6:36.0,,J. Brown misses 2-pt jump shot from 13 ft,34,32
144,2,6:33.0,,Offensive rebound by Team,34,32
145,2,6:32.0,,Boston full timeout,34,32
146,2,6:32.0,,K. Irving enters the game for J. Brown,34,32
147,2,6:32.0,,M. Morris enters the game for G. Hayward,34,32
148,2,6:23.0,,D. Theis misses 2-pt jump shot from 12 ft,34,32
149,2,6:21.0,Defensive rebound by M. Harkless,,34,32
150,2,5:59.0,R. Hood misses 2-pt hook shot from 3 ft,,34,32
151,2,5:57.0,Offensive rebound by C. McCollum,,34,32
152,2,5:52.0,Shooting foul by D. Theis (drawn by M. Harkless),,34,32
153,2,5:52.0,M. Harkless misses free throw 1 of 2,,34,32
154,2,5:52.0,Offensive rebound by Team,,34,32
155,2,5:52.0,A. Aminu enters the game for R. Hood,,34,32
156,2,5:52.0,D. Lillard enters the game for E. Freedom,,34,32
157,2,5:52.0,J. Nurkić enters the game for C. McCollum,,34,32
158,2,5:52.0,,A. Horford enters the game for D. Theis,34,32
159,2,5:52.0,M. Harkless makes free throw 2 of 2,,35,32
160,2,5:37.0,,A. Horford misses 2-pt jump shot from 20 ft,35,32
161,2,5:35.0,Defensive rebound by D. Lillard,,35,32
162,2,5:28.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,37,32
163,2,5:18.0,,Personal foul by D. Lillard (drawn by J. Tatum),37,32
164,2,5:08.0,,K. Irving misses 2-pt jump shot from 9 ft,37,32
165,2,5:06.0,Defensive rebound by A. Aminu,,37,32
166,2,4:59.0,D. Lillard misses 3-pt jump shot from 26 ft,,37,32
167,2,4:57.0,,Defensive rebound by A. Horford,37,32
168,2,4:51.0,,Turnover by K. Irving (bad pass; steal by D. Lillard),37,32
169,2,4:48.0,Personal foul by K. Irving (drawn by S. Curry),,37,32
170,2,4:38.0,Turnover by S. Curry (traveling),,37,32
171,2,4:27.0,,Turnover by J. Tatum (bad pass; steal by S. Curry),37,32
172,2,4:23.0,S. Curry misses 3-pt jump shot from 25 ft,,37,32
173,2,4:21.0,Offensive rebound by Team,,37,32
174,2,4:12.0,D. Lillard misses 2-pt layup from 2 ft,,37,32
175,2,4:09.0,Offensive rebound by J. Nurkić,,37,32
176,2,4:07.0,J. Nurkić makes 2-pt hook shot from 3 ft,,39,32
177,2,3:54.0,,A. Horford misses 3-pt jump shot from 27 ft,39,32
178,2,3:52.0,Defensive rebound by M. Harkless,,39,32
179,2,3:43.0,M. Harkless misses 3-pt jump shot from 25 ft,,39,32
180,2,3:41.0,Offensive rebound by A. Aminu,,39,32
181,2,3:37.0,Turnover by A. Aminu (bad pass; steal by M. Smart),,39,32
182,2,3:33.0,,J. Tatum makes 2-pt dunk from 2 ft (assist by M. Smart),39,34
183,2,3:06.0,D. Lillard misses 3-pt jump shot from 26 ft,,39,34
184,2,3:04.0,,Defensive rebound by K. Irving,39,34
185,2,2:55.0,Portland full timeout,,39,34
186,2,2:55.0,C. McCollum enters the game for S. Curry,,39,34
187,2,2:55.0,,G. Hayward enters the game for J. Tatum,39,34
188,2,2:47.0,,M. Morris makes 2-pt dunk from 2 ft (assist by K. Irving),39,36
189,2,2:27.0,M. Harkless misses 2-pt hook shot from 2 ft,,39,36
190,2,2:26.0,Offensive rebound by M. Harkless,,39,36
191,2,2:24.0,M. Harkless makes 2-pt dunk from 1 ft,,41,36
192,2,2:09.0,,M. Morris makes 2-pt jump shot from 12 ft (assist by M. Smart),41,38
193,2,1:56.0,J. Nurkić misses 2-pt hook shot from 2 ft (block by A. Horford),,41,38
194,2,1:54.0,Offensive rebound by Team,,41,38
195,2,1:45.0,C. McCollum misses 3-pt jump shot from 26 ft,,41,38
196,2,1:43.0,Offensive rebound by D. Lillard,,41,38
197,2,1:37.0,D. Lillard makes 2-pt jump shot from 18 ft,,43,38
198,2,1:12.0,,M. Morris misses 3-pt jump shot from 28 ft,43,38
199,2,1:12.0,,Offensive rebound by Team,43,38
200,2,1:12.0,,Turnover by Team (shot clock),43,38
201,2,1:05.0,D. Lillard misses 3-pt jump shot from 29 ft,,43,38
202,2,1:03.0,,Defensive rebound by M. Morris,43,38
203,2,0:54.0,,K. Irving makes 2-pt layup from 2 ft,43,40
204,2,0:31.0,C. McCollum misses 2-pt jump shot from 16 ft,,43,40
205,2,0:29.0,,Defensive rebound by K. Irving,43,40
206,2,0:21.0,,Shooting foul by A. Aminu (drawn by M. Morris),43,40
207,2,0:21.0,,M. Morris makes free throw 1 of 2,43,41
208,2,0:21.0,S. Curry enters the game for A. Aminu,,43,41
209,2,0:21.0,,J. Tatum enters the game for K. Irving,43,41
210,2,0:21.0,,M. Morris makes free throw 2 of 2,43,42
211,2,0:08.0,D. Lillard misses 2-pt jump shot from 7 ft,,43,42
212,2,0:05.0,,Defensive rebound by M. Morris,43,42
213,2,0:00.0,,M. Morris misses 3-pt jump shot from 27 ft,43,42
214,2,0:00.0,,Offensive rebound by Team,43,42
215,3,11:49.0,,Turnover by M. Smart (bad pass; steal by A. Aminu),43,42
216,3,11:29.0,D. Lillard misses 2-pt jump shot from 20 ft,,43,42
217,3,11:26.0,,Defensive rebound by M. Smart,43,42
218,3,11:14.0,,Personal foul by C. McCollum (drawn by M. Morris),43,42
219,3,11:09.0,,K. Irving makes 2-pt jump shot from 13 ft,43,44
220,3,10:51.0,M. Harkless makes 2-pt layup from 1 ft (assist by D. Lillard),,45,44
221,3,10:47.0,,Turnover by K. Irving (bad pass),45,44
222,3,10:38.0,Shooting foul by M. Morris (drawn by D. Lillard),,45,44
223,3,10:38.0,D. Lillard makes free throw 1 of 2,,46,44
224,3,10:38.0,D. Lillard makes free throw 2 of 2,,47,44
225,3,10:21.0,,Turnover by A. Horford (bad pass; steal by J. Nurkić),47,44
226,3,10:14.0,C. McCollum misses 3-pt jump shot from 23 ft,,47,44
227,3,10:13.0,Offensive rebound by M. Harkless,,47,44
228,3,10:11.0,M. Harkless makes 2-pt dunk from 1 ft,,49,44
229,3,9:59.0,,M. Morris makes 2-pt layup at rim (assist by A. Horford),49,46
230,3,9:48.0,D. Lillard misses 3-pt jump shot from 27 ft,,49,46
231,3,9:46.0,,Defensive rebound by J. Tatum,49,46
232,3,9:32.0,,A. Horford misses 2-pt jump shot from 16 ft,49,46
233,3,9:30.0,Defensive rebound by A. Aminu,,49,46
234,3,9:22.0,C. McCollum makes 2-pt jump shot from 22 ft (assist by D. Lillard),,51,46
235,3,9:12.0,,K. Irving misses 3-pt jump shot from 25 ft,51,46
236,3,9:10.0,Defensive rebound by M. Harkless,,51,46
237,3,8:54.0,C. McCollum makes 2-pt jump shot from 19 ft,,53,46
238,3,8:37.0,,A. Horford misses 3-pt jump shot from 25 ft,53,46
239,3,8:35.0,Defensive rebound by C. McCollum,,53,46
240,3,8:20.0,J. Nurkić makes 2-pt layup from 2 ft (assist by C. McCollum),,55,46
241,3,7:57.0,,K. Irving misses 2-pt jump shot from 9 ft,55,46
242,3,7:55.0,Defensive rebound by M. Harkless,,55,46
243,3,7:43.0,J. Nurkić misses 2-pt jump shot from 18 ft,,55,46
244,3,7:42.0,,Defensive rebound by J. Tatum,55,46
245,3,7:24.0,,J. Tatum makes 2-pt layup from 3 ft (assist by A. Horford),55,48
246,3,7:01.0,Personal foul by A. Horford (drawn by J. Nurkić),,55,48
247,3,7:01.0,,D. Theis enters the game for A. Horford,55,48
248,3,6:54.0,D. Lillard makes 2-pt layup from 3 ft (assist by C. McCollum),,57,48
249,3,6:46.0,,Boston full timeout,57,48
250,3,6:46.0,,J. Brown enters the game for M. Morris,57,48
251,3,6:46.0,,G. Hayward enters the game for M. Smart,57,48
252,3,6:41.0,,K. Irving makes 2-pt layup from 1 ft (assist by D. Theis),57,50
253,3,6:22.0,C. McCollum misses 2-pt jump shot from 12 ft,,57,50
254,3,6:21.0,,Defensive rebound by K. Irving,57,50
255,3,6:17.0,,Turnover by J. Tatum (step out of bounds),57,50
256,3,6:10.0,Personal foul by D. Theis (drawn by J. Nurkić),,57,50
257,3,6:06.0,Personal foul by K. Irving (drawn by D. Lillard),,57,50
258,3,6:02.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by J. Nurkić),,60,50
259,3,5:40.0,,D. Theis misses 2-pt jump shot from 14 ft,60,50
260,3,5:38.0,Defensive rebound by M. Harkless,,60,50
261,3,5:25.0,M. Harkless makes 2-pt layup from 2 ft (assist by A. Aminu),,62,50
262,3,5:11.0,,J. Tatum makes 2-pt layup from 1 ft,62,52
263,3,4:56.0,M. Harkless misses 3-pt jump shot from 25 ft,,62,52
264,3,4:54.0,,Defensive rebound by J. Brown,62,52
265,3,4:48.0,,K. Irving makes 3-pt jump shot from 25 ft,62,55
266,3,4:29.0,C. McCollum misses 2-pt jump shot from 15 ft,,62,55
267,3,4:27.0,,Defensive rebound by J. Brown,62,55
268,3,4:25.0,,Turnover by J. Brown (out of bounds lost ball),62,55
269,3,4:17.0,D. Lillard misses 2-pt layup from 4 ft,,62,55
270,3,4:14.0,Offensive rebound by M. Harkless,,62,55
271,3,4:13.0,M. Harkless makes 2-pt layup from 4 ft,,64,55
272,3,3:55.0,,J. Tatum misses 2-pt jump shot from 15 ft,64,55
273,3,3:55.0,,Offensive rebound by Team,64,55
274,3,3:55.0,Loose ball foul by M. Harkless (drawn by D. Theis),,64,55
275,3,3:55.0,R. Hood enters the game for A. Aminu,,64,55
276,3,3:55.0,E. Freedom enters the game for J. Nurkić,,64,55
277,3,3:50.0,,Turnover by G. Hayward (bad pass; steal by M. Harkless),64,55
278,3,3:40.0,D. Lillard makes 2-pt layup from 2 ft,,66,55
279,3,3:29.0,,Shooting foul by E. Freedom (drawn by J. Tatum),66,55
280,3,3:29.0,,J. Tatum makes free throw 1 of 2,66,56
281,3,3:29.0,S. Curry enters the game for C. McCollum,,66,56
282,3,3:29.0,,A. Horford enters the game for D. Theis,66,56
283,3,3:29.0,,J. Tatum makes free throw 2 of 2,66,57
284,3,3:19.0,D. Lillard misses 2-pt layup from 1 ft,,66,57
285,3,3:19.0,Offensive rebound by E. Freedom,,66,57
286,3,3:17.0,E. Freedom makes 2-pt layup at rim,,68,57
287,3,3:06.0,,K. Irving makes 2-pt layup from 2 ft,68,59
288,3,2:49.0,Portland full timeout,,68,59
289,3,2:40.0,D. Lillard makes 2-pt layup from 2 ft,,70,59
290,3,2:31.0,,Shooting foul by S. Curry (drawn by G. Hayward),70,59
291,3,2:31.0,,G. Hayward misses free throw 1 of 2,70,59
292,3,2:31.0,,Offensive rebound by Team,70,59
293,3,2:31.0,,M. Morris enters the game for K. Irving,70,59
294,3,2:31.0,,M. Smart enters the game for J. Tatum,70,59
295,3,2:31.0,,G. Hayward makes free throw 2 of 2,70,60
296,3,2:16.0,S. Curry misses 3-pt jump shot from 26 ft,,70,60
297,3,2:13.0,,Defensive rebound by J. Brown,70,60
298,3,2:05.0,,Offensive foul by A. Horford (drawn by S. Curry),70,60
299,3,2:05.0,,Turnover by A. Horford (offensive foul),70,60
300,3,1:53.0,D. Lillard makes 2-pt jump shot from 17 ft,,72,60
301,3,1:40.0,,A. Horford misses 3-pt jump shot from 25 ft,72,60
302,3,1:38.0,Defensive rebound by E. Freedom,,72,60
303,3,1:28.0,D. Lillard misses 3-pt jump shot from 26 ft,,72,60
304,3,1:26.0,,Defensive rebound by J. Brown,72,60
305,3,1:22.0,,J. Brown misses 3-pt jump shot from 26 ft,72,60
306,3,1:20.0,Defensive rebound by E. Freedom,,72,60
307,3,1:03.0,S. Curry misses 3-pt jump shot from 25 ft,,72,60
308,3,1:01.0,,Defensive rebound by J. Brown,72,60
309,3,0:47.0,,A. Horford makes 2-pt layup from 3 ft (assist by M. Smart),72,62
310,3,0:31.0,R. Hood misses 3-pt jump shot from 28 ft,,72,62
311,3,0:29.0,,Defensive rebound by A. Horford,72,62
312,3,0:07.0,,A. Horford makes 2-pt jump shot from 15 ft (assist by M. Smart),72,64
313,3,0:00.0,D. Lillard makes 2-pt layup from 2 ft,,74,64
314,4,11:44.0,Turnover by R. Hood (bad pass; steal by M. Smart),,74,64
315,4,11:40.0,,M. Smart makes 2-pt layup from 2 ft,74,66
316,4,11:22.0,Offensive foul by E. Freedom (drawn by G. Hayward),,74,66
317,4,11:22.0,Turnover by E. Freedom (offensive foul),,74,66
318,4,11:09.0,,Turnover by G. Hayward (lost ball; steal by E. Freedom),74,66
319,4,11:05.0,E. Freedom misses 2-pt layup from 2 ft,,74,66
320,4,11:04.0,Offensive rebound by J. Layman,,74,66
321,4,11:03.0,J. Layman makes 2-pt dunk at rim,,76,66
322,4,10:47.0,,J. Brown makes 2-pt layup from 1 ft (assist by M. Morris),76,68
323,4,10:35.0,Turnover by (8 sec),,76,68
324,4,10:26.0,,J. Brown makes 2-pt jump shot from 9 ft (assist by G. Hayward),76,70
325,4,10:17.0,C. McCollum misses 3-pt jump shot from 26 ft,,76,70
326,4,10:15.0,,Defensive rebound by J. Brown,76,70
327,4,9:53.0,,M. Smart misses 2-pt jump shot from 22 ft,76,70
328,4,9:51.0,Defensive rebound by C. McCollum,,76,70
329,4,9:46.0,R. Hood misses 3-pt jump shot from 23 ft,,76,70
330,4,9:44.0,,Defensive rebound by Team,76,70
331,4,9:38.0,,M. Smart makes 2-pt layup from 2 ft,76,72
332,4,9:38.0,Portland full timeout,,76,72
333,4,9:38.0,M. Harkless enters the game for J. Layman,,76,72
334,4,9:20.0,E. Freedom misses 2-pt layup from 3 ft (block by A. Horford),,76,72
335,4,9:18.0,,Defensive rebound by M. Morris,76,72
336,4,9:13.0,,M. Morris misses 3-pt jump shot from 26 ft,76,72
337,4,9:10.0,,Offensive rebound by G. Hayward,76,72
338,4,9:00.0,,A. Horford misses 3-pt jump shot from 26 ft,76,72
339,4,8:57.0,,Offensive rebound by M. Smart,76,72
340,4,8:49.0,,J. Brown makes 2-pt jump shot from 13 ft (assist by A. Horford),76,74
341,4,8:35.0,C. McCollum misses 2-pt layup from 2 ft,,76,74
342,4,8:33.0,,Defensive rebound by M. Morris,76,74
343,4,8:23.0,,M. Smart misses 3-pt jump shot from 27 ft,76,74
344,4,8:21.0,Defensive rebound by E. Freedom,,76,74
345,4,8:11.0,M. Harkless makes 2-pt layup from 2 ft,,78,74
346,4,7:51.0,,A. Horford misses 2-pt jump shot from 13 ft,78,74
347,4,7:49.0,Defensive rebound by C. McCollum,,78,74
348,4,7:32.0,C. McCollum misses 3-pt jump shot from 26 ft,,78,74
349,4,7:30.0,,Defensive rebound by M. Smart,78,74
350,4,7:25.0,,Boston full timeout,78,74
351,4,7:25.0,J. Layman enters the game for S. Curry,,78,74
352,4,7:25.0,D. Lillard enters the game for E. Freedom,,78,74
353,4,7:25.0,J. Nurkić enters the game for C. McCollum,,78,74
354,4,7:25.0,,K. Irving enters the game for A. Horford,78,74
355,4,7:25.0,,J. Tatum enters the game for M. Smart,78,74
356,4,7:18.0,,M. Morris misses 3-pt jump shot from 25 ft,78,74
357,4,7:16.0,Defensive rebound by D. Lillard,,78,74
358,4,7:07.0,J. Nurkić makes 2-pt hook shot from 3 ft,,80,74
359,4,6:47.0,,K. Irving makes 2-pt hook shot from 2 ft,80,76
360,4,6:30.0,Personal foul by J. Brown (drawn by J. Nurkić),,80,76
361,4,6:25.0,J. Nurkić misses 2-pt hook shot from 6 ft,,80,76
362,4,6:24.0,,Defensive rebound by Team,80,76
363,4,6:11.0,,G. Hayward misses 2-pt layup from 2 ft,80,76
364,4,6:09.0,Defensive rebound by J. Nurkić,,80,76
365,4,6:09.0,A. Aminu enters the game for R. Hood,,80,76
366,4,6:09.0,C. McCollum enters the game for J. Layman,,80,76
367,4,6:09.0,,M. Smart enters the game for G. Hayward,80,76
368,4,6:09.0,,R. Williams enters the game for M. Morris,80,76
369,4,5:47.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by A. Aminu),,82,76
370,4,5:32.0,,Turnover by J. Tatum (out of bounds lost ball),82,76
371,4,5:22.0,Turnover by C. McCollum (traveling),,82,76
372,4,5:22.0,,A. Horford enters the game for R. Williams,82,76
373,4,5:09.0,,Turnover by K. Irving (lost ball; steal by D. Lillard),82,76
374,4,5:02.0,Shooting foul by J. Tatum (drawn by J. Nurkić),,82,76
375,4,5:02.0,J. Nurkić makes free throw 1 of 2,,83,76
376,4,5:02.0,J. Nurkić makes free throw 2 of 2,,84,76
377,4,4:46.0,,M. Smart makes 2-pt layup at rim,84,78
378,4,4:46.0,,Shooting foul by D. Lillard (drawn by M. Smart),84,78
379,4,4:46.0,,M. Smart makes free throw 1 of 1,84,79
380,4,4:28.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),,87,79
381,4,4:06.0,,Personal foul by J. Nurkić (drawn by M. Smart),87,79
382,4,4:05.0,,Personal foul by J. Nurkić (drawn by M. Smart),87,79
383,4,4:00.0,,Boston full timeout,87,79
384,4,3:54.0,,K. Irving makes 2-pt layup from 3 ft,87,81
385,4,3:38.0,M. Harkless makes 2-pt dunk from 2 ft (assist by J. Nurkić),,89,81
386,4,3:29.0,,K. Irving misses 2-pt jump shot from 5 ft (block by J. Nurkić),89,81
387,4,3:28.0,Defensive rebound by A. Aminu,,89,81
388,4,3:28.0,Personal foul by K. Irving (drawn by A. Aminu),,89,81
389,4,3:28.0,Portland full timeout,,89,81
390,4,3:14.0,D. Lillard makes 2-pt layup from 2 ft,,91,81
391,4,3:02.0,,Personal foul by C. McCollum (drawn by K. Irving),91,81
