,QUARTER,TIME_REMAINING,DETROIT_ACTION,DENVER_ACTION,DETROIT_SCORE,DENVER_SCORE
80,1,4:22.0,I. Smith misses 2-pt jump shot from 12 ft,,5,15
81,1,4:19.0,,Defensive rebound by G. Harris,5,15
82,1,3:59.0,,N. Jokić misses 2-pt layup from 3 ft,5,15
83,1,3:55.0,,M. Plumlee makes 2-pt dunk from 1 ft,5,17
84,1,3:55.0,,Offensive rebound by M. Plumlee,5,17
85,1,3:39.0,L. Galloway makes 2-pt layup from 2 ft (assist by T. Maker),,7,17
86,1,3:24.0,,Shooting foul by T. Maker (drawn by N. Jokić),7,17
87,1,3:24.0,,N. Jokić makes free throw 1 of 2,7,18
88,1,3:24.0,,T. Craig enters the game for W. Barton,7,18
89,1,3:24.0,,N. Jokić makes free throw 2 of 2,7,19
90,1,3:11.0,Turnover by L. Kennard (out of bounds lost ball),,7,19
91,1,3:11.0,,P. Millsap enters the game for G. Harris,7,19
92,1,3:11.0,,J. Murray enters the game for N. Jokić,7,19
93,1,2:53.0,,M. Morris makes 2-pt jump shot from 10 ft (assist by M. Plumlee),7,21
94,1,2:36.0,L. Kennard misses 2-pt jump shot from 18 ft,,7,21
95,1,2:33.0,,Defensive rebound by M. Plumlee,7,21
96,1,2:29.0,,Shooting foul by T. Maker (drawn by J. Murray),7,21
97,1,2:29.0,,J. Murray makes free throw 1 of 2,7,22
98,1,2:29.0,,J. Murray makes free throw 2 of 2,7,23
99,1,2:07.0,T. Maker misses 3-pt jump shot from 22 ft,,7,23
100,1,2:04.0,,Defensive rebound by T. Craig,7,23
101,1,1:53.0,,P. Millsap misses 2-pt hook shot from 6 ft,7,23
102,1,1:48.0,Defensive rebound by Z. Pachulia,,7,23
103,1,1:39.0,I. Smith misses 2-pt layup from 4 ft,,7,23
104,1,1:32.0,Z. Pachulia makes 2-pt layup at rim,,9,23
105,1,1:32.0,Offensive rebound by Z. Pachulia,,9,23
106,1,1:16.0,,J. Murray makes 2-pt jump shot from 14 ft,9,25
107,1,0:58.0,L. Galloway misses 3-pt jump shot from 23 ft,,9,25
108,1,0:55.0,,Defensive rebound by M. Plumlee,9,25
109,1,0:51.0,,J. Murray misses 3-pt jump shot from 25 ft,9,25
110,1,0:47.0,Defensive rebound by I. Smith,,9,25
111,1,0:37.0,Z. Pachulia misses 2-pt jump shot from 18 ft,,9,25
112,1,0:34.0,,Defensive rebound by T. Craig,9,25
113,1,0:27.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),9,27
114,1,0:06.0,L. Kennard misses 2-pt jump shot from 18 ft,,9,27
115,1,0:03.0,,Defensive rebound by P. Millsap,9,27
116,1,0:00.0,,P. Millsap misses 2-pt layup from 11 ft,9,27
117,1,0:00.0,,Offensive rebound by Team,9,27
118,2,11:52.0,,Personal foul by L. Galloway (drawn by J. Murray),9,27
119,2,11:46.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by J. Murray),9,29
120,2,11:38.0,Shooting foul by M. Plumlee (drawn by A. Drummond),,9,29
121,2,11:38.0,A. Drummond makes free throw 1 of 2,,10,29
122,2,11:38.0,A. Drummond makes free throw 2 of 2,,11,29
123,2,11:22.0,,Shooting foul by L. Galloway (drawn by J. Murray),11,29
124,2,11:22.0,,J. Murray makes free throw 1 of 2,11,30
125,2,11:22.0,,J. Murray makes free throw 2 of 2,11,31
126,2,11:10.0,L. Kennard makes 2-pt jump shot from 17 ft,,13,31
127,2,10:53.0,,J. Murray makes 2-pt jump shot from 22 ft (assist by M. Plumlee),13,33
128,2,10:36.0,A. Drummond misses 2-pt hook shot from 3 ft,,13,33
129,2,10:35.0,,Defensive rebound by M. Plumlee,13,33
130,2,10:26.0,,J. Murray makes 2-pt jump shot from 13 ft (assist by P. Millsap),13,35
131,2,10:21.0,Detroit full timeout,,13,35
132,2,10:21.0,W. Ellington enters the game for L. Galloway,,13,35
133,2,10:21.0,B. Griffin enters the game for T. Maker,,13,35
134,2,10:21.0,R. Jackson enters the game for I. Smith,,13,35
135,2,10:11.0,B. Griffin makes 2-pt hook shot from 5 ft,,15,35
136,2,9:52.0,,J. Murray misses 3-pt jump shot from 25 ft,15,35
137,2,9:50.0,,Offensive rebound by M. Plumlee,15,35
138,2,9:48.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by M. Morris),15,38
139,2,9:33.0,L. Kennard misses 3-pt jump shot from 24 ft,,15,38
140,2,9:29.0,Offensive rebound by R. Jackson,,15,38
141,2,9:27.0,L. Kennard makes 3-pt jump shot from 23 ft (assist by R. Jackson),,18,38
142,2,9:02.0,,P. Millsap makes 2-pt jump shot from 12 ft (assist by M. Plumlee),18,40
143,2,8:50.0,A. Drummond misses 2-pt layup from 4 ft (block by M. Plumlee),,18,40
144,2,8:45.0,,Defensive rebound by J. Murray,18,40
145,2,8:40.0,,Turnover by P. Millsap (bad pass),18,40
146,2,8:19.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by A. Drummond),,21,40
147,2,8:06.0,,M. Morris makes 2-pt jump shot from 5 ft,21,42
148,2,8:06.0,,Shooting foul by W. Ellington (drawn by M. Morris),21,42
149,2,8:06.0,,G. Harris enters the game for P. Millsap,21,42
150,2,8:06.0,,N. Jokić enters the game for J. Murray,21,42
151,2,8:06.0,,M. Morris misses free throw 1 of 1,21,42
152,2,8:02.0,Defensive rebound by A. Drummond,,21,42
153,2,7:54.0,L. Kennard misses 3-pt jump shot from 22 ft,,21,42
154,2,7:51.0,Offensive rebound by A. Drummond,,21,42
155,2,7:49.0,Personal foul by M. Plumlee (drawn by B. Griffin),,21,42
156,2,7:43.0,R. Jackson makes 2-pt jump shot from 7 ft,,23,42
157,2,7:29.0,,T. Craig misses 3-pt jump shot from 25 ft,23,42
158,2,7:26.0,Defensive rebound by A. Drummond,,23,42
159,2,7:21.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by A. Drummond),,26,42
160,2,7:19.0,,Denver full timeout,26,42
161,2,7:19.0,,W. Barton enters the game for T. Craig,26,42
162,2,7:09.0,,N. Jokić misses 2-pt jump shot from 21 ft,26,42
163,2,7:05.0,Defensive rebound by A. Drummond,,26,42
164,2,6:58.0,W. Ellington misses 3-pt jump shot from 25 ft,,26,42
165,2,6:56.0,,Defensive rebound by N. Jokić,26,42
166,2,6:47.0,,N. Jokić misses 3-pt jump shot from 25 ft,26,42
167,2,6:44.0,Defensive rebound by B. Griffin,,26,42
168,2,6:33.0,B. Griffin makes 2-pt hook shot from 2 ft,,28,42
169,2,6:33.0,Shooting foul by G. Harris (drawn by B. Griffin),,28,42
170,2,6:33.0,L. Galloway enters the game for L. Kennard,,28,42
171,2,6:33.0,B. Griffin makes free throw 1 of 1,,29,42
172,2,6:11.0,,Turnover by N. Jokić (bad pass; steal by A. Drummond),29,42
173,2,6:10.0,Personal take foul by N. Jokić (drawn by R. Jackson),,29,42
174,2,5:55.0,L. Galloway misses 3-pt jump shot from 25 ft,,29,42
175,2,5:54.0,,Defensive rebound by Team,29,42
176,2,5:54.0,,J. Murray enters the game for M. Morris,29,42
177,2,5:44.0,,N. Jokić makes 2-pt jump shot from 10 ft,29,44
178,2,5:22.0,B. Griffin makes 2-pt layup from 3 ft,,31,44
179,2,5:22.0,Shooting foul by J. Murray (drawn by B. Griffin),,31,44
180,2,5:22.0,,P. Millsap enters the game for M. Plumlee,31,44
181,2,5:22.0,B. Griffin makes free throw 1 of 1,,32,44
182,2,5:12.0,,N. Jokić misses 3-pt jump shot from 25 ft,32,44
183,2,5:09.0,Defensive rebound by R. Jackson,,32,44
184,2,5:04.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,34,44
185,2,4:47.0,,N. Jokić makes 2-pt jump shot from 17 ft,34,46
186,2,4:37.0,Personal foul by P. Millsap (drawn by B. Griffin),,34,46
187,2,4:37.0,Offensive rebound by Team,,34,46
188,2,4:37.0,B. Griffin misses free throw 1 of 2,,34,46
189,2,4:37.0,B. Griffin makes free throw 2 of 2,,35,46
190,2,4:22.0,,J. Murray makes 3-pt jump shot from 25 ft,35,49
191,2,4:09.0,Turnover by R. Jackson (bad pass; steal by J. Murray),,35,49
192,2,4:09.0,,Personal take foul by R. Jackson (drawn by J. Murray),35,49
193,2,3:51.0,,N. Jokić misses 3-pt jump shot from 25 ft,35,49
194,2,3:48.0,Defensive rebound by L. Galloway,,35,49
195,2,3:34.0,B. Griffin misses 3-pt jump shot from 26 ft,,35,49
196,2,3:31.0,,Defensive rebound by W. Barton,35,49
197,2,3:27.0,,W. Barton misses 3-pt jump shot from 25 ft,35,49
198,2,3:23.0,Defensive rebound by A. Drummond,,35,49
199,2,3:19.0,R. Jackson misses 3-pt jump shot from 25 ft,,35,49
200,2,3:16.0,,Defensive rebound by P. Millsap,35,49
201,2,2:59.0,,J. Murray misses 2-pt jump shot from 13 ft,35,49
202,2,2:56.0,Defensive rebound by B. Griffin,,35,49
203,2,2:52.0,L. Galloway misses 3-pt jump shot from 23 ft,,35,49
204,2,2:51.0,,Defensive rebound by Team,35,49
205,2,2:32.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),35,51
206,2,2:32.0,,Shooting foul by A. Drummond (drawn by N. Jokić),35,51
207,2,2:32.0,T. Maker enters the game for A. Drummond,,35,51
208,2,2:32.0,,N. Jokić misses free throw 1 of 1,35,51
209,2,2:30.0,Defensive rebound by B. Griffin,,35,51
210,2,2:26.0,Detroit full timeout,,35,51
211,2,2:21.0,B. Griffin misses 2-pt hook shot from 5 ft,,35,51
212,2,2:19.0,,Defensive rebound by N. Jokić,35,51
213,2,2:11.0,,N. Jokić makes 2-pt jump shot from 6 ft (assist by W. Barton),35,53
214,2,1:55.0,B. Griffin makes 2-pt layup from 2 ft (assist by R. Jackson),,37,53
215,2,1:35.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by G. Harris),37,56
216,2,1:21.0,W. Ellington misses 3-pt jump shot from 24 ft,,37,56
217,2,1:18.0,,Defensive rebound by J. Murray,37,56
218,2,1:12.0,,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),37,58
219,2,0:53.0,B. Griffin misses 3-pt jump shot from 23 ft,,37,58
220,2,0:51.0,,Defensive rebound by N. Jokić,37,58
221,2,0:46.0,,Shooting foul by B. Griffin (drawn by P. Millsap),37,58
222,2,0:46.0,,P. Millsap makes free throw 1 of 2,37,59
223,2,0:46.0,,M. Plumlee enters the game for N. Jokić,37,59
224,2,0:46.0,,P. Millsap makes free throw 2 of 2,37,60
225,2,0:38.0,R. Jackson misses 2-pt jump shot from 10 ft,,37,60
226,2,0:35.0,,Defensive rebound by Team,37,60
227,2,0:35.0,,N. Jokić enters the game for M. Plumlee,37,60
228,2,0:30.0,,J. Murray makes 2-pt jump shot from 23 ft,37,62
229,2,0:15.0,Personal foul by W. Barton (drawn by L. Galloway),,37,62
230,2,0:15.0,L. Galloway makes free throw 1 of 2,,38,62
231,2,0:15.0,B. Brown enters the game for W. Ellington,,38,62
232,2,0:15.0,L. Galloway makes free throw 2 of 2,,39,62
233,2,0:01.0,,J. Murray makes 2-pt jump shot from 13 ft,39,64
234,2,0:01.0,Turnover by B. Griffin (bad pass),,39,64
235,2,0:00.0,,N. Jokić makes 2-pt jump shot from 15 ft (assist by J. Murray),39,66
236,3,11:42.0,,P. Millsap misses 2-pt hook shot from 1 ft,39,66
237,3,11:36.0,,Offensive rebound by W. Barton,39,66
238,3,11:36.0,,W. Barton misses 2-pt layup at rim,39,66
239,3,11:36.0,Defensive rebound by A. Drummond,,39,66
240,3,11:18.0,B. Griffin makes 2-pt layup from 2 ft,,41,66
241,3,11:00.0,,G. Harris misses 2-pt layup from 6 ft,41,66
242,3,11:00.0,,Offensive rebound by Team,41,66
243,3,11:00.0,,Turnover by G. Harris (traveling),41,66
244,3,10:49.0,R. Jackson misses 3-pt jump shot from 25 ft,,41,66
245,3,10:47.0,,Defensive rebound by P. Millsap,41,66
246,3,10:29.0,,Shooting foul by A. Drummond (drawn by N. Jokić),41,66
247,3,10:29.0,,N. Jokić makes free throw 1 of 2,41,67
248,3,10:29.0,,N. Jokić misses free throw 2 of 2,41,67
249,3,10:27.0,Defensive rebound by A. Drummond,,41,67
250,3,10:10.0,W. Ellington misses 3-pt jump shot from 26 ft,,41,67
251,3,10:07.0,,Defensive rebound by W. Barton,41,67
252,3,9:56.0,,Personal foul by R. Jackson (drawn by J. Murray),41,67
253,3,9:45.0,,Personal foul by A. Drummond (drawn by N. Jokić),41,67
254,3,9:45.0,T. Maker enters the game for A. Drummond,,41,67
255,3,9:39.0,,N. Jokić misses 2-pt jump shot from 6 ft,41,67
256,3,9:36.0,Defensive rebound by B. Griffin,,41,67
257,3,9:31.0,R. Jackson misses 3-pt jump shot from 24 ft,,41,67
258,3,9:26.0,Offensive rebound by B. Brown,,41,67
259,3,9:24.0,R. Jackson misses 3-pt jump shot from 25 ft,,41,67
260,3,9:22.0,,Defensive rebound by N. Jokić,41,67
261,3,9:08.0,,N. Jokić misses 2-pt jump shot from 19 ft,41,67
262,3,9:05.0,Defensive rebound by T. Maker,,41,67
263,3,9:05.0,Personal foul by P. Millsap (drawn by T. Maker),,41,67
264,3,8:59.0,T. Maker misses 3-pt jump shot from 23 ft,,41,67
265,3,8:55.0,,Defensive rebound by P. Millsap,41,67
266,3,8:43.0,,P. Millsap misses 3-pt jump shot from 24 ft,41,67
267,3,8:41.0,Defensive rebound by R. Jackson,,41,67
268,3,8:32.0,R. Jackson misses 3-pt jump shot from 25 ft,,41,67
269,3,8:30.0,,Defensive rebound by P. Millsap,41,67
270,3,8:22.0,,N. Jokić misses 3-pt jump shot from 22 ft,41,67
271,3,8:19.0,Defensive rebound by T. Maker,,41,67
272,3,7:58.0,B. Griffin misses 2-pt jump shot from 14 ft,,41,67
273,3,7:55.0,,Defensive rebound by N. Jokić,41,67
274,3,7:49.0,,Turnover by P. Millsap (lost ball; steal by B. Griffin),41,67
275,3,7:41.0,T. Maker makes 2-pt layup from 4 ft (assist by B. Griffin),,43,67
276,3,7:15.0,,N. Jokić misses 2-pt hook shot from 4 ft,43,67
277,3,7:13.0,Defensive rebound by B. Griffin,,43,67
278,3,7:08.0,Personal foul by J. Murray (drawn by B. Griffin),,43,67
279,3,7:08.0,L. Kennard enters the game for W. Ellington,,43,67
280,3,6:54.0,B. Griffin makes 2-pt layup from 3 ft,,45,67
281,3,6:41.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Murray),45,70
282,3,6:24.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by L. Kennard),,48,70
283,3,6:15.0,,Turnover by J. Murray (bad pass; steal by T. Maker),48,70
284,3,6:15.0,Personal take foul by J. Murray (drawn by T. Maker),,48,70
285,3,6:15.0,,Denver full timeout,48,70
286,3,6:15.0,I. Smith enters the game for R. Jackson,,48,70
287,3,6:15.0,,M. Morris enters the game for P. Millsap,48,70
288,3,6:15.0,,M. Plumlee enters the game for J. Murray,48,70
289,3,6:03.0,B. Griffin makes 2-pt jump shot from 5 ft,,50,70
290,3,5:42.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by M. Morris),50,73
291,3,5:31.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by I. Smith),,53,73
292,3,5:04.0,,N. Jokić misses 2-pt hook shot from 6 ft,53,73
293,3,5:03.0,Defensive rebound by B. Griffin,,53,73
294,3,5:03.0,Personal foul by N. Jokić (drawn by T. Maker),,53,73
295,3,5:03.0,L. Galloway enters the game for B. Brown,,53,73
296,3,4:51.0,L. Galloway misses 3-pt jump shot from 25 ft,,53,73
297,3,4:47.0,,Defensive rebound by M. Plumlee,53,73
298,3,4:41.0,,W. Barton misses 3-pt jump shot from 25 ft,53,73
299,3,4:38.0,Defensive rebound by L. Kennard,,53,73
300,3,4:28.0,I. Smith misses 2-pt layup from 5 ft,,53,73
301,3,4:26.0,,Defensive rebound by M. Plumlee,53,73
302,3,4:05.0,,Turnover by M. Plumlee (bad pass),53,73
303,3,3:51.0,B. Griffin makes 2-pt layup from 3 ft (assist by L. Galloway),,55,73
304,3,3:32.0,,M. Plumlee misses 2-pt hook shot from 7 ft,55,73
305,3,3:30.0,Defensive rebound by B. Griffin,,55,73
306,3,3:23.0,B. Griffin misses 3-pt jump shot from 23 ft,,55,73
307,3,3:20.0,,Defensive rebound by N. Jokić,55,73
308,3,3:15.0,,G. Harris misses 3-pt jump shot from 27 ft,55,73
309,3,3:12.0,,Offensive rebound by M. Morris,55,73
310,3,3:11.0,,M. Morris misses 2-pt jump shot from 15 ft,55,73
311,3,3:08.0,Defensive rebound by L. Galloway,,55,73
312,3,3:07.0,B. Griffin makes 2-pt layup from 2 ft (assist by L. Galloway),,57,73
313,3,3:06.0,,Denver full timeout,57,73
314,3,3:06.0,J. Leuer enters the game for B. Griffin,,57,73
315,3,3:06.0,,T. Craig enters the game for G. Harris,57,73
316,3,3:06.0,,P. Millsap enters the game for N. Jokić,57,73
317,3,2:54.0,,W. Barton misses 2-pt jump shot from 6 ft,57,73
318,3,2:51.0,Defensive rebound by I. Smith,,57,73
319,3,2:38.0,L. Kennard misses 3-pt jump shot from 25 ft,,57,73
320,3,2:35.0,,Defensive rebound by P. Millsap,57,73
321,3,2:21.0,,M. Morris makes 2-pt jump shot from 20 ft (assist by P. Millsap),57,75
322,3,1:53.0,L. Kennard makes 3-pt jump shot from 25 ft,,60,75
323,3,1:28.0,,M. Plumlee misses 2-pt hook shot from 3 ft,60,75
324,3,1:25.0,Defensive rebound by L. Kennard,,60,75
325,3,1:23.0,Turnover by L. Kennard (bad pass; steal by P. Millsap),,60,75
326,3,1:12.0,,W. Barton makes 2-pt jump shot from 5 ft (assist by M. Morris),60,77
327,3,1:12.0,,Shooting foul by L. Galloway (drawn by W. Barton),60,77
328,3,1:12.0,,W. Barton misses free throw 1 of 1,60,77
329,3,1:10.0,Defensive rebound by T. Maker,,60,77
330,3,0:55.0,L. Galloway misses 3-pt jump shot from 23 ft,,60,77
331,3,0:52.0,,Defensive rebound by Team,60,77
332,3,0:52.0,,J. Murray enters the game for W. Barton,60,77
333,3,0:35.0,,Shooting foul by J. Leuer (drawn by P. Millsap),60,77
334,3,0:35.0,,Offensive rebound by Team,60,77
335,3,0:35.0,,P. Millsap misses free throw 1 of 2,60,77
336,3,0:35.0,,P. Millsap makes free throw 2 of 2,60,78
337,3,0:16.0,I. Smith makes 2-pt jump shot from 16 ft,,62,78
338,3,0:01.0,,J. Murray makes 3-pt jump shot from 25 ft,62,81
339,3,0:00.0,I. Smith misses 3-pt jump shot from 51 ft,,62,81
340,3,0:00.0,Offensive rebound by Team,,62,81
341,4,11:46.0,I. Smith misses 2-pt jump shot from 11 ft,,62,81
342,4,11:45.0,Offensive rebound by A. Drummond,,62,81
343,4,11:44.0,Shooting foul by T. Craig (drawn by A. Drummond),,62,81
344,4,11:44.0,A. Drummond makes free throw 1 of 2,,63,81
345,4,11:44.0,A. Drummond misses free throw 2 of 2,,63,81
346,4,11:41.0,,Defensive rebound by M. Plumlee,63,81
347,4,11:26.0,,J. Murray misses 2-pt jump shot from 14 ft,63,81
348,4,11:23.0,Defensive rebound by L. Kennard,,63,81
349,4,11:15.0,I. Smith misses 3-pt jump shot from 23 ft,,63,81
350,4,11:11.0,,Defensive rebound by P. Millsap,63,81
351,4,11:06.0,,Personal foul by I. Smith (drawn by M. Morris),63,81
352,4,10:58.0,,T. Craig misses 3-pt jump shot from 25 ft,63,81
353,4,10:56.0,Defensive rebound by I. Smith,,63,81
354,4,10:42.0,Personal foul by T. Craig (drawn by B. Griffin),,63,81
355,4,10:28.0,I. Smith makes 3-pt jump shot from 26 ft (assist by B. Griffin),,66,81
356,4,10:04.0,,M. Morris misses 2-pt jump shot from 15 ft,66,81
357,4,10:01.0,Defensive rebound by A. Drummond,,66,81
358,4,9:54.0,A. Drummond misses 2-pt layup from 2 ft,,66,81
359,4,9:50.0,,Defensive rebound by M. Plumlee,66,81
360,4,9:49.0,,J. Murray misses 3-pt jump shot from 26 ft,66,81
361,4,9:47.0,,Offensive rebound by Team,66,81
362,4,9:47.0,,Personal foul by I. Smith (drawn by T. Craig),66,81
363,4,9:47.0,,G. Harris enters the game for T. Craig,66,81
364,4,9:32.0,,M. Plumlee makes 2-pt layup from 2 ft,66,83
365,4,9:14.0,B. Griffin misses 2-pt layup from 4 ft (block by P. Millsap),,66,83
366,4,9:13.0,Offensive rebound by I. Smith,,66,83
367,4,9:13.0,I. Smith misses 2-pt jump shot from 15 ft,,66,83
368,4,9:11.0,Offensive rebound by A. Drummond,,66,83
369,4,9:09.0,,Defensive rebound by P. Millsap,66,83
370,4,9:09.0,A. Drummond misses 2-pt dunk from 1 ft,,66,83
371,4,8:55.0,,P. Millsap misses 2-pt layup from 5 ft,66,83
372,4,8:52.0,,Offensive rebound by M. Plumlee,66,83
373,4,8:43.0,,M. Plumlee makes 2-pt jump shot from 12 ft (assist by J. Murray),66,85
374,4,8:41.0,Detroit full timeout,,66,85
375,4,8:41.0,W. Ellington enters the game for L. Galloway,,66,85
376,4,8:41.0,R. Jackson enters the game for I. Smith,,66,85
377,4,8:34.0,Offensive foul by B. Griffin (drawn by M. Plumlee),,66,85
378,4,8:34.0,Turnover by B. Griffin (offensive foul),,66,85
379,4,8:27.0,,Turnover by M. Morris (discontinued dribble),66,85
380,4,8:07.0,B. Griffin misses 2-pt layup from 5 ft,,66,85
381,4,8:05.0,,Defensive rebound by P. Millsap,66,85
382,4,7:58.0,,P. Millsap misses 2-pt jump shot from 5 ft,66,85
383,4,7:57.0,,Offensive rebound by P. Millsap,66,85
384,4,7:54.0,,M. Morris misses 3-pt jump shot from 22 ft,66,85
385,4,7:53.0,,Offensive rebound by M. Plumlee,66,85
386,4,7:49.0,,Offensive foul by G. Harris (drawn by R. Jackson),66,85
387,4,7:49.0,,Turnover by G. Harris (offensive foul),66,85
388,4,7:49.0,Technical foul by A. Drummond,,66,85
389,4,7:49.0,,N. Jokić enters the game for M. Plumlee,66,85
390,4,7:49.0,,J. Murray misses technical free throw,66,85
391,4,7:49.0,Defensive rebound by Team,,66,85
