,QUARTER,TIME_REMAINING,DENVER_ACTION,ORLANDO_ACTION,DENVER_SCORE,ORLANDO_SCORE
157,2,2:05.0,,A. Gordon makes 2-pt layup from 1 ft,52,54
158,2,1:52.0,P. Millsap makes 2-pt jump shot from 5 ft,,54,54
159,2,1:34.0,,Turnover by J. Isaac (bad pass; steal by T. Craig),54,54
160,2,1:34.0,Clear path foul by D. Augustin,,54,54
161,2,1:34.0,T. Craig misses clear path free throw 1 of 2,,54,54
162,2,1:34.0,Offensive rebound by Team,,54,54
163,2,1:34.0,T. Craig makes clear path free throw 2 of 2,,55,54
164,2,1:23.0,Personal foul by A. Gordon (drawn by P. Millsap),,55,54
165,2,1:23.0,P. Millsap misses free throw 1 of 2,,55,54
166,2,1:23.0,Offensive rebound by Team,,55,54
167,2,1:23.0,P. Millsap misses free throw 2 of 2,,55,54
168,2,1:20.0,,Defensive rebound by N. Vučević,55,54
169,2,1:04.0,,J. Isaac misses 3-pt jump shot from 23 ft,55,54
170,2,1:02.0,,Offensive rebound by N. Vučević,55,54
171,2,0:52.0,,A. Gordon misses 3-pt jump shot from 30 ft,55,54
172,2,0:50.0,Defensive rebound by T. Craig,,55,54
173,2,0:34.0,Turnover by T. Craig (3 sec),,55,54
174,2,0:34.0,,T. Ross enters the game for A. Gordon,55,54
175,2,0:14.0,,N. Vučević misses 2-pt jump shot from 12 ft,55,54
176,2,0:11.0,Defensive rebound by N. Jokić,,55,54
177,2,0:07.0,Personal foul by D. Augustin (drawn by N. Jokić),,55,54
178,2,0:07.0,N. Jokić misses free throw 1 of 2,,55,54
179,2,0:07.0,Offensive rebound by Team,,55,54
180,2,0:07.0,N. Jokić makes free throw 2 of 2,,56,54
181,2,0:03.0,,Personal take foul by J. Hernangómez (drawn by J. Simmons),56,54
182,2,0:03.0,M. Beasley enters the game for J. Hernangómez,,56,54
183,2,0:01.0,,T. Ross misses 3-pt jump shot from 28 ft,56,54
184,2,0:01.0,,Offensive rebound by Team,56,54
185,3,11:46.0,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),,58,54
186,3,11:31.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by D. Augustin),58,57
187,3,11:15.0,Shooting foul by J. Simmons (drawn by J. Murray),,58,57
188,3,11:15.0,J. Murray makes free throw 1 of 2,,59,57
189,3,11:15.0,J. Murray misses free throw 2 of 2,,59,57
190,3,11:09.0,,Defensive rebound by N. Vučević,59,57
191,3,11:01.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),59,60
192,3,10:41.0,P. Millsap misses 2-pt jump shot from 8 ft,,59,60
193,3,10:38.0,,Defensive rebound by A. Gordon,59,60
194,3,10:25.0,,J. Simmons misses 3-pt jump shot from 23 ft,59,60
195,3,10:22.0,Defensive rebound by J. Hernangómez,,59,60
196,3,10:15.0,Def 3 sec tech foul by Team,,59,60
197,3,10:15.0,J. Murray makes technical free throw,,60,60
198,3,10:04.0,J. Hernangómez makes 2-pt layup from 2 ft (assist by J. Murray),,62,60
199,3,9:47.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by A. Gordon),62,63
200,3,9:36.0,Personal foul by J. Simmons (drawn by N. Jokić),,62,63
201,3,9:24.0,J. Murray misses 2-pt jump shot from 9 ft,,62,63
202,3,9:21.0,,Defensive rebound by N. Vučević,62,63
203,3,9:17.0,,N. Vučević misses 3-pt jump shot from 26 ft,62,63
204,3,9:13.0,Defensive rebound by T. Craig,,62,63
205,3,8:56.0,J. Murray makes 3-pt jump shot from 29 ft (assist by J. Hernangómez),,65,63
206,3,8:38.0,,Turnover by J. Simmons (step out of bounds),65,63
207,3,8:29.0,P. Millsap makes 2-pt jump shot from 14 ft (assist by J. Murray),,67,63
208,3,8:14.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by D. Augustin),67,66
209,3,7:54.0,N. Jokić misses 3-pt jump shot from 27 ft,,67,66
210,3,7:50.0,,Defensive rebound by E. Fournier,67,66
211,3,7:44.0,,Offensive foul by A. Gordon (drawn by N. Jokić),67,66
212,3,7:44.0,,Turnover by A. Gordon (offensive foul),67,66
213,3,7:28.0,Turnover by P. Millsap (traveling),,67,66
214,3,7:09.0,,D. Augustin makes 3-pt jump shot from 27 ft,67,69
215,3,7:07.0,Denver full timeout,,67,69
216,3,6:56.0,N. Jokić misses 2-pt jump shot from 20 ft,,67,69
217,3,6:51.0,,Defensive rebound by E. Fournier,67,69
218,3,6:42.0,,J. Simmons misses 2-pt layup from 2 ft,67,69
219,3,6:39.0,Defensive rebound by P. Millsap,,67,69
220,3,6:36.0,Turnover by J. Murray (lost ball; steal by A. Gordon),,67,69
221,3,6:32.0,,A. Gordon misses 2-pt layup from 1 ft,67,69
222,3,6:30.0,Defensive rebound by N. Jokić,,67,69
223,3,6:27.0,T. Craig makes 2-pt layup at rim (assist by N. Jokić),,69,69
224,3,6:11.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by N. Vučević),69,72
225,3,5:56.0,J. Hernangómez makes 2-pt dunk from 1 ft (assist by T. Craig),,71,72
226,3,5:33.0,,D. Augustin makes 2-pt layup from 2 ft,71,74
227,3,5:17.0,J. Murray makes 2-pt dunk from 1 ft (assist by P. Millsap),,73,74
228,3,4:57.0,,N. Vučević makes 2-pt hook shot from 7 ft (assist by D. Augustin),73,76
229,3,4:43.0,J. Murray misses 2-pt jump shot from 21 ft,,73,76
230,3,4:41.0,,Defensive rebound by N. Vučević,73,76
231,3,4:30.0,,N. Vučević misses 2-pt jump shot from 10 ft,73,76
232,3,4:28.0,Defensive rebound by P. Millsap,,73,76
233,3,4:18.0,P. Millsap misses 2-pt jump shot from 11 ft,,73,76
234,3,4:14.0,,Defensive rebound by E. Fournier,73,76
235,3,4:10.0,,D. Augustin makes 3-pt jump shot from 28 ft (assist by E. Fournier),73,79
236,3,4:09.0,Denver full timeout,,73,79
237,3,4:09.0,M. Beasley enters the game for J. Hernangómez,,73,79
238,3,4:09.0,T. Lyles enters the game for N. Jokić,,73,79
239,3,4:09.0,M. Morris enters the game for P. Millsap,,73,79
240,3,4:09.0,M. Plumlee enters the game for J. Murray,,73,79
241,3,4:09.0,,J. Isaac enters the game for E. Fournier,73,79
242,3,4:09.0,,T. Ross enters the game for J. Simmons,73,79
243,3,3:51.0,M. Morris makes 2-pt jump shot from 18 ft,,75,79
244,3,3:33.0,,N. Vučević makes 2-pt hook shot from 8 ft (assist by D. Augustin),75,81
245,3,3:16.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by M. Morris),,78,81
246,3,3:00.0,,Personal foul by T. Craig (drawn by A. Gordon),78,81
247,3,3:00.0,,J. Grant enters the game for D. Augustin,78,81
248,3,3:00.0,,J. Simmons enters the game for A. Gordon,78,81
249,3,2:50.0,,J. Simmons misses 2-pt layup from 1 ft,78,81
250,3,2:48.0,Defensive rebound by M. Plumlee,,78,81
251,3,2:37.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Morris),,81,81
252,3,2:15.0,,N. Vučević misses 2-pt hook shot from 6 ft,81,81
253,3,2:12.0,Defensive rebound by M. Plumlee,,81,81
254,3,1:55.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by M. Morris),,84,81
255,3,1:37.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by T. Ross),84,83
256,3,1:14.0,Offensive foul by M. Plumlee (drawn by J. Grant),,84,83
257,3,1:14.0,Turnover by M. Plumlee (offensive foul),,84,83
258,3,1:14.0,J. Murray enters the game for T. Craig,,84,83
259,3,1:14.0,,M. Bamba enters the game for N. Vučević,84,83
260,3,0:58.0,,M. Bamba makes 3-pt jump shot from 23 ft (assist by J. Grant),84,86
261,3,0:42.0,M. Morris makes 2-pt jump shot from 11 ft (assist by M. Plumlee),,86,86
262,3,0:30.0,,J. Isaac misses 3-pt jump shot from 23 ft,86,86
263,3,0:27.0,Defensive rebound by M. Plumlee,,86,86
264,3,0:10.0,M. Morris makes 2-pt jump shot from 17 ft,,88,86
265,3,0:04.0,,Personal take foul by M. Plumlee (drawn by J. Grant),88,86
266,3,0:04.0,T. Craig enters the game for T. Lyles,,88,86
267,3,0:02.0,,Turnover by J. Simmons (bad pass; steal by T. Craig),88,86
268,3,0:00.0,M. Beasley misses 2-pt jump shot from 12 ft,,88,86
269,3,0:00.0,Offensive rebound by Team,,88,86
270,4,11:55.0,,Personal foul by M. Beasley (drawn by T. Ross),88,86
271,4,11:46.0,,Personal foul by M. Beasley (drawn by M. Bamba),88,86
272,4,11:40.0,,T. Ross makes 3-pt jump shot from 28 ft,88,89
273,4,11:19.0,Shooting foul by M. Bamba (drawn by M. Plumlee),,88,89
274,4,11:19.0,M. Plumlee makes free throw 1 of 2,,89,89
275,4,11:19.0,M. Plumlee makes free throw 2 of 2,,90,89
276,4,11:02.0,,T. Ross misses 3-pt jump shot from 29 ft,90,89
277,4,10:58.0,,Offensive rebound by J. Isaac,90,89
278,4,10:54.0,,M. Bamba misses 2-pt jump shot from 16 ft,90,89
279,4,10:54.0,Defensive rebound by M. Beasley,,90,89
280,4,10:41.0,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Murray),,93,89
281,4,10:25.0,,E. Fournier misses 2-pt jump shot from 20 ft,93,89
282,4,10:22.0,Defensive rebound by T. Lyles,,93,89
283,4,10:14.0,Shooting foul by M. Bamba (drawn by T. Lyles),,93,89
284,4,10:14.0,T. Lyles makes free throw 1 of 2,,94,89
285,4,10:14.0,T. Lyles makes free throw 2 of 2,,95,89
286,4,10:03.0,,J. Isaac misses 3-pt jump shot from 27 ft,95,89
287,4,10:00.0,Defensive rebound by M. Beasley,,95,89
288,4,9:57.0,Shooting foul by E. Fournier (drawn by M. Plumlee),,95,89
289,4,9:57.0,M. Plumlee misses free throw 1 of 2,,95,89
290,4,9:57.0,Offensive rebound by Team,,95,89
291,4,9:57.0,M. Plumlee misses free throw 2 of 2,,95,89
292,4,9:54.0,,Defensive rebound by E. Fournier,95,89
293,4,9:38.0,,J. Isaac makes 2-pt jump shot from 22 ft (assist by E. Fournier),95,91
294,4,9:19.0,M. Beasley misses 2-pt layup from 2 ft (block by M. Bamba),,95,91
295,4,9:17.0,,Defensive rebound by J. Isaac,95,91
296,4,9:13.0,,Shooting foul by T. Lyles (drawn by J. Isaac),95,91
297,4,9:13.0,,J. Isaac makes free throw 1 of 2,95,92
298,4,9:13.0,,J. Isaac makes free throw 2 of 2,95,93
299,4,9:01.0,T. Lyles makes 2-pt jump shot from 15 ft (assist by J. Murray),,97,93
300,4,8:35.0,,E. Fournier misses 2-pt layup from 6 ft (block by T. Lyles),97,93
301,4,8:31.0,,Offensive rebound by E. Fournier,97,93
302,4,8:28.0,,E. Fournier makes 3-pt jump shot from 23 ft,97,96
303,4,8:13.0,T. Lyles misses 3-pt jump shot from 27 ft,,97,96
304,4,8:13.0,,Defensive rebound by M. Bamba,97,96
305,4,8:00.0,,M. Bamba misses 2-pt jump shot from 10 ft,97,96
306,4,7:58.0,Defensive rebound by T. Lyles,,97,96
307,4,7:42.0,J. Murray misses 2-pt jump shot from 19 ft,,97,96
308,4,7:37.0,Offensive rebound by M. Morris,,97,96
309,4,7:29.0,Turnover by M. Morris (lost ball; steal by M. Bamba),,97,96
310,4,7:21.0,,E. Fournier misses 3-pt jump shot from 28 ft,97,96
311,4,7:17.0,Defensive rebound by M. Beasley,,97,96
312,4,7:08.0,Offensive foul by T. Lyles (drawn by E. Fournier),,97,96
313,4,7:08.0,Turnover by T. Lyles (offensive foul),,97,96
314,4,7:08.0,,A. Gordon enters the game for J. Isaac,97,96
315,4,6:55.0,,T. Ross makes 2-pt jump shot from 6 ft (assist by E. Fournier),97,98
316,4,6:55.0,Denver full timeout,,97,98
317,4,6:44.0,M. Morris misses 2-pt layup from 3 ft,,97,98
318,4,6:44.0,Offensive rebound by M. Plumlee,,97,98
319,4,6:44.0,Shooting foul by E. Fournier (drawn by M. Plumlee),,97,98
320,4,6:44.0,M. Plumlee misses free throw 1 of 2,,97,98
321,4,6:44.0,Offensive rebound by Team,,97,98
322,4,6:44.0,J. Hernangómez enters the game for J. Murray,,97,98
323,4,6:44.0,M. Plumlee misses free throw 2 of 2,,97,98
324,4,6:44.0,Offensive rebound by Team,,97,98
325,4,6:44.0,,Loose ball foul by M. Bamba (drawn by T. Lyles),97,98
326,4,6:44.0,T. Lyles misses free throw 1 of 2,,97,98
327,4,6:44.0,Offensive rebound by Team,,97,98
328,4,6:44.0,T. Lyles makes free throw 2 of 2,,98,98
329,4,6:28.0,,J. Grant misses 3-pt jump shot from 26 ft,98,98
330,4,6:22.0,,Offensive rebound by M. Bamba,98,98
331,4,6:14.0,,J. Grant misses 2-pt jump shot from 6 ft,98,98
332,4,6:13.0,Defensive rebound by Team,,98,98
333,4,6:13.0,,Loose ball foul by J. Grant (drawn by M. Plumlee),98,98
334,4,6:13.0,M. Plumlee makes free throw 1 of 2,,99,98
335,4,6:13.0,P. Millsap enters the game for T. Lyles,,99,98
336,4,6:13.0,J. Murray enters the game for M. Morris,,99,98
337,4,6:13.0,,N. Vučević enters the game for M. Bamba,99,98
338,4,6:13.0,M. Plumlee misses free throw 2 of 2,,99,98
339,4,6:10.0,,Defensive rebound by N. Vučević,99,98
340,4,5:58.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),99,101
341,4,5:40.0,M. Beasley makes 2-pt dunk from 1 ft (assist by M. Plumlee),,101,101
342,4,5:16.0,,T. Ross makes 2-pt jump shot from 19 ft,101,103
343,4,5:04.0,Personal foul by A. Gordon (drawn by P. Millsap),,101,103
344,4,5:04.0,P. Millsap makes free throw 1 of 2,,102,103
345,4,5:04.0,N. Jokić enters the game for M. Plumlee,,102,103
346,4,5:04.0,,D. Augustin enters the game for J. Grant,102,103
347,4,5:04.0,,J. Isaac enters the game for T. Ross,102,103
348,4,5:04.0,P. Millsap makes free throw 2 of 2,,103,103
349,4,4:44.0,,N. Vučević misses 2-pt hook shot from 10 ft,103,103
350,4,4:40.0,Defensive rebound by P. Millsap,,103,103
351,4,4:25.0,J. Hernangómez makes 2-pt layup from 2 ft (assist by N. Jokić),,105,103
352,4,4:07.0,,J. Isaac misses 3-pt jump shot from 23 ft,105,103
353,4,4:07.0,,Offensive rebound by Team,105,103
354,4,4:07.0,,Personal foul by J. Murray (drawn by N. Vučević),105,103
355,4,3:53.0,,Turnover by Team (shot clock),105,103
356,4,3:33.0,N. Jokić makes 2-pt layup from 1 ft (assist by P. Millsap),,107,103
357,4,3:33.0,,Orlando full timeout,107,103
358,4,3:33.0,,T. Ross enters the game for J. Isaac,107,103
359,4,3:17.0,,A. Gordon misses 3-pt jump shot from 25 ft,107,103
360,4,3:14.0,Defensive rebound by J. Murray,,107,103
361,4,3:05.0,J. Murray misses 2-pt layup from 6 ft,,107,103
362,4,3:05.0,,Defensive rebound by Team,107,103
363,4,3:05.0,Loose ball foul by J. Murray (drawn by E. Fournier),,107,103
364,4,3:05.0,,E. Fournier makes free throw 1 of 2,107,104
365,4,3:05.0,,E. Fournier makes free throw 2 of 2,107,105
366,4,3:05.0,Denver full timeout,,107,105
367,4,2:48.0,J. Murray misses 2-pt jump shot from 13 ft,,107,105
368,4,2:45.0,,Defensive rebound by A. Gordon,107,105
369,4,2:41.0,,T. Ross misses 3-pt jump shot from 26 ft,107,105
370,4,2:37.0,Defensive rebound by N. Jokić,,107,105
371,4,2:25.0,J. Hernangómez makes 3-pt jump shot from 27 ft (assist by J. Murray),,110,105
372,4,2:02.0,,E. Fournier misses 2-pt layup from 2 ft,110,105
373,4,1:58.0,,Offensive rebound by A. Gordon,110,105
374,4,1:58.0,,A. Gordon makes 2-pt dunk from 1 ft,110,107
375,4,1:48.0,N. Jokić makes 2-pt jump shot from 13 ft (assist by J. Murray),,112,107
376,4,1:35.0,,E. Fournier makes 2-pt layup from 2 ft,112,109
377,4,1:21.0,N. Jokić misses 3-pt jump shot from 28 ft,,112,109
378,4,1:16.0,,Defensive rebound by A. Gordon,112,109
379,4,1:03.0,,T. Ross misses 3-pt jump shot from 26 ft,112,109
