,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,INDIANA_ACTION,GOLDEN STATE_SCORE,INDIANA_SCORE
378,4,5:31.0,Q. Cook misses 3-pt jump shot from 26 ft,,117,92
379,4,5:28.0,,Defensive rebound by D. McDermott,117,92
380,4,5:22.0,,D. McDermott misses 3-pt jump shot from 28 ft,117,92
381,4,5:19.0,,Offensive rebound by D. Sabonis,117,92
382,4,5:13.0,,A. Holiday makes 3-pt jump shot from 23 ft (assist by C. Joseph),117,95
383,4,4:52.0,D. Lee makes 2-pt jump shot from 20 ft (assist by S. Livingston),,119,95
384,4,4:50.0,,Indiana full timeout,119,95
385,4,4:50.0,M. Derrickson enters the game for D. Cousins,,119,95
386,4,4:50.0,K. Looney enters the game for A. Iguodala,,119,95
387,4,4:50.0,A. McKinnie enters the game for S. Livingston,,119,95
388,4,4:50.0,,K. O'Quinn enters the game for C. Joseph,119,95
389,4,4:50.0,,E. Sumner enters the game for D. Sabonis,119,95
390,4,4:38.0,,Turnover by K. O'Quinn (bad pass; steal by K. Looney),119,95
391,4,4:22.0,K. Looney misses 2-pt jump shot from 12 ft,,119,95
392,4,4:20.0,,Defensive rebound by K. O'Quinn,119,95
393,4,4:13.0,,T. Leaf misses 2-pt jump shot from 13 ft,119,95
394,4,4:11.0,,Offensive rebound by Team,119,95
395,4,4:08.0,,D. McDermott misses 2-pt jump shot from 12 ft,119,95
396,4,4:05.0,Defensive rebound by D. Lee,,119,95
397,4,3:50.0,M. Derrickson makes 3-pt jump shot from 24 ft (assist by K. Looney),,122,95
398,4,3:31.0,,Turnover by A. Holiday (lost ball; steal by Q. Cook),122,95
399,4,3:26.0,A. McKinnie misses 2-pt layup at rim,,122,95
400,4,3:23.0,,Defensive rebound by D. McDermott,122,95
401,4,3:18.0,,E. Sumner misses 3-pt jump shot from 27 ft,122,95
402,4,3:15.0,Defensive rebound by M. Derrickson,,122,95
403,4,3:07.0,Q. Cook misses 2-pt layup from 2 ft,,122,95
404,4,3:05.0,Offensive rebound by A. McKinnie,,122,95
405,4,3:03.0,D. Lee misses 3-pt jump shot from 28 ft,,122,95
406,4,3:00.0,,Defensive rebound by K. O'Quinn,122,95
407,4,2:54.0,,A. Holiday misses 2-pt layup from 3 ft,122,95
408,4,2:51.0,,Offensive rebound by E. Sumner,122,95
409,4,2:51.0,,E. Sumner misses 2-pt layup at rim,122,95
410,4,2:50.0,Defensive rebound by D. Lee,,122,95
411,4,2:47.0,Q. Cook misses 3-pt jump shot from 26 ft,,122,95
412,4,2:45.0,,Defensive rebound by K. O'Quinn,122,95
413,4,2:45.0,,Indiana full timeout,122,95
414,4,2:45.0,J. Bell enters the game for K. Looney,,122,95
415,4,2:45.0,,A. Johnson enters the game for T. Leaf,122,95
416,4,2:45.0,,D. Reed enters the game for D. McDermott,122,95
417,4,2:36.0,,E. Sumner misses 2-pt layup from 2 ft,122,95
418,4,2:35.0,,Offensive rebound by Team,122,95
419,4,2:32.0,,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by D. Reed),122,97
420,4,2:15.0,M. Derrickson misses 3-pt jump shot from 29 ft,,122,97
421,4,2:13.0,Offensive rebound by D. Lee,,122,97
422,4,2:05.0,Q. Cook misses 2-pt layup from 1 ft (block by K. O'Quinn),,122,97
423,4,2:05.0,Offensive rebound by Team,,122,97
424,4,2:02.0,D. Lee makes 2-pt jump shot from 22 ft (assist by Q. Cook),,124,97
425,4,1:42.0,,A. Holiday misses 2-pt hook shot from 7 ft,124,97
426,4,1:39.0,Defensive rebound by Q. Cook,,124,97
427,4,1:24.0,M. Derrickson misses 3-pt jump shot from 25 ft,,124,97
428,4,1:21.0,,Defensive rebound by A. Holiday,124,97
429,4,1:19.0,,Turnover by A. Holiday (bad pass),124,97
430,4,1:13.0,Q. Cook makes 3-pt jump shot from 27 ft,,127,97
431,4,1:04.0,,A. Johnson misses 3-pt jump shot from 26 ft,127,97
432,4,0:59.0,Defensive rebound by A. McKinnie,,127,97
433,4,0:56.0,D. Lee makes 3-pt jump shot from 23 ft (assist by J. Bell),,130,97
434,4,0:48.0,,D. Reed misses 2-pt jump shot from 19 ft,130,97
435,4,0:45.0,Defensive rebound by J. Bell,,130,97
436,4,0:31.0,Q. Cook makes 2-pt jump shot from 11 ft,,132,97
437,4,0:25.0,,D. Reed makes 3-pt jump shot from 28 ft (assist by A. Holiday),132,100
438,4,0:02.0,D. Lee misses 2-pt jump shot from 10 ft (block by E. Sumner),,132,100
439,4,0:01.0,Offensive rebound by Q. Cook,,132,100
440,4,0:01.0,Turnover by Team (shot clock),,132,100
