,QUARTER,TIME_REMAINING,DALLAS_ACTION,BROOKLYN_ACTION,DALLAS_SCORE,BROOKLYN_SCORE
49,1,6:15.0,Personal foul by A. Crabbe (drawn by D. Powell),,10,11
50,1,6:15.0,,S. Dinwiddie enters the game for A. Crabbe,10,11
51,1,6:03.0,D. Finney-Smith misses 2-pt layup from 2 ft,,10,11
52,1,6:02.0,Offensive rebound by Team,,10,11
53,1,6:02.0,M. Kleber enters the game for D. Powell,,10,11
54,1,5:55.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,10,11
55,1,5:53.0,,Defensive rebound by S. Dinwiddie,10,11
56,1,5:46.0,,J. Allen makes 2-pt dunk from 1 ft (assist by J. Harris),10,13
57,1,5:33.0,D. Finney-Smith misses 2-pt layup from 2 ft,,10,13
58,1,5:31.0,Offensive rebound by Team,,10,13
59,1,5:23.0,M. Kleber makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),,13,13
60,1,5:06.0,,D. Russell misses 3-pt jump shot from 25 ft,13,13
61,1,5:03.0,Defensive rebound by L. Dončić,,13,13
62,1,4:57.0,L. Dončić makes 2-pt jump shot from 9 ft,,15,13
63,1,4:48.0,,D. Carroll makes 2-pt jump shot from 11 ft (assist by D. Russell),15,15
64,1,4:34.0,M. Kleber misses 3-pt jump shot from 23 ft,,15,15
65,1,4:31.0,,Defensive rebound by S. Dinwiddie,15,15
66,1,4:25.0,,S. Dinwiddie makes 2-pt layup from 1 ft,15,17
67,1,4:25.0,,Shooting foul by M. Kleber (drawn by S. Dinwiddie),15,17
68,1,4:25.0,,E. Davis enters the game for J. Allen,15,17
69,1,4:25.0,,C. LeVert enters the game for D. Russell,15,17
70,1,4:25.0,Dallas full timeout,,15,17
71,1,4:25.0,D. Harris enters the game for J. Brunson,,15,17
72,1,4:25.0,,S. Dinwiddie misses free throw 1 of 1,15,17
73,1,4:22.0,Defensive rebound by D. Finney-Smith,,15,17
74,1,4:10.0,Turnover by M. Kleber (bad pass; steal by S. Dinwiddie),,15,17
75,1,4:02.0,,S. Dinwiddie makes 2-pt layup from 2 ft,15,19
76,1,3:48.0,C. Lee makes 3-pt jump shot from 23 ft (assist by D. Finney-Smith),,18,19
77,1,3:30.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by C. LeVert),18,22
78,1,3:16.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,18,22
79,1,3:10.0,,Defensive rebound by E. Davis,18,22
80,1,3:05.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,18,22
81,1,3:02.0,,Offensive rebound by E. Davis,18,22
82,1,2:59.0,,D. Carroll misses 3-pt jump shot from 23 ft,18,22
83,1,2:55.0,Defensive rebound by D. Finney-Smith,,18,22
84,1,2:52.0,Shooting foul by D. Carroll (drawn by D. Harris),,18,22
85,1,2:52.0,D. Harris makes free throw 1 of 2,,19,22
86,1,2:52.0,,A. Crabbe enters the game for J. Harris,19,22
87,1,2:52.0,D. Harris misses free throw 2 of 2,,19,22
88,1,2:49.0,,Defensive rebound by D. Carroll,19,22
89,1,2:45.0,,Shooting foul by M. Kleber (drawn by C. LeVert),19,22
90,1,2:45.0,,C. LeVert makes free throw 1 of 2,19,23
91,1,2:45.0,D. Nowitzki enters the game for D. Finney-Smith,,19,23
92,1,2:45.0,D. Powell enters the game for M. Kleber,,19,23
93,1,2:45.0,,C. LeVert makes free throw 2 of 2,19,24
94,1,2:22.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,19,24
95,1,2:21.0,Offensive rebound by Team,,19,24
96,1,2:21.0,Turnover by Team (shot clock),,19,24
97,1,2:08.0,,C. LeVert makes 2-pt jump shot from 13 ft,19,26
98,1,1:53.0,L. Dončić misses 3-pt jump shot from 24 ft,,19,26
99,1,1:50.0,,Defensive rebound by E. Davis,19,26
100,1,1:38.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by D. Carroll),19,29
101,1,1:36.0,Dallas full timeout,,19,29
102,1,1:17.0,L. Dončić misses 2-pt jump shot from 9 ft,,19,29
103,1,1:14.0,,Defensive rebound by E. Davis,19,29
104,1,0:54.0,,Shooting foul by D. Powell (drawn by C. LeVert),19,29
105,1,0:54.0,,C. LeVert makes free throw 1 of 2,19,30
106,1,0:54.0,,C. LeVert makes free throw 2 of 2,19,31
107,1,0:33.0,D. Harris misses 3-pt jump shot from 25 ft,,19,31
108,1,0:29.0,Offensive rebound by D. Powell,,19,31
109,1,0:20.0,L. Dončić makes 2-pt layup from 1 ft,,21,31
110,1,0:01.0,,A. Crabbe misses 2-pt jump shot from 21 ft,21,31
111,1,0:00.0,,Offensive rebound by Team,21,31
112,2,11:55.0,Personal foul by C. LeVert (drawn by L. Dončić),,21,31
113,2,11:51.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,21,31
114,2,11:46.0,,Defensive rebound by C. LeVert,21,31
115,2,11:40.0,,C. LeVert makes 3-pt jump shot from 25 ft,21,34
116,2,11:26.0,D. Harris makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),,24,34
117,2,11:10.0,,D. Russell makes 2-pt jump shot from 15 ft,24,36
118,2,10:55.0,L. Dončić misses 2-pt jump shot from 14 ft,,24,36
119,2,10:52.0,,Defensive rebound by A. Crabbe,24,36
120,2,10:34.0,,C. LeVert misses 3-pt jump shot from 25 ft,24,36
121,2,10:31.0,Defensive rebound by L. Dončić,,24,36
122,2,10:25.0,Turnover by L. Dončić (bad pass),,24,36
123,2,10:25.0,Loose ball foul by D. Nowitzki (drawn by C. LeVert),,24,36
124,2,10:11.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by C. LeVert),24,39
125,2,9:51.0,D. Harris misses 2-pt layup from 3 ft,,24,39
126,2,9:49.0,,Defensive rebound by D. Russell,24,39
127,2,9:44.0,,D. Carroll misses 3-pt jump shot from 26 ft,24,39
128,2,9:42.0,Defensive rebound by T. Hardaway,,24,39
129,2,9:29.0,Shooting foul by D. Russell (drawn by L. Dončić),,24,39
130,2,9:29.0,L. Dončić misses free throw 1 of 2,,24,39
131,2,9:29.0,Offensive rebound by Team,,24,39
132,2,9:29.0,L. Dončić misses free throw 2 of 2,,24,39
133,2,9:26.0,,Defensive rebound by E. Davis,24,39
134,2,9:17.0,,E. Davis misses 2-pt layup from 1 ft,24,39
135,2,9:13.0,Defensive rebound by D. Nowitzki,,24,39
136,2,9:12.0,Shooting foul by D. Russell (drawn by L. Dončić),,24,39
137,2,9:12.0,L. Dončić misses free throw 1 of 2,,24,39
138,2,9:12.0,Offensive rebound by Team,,24,39
139,2,9:12.0,,S. Dinwiddie enters the game for D. Russell,24,39
140,2,9:12.0,L. Dončić makes free throw 2 of 2,,25,39
141,2,8:51.0,,D. Carroll makes 2-pt hook shot from 4 ft,25,41
142,2,8:50.0,Dallas full timeout,,25,41
143,2,8:50.0,J. Brunson enters the game for L. Dončić,,25,41
144,2,8:50.0,D. Finney-Smith enters the game for D. Harris,,25,41
145,2,8:50.0,M. Kleber enters the game for D. Nowitzki,,25,41
146,2,8:35.0,T. Hardaway misses 3-pt jump shot from 25 ft,,25,41
147,2,8:32.0,,Defensive rebound by E. Davis,25,41
148,2,8:25.0,,S. Dinwiddie makes 2-pt jump shot from 11 ft,25,43
149,2,8:13.0,T. Hardaway makes 2-pt jump shot from 12 ft (assist by D. Powell),,27,43
150,2,8:04.0,,Offensive foul by A. Crabbe (drawn by T. Hardaway),27,43
151,2,8:04.0,,Turnover by A. Crabbe (offensive foul),27,43
152,2,8:04.0,,J. Harris enters the game for A. Crabbe,27,43
153,2,7:54.0,D. Powell makes 3-pt jump shot from 25 ft (assist by M. Kleber),,30,43
154,2,7:36.0,,S. Dinwiddie makes 2-pt layup from 1 ft,30,45
155,2,7:36.0,Violation by Team (def goaltending),,30,45
156,2,7:20.0,J. Brunson makes 2-pt jump shot from 15 ft (assist by D. Powell),,32,45
157,2,7:04.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Carroll),32,48
158,2,6:49.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,32,48
159,2,6:44.0,,Defensive rebound by C. LeVert,32,48
160,2,6:39.0,,D. Carroll makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),32,51
161,2,6:34.0,Dallas full timeout,,32,51
162,2,6:34.0,R. Broekhoff enters the game for D. Powell,,32,51
163,2,6:19.0,Shooting foul by D. Carroll (drawn by D. Finney-Smith),,32,51
164,2,6:19.0,D. Finney-Smith makes free throw 1 of 2,,33,51
165,2,6:19.0,D. Finney-Smith makes free throw 2 of 2,,34,51
166,2,6:04.0,,C. LeVert misses 2-pt layup from 1 ft,34,51
167,2,6:02.0,Defensive rebound by M. Kleber,,34,51
168,2,5:58.0,Shooting foul by S. Dinwiddie (drawn by J. Brunson),,34,51
169,2,5:58.0,J. Brunson makes free throw 1 of 2,,35,51
170,2,5:58.0,,J. Allen enters the game for E. Davis,35,51
171,2,5:58.0,,R. Kurucs enters the game for C. LeVert,35,51
172,2,5:58.0,J. Brunson makes free throw 2 of 2,,36,51
173,2,5:39.0,,S. Dinwiddie makes 2-pt layup from 2 ft,36,53
174,2,5:33.0,M. Kleber misses 3-pt jump shot from 26 ft,,36,53
175,2,5:28.0,,Defensive rebound by D. Carroll,36,53
176,2,5:15.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,36,56
177,2,4:56.0,M. Kleber makes 2-pt jump shot from 23 ft,,38,56
178,2,4:41.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),38,59
179,2,4:26.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,38,59
180,2,4:22.0,,Defensive rebound by R. Kurucs,38,59
181,2,4:03.0,,Shooting foul by D. Finney-Smith (drawn by D. Carroll),38,59
182,2,4:03.0,,D. Carroll makes free throw 1 of 2,38,60
183,2,4:03.0,L. Dončić enters the game for J. Brunson,,38,60
184,2,4:03.0,J. Jackson enters the game for D. Finney-Smith,,38,60
185,2,4:03.0,,D. Carroll misses free throw 2 of 2,38,60
186,2,3:58.0,Defensive rebound by M. Kleber,,38,60
187,2,3:52.0,J. Jackson misses 3-pt jump shot from 22 ft,,38,60
188,2,3:49.0,,Defensive rebound by J. Allen,38,60
189,2,3:38.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),38,62
190,2,3:16.0,T. Hardaway misses 3-pt jump shot from 24 ft,,38,62
191,2,3:13.0,,Defensive rebound by R. Kurucs,38,62
192,2,3:11.0,,Turnover by R. Kurucs (bad pass),38,62
193,2,3:11.0,,C. LeVert enters the game for D. Carroll,38,62
194,2,2:59.0,M. Kleber misses 3-pt jump shot from 25 ft,,38,62
195,2,2:56.0,Offensive rebound by L. Dončić,,38,62
196,2,2:55.0,L. Dončić misses 2-pt layup from 1 ft,,38,62
197,2,2:55.0,,Defensive rebound by Team,38,62
198,2,2:55.0,D. Powell enters the game for M. Kleber,,38,62
199,2,2:47.0,,R. Kurucs misses 2-pt dunk from 1 ft,38,62
200,2,2:43.0,Defensive rebound by L. Dončić,,38,62
201,2,2:41.0,R. Broekhoff misses 3-pt jump shot from 23 ft,,38,62
202,2,2:37.0,,Defensive rebound by R. Kurucs,38,62
203,2,2:33.0,,Offensive foul by S. Dinwiddie (drawn by R. Broekhoff),38,62
204,2,2:33.0,,Turnover by S. Dinwiddie (offensive foul),38,62
205,2,2:23.0,T. Hardaway misses 3-pt jump shot from 25 ft,,38,62
206,2,2:20.0,Offensive rebound by D. Powell,,38,62
207,2,2:17.0,T. Hardaway misses 2-pt layup from 2 ft,,38,62
208,2,2:15.0,,Defensive rebound by J. Harris,38,62
209,2,2:10.0,,Turnover by J. Harris (lost ball; steal by T. Hardaway),38,62
210,2,2:03.0,Shooting foul by R. Kurucs (drawn by J. Jackson),,38,62
211,2,2:03.0,,Brooklyn full timeout,38,62
212,2,2:03.0,J. Jackson misses free throw 1 of 2,,38,62
213,2,2:03.0,Offensive rebound by Team,,38,62
214,2,2:03.0,J. Jackson makes free throw 2 of 2,,39,62
215,2,1:49.0,,J. Allen misses 3-pt jump shot from 23 ft,39,62
216,2,1:46.0,Defensive rebound by L. Dončić,,39,62
217,2,1:42.0,T. Hardaway misses 3-pt jump shot from 25 ft,,39,62
218,2,1:38.0,,Defensive rebound by J. Harris,39,62
219,2,1:23.0,,C. LeVert misses 3-pt jump shot from 25 ft,39,62
220,2,1:22.0,,Offensive rebound by Team,39,62
221,2,1:22.0,Loose ball foul by T. Hardaway (drawn by J. Allen),,39,62
222,2,1:10.0,,Turnover by C. LeVert (lost ball; steal by R. Broekhoff),39,62
223,2,1:05.0,Turnover by R. Broekhoff (bad pass; steal by S. Dinwiddie),,39,62
224,2,0:58.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,39,62
225,2,0:54.0,Defensive rebound by T. Hardaway,,39,62
226,2,0:47.0,T. Hardaway makes 2-pt layup from 2 ft,,41,62
227,2,0:32.0,,J. Harris makes 2-pt layup from 2 ft (assist by S. Dinwiddie),41,64
228,2,0:10.0,L. Dončić makes 3-pt jump shot from 25 ft,,44,64
229,2,0:05.0,,Shooting foul by R. Broekhoff (drawn by S. Dinwiddie),44,64
230,2,0:05.0,,S. Dinwiddie misses free throw 1 of 2,44,64
231,2,0:05.0,,Offensive rebound by Team,44,64
232,2,0:05.0,C. Lee enters the game for T. Hardaway,,44,64
233,2,0:05.0,,S. Dinwiddie makes free throw 2 of 2,44,65
234,2,0:00.0,L. Dončić makes 3-pt jump shot from 51 ft,,47,65
235,3,11:46.0,J. Brunson makes 2-pt jump shot from 14 ft (assist by D. Powell),,49,65
236,3,11:33.0,,D. Russell misses 2-pt jump shot from 22 ft (block by L. Dončić),49,65
237,3,11:29.0,,Offensive rebound by J. Allen,49,65
238,3,11:29.0,,Personal foul by J. Brunson (drawn by J. Harris),49,65
239,3,11:22.0,,R. Kurucs makes 3-pt jump shot from 22 ft (assist by D. Russell),49,68
240,3,11:05.0,Turnover by J. Brunson (lost ball; steal by D. Russell),,49,68
241,3,11:01.0,,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),49,70
242,3,11:01.0,Dallas full timeout,,49,70
243,3,10:51.0,D. Powell misses 3-pt jump shot from 25 ft,,49,70
244,3,10:47.0,Offensive rebound by J. Brunson,,49,70
245,3,10:45.0,D. Powell makes 2-pt layup from 2 ft (assist by J. Brunson),,51,70
246,3,10:32.0,,R. Kurucs makes 3-pt jump shot from 25 ft,51,73
247,3,10:14.0,Turnover by L. Dončić (lost ball; steal by R. Kurucs),,51,73
248,3,10:06.0,,D. Russell misses 2-pt jump shot from 12 ft,51,73
249,3,10:03.0,Defensive rebound by J. Brunson,,51,73
250,3,9:54.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,51,73
251,3,9:50.0,,Defensive rebound by J. Allen,51,73
252,3,9:44.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),51,75
253,3,9:24.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,51,75
254,3,9:24.0,Offensive rebound by Team,,51,75
255,3,9:24.0,M. Kleber enters the game for D. Nowitzki,,51,75
256,3,9:14.0,L. Dončić misses 3-pt jump shot from 27 ft,,51,75
257,3,9:12.0,,Defensive rebound by Team,51,75
258,3,8:57.0,,J. Harris misses 2-pt layup from 4 ft (block by L. Dončić),51,75
259,3,8:53.0,Defensive rebound by M. Kleber,,51,75
260,3,8:50.0,Turnover by T. Hardaway (bad pass; steal by D. Russell),,51,75
261,3,8:42.0,,R. Kurucs misses 3-pt jump shot from 23 ft,51,75
262,3,8:40.0,Defensive rebound by D. Powell,,51,75
263,3,8:33.0,L. Dončić makes 3-pt jump shot from 24 ft,,54,75
264,3,8:20.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Russell),54,77
265,3,8:09.0,L. Dončić misses 2-pt jump shot from 21 ft,,54,77
266,3,8:07.0,,Defensive rebound by R. Kurucs,54,77
267,3,8:00.0,,D. Russell misses 3-pt jump shot from 25 ft,54,77
268,3,7:55.0,Defensive rebound by M. Kleber,,54,77
269,3,7:48.0,Personal foul by A. Crabbe (drawn by T. Hardaway),,54,77
270,3,7:48.0,D. Finney-Smith enters the game for L. Dončić,,54,77
271,3,7:45.0,Shooting foul by J. Allen (drawn by T. Hardaway),,54,77
272,3,7:45.0,T. Hardaway misses free throw 1 of 2,,54,77
273,3,7:45.0,Offensive rebound by Team,,54,77
274,3,7:45.0,T. Hardaway makes free throw 2 of 2,,55,77
275,3,7:32.0,,Turnover by R. Kurucs (step out of bounds),55,77
276,3,7:22.0,D. Powell makes 3-pt jump shot from 26 ft (assist by M. Kleber),,58,77
277,3,6:56.0,,D. Russell makes 2-pt jump shot from 18 ft,58,79
278,3,6:42.0,D. Powell makes 3-pt jump shot from 25 ft (assist by M. Kleber),,61,79
279,3,6:40.0,,Brooklyn full timeout,61,79
280,3,6:40.0,,D. Carroll enters the game for R. Kurucs,61,79
281,3,6:24.0,,A. Crabbe misses 2-pt jump shot from 10 ft,61,79
282,3,6:23.0,Defensive rebound by Team,,61,79
283,3,6:09.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by D. Powell),,63,79
284,3,5:46.0,,D. Russell makes 2-pt jump shot from 19 ft,63,81
285,3,5:28.0,J. Brunson misses 3-pt jump shot from 25 ft,,63,81
286,3,5:25.0,,Defensive rebound by A. Crabbe,63,81
287,3,5:18.0,,D. Carroll makes 3-pt jump shot from 26 ft (assist by D. Russell),63,84
288,3,5:04.0,T. Hardaway misses 3-pt jump shot from 23 ft,,63,84
289,3,5:01.0,,Defensive rebound by D. Carroll,63,84
290,3,4:56.0,,A. Crabbe misses 3-pt jump shot from 24 ft,63,84
291,3,4:52.0,Defensive rebound by T. Hardaway,,63,84
292,3,4:46.0,T. Hardaway misses 2-pt jump shot from 12 ft,,63,84
293,3,4:42.0,,Defensive rebound by D. Carroll,63,84
294,3,4:37.0,,Offensive foul by D. Carroll (drawn by T. Hardaway),63,84
295,3,4:37.0,,Turnover by D. Carroll (offensive foul),63,84
296,3,4:37.0,L. Dončić enters the game for J. Brunson,,63,84
297,3,4:37.0,C. Lee enters the game for T. Hardaway,,63,84
298,3,4:37.0,,E. Davis enters the game for J. Allen,63,84
299,3,4:37.0,,S. Dinwiddie enters the game for A. Crabbe,63,84
300,3,4:37.0,,C. LeVert enters the game for D. Russell,63,84
301,3,4:19.0,C. Lee misses 3-pt jump shot from 25 ft,,63,84
302,3,4:16.0,,Defensive rebound by C. LeVert,63,84
303,3,4:12.0,,Shooting foul by M. Kleber (drawn by S. Dinwiddie),63,84
304,3,4:12.0,,S. Dinwiddie makes free throw 1 of 2,63,85
305,3,4:12.0,,S. Dinwiddie makes free throw 2 of 2,63,86
306,3,3:57.0,Personal foul by E. Davis (drawn by D. Powell),,63,86
307,3,3:46.0,Shooting foul by E. Davis (drawn by D. Powell),,63,86
308,3,3:46.0,D. Powell makes free throw 1 of 2,,64,86
309,3,3:46.0,D. Powell makes free throw 2 of 2,,65,86
310,3,3:32.0,,J. Harris makes 2-pt layup from 1 ft (assist by D. Carroll),65,88
311,3,3:13.0,L. Dončić misses 3-pt jump shot from 26 ft,,65,88
312,3,3:10.0,,Defensive rebound by D. Carroll,65,88
313,3,2:49.0,,E. Davis makes 2-pt dunk at rim (assist by J. Harris),65,90
314,3,2:33.0,D. Powell makes 3-pt jump shot from 25 ft (assist by M. Kleber),,68,90
315,3,2:11.0,,C. LeVert makes 2-pt layup from 6 ft,68,92
316,3,1:46.0,L. Dončić makes 2-pt jump shot from 9 ft,,70,92
317,3,1:29.0,,C. LeVert misses 3-pt jump shot from 25 ft,70,92
318,3,1:26.0,Defensive rebound by M. Kleber,,70,92
319,3,1:20.0,D. Finney-Smith misses 2-pt layup from 5 ft,,70,92
320,3,1:17.0,,Defensive rebound by C. LeVert,70,92
321,3,1:17.0,,Personal take foul by L. Dončić (drawn by S. Dinwiddie),70,92
322,3,1:17.0,S. Mejri enters the game for D. Powell,,70,92
323,3,1:17.0,,A. Crabbe enters the game for J. Harris,70,92
324,3,1:12.0,,Shooting foul by S. Mejri (drawn by E. Davis),70,92
325,3,1:12.0,,E. Davis makes free throw 1 of 2,70,93
326,3,1:12.0,,E. Davis makes free throw 2 of 2,70,94
327,3,0:58.0,S. Mejri misses 3-pt jump shot from 25 ft,,70,94
328,3,0:54.0,,Defensive rebound by E. Davis,70,94
329,3,0:50.0,,D. Carroll makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),70,97
330,3,0:27.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by L. Dončić),,73,97
331,3,0:05.0,,Shooting foul by S. Mejri (drawn by D. Carroll),73,97
332,3,0:05.0,,D. Carroll makes free throw 1 of 2,73,98
333,3,0:05.0,D. Nowitzki enters the game for S. Mejri,,73,98
334,3,0:05.0,,D. Carroll makes free throw 2 of 2,73,99
335,3,0:00.0,D. Nowitzki misses 3-pt jump shot from 44 ft,,73,99
336,3,0:00.0,Offensive rebound by Team,,73,99
337,4,11:39.0,,D. Russell misses 3-pt jump shot from 25 ft,73,99
338,4,11:35.0,Defensive rebound by L. Dončić,,73,99
339,4,11:28.0,L. Dončić misses 2-pt jump shot from 13 ft,,73,99
340,4,11:27.0,,Defensive rebound by Team,73,99
341,4,11:05.0,,D. Russell makes 2-pt layup from 1 ft,73,101
342,4,10:46.0,D. Harris misses 2-pt jump shot from 5 ft,,73,101
343,4,10:43.0,,Defensive rebound by E. Davis,73,101
344,4,10:38.0,,C. LeVert makes 3-pt jump shot from 26 ft,73,104
345,4,10:37.0,Dallas full timeout,,73,104
346,4,10:32.0,Turnover by D. Harris (bad pass),,73,104
347,4,10:17.0,,A. Crabbe misses 2-pt layup from 1 ft (block by M. Kleber),73,104
348,4,10:17.0,,Offensive rebound by Team,73,104
349,4,10:14.0,,Offensive foul by A. Crabbe (drawn by R. Broekhoff),73,104
350,4,10:14.0,,Turnover by A. Crabbe (offensive foul),73,104
351,4,10:08.0,Offensive foul by R. Broekhoff (drawn by A. Crabbe),,73,104
352,4,10:08.0,Turnover by R. Broekhoff (offensive foul),,73,104
353,4,9:56.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Russell),73,107
354,4,9:49.0,D. Harris misses 2-pt jump shot from 18 ft,,73,107
355,4,9:48.0,,Defensive rebound by R. Kurucs,73,107
356,4,9:38.0,,Shooting foul by M. Kleber (drawn by C. LeVert),73,107
357,4,9:38.0,,C. LeVert misses free throw 1 of 2,73,107
358,4,9:38.0,,Offensive rebound by Team,73,107
359,4,9:38.0,T. Burke enters the game for L. Dončić,,73,107
360,4,9:38.0,C. Lee enters the game for D. Harris,,73,107
361,4,9:38.0,,C. LeVert makes free throw 2 of 2,73,108
362,4,9:22.0,S. Mejri misses 2-pt layup from 2 ft,,73,108
363,4,9:21.0,Offensive rebound by S. Mejri,,73,108
364,4,9:21.0,S. Mejri misses 2-pt layup from 1 ft,,73,108
365,4,9:20.0,,Defensive rebound by E. Davis,73,108
366,4,9:09.0,,R. Kurucs makes 2-pt dunk from 1 ft (assist by D. Russell),73,110
367,4,8:51.0,C. Lee makes 2-pt jump shot from 21 ft (assist by S. Mejri),,75,110
368,4,8:42.0,,R. Kurucs makes 3-pt jump shot from 26 ft (assist by D. Russell),75,113
369,4,8:15.0,R. Broekhoff misses 2-pt layup from 2 ft,,75,113
370,4,8:13.0,,Defensive rebound by E. Davis,75,113
371,4,8:08.0,,Shooting foul by M. Kleber (drawn by C. LeVert),75,113
372,4,8:08.0,D. Nowitzki enters the game for M. Kleber,,75,113
373,4,8:08.0,D. Powell enters the game for S. Mejri,,75,113
374,4,8:08.0,,C. LeVert misses free throw 1 of 2,75,113
375,4,8:08.0,,Offensive rebound by Team,75,113
376,4,8:08.0,,S. Napier enters the game for D. Russell,75,113
377,4,8:08.0,,C. LeVert makes free throw 2 of 2,75,114
378,4,7:59.0,T. Burke misses 2-pt jump shot from 10 ft,,75,114
379,4,7:54.0,,Defensive rebound by C. LeVert,75,114
