,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,BOSTON_ACTION,LA CLIPPERS_SCORE,BOSTON_SCORE
26,1,8:50.0,G. Temple makes 3-pt jump shot from 23 ft (assist by S. Gilgeous-Alexander),,6,12
27,1,8:39.0,,K. Irving misses 2-pt jump shot from 19 ft,6,12
28,1,8:39.0,Defensive rebound by Team,,6,12
29,1,8:29.0,D. Gallinari misses 3-pt jump shot from 29 ft,,6,12
30,1,8:26.0,,Defensive rebound by A. Horford,6,12
31,1,8:18.0,,M. Morris makes 2-pt jump shot from 16 ft,6,14
32,1,8:06.0,Shooting foul by K. Irving (drawn by D. Gallinari),,6,14
33,1,8:06.0,D. Gallinari makes free throw 1 of 2,,7,14
34,1,8:06.0,D. Gallinari makes free throw 2 of 2,,8,14
35,1,7:46.0,,M. Morris misses 2-pt jump shot from 16 ft,8,14
36,1,7:44.0,Defensive rebound by P. Beverley,,8,14
37,1,7:37.0,S. Gilgeous-Alexander misses 2-pt jump shot from 9 ft,,8,14
38,1,7:36.0,Offensive rebound by S. Gilgeous-Alexander,,8,14
39,1,7:35.0,S. Gilgeous-Alexander makes 2-pt jump shot from 3 ft,,10,14
40,1,7:22.0,,Turnover by J. Tatum (lost ball; steal by P. Beverley),10,14
41,1,7:14.0,I. Zubac misses 2-pt layup from 3 ft,,10,14
42,1,7:12.0,,Defensive rebound by A. Horford,10,14
43,1,7:04.0,,J. Tatum misses 3-pt jump shot from 23 ft,10,14
44,1,7:02.0,,Offensive rebound by Team,10,14
45,1,7:02.0,,Boston full timeout,10,14
46,1,7:01.0,,Personal foul by G. Temple (drawn by A. Horford),10,14
47,1,6:54.0,,A. Horford misses 2-pt layup from 4 ft (block by I. Zubac),10,14
48,1,6:52.0,Defensive rebound by D. Gallinari,,10,14
49,1,6:33.0,I. Zubac makes 2-pt dunk from 1 ft (assist by D. Gallinari),,12,14
50,1,6:20.0,,K. Irving misses 2-pt layup from 4 ft (block by S. Gilgeous-Alexander),12,14
51,1,6:18.0,Defensive rebound by S. Gilgeous-Alexander,,12,14
52,1,6:16.0,Shooting foul by M. Morris (drawn by S. Gilgeous-Alexander),,12,14
53,1,6:16.0,S. Gilgeous-Alexander makes free throw 1 of 2,,13,14
54,1,6:16.0,,G. Hayward enters the game for A. Horford,13,14
55,1,6:16.0,,D. Theis enters the game for M. Morris,13,14
56,1,6:16.0,S. Gilgeous-Alexander makes free throw 2 of 2,,14,14
57,1,6:03.0,,K. Irving makes 2-pt jump shot from 11 ft,14,16
58,1,5:50.0,G. Temple misses 3-pt jump shot from 27 ft,,14,16
59,1,5:49.0,,Defensive rebound by Team,14,16
60,1,5:49.0,J. Green enters the game for D. Gallinari,,14,16
61,1,5:31.0,,D. Theis makes 3-pt jump shot from 25 ft (assist by M. Smart),14,19
62,1,5:07.0,Turnover by I. Zubac (bad pass; steal by J. Tatum),,14,19
63,1,4:59.0,,J. Tatum makes 2-pt layup from 3 ft,14,21
64,1,4:59.0,LA Clippers full timeout,,14,21
65,1,4:59.0,M. Harrell enters the game for S. Gilgeous-Alexander,,14,21
66,1,4:59.0,L. Shamet enters the game for G. Temple,,14,21
67,1,4:59.0,L. Williams enters the game for I. Zubac,,14,21
68,1,4:49.0,J. Green misses 3-pt jump shot from 26 ft,,14,21
69,1,4:47.0,,Defensive rebound by J. Tatum,14,21
70,1,4:36.0,,G. Hayward makes 3-pt jump shot from 26 ft (assist by K. Irving),14,24
71,1,4:20.0,Turnover by L. Williams (bad pass; steal by D. Theis),,14,24
72,1,4:15.0,,Shooting foul by J. Green (drawn by G. Hayward),14,24
73,1,4:15.0,,G. Hayward misses free throw 1 of 2,14,24
74,1,4:15.0,,Offensive rebound by Team,14,24
75,1,4:15.0,T. Wallace enters the game for P. Beverley,,14,24
76,1,4:15.0,,J. Brown enters the game for M. Smart,14,24
77,1,4:15.0,,T. Rozier enters the game for J. Tatum,14,24
78,1,4:15.0,,G. Hayward makes free throw 2 of 2,14,25
79,1,4:03.0,L. Williams misses 2-pt jump shot from 15 ft,,14,25
80,1,4:01.0,,Defensive rebound by J. Brown,14,25
81,1,3:47.0,,T. Rozier misses 2-pt jump shot from 15 ft,14,25
82,1,3:44.0,,Offensive rebound by D. Theis,14,25
83,1,3:40.0,,J. Brown misses 3-pt jump shot from 27 ft,14,25
84,1,3:38.0,Defensive rebound by L. Williams,,14,25
85,1,3:21.0,M. Harrell misses 2-pt jump shot from 12 ft,,14,25
86,1,3:19.0,,Defensive rebound by J. Brown,14,25
87,1,3:13.0,,J. Brown misses 2-pt jump shot from 8 ft,14,25
88,1,3:11.0,,Offensive rebound by J. Brown,14,25
89,1,3:10.0,,J. Brown makes 2-pt layup from 2 ft,14,27
90,1,2:56.0,L. Williams misses 2-pt jump shot from 15 ft,,14,27
91,1,2:56.0,,Defensive rebound by T. Rozier,14,27
92,1,2:48.0,,J. Brown makes 2-pt layup from 3 ft (assist by T. Rozier),14,29
93,1,2:30.0,L. Shamet misses 3-pt jump shot from 24 ft,,14,29
94,1,2:28.0,Offensive rebound by M. Harrell,,14,29
95,1,2:27.0,M. Harrell makes 2-pt layup from 2 ft,,16,29
96,1,2:27.0,Shooting foul by G. Hayward (drawn by M. Harrell),,16,29
97,1,2:27.0,M. Harrell makes free throw 1 of 1,,17,29
98,1,2:20.0,,Personal foul by L. Shamet (drawn by K. Irving),17,29
99,1,2:20.0,,K. Irving makes free throw 1 of 2,17,30
100,1,2:20.0,,K. Irving makes free throw 2 of 2,17,31
101,1,2:07.0,M. Harrell misses 2-pt dunk from 7 ft,,17,31
102,1,2:05.0,,Defensive rebound by D. Theis,17,31
103,1,1:59.0,,G. Hayward misses 2-pt jump shot from 14 ft,17,31
104,1,1:56.0,Defensive rebound by J. Green,,17,31
105,1,1:53.0,Turnover by J. Green (bad pass; steal by T. Rozier),,17,31
106,1,1:49.0,,D. Theis makes 3-pt jump shot from 25 ft (assist by T. Rozier),17,34
107,1,1:47.0,LA Clippers full timeout,,17,34
108,1,1:40.0,Shooting foul by J. Brown (drawn by L. Shamet),,17,34
109,1,1:40.0,L. Shamet makes free throw 1 of 3,,18,34
110,1,1:40.0,L. Shamet makes free throw 2 of 3,,19,34
111,1,1:40.0,L. Shamet misses free throw 3 of 3,,19,34
112,1,1:39.0,,Defensive rebound by D. Theis,19,34
113,1,1:28.0,,Personal foul by J. Green (drawn by G. Hayward),19,34
114,1,1:28.0,,G. Hayward makes free throw 1 of 2,19,35
115,1,1:28.0,,M. Morris enters the game for K. Irving,19,35
116,1,1:28.0,,G. Hayward makes free throw 2 of 2,19,36
117,1,1:11.0,T. Wallace misses 2-pt jump shot from 8 ft,,19,36
118,1,1:09.0,,Defensive rebound by Team,19,36
119,1,0:57.0,,Personal foul by L. Williams (drawn by J. Brown),19,36
120,1,0:57.0,,J. Brown misses free throw 1 of 2,19,36
121,1,0:57.0,,Offensive rebound by Team,19,36
122,1,0:57.0,,J. Brown makes free throw 2 of 2,19,37
123,1,0:42.0,Turnover by L. Williams (lost ball; steal by T. Rozier),,19,37
124,1,0:40.0,,T. Rozier makes 2-pt dunk from 2 ft,19,39
125,1,0:36.0,L. Williams misses 2-pt jump shot from 13 ft,,19,39
126,1,0:34.0,,Defensive rebound by D. Theis,19,39
127,1,0:26.0,,J. Brown misses 2-pt layup from 4 ft,19,39
128,1,0:25.0,,Offensive rebound by D. Theis,19,39
129,1,0:24.0,,D. Theis makes 2-pt layup from 1 ft,19,41
130,1,0:11.0,Personal foul by D. Theis (drawn by L. Williams),,19,41
131,1,0:11.0,L. Williams makes free throw 1 of 2,,20,41
132,1,0:11.0,S. Thornwell enters the game for L. Shamet,,20,41
133,1,0:11.0,L. Williams misses free throw 2 of 2,,20,41
134,1,0:11.0,,Defensive rebound by G. Hayward,20,41
135,1,0:05.0,,Personal foul by T. Wallace (drawn by G. Hayward),20,41
136,1,0:05.0,,G. Hayward makes free throw 1 of 2,20,42
137,1,0:05.0,J. Robinson enters the game for S. Thornwell,,20,42
138,1,0:05.0,L. Shamet enters the game for T. Wallace,,20,42
139,1,0:05.0,,M. Smart enters the game for D. Theis,20,42
140,1,0:05.0,,G. Hayward makes free throw 2 of 2,20,43
141,1,0:00.0,L. Williams misses 3-pt jump shot from 28 ft,,20,43
142,1,0:00.0,Offensive rebound by Team,,20,43
143,2,11:40.0,L. Shamet makes 2-pt jump shot from 19 ft (assist by M. Harrell),,22,43
144,2,11:29.0,,Personal foul by J. Robinson (drawn by M. Morris),22,43
145,2,11:23.0,,G. Hayward makes 2-pt jump shot from 18 ft,22,45
146,2,11:09.0,L. Williams misses 2-pt jump shot from 15 ft,,22,45
147,2,11:06.0,Offensive rebound by L. Shamet,,22,45
148,2,11:04.0,D. Gallinari makes 3-pt jump shot from 28 ft (assist by L. Shamet),,25,45
149,2,10:48.0,,J. Brown misses 3-pt jump shot from 27 ft,25,45
150,2,10:46.0,Defensive rebound by J. Robinson,,25,45
151,2,10:35.0,L. Williams makes 2-pt layup from 2 ft,,27,45
152,2,10:23.0,,J. Brown makes 2-pt hook shot from 4 ft (assist by A. Horford),27,47
153,2,10:08.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Shamet),,29,47
154,2,9:55.0,,A. Horford misses 3-pt jump shot from 26 ft,29,47
155,2,9:53.0,Defensive rebound by D. Gallinari,,29,47
156,2,9:42.0,M. Harrell makes 2-pt layup from 5 ft (assist by D. Gallinari),,31,47
157,2,9:41.0,,Boston full timeout,31,47
158,2,9:32.0,,Personal foul by J. Robinson (drawn by G. Hayward),31,47
159,2,9:30.0,,Personal foul by J. Robinson (drawn by G. Hayward),31,47
160,2,9:25.0,,A. Horford misses 2-pt jump shot from 19 ft,31,47
161,2,9:23.0,,Offensive rebound by J. Brown,31,47
162,2,9:19.0,,G. Hayward makes 2-pt layup from 5 ft (assist by J. Brown),31,49
163,2,9:05.0,L. Shamet misses 3-pt jump shot from 26 ft,,31,49
164,2,9:03.0,,Defensive rebound by A. Horford,31,49
165,2,8:58.0,,M. Morris makes 3-pt jump shot from 28 ft (assist by T. Rozier),31,52
166,2,8:49.0,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),,33,52
167,2,8:33.0,,Personal foul by M. Harrell (drawn by A. Horford),33,52
168,2,8:33.0,P. Beverley enters the game for J. Robinson,,33,52
169,2,8:22.0,,M. Morris makes 2-pt jump shot from 12 ft,33,54
170,2,8:07.0,Turnover by D. Gallinari (lost ball; steal by M. Morris),,33,54
171,2,8:04.0,,Shooting foul by P. Beverley (drawn by T. Rozier),33,54
172,2,8:04.0,,T. Rozier makes free throw 1 of 2,33,55
173,2,8:04.0,,J. Tatum enters the game for G. Hayward,33,55
174,2,8:04.0,,T. Rozier makes free throw 2 of 2,33,56
175,2,7:50.0,D. Gallinari misses 3-pt jump shot from 26 ft,,33,56
176,2,7:48.0,,Defensive rebound by T. Rozier,33,56
177,2,7:43.0,,T. Rozier makes 3-pt jump shot from 25 ft,33,59
178,2,7:18.0,M. Harrell makes 2-pt dunk from 1 ft (assist by P. Beverley),,35,59
179,2,7:00.0,,A. Horford makes 2-pt jump shot from 8 ft,35,61
180,2,6:50.0,Personal foul by T. Rozier (drawn by L. Williams),,35,61
181,2,6:50.0,S. Gilgeous-Alexander enters the game for L. Williams,,35,61
182,2,6:38.0,Shooting foul by M. Morris (drawn by D. Gallinari),,35,61
183,2,6:38.0,,Technical foul by M. Morris,35,61
184,2,6:38.0,D. Gallinari makes technical free throw,,36,61
185,2,6:38.0,D. Gallinari makes free throw 1 of 2,,37,61
186,2,6:38.0,D. Gallinari makes free throw 2 of 2,,38,61
187,2,6:21.0,,T. Rozier misses 3-pt jump shot from 24 ft,38,61
188,2,6:19.0,Defensive rebound by D. Gallinari,,38,61
189,2,6:13.0,,Violation by Team (kicked ball),38,61
190,2,6:13.0,I. Zubac enters the game for M. Harrell,,38,61
191,2,6:13.0,,K. Irving enters the game for T. Rozier,38,61
192,2,6:03.0,P. Beverley misses 3-pt jump shot from 26 ft,,38,61
193,2,6:01.0,,Defensive rebound by M. Morris,38,61
194,2,5:52.0,,M. Morris makes 2-pt jump shot from 15 ft,38,63
195,2,5:39.0,L. Shamet misses 2-pt jump shot from 21 ft,,38,63
196,2,5:37.0,,Defensive rebound by J. Tatum,38,63
197,2,5:30.0,,A. Horford makes 2-pt jump shot from 21 ft (assist by M. Morris),38,65
198,2,5:19.0,S. Gilgeous-Alexander makes 2-pt jump shot from 17 ft,,40,65
199,2,5:08.0,,Personal foul by S. Gilgeous-Alexander (drawn by K. Irving),40,65
200,2,5:08.0,,K. Irving makes free throw 1 of 2,40,66
201,2,5:08.0,G. Temple enters the game for L. Shamet,,40,66
202,2,5:08.0,,R. Williams enters the game for A. Horford,40,66
203,2,5:08.0,,K. Irving makes free throw 2 of 2,40,67
204,2,4:54.0,Personal foul by R. Williams (drawn by S. Gilgeous-Alexander),,40,67
205,2,4:48.0,Turnover by S. Gilgeous-Alexander (step out of bounds),,40,67
206,2,4:39.0,,Personal foul by P. Beverley (drawn by J. Tatum),40,67
207,2,4:39.0,,J. Tatum misses free throw 1 of 2,40,67
208,2,4:39.0,,Offensive rebound by Team,40,67
209,2,4:39.0,,M. Smart enters the game for M. Morris,40,67
210,2,4:39.0,,J. Tatum makes free throw 2 of 2,40,68
211,2,4:27.0,P. Beverley misses 2-pt layup from 4 ft,,40,68
212,2,4:25.0,,Defensive rebound by J. Tatum,40,68
213,2,4:20.0,,J. Tatum misses 2-pt layup from 3 ft,40,68
214,2,4:18.0,Defensive rebound by D. Gallinari,,40,68
215,2,4:13.0,Personal foul by J. Tatum (drawn by S. Gilgeous-Alexander),,40,68
216,2,4:08.0,G. Temple makes 3-pt jump shot from 27 ft (assist by P. Beverley),,43,68
217,2,3:46.0,,R. Williams misses 2-pt dunk from 3 ft,43,68
218,2,3:44.0,Defensive rebound by P. Beverley,,43,68
219,2,3:44.0,M. Harrell enters the game for D. Gallinari,,43,68
220,2,3:44.0,,G. Hayward enters the game for J. Brown,43,68
221,2,3:37.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by P. Beverley),,45,68
222,2,3:27.0,,K. Irving misses 2-pt layup from 3 ft,45,68
223,2,3:27.0,Defensive rebound by M. Harrell,,45,68
224,2,3:17.0,Personal foul by J. Tatum (drawn by G. Temple),,45,68
225,2,3:17.0,G. Temple misses free throw 1 of 2,,45,68
226,2,3:17.0,Offensive rebound by Team,,45,68
227,2,3:17.0,,A. Horford enters the game for R. Williams,45,68
228,2,3:17.0,G. Temple makes free throw 2 of 2,,46,68
229,2,3:05.0,,G. Hayward misses 2-pt jump shot from 10 ft,46,68
230,2,3:01.0,Defensive rebound by I. Zubac,,46,68
231,2,2:54.0,I. Zubac makes 2-pt dunk from 2 ft (assist by S. Gilgeous-Alexander),,48,68
232,2,2:38.0,,J. Tatum misses 2-pt jump shot from 6 ft,48,68
233,2,2:37.0,Defensive rebound by I. Zubac,,48,68
234,2,2:31.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by A. Horford),,48,68
235,2,2:28.0,,Shooting foul by S. Gilgeous-Alexander (drawn by J. Tatum),48,68
236,2,2:28.0,LA Clippers full timeout,,48,68
237,2,2:28.0,,T. Rozier enters the game for K. Irving,48,68
238,2,2:28.0,,J. Tatum misses free throw 1 of 2,48,68
239,2,2:28.0,,Offensive rebound by Team,48,68
240,2,2:28.0,,J. Tatum makes free throw 2 of 2,48,69
241,2,2:20.0,Personal foul by M. Smart (drawn by M. Harrell),,48,69
242,2,2:20.0,M. Harrell makes free throw 1 of 2,,49,69
243,2,2:20.0,M. Harrell makes free throw 2 of 2,,50,69
244,2,2:05.0,,Personal foul by P. Beverley (drawn by J. Tatum),50,69
245,2,2:05.0,,J. Tatum makes free throw 1 of 2,50,70
246,2,2:05.0,L. Williams enters the game for P. Beverley,,50,70
247,2,2:05.0,,J. Tatum makes free throw 2 of 2,50,71
248,2,1:45.0,G. Temple misses 2-pt jump shot from 17 ft,,50,71
249,2,1:43.0,,Defensive rebound by J. Tatum,50,71
250,2,1:34.0,,J. Tatum misses 2-pt layup from 2 ft (block by I. Zubac),50,71
251,2,1:32.0,Defensive rebound by I. Zubac,,50,71
252,2,1:24.0,L. Williams makes 2-pt layup from 4 ft,,52,71
253,2,1:12.0,,G. Hayward misses 2-pt layup from 7 ft (block by M. Harrell),52,71
254,2,1:10.0,Defensive rebound by M. Harrell,,52,71
255,2,0:48.0,G. Temple misses 3-pt jump shot from 24 ft,,52,71
256,2,0:47.0,,Defensive rebound by J. Tatum,52,71
257,2,0:32.0,,J. Tatum misses 2-pt layup from 3 ft,52,71
258,2,0:30.0,Defensive rebound by S. Gilgeous-Alexander,,52,71
259,2,0:26.0,Shooting foul by M. Smart (drawn by S. Gilgeous-Alexander),,52,71
260,2,0:26.0,S. Gilgeous-Alexander misses free throw 1 of 2,,52,71
261,2,0:26.0,Offensive rebound by Team,,52,71
262,2,0:26.0,S. Thornwell enters the game for L. Williams,,52,71
263,2,0:26.0,S. Gilgeous-Alexander makes free throw 2 of 2,,53,71
264,2,0:08.0,,T. Rozier makes 3-pt jump shot from 25 ft,53,74
265,2,0:02.0,I. Zubac misses 2-pt layup from 3 ft,,53,74
266,2,0:01.0,Offensive rebound by Team,,53,74
267,3,11:41.0,P. Beverley misses 2-pt layup from 1 ft,,53,74
268,3,11:39.0,,Defensive rebound by A. Horford,53,74
269,3,11:27.0,,M. Smart misses 2-pt layup from 3 ft (block by I. Zubac),53,74
270,3,11:25.0,,Offensive rebound by M. Smart,53,74
271,3,11:22.0,,M. Smart misses 3-pt jump shot from 23 ft,53,74
272,3,11:20.0,Defensive rebound by I. Zubac,,53,74
273,3,11:15.0,S. Gilgeous-Alexander makes 2-pt jump shot from 9 ft (assist by P. Beverley),,55,74
274,3,10:58.0,,A. Horford misses 2-pt jump shot from 19 ft,55,74
275,3,10:57.0,Defensive rebound by D. Gallinari,,55,74
276,3,10:39.0,I. Zubac misses 2-pt hook shot from 5 ft,,55,74
277,3,10:37.0,,Defensive rebound by M. Smart,55,74
278,3,10:29.0,,J. Tatum misses 2-pt jump shot from 14 ft,55,74
279,3,10:27.0,Defensive rebound by I. Zubac,,55,74
280,3,10:11.0,I. Zubac misses 2-pt layup from 6 ft (block by M. Morris),,55,74
281,3,10:09.0,,Defensive rebound by M. Smart,55,74
282,3,10:04.0,,M. Morris misses 3-pt jump shot from 26 ft,55,74
283,3,10:02.0,Defensive rebound by P. Beverley,,55,74
284,3,9:58.0,D. Gallinari makes 2-pt dunk from 2 ft (assist by P. Beverley),,57,74
285,3,9:58.0,,Boston full timeout,57,74
286,3,9:41.0,,M. Morris makes 2-pt layup from 1 ft (assist by M. Smart),57,76
287,3,9:25.0,Offensive foul by I. Zubac (drawn by M. Morris),,57,76
288,3,9:25.0,Turnover by I. Zubac (offensive foul),,57,76
289,3,9:08.0,,T. Rozier makes 2-pt jump shot from 7 ft (assist by M. Smart),57,78
290,3,8:42.0,G. Temple makes 2-pt jump shot from 20 ft,,59,78
291,3,8:29.0,,T. Rozier misses 3-pt jump shot from 22 ft,59,78
292,3,8:25.0,Defensive rebound by G. Temple,,59,78
293,3,8:15.0,P. Beverley makes 2-pt jump shot from 6 ft (assist by G. Temple),,61,78
294,3,7:54.0,,Shooting foul by I. Zubac (drawn by J. Tatum),61,78
295,3,7:54.0,,J. Tatum makes free throw 1 of 2,61,79
296,3,7:54.0,,J. Tatum makes free throw 2 of 2,61,80
297,3,7:38.0,Shooting foul by J. Tatum (drawn by D. Gallinari),,61,80
298,3,7:38.0,D. Gallinari makes free throw 1 of 2,,62,80
299,3,7:38.0,D. Gallinari makes free throw 2 of 2,,63,80
300,3,7:24.0,,M. Morris misses 2-pt layup from 3 ft,63,80
301,3,7:22.0,Defensive rebound by D. Gallinari,,63,80
302,3,7:08.0,P. Beverley misses 3-pt jump shot from 23 ft,,63,80
303,3,7:06.0,,Defensive rebound by T. Rozier,63,80
304,3,6:56.0,,A. Horford misses 3-pt jump shot from 23 ft,63,80
305,3,6:54.0,Defensive rebound by P. Beverley,,63,80
306,3,6:48.0,I. Zubac makes 2-pt dunk from 2 ft (assist by D. Gallinari),,65,80
307,3,6:28.0,,Offensive foul by J. Tatum (drawn by P. Beverley),65,80
308,3,6:28.0,,Turnover by J. Tatum (offensive foul),65,80
309,3,6:28.0,,G. Hayward enters the game for A. Horford,65,80
310,3,6:28.0,,D. Theis enters the game for J. Tatum,65,80
311,3,6:19.0,D. Gallinari misses 3-pt jump shot from 26 ft,,65,80
312,3,6:17.0,Offensive rebound by P. Beverley,,65,80
313,3,6:13.0,D. Gallinari makes 2-pt jump shot from 6 ft (assist by P. Beverley),,67,80
314,3,5:55.0,,Turnover by M. Smart (bad pass; steal by S. Gilgeous-Alexander),67,80
315,3,5:51.0,G. Temple makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),,69,80
316,3,5:42.0,,Turnover by M. Smart (lost ball; steal by S. Gilgeous-Alexander),69,80
317,3,5:38.0,G. Temple misses 3-pt jump shot from 24 ft,,69,80
318,3,5:36.0,,Defensive rebound by G. Hayward,69,80
319,3,5:20.0,,M. Smart makes 2-pt layup from 2 ft (assist by G. Hayward),69,82
320,3,5:04.0,S. Gilgeous-Alexander makes 3-pt jump shot from 24 ft (assist by P. Beverley),,72,82
321,3,4:46.0,,M. Morris misses 2-pt jump shot from 16 ft,72,82
322,3,4:44.0,Defensive rebound by I. Zubac,,72,82
323,3,4:40.0,Shooting foul by G. Hayward (drawn by I. Zubac),,72,82
324,3,4:40.0,Offensive rebound by Team,,72,82
325,3,4:40.0,I. Zubac misses free throw 1 of 2,,72,82
326,3,4:40.0,I. Zubac makes free throw 2 of 2,,73,82
327,3,4:29.0,,Personal foul by P. Beverley (drawn by G. Hayward),73,82
328,3,4:29.0,LA Clippers full timeout,,73,82
329,3,4:29.0,J. Green enters the game for D. Gallinari,,73,82
330,3,4:29.0,L. Williams enters the game for G. Temple,,73,82
331,3,4:29.0,,J. Brown enters the game for M. Smart,73,82
332,3,4:17.0,,T. Rozier makes 2-pt jump shot from 12 ft,73,84
333,3,3:59.0,I. Zubac makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),,75,84
334,3,3:49.0,,T. Rozier misses 2-pt layup from 5 ft,75,84
335,3,3:49.0,,Offensive rebound by M. Morris,75,84
336,3,3:45.0,,M. Morris misses 2-pt layup at rim,75,84
337,3,3:44.0,Defensive rebound by S. Gilgeous-Alexander,,75,84
338,3,3:42.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,75,84
339,3,3:39.0,,Defensive rebound by M. Morris,75,84
340,3,3:34.0,,G. Hayward misses 2-pt jump shot from 5 ft,75,84
341,3,3:31.0,Defensive rebound by P. Beverley,,75,84
342,3,3:22.0,L. Williams misses 2-pt jump shot from 20 ft,,75,84
343,3,3:20.0,,Defensive rebound by G. Hayward,75,84
344,3,3:01.0,,J. Brown misses 2-pt layup from 3 ft,75,84
345,3,3:00.0,Defensive rebound by I. Zubac,,75,84
346,3,2:55.0,Turnover by S. Gilgeous-Alexander (step out of bounds),,75,84
347,3,2:55.0,M. Harrell enters the game for S. Gilgeous-Alexander,,75,84
348,3,2:55.0,L. Shamet enters the game for I. Zubac,,75,84
349,3,2:40.0,,Turnover by T. Rozier (lost ball; steal by P. Beverley),75,84
350,3,2:37.0,Turnover by P. Beverley (bad pass; steal by J. Brown),,75,84
351,3,2:26.0,,J. Brown misses 3-pt jump shot from 27 ft,75,84
352,3,2:24.0,Defensive rebound by J. Green,,75,84
353,3,2:21.0,Shooting foul by J. Brown (drawn by M. Harrell),,75,84
354,3,2:21.0,M. Harrell makes free throw 1 of 2,,76,84
355,3,2:21.0,J. Robinson enters the game for P. Beverley,,76,84
356,3,2:21.0,,A. Horford enters the game for M. Morris,76,84
357,3,2:21.0,M. Harrell misses free throw 2 of 2,,76,84
358,3,2:21.0,,Defensive rebound by A. Horford,76,84
359,3,2:07.0,,Personal foul by J. Robinson (drawn by G. Hayward),76,84
360,3,2:02.0,,Shooting foul by J. Green (drawn by J. Brown),76,84
361,3,2:02.0,,J. Brown makes free throw 1 of 2,76,85
362,3,2:02.0,,J. Brown makes free throw 2 of 2,76,86
363,3,1:42.0,L. Williams makes 3-pt jump shot from 25 ft,,79,86
364,3,1:19.0,,G. Hayward misses 3-pt jump shot from 26 ft,79,86
365,3,1:17.0,Defensive rebound by L. Shamet,,79,86
366,3,1:01.0,L. Williams misses 3-pt jump shot from 28 ft,,79,86
367,3,0:59.0,,Defensive rebound by G. Hayward,79,86
368,3,0:52.0,,J. Brown misses 2-pt jump shot from 12 ft,79,86
369,3,0:50.0,Defensive rebound by M. Harrell,,79,86
370,3,0:35.0,M. Harrell makes 2-pt hook shot from 6 ft,,81,86
371,3,0:26.0,,A. Horford misses 3-pt jump shot from 28 ft,81,86
372,3,0:23.0,Defensive rebound by J. Green,,81,86
373,3,0:07.0,L. Williams misses 3-pt jump shot from 26 ft,,81,86
374,3,0:04.0,,Defensive rebound by T. Rozier,81,86
375,3,0:01.0,,T. Rozier misses 3-pt jump shot from 32 ft,81,86
376,3,0:00.0,,Offensive rebound by Team,81,86
377,4,11:49.0,,Shooting foul by L. Shamet (drawn by J. Brown),81,86
378,4,11:49.0,,J. Brown makes free throw 1 of 2,81,87
379,4,11:49.0,,J. Brown misses free throw 2 of 2,81,87
380,4,11:49.0,Defensive rebound by J. Green,,81,87
381,4,11:36.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by L. Williams),,84,87
382,4,11:21.0,,J. Brown misses 3-pt jump shot from 27 ft,84,87
383,4,11:17.0,Defensive rebound by L. Williams,,84,87
