,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHILADELPHIA_ACTION,SACRAMENTO_SCORE,PHILADELPHIA_SCORE
83,1,2:43.0,,Personal foul by H. Giles (drawn by J. Embiid),21,29
84,1,2:37.0,,Personal foul by C. Brewer (drawn by B. Simmons),21,29
85,1,2:31.0,,M. Scott misses 3-pt jump shot from 23 ft,21,29
86,1,2:27.0,,Offensive rebound by J. Ennis,21,29
87,1,2:24.0,,J. Embiid makes 2-pt dunk at rim (assist by J. Ennis),21,31
88,1,2:13.0,H. Giles makes 2-pt hook shot from 4 ft (assist by Y. Ferrell),,23,31
89,1,1:56.0,,B. Simmons makes 2-pt jump shot from 12 ft,23,33
90,1,1:42.0,H. Giles misses 2-pt jump shot from 16 ft,,23,33
91,1,1:39.0,,Defensive rebound by J. Embiid,23,33
92,1,1:23.0,,J. Redick misses 2-pt jump shot from 20 ft,23,33
93,1,1:21.0,Defensive rebound by Y. Ferrell,,23,33
94,1,1:14.0,M. Bagley makes 2-pt dunk from 1 ft (assist by H. Giles),,25,33
95,1,0:53.0,,B. Simmons misses 2-pt layup from 3 ft,25,33
96,1,0:51.0,Defensive rebound by H. Giles,,25,33
97,1,0:48.0,Shooting foul by J. Ennis (drawn by C. Brewer),,25,33
98,1,0:48.0,C. Brewer makes free throw 1 of 2,,26,33
99,1,0:48.0,C. Brewer makes free throw 2 of 2,,27,33
100,1,0:32.0,,J. Redick misses 3-pt jump shot from 26 ft,27,33
101,1,0:29.0,Defensive rebound by C. Brewer,,27,33
102,1,0:25.0,Y. Ferrell misses 3-pt jump shot from 22 ft,,27,33
103,1,0:23.0,Offensive rebound by C. Brewer,,27,33
104,1,0:23.0,C. Brewer makes 2-pt layup from 2 ft,,29,33
105,1,0:02.0,,Turnover by J. Embiid (lost ball; steal by H. Giles),29,33
106,1,0:00.0,B. Bogdanović misses 3-pt jump shot from 38 ft,,29,33
107,1,0:00.0,Offensive rebound by Team,,29,33
108,2,11:48.0,M. Bagley makes 2-pt jump shot from 6 ft (assist by B. Bogdanović),,31,33
109,2,11:24.0,,J. Embiid makes 2-pt layup from 1 ft (assist by J. Redick),31,35
110,2,11:15.0,B. Bogdanović misses 2-pt jump shot from 11 ft,,31,35
111,2,11:12.0,,Defensive rebound by J. Embiid,31,35
112,2,11:02.0,,Turnover by J. Embiid (bad pass; steal by M. Bagley),31,35
113,2,10:57.0,C. Brewer makes 2-pt layup from 1 ft (assist by Y. Ferrell),,33,35
114,2,10:51.0,,Shooting foul by B. Bogdanović (drawn by J. Ennis),33,35
115,2,10:51.0,,J. Ennis makes free throw 1 of 2,33,36
116,2,10:51.0,,J. Ennis makes free throw 2 of 2,33,37
117,2,10:32.0,B. Bogdanović misses 2-pt layup from 2 ft,,33,37
118,2,10:32.0,Offensive rebound by Team,,33,37
119,2,10:21.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,33,37
120,2,10:18.0,,Defensive rebound by J. Embiid,33,37
121,2,10:12.0,,T. Harris misses 3-pt jump shot from 22 ft,33,37
122,2,10:09.0,Defensive rebound by M. Bagley,,33,37
123,2,10:03.0,C. Brewer misses 3-pt jump shot from 24 ft,,33,37
124,2,10:02.0,Offensive rebound by Team,,33,37
125,2,10:02.0,,Loose ball foul by J. Ennis (drawn by M. Bagley),33,37
126,2,10:02.0,W. Cauley-Stein enters the game for H. Giles,,33,37
127,2,9:54.0,B. Bogdanović misses 2-pt layup from 6 ft (block by J. Embiid),,33,37
128,2,9:50.0,,Defensive rebound by T. Harris,33,37
129,2,9:34.0,,Personal foul by C. Brewer (drawn by J. Embiid),33,37
130,2,9:24.0,,T. Harris misses 2-pt jump shot from 13 ft,33,37
131,2,9:21.0,Defensive rebound by M. Bagley,,33,37
132,2,9:17.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,33,37
133,2,9:14.0,,Defensive rebound by T. Harris,33,37
134,2,9:09.0,,B. Simmons misses 2-pt layup at rim,33,37
135,2,9:09.0,Defensive rebound by W. Cauley-Stein,,33,37
136,2,8:58.0,M. Bagley misses 2-pt jump shot from 18 ft,,33,37
137,2,8:55.0,,Defensive rebound by J. Redick,33,37
138,2,8:50.0,,J. Redick misses 3-pt jump shot from 25 ft,33,37
139,2,8:47.0,Defensive rebound by W. Cauley-Stein,,33,37
140,2,8:29.0,B. Bogdanović makes 2-pt layup from 2 ft,,35,37
141,2,8:29.0,,Philadelphia full timeout,35,37
142,2,8:29.0,,J. Butler enters the game for J. Embiid,35,37
143,2,8:29.0,,B. Marjanović enters the game for J. Ennis,35,37
144,2,8:29.0,,T. McConnell enters the game for J. Redick,35,37
145,2,8:29.0,,M. Scott enters the game for B. Simmons,35,37
146,2,8:17.0,,T. Harris misses 3-pt jump shot from 26 ft,35,37
147,2,8:15.0,Defensive rebound by B. Bogdanović,,35,37
148,2,8:03.0,M. Bagley makes 2-pt jump shot from 17 ft,,37,37
149,2,7:47.0,,B. Marjanović misses 2-pt jump shot from 12 ft,37,37
150,2,7:38.0,,Offensive rebound by T. Harris,37,37
151,2,7:38.0,,T. Harris misses 2-pt layup at rim,37,37
152,2,7:37.0,Defensive rebound by M. Bagley,,37,37
153,2,7:36.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,37,37
154,2,7:33.0,,Defensive rebound by T. Harris,37,37
155,2,7:15.0,,J. Butler makes 2-pt jump shot from 8 ft (assist by B. Marjanović),37,39
156,2,7:03.0,Y. Ferrell makes 2-pt jump shot from 13 ft,,39,39
157,2,7:03.0,N. Bjelica enters the game for M. Bagley,,39,39
158,2,6:42.0,,J. Butler makes 2-pt layup from 1 ft,39,41
159,2,6:27.0,W. Cauley-Stein makes 2-pt hook shot from 5 ft,,41,41
160,2,6:11.0,,T. Harris misses 2-pt layup from 2 ft,41,41
161,2,6:11.0,Defensive rebound by Team,,41,41
162,2,5:57.0,B. Bogdanović makes 2-pt jump shot from 10 ft,,43,41
163,2,5:40.0,,J. Butler misses 2-pt jump shot from 16 ft,43,41
164,2,5:38.0,Defensive rebound by W. Cauley-Stein,,43,41
165,2,5:33.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,43,41
166,2,5:29.0,,Defensive rebound by T. McConnell,43,41
167,2,5:27.0,,T. McConnell misses 2-pt jump shot from 14 ft,43,41
168,2,5:27.0,,Offensive rebound by J. Butler,43,41
169,2,5:23.0,,Shooting foul by N. Bjelica (drawn by J. Butler),43,41
170,2,5:23.0,,J. Butler makes free throw 1 of 2,43,42
171,2,5:23.0,H. Barnes enters the game for B. Bogdanović,,43,42
172,2,5:23.0,D. Fox enters the game for C. Brewer,,43,42
173,2,5:23.0,B. Hield enters the game for Y. Ferrell,,43,42
174,2,5:23.0,,J. Butler makes free throw 2 of 2,43,43
175,2,5:19.0,Turnover by D. Fox (lost ball; steal by T. McConnell),,43,43
176,2,5:13.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by T. McConnell),43,46
177,2,5:10.0,Sacramento full timeout,,43,46
178,2,4:52.0,H. Barnes misses 2-pt jump shot from 8 ft,,43,46
179,2,4:50.0,,Defensive rebound by M. Scott,43,46
180,2,4:37.0,,B. Marjanović misses 2-pt jump shot from 5 ft,43,46
181,2,4:35.0,Defensive rebound by H. Barnes,,43,46
182,2,4:30.0,N. Bjelica misses 3-pt jump shot from 26 ft,,43,46
183,2,4:26.0,,Defensive rebound by B. Marjanović,43,46
184,2,4:18.0,,Shooting foul by B. Hield (drawn by J. Butler),43,46
185,2,4:18.0,,J. Butler makes free throw 1 of 2,43,47
186,2,4:18.0,,J. Embiid enters the game for T. Harris,43,47
187,2,4:18.0,,J. Redick enters the game for B. Marjanović,43,47
188,2,4:18.0,,B. Simmons enters the game for T. McConnell,43,47
189,2,4:18.0,,J. Butler makes free throw 2 of 2,43,48
190,2,4:05.0,B. Hield misses 2-pt jump shot from 10 ft,,43,48
191,2,4:02.0,,Defensive rebound by J. Embiid,43,48
192,2,3:50.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by J. Butler),43,51
193,2,3:45.0,Shooting foul by M. Scott (drawn by B. Hield),,43,51
194,2,3:45.0,B. Hield makes free throw 1 of 2,,44,51
195,2,3:45.0,B. Hield makes free throw 2 of 2,,45,51
196,2,3:29.0,,J. Embiid makes 2-pt layup from 2 ft,45,53
197,2,3:23.0,D. Fox misses 2-pt layup from 3 ft (block by J. Embiid),,45,53
198,2,3:23.0,,Defensive rebound by J. Butler,45,53
199,2,3:16.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Butler),45,56
200,2,3:00.0,Turnover by N. Bjelica (lost ball; steal by J. Butler),,45,56
201,2,2:58.0,,Personal take foul by D. Fox (drawn by J. Butler),45,56
202,2,2:58.0,,J. Butler makes free throw 1 of 2,45,57
203,2,2:58.0,,J. Butler misses free throw 2 of 2,45,57
204,2,2:55.0,Defensive rebound by N. Bjelica,,45,57
205,2,2:46.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),,47,57
206,2,2:35.0,,B. Simmons misses 2-pt layup from 1 ft,47,57
207,2,2:33.0,Defensive rebound by N. Bjelica,,47,57
208,2,2:30.0,Shooting foul by J. Redick (drawn by W. Cauley-Stein),,47,57
209,2,2:30.0,W. Cauley-Stein makes free throw 1 of 2,,48,57
210,2,2:30.0,W. Cauley-Stein misses free throw 2 of 2,,48,57
211,2,2:28.0,,Defensive rebound by M. Scott,48,57
212,2,2:18.0,,Personal foul by N. Bjelica (drawn by B. Simmons),48,57
213,2,2:18.0,,B. Simmons makes free throw 1 of 2,48,58
214,2,2:18.0,H. Giles enters the game for W. Cauley-Stein,,48,58
215,2,2:18.0,,B. Simmons makes free throw 2 of 2,48,59
216,2,2:03.0,B. Hield misses 3-pt jump shot from 26 ft,,48,59
217,2,1:59.0,Offensive rebound by B. Hield,,48,59
218,2,1:56.0,N. Bjelica misses 2-pt layup from 3 ft,,48,59
219,2,1:53.0,Offensive rebound by N. Bjelica,,48,59
220,2,1:53.0,N. Bjelica misses 2-pt layup from 1 ft,,48,59
221,2,1:53.0,Offensive rebound by N. Bjelica,,48,59
222,2,1:52.0,N. Bjelica misses 2-pt layup from 2 ft,,48,59
223,2,1:52.0,Offensive rebound by N. Bjelica,,48,59
224,2,1:50.0,N. Bjelica misses 2-pt layup from 1 ft,,48,59
225,2,1:44.0,Offensive rebound by H. Giles,,48,59
226,2,1:44.0,H. Giles makes 2-pt layup from 1 ft,,50,59
227,2,1:36.0,,J. Butler misses 3-pt jump shot from 23 ft,50,59
228,2,1:32.0,Defensive rebound by H. Barnes,,50,59
229,2,1:23.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Fox),,53,59
230,2,1:09.0,,J. Butler makes 2-pt jump shot from 3 ft,53,61
231,2,1:09.0,,Shooting foul by N. Bjelica (drawn by J. Butler),53,61
232,2,1:09.0,,J. Butler makes free throw 1 of 1,53,62
233,2,0:58.0,D. Fox makes 3-pt jump shot from 25 ft,,56,62
234,2,0:36.0,,J. Embiid misses 2-pt jump shot from 14 ft,56,62
235,2,0:33.0,Defensive rebound by H. Barnes,,56,62
236,2,0:33.0,B. Bogdanović enters the game for N. Bjelica,,56,62
237,2,0:24.0,H. Giles makes 2-pt dunk from 1 ft (assist by H. Barnes),,58,62
238,2,0:01.0,,J. Butler misses 2-pt jump shot from 15 ft,58,62
239,2,0:01.0,Defensive rebound by B. Hield,,58,62
240,3,11:49.0,Shooting foul by J. Redick (drawn by D. Fox),,58,62
241,3,11:49.0,D. Fox makes free throw 1 of 2,,59,62
242,3,11:49.0,D. Fox makes free throw 2 of 2,,60,62
243,3,11:33.0,,T. Harris makes 2-pt jump shot from 8 ft,60,64
244,3,11:18.0,D. Fox misses 2-pt jump shot from 5 ft,,60,64
245,3,11:16.0,,Defensive rebound by J. Embiid,60,64
246,3,11:09.0,,J. Embiid misses 2-pt hook shot from 3 ft,60,64
247,3,11:07.0,Defensive rebound by H. Barnes,,60,64
248,3,11:02.0,H. Barnes misses 3-pt jump shot from 28 ft,,60,64
249,3,10:59.0,,Defensive rebound by J. Embiid,60,64
250,3,10:42.0,,B. Simmons makes 2-pt jump shot from 1 ft (assist by J. Butler),60,66
251,3,10:30.0,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),,63,66
252,3,10:15.0,,Personal foul by D. Fox (drawn by B. Simmons),63,66
253,3,10:13.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Butler),63,68
254,3,9:49.0,H. Barnes makes 2-pt layup from 2 ft,,65,68
255,3,9:38.0,,Turnover by J. Redick (bad pass; steal by B. Hield),65,68
256,3,9:32.0,B. Hield makes 3-pt jump shot from 26 ft,,68,68
257,3,9:32.0,,Philadelphia full timeout,68,68
258,3,9:12.0,,Personal foul by B. Hield (drawn by J. Butler),68,68
259,3,9:09.0,,J. Redick misses 3-pt jump shot from 26 ft,68,68
260,3,9:08.0,Defensive rebound by Team,,68,68
261,3,8:53.0,Turnover by D. Fox (bad pass; steal by T. Harris),,68,68
262,3,8:41.0,,J. Redick makes 2-pt layup from 2 ft (assist by B. Simmons),68,70
263,3,8:27.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by N. Bjelica),,71,70
264,3,8:15.0,,J. Embiid misses 3-pt jump shot from 28 ft,71,70
265,3,8:12.0,Defensive rebound by D. Fox,,71,70
266,3,8:04.0,N. Bjelica misses 2-pt layup from 3 ft (block by T. Harris),,71,70
267,3,8:00.0,,Defensive rebound by J. Embiid,71,70
268,3,7:59.0,,Shooting foul by H. Barnes (drawn by T. Harris),71,70
269,3,7:59.0,,T. Harris makes free throw 1 of 2,71,71
270,3,7:59.0,,T. Harris makes free throw 2 of 2,71,72
271,3,7:34.0,H. Barnes misses 3-pt jump shot from 23 ft,,71,72
272,3,7:34.0,Offensive rebound by Team,,71,72
273,3,7:34.0,Turnover by Team (shot clock),,71,72
274,3,7:24.0,,Offensive foul by J. Embiid (drawn by W. Cauley-Stein),71,72
275,3,7:24.0,,Turnover by J. Embiid (offensive foul),71,72
276,3,7:13.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Fox),,73,72
277,3,6:54.0,,T. Harris makes 2-pt layup from 1 ft (assist by J. Redick),73,74
278,3,6:42.0,Offensive foul by N. Bjelica (drawn by J. Redick),,73,74
279,3,6:42.0,Turnover by N. Bjelica (offensive foul),,73,74
280,3,6:42.0,,B. Marjanović enters the game for J. Embiid,73,74
281,3,6:42.0,,T. McConnell enters the game for J. Redick,73,74
282,3,6:42.0,,M. Scott enters the game for B. Simmons,73,74
283,3,6:31.0,,Turnover by T. Harris (bad pass),73,74
284,3,6:31.0,M. Bagley enters the game for N. Bjelica,,73,74
285,3,6:19.0,D. Fox misses 2-pt jump shot from 9 ft,,73,74
286,3,6:17.0,,Defensive rebound by B. Marjanović,73,74
287,3,6:09.0,,B. Marjanović makes 2-pt layup from 1 ft (assist by T. Harris),73,76
288,3,6:09.0,,Shooting foul by W. Cauley-Stein (drawn by B. Marjanović),73,76
289,3,6:09.0,,B. Marjanović makes free throw 1 of 1,73,77
290,3,5:53.0,M. Bagley misses 2-pt hook shot from 8 ft,,73,77
291,3,5:50.0,,Defensive rebound by B. Marjanović,73,77
292,3,5:40.0,,T. Harris makes 2-pt dunk from 1 ft (assist by B. Marjanović),73,79
293,3,5:40.0,Sacramento full timeout,,73,79
294,3,5:40.0,H. Giles enters the game for W. Cauley-Stein,,73,79
295,3,5:19.0,H. Giles misses 2-pt jump shot from 12 ft,,73,79
296,3,5:16.0,,Defensive rebound by T. Harris,73,79
297,3,5:10.0,,Personal foul by H. Giles (drawn by B. Marjanović),73,79
298,3,5:10.0,,B. Marjanović makes free throw 1 of 2,73,80
299,3,5:10.0,,B. Marjanović makes free throw 2 of 2,73,81
300,3,5:00.0,D. Fox makes 2-pt jump shot from 10 ft,,75,81
301,3,4:43.0,,J. Butler makes 2-pt jump shot from 4 ft,75,83
302,3,4:29.0,D. Fox misses 2-pt layup from 3 ft,,75,83
303,3,4:24.0,Offensive rebound by H. Giles,,75,83
304,3,4:24.0,H. Giles misses 2-pt layup at rim,,75,83
305,3,4:23.0,,Defensive rebound by B. Marjanović,75,83
306,3,4:20.0,,T. Harris makes 2-pt jump shot from 5 ft,75,85
307,3,4:09.0,B. Hield misses 3-pt jump shot from 27 ft,,75,85
308,3,4:09.0,,Defensive rebound by J. Butler,75,85
309,3,3:58.0,,M. Scott misses 3-pt jump shot from 26 ft,75,85
310,3,3:56.0,Defensive rebound by B. Hield,,75,85
311,3,3:52.0,Personal foul by T. McConnell (drawn by B. Hield),,75,85
312,3,3:52.0,B. Bogdanović enters the game for D. Fox,,75,85
313,3,3:52.0,Y. Ferrell enters the game for B. Hield,,75,85
314,3,3:49.0,H. Giles makes 2-pt jump shot from 17 ft (assist by B. Bogdanović),,77,85
315,3,3:24.0,,J. Butler makes 2-pt jump shot from 17 ft,77,87
316,3,3:05.0,H. Barnes makes 2-pt jump shot from 13 ft,,79,87
317,3,3:05.0,,J. Embiid enters the game for J. Butler,79,87
318,3,3:05.0,,J. Ennis enters the game for T. Harris,79,87
319,3,3:05.0,,J. Redick enters the game for B. Marjanović,79,87
320,3,3:05.0,,B. Simmons enters the game for T. McConnell,79,87
321,3,2:45.0,,Shooting foul by H. Giles (drawn by J. Redick),79,87
322,3,2:45.0,,J. Redick makes free throw 1 of 3,79,88
323,3,2:45.0,,J. Redick makes free throw 2 of 3,79,89
324,3,2:45.0,,J. Redick makes free throw 3 of 3,79,90
325,3,2:27.0,Shooting foul by M. Scott (drawn by M. Bagley),,79,90
326,3,2:27.0,M. Bagley misses free throw 1 of 2,,79,90
327,3,2:27.0,Offensive rebound by Team,,79,90
328,3,2:27.0,C. Brewer enters the game for H. Barnes,,79,90
329,3,2:27.0,M. Bagley makes free throw 2 of 2,,80,90
330,3,2:13.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),80,93
331,3,2:02.0,Y. Ferrell makes 2-pt layup from 1 ft (assist by H. Giles),,82,93
332,3,1:52.0,,Personal foul by Y. Ferrell (drawn by J. Embiid),82,93
333,3,1:52.0,,J. Embiid misses free throw 1 of 2,82,93
334,3,1:52.0,,Offensive rebound by Team,82,93
335,3,1:52.0,,J. Embiid makes free throw 2 of 2,82,94
336,3,1:35.0,C. Brewer makes 2-pt layup from 2 ft (assist by H. Giles),,84,94
337,3,1:26.0,,J. Redick misses 3-pt jump shot from 26 ft,84,94
338,3,1:23.0,,Offensive rebound by M. Scott,84,94
339,3,1:15.0,,Philadelphia full timeout,84,94
340,3,1:10.0,,B. Simmons misses 2-pt layup from 4 ft,84,94
341,3,1:10.0,Defensive rebound by Team,,84,94
342,3,0:55.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,87,94
343,3,0:45.0,,Personal foul by C. Brewer (drawn by J. Embiid),87,94
344,3,0:45.0,,J. Embiid makes free throw 1 of 2,87,95
345,3,0:45.0,,J. Embiid makes free throw 2 of 2,87,96
346,3,0:32.0,C. Brewer misses 2-pt layup from 3 ft,,87,96
347,3,0:29.0,Offensive rebound by H. Giles,,87,96
348,3,0:29.0,H. Giles makes 2-pt layup at rim,,89,96
349,3,0:18.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by J. Redick),89,99
350,3,0:01.0,Turnover by Y. Ferrell (bad pass; steal by B. Simmons),,89,99
351,4,11:46.0,,J. Embiid misses 2-pt jump shot from 16 ft,89,99
352,4,11:44.0,Defensive rebound by Y. Ferrell,,89,99
353,4,11:27.0,M. Bagley misses 2-pt hook shot from 6 ft,,89,99
354,4,11:25.0,,Defensive rebound by J. Embiid,89,99
355,4,11:17.0,,J. Embiid misses 3-pt jump shot from 25 ft,89,99
356,4,11:15.0,Defensive rebound by M. Bagley,,89,99
357,4,11:09.0,Shooting foul by M. Scott (drawn by M. Bagley),,89,99
358,4,11:09.0,M. Bagley makes free throw 1 of 2,,90,99
359,4,11:09.0,M. Bagley makes free throw 2 of 2,,91,99
360,4,10:58.0,,J. Redick makes 2-pt jump shot from 22 ft (assist by J. Embiid),91,101
361,4,10:40.0,B. Bogdanović misses 2-pt layup from 2 ft (block by J. Embiid),,91,101
362,4,10:40.0,Offensive rebound by Team,,91,101
363,4,10:35.0,B. Bogdanović makes 2-pt jump shot from 19 ft (assist by C. Brewer),,93,101
364,4,10:19.0,,J. Ennis misses 3-pt jump shot from 25 ft,93,101
365,4,10:17.0,,Offensive rebound by Team,93,101
366,4,10:12.0,,Turnover by J. Embiid (out of bounds lost ball),93,101
367,4,10:04.0,Personal foul by B. Simmons (drawn by B. Bogdanović),,93,101
368,4,9:56.0,M. Bagley makes 2-pt jump shot from 13 ft (assist by H. Giles),,95,101
369,4,9:36.0,,J. Embiid misses 2-pt jump shot from 12 ft,95,101
370,4,9:34.0,,Offensive rebound by B. Simmons,95,101
371,4,9:33.0,,J. Ennis misses 3-pt jump shot from 23 ft,95,101
372,4,9:29.0,Defensive rebound by C. Brewer,,95,101
373,4,9:27.0,Y. Ferrell makes 3-pt jump shot from 23 ft (assist by C. Brewer),,98,101
374,4,9:11.0,,Personal foul by Y. Ferrell (drawn by J. Redick),98,101
375,4,9:11.0,W. Cauley-Stein enters the game for H. Giles,,98,101
376,4,9:11.0,,J. Butler enters the game for J. Redick,98,101
377,4,9:11.0,,T. Harris enters the game for M. Scott,98,101
378,4,8:59.0,,B. Simmons makes 2-pt layup from 3 ft,98,103
379,4,8:52.0,M. Bagley misses 3-pt jump shot from 28 ft,,98,103
380,4,8:47.0,,Defensive rebound by J. Embiid,98,103
