,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHARLOTTE_ACTION,PORTLAND_SCORE,CHARLOTTE_SCORE
61,1,4:17.0,R. Hood enters the game for A. Aminu,,28,13
62,1,4:17.0,E. Freedom enters the game for M. Harkless,,28,13
63,1,4:17.0,J. Layman enters the game for J. Nurkić,,28,13
64,1,3:57.0,,F. Kaminsky misses 2-pt layup from 2 ft (block by C. McCollum),28,13
65,1,3:57.0,,Offensive rebound by Team,28,13
66,1,3:51.0,,J. Lamb misses 2-pt jump shot from 12 ft,28,13
67,1,3:49.0,Defensive rebound by J. Layman,,28,13
68,1,3:40.0,Turnover by C. McCollum (bad pass; steal by N. Batum),,28,13
69,1,3:33.0,,K. Walker misses 2-pt jump shot from 14 ft,28,13
70,1,3:31.0,Defensive rebound by R. Hood,,28,13
71,1,3:23.0,D. Lillard misses 2-pt layup from 2 ft,,28,13
72,1,3:19.0,,Defensive rebound by F. Kaminsky,28,13
73,1,3:12.0,,J. Lamb makes 2-pt jump shot from 12 ft,28,15
74,1,2:59.0,C. McCollum misses 2-pt layup from 3 ft,,28,15
75,1,2:54.0,Offensive rebound by E. Freedom,,28,15
76,1,2:52.0,E. Freedom makes 2-pt layup from 2 ft,,30,15
77,1,2:49.0,,Personal foul by R. Hood (drawn by M. Williams),30,15
78,1,2:49.0,,B. Biyombo enters the game for M. Williams,30,15
79,1,2:36.0,,Shooting foul by J. Layman (drawn by F. Kaminsky),30,15
80,1,2:36.0,,F. Kaminsky makes free throw 1 of 2,30,16
81,1,2:36.0,Z. Collins enters the game for C. McCollum,,30,16
82,1,2:36.0,,F. Kaminsky makes free throw 2 of 2,30,17
83,1,2:21.0,Z. Collins misses 3-pt jump shot from 24 ft,,30,17
84,1,2:19.0,Offensive rebound by E. Freedom,,30,17
85,1,2:18.0,E. Freedom misses 2-pt layup from 2 ft,,30,17
86,1,2:14.0,,Defensive rebound by J. Lamb,30,17
87,1,2:06.0,,Shooting foul by Z. Collins (drawn by K. Walker),30,17
88,1,2:06.0,,K. Walker makes free throw 1 of 2,30,18
89,1,2:06.0,,M. Bridges enters the game for N. Batum,30,18
90,1,2:06.0,,K. Walker makes free throw 2 of 2,30,19
91,1,1:48.0,D. Lillard misses 3-pt jump shot from 26 ft,,30,19
92,1,1:46.0,,Defensive rebound by F. Kaminsky,30,19
93,1,1:41.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),30,22
94,1,1:22.0,J. Layman misses 3-pt jump shot from 24 ft,,30,22
95,1,1:19.0,,Defensive rebound by B. Biyombo,30,22
96,1,1:14.0,,K. Walker misses 3-pt jump shot from 26 ft,30,22
97,1,1:12.0,Defensive rebound by E. Freedom,,30,22
98,1,1:05.0,D. Lillard makes 2-pt jump shot from 16 ft,,32,22
99,1,0:46.0,,J. Lamb makes 3-pt jump shot from 26 ft (assist by K. Walker),32,25
100,1,0:31.0,E. Freedom misses 3-pt jump shot from 26 ft,,32,25
101,1,0:29.0,Offensive rebound by D. Lillard,,32,25
102,1,0:19.0,J. Layman misses 3-pt jump shot from 25 ft,,32,25
103,1,0:17.0,,Defensive rebound by J. Lamb,32,25
104,1,0:00.0,,K. Walker misses 2-pt jump shot from 16 ft,32,25
105,1,0:00.0,,Offensive rebound by Team,32,25
106,2,11:52.0,,Offensive foul by B. Biyombo (drawn by J. Layman),32,25
107,2,11:52.0,,Turnover by B. Biyombo (offensive foul),32,25
108,2,11:37.0,E. Freedom misses 2-pt layup from 2 ft,,32,25
109,2,11:34.0,Offensive rebound by E. Freedom,,32,25
110,2,11:33.0,E. Freedom misses 2-pt hook shot from 2 ft,,32,25
111,2,11:33.0,,Defensive rebound by B. Biyombo,32,25
112,2,11:21.0,,Turnover by J. Lamb (lost ball; steal by R. Hood),32,25
113,2,11:19.0,Personal foul by F. Kaminsky (drawn by Z. Collins),,32,25
114,2,11:04.0,Shooting foul by B. Biyombo (drawn by S. Curry),,32,25
115,2,11:04.0,S. Curry makes free throw 1 of 2,,33,25
116,2,11:04.0,S. Curry misses free throw 2 of 2,,33,25
117,2,11:04.0,,Defensive rebound by N. Batum,33,25
118,2,10:48.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,33,25
119,2,10:46.0,Defensive rebound by E. Freedom,,33,25
120,2,10:40.0,S. Curry misses 3-pt jump shot from 26 ft,,33,25
121,2,10:38.0,,Defensive rebound by B. Biyombo,33,25
122,2,10:27.0,,Personal foul by Z. Collins (drawn by F. Kaminsky),33,25
123,2,10:19.0,,J. Lamb makes 2-pt jump shot from 16 ft (assist by B. Biyombo),33,27
124,2,10:02.0,R. Hood misses 3-pt jump shot from 26 ft,,33,27
125,2,9:59.0,,Defensive rebound by B. Biyombo,33,27
126,2,9:42.0,,F. Kaminsky makes 2-pt layup from 2 ft (assist by J. Lamb),33,29
127,2,9:26.0,Personal foul by N. Batum (drawn by S. Curry),,33,29
128,2,9:18.0,S. Curry makes 2-pt jump shot from 4 ft (assist by E. Freedom),,35,29
129,2,8:53.0,,F. Kaminsky makes 2-pt layup from 4 ft (assist by T. Parker),35,31
130,2,8:33.0,E. Freedom misses 2-pt layup from 2 ft,,35,31
131,2,8:31.0,,Defensive rebound by F. Kaminsky,35,31
132,2,8:28.0,,Turnover by J. Lamb (traveling),35,31
133,2,8:15.0,S. Curry makes 3-pt jump shot from 27 ft (assist by R. Hood),,38,31
134,2,8:14.0,,Charlotte full timeout,38,31
135,2,8:14.0,,K. Walker enters the game for B. Biyombo,38,31
136,2,8:14.0,,C. Zeller enters the game for J. Lamb,38,31
137,2,8:03.0,,C. Zeller makes 2-pt layup from 3 ft (assist by T. Parker),38,33
138,2,7:48.0,J. Layman makes 2-pt layup from 1 ft (assist by E. Freedom),,40,33
139,2,7:34.0,,C. Zeller makes 2-pt layup from 2 ft (assist by T. Parker),40,35
140,2,7:20.0,E. Freedom makes 2-pt layup from 2 ft (assist by J. Layman),,42,35
141,2,7:01.0,,Personal foul by Z. Collins (drawn by F. Kaminsky),42,35
142,2,7:01.0,A. Aminu enters the game for Z. Collins,,42,35
143,2,7:01.0,C. McCollum enters the game for R. Hood,,42,35
144,2,7:01.0,J. Nurkić enters the game for E. Freedom,,42,35
145,2,6:44.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,42,35
146,2,6:40.0,Defensive rebound by S. Curry,,42,35
147,2,6:39.0,J. Layman misses 2-pt dunk from 2 ft,,42,35
148,2,6:39.0,,Defensive rebound by Team,42,35
149,2,6:29.0,,T. Parker makes 2-pt jump shot from 16 ft,42,37
150,2,6:20.0,Personal foul by N. Batum (drawn by S. Curry),,42,37
151,2,6:20.0,,J. Lamb enters the game for T. Parker,42,37
152,2,6:11.0,C. McCollum misses 2-pt jump shot from 19 ft,,42,37
153,2,6:08.0,,Defensive rebound by F. Kaminsky,42,37
154,2,6:04.0,,Personal foul by C. McCollum (drawn by K. Walker),42,37
155,2,5:54.0,,J. Lamb misses 2-pt layup from 6 ft (block by S. Curry),42,37
156,2,5:54.0,,Offensive rebound by Team,42,37
157,2,5:54.0,,M. Williams enters the game for F. Kaminsky,42,37
158,2,5:47.0,,C. Zeller misses 2-pt jump shot from 11 ft,42,37
159,2,5:45.0,Defensive rebound by J. Nurkić,,42,37
160,2,5:38.0,S. Curry makes 2-pt layup from 3 ft (assist by J. Nurkić),,44,37
161,2,5:17.0,,N. Batum misses 3-pt jump shot from 26 ft,44,37
162,2,5:13.0,Defensive rebound by J. Layman,,44,37
163,2,5:04.0,A. Aminu misses 2-pt jump shot from 11 ft,,44,37
164,2,5:03.0,Offensive rebound by Team,,44,37
165,2,5:03.0,,Loose ball foul by C. Zeller (drawn by J. Nurkić),44,37
166,2,5:03.0,J. Nurkić makes free throw 1 of 2,,45,37
167,2,5:03.0,M. Harkless enters the game for S. Curry,,45,37
168,2,5:03.0,D. Lillard enters the game for J. Layman,,45,37
169,2,5:03.0,J. Nurkić makes free throw 2 of 2,,46,37
170,2,4:51.0,,M. Williams makes 2-pt layup from 2 ft (assist by K. Walker),46,39
171,2,4:51.0,,Shooting foul by A. Aminu (drawn by M. Williams),46,39
172,2,4:51.0,,M. Williams makes free throw 1 of 1,46,40
173,2,4:31.0,J. Nurkić makes 2-pt layup from 1 ft (assist by M. Harkless),,48,40
174,2,4:19.0,,K. Walker misses 3-pt jump shot from 25 ft,48,40
175,2,4:17.0,Defensive rebound by J. Nurkić,,48,40
176,2,4:10.0,Personal foul by C. Zeller (drawn by J. Nurkić),,48,40
177,2,4:10.0,J. Nurkić makes free throw 1 of 2,,49,40
178,2,4:10.0,,B. Biyombo enters the game for C. Zeller,49,40
179,2,4:10.0,J. Nurkić makes free throw 2 of 2,,50,40
180,2,3:58.0,,Turnover by K. Walker (bad pass; steal by M. Harkless),50,40
181,2,3:45.0,D. Lillard misses 2-pt jump shot from 12 ft,,50,40
182,2,3:42.0,,Defensive rebound by J. Lamb,50,40
183,2,3:31.0,,M. Williams misses 3-pt jump shot from 24 ft,50,40
184,2,3:28.0,Defensive rebound by C. McCollum,,50,40
185,2,3:20.0,C. McCollum misses 3-pt jump shot from 26 ft,,50,40
186,2,3:17.0,,Defensive rebound by N. Batum,50,40
187,2,3:08.0,,K. Walker misses 2-pt jump shot from 16 ft,50,40
188,2,3:06.0,,Offensive rebound by B. Biyombo,50,40
189,2,3:04.0,,K. Walker misses 2-pt jump shot from 15 ft,50,40
190,2,3:02.0,Defensive rebound by J. Nurkić,,50,40
191,2,2:53.0,D. Lillard misses 3-pt jump shot from 25 ft,,50,40
192,2,2:50.0,,Defensive rebound by B. Biyombo,50,40
193,2,2:42.0,,J. Lamb makes 2-pt jump shot from 14 ft,50,42
194,2,2:42.0,Portland full timeout,,50,42
195,2,2:42.0,,F. Kaminsky enters the game for B. Biyombo,50,42
196,2,2:25.0,J. Nurkić makes 2-pt layup from 1 ft (assist by A. Aminu),,52,42
197,2,2:08.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by N. Batum),52,45
198,2,1:55.0,Shooting foul by F. Kaminsky (drawn by J. Nurkić),,52,45
199,2,1:55.0,J. Nurkić makes free throw 1 of 2,,53,45
200,2,1:55.0,J. Nurkić makes free throw 2 of 2,,54,45
201,2,1:37.0,,Turnover by J. Lamb (bad pass; steal by M. Harkless),54,45
202,2,1:28.0,J. Nurkić misses 2-pt layup from 2 ft,,54,45
203,2,1:26.0,Offensive rebound by C. McCollum,,54,45
204,2,1:23.0,Turnover by C. McCollum (bad pass; steal by M. Williams),,54,45
205,2,1:19.0,,J. Lamb misses 2-pt layup from 2 ft,54,45
206,2,1:16.0,Defensive rebound by M. Harkless,,54,45
207,2,1:12.0,M. Harkless misses 2-pt layup from 2 ft (block by M. Williams),,54,45
208,2,1:12.0,,Defensive rebound by F. Kaminsky,54,45
209,2,0:52.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),54,48
210,2,0:34.0,C. McCollum misses 2-pt jump shot from 17 ft,,54,48
211,2,0:32.0,,Defensive rebound by F. Kaminsky,54,48
212,2,0:13.0,,Shooting foul by J. Nurkić (drawn by K. Walker),54,48
213,2,0:13.0,,K. Walker makes free throw 1 of 2,54,49
214,2,0:13.0,S. Curry enters the game for A. Aminu,,54,49
215,2,0:13.0,J. Layman enters the game for M. Harkless,,54,49
216,2,0:13.0,,B. Biyombo enters the game for N. Batum,54,49
217,2,0:13.0,,M. Bridges enters the game for F. Kaminsky,54,49
218,2,0:13.0,,K. Walker makes free throw 2 of 2,54,50
219,2,0:02.0,D. Lillard makes 2-pt layup from 2 ft,,56,50
220,3,11:42.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by C. Zeller),56,53
221,3,11:23.0,A. Aminu makes 2-pt layup from 2 ft (assist by C. McCollum),,58,53
222,3,11:05.0,,K. Walker misses 2-pt jump shot from 14 ft,58,53
223,3,11:03.0,Defensive rebound by M. Harkless,,58,53
224,3,10:58.0,A. Aminu makes 2-pt dunk from 2 ft (assist by J. Nurkić),,60,53
225,3,10:41.0,,M. Bridges misses 3-pt jump shot from 24 ft,60,53
226,3,10:39.0,Defensive rebound by J. Nurkić,,60,53
227,3,10:28.0,M. Harkless misses 3-pt jump shot from 25 ft,,60,53
228,3,10:25.0,,Defensive rebound by M. Bridges,60,53
229,3,10:19.0,,K. Walker makes 2-pt layup from 3 ft,60,55
230,3,10:02.0,Turnover by D. Lillard (bad pass; steal by N. Batum),,60,55
231,3,9:52.0,,Personal foul by D. Lillard (drawn by K. Walker),60,55
232,3,9:44.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),60,58
233,3,9:24.0,Turnover by J. Nurkić (bad pass; steal by N. Batum),,60,58
234,3,9:21.0,,M. Bridges misses 2-pt layup from 2 ft (block by J. Nurkić),60,58
235,3,9:20.0,,Offensive rebound by Team,60,58
236,3,9:15.0,,N. Batum misses 2-pt jump shot from 20 ft,60,58
237,3,9:13.0,Defensive rebound by M. Harkless,,60,58
238,3,8:59.0,J. Nurkić makes 2-pt hook shot from 3 ft (assist by C. McCollum),,62,58
239,3,8:46.0,,K. Walker misses 2-pt jump shot from 15 ft,62,58
240,3,8:46.0,,Offensive rebound by Team,62,58
241,3,8:46.0,Loose ball foul by M. Harkless (drawn by C. Zeller),,62,58
242,3,8:37.0,,C. Zeller misses 2-pt jump shot from 13 ft,62,58
243,3,8:35.0,Defensive rebound by M. Harkless,,62,58
244,3,8:26.0,C. McCollum misses 2-pt jump shot from 15 ft,,62,58
245,3,8:26.0,Offensive rebound by Team,,62,58
246,3,8:26.0,,Loose ball foul by M. Williams (drawn by A. Aminu),62,58
247,3,8:18.0,A. Aminu misses 3-pt jump shot from 25 ft,,62,58
248,3,8:16.0,,Defensive rebound by Team,62,58
249,3,8:16.0,Loose ball foul by D. Lillard (drawn by M. Bridges),,62,58
250,3,8:03.0,,C. Zeller makes 2-pt jump shot from 5 ft (assist by N. Batum),62,60
251,3,8:02.0,Portland full timeout,,62,60
252,3,7:48.0,C. McCollum misses 2-pt jump shot from 17 ft,,62,60
253,3,7:45.0,,Defensive rebound by M. Bridges,62,60
254,3,7:36.0,,Personal foul by A. Aminu (drawn by K. Walker),62,60
255,3,7:26.0,,Turnover by K. Walker (lost ball; steal by D. Lillard),62,60
256,3,7:26.0,Personal take foul by K. Walker (drawn by D. Lillard),,62,60
257,3,7:16.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. McCollum),,65,60
258,3,6:58.0,,C. Zeller misses 2-pt layup from 3 ft,65,60
259,3,6:58.0,Defensive rebound by A. Aminu,,65,60
260,3,6:49.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by A. Aminu),,68,60
261,3,6:31.0,,K. Walker misses 2-pt jump shot from 4 ft,68,60
262,3,6:25.0,,Offensive rebound by M. Bridges,68,60
263,3,6:25.0,,M. Bridges makes 2-pt layup from 1 ft,68,62
264,3,6:20.0,C. McCollum misses 2-pt layup from 1 ft,,68,62
265,3,6:15.0,Offensive rebound by J. Nurkić,,68,62
266,3,6:14.0,J. Nurkić misses 2-pt layup from 1 ft,,68,62
267,3,6:14.0,Offensive rebound by Team,,68,62
268,3,6:14.0,,J. Lamb enters the game for M. Bridges,68,62
269,3,6:11.0,Turnover by A. Aminu (bad pass; steal by C. Zeller),,68,62
270,3,5:59.0,,Shooting foul by J. Nurkić (drawn by K. Walker),68,62
271,3,5:59.0,,K. Walker makes free throw 1 of 2,68,63
272,3,5:59.0,,K. Walker makes free throw 2 of 2,68,64
273,3,5:47.0,D. Lillard misses 3-pt jump shot from 26 ft,,68,64
274,3,5:45.0,Offensive rebound by A. Aminu,,68,64
275,3,5:40.0,M. Harkless makes 2-pt layup from 2 ft,,70,64
276,3,5:22.0,,M. Williams misses 2-pt jump shot from 13 ft,70,64
277,3,5:16.0,,Offensive rebound by C. Zeller,70,64
278,3,5:16.0,,C. Zeller misses 2-pt layup from 1 ft,70,64
279,3,5:16.0,Defensive rebound by J. Nurkić,,70,64
280,3,5:14.0,Personal foul by J. Lamb (drawn by M. Harkless),,70,64
281,3,5:14.0,,F. Kaminsky enters the game for C. Zeller,70,64
282,3,5:08.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by J. Nurkić),,73,64
283,3,4:52.0,,K. Walker misses 3-pt jump shot from 26 ft,73,64
284,3,4:50.0,Defensive rebound by J. Nurkić,,73,64
285,3,4:47.0,,Violation by Team (kicked ball),73,64
286,3,4:44.0,Personal foul by J. Lamb (drawn by M. Harkless),,73,64
287,3,4:34.0,Shooting foul by F. Kaminsky (drawn by J. Nurkić),,73,64
288,3,4:34.0,,Technical foul by K. Walker,73,64
289,3,4:34.0,D. Lillard makes technical free throw,,74,64
290,3,4:34.0,J. Nurkić misses free throw 1 of 2,,74,64
291,3,4:34.0,Offensive rebound by Team,,74,64
292,3,4:34.0,J. Nurkić makes free throw 2 of 2,,75,64
293,3,4:20.0,,F. Kaminsky makes 2-pt layup from 3 ft (assist by J. Lamb),75,66
294,3,4:20.0,,Shooting foul by J. Nurkić (drawn by F. Kaminsky),75,66
295,3,4:20.0,E. Freedom enters the game for J. Nurkić,,75,66
296,3,4:20.0,,F. Kaminsky misses free throw 1 of 1,75,66
297,3,4:17.0,Defensive rebound by M. Harkless,,75,66
298,3,4:10.0,C. McCollum misses 2-pt jump shot from 12 ft,,75,66
299,3,4:08.0,,Defensive rebound by F. Kaminsky,75,66
300,3,3:59.0,,K. Walker makes 2-pt layup from 2 ft,75,68
301,3,3:40.0,M. Harkless misses 2-pt layup from 1 ft (block by M. Williams),,75,68
302,3,3:37.0,,Defensive rebound by M. Williams,75,68
303,3,3:33.0,,N. Batum makes 3-pt jump shot from 27 ft (assist by K. Walker),75,71
304,3,3:16.0,D. Lillard misses 2-pt jump shot from 7 ft,,75,71
305,3,3:16.0,Offensive rebound by Team,,75,71
306,3,3:16.0,R. Hood enters the game for M. Harkless,,75,71
307,3,3:16.0,J. Layman enters the game for C. McCollum,,75,71
308,3,3:09.0,D. Lillard misses 3-pt jump shot from 25 ft,,75,71
309,3,3:07.0,Offensive rebound by J. Layman,,75,71
310,3,3:06.0,Turnover by A. Aminu (traveling),,75,71
311,3,2:52.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,75,71
312,3,2:51.0,,Offensive rebound by Team,75,71
313,3,2:51.0,,Charlotte full timeout,75,71
314,3,2:51.0,,B. Biyombo enters the game for K. Walker,75,71
315,3,2:51.0,,T. Parker enters the game for M. Williams,75,71
316,3,2:43.0,,Turnover by T. Parker (lost ball; steal by E. Freedom),75,71
317,3,2:28.0,R. Hood makes 2-pt jump shot from 10 ft,,77,71
318,3,2:08.0,,Turnover by F. Kaminsky (lost ball; steal by R. Hood),77,71
319,3,2:06.0,Offensive foul by A. Aminu (drawn by J. Lamb),,77,71
320,3,2:06.0,Turnover by A. Aminu (offensive foul),,77,71
321,3,2:06.0,Z. Collins enters the game for A. Aminu,,77,71
322,3,1:59.0,,Personal foul by J. Layman (drawn by N. Batum),77,71
323,3,1:59.0,,N. Batum makes free throw 1 of 2,77,72
324,3,1:59.0,,N. Batum makes free throw 2 of 2,77,73
325,3,1:39.0,R. Hood misses 3-pt jump shot from 24 ft,,77,73
326,3,1:34.0,,Defensive rebound by N. Batum,77,73
327,3,1:28.0,,Personal foul by J. Layman (drawn by T. Parker),77,73
328,3,1:28.0,,T. Parker makes free throw 1 of 2,77,74
329,3,1:28.0,,T. Parker makes free throw 2 of 2,77,75
330,3,1:12.0,D. Lillard misses 2-pt layup from 4 ft (block by B. Biyombo),,77,75
331,3,1:12.0,,Defensive rebound by Team,77,75
332,3,0:58.0,,J. Lamb misses 2-pt jump shot from 12 ft,77,75
333,3,0:56.0,Defensive rebound by E. Freedom,,77,75
334,3,0:49.0,R. Hood makes 2-pt jump shot from 8 ft,,79,75
335,3,0:39.0,,T. Parker makes 2-pt layup from 2 ft,79,77
336,3,0:35.0,Personal foul by J. Lamb (drawn by R. Hood),,79,77
337,3,0:35.0,R. Hood makes free throw 1 of 2,,80,77
338,3,0:35.0,R. Hood makes free throw 2 of 2,,81,77
339,3,0:16.0,,T. Parker makes 3-pt jump shot from 23 ft (assist by N. Batum),81,80
340,3,0:02.0,D. Lillard misses 2-pt jump shot from 18 ft,,81,80
341,3,0:00.0,,Defensive rebound by B. Biyombo,81,80
342,4,11:47.0,R. Hood makes 2-pt layup from 2 ft,,83,80
343,4,11:30.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,83,80
344,4,11:28.0,Defensive rebound by E. Freedom,,83,80
345,4,11:21.0,R. Hood misses 3-pt jump shot from 26 ft,,83,80
346,4,11:18.0,,Defensive rebound by J. Lamb,83,80
347,4,11:10.0,,T. Parker makes 2-pt jump shot from 16 ft,83,82
348,4,10:52.0,Shooting foul by M. Bridges (drawn by R. Hood),,83,82
349,4,10:52.0,R. Hood makes free throw 1 of 2,,84,82
350,4,10:52.0,R. Hood makes free throw 2 of 2,,85,82
351,4,10:39.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by T. Parker),85,85
352,4,10:21.0,Shooting foul by B. Biyombo (drawn by E. Freedom),,85,85
353,4,10:21.0,E. Freedom makes free throw 1 of 2,,86,85
354,4,10:21.0,E. Freedom makes free throw 2 of 2,,87,85
355,4,10:12.0,,Shooting foul by E. Freedom (drawn by T. Parker),87,85
356,4,10:12.0,,T. Parker misses free throw 1 of 2,87,85
357,4,10:12.0,,Offensive rebound by Team,87,85
358,4,10:12.0,,T. Parker makes free throw 2 of 2,87,86
359,4,9:55.0,R. Hood makes 2-pt jump shot from 12 ft,,89,86
360,4,9:41.0,,T. Parker misses 2-pt jump shot from 10 ft,89,86
361,4,9:41.0,Defensive rebound by Team,,89,86
362,4,9:24.0,S. Curry misses 2-pt jump shot from 18 ft,,89,86
363,4,9:21.0,,Defensive rebound by B. Biyombo,89,86
364,4,9:17.0,,J. Lamb makes 2-pt jump shot from 10 ft,89,88
365,4,9:17.0,,Shooting foul by S. Curry (drawn by J. Lamb),89,88
366,4,9:17.0,C. McCollum enters the game for J. Layman,,89,88
367,4,9:17.0,,K. Walker enters the game for M. Bridges,89,88
368,4,9:17.0,,J. Lamb makes free throw 1 of 1,89,89
369,4,8:53.0,R. Hood makes 3-pt jump shot from 29 ft (assist by C. McCollum),,92,89
370,4,8:37.0,,T. Parker makes 2-pt layup from 1 ft,92,91
371,4,8:19.0,Z. Collins misses 3-pt jump shot from 26 ft,,92,91
372,4,8:15.0,,Defensive rebound by B. Biyombo,92,91
373,4,8:09.0,,T. Parker misses 2-pt jump shot from 17 ft,92,91
374,4,8:08.0,Defensive rebound by Z. Collins,,92,91
375,4,8:05.0,Personal take foul by T. Parker (drawn by S. Curry),,92,91
376,4,8:05.0,,N. Batum enters the game for J. Lamb,92,91
377,4,7:59.0,R. Hood makes 2-pt jump shot from 14 ft,,94,91
378,4,7:40.0,,B. Biyombo makes 2-pt dunk from 1 ft (assist by T. Parker),94,93
379,4,7:19.0,R. Hood makes 3-pt jump shot from 27 ft,,97,93
380,4,7:02.0,,T. Parker misses 3-pt jump shot from 26 ft,97,93
