,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHARLOTTE_ACTION,BOSTON_SCORE,CHARLOTTE_SCORE
146,2,6:43.0,,M. Williams misses 2-pt hook shot from 6 ft,51,42
147,2,6:41.0,Defensive rebound by J. Brown,,51,42
148,2,6:30.0,J. Brown misses 2-pt layup from 7 ft (block by D. Bacon),,51,42
149,2,6:26.0,,Defensive rebound by M. Monk,51,42
150,2,6:21.0,,D. Graham makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),51,45
151,2,5:56.0,J. Brown makes 3-pt jump shot from 26 ft (assist by T. Rozier),,54,45
152,2,5:32.0,,M. Monk misses 3-pt jump shot from 29 ft,54,45
153,2,5:31.0,Defensive rebound by Team,,54,45
154,2,5:31.0,,M. Bridges enters the game for D. Graham,54,45
155,2,5:31.0,,K. Walker enters the game for M. Monk,54,45
156,2,5:17.0,M. Morris misses 2-pt layup from 3 ft (block by M. Williams),,54,45
157,2,5:13.0,Offensive rebound by M. Morris,,54,45
158,2,5:13.0,Turnover by M. Morris (bad pass; steal by M. Williams),,54,45
159,2,5:09.0,,Shooting foul by J. Brown (drawn by D. Bacon),54,45
160,2,5:09.0,,D. Bacon misses free throw 1 of 2,54,45
161,2,5:09.0,,Offensive rebound by Team,54,45
162,2,5:09.0,K. Irving enters the game for J. Brown,,54,45
163,2,5:09.0,M. Smart enters the game for T. Rozier,,54,45
164,2,5:09.0,R. Williams enters the game for G. Yabusele,,54,45
165,2,5:09.0,,D. Bacon makes free throw 2 of 2,54,46
166,2,4:50.0,K. Irving makes 2-pt jump shot from 10 ft (assist by M. Smart),,56,46
167,2,4:35.0,,M. Williams makes 2-pt layup from 1 ft (assist by K. Walker),56,48
168,2,4:11.0,M. Smart misses 3-pt jump shot from 23 ft,,56,48
169,2,4:08.0,,Defensive rebound by K. Walker,56,48
170,2,4:03.0,,M. Williams makes 2-pt layup from 2 ft (assist by D. Bacon),56,50
171,2,4:03.0,Boston full timeout,,56,50
172,2,4:03.0,,J. Lamb enters the game for F. Kaminsky,56,50
173,2,3:46.0,Turnover by J. Tatum (lost ball; steal by K. Walker),,56,50
174,2,3:46.0,,Personal foul by J. Tatum (drawn by K. Walker),56,50
175,2,3:29.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by K. Walker),56,52
176,2,3:12.0,M. Morris misses 2-pt jump shot from 12 ft,,56,52
177,2,3:09.0,,Defensive rebound by J. Lamb,56,52
178,2,3:01.0,,D. Bacon misses 2-pt layup from 4 ft (block by R. Williams),56,52
179,2,2:57.0,Defensive rebound by R. Williams,,56,52
180,2,2:52.0,M. Morris misses 2-pt layup from 4 ft,,56,52
181,2,2:50.0,,Defensive rebound by M. Williams,56,52
182,2,2:41.0,,K. Walker makes 2-pt layup from 2 ft,56,54
183,2,2:41.0,,Shooting foul by M. Morris (drawn by K. Walker),56,54
184,2,2:41.0,,K. Walker makes free throw 1 of 1,56,55
185,2,2:24.0,M. Smart makes 3-pt jump shot from 26 ft (assist by J. Tatum),,59,55
186,2,2:10.0,,K. Walker makes 3-pt jump shot from 24 ft,59,58
187,2,1:48.0,M. Smart misses 2-pt jump shot from 4 ft,,59,58
188,2,1:42.0,Offensive rebound by R. Williams,,59,58
189,2,1:42.0,R. Williams misses 2-pt dunk from 1 ft,,59,58
190,2,1:42.0,,Defensive rebound by K. Walker,59,58
191,2,1:39.0,,M. Bridges makes 2-pt layup from 1 ft (assist by K. Walker),59,60
192,2,1:37.0,Boston full timeout,,59,60
193,2,1:37.0,J. Brown enters the game for M. Morris,,59,60
194,2,1:37.0,D. Theis enters the game for R. Williams,,59,60
195,2,1:27.0,M. Smart misses 2-pt jump shot from 20 ft,,59,60
196,2,1:27.0,,Defensive rebound by Team,59,60
197,2,1:15.0,,K. Walker misses 3-pt jump shot from 26 ft,59,60
198,2,1:12.0,Defensive rebound by J. Brown,,59,60
199,2,1:02.0,K. Irving misses 3-pt jump shot from 25 ft,,59,60
200,2,0:59.0,,Defensive rebound by J. Lamb,59,60
201,2,0:53.0,,J. Lamb misses 2-pt layup from 2 ft,59,60
202,2,0:50.0,Defensive rebound by K. Irving,,59,60
203,2,0:45.0,M. Smart makes 3-pt jump shot from 23 ft (assist by K. Irving),,62,60
204,2,0:36.0,,K. Walker misses 3-pt jump shot from 26 ft,62,60
205,2,0:32.0,Defensive rebound by M. Smart,,62,60
206,2,0:31.0,J. Brown makes 2-pt dunk from 1 ft (assist by M. Smart),,64,60
207,2,0:12.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),64,63
208,2,0:00.0,Turnover by K. Irving (lost ball; steal by M. Bridges),,64,63
209,3,11:39.0,,M. Bridges misses 3-pt jump shot from 25 ft (block by J. Tatum),64,63
210,3,11:38.0,,Offensive rebound by M. Bridges,64,63
211,3,11:36.0,,M. Bridges misses 2-pt jump shot from 20 ft,64,63
212,3,11:35.0,Defensive rebound by M. Morris,,64,63
213,3,11:23.0,Personal foul by B. Biyombo (drawn by M. Smart),,64,63
214,3,11:11.0,K. Irving misses 2-pt jump shot from 18 ft,,64,63
215,3,11:03.0,Offensive rebound by M. Morris,,64,63
216,3,11:03.0,M. Morris makes 2-pt layup at rim,,66,63
217,3,10:58.0,,Turnover by K. Walker (bad pass),66,63
218,3,10:51.0,K. Irving makes 3-pt jump shot from 29 ft (assist by M. Smart),,69,63
219,3,10:37.0,,K. Walker misses 2-pt layup from 2 ft (block by D. Theis),69,63
220,3,10:36.0,,Offensive rebound by K. Walker,69,63
221,3,10:34.0,,K. Walker misses 2-pt jump shot from 13 ft,69,63
222,3,10:33.0,,Offensive rebound by B. Biyombo,69,63
223,3,10:33.0,,B. Biyombo makes 2-pt layup from 1 ft,69,65
224,3,10:07.0,M. Morris misses 3-pt jump shot from 26 ft,,69,65
225,3,10:04.0,,Defensive rebound by K. Walker,69,65
226,3,10:03.0,,Shooting foul by K. Irving (drawn by B. Biyombo),69,65
227,3,10:03.0,,B. Biyombo misses free throw 1 of 2,69,65
228,3,10:03.0,,Offensive rebound by Team,69,65
229,3,10:03.0,,B. Biyombo misses free throw 2 of 2,69,65
230,3,9:59.0,Defensive rebound by M. Morris,,69,65
231,3,9:56.0,Shooting foul by D. Bacon (drawn by K. Irving),,69,65
232,3,9:56.0,K. Irving makes free throw 1 of 2,,70,65
233,3,9:56.0,K. Irving makes free throw 2 of 2,,71,65
234,3,9:38.0,,D. Bacon makes 2-pt layup from 2 ft (assist by K. Walker),71,67
235,3,9:20.0,J. Tatum misses 2-pt jump shot from 13 ft,,71,67
236,3,9:17.0,Offensive rebound by D. Theis,,71,67
237,3,9:14.0,J. Tatum misses 2-pt layup from 1 ft,,71,67
238,3,9:12.0,,Defensive rebound by B. Biyombo,71,67
239,3,9:12.0,,Personal take foul by D. Theis (drawn by K. Walker),71,67
240,3,9:12.0,,W. Hernangómez enters the game for B. Biyombo,71,67
241,3,8:58.0,,D. Bacon misses 2-pt layup from 2 ft,71,67
242,3,8:55.0,,Offensive rebound by W. Hernangómez,71,67
243,3,8:54.0,,W. Hernangómez makes 2-pt layup from 1 ft,71,69
244,3,8:40.0,D. Theis makes 2-pt layup from 6 ft (assist by K. Irving),,73,69
245,3,8:20.0,,K. Walker misses 2-pt layup from 1 ft (block by D. Theis),73,69
246,3,8:20.0,,Offensive rebound by Team,73,69
247,3,8:15.0,,M. Williams makes 2-pt jump shot from 8 ft (assist by M. Bridges),73,71
248,3,8:05.0,Personal foul by D. Bacon (drawn by J. Tatum),,73,71
249,3,8:05.0,,J. Lamb enters the game for D. Bacon,73,71
250,3,8:02.0,K. Irving makes 3-pt jump shot from 25 ft (assist by M. Smart),,76,71
251,3,7:48.0,,Turnover by W. Hernangómez (lost ball; steal by M. Morris),76,71
252,3,7:40.0,J. Tatum makes 3-pt jump shot from 23 ft (assist by M. Morris),,79,71
253,3,7:33.0,,Charlotte full timeout,79,71
254,3,7:20.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by K. Walker),79,74
255,3,6:54.0,J. Tatum makes 2-pt jump shot from 13 ft (assist by K. Irving),,81,74
256,3,6:38.0,,M. Williams misses 2-pt jump shot from 9 ft,81,74
257,3,6:34.0,,Offensive rebound by W. Hernangómez,81,74
258,3,6:34.0,,W. Hernangómez misses 2-pt layup from 1 ft,81,74
259,3,6:33.0,Defensive rebound by K. Irving,,81,74
260,3,6:29.0,Turnover by M. Smart (bad pass; steal by M. Bridges),,81,74
261,3,6:24.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by K. Walker),81,76
262,3,6:04.0,M. Morris makes 3-pt jump shot from 24 ft (assist by D. Theis),,84,76
263,3,5:55.0,,Personal foul by M. Smart (drawn by K. Walker),84,76
264,3,5:55.0,,M. Monk enters the game for M. Williams,84,76
265,3,5:50.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Bridges),84,79
266,3,5:32.0,M. Smart misses 3-pt jump shot from 23 ft,,84,79
267,3,5:29.0,,Defensive rebound by K. Walker,84,79
268,3,5:29.0,J. Brown enters the game for J. Tatum,,84,79
269,3,5:12.0,,J. Lamb misses 2-pt jump shot from 3 ft,84,79
270,3,5:10.0,,Offensive rebound by W. Hernangómez,84,79
271,3,5:09.0,,M. Monk makes 3-pt jump shot from 26 ft (assist by W. Hernangómez),84,82
272,3,4:52.0,D. Theis makes 2-pt dunk from 1 ft (assist by M. Smart),,86,82
273,3,4:33.0,,M. Monk misses 2-pt jump shot from 18 ft,86,82
274,3,4:30.0,Defensive rebound by M. Morris,,86,82
275,3,4:20.0,M. Morris misses 2-pt jump shot from 11 ft,,86,82
276,3,4:18.0,,Defensive rebound by K. Walker,86,82
277,3,4:06.0,,M. Bridges misses 3-pt jump shot from 23 ft,86,82
278,3,4:03.0,Defensive rebound by D. Theis,,86,82
279,3,3:58.0,Shooting foul by M. Monk (drawn by J. Brown),,86,82
280,3,3:58.0,J. Brown makes free throw 1 of 2,,87,82
281,3,3:58.0,S. Ojeleye enters the game for M. Morris,,87,82
282,3,3:58.0,T. Rozier enters the game for M. Smart,,87,82
283,3,3:58.0,,F. Kaminsky enters the game for M. Bridges,87,82
284,3,3:58.0,J. Brown makes free throw 2 of 2,,88,82
285,3,3:46.0,,K. Walker misses 3-pt jump shot from 26 ft,88,82
286,3,3:43.0,Defensive rebound by S. Ojeleye,,88,82
287,3,3:34.0,T. Rozier makes 2-pt jump shot from 9 ft,,90,82
288,3,3:24.0,,Shooting foul by D. Theis (drawn by K. Walker),90,82
289,3,3:24.0,,K. Walker makes free throw 1 of 2,90,83
290,3,3:24.0,G. Yabusele enters the game for D. Theis,,90,83
291,3,3:24.0,,K. Walker makes free throw 2 of 2,90,84
292,3,3:07.0,K. Irving misses 3-pt jump shot from 23 ft,,90,84
293,3,3:04.0,,Defensive rebound by F. Kaminsky,90,84
294,3,2:53.0,,Offensive foul by F. Kaminsky (drawn by S. Ojeleye),90,84
295,3,2:53.0,,Turnover by F. Kaminsky (offensive foul),90,84
296,3,2:53.0,Boston full timeout,,90,84
297,3,2:53.0,,D. Graham enters the game for K. Walker,90,84
298,3,2:38.0,Turnover by S. Ojeleye (bad pass; steal by M. Monk),,90,84
299,3,2:38.0,,Clear path foul by T. Rozier,90,84
300,3,2:38.0,,M. Monk makes clear path free throw 1 of 2,90,85
301,3,2:38.0,,M. Monk makes clear path free throw 2 of 2,90,86
302,3,2:28.0,,W. Hernangómez misses 2-pt dunk from 1 ft,90,86
303,3,2:25.0,,Offensive rebound by F. Kaminsky,90,86
304,3,2:22.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by F. Kaminsky),90,88
305,3,2:11.0,K. Irving misses 2-pt layup from 2 ft,,90,88
306,3,2:08.0,Offensive rebound by Team,,90,88
307,3,2:04.0,T. Rozier misses 3-pt jump shot from 23 ft,,90,88
308,3,2:00.0,,Defensive rebound by D. Graham,90,88
309,3,1:48.0,,F. Kaminsky misses 2-pt jump shot from 3 ft,90,88
310,3,1:46.0,,Offensive rebound by J. Lamb,90,88
311,3,1:42.0,,Shooting foul by S. Ojeleye (drawn by D. Graham),90,88
312,3,1:42.0,,D. Graham makes free throw 1 of 2,90,89
313,3,1:42.0,M. Morris enters the game for S. Ojeleye,,90,89
314,3,1:42.0,,D. Graham misses free throw 2 of 2,90,89
315,3,1:35.0,,Offensive rebound by W. Hernangómez,90,89
316,3,1:29.0,,Turnover by M. Monk (lost ball; steal by J. Brown),90,89
317,3,1:28.0,K. Irving makes 2-pt layup from 1 ft,,92,89
318,3,1:28.0,Shooting foul by M. Monk (drawn by K. Irving),,92,89
319,3,1:28.0,K. Irving makes free throw 1 of 1,,93,89
320,3,1:15.0,,J. Lamb misses 3-pt jump shot from 26 ft,93,89
321,3,1:12.0,Defensive rebound by J. Brown,,93,89
322,3,1:06.0,K. Irving misses 2-pt layup from 2 ft,,93,89
323,3,1:04.0,,Defensive rebound by F. Kaminsky,93,89
324,3,1:00.0,,D. Graham misses 3-pt jump shot from 26 ft,93,89
325,3,0:57.0,Defensive rebound by K. Irving,,93,89
326,3,0:54.0,J. Brown makes 2-pt layup from 1 ft (assist by K. Irving),,95,89
327,3,0:43.0,,Turnover by J. Lamb (bad pass; steal by K. Irving),95,89
328,3,0:37.0,M. Morris makes 3-pt jump shot from 23 ft (assist by K. Irving),,98,89
329,3,0:37.0,,D. Graham misses 2-pt jump shot from 19 ft,98,89
330,3,0:26.0,Defensive rebound by T. Rozier,,98,89
331,3,0:07.0,J. Brown misses 3-pt jump shot from 26 ft,,98,89
332,3,0:04.0,,Defensive rebound by W. Hernangómez,98,89
333,3,0:00.0,,D. Graham misses 3-pt jump shot from 47 ft,98,89
334,3,0:00.0,,Offensive rebound by Team,98,89
335,4,11:47.0,T. Rozier makes 2-pt jump shot from 16 ft,,100,89
336,4,11:30.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by D. Graham),100,91
337,4,11:03.0,J. Tatum makes 2-pt jump shot from 16 ft (assist by J. Brown),,102,91
338,4,10:37.0,,D. Bacon makes 2-pt layup from 1 ft (assist by F. Kaminsky),102,93
339,4,10:21.0,Shooting foul by J. Lamb (drawn by J. Brown),,102,93
340,4,10:21.0,J. Brown misses free throw 1 of 2,,102,93
341,4,10:21.0,Offensive rebound by Team,,102,93
342,4,10:21.0,J. Brown misses free throw 2 of 2,,102,93
343,4,10:13.0,,Defensive rebound by J. Lamb,102,93
344,4,10:10.0,,D. Bacon misses 2-pt layup from 1 ft,102,93
345,4,10:07.0,Defensive rebound by J. Tatum,,102,93
346,4,10:03.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by M. Morris),,105,93
347,4,9:35.0,,D. Graham misses 2-pt layup from 6 ft (block by J. Brown),105,93
348,4,9:32.0,Defensive rebound by J. Tatum,,105,93
349,4,9:25.0,J. Tatum makes 2-pt layup from 1 ft,,107,93
350,4,9:25.0,,Charlotte full timeout,107,93
351,4,9:25.0,,K. Walker enters the game for D. Graham,107,93
352,4,9:25.0,,M. Williams enters the game for F. Kaminsky,107,93
353,4,9:12.0,,Shooting foul by M. Morris (drawn by D. Bacon),107,93
354,4,9:12.0,,D. Bacon makes free throw 1 of 2,107,94
355,4,9:12.0,,D. Bacon misses free throw 2 of 2,107,94
356,4,9:08.0,Defensive rebound by G. Yabusele,,107,94
357,4,8:55.0,J. Brown makes 3-pt jump shot from 24 ft (assist by M. Morris),,110,94
358,4,8:31.0,,J. Lamb misses 2-pt hook shot from 5 ft,110,94
359,4,8:29.0,Defensive rebound by M. Morris,,110,94
360,4,8:21.0,J. Brown makes 2-pt layup from 3 ft,,112,94
361,4,8:08.0,,K. Walker misses 3-pt jump shot from 25 ft,112,94
362,4,8:05.0,Defensive rebound by J. Tatum,,112,94
363,4,7:59.0,J. Tatum misses 3-pt jump shot from 26 ft,,112,94
364,4,7:55.0,,Defensive rebound by D. Bacon,112,94
365,4,7:43.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Bridges),112,97
366,4,7:29.0,T. Rozier misses 3-pt jump shot from 25 ft,,112,97
367,4,7:27.0,,Defensive rebound by J. Lamb,112,97
368,4,7:15.0,,J. Lamb misses 2-pt jump shot from 10 ft,112,97
369,4,7:12.0,Defensive rebound by M. Morris,,112,97
370,4,7:09.0,Turnover by J. Brown (lost ball; steal by K. Walker),,112,97
371,4,7:02.0,,K. Walker misses 2-pt layup from 2 ft,112,97
372,4,7:02.0,,Offensive rebound by M. Bridges,112,97
373,4,7:02.0,,M. Bridges makes 2-pt dunk from 1 ft,112,99
374,4,7:02.0,Boston full timeout,,112,99
375,4,7:02.0,S. Ojeleye enters the game for G. Yabusele,,112,99
376,4,7:02.0,,D. Graham enters the game for J. Lamb,112,99
377,4,6:38.0,S. Ojeleye misses 2-pt jump shot from 14 ft,,112,99
378,4,6:33.0,Offensive rebound by J. Tatum,,112,99
379,4,6:33.0,J. Tatum misses 2-pt layup at rim,,112,99
380,4,6:32.0,,Defensive rebound by M. Bridges,112,99
381,4,6:21.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by D. Bacon),112,102
