,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MIAMI_ACTION,SACRAMENTO_SCORE,MIAMI_SCORE
257,3,9:39.0,,J. Richardson misses 3-pt jump shot from 25 ft,58,55
258,3,9:37.0,Defensive rebound by B. Hield,,58,55
259,3,9:27.0,W. Cauley-Stein misses 2-pt jump shot from 16 ft,,58,55
260,3,9:22.0,,Defensive rebound by J. Richardson,58,55
261,3,9:14.0,,Turnover by K. Olynyk (traveling),58,55
262,3,8:58.0,I. Shumpert makes 2-pt jump shot from 20 ft,,60,55
263,3,8:50.0,,Shooting foul by W. Cauley-Stein (drawn by G. Dragić),60,55
264,3,8:50.0,,G. Dragić makes free throw 1 of 2,60,56
265,3,8:50.0,,G. Dragić makes free throw 2 of 2,60,57
266,3,8:41.0,D. Fox makes 2-pt jump shot from 9 ft,,62,57
267,3,8:27.0,,K. Olynyk misses 3-pt jump shot from 24 ft,62,57
268,3,8:24.0,Defensive rebound by W. Cauley-Stein,,62,57
269,3,8:11.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by I. Shumpert),,64,57
270,3,7:59.0,,K. Olynyk misses 2-pt jump shot from 19 ft,64,57
271,3,7:57.0,,Offensive rebound by H. Whiteside,64,57
272,3,7:54.0,,H. Whiteside makes 2-pt hook shot from 6 ft,64,59
273,3,7:45.0,D. Fox misses 2-pt jump shot from 8 ft,,64,59
274,3,7:45.0,,Defensive rebound by H. Whiteside,64,59
275,3,7:45.0,,Turnover by H. Whiteside (bad pass),64,59
276,3,7:35.0,B. Hield makes 2-pt jump shot from 20 ft,,66,59
277,3,7:17.0,,K. Olynyk misses 3-pt jump shot from 26 ft,66,59
278,3,7:17.0,Defensive rebound by B. Hield,,66,59
279,3,7:12.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by B. Hield),,68,59
280,3,7:12.0,,Miami full timeout,68,59
281,3,7:12.0,M. Bagley enters the game for N. Bjelica,,68,59
282,3,7:12.0,,J. Winslow enters the game for K. Olynyk,68,59
283,3,6:58.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by R. McGruder),68,61
284,3,6:45.0,B. Hield makes 2-pt dunk from 1 ft (assist by M. Bagley),,70,61
285,3,6:33.0,,R. McGruder misses 2-pt layup from 2 ft,70,61
286,3,6:28.0,Defensive rebound by B. Hield,,70,61
287,3,6:24.0,D. Fox misses 2-pt jump shot from 16 ft,,70,61
288,3,6:22.0,,Defensive rebound by H. Whiteside,70,61
289,3,6:19.0,,Shooting foul by W. Cauley-Stein (drawn by H. Whiteside),70,61
290,3,6:19.0,,H. Whiteside misses free throw 1 of 2,70,61
291,3,6:19.0,,Offensive rebound by Team,70,61
292,3,6:19.0,,D. Wade enters the game for J. Richardson,70,61
293,3,6:19.0,,H. Whiteside misses free throw 2 of 2,70,61
294,3,6:15.0,,Offensive rebound by J. Winslow,70,61
295,3,6:11.0,,Shooting foul by W. Cauley-Stein (drawn by J. Winslow),70,61
296,3,6:11.0,,J. Winslow misses free throw 1 of 2,70,61
297,3,6:11.0,,Offensive rebound by Team,70,61
298,3,6:11.0,,J. Winslow makes free throw 2 of 2,70,62
299,3,6:01.0,Shooting foul by R. McGruder (drawn by B. Hield),,70,62
300,3,6:01.0,B. Hield makes free throw 1 of 2,,71,62
301,3,6:01.0,F. Mason enters the game for D. Fox,,71,62
302,3,6:01.0,B. Hield misses free throw 2 of 2,,71,62
303,3,5:58.0,,Defensive rebound by H. Whiteside,71,62
304,3,5:43.0,,G. Dragić misses 2-pt layup from 2 ft,71,62
305,3,5:40.0,Defensive rebound by F. Mason,,71,62
306,3,5:36.0,B. Hield makes 3-pt jump shot from 25 ft (assist by F. Mason),,74,62
307,3,5:17.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by J. Winslow),74,65
308,3,5:09.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by F. Mason),,76,65
309,3,5:00.0,,G. Dragić misses 3-pt jump shot from 25 ft,76,65
310,3,4:57.0,Defensive rebound by B. Hield,,76,65
311,3,4:39.0,W. Cauley-Stein makes 2-pt hook shot from 3 ft (assist by F. Mason),,78,65
312,3,4:39.0,Shooting foul by J. Winslow (drawn by W. Cauley-Stein),,78,65
313,3,4:39.0,,B. Adebayo enters the game for R. McGruder,78,65
314,3,4:39.0,,T. Johnson enters the game for H. Whiteside,78,65
315,3,4:39.0,W. Cauley-Stein makes free throw 1 of 1,,79,65
316,3,4:27.0,,D. Wade misses 3-pt jump shot from 26 ft,79,65
317,3,4:25.0,Defensive rebound by M. Bagley,,79,65
318,3,4:17.0,M. Bagley makes 3-pt jump shot from 25 ft (assist by F. Mason),,82,65
319,3,3:57.0,,G. Dragić misses 2-pt layup from 1 ft (block by W. Cauley-Stein),82,65
320,3,3:54.0,Defensive rebound by I. Shumpert,,82,65
321,3,3:51.0,B. Hield misses 3-pt jump shot from 24 ft,,82,65
322,3,3:51.0,Offensive rebound by M. Bagley,,82,65
323,3,3:51.0,Sacramento full timeout,,82,65
324,3,3:51.0,J. Jackson enters the game for W. Cauley-Stein,,82,65
325,3,3:51.0,K. Koufos enters the game for I. Shumpert,,82,65
326,3,3:51.0,Turnover by (5 sec),,82,65
327,3,3:34.0,,J. Winslow makes 2-pt jump shot from 6 ft,82,67
328,3,3:18.0,J. Jackson misses 2-pt jump shot from 20 ft,,82,67
329,3,3:15.0,,Defensive rebound by B. Adebayo,82,67
330,3,3:06.0,,J. Winslow misses 2-pt jump shot from 12 ft,82,67
331,3,3:05.0,,Offensive rebound by J. Winslow,82,67
332,3,3:04.0,,Shooting foul by B. Hield (drawn by J. Winslow),82,67
333,3,3:04.0,,J. Winslow makes free throw 1 of 2,82,68
334,3,3:04.0,,J. Richardson enters the game for G. Dragić,82,68
335,3,3:04.0,,J. Winslow makes free throw 2 of 2,82,69
336,3,2:54.0,B. Hield makes 3-pt jump shot from 24 ft (assist by J. Jackson),,85,69
337,3,2:48.0,,Away from play foul by J. Jackson (drawn by J. Richardson),85,69
338,3,2:48.0,,J. Richardson makes free throw 1 of 2,85,70
339,3,2:48.0,,J. Richardson makes free throw 2 of 2,85,71
340,3,2:32.0,F. Mason makes 2-pt jump shot from 10 ft,,87,71
341,3,2:21.0,,T. Johnson makes 3-pt jump shot from 26 ft (assist by J. Winslow),87,74
342,3,1:53.0,F. Mason misses 2-pt jump shot from 20 ft,,87,74
343,3,1:51.0,,Defensive rebound by D. Wade,87,74
344,3,1:44.0,,J. Richardson misses 2-pt layup from 2 ft,87,74
345,3,1:42.0,Defensive rebound by B. Hield,,87,74
346,3,1:38.0,M. Bagley makes 2-pt dunk from 2 ft (assist by B. Hield),,89,74
347,3,1:22.0,,T. Johnson makes 2-pt jump shot from 10 ft,89,76
348,3,1:09.0,M. Bagley misses 2-pt jump shot from 13 ft,,89,76
349,3,1:07.0,,Defensive rebound by T. Johnson,89,76
350,3,1:00.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Johnson),89,78
351,3,0:40.0,F. Mason makes 3-pt jump shot from 26 ft,,92,78
352,3,0:35.0,,Shooting foul by J. Jackson (drawn by J. Richardson),92,78
353,3,0:35.0,,J. Richardson makes free throw 1 of 2,92,79
354,3,0:35.0,,J. Richardson makes free throw 2 of 2,92,80
355,3,0:14.0,K. Koufos misses 2-pt dunk from 1 ft,,92,80
356,3,0:12.0,,Defensive rebound by B. Adebayo,92,80
357,3,0:11.0,,Turnover by B. Adebayo (lost ball; steal by F. Mason),92,80
358,3,0:09.0,K. Koufos makes 2-pt dunk from 1 ft (assist by B. Hield),,94,80
359,3,0:02.0,,D. Wade makes 3-pt jump shot from 26 ft,94,83
360,4,11:46.0,N. Bjelica makes 2-pt layup from 2 ft (assist by D. Fox),,96,83
361,4,11:26.0,,Shooting foul by N. Bjelica (drawn by B. Adebayo),96,83
362,4,11:26.0,,B. Adebayo makes free throw 1 of 2,96,84
363,4,11:26.0,,B. Adebayo misses free throw 2 of 2,96,84
364,4,11:26.0,Defensive rebound by K. Koufos,,96,84
365,4,11:06.0,K. Koufos makes 2-pt layup from 2 ft (assist by N. Bjelica),,98,84
366,4,11:02.0,,Shooting foul by N. Bjelica (drawn by B. Adebayo),98,84
367,4,11:02.0,,B. Adebayo makes free throw 1 of 2,98,85
368,4,11:02.0,,B. Adebayo makes free throw 2 of 2,98,86
369,4,10:45.0,D. Fox misses 2-pt jump shot from 17 ft,,98,86
370,4,10:41.0,,Defensive rebound by D. Wade,98,86
371,4,10:36.0,,J. Winslow misses 3-pt jump shot from 25 ft,98,86
372,4,10:33.0,Defensive rebound by D. Fox,,98,86
373,4,10:31.0,Shooting foul by T. Johnson (drawn by F. Mason),,98,86
374,4,10:31.0,F. Mason makes free throw 1 of 2,,99,86
375,4,10:31.0,W. Cauley-Stein enters the game for K. Koufos,,99,86
