,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA CLIPPERS_ACTION,DETROIT_SCORE,LA CLIPPERS_SCORE
49,1,5:08.0,,D. Gallinari makes free throw 1 of 2,20,16
50,1,5:08.0,L. Galloway enters the game for B. Brown,,20,16
51,1,5:08.0,,P. Beverley enters the game for S. Gilgeous-Alexander,20,16
52,1,5:08.0,,D. Gallinari makes free throw 2 of 2,20,17
53,1,4:47.0,Shooting foul by M. Gortat (drawn by B. Griffin),,20,17
54,1,4:47.0,B. Griffin makes free throw 1 of 2,,21,17
55,1,4:47.0,,M. Harrell enters the game for M. Gortat,21,17
56,1,4:47.0,B. Griffin makes free throw 2 of 2,,22,17
57,1,4:35.0,,M. Harrell misses 2-pt layup from 1 ft,22,17
58,1,4:33.0,Defensive rebound by A. Drummond,,22,17
59,1,4:29.0,B. Griffin makes 2-pt layup from 1 ft,,24,17
60,1,4:29.0,Violation by Team (delay of game),,24,17
61,1,4:14.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by A. Bradley),24,20
62,1,3:50.0,R. Jackson makes 3-pt jump shot from 23 ft,,27,20
63,1,3:28.0,,M. Harrell misses 2-pt hook shot from 6 ft,27,20
64,1,3:26.0,Defensive rebound by A. Drummond,,27,20
65,1,3:12.0,R. Bullock misses 3-pt jump shot from 27 ft,,27,20
66,1,3:10.0,,Defensive rebound by M. Harrell,27,20
67,1,3:05.0,,Offensive foul by T. Harris (drawn by R. Jackson),27,20
68,1,3:05.0,,Turnover by T. Harris (offensive foul),27,20
69,1,3:05.0,L. Kennard enters the game for R. Bullock,,27,20
70,1,3:05.0,,M. Scott enters the game for A. Bradley,27,20
71,1,3:05.0,,L. Williams enters the game for D. Gallinari,27,20
72,1,3:05.0,Detroit full timeout,,27,20
73,1,2:43.0,R. Jackson misses 3-pt jump shot from 26 ft,,27,20
74,1,2:41.0,,Defensive rebound by M. Scott,27,20
75,1,2:23.0,,M. Scott misses 3-pt jump shot from 26 ft,27,20
76,1,2:21.0,Defensive rebound by A. Drummond,,27,20
77,1,2:11.0,B. Griffin makes 3-pt jump shot from 27 ft,,30,20
78,1,1:58.0,,Turnover by L. Williams (bad pass; steal by A. Drummond),30,20
79,1,1:55.0,Flagrant foul type 1 by M. Scott (drawn by B. Griffin),,30,20
80,1,1:55.0,B. Griffin misses flagrant free throw 1 of 2,,30,20
81,1,1:55.0,Offensive rebound by Team,,30,20
82,1,1:55.0,B. Griffin makes flagrant free throw 2 of 2,,31,20
83,1,1:55.0,S. Johnson enters the game for B. Griffin,,31,20
84,1,1:45.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by R. Jackson),,34,20
85,1,1:32.0,,L. Williams makes 2-pt jump shot from 6 ft (assist by M. Harrell),34,22
86,1,1:11.0,Turnover by L. Kennard (traveling),,34,22
87,1,1:11.0,,T. Wallace enters the game for T. Harris,34,22
88,1,1:05.0,Violation by Team (kicked ball),,34,22
89,1,1:00.0,,M. Harrell makes 2-pt layup from 2 ft,34,24
90,1,0:36.0,S. Johnson misses 2-pt jump shot from 14 ft,,34,24
91,1,0:34.0,,Defensive rebound by M. Harrell,34,24
92,1,0:27.0,,L. Williams misses 2-pt jump shot from 5 ft,34,24
93,1,0:25.0,Defensive rebound by A. Drummond,,34,24
94,1,0:21.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by S. Johnson),,37,24
95,1,0:09.0,,Personal foul by L. Galloway (drawn by L. Williams),37,24
96,1,0:09.0,,S. Gilgeous-Alexander enters the game for M. Scott,37,24
97,1,0:00.0,,Turnover by T. Wallace (bad pass; steal by A. Drummond),37,24
98,1,0:00.0,A. Drummond misses 3-pt jump shot from 61 ft,,37,24
99,1,0:00.0,Offensive rebound by Team,,37,24
100,2,11:38.0,Turnover by S. Johnson (traveling),,37,24
101,2,11:28.0,,L. Williams misses 2-pt jump shot from 13 ft,37,24
102,2,11:26.0,Defensive rebound by L. Kennard,,37,24
103,2,11:18.0,L. Kennard misses 2-pt jump shot from 14 ft,,37,24
104,2,11:16.0,,Defensive rebound by S. Gilgeous-Alexander,37,24
105,2,11:08.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),37,26
106,2,10:59.0,Personal foul by S. Gilgeous-Alexander (drawn by L. Kennard),,37,26
107,2,10:44.0,J. Calderón makes 2-pt jump shot from 17 ft (assist by S. Johnson),,39,26
108,2,10:35.0,,Personal foul by L. Galloway (drawn by L. Williams),39,26
109,2,10:29.0,,L. Williams makes 2-pt jump shot from 17 ft (assist by M. Harrell),39,28
110,2,10:18.0,Turnover by J. Calderón (bad pass),,39,28
111,2,10:14.0,,Personal foul by J. Calderón (drawn by P. Beverley),39,28
112,2,10:06.0,,M. Harrell misses 2-pt dunk from 4 ft (block by S. Johnson),39,28
113,2,10:03.0,,Offensive rebound by M. Harrell,39,28
114,2,9:59.0,,T. Wallace makes 2-pt jump shot from 10 ft (assist by M. Harrell),39,30
115,2,9:49.0,Turnover by J. Calderón (bad pass),,39,30
116,2,9:41.0,,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),39,32
117,2,9:41.0,Detroit full timeout,,39,32
118,2,9:31.0,L. Galloway misses 3-pt jump shot from 26 ft,,39,32
119,2,9:27.0,,Defensive rebound by P. Beverley,39,32
120,2,9:16.0,,M. Harrell makes 2-pt dunk from 2 ft,39,34
121,2,8:54.0,S. Johnson makes 2-pt jump shot from 3 ft (assist by L. Kennard),,41,34
122,2,8:38.0,,Personal foul by J. Leuer (drawn by M. Harrell),41,34
123,2,8:38.0,B. Griffin enters the game for J. Calderón,,41,34
124,2,8:38.0,R. Jackson enters the game for L. Galloway,,41,34
125,2,8:38.0,,Away from play foul by L. Kennard (drawn by S. Gilgeous-Alexander),41,34
126,2,8:38.0,,S. Gilgeous-Alexander makes free throw 1 of 1,41,35
127,2,8:31.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),41,37
128,2,8:12.0,B. Griffin makes 2-pt jump shot from 19 ft,,43,37
129,2,8:00.0,,Turnover by L. Williams (bad pass; steal by S. Johnson),43,37
130,2,7:53.0,Turnover by L. Kennard (bad pass; steal by T. Wallace),,43,37
131,2,7:45.0,,P. Beverley makes 3-pt jump shot from 26 ft (assist by T. Wallace),43,40
132,2,7:31.0,B. Griffin makes 2-pt layup from 3 ft,,45,40
133,2,7:24.0,,Shooting foul by B. Griffin (drawn by T. Wallace),45,40
134,2,7:24.0,,T. Wallace misses free throw 1 of 2,45,40
135,2,7:24.0,,Offensive rebound by Team,45,40
136,2,7:24.0,A. Drummond enters the game for J. Leuer,,45,40
137,2,7:24.0,,D. Gallinari enters the game for S. Gilgeous-Alexander,45,40
138,2,7:24.0,,T. Wallace misses free throw 2 of 2,45,40
139,2,7:20.0,Defensive rebound by B. Griffin,,45,40
140,2,7:02.0,R. Jackson misses 3-pt jump shot from 30 ft,,45,40
141,2,7:02.0,,Defensive rebound by M. Harrell,45,40
142,2,6:54.0,,Shooting foul by L. Kennard (drawn by L. Williams),45,40
143,2,6:54.0,,L. Williams makes free throw 1 of 2,45,41
144,2,6:54.0,B. Brown enters the game for S. Johnson,,45,41
145,2,6:54.0,R. Bullock enters the game for L. Kennard,,45,41
146,2,6:54.0,,T. Harris enters the game for T. Wallace,45,41
147,2,6:54.0,,L. Williams makes free throw 2 of 2,45,42
148,2,6:32.0,B. Griffin makes 3-pt jump shot from 24 ft,,48,42
149,2,6:19.0,,D. Gallinari misses 3-pt jump shot from 25 ft,48,42
150,2,6:17.0,,Offensive rebound by M. Harrell,48,42
151,2,6:16.0,,M. Harrell misses 2-pt dunk from 5 ft (block by B. Griffin),48,42
152,2,6:12.0,Defensive rebound by R. Jackson,,48,42
153,2,6:10.0,R. Bullock misses 3-pt jump shot from 23 ft,,48,42
154,2,6:04.0,Offensive rebound by B. Brown,,48,42
155,2,6:04.0,B. Brown misses 2-pt layup at rim,,48,42
156,2,6:03.0,,Defensive rebound by M. Harrell,48,42
157,2,5:52.0,,D. Gallinari makes 2-pt jump shot from 16 ft,48,44
158,2,5:31.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,50,44
159,2,5:29.0,,LA Clippers full timeout,50,44
160,2,5:29.0,,A. Bradley enters the game for P. Beverley,50,44
161,2,5:13.0,,A. Bradley misses 2-pt jump shot from 21 ft,50,44
162,2,5:10.0,Defensive rebound by R. Bullock,,50,44
163,2,4:48.0,B. Griffin misses 3-pt jump shot from 27 ft,,50,44
164,2,4:45.0,,Defensive rebound by T. Harris,50,44
165,2,4:36.0,,Turnover by D. Gallinari (bad pass; steal by B. Griffin),50,44
166,2,4:32.0,Shooting foul by M. Harrell (drawn by B. Griffin),,50,44
167,2,4:32.0,B. Griffin makes free throw 1 of 2,,51,44
168,2,4:32.0,B. Griffin makes free throw 2 of 2,,52,44
169,2,4:22.0,,Personal foul by B. Brown (drawn by L. Williams),52,44
170,2,4:22.0,,L. Williams makes free throw 1 of 2,52,45
171,2,4:22.0,,L. Williams makes free throw 2 of 2,52,46
172,2,4:15.0,Personal foul by D. Gallinari (drawn by B. Griffin),,52,46
173,2,4:15.0,K. Thomas enters the game for B. Brown,,52,46
174,2,4:02.0,R. Bullock misses 3-pt jump shot from 27 ft,,52,46
175,2,3:56.0,Offensive rebound by A. Drummond,,52,46
176,2,3:56.0,A. Drummond misses 2-pt dunk at rim,,52,46
177,2,3:55.0,,Defensive rebound by D. Gallinari,52,46
178,2,3:44.0,,D. Gallinari makes 2-pt jump shot from 12 ft (assist by M. Harrell),52,48
179,2,3:22.0,R. Bullock makes 2-pt layup from 3 ft (assist by B. Griffin),,54,48
180,2,3:16.0,,Shooting foul by R. Bullock (drawn by T. Harris),54,48
181,2,3:16.0,,T. Harris makes free throw 1 of 2,54,49
182,2,3:16.0,,P. Beverley enters the game for L. Williams,54,49
183,2,3:16.0,,T. Harris misses free throw 2 of 2,54,49
184,2,3:11.0,Defensive rebound by B. Griffin,,54,49
185,2,2:51.0,R. Bullock makes 3-pt jump shot from 27 ft (assist by B. Griffin),,57,49
186,2,2:41.0,,Turnover by D. Gallinari (bad pass; steal by R. Bullock),57,49
187,2,2:34.0,Turnover by B. Griffin (lost ball; steal by D. Gallinari),,57,49
188,2,2:31.0,,Offensive foul by M. Harrell (drawn by R. Bullock),57,49
189,2,2:31.0,,Turnover by M. Harrell (offensive foul),57,49
190,2,2:31.0,,Technical foul by M. Harrell,57,49
191,2,2:31.0,R. Jackson misses technical free throw,,57,49
192,2,2:31.0,Offensive rebound by Team,,57,49
193,2,2:11.0,R. Jackson misses 2-pt jump shot from 11 ft,,57,49
194,2,2:10.0,Offensive rebound by A. Drummond,,57,49
195,2,2:10.0,A. Drummond misses 2-pt layup at rim,,57,49
196,2,2:10.0,Offensive rebound by A. Drummond,,57,49
197,2,2:10.0,A. Drummond makes 2-pt layup at rim,,59,49
198,2,2:10.0,Shooting foul by T. Harris (drawn by A. Drummond),,59,49
199,2,2:10.0,A. Drummond makes free throw 1 of 1,,60,49
200,2,1:50.0,,D. Gallinari makes 3-pt jump shot from 27 ft,60,52
201,2,1:40.0,R. Bullock misses 3-pt jump shot from 25 ft,,60,52
202,2,1:38.0,Offensive rebound by A. Drummond,,60,52
203,2,1:36.0,A. Drummond misses 2-pt dunk from 2 ft (block by M. Harrell),,60,52
204,2,1:33.0,,Defensive rebound by T. Harris,60,52
205,2,1:27.0,,D. Gallinari misses 2-pt layup from 2 ft,60,52
206,2,1:27.0,Defensive rebound by R. Bullock,,60,52
207,2,1:09.0,K. Thomas makes 3-pt jump shot from 23 ft (assist by R. Jackson),,63,52
208,2,0:51.0,,Turnover by D. Gallinari (bad pass; steal by B. Griffin),63,52
209,2,0:27.0,R. Jackson misses 2-pt jump shot from 19 ft,,63,52
210,2,0:25.0,,Defensive rebound by D. Gallinari,63,52
211,2,0:19.0,,Personal foul by R. Bullock (drawn by M. Harrell),63,52
212,2,0:19.0,,M. Harrell makes free throw 1 of 2,63,53
213,2,0:19.0,,S. Thornwell enters the game for T. Harris,63,53
214,2,0:19.0,,M. Harrell makes free throw 2 of 2,63,54
215,2,0:06.0,Personal foul by P. Beverley (drawn by B. Griffin),,63,54
216,2,0:06.0,B. Griffin makes free throw 1 of 2,,64,54
217,2,0:06.0,,T. Harris enters the game for A. Bradley,64,54
218,2,0:06.0,,L. Williams enters the game for S. Thornwell,64,54
219,2,0:06.0,B. Griffin makes free throw 2 of 2,,65,54
220,2,0:01.0,,M. Harrell misses 2-pt layup from 2 ft,65,54
221,2,0:01.0,Defensive rebound by B. Griffin,,65,54
222,3,11:42.0,B. Brown misses 2-pt layup from 3 ft (block by T. Harris),,65,54
223,3,11:42.0,Offensive rebound by Team,,65,54
224,3,11:37.0,B. Griffin makes 3-pt jump shot from 26 ft,,68,54
225,3,11:12.0,,Turnover by D. Gallinari (lost ball; steal by A. Drummond),68,54
226,3,10:50.0,A. Drummond makes 2-pt hook shot from 3 ft (assist by R. Bullock),,70,54
227,3,10:40.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,70,56
228,3,10:26.0,A. Drummond misses 2-pt layup from 2 ft,,70,56
229,3,10:24.0,,Defensive rebound by M. Gortat,70,56
230,3,10:15.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by M. Gortat),70,59
231,3,10:03.0,Turnover by R. Jackson (lost ball; steal by S. Gilgeous-Alexander),,70,59
232,3,9:59.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,70,59
233,3,9:56.0,Defensive rebound by R. Bullock,,70,59
234,3,9:45.0,R. Jackson misses 2-pt hook shot from 4 ft,,70,59
235,3,9:43.0,,Defensive rebound by T. Harris,70,59
236,3,9:39.0,,D. Gallinari misses 3-pt jump shot from 27 ft,70,59
237,3,9:36.0,Defensive rebound by R. Bullock,,70,59
238,3,9:15.0,R. Jackson misses 3-pt jump shot from 26 ft,,70,59
239,3,9:12.0,,Defensive rebound by T. Harris,70,59
240,3,9:09.0,,Turnover by T. Harris (out of bounds lost ball),70,59
241,3,8:47.0,Personal foul by A. Bradley (drawn by B. Griffin),,70,59
242,3,8:38.0,Turnover by B. Griffin (bad pass),,70,59
243,3,8:16.0,,A. Bradley misses 2-pt hook shot from 8 ft,70,59
244,3,8:11.0,Defensive rebound by R. Bullock,,70,59
245,3,8:06.0,R. Jackson misses 2-pt hook shot from 6 ft,,70,59
246,3,8:06.0,Offensive rebound by A. Drummond,,70,59
247,3,8:06.0,Shooting foul by T. Harris (drawn by A. Drummond),,70,59
248,3,8:06.0,A. Drummond makes free throw 1 of 2,,71,59
249,3,8:06.0,A. Drummond misses free throw 2 of 2,,71,59
250,3,8:03.0,,Defensive rebound by M. Gortat,71,59
251,3,7:57.0,,Personal foul by A. Drummond (drawn by M. Gortat),71,59
252,3,7:50.0,,Turnover by T. Harris (bad pass; steal by R. Jackson),71,59
253,3,7:45.0,R. Jackson misses 2-pt layup from 2 ft,,71,59
254,3,7:44.0,Offensive rebound by R. Bullock,,71,59
255,3,7:44.0,R. Bullock misses 2-pt layup from 1 ft,,71,59
256,3,7:42.0,,Defensive rebound by D. Gallinari,71,59
257,3,7:39.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),71,62
258,3,7:24.0,B. Griffin makes 2-pt dunk from 2 ft (assist by R. Jackson),,73,62
259,3,7:12.0,,Turnover by S. Gilgeous-Alexander (lost ball; steal by B. Brown),73,62
260,3,7:07.0,B. Brown misses 3-pt jump shot from 27 ft,,73,62
261,3,7:04.0,,Defensive rebound by T. Harris,73,62
262,3,7:00.0,,T. Harris misses 2-pt jump shot from 19 ft,73,62
263,3,6:56.0,Defensive rebound by A. Drummond,,73,62
264,3,6:45.0,R. Jackson makes 2-pt jump shot from 18 ft,,75,62
265,3,6:45.0,,LA Clippers full timeout,75,62
266,3,6:45.0,,P. Beverley enters the game for S. Gilgeous-Alexander,75,62
267,3,6:22.0,,M. Gortat misses 2-pt layup from 3 ft,75,62
268,3,6:21.0,Defensive rebound by A. Drummond,,75,62
269,3,6:05.0,B. Griffin misses 3-pt jump shot from 26 ft,,75,62
270,3,6:03.0,,Defensive rebound by P. Beverley,75,62
271,3,5:51.0,,M. Gortat makes 2-pt hook shot from 12 ft (assist by D. Gallinari),75,64
272,3,5:33.0,A. Drummond makes 2-pt jump shot from 7 ft (assist by R. Bullock),,77,64
273,3,5:20.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by A. Bradley),77,67
274,3,5:20.0,,M. Harrell enters the game for M. Gortat,77,67
275,3,4:56.0,Turnover by R. Jackson (bad pass; steal by M. Harrell),,77,67
276,3,4:51.0,,T. Harris misses 2-pt layup from 2 ft (block by A. Drummond),77,67
277,3,4:48.0,Defensive rebound by B. Brown,,77,67
278,3,4:36.0,B. Griffin misses 2-pt hook shot from 2 ft,,77,67
279,3,4:33.0,,Defensive rebound by T. Harris,77,67
280,3,4:32.0,,Shooting foul by A. Drummond (drawn by M. Harrell),77,67
281,3,4:32.0,J. Calderón enters the game for B. Brown,,77,67
282,3,4:32.0,L. Galloway enters the game for R. Jackson,,77,67
283,3,4:32.0,Violation by Team (delay of game),,77,67
284,3,4:32.0,,M. Harrell makes free throw 1 of 2,77,68
285,3,4:32.0,,M. Harrell makes free throw 2 of 2,77,69
286,3,4:32.0,,L. Williams enters the game for A. Bradley,77,69
287,3,4:09.0,B. Griffin misses 3-pt jump shot from 26 ft,,77,69
288,3,4:08.0,Offensive rebound by Team,,77,69
289,3,4:08.0,Turnover by Team (shot clock),,77,69
290,3,3:53.0,,D. Gallinari misses 3-pt jump shot from 28 ft,77,69
291,3,3:50.0,Defensive rebound by B. Griffin,,77,69
292,3,3:47.0,Shooting foul by D. Gallinari (drawn by A. Drummond),,77,69
293,3,3:47.0,A. Drummond makes free throw 1 of 2,,78,69
294,3,3:47.0,A. Drummond makes free throw 2 of 2,,79,69
295,3,3:31.0,,T. Harris misses 2-pt jump shot from 12 ft,79,69
296,3,3:27.0,Defensive rebound by B. Griffin,,79,69
297,3,3:25.0,Shooting foul by M. Harrell (drawn by B. Griffin),,79,69
298,3,3:25.0,B. Griffin makes free throw 1 of 2,,80,69
299,3,3:25.0,B. Griffin makes free throw 2 of 2,,81,69
300,3,3:19.0,,Personal foul by J. Calderón (drawn by P. Beverley),81,69
301,3,3:13.0,,L. Williams makes 2-pt jump shot from 17 ft (assist by P. Beverley),81,71
302,3,2:47.0,B. Griffin makes 2-pt layup from 3 ft,,83,71
303,3,2:39.0,Detroit full timeout,,83,71
304,3,2:39.0,S. Johnson enters the game for B. Griffin,,83,71
305,3,2:39.0,,T. Wallace enters the game for D. Gallinari,83,71
306,3,2:34.0,,Personal foul by S. Johnson (drawn by T. Harris),83,71
307,3,2:28.0,,L. Williams makes 2-pt jump shot from 15 ft (assist by M. Harrell),83,73
308,3,2:10.0,J. Calderón makes 3-pt jump shot from 22 ft (assist by L. Galloway),,86,73
309,3,2:01.0,,Personal foul by S. Johnson (drawn by L. Williams),86,73
310,3,2:01.0,,L. Williams makes free throw 1 of 2,86,74
311,3,2:01.0,,L. Williams makes free throw 2 of 2,86,75
312,3,1:42.0,Turnover by R. Bullock (lost ball; steal by T. Harris),,86,75
313,3,1:36.0,,T. Wallace makes 2-pt layup from 2 ft (assist by M. Harrell),86,77
314,3,1:36.0,,Shooting foul by J. Calderón (drawn by T. Wallace),86,77
315,3,1:36.0,L. Kennard enters the game for R. Bullock,,86,77
316,3,1:36.0,,T. Wallace makes free throw 1 of 1,86,78
317,3,1:19.0,A. Drummond makes 2-pt dunk from 2 ft (assist by L. Galloway),,88,78
318,3,1:07.0,,M. Harrell makes 2-pt layup from 1 ft (assist by T. Wallace),88,80
319,3,0:58.0,A. Drummond makes 2-pt dunk from 1 ft (assist by J. Calderón),,90,80
320,3,0:33.0,,M. Harrell misses 2-pt layup from 1 ft (block by L. Kennard),90,80
321,3,0:30.0,Defensive rebound by S. Johnson,,90,80
322,3,0:15.0,S. Johnson misses 3-pt jump shot from 26 ft,,90,80
323,3,0:13.0,,Defensive rebound by L. Williams,90,80
324,3,0:00.0,,L. Williams misses 2-pt jump shot from 12 ft,90,80
325,3,0:00.0,Defensive rebound by A. Drummond,,90,80
326,4,11:48.0,,T. Wallace makes 2-pt dunk from 2 ft,90,82
327,4,11:22.0,Shooting foul by M. Harrell (drawn by B. Griffin),,90,82
328,4,11:22.0,B. Griffin makes free throw 1 of 2,,91,82
329,4,11:22.0,B. Griffin makes free throw 2 of 2,,92,82
330,4,11:15.0,,Shooting foul by L. Kennard (drawn by T. Wallace),92,82
331,4,11:15.0,,T. Wallace misses free throw 1 of 2,92,82
332,4,11:15.0,,Offensive rebound by Team,92,82
333,4,11:15.0,,T. Wallace misses free throw 2 of 2,92,82
334,4,11:13.0,Defensive rebound by S. Johnson,,92,82
335,4,11:04.0,B. Griffin misses 3-pt jump shot from 27 ft,,92,82
336,4,11:00.0,,Defensive rebound by T. Wallace,92,82
337,4,10:51.0,,L. Williams makes 3-pt jump shot from 29 ft (assist by T. Wallace),92,85
338,4,10:28.0,R. Jackson misses 2-pt jump shot from 13 ft,,92,85
339,4,10:26.0,,Defensive rebound by T. Wallace,92,85
340,4,10:16.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),92,87
341,4,10:15.0,Detroit full timeout,,92,87
342,4,10:15.0,B. Brown enters the game for L. Galloway,,92,87
343,4,10:15.0,A. Drummond enters the game for S. Johnson,,92,87
344,4,10:01.0,B. Brown misses 2-pt layup from 2 ft (block by M. Harrell),,92,87
345,4,9:58.0,,Defensive rebound by L. Williams,92,87
346,4,9:58.0,,T. Wallace makes 2-pt layup from 2 ft,92,89
347,4,9:58.0,,Shooting foul by L. Kennard (drawn by T. Wallace),92,89
348,4,9:58.0,,T. Wallace makes free throw 1 of 1,92,90
349,4,9:44.0,Personal foul by P. Beverley (drawn by B. Griffin),,92,90
350,4,9:30.0,Turnover by A. Drummond (3 sec),,92,90
351,4,9:20.0,,T. Wallace misses 2-pt layup from 1 ft,92,90
352,4,9:18.0,Defensive rebound by A. Drummond,,92,90
353,4,9:05.0,B. Griffin makes 2-pt hook shot from 5 ft,,94,90
354,4,8:43.0,,L. Williams misses 2-pt jump shot from 7 ft,94,90
355,4,8:43.0,,Offensive rebound by Team,94,90
356,4,8:43.0,Loose ball foul by B. Griffin (drawn by M. Harrell),,94,90
357,4,8:43.0,R. Bullock enters the game for L. Kennard,,94,90
358,4,8:38.0,,Personal foul by B. Griffin (drawn by D. Gallinari),94,90
359,4,8:31.0,,L. Williams misses 2-pt jump shot from 15 ft,94,90
360,4,8:27.0,Defensive rebound by A. Drummond,,94,90
361,4,8:11.0,B. Griffin makes 3-pt jump shot from 22 ft,,97,90
362,4,8:10.0,,LA Clippers full timeout,97,90
363,4,7:57.0,,Personal foul by A. Drummond (drawn by D. Gallinari),97,90
364,4,7:57.0,,D. Gallinari makes free throw 1 of 2,97,91
365,4,7:57.0,,D. Gallinari makes free throw 2 of 2,97,92
366,4,7:35.0,R. Jackson misses 2-pt jump shot from 16 ft,,97,92
367,4,7:31.0,Offensive rebound by A. Drummond,,97,92
368,4,7:19.0,Turnover by Team (shot clock),,97,92
369,4,7:19.0,,T. Harris enters the game for T. Wallace,97,92
370,4,7:06.0,,L. Williams misses 2-pt jump shot from 8 ft,97,92
371,4,7:05.0,Defensive rebound by B. Griffin,,97,92
372,4,6:45.0,B. Brown misses 2-pt hook shot from 8 ft,,97,92
373,4,6:41.0,,Defensive rebound by T. Harris,97,92
374,4,6:32.0,,D. Gallinari misses 2-pt jump shot from 11 ft,97,92
375,4,6:29.0,Defensive rebound by B. Brown,,97,92
376,4,6:20.0,Turnover by R. Jackson (lost ball; steal by P. Beverley),,97,92
377,4,6:16.0,,D. Gallinari misses 2-pt dunk from 1 ft,97,92
378,4,6:14.0,Defensive rebound by B. Brown,,97,92
