,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,HOUSTON_ACTION,CHARLOTTE_SCORE,HOUSTON_SCORE
93,1,2:53.0,F. Kaminsky makes 2-pt layup from 1 ft (assist by D. Graham),,14,25
94,1,2:45.0,,Shooting foul by M. Monk (drawn by K. Faried),14,25
95,1,2:45.0,,K. Faried makes free throw 1 of 2,14,26
96,1,2:45.0,,K. Faried makes free throw 2 of 2,14,27
97,1,2:27.0,Turnover by F. Kaminsky (bad pass; steal by G. Green),,14,27
98,1,2:17.0,,J. Harden makes 3-pt jump shot from 24 ft,14,30
99,1,1:59.0,M. Monk makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),,17,30
100,1,1:50.0,,Shooting foul by B. Biyombo (drawn by J. Harden),17,30
101,1,1:50.0,,J. Harden makes free throw 1 of 2,17,31
102,1,1:50.0,,C. Paul enters the game for A. Rivers,17,31
103,1,1:50.0,,J. Harden makes free throw 2 of 2,17,32
104,1,1:38.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,17,32
105,1,1:35.0,,Defensive rebound by C. Paul,17,32
106,1,1:22.0,,Shooting foul by D. Graham (drawn by J. Harden),17,32
107,1,1:22.0,,J. Harden makes free throw 1 of 2,17,33
108,1,1:22.0,,J. Harden makes free throw 2 of 2,17,34
109,1,1:02.0,B. Biyombo misses 2-pt jump shot from 20 ft,,17,34
110,1,0:59.0,,Defensive rebound by C. Paul,17,34
111,1,0:37.0,,J. Harden misses 3-pt jump shot from 25 ft,17,34
112,1,0:36.0,,Offensive rebound by Team,17,34
113,1,0:36.0,Loose ball foul by F. Kaminsky (drawn by K. Faried),,17,34
114,1,0:36.0,,K. Faried makes free throw 1 of 2,17,35
115,1,0:36.0,,K. Faried makes free throw 2 of 2,17,36
116,1,0:25.0,J. Lamb makes 2-pt layup from 2 ft,,19,36
117,1,0:10.0,,Personal foul by D. Graham (drawn by C. Paul),19,36
118,1,0:10.0,,C. Paul makes free throw 1 of 2,19,37
119,1,0:10.0,,C. Paul makes free throw 2 of 2,19,38
120,1,0:09.0,Turnover by B. Biyombo (bad pass; steal by I. Shumpert),,19,38
121,1,0:00.0,,J. Harden misses 2-pt layup from 2 ft (block by B. Biyombo),19,38
122,1,0:00.0,,Offensive rebound by Team,19,38
123,2,11:51.0,M. Monk misses 3-pt jump shot from 24 ft,,19,38
124,2,11:46.0,,Defensive rebound by G. Green,19,38
125,2,11:37.0,,A. Rivers misses 2-pt layup from 4 ft,19,38
126,2,11:36.0,,Offensive rebound by Team,19,38
127,2,11:24.0,,C. Paul makes 2-pt jump shot from 15 ft,19,40
128,2,11:12.0,K. Walker makes 2-pt layup from 2 ft,,21,40
129,2,10:50.0,,Turnover by G. Green (traveling),21,40
130,2,10:50.0,W. Hernangómez enters the game for F. Kaminsky,,21,40
131,2,10:39.0,M. Monk makes 3-pt jump shot from 26 ft (assist by K. Walker),,24,40
132,2,10:25.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by C. Paul),24,43
133,2,10:06.0,M. Monk makes 2-pt layup from 3 ft (assist by K. Walker),,26,43
134,2,9:55.0,,I. Shumpert misses 2-pt jump shot from 15 ft,26,43
135,2,9:50.0,,Offensive rebound by I. Shumpert,26,43
136,2,9:47.0,,G. Green misses 2-pt jump shot from 12 ft,26,43
137,2,9:44.0,Defensive rebound by W. Hernangómez,,26,43
138,2,9:39.0,K. Walker makes 2-pt jump shot from 22 ft,,28,43
139,2,9:21.0,,G. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),28,46
140,2,8:57.0,J. Lamb misses 2-pt jump shot from 14 ft,,28,46
141,2,8:53.0,,Defensive rebound by C. Capela,28,46
142,2,8:35.0,,I. Shumpert misses 3-pt jump shot from 23 ft,28,46
143,2,8:32.0,Defensive rebound by Team,,28,46
144,2,8:32.0,Charlotte full timeout,,28,46
145,2,8:32.0,D. Bacon enters the game for J. Lamb,,28,46
146,2,8:16.0,M. Monk misses 2-pt jump shot from 13 ft,,28,46
147,2,8:13.0,,Defensive rebound by G. Green,28,46
148,2,8:02.0,,G. Green misses 2-pt layup from 5 ft (block by W. Hernangómez),28,46
149,2,7:59.0,Defensive rebound by M. Monk,,28,46
150,2,7:57.0,M. Bridges misses 2-pt dunk from 2 ft,,28,46
151,2,7:53.0,Offensive rebound by K. Walker,,28,46
152,2,7:52.0,K. Walker makes 2-pt layup from 2 ft,,30,46
153,2,7:37.0,,A. Rivers misses 2-pt jump shot from 8 ft,30,46
154,2,7:31.0,Defensive rebound by M. Bridges,,30,46
155,2,7:25.0,D. Bacon misses 2-pt layup from 2 ft,,30,46
156,2,7:23.0,,Defensive rebound by C. Capela,30,46
157,2,7:17.0,,Personal foul by M. Bridges (drawn by I. Shumpert),30,46
158,2,7:17.0,D. Graham enters the game for M. Monk,,30,46
159,2,7:17.0,,E. Gordon enters the game for G. Green,30,46
160,2,7:17.0,,P. Tucker enters the game for A. Rivers,30,46
161,2,7:07.0,,C. Capela misses 2-pt layup from 2 ft (block by K. Walker),30,46
162,2,7:07.0,,Offensive rebound by Team,30,46
163,2,7:05.0,,Shooting foul by D. Bacon (drawn by E. Gordon),30,46
164,2,7:05.0,,E. Gordon makes free throw 1 of 3,30,47
165,2,7:05.0,,E. Gordon makes free throw 2 of 3,30,48
166,2,7:05.0,,E. Gordon misses free throw 3 of 3,30,48
167,2,7:05.0,Defensive rebound by W. Hernangómez,,30,48
168,2,6:52.0,D. Graham misses 3-pt jump shot from 25 ft,,30,48
169,2,6:49.0,,Defensive rebound by C. Paul,30,48
170,2,6:38.0,,C. Capela makes 2-pt layup from 3 ft (assist by C. Paul),30,50
171,2,6:19.0,D. Bacon misses 2-pt jump shot from 10 ft,,30,50
172,2,6:17.0,,Defensive rebound by I. Shumpert,30,50
173,2,6:09.0,,Personal foul by D. Bacon (drawn by C. Capela),30,50
174,2,6:09.0,J. Lamb enters the game for M. Bridges,,30,50
175,2,6:09.0,,J. Harden enters the game for C. Paul,30,50
176,2,5:59.0,,E. Gordon makes 2-pt layup from 3 ft (assist by J. Harden),30,52
177,2,5:42.0,J. Lamb misses 3-pt jump shot from 26 ft,,30,52
178,2,5:40.0,,Defensive rebound by C. Capela,30,52
179,2,5:29.0,,C. Capela makes 2-pt layup from 3 ft (assist by I. Shumpert),30,54
180,2,5:16.0,Shooting foul by E. Gordon (drawn by K. Walker),,30,54
181,2,5:16.0,K. Walker makes free throw 1 of 3,,31,54
182,2,5:16.0,K. Walker makes free throw 2 of 3,,32,54
183,2,5:16.0,,K. Faried enters the game for C. Capela,32,54
184,2,5:16.0,K. Walker makes free throw 3 of 3,,33,54
185,2,5:05.0,,E. Gordon misses 3-pt jump shot from 27 ft,33,54
186,2,5:02.0,Defensive rebound by J. Lamb,,33,54
187,2,4:56.0,Turnover by J. Lamb (lost ball; steal by K. Faried),,33,54
188,2,4:42.0,,J. Harden misses 2-pt layup from 2 ft (block by J. Lamb),33,54
189,2,4:35.0,Defensive rebound by D. Bacon,,33,54
190,2,4:34.0,D. Bacon misses 2-pt layup from 3 ft (block by E. Gordon),,33,54
191,2,4:31.0,,Defensive rebound by E. Gordon,33,54
192,2,4:27.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by E. Gordon),33,57
193,2,4:27.0,Charlotte full timeout,,33,57
194,2,4:27.0,,A. Rivers enters the game for I. Shumpert,33,57
195,2,4:13.0,K. Walker makes 2-pt jump shot from 14 ft (assist by D. Bacon),,35,57
196,2,3:50.0,,K. Faried makes 2-pt dunk from 2 ft (assist by J. Harden),35,59
197,2,3:34.0,Turnover by K. Walker (bad pass),,35,59
198,2,3:23.0,,J. Harden misses 3-pt jump shot from 25 ft,35,59
199,2,3:19.0,Defensive rebound by W. Hernangómez,,35,59
200,2,3:02.0,D. Graham makes 3-pt jump shot from 23 ft (assist by W. Hernangómez),,38,59
201,2,2:50.0,,K. Faried misses 2-pt layup at rim,38,59
202,2,2:47.0,Defensive rebound by K. Walker,,38,59
203,2,2:46.0,Personal foul by E. Gordon (drawn by K. Walker),,38,59
204,2,2:37.0,W. Hernangómez misses 2-pt jump shot from 3 ft,,38,59
205,2,2:35.0,,Defensive rebound by K. Faried,38,59
206,2,2:31.0,,K. Faried makes 2-pt dunk from 1 ft (assist by J. Harden),38,61
207,2,2:14.0,Shooting foul by J. Harden (drawn by K. Walker),,38,61
208,2,2:14.0,K. Walker makes free throw 1 of 2,,39,61
209,2,2:14.0,K. Walker misses free throw 2 of 2,,39,61
210,2,2:14.0,,Defensive rebound by K. Faried,39,61
211,2,2:00.0,,A. Rivers makes 3-pt jump shot from 23 ft (assist by J. Harden),39,64
212,2,1:47.0,Turnover by K. Walker (bad pass; steal by J. Harden),,39,64
213,2,1:40.0,,K. Faried makes 2-pt dunk from 1 ft (assist by J. Harden),39,66
214,2,1:16.0,K. Walker makes 3-pt jump shot from 25 ft,,42,66
215,2,1:00.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Gordon),42,69
216,2,0:48.0,J. Lamb misses 3-pt jump shot from 27 ft,,42,69
217,2,0:46.0,Offensive rebound by D. Graham,,42,69
218,2,0:44.0,D. Graham misses 2-pt jump shot from 16 ft,,42,69
219,2,0:41.0,,Defensive rebound by P. Tucker,42,69
220,2,0:32.0,,J. Harden makes 2-pt jump shot from 6 ft,42,71
221,2,0:11.0,D. Graham misses 3-pt jump shot from 30 ft,,42,71
222,2,0:09.0,,Defensive rebound by P. Tucker,42,71
223,2,0:06.0,,Turnover by J. Harden (bad pass),42,71
224,2,0:05.0,Personal foul by A. Rivers (drawn by K. Walker),,42,71
225,2,0:00.0,K. Walker makes 2-pt jump shot from 14 ft,,44,71
226,3,11:37.0,J. Lamb misses 2-pt layup from 3 ft,,44,71
227,3,11:34.0,,Defensive rebound by C. Capela,44,71
228,3,11:23.0,,J. Harden misses 2-pt layup from 1 ft,44,71
229,3,11:21.0,Defensive rebound by K. Walker,,44,71
230,3,11:20.0,Turnover by K. Walker (bad pass),,44,71
231,3,10:56.0,,C. Paul misses 3-pt jump shot from 24 ft,44,71
232,3,10:52.0,,Offensive rebound by C. Paul,44,71
233,3,10:49.0,,Turnover by C. Paul (bad pass),44,71
234,3,10:49.0,F. Kaminsky enters the game for W. Hernangómez,,44,71
235,3,10:37.0,F. Kaminsky misses 2-pt jump shot from 12 ft,,44,71
236,3,10:34.0,,Defensive rebound by C. Paul,44,71
237,3,10:26.0,,Turnover by E. Gordon (bad pass),44,71
238,3,10:26.0,W. Hernangómez enters the game for F. Kaminsky,,44,71
239,3,10:13.0,J. Lamb makes 3-pt jump shot from 25 ft,,47,71
240,3,10:05.0,,Personal take foul by W. Hernangómez (drawn by C. Capela),47,71
241,3,10:04.0,,Turnover by E. Gordon (bad pass; steal by J. Lamb),47,71
242,3,9:57.0,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Lamb),,50,71
243,3,9:34.0,,Turnover by J. Harden (bad pass; steal by W. Hernangómez),50,71
244,3,9:26.0,Personal foul by C. Paul (drawn by J. Lamb),,50,71
245,3,9:16.0,D. Bacon makes 2-pt layup from 1 ft (assist by W. Hernangómez),,52,71
246,3,8:58.0,,E. Gordon makes 3-pt jump shot from 29 ft (assist by C. Paul),52,74
247,3,8:35.0,M. Bridges misses 3-pt jump shot from 23 ft,,52,74
248,3,8:33.0,,Defensive rebound by C. Capela,52,74
249,3,8:16.0,,Shooting foul by D. Bacon (drawn by J. Harden),52,74
250,3,8:16.0,,J. Harden makes free throw 1 of 3,52,75
251,3,8:16.0,,J. Harden makes free throw 2 of 3,52,76
252,3,8:16.0,,J. Harden makes free throw 3 of 3,52,77
253,3,8:02.0,D. Bacon misses 3-pt jump shot from 26 ft,,52,77
254,3,7:56.0,Offensive rebound by M. Bridges,,52,77
255,3,7:54.0,K. Walker makes 2-pt jump shot from 3 ft (assist by J. Lamb),,54,77
256,3,7:33.0,,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),54,79
257,3,7:33.0,Charlotte full timeout,,54,79
258,3,7:33.0,F. Kaminsky enters the game for W. Hernangómez,,54,79
259,3,7:33.0,,A. Rivers enters the game for C. Paul,54,79
260,3,7:11.0,J. Lamb misses 3-pt jump shot from 26 ft,,54,79
261,3,7:08.0,,Defensive rebound by P. Tucker,54,79
262,3,6:57.0,,J. Harden makes 2-pt layup from 2 ft,54,81
263,3,6:34.0,Personal foul by P. Tucker (drawn by D. Bacon),,54,81
264,3,6:34.0,M. Monk enters the game for J. Lamb,,54,81
265,3,6:25.0,F. Kaminsky makes 2-pt jump shot from 9 ft (assist by K. Walker),,56,81
266,3,6:25.0,Shooting foul by J. Harden (drawn by F. Kaminsky),,56,81
267,3,6:25.0,F. Kaminsky makes free throw 1 of 1,,57,81
268,3,6:04.0,,A. Rivers misses 3-pt jump shot from 23 ft,57,81
269,3,6:02.0,Defensive rebound by K. Walker,,57,81
270,3,5:57.0,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by K. Walker),,60,81
271,3,5:39.0,,Shooting foul by K. Walker (drawn by C. Capela),60,81
272,3,5:39.0,,C. Capela makes free throw 1 of 2,60,82
273,3,5:39.0,,C. Capela makes free throw 2 of 2,60,83
274,3,5:27.0,M. Bridges makes 2-pt jump shot from 8 ft (assist by K. Walker),,62,83
275,3,5:27.0,Shooting foul by P. Tucker (drawn by M. Bridges),,62,83
276,3,5:27.0,,K. Faried enters the game for C. Capela,62,83
277,3,5:27.0,,Violation by Team (delay of game),62,83
278,3,5:27.0,M. Bridges makes free throw 1 of 1,,63,83
279,3,5:11.0,,J. Harden makes 3-pt jump shot from 28 ft,63,86
280,3,4:58.0,F. Kaminsky misses 2-pt jump shot from 9 ft,,63,86
281,3,4:55.0,,Defensive rebound by K. Faried,63,86
282,3,4:51.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by P. Tucker),63,89
283,3,4:36.0,M. Monk misses 3-pt jump shot from 25 ft,,63,89
284,3,4:32.0,Offensive rebound by M. Bridges,,63,89
285,3,4:29.0,Turnover by M. Monk (bad pass; steal by P. Tucker),,63,89
286,3,4:13.0,,Shooting foul by M. Monk (drawn by J. Harden),63,89
287,3,4:13.0,,J. Harden makes free throw 1 of 2,63,90
288,3,4:13.0,,G. Green enters the game for E. Gordon,63,90
289,3,4:13.0,,I. Shumpert enters the game for P. Tucker,63,90
290,3,4:13.0,,J. Harden makes free throw 2 of 2,63,91
291,3,4:03.0,K. Walker makes 3-pt jump shot from 26 ft,,66,91
292,3,3:40.0,,A. Rivers misses 3-pt jump shot from 26 ft,66,91
293,3,3:37.0,Defensive rebound by M. Bridges,,66,91
294,3,3:28.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),,69,91
295,3,3:10.0,,K. Faried misses 2-pt jump shot from 5 ft,69,91
296,3,3:06.0,,Offensive rebound by K. Faried,69,91
297,3,3:06.0,,K. Faried misses 2-pt layup at rim,69,91
298,3,3:05.0,Defensive rebound by F. Kaminsky,,69,91
299,3,2:56.0,K. Walker makes 2-pt jump shot from 11 ft,,71,91
300,3,2:56.0,Shooting foul by A. Rivers (drawn by K. Walker),,71,91
301,3,2:56.0,,Houston full timeout,71,91
302,3,2:56.0,J. Lamb enters the game for D. Bacon,,71,91
303,3,2:56.0,K. Walker makes free throw 1 of 1,,72,91
304,3,2:37.0,,J. Harden misses 3-pt jump shot from 27 ft,72,91
305,3,2:33.0,Defensive rebound by K. Walker,,72,91
306,3,2:21.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),,75,91
307,3,2:01.0,,Turnover by G. Green (bad pass),75,91
308,3,1:49.0,M. Monk misses 3-pt jump shot from 24 ft,,75,91
309,3,1:46.0,,Defensive rebound by K. Faried,75,91
310,3,1:42.0,,J. Harden misses 2-pt layup from 3 ft,75,91
311,3,1:38.0,,Offensive rebound by K. Faried,75,91
312,3,1:38.0,,K. Faried misses 2-pt layup at rim,75,91
313,3,1:37.0,,Offensive rebound by A. Rivers,75,91
314,3,1:36.0,,G. Green misses 3-pt jump shot from 25 ft,75,91
315,3,1:35.0,,Offensive rebound by Team,75,91
316,3,1:35.0,,C. Paul enters the game for A. Rivers,75,91
317,3,1:30.0,,K. Faried misses 3-pt jump shot from 26 ft,75,91
318,3,1:27.0,Defensive rebound by J. Lamb,,75,91
319,3,1:11.0,K. Walker makes 3-pt jump shot from 27 ft,,78,91
320,3,0:53.0,,K. Faried makes 2-pt dunk from 1 ft (assist by J. Harden),78,93
321,3,0:40.0,M. Bridges misses 2-pt dunk from 2 ft,,78,93
322,3,0:39.0,,Defensive rebound by Team,78,93
323,3,0:39.0,D. Bacon enters the game for M. Bridges,,78,93
324,3,0:39.0,,C. Capela enters the game for K. Faried,78,93
325,3,0:39.0,,P. Tucker enters the game for G. Green,78,93
326,3,0:30.0,,J. Harden misses 3-pt jump shot from 26 ft,78,93
327,3,0:28.0,Defensive rebound by M. Monk,,78,93
328,3,0:09.0,Shooting foul by C. Capela (drawn by M. Monk),,78,93
329,3,0:09.0,M. Monk makes free throw 1 of 2,,79,93
330,3,0:09.0,M. Bridges enters the game for F. Kaminsky,,79,93
331,3,0:09.0,D. Graham enters the game for K. Walker,,79,93
332,3,0:09.0,M. Monk makes free throw 2 of 2,,80,93
333,3,0:04.0,,C. Capela misses 2-pt layup from 2 ft,80,93
334,3,0:04.0,,Offensive rebound by Team,80,93
335,3,0:04.0,B. Biyombo enters the game for M. Monk,,80,93
336,3,0:00.0,,C. Paul misses 2-pt jump shot from 17 ft,80,93
337,3,0:00.0,,Offensive rebound by Team,80,93
338,4,11:37.0,,C. Capela makes 2-pt layup from 2 ft (assist by E. Gordon),80,95
339,4,11:12.0,J. Lamb misses 2-pt jump shot from 14 ft,,80,95
340,4,11:10.0,,Defensive rebound by C. Capela,80,95
341,4,10:57.0,,I. Shumpert misses 2-pt jump shot from 22 ft,80,95
342,4,10:54.0,Defensive rebound by D. Graham,,80,95
343,4,10:48.0,F. Kaminsky misses 3-pt jump shot from 28 ft,,80,95
344,4,10:45.0,,Defensive rebound by C. Capela,80,95
345,4,10:31.0,,E. Gordon misses 3-pt jump shot from 29 ft,80,95
346,4,10:28.0,Defensive rebound by D. Bacon,,80,95
347,4,10:24.0,Personal foul by C. Capela (drawn by D. Bacon),,80,95
348,4,10:24.0,,G. Green enters the game for I. Shumpert,80,95
349,4,10:13.0,F. Kaminsky makes 2-pt layup from 1 ft (assist by J. Lamb),,82,95
350,4,10:01.0,,E. Gordon misses 3-pt jump shot from 27 ft,82,95
351,4,9:57.0,,Offensive rebound by P. Tucker,82,95
352,4,9:55.0,,G. Green misses 3-pt jump shot from 26 ft,82,95
353,4,9:51.0,Defensive rebound by J. Lamb,,82,95
354,4,9:47.0,J. Lamb misses 3-pt jump shot from 25 ft,,82,95
355,4,9:45.0,,Defensive rebound by P. Tucker,82,95
356,4,9:34.0,,Turnover by C. Capela (traveling),82,95
357,4,9:22.0,M. Monk misses 3-pt jump shot from 27 ft,,82,95
358,4,9:19.0,,Defensive rebound by C. Capela,82,95
359,4,9:07.0,,C. Capela makes 2-pt layup from 2 ft (assist by P. Tucker),82,97
360,4,9:07.0,Charlotte full timeout,,82,97
361,4,9:07.0,W. Hernangómez enters the game for F. Kaminsky,,82,97
362,4,9:07.0,K. Walker enters the game for M. Monk,,82,97
363,4,8:50.0,K. Walker makes 3-pt jump shot from 26 ft,,85,97
364,4,8:29.0,,G. Green makes 3-pt jump shot from 27 ft (assist by P. Tucker),85,100
365,4,8:14.0,D. Bacon makes 2-pt layup from 1 ft (assist by W. Hernangómez),,87,100
366,4,7:54.0,,E. Gordon makes 3-pt jump shot from 28 ft (assist by G. Green),87,103
367,4,7:33.0,K. Walker misses 2-pt layup from 3 ft,,87,103
368,4,7:31.0,,Defensive rebound by E. Gordon,87,103
369,4,7:21.0,,G. Green misses 2-pt layup from 4 ft,87,103
370,4,7:19.0,Defensive rebound by W. Hernangómez,,87,103
371,4,7:17.0,Shooting foul by E. Gordon (drawn by D. Bacon),,87,103
372,4,7:17.0,D. Bacon makes free throw 1 of 2,,88,103
373,4,7:17.0,D. Bacon makes free throw 2 of 2,,89,103
374,4,7:05.0,,P. Tucker misses 3-pt jump shot from 24 ft,89,103
375,4,7:03.0,,Offensive rebound by C. Capela,89,103
376,4,6:59.0,,C. Paul makes 3-pt jump shot from 27 ft,89,106
377,4,6:43.0,D. Graham makes 3-pt jump shot from 23 ft (assist by W. Hernangómez),,92,106
378,4,6:32.0,,G. Green misses 3-pt jump shot from 23 ft,92,106
379,4,6:29.0,Defensive rebound by K. Walker,,92,106
380,4,6:25.0,K. Walker misses 2-pt layup from 3 ft (block by P. Tucker),,92,106
381,4,6:22.0,,Defensive rebound by C. Capela,92,106
382,4,6:20.0,,Personal foul by D. Graham (drawn by E. Gordon),92,106
383,4,6:20.0,M. Bridges enters the game for W. Hernangómez,,92,106
384,4,6:20.0,,J. Harden enters the game for G. Green,92,106
385,4,6:05.0,,P. Tucker misses 3-pt jump shot from 23 ft,92,106
386,4,6:03.0,Defensive rebound by J. Lamb,,92,106
387,4,5:51.0,D. Graham misses 3-pt jump shot from 25 ft,,92,106
