,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DETROIT_ACTION,MEMPHIS_SCORE,DETROIT_SCORE
57,1,4:12.0,T. Zeller makes 2-pt layup from 1 ft (assist by T. Dorsey),,21,13
58,1,3:57.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Jackson),21,15
59,1,3:57.0,,Shooting foul by T. Zeller (drawn by A. Drummond),21,15
60,1,3:57.0,J. Carter enters the game for J. Holiday,,21,15
61,1,3:57.0,I. Rabb enters the game for D. Wright,,21,15
62,1,3:57.0,J. Washburn enters the game for T. Zeller,,21,15
63,1,3:57.0,,L. Kennard enters the game for W. Ellington,21,15
64,1,3:57.0,,I. Smith enters the game for R. Jackson,21,15
65,1,3:57.0,,A. Drummond makes free throw 1 of 1,21,16
66,1,3:42.0,C. Parsons misses 2-pt layup from 2 ft,,21,16
67,1,3:38.0,Offensive rebound by I. Rabb,,21,16
68,1,3:38.0,I. Rabb makes 2-pt layup at rim,,23,16
69,1,3:23.0,,L. Kennard misses 3-pt jump shot from 26 ft,23,16
70,1,3:18.0,,Offensive rebound by A. Drummond,23,16
71,1,3:07.0,,I. Smith misses 3-pt jump shot from 37 ft,23,16
72,1,3:02.0,Defensive rebound by I. Rabb,,23,16
73,1,2:57.0,T. Dorsey makes 2-pt layup from 2 ft,,25,16
74,1,2:41.0,,I. Smith makes 2-pt layup from 1 ft,25,18
75,1,2:14.0,Turnover by Team (shot clock),,25,18
76,1,2:14.0,Memphis full timeout,,25,18
77,1,1:53.0,,L. Galloway misses 3-pt jump shot from 23 ft,25,18
78,1,1:49.0,Defensive rebound by T. Dorsey,,25,18
79,1,1:45.0,J. Carter makes 3-pt jump shot from 23 ft (assist by C. Parsons),,28,18
80,1,1:18.0,,I. Smith misses 2-pt layup from 4 ft,28,18
81,1,1:18.0,Defensive rebound by Team,,28,18
82,1,1:05.0,T. Dorsey makes 2-pt jump shot from 16 ft,,30,18
83,1,0:50.0,,L. Kennard misses 3-pt jump shot from 30 ft,30,18
84,1,0:47.0,Defensive rebound by I. Rabb,,30,18
85,1,0:39.0,C. Parsons makes 2-pt jump shot from 17 ft,,32,18
86,1,0:20.0,,Shooting foul by J. Washburn (drawn by I. Smith),32,18
87,1,0:20.0,,I. Smith makes free throw 1 of 2,32,19
88,1,0:20.0,,I. Smith makes free throw 2 of 2,32,20
89,1,0:06.0,Personal take foul by L. Kennard (drawn by C. Parsons),,32,20
90,1,0:06.0,J. Holiday enters the game for J. Washburn,,32,20
91,1,0:03.0,Turnover by C. Parsons (bad pass),,32,20
92,1,0:01.0,,I. Smith misses 3-pt jump shot from 30 ft (block by J. Holiday),32,20
93,1,0:00.0,,Offensive rebound by Team,32,20
94,2,11:45.0,Personal foul by T. Maker (drawn by I. Rabb),,32,20
95,2,11:41.0,Personal foul by I. Smith (drawn by I. Rabb),,32,20
96,2,11:31.0,J. Washburn makes 3-pt jump shot from 23 ft (assist by C. Parsons),,35,20
97,2,11:16.0,,Personal foul by J. Carter (drawn by B. Griffin),35,20
98,2,11:01.0,,I. Smith misses 3-pt jump shot from 25 ft,35,20
99,2,10:58.0,Defensive rebound by C. Parsons,,35,20
100,2,10:49.0,Turnover by C. Parsons (bad pass),,35,20
101,2,10:38.0,,B. Griffin makes 2-pt layup from 3 ft (assist by I. Smith),35,22
102,2,10:16.0,I. Rabb misses 2-pt jump shot from 17 ft,,35,22
103,2,10:14.0,Offensive rebound by Team,,35,22
104,2,10:14.0,,Loose ball foul by L. Galloway (drawn by J. Holiday),35,22
105,2,10:02.0,J. Carter makes 3-pt jump shot from 24 ft,,38,22
106,2,9:37.0,,B. Griffin misses 2-pt jump shot from 17 ft,38,22
107,2,9:35.0,Defensive rebound by Team,,38,22
108,2,9:14.0,Personal foul by I. Smith (drawn by I. Rabb),,38,22
109,2,9:14.0,,Z. Pachulia enters the game for T. Maker,38,22
110,2,9:07.0,C. Parsons misses 2-pt jump shot from 6 ft,,38,22
111,2,9:05.0,,Defensive rebound by B. Griffin,38,22
112,2,8:59.0,,Turnover by I. Smith (bad pass),38,22
113,2,8:45.0,J. Holiday misses 2-pt jump shot from 20 ft,,38,22
114,2,8:42.0,,Defensive rebound by I. Smith,38,22
115,2,8:27.0,,L. Kennard misses 3-pt jump shot from 25 ft,38,22
116,2,8:24.0,Defensive rebound by J. Washburn,,38,22
117,2,8:19.0,C. Parsons makes 3-pt jump shot from 26 ft,,41,22
118,2,8:18.0,,Detroit full timeout,41,22
119,2,8:18.0,B. Caboclo enters the game for J. Holiday,,41,22
120,2,8:18.0,D. Wright enters the game for J. Washburn,,41,22
121,2,8:18.0,,W. Ellington enters the game for L. Kennard,41,22
122,2,8:18.0,,R. Jackson enters the game for I. Smith,41,22
123,2,8:02.0,,L. Galloway misses 3-pt jump shot from 25 ft,41,22
124,2,8:00.0,Defensive rebound by D. Wright,,41,22
125,2,7:37.0,D. Wright misses 3-pt jump shot from 23 ft,,41,22
126,2,7:34.0,Offensive rebound by I. Rabb,,41,22
127,2,7:34.0,I. Rabb makes 2-pt dunk from 2 ft,,43,22
128,2,7:23.0,,Personal foul by C. Parsons (drawn by L. Galloway),43,22
129,2,7:15.0,,W. Ellington misses 2-pt jump shot from 15 ft,43,22
130,2,7:13.0,Defensive rebound by J. Carter,,43,22
131,2,7:04.0,Turnover by C. Parsons (bad pass; steal by Z. Pachulia),,43,22
132,2,6:57.0,,B. Griffin misses 2-pt layup from 7 ft (block by B. Caboclo),43,22
133,2,6:57.0,,Offensive rebound by Team,43,22
134,2,6:57.0,T. Dorsey enters the game for C. Parsons,,43,22
135,2,6:57.0,T. Zeller enters the game for I. Rabb,,43,22
136,2,6:54.0,,L. Galloway makes 2-pt layup from 3 ft (assist by R. Jackson),43,24
137,2,6:40.0,T. Zeller misses 2-pt hook shot from 5 ft,,43,24
138,2,6:38.0,,Defensive rebound by R. Jackson,43,24
139,2,6:30.0,,R. Jackson misses 2-pt layup from 5 ft,43,24
140,2,6:27.0,Defensive rebound by D. Wright,,43,24
141,2,6:26.0,Personal foul by R. Jackson (drawn by D. Wright),,43,24
142,2,6:26.0,D. Wright misses free throw 1 of 2,,43,24
143,2,6:26.0,Offensive rebound by Team,,43,24
144,2,6:26.0,,A. Drummond enters the game for Z. Pachulia,43,24
145,2,6:26.0,D. Wright makes free throw 2 of 2,,44,24
146,2,6:16.0,,Personal foul by B. Caboclo (drawn by B. Griffin),44,24
147,2,6:07.0,,W. Ellington misses 3-pt jump shot from 24 ft,44,24
148,2,6:03.0,Defensive rebound by D. Wright,,44,24
149,2,5:58.0,B. Caboclo misses 2-pt layup from 1 ft,,44,24
150,2,5:56.0,,Defensive rebound by A. Drummond,44,24
151,2,5:52.0,,W. Ellington makes 2-pt layup from 2 ft (assist by R. Jackson),44,26
152,2,5:32.0,T. Zeller misses 2-pt jump shot from 9 ft,,44,26
153,2,5:31.0,Offensive rebound by J. Carter,,44,26
154,2,5:30.0,B. Caboclo makes 3-pt jump shot from 25 ft (assist by J. Carter),,47,26
155,2,5:15.0,,R. Jackson misses 2-pt layup from 5 ft,47,26
156,2,5:13.0,Defensive rebound by T. Zeller,,47,26
157,2,5:09.0,Turnover by T. Zeller (lost ball; steal by R. Jackson),,47,26
158,2,4:59.0,,R. Jackson makes 2-pt jump shot from 17 ft,47,28
159,2,4:51.0,Offensive foul by T. Zeller (drawn by W. Ellington),,47,28
160,2,4:51.0,Turnover by T. Zeller (offensive foul),,47,28
161,2,4:51.0,J. Holiday enters the game for J. Carter,,47,28
162,2,4:51.0,I. Rabb enters the game for T. Zeller,,47,28
163,2,4:38.0,,R. Jackson misses 2-pt jump shot from 16 ft,47,28
164,2,4:37.0,,Offensive rebound by A. Drummond,47,28
165,2,4:35.0,,A. Drummond misses 2-pt layup from 1 ft (block by B. Caboclo),47,28
166,2,4:34.0,,Offensive rebound by Team,47,28
167,2,4:34.0,,L. Kennard enters the game for L. Galloway,47,28
168,2,4:29.0,,W. Ellington misses 2-pt layup from 3 ft,47,28
169,2,4:27.0,Defensive rebound by I. Rabb,,47,28
170,2,4:21.0,T. Dorsey makes 3-pt jump shot from 24 ft (assist by B. Caboclo),,50,28
171,2,4:08.0,,B. Griffin makes 3-pt jump shot from 26 ft (assist by A. Drummond),50,31
172,2,3:49.0,T. Dorsey misses 2-pt jump shot from 17 ft (block by A. Drummond),,50,31
173,2,3:47.0,,Defensive rebound by B. Griffin,50,31
174,2,3:42.0,,L. Kennard makes 3-pt jump shot from 27 ft (assist by R. Jackson),50,34
175,2,3:41.0,Memphis full timeout,,50,34
176,2,3:41.0,,G. Robinson enters the game for B. Griffin,50,34
177,2,3:26.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by I. Rabb),,53,34
178,2,3:05.0,,R. Jackson misses 2-pt jump shot from 10 ft,53,34
179,2,3:01.0,,Offensive rebound by A. Drummond,53,34
180,2,3:01.0,,A. Drummond makes 2-pt layup from 1 ft,53,36
181,2,2:45.0,Turnover by I. Rabb (back court),,53,36
182,2,2:45.0,C. Parsons enters the game for T. Dorsey,,53,36
183,2,2:33.0,,W. Ellington misses 3-pt jump shot from 23 ft,53,36
184,2,2:29.0,Defensive rebound by D. Wright,,53,36
185,2,2:14.0,Turnover by J. Holiday (out of bounds lost ball),,53,36
186,2,1:58.0,,R. Jackson misses 2-pt layup from 6 ft,53,36
187,2,1:57.0,,Offensive rebound by A. Drummond,53,36
188,2,1:57.0,,Shooting foul by I. Rabb (drawn by A. Drummond),53,36
189,2,1:57.0,,A. Drummond misses free throw 1 of 2,53,36
190,2,1:57.0,,Offensive rebound by Team,53,36
191,2,1:57.0,,A. Drummond misses free throw 2 of 2,53,36
192,2,1:54.0,Defensive rebound by I. Rabb,,53,36
193,2,1:43.0,C. Parsons misses 2-pt jump shot from 7 ft (block by A. Drummond),,53,36
194,2,1:41.0,,Defensive rebound by G. Robinson,53,36
195,2,1:32.0,,L. Kennard misses 2-pt jump shot from 9 ft,53,36
196,2,1:32.0,Defensive rebound by Team,,53,36
197,2,1:32.0,,Loose ball foul by A. Drummond (drawn by D. Wright),53,36
198,2,1:32.0,D. Wright makes free throw 1 of 2,,54,36
199,2,1:32.0,D. Wright makes free throw 2 of 2,,55,36
200,2,1:11.0,,Turnover by L. Kennard (bad pass; steal by D. Wright),55,36
201,2,1:06.0,Shooting foul by W. Ellington (drawn by D. Wright),,55,36
202,2,1:06.0,D. Wright makes free throw 1 of 2,,56,36
203,2,1:06.0,D. Wright makes free throw 2 of 2,,57,36
204,2,0:49.0,,R. Jackson makes 2-pt jump shot from 6 ft,57,38
205,2,0:32.0,D. Wright misses 2-pt layup from 6 ft,,57,38
206,2,0:30.0,,Defensive rebound by A. Drummond,57,38
207,2,0:27.0,,W. Ellington misses 3-pt jump shot from 24 ft,57,38
208,2,0:24.0,Defensive rebound by D. Wright,,57,38
209,2,0:02.0,D. Wright misses 2-pt layup from 5 ft,,57,38
210,2,0:01.0,,Defensive rebound by A. Drummond,57,38
211,2,0:01.0,,R. Jackson misses 3-pt jump shot from 64 ft,57,38
212,2,0:00.0,,Offensive rebound by Team,57,38
213,3,11:44.0,I. Rabb makes 2-pt dunk from 1 ft (assist by J. Holiday),,59,38
214,3,11:25.0,,R. Jackson misses 2-pt layup from 3 ft,59,38
215,3,11:22.0,Defensive rebound by B. Caboclo,,59,38
216,3,11:19.0,Turnover by T. Dorsey (bad pass; steal by W. Ellington),,59,38
217,3,11:13.0,,B. Brown makes 2-pt layup at rim (assist by R. Jackson),59,40
218,3,10:54.0,Turnover by J. Holiday (lost ball; steal by A. Drummond),,59,40
219,3,10:51.0,,A. Drummond makes 2-pt dunk from 1 ft,59,42
220,3,10:29.0,B. Caboclo makes 2-pt layup from 2 ft,,61,42
221,3,10:29.0,Shooting foul by B. Griffin (drawn by B. Caboclo),,61,42
222,3,10:29.0,B. Caboclo makes free throw 1 of 1,,62,42
223,3,10:06.0,,Turnover by R. Jackson (bad pass; steal by B. Caboclo),62,42
224,3,9:58.0,Personal foul by B. Brown (drawn by D. Wright),,62,42
225,3,9:50.0,B. Caboclo misses 2-pt layup from 4 ft (block by B. Griffin),,62,42
226,3,9:50.0,Offensive rebound by Team,,62,42
227,3,9:46.0,Shooting foul by B. Brown (drawn by I. Rabb),,62,42
228,3,9:46.0,I. Rabb misses free throw 1 of 2,,62,42
229,3,9:46.0,Offensive rebound by Team,,62,42
230,3,9:46.0,I. Rabb makes free throw 2 of 2,,63,42
231,3,9:30.0,,B. Griffin misses 3-pt jump shot from 25 ft,63,42
232,3,9:27.0,Defensive rebound by D. Wright,,63,42
233,3,9:12.0,T. Dorsey misses 3-pt jump shot from 25 ft,,63,42
234,3,9:08.0,,Defensive rebound by A. Drummond,63,42
235,3,9:01.0,,R. Jackson misses 2-pt layup from 2 ft,63,42
236,3,8:59.0,Defensive rebound by I. Rabb,,63,42
237,3,8:55.0,Turnover by I. Rabb (bad pass; steal by W. Ellington),,63,42
238,3,8:48.0,,B. Brown makes 2-pt jump shot from 4 ft,63,44
239,3,8:48.0,Memphis full timeout,,63,44
240,3,8:48.0,,G. Robinson enters the game for B. Griffin,63,44
241,3,8:24.0,I. Rabb misses 2-pt jump shot from 20 ft,,63,44
242,3,8:19.0,,Defensive rebound by W. Ellington,63,44
243,3,8:12.0,,Shooting foul by I. Rabb (drawn by A. Drummond),63,44
244,3,8:12.0,,A. Drummond makes free throw 1 of 2,63,45
245,3,8:12.0,,A. Drummond makes free throw 2 of 2,63,46
246,3,7:55.0,Turnover by D. Wright (bad pass; steal by G. Robinson),,63,46
247,3,7:53.0,,Shooting foul by B. Caboclo (drawn by G. Robinson),63,46
248,3,7:53.0,,G. Robinson makes free throw 1 of 2,63,47
249,3,7:53.0,,G. Robinson misses free throw 2 of 2,63,47
250,3,7:51.0,Defensive rebound by I. Rabb,,63,47
251,3,7:37.0,Turnover by I. Rabb (lost ball; steal by B. Brown),,63,47
252,3,7:13.0,,Turnover by R. Jackson (bad pass; steal by I. Rabb),63,47
253,3,7:04.0,Turnover by T. Dorsey (lost ball; steal by A. Drummond),,63,47
254,3,7:02.0,,A. Drummond makes 2-pt layup at rim,63,49
255,3,7:02.0,,Shooting foul by J. Holiday (drawn by A. Drummond),63,49
256,3,7:02.0,C. Parsons enters the game for T. Dorsey,,63,49
257,3,7:02.0,T. Zeller enters the game for I. Rabb,,63,49
258,3,7:02.0,,A. Drummond makes free throw 1 of 1,63,50
259,3,6:42.0,Turnover by C. Parsons (lost ball; steal by A. Drummond),,63,50
260,3,6:40.0,,R. Jackson misses 3-pt jump shot from 25 ft,63,50
261,3,6:35.0,,Offensive rebound by A. Drummond,63,50
262,3,6:26.0,,Turnover by A. Drummond (off goaltending),63,50
263,3,6:10.0,B. Caboclo makes 2-pt hook shot from 3 ft,,65,50
264,3,5:53.0,,Shooting foul by B. Caboclo (drawn by W. Ellington),65,50
265,3,5:53.0,,W. Ellington makes free throw 1 of 3,65,51
266,3,5:53.0,,W. Ellington makes free throw 2 of 3,65,52
267,3,5:53.0,J. Washburn enters the game for B. Caboclo,,65,52
268,3,5:53.0,,I. Smith enters the game for R. Jackson,65,52
269,3,5:53.0,,W. Ellington makes free throw 3 of 3,65,53
270,3,5:32.0,Shooting foul by A. Drummond (drawn by D. Wright),,65,53
271,3,5:32.0,D. Wright makes free throw 1 of 2,,66,53
272,3,5:32.0,,L. Kennard enters the game for W. Ellington,66,53
273,3,5:32.0,D. Wright makes free throw 2 of 2,,67,53
274,3,5:09.0,,A. Drummond misses 2-pt layup from 3 ft,67,53
275,3,5:07.0,,Offensive rebound by B. Brown,67,53
276,3,5:03.0,,L. Kennard makes 3-pt jump shot from 25 ft (assist by B. Brown),67,56
277,3,4:34.0,D. Wright misses 2-pt jump shot from 8 ft,,67,56
278,3,4:33.0,,Defensive rebound by A. Drummond,67,56
279,3,4:23.0,,G. Robinson misses 2-pt jump shot from 17 ft,67,56
280,3,4:20.0,Defensive rebound by J. Holiday,,67,56
281,3,4:12.0,Personal foul by A. Drummond (drawn by C. Parsons),,67,56
282,3,4:12.0,C. Parsons makes free throw 1 of 2,,68,56
283,3,4:12.0,J. Carter enters the game for J. Holiday,,68,56
284,3,4:12.0,T. Dorsey enters the game for D. Wright,,68,56
285,3,4:12.0,,L. Galloway enters the game for B. Brown,68,56
286,3,4:12.0,,Z. Pachulia enters the game for A. Drummond,68,56
287,3,4:12.0,C. Parsons makes free throw 2 of 2,,69,56
288,3,3:56.0,,G. Robinson misses 2-pt dunk from 3 ft (block by T. Zeller),69,56
289,3,3:53.0,Defensive rebound by T. Dorsey,,69,56
290,3,3:50.0,J. Carter makes 3-pt jump shot from 26 ft (assist by T. Dorsey),,72,56
291,3,3:27.0,,L. Galloway misses 3-pt jump shot from 24 ft,72,56
292,3,3:25.0,Defensive rebound by J. Washburn,,72,56
293,3,3:12.0,T. Zeller misses 2-pt hook shot from 3 ft,,72,56
294,3,3:09.0,,Defensive rebound by Z. Pachulia,72,56
295,3,2:54.0,,L. Kennard misses 2-pt jump shot from 17 ft,72,56
296,3,2:52.0,,Offensive rebound by Z. Pachulia,72,56
297,3,2:52.0,,Shooting foul by T. Zeller (drawn by Z. Pachulia),72,56
298,3,2:52.0,,Detroit full timeout,72,56
299,3,2:52.0,,W. Ellington enters the game for G. Robinson,72,56
300,3,2:52.0,,Z. Pachulia makes free throw 1 of 2,72,57
301,3,2:52.0,,Z. Pachulia misses free throw 2 of 2,72,57
302,3,2:50.0,Defensive rebound by C. Parsons,,72,57
303,3,2:38.0,T. Zeller makes 2-pt dunk from 1 ft (assist by J. Carter),,74,57
304,3,2:20.0,,Z. Pachulia misses 2-pt hook shot from 4 ft,74,57
305,3,2:18.0,,Offensive rebound by Z. Pachulia,74,57
306,3,2:18.0,,Z. Pachulia misses 2-pt layup at rim,74,57
307,3,2:16.0,,Offensive rebound by Z. Pachulia,74,57
308,3,2:15.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by T. Zeller),74,57
309,3,2:15.0,Defensive rebound by J. Carter,,74,57
310,3,2:03.0,Shooting foul by Z. Pachulia (drawn by T. Zeller),,74,57
311,3,2:03.0,T. Zeller makes free throw 1 of 2,,75,57
312,3,2:03.0,T. Zeller misses free throw 2 of 2,,75,57
313,3,2:00.0,,Defensive rebound by W. Ellington,75,57
314,3,1:43.0,,I. Smith makes 2-pt jump shot from 15 ft,75,59
315,3,1:16.0,C. Parsons misses 2-pt jump shot from 11 ft,,75,59
316,3,1:12.0,,Defensive rebound by Z. Pachulia,75,59
317,3,1:10.0,,Shooting foul by J. Carter (drawn by I. Smith),75,59
318,3,1:10.0,,I. Smith misses free throw 1 of 2,75,59
319,3,1:10.0,,Offensive rebound by Team,75,59
320,3,1:10.0,J. Holiday enters the game for J. Carter,,75,59
321,3,1:10.0,D. Wright enters the game for J. Washburn,,75,59
322,3,1:10.0,,I. Smith makes free throw 2 of 2,75,60
323,3,0:50.0,T. Dorsey makes 2-pt layup from 2 ft (assist by T. Zeller),,77,60
324,3,0:44.0,,I. Smith makes 2-pt layup from 2 ft,77,62
325,3,0:44.0,,Shooting foul by T. Dorsey (drawn by I. Smith),77,62
326,3,0:44.0,I. Rabb enters the game for T. Zeller,,77,62
327,3,0:44.0,,I. Smith misses free throw 1 of 1,77,62
328,3,0:43.0,,Offensive rebound by Z. Pachulia,77,62
329,3,0:43.0,,Z. Pachulia makes 2-pt layup at rim,77,64
330,3,0:25.0,D. Wright makes 2-pt layup from 1 ft (assist by I. Rabb),,79,64
331,3,0:03.0,,I. Smith misses 3-pt jump shot from 25 ft,79,64
332,3,0:01.0,Defensive rebound by D. Wright,,79,64
333,4,11:36.0,,I. Smith makes 2-pt jump shot from 20 ft,79,66
334,4,11:13.0,Turnover by T. Dorsey (lost ball; steal by L. Galloway),,79,66
335,4,11:09.0,,L. Kennard makes 3-pt jump shot from 25 ft (assist by I. Smith),79,69
336,4,10:48.0,Personal foul by L. Kennard (drawn by C. Parsons),,79,69
337,4,10:48.0,D. Wright misses 2-pt jump shot from 15 ft,,79,69
338,4,10:35.0,,Defensive rebound by A. Drummond,79,69
339,4,10:35.0,,Personal foul by I. Rabb (drawn by A. Drummond),79,69
340,4,10:20.0,,Turnover by L. Kennard (bad pass; steal by J. Holiday),79,69
341,4,10:05.0,J. Holiday misses 3-pt jump shot from 23 ft,,79,69
342,4,10:01.0,,Defensive rebound by A. Drummond,79,69
343,4,9:52.0,,W. Ellington misses 3-pt jump shot from 27 ft,79,69
344,4,9:47.0,,Offensive rebound by A. Drummond,79,69
345,4,9:46.0,,A. Drummond makes 2-pt layup from 1 ft,79,71
346,4,9:23.0,T. Dorsey misses 2-pt jump shot from 8 ft,,79,71
347,4,9:20.0,,Defensive rebound by L. Galloway,79,71
348,4,9:16.0,,L. Kennard makes 3-pt jump shot from 26 ft (assist by I. Smith),79,74
349,4,9:16.0,Memphis full timeout,,79,74
350,4,9:16.0,B. Caboclo enters the game for T. Dorsey,,79,74
351,4,9:16.0,J. Carter enters the game for C. Parsons,,79,74
352,4,9:16.0,T. Zeller enters the game for I. Rabb,,79,74
353,4,9:04.0,Shooting foul by W. Ellington (drawn by T. Zeller),,79,74
354,4,9:04.0,T. Zeller makes free throw 1 of 2,,80,74
355,4,9:04.0,T. Zeller makes free throw 2 of 2,,81,74
356,4,8:47.0,,L. Kennard misses 3-pt jump shot from 25 ft,81,74
357,4,8:46.0,,Offensive rebound by Team,81,74
358,4,8:46.0,Loose ball foul by T. Zeller (drawn by A. Drummond),,81,74
359,4,8:38.0,,L. Kennard makes 3-pt jump shot from 24 ft (assist by W. Ellington),81,77
360,4,8:20.0,Personal foul by I. Smith (drawn by D. Wright),,81,77
361,4,8:09.0,J. Holiday makes 2-pt layup from 2 ft (assist by T. Zeller),,83,77
362,4,7:52.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by L. Kennard),83,80
363,4,7:31.0,J. Holiday misses 2-pt layup from 4 ft (block by A. Drummond),,83,80
364,4,7:28.0,,Defensive rebound by L. Kennard,83,80
365,4,7:20.0,,L. Galloway misses 3-pt jump shot from 22 ft,83,80
366,4,7:17.0,,Offensive rebound by L. Galloway,83,80
367,4,7:16.0,,L. Galloway misses 2-pt layup from 1 ft,83,80
368,4,7:13.0,,Offensive rebound by L. Galloway,83,80
369,4,7:11.0,,W. Ellington misses 3-pt jump shot from 26 ft,83,80
370,4,7:07.0,Defensive rebound by T. Zeller,,83,80
371,4,7:04.0,J. Carter misses 3-pt jump shot from 27 ft,,83,80
372,4,7:01.0,,Defensive rebound by L. Kennard,83,80
373,4,7:00.0,,Personal take foul by D. Wright (drawn by L. Kennard),83,80
374,4,7:00.0,,Detroit full timeout,83,80
375,4,7:00.0,C. Parsons enters the game for J. Holiday,,83,80
376,4,6:43.0,,I. Smith makes 3-pt jump shot from 26 ft,83,83
377,4,6:24.0,B. Caboclo misses 3-pt jump shot from 23 ft,,83,83
378,4,6:23.0,Offensive rebound by Team,,83,83
379,4,6:16.0,Offensive foul by T. Zeller (drawn by L. Galloway),,83,83
380,4,6:16.0,Turnover by T. Zeller (offensive foul),,83,83
381,4,6:16.0,I. Rabb enters the game for T. Zeller,,83,83
382,4,6:02.0,,I. Smith makes 2-pt jump shot from 19 ft,83,85
383,4,5:46.0,B. Caboclo misses 3-pt jump shot from 27 ft,,83,85
384,4,5:42.0,,Defensive rebound by A. Drummond,83,85
385,4,5:32.0,,I. Smith misses 2-pt jump shot from 4 ft,83,85
