,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MEMPHIS_ACTION,CHICAGO_SCORE,MEMPHIS_SCORE
66,1,4:16.0,,Personal foul by W. Selden (drawn by J. Holiday),14,14
67,1,4:16.0,,D. Wright enters the game for M. Conley,14,14
68,1,4:04.0,,J. Noah misses 2-pt layup from 1 ft (block by R. Lopez),14,14
69,1,4:00.0,Defensive rebound by W. Selden,,14,14
70,1,3:54.0,R. Lopez misses 3-pt jump shot from 25 ft,,14,14
71,1,3:51.0,,Defensive rebound by D. Wright,14,14
72,1,3:43.0,,D. Wright makes 2-pt layup at rim,14,16
73,1,3:32.0,Z. LaVine misses 2-pt jump shot from 8 ft,,14,16
74,1,3:32.0,,Defensive rebound by J. Noah,14,16
75,1,3:27.0,,Turnover by J. Noah (bad pass; steal by W. Selden),14,16
76,1,3:24.0,Z. LaVine makes 2-pt dunk from 1 ft (assist by W. Selden),,16,16
77,1,3:07.0,,J. Holiday misses 2-pt layup at rim,16,16
78,1,3:04.0,Defensive rebound by W. Selden,,16,16
79,1,2:54.0,R. Arcidiacono makes 2-pt jump shot from 8 ft,,18,16
80,1,2:41.0,,A. Bradley misses 2-pt jump shot from 12 ft,18,16
81,1,2:38.0,Defensive rebound by R. Arcidiacono,,18,16
82,1,2:30.0,Z. LaVine misses 3-pt jump shot from 28 ft,,18,16
83,1,2:28.0,,Defensive rebound by A. Bradley,18,16
84,1,2:24.0,,Memphis full timeout,18,16
85,1,2:24.0,S. Harrison enters the game for Z. LaVine,,18,16
86,1,2:24.0,,C. Miles enters the game for B. Caboclo,18,16
87,1,2:24.0,,C. Parsons enters the game for J. Holiday,18,16
88,1,2:16.0,,Turnover by D. Wright (bad pass; steal by W. Selden),18,16
89,1,2:10.0,W. Selden makes 2-pt jump shot from 17 ft,,20,16
90,1,1:55.0,,Turnover by J. Noah (bad pass; steal by W. Selden),20,16
91,1,1:47.0,L. Markkanen misses 3-pt jump shot from 26 ft,,20,16
92,1,1:43.0,,Defensive rebound by J. Noah,20,16
93,1,1:37.0,,A. Bradley misses 2-pt jump shot from 19 ft,20,16
94,1,1:35.0,Defensive rebound by R. Arcidiacono,,20,16
95,1,1:24.0,R. Lopez misses 2-pt hook shot from 8 ft,,20,16
96,1,1:20.0,,Defensive rebound by C. Miles,20,16
97,1,1:15.0,,C. Miles misses 2-pt layup from 2 ft (block by R. Lopez),20,16
98,1,1:15.0,,Offensive rebound by Team,20,16
99,1,1:15.0,C. Felício enters the game for R. Lopez,,20,16
100,1,1:15.0,O. Porter enters the game for L. Markkanen,,20,16
101,1,1:15.0,,T. Dorsey enters the game for A. Bradley,20,16
102,1,1:02.0,,C. Miles misses 3-pt jump shot from 25 ft,20,16
103,1,1:02.0,,Offensive rebound by J. Noah,20,16
104,1,0:59.0,,Shooting foul by S. Harrison (drawn by J. Noah),20,16
105,1,0:59.0,,J. Noah makes free throw 1 of 2,20,17
106,1,0:59.0,,J. Noah makes free throw 2 of 2,20,18
107,1,0:49.0,O. Porter misses 2-pt jump shot from 21 ft,,20,18
108,1,0:44.0,Offensive rebound by C. Felício,,20,18
109,1,0:36.0,R. Arcidiacono misses 2-pt layup from 2 ft (block by J. Noah),,20,18
110,1,0:35.0,,Defensive rebound by Team,20,18
111,1,0:35.0,,M. Conley enters the game for T. Dorsey,20,18
112,1,0:25.0,,Turnover by M. Conley (lost ball; steal by C. Felício),20,18
113,1,0:20.0,Turnover by W. Selden (bad pass; steal by C. Miles),,20,18
114,1,0:17.0,,J. Noah makes 2-pt dunk from 1 ft (assist by C. Miles),20,20
115,1,0:02.0,Turnover by W. Selden (lost ball; steal by D. Wright),,20,20
116,2,11:42.0,C. Felício misses 2-pt dunk from 1 ft,,20,20
117,2,11:39.0,,Defensive rebound by T. Dorsey,20,20
118,2,11:24.0,,C. Miles misses 2-pt jump shot from 19 ft,20,20
119,2,11:22.0,Defensive rebound by C. Felício,,20,20
120,2,11:17.0,O. Porter makes 3-pt jump shot from 28 ft (assist by K. Dunn),,23,20
121,2,11:00.0,,Personal foul by C. Felício (drawn by D. Wright),23,20
122,2,10:52.0,,Turnover by D. Wright (lost ball; steal by W. Selden),23,20
123,2,10:37.0,S. Harrison misses 2-pt jump shot from 10 ft,,23,20
124,2,10:37.0,Offensive rebound by C. Felício,,23,20
125,2,10:37.0,C. Felício misses 2-pt layup from 2 ft,,23,20
126,2,10:37.0,,Defensive rebound by C. Miles,23,20
127,2,10:26.0,,C. Parsons makes 3-pt jump shot from 28 ft (assist by D. Wright),23,23
128,2,10:01.0,C. Felício misses 2-pt layup from 1 ft,,23,23
129,2,9:59.0,,Defensive rebound by J. Noah,23,23
130,2,9:53.0,,T. Dorsey makes 2-pt jump shot from 16 ft (assist by J. Noah),23,25
131,2,9:31.0,W. Selden misses 3-pt jump shot from 25 ft,,23,25
132,2,9:28.0,,Defensive rebound by J. Noah,23,25
133,2,9:21.0,,D. Wright misses 3-pt jump shot from 23 ft,23,25
134,2,9:18.0,Defensive rebound by C. Felício,,23,25
135,2,9:18.0,R. Lopez enters the game for C. Felício,,23,25
136,2,9:18.0,,J. Valančiūnas enters the game for J. Noah,23,25
137,2,9:09.0,W. Selden misses 2-pt jump shot from 10 ft,,23,25
138,2,9:06.0,,Defensive rebound by C. Parsons,23,25
139,2,8:57.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,23,25
140,2,8:55.0,Defensive rebound by O. Porter,,23,25
141,2,8:47.0,O. Porter makes 2-pt jump shot from 22 ft,,25,25
142,2,8:31.0,,D. Wright makes 2-pt jump shot from 17 ft,25,27
143,2,8:11.0,S. Harrison makes 2-pt layup from 1 ft,,27,27
144,2,7:57.0,,T. Dorsey misses 3-pt jump shot from 26 ft,27,27
145,2,7:54.0,Defensive rebound by O. Porter,,27,27
146,2,7:45.0,O. Porter misses 3-pt jump shot from 26 ft,,27,27
147,2,7:45.0,,Defensive rebound by T. Dorsey,27,27
148,2,7:38.0,,Shooting foul by S. Harrison (drawn by D. Wright),27,27
149,2,7:38.0,,D. Wright misses free throw 1 of 2,27,27
150,2,7:38.0,,Offensive rebound by Team,27,27
151,2,7:38.0,Z. LaVine enters the game for W. Selden,,27,27
152,2,7:38.0,,M. Conley enters the game for T. Dorsey,27,27
153,2,7:38.0,,J. Holiday enters the game for C. Miles,27,27
154,2,7:38.0,,D. Wright makes free throw 2 of 2,27,28
155,2,7:24.0,Turnover by O. Porter (step out of bounds),,27,28
156,2,7:06.0,,Turnover by J. Valančiūnas (lost ball; steal by K. Dunn),27,28
157,2,7:01.0,Z. LaVine makes 2-pt dunk at rim (assist by K. Dunn),,29,28
158,2,6:47.0,,J. Valančiūnas makes 2-pt layup from 4 ft (assist by D. Wright),29,30
159,2,6:36.0,Z. LaVine misses 2-pt layup from 1 ft,,29,30
160,2,6:33.0,Offensive rebound by Z. LaVine,,29,30
161,2,6:33.0,Z. LaVine makes 2-pt layup at rim,,31,30
162,2,6:20.0,,C. Parsons misses 3-pt jump shot from 25 ft,31,30
163,2,6:18.0,Defensive rebound by O. Porter,,31,30
164,2,6:06.0,K. Dunn makes 2-pt jump shot from 15 ft,,33,30
165,2,5:40.0,,M. Conley misses 2-pt jump shot from 13 ft,33,30
166,2,5:36.0,,Offensive rebound by J. Holiday,33,30
167,2,5:35.0,,Turnover by J. Holiday (bad pass; steal by O. Porter),33,30
168,2,5:35.0,Personal take foul by M. Conley (drawn by K. Dunn),,33,30
169,2,5:35.0,,Memphis full timeout,33,30
170,2,5:35.0,L. Markkanen enters the game for O. Porter,,33,30
171,2,5:35.0,,A. Bradley enters the game for C. Parsons,33,30
172,2,5:35.0,,B. Caboclo enters the game for D. Wright,33,30
173,2,5:14.0,K. Dunn makes 3-pt jump shot from 25 ft (assist by S. Harrison),,36,30
174,2,5:07.0,,M. Conley makes 2-pt jump shot from 4 ft,36,32
175,2,5:07.0,,Shooting foul by K. Dunn (drawn by M. Conley),36,32
176,2,5:07.0,R. Arcidiacono enters the game for K. Dunn,,36,32
177,2,5:07.0,,M. Conley makes free throw 1 of 1,36,33
178,2,4:48.0,Offensive foul by L. Markkanen (drawn by A. Bradley),,36,33
179,2,4:48.0,Turnover by L. Markkanen (offensive foul),,36,33
180,2,4:40.0,,M. Conley misses 3-pt jump shot from 27 ft,36,33
181,2,4:38.0,Defensive rebound by Team,,36,33
182,2,4:23.0,R. Arcidiacono makes 2-pt jump shot from 10 ft (assist by Z. LaVine),,38,33
183,2,4:07.0,,J. Holiday makes 2-pt layup from 1 ft (assist by B. Caboclo),38,35
184,2,3:46.0,Turnover by L. Markkanen (lost ball; steal by M. Conley),,38,35
185,2,3:42.0,,M. Conley misses 3-pt jump shot from 25 ft,38,35
186,2,3:35.0,,Offensive rebound by J. Holiday,38,35
187,2,3:35.0,,J. Holiday makes 2-pt dunk from 1 ft,38,37
188,2,3:19.0,Turnover by R. Lopez (traveling),,38,37
189,2,2:59.0,,A. Bradley makes 2-pt jump shot from 20 ft,38,39
190,2,2:38.0,Z. LaVine makes 2-pt layup from 1 ft,,40,39
191,2,2:25.0,,A. Bradley makes 3-pt jump shot from 26 ft,40,42
192,2,2:00.0,Turnover by Z. LaVine (bad pass; steal by B. Caboclo),,40,42
193,2,1:55.0,,A. Bradley misses 3-pt jump shot from 26 ft,40,42
194,2,1:51.0,Defensive rebound by Z. LaVine,,40,42
195,2,1:43.0,Shooting foul by M. Conley (drawn by Z. LaVine),,40,42
196,2,1:43.0,Chicago full timeout,,40,42
197,2,1:43.0,O. Porter enters the game for S. Harrison,,40,42
198,2,1:43.0,,J. Noah enters the game for M. Conley,40,42
199,2,1:43.0,,D. Wright enters the game for J. Valančiūnas,40,42
200,2,1:43.0,Z. LaVine makes free throw 1 of 2,,41,42
201,2,1:43.0,Z. LaVine makes free throw 2 of 2,,42,42
202,2,1:25.0,,B. Caboclo misses 2-pt jump shot from 7 ft,42,42
203,2,1:22.0,Defensive rebound by R. Lopez,,42,42
204,2,1:11.0,Turnover by Z. LaVine (bad pass),,42,42
205,2,1:11.0,W. Selden enters the game for R. Lopez,,42,42
206,2,1:01.0,,J. Noah makes 2-pt dunk at rim (assist by A. Bradley),42,44
207,2,0:52.0,Z. LaVine makes 2-pt dunk at rim (assist by W. Selden),,44,44
208,2,0:38.0,,J. Noah makes 2-pt jump shot from 5 ft,44,46
209,2,0:33.0,R. Arcidiacono makes 2-pt jump shot from 8 ft,,46,46
210,2,0:09.0,,J. Noah misses 2-pt layup at rim,46,46
211,2,0:09.0,Defensive rebound by W. Selden,,46,46
212,2,0:00.0,Z. LaVine misses 2-pt jump shot from 4 ft,,46,46
213,2,0:00.0,Offensive rebound by Team,,46,46
214,3,11:43.0,L. Markkanen makes 2-pt jump shot from 11 ft,,48,46
215,3,11:21.0,,J. Holiday makes 2-pt layup from 1 ft (assist by M. Conley),48,48
216,3,10:57.0,L. Markkanen makes 2-pt jump shot from 17 ft (assist by Z. LaVine),,50,48
217,3,10:46.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,50,48
218,3,10:43.0,Defensive rebound by L. Markkanen,,50,48
219,3,10:39.0,Shooting foul by J. Holiday (drawn by L. Markkanen),,50,48
220,3,10:39.0,L. Markkanen makes free throw 1 of 2,,51,48
221,3,10:39.0,L. Markkanen makes free throw 2 of 2,,52,48
222,3,10:19.0,,Turnover by B. Caboclo (lost ball; steal by K. Dunn),52,48
223,3,10:15.0,Shooting foul by J. Holiday (drawn by Z. LaVine),,52,48
224,3,10:15.0,Z. LaVine makes free throw 1 of 2,,53,48
225,3,10:15.0,Z. LaVine makes free throw 2 of 2,,54,48
226,3,9:52.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),54,51
227,3,9:33.0,L. Markkanen misses 3-pt jump shot from 27 ft,,54,51
228,3,9:32.0,,Defensive rebound by M. Conley,54,51
229,3,9:24.0,,M. Conley misses 2-pt jump shot from 11 ft,54,51
230,3,9:20.0,Defensive rebound by L. Markkanen,,54,51
231,3,9:16.0,Z. LaVine misses 2-pt layup from 1 ft,,54,51
232,3,9:12.0,,Defensive rebound by J. Holiday,54,51
233,3,9:09.0,,Shooting foul by R. Lopez (drawn by J. Holiday),54,51
234,3,9:09.0,,J. Holiday makes free throw 1 of 2,54,52
235,3,9:09.0,,J. Holiday misses free throw 2 of 2,54,52
236,3,9:07.0,,Offensive rebound by J. Holiday,54,52
237,3,9:00.0,,A. Bradley makes 2-pt jump shot from 21 ft (assist by J. Valančiūnas),54,54
238,3,8:53.0,Chicago full timeout,,54,54
239,3,8:40.0,Turnover by L. Markkanen (bad pass; steal by J. Holiday),,54,54
240,3,8:25.0,,B. Caboclo misses 3-pt jump shot from 25 ft,54,54
241,3,8:23.0,Defensive rebound by Z. LaVine,,54,54
242,3,8:12.0,K. Dunn misses 2-pt layup from 3 ft (block by M. Conley),,54,54
243,3,8:07.0,Offensive rebound by K. Dunn,,54,54
244,3,8:07.0,K. Dunn misses 2-pt layup from 1 ft,,54,54
245,3,8:06.0,,Defensive rebound by J. Valančiūnas,54,54
246,3,7:59.0,,M. Conley misses 2-pt layup from 1 ft,54,54
247,3,7:57.0,Defensive rebound by L. Markkanen,,54,54
248,3,7:53.0,K. Dunn misses 2-pt jump shot from 18 ft,,54,54
249,3,7:49.0,,Defensive rebound by A. Bradley,54,54
250,3,7:28.0,,Turnover by B. Caboclo (lost ball; steal by K. Dunn),54,54
251,3,7:27.0,Personal foul by A. Bradley (drawn by Z. LaVine),,54,54
252,3,7:15.0,Turnover by L. Markkanen (3 sec),,54,54
253,3,7:06.0,,A. Bradley makes 2-pt jump shot from 15 ft (assist by M. Conley),54,56
254,3,6:46.0,O. Porter makes 3-pt jump shot from 25 ft,,57,56
255,3,6:31.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by M. Conley),57,59
256,3,6:13.0,Def 3 sec tech foul by Team,,57,59
257,3,6:13.0,L. Markkanen makes technical free throw,,58,59
258,3,6:09.0,Personal foul by J. Holiday (drawn by O. Porter),,58,59
259,3,5:59.0,O. Porter makes 3-pt jump shot from 25 ft (assist by K. Dunn),,61,59
260,3,5:54.0,,Technical foul by J. Valančiūnas,61,59
261,3,5:54.0,L. Markkanen makes technical free throw,,62,59
262,3,5:54.0,R. Arcidiacono enters the game for K. Dunn,,62,59
263,3,5:44.0,,Shooting foul by R. Lopez (drawn by A. Bradley),62,59
264,3,5:44.0,,A. Bradley makes free throw 1 of 2,62,60
265,3,5:44.0,,A. Bradley makes free throw 2 of 2,62,61
266,3,5:32.0,Turnover by O. Porter (lost ball; steal by A. Bradley),,62,61
267,3,5:28.0,,B. Caboclo makes 2-pt dunk from 1 ft (assist by A. Bradley),62,63
268,3,5:06.0,O. Porter misses 2-pt jump shot from 19 ft,,62,63
269,3,5:03.0,,Defensive rebound by M. Conley,62,63
270,3,4:59.0,,J. Holiday misses 2-pt layup from 1 ft,62,63
271,3,4:57.0,,Offensive rebound by J. Valančiūnas,62,63
272,3,4:57.0,,J. Valančiūnas misses 2-pt layup from 1 ft (block by R. Lopez),62,63
273,3,4:57.0,Defensive rebound by Team,,62,63
274,3,4:57.0,,D. Wright enters the game for J. Holiday,62,63
275,3,4:43.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by O. Porter),,65,63
276,3,4:24.0,,Def 3 sec tech foul by Team,65,63
277,3,4:24.0,,M. Conley makes technical free throw,65,64
278,3,4:24.0,,J. Noah enters the game for J. Valančiūnas,65,64
279,3,4:17.0,,A. Bradley misses 3-pt jump shot from 26 ft,65,64
280,3,4:11.0,,Offensive rebound by D. Wright,65,64
281,3,4:03.0,,Personal foul by R. Arcidiacono (drawn by M. Conley),65,64
282,3,3:59.0,,B. Caboclo misses 3-pt jump shot from 26 ft,65,64
283,3,3:55.0,,Offensive rebound by D. Wright,65,64
284,3,3:50.0,,M. Conley misses 3-pt jump shot from 25 ft,65,64
285,3,3:47.0,Defensive rebound by O. Porter,,65,64
286,3,3:42.0,Chicago full timeout,,65,64
287,3,3:42.0,T. Luwawu-Cabarrot enters the game for R. Lopez,,65,64
288,3,3:42.0,W. Selden enters the game for O. Porter,,65,64
289,3,3:42.0,,C. Parsons enters the game for M. Conley,65,64
290,3,3:35.0,L. Markkanen misses 3-pt jump shot from 25 ft,,65,64
291,3,3:31.0,,Defensive rebound by A. Bradley,65,64
292,3,3:23.0,,C. Parsons makes 2-pt layup from 1 ft (assist by J. Noah),65,66
293,3,3:09.0,L. Markkanen makes 2-pt layup from 1 ft (assist by R. Arcidiacono),,67,66
294,3,3:09.0,Shooting foul by D. Wright (drawn by L. Markkanen),,67,66
295,3,3:09.0,L. Markkanen makes free throw 1 of 1,,68,66
296,3,2:58.0,,Personal foul by R. Arcidiacono (drawn by A. Bradley),68,66
297,3,2:50.0,,A. Bradley misses 2-pt layup from 2 ft,68,66
298,3,2:45.0,,Offensive rebound by B. Caboclo,68,66
299,3,2:45.0,,B. Caboclo makes 2-pt layup at rim,68,68
300,3,2:25.0,L. Markkanen misses 3-pt jump shot from 25 ft,,68,68
301,3,2:21.0,,Defensive rebound by B. Caboclo,68,68
302,3,2:17.0,Violation by Team (kicked ball),,68,68
303,3,2:17.0,S. Harrison enters the game for Z. LaVine,,68,68
304,3,2:17.0,,J. Holiday enters the game for B. Caboclo,68,68
305,3,2:14.0,,Turnover by D. Wright (traveling),68,68
306,3,1:58.0,L. Markkanen misses 2-pt layup at rim (block by J. Noah),,68,68
307,3,1:55.0,Offensive rebound by L. Markkanen,,68,68
308,3,1:50.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by S. Harrison),,71,68
309,3,1:35.0,,J. Noah makes 2-pt layup from 2 ft,71,70
310,3,1:18.0,L. Markkanen makes 2-pt jump shot from 7 ft,,73,70
311,3,1:09.0,,D. Wright misses 2-pt jump shot from 6 ft,73,70
312,3,1:04.0,,Offensive rebound by A. Bradley,73,70
313,3,1:04.0,,A. Bradley makes 2-pt layup at rim,73,72
314,3,0:50.0,Personal foul by J. Noah (drawn by S. Harrison),,73,72
315,3,0:50.0,S. Harrison makes free throw 1 of 2,,74,72
316,3,0:50.0,R. Lopez enters the game for L. Markkanen,,74,72
317,3,0:50.0,,M. Conley enters the game for A. Bradley,74,72
318,3,0:50.0,S. Harrison makes free throw 2 of 2,,75,72
319,3,0:35.0,,M. Conley makes 2-pt jump shot from 14 ft,75,74
320,3,0:25.0,W. Selden misses 3-pt jump shot from 25 ft,,75,74
321,3,0:21.0,,Defensive rebound by C. Parsons,75,74
322,3,0:04.0,,M. Conley misses 2-pt jump shot from 8 ft,75,74
323,3,0:02.0,Defensive rebound by S. Harrison,,75,74
324,3,0:01.0,S. Harrison misses 3-pt jump shot from 28 ft,,75,74
325,3,0:00.0,Offensive rebound by Team,,75,74
326,4,11:36.0,,J. Holiday makes 2-pt layup at rim (assist by J. Noah),75,76
327,4,11:24.0,S. Harrison misses 3-pt jump shot from 23 ft,,75,76
328,4,11:21.0,,Defensive rebound by J. Holiday,75,76
329,4,11:14.0,,M. Conley misses 2-pt jump shot from 2 ft,75,76
330,4,11:11.0,Defensive rebound by W. Selden,,75,76
331,4,11:00.0,Shooting foul by M. Conley (drawn by S. Harrison),,75,76
332,4,11:00.0,S. Harrison makes free throw 1 of 2,,76,76
333,4,11:00.0,S. Harrison makes free throw 2 of 2,,77,76
334,4,10:39.0,,J. Holiday misses 3-pt jump shot from 23 ft,77,76
335,4,10:36.0,Defensive rebound by K. Dunn,,77,76
336,4,10:28.0,K. Dunn makes 2-pt layup at rim,,79,76
337,4,10:18.0,,Personal foul by K. Dunn (drawn by M. Conley),79,76
338,4,10:13.0,,J. Holiday misses 2-pt layup from 2 ft,79,76
339,4,10:12.0,Defensive rebound by T. Luwawu-Cabarrot,,79,76
340,4,10:09.0,S. Harrison makes 2-pt layup at rim (assist by T. Luwawu-Cabarrot),,81,76
341,4,10:08.0,,Memphis full timeout,81,76
342,4,10:08.0,,A. Bradley enters the game for J. Holiday,81,76
343,4,10:08.0,,C. Miles enters the game for D. Wright,81,76
344,4,9:57.0,,Personal foul by W. Selden (drawn by C. Miles),81,76
345,4,9:43.0,,C. Parsons misses 2-pt layup from 3 ft (block by R. Lopez),81,76
346,4,9:39.0,Defensive rebound by W. Selden,,81,76
347,4,9:38.0,Turnover by T. Luwawu-Cabarrot (step out of bounds),,81,76
348,4,9:21.0,,J. Noah misses 2-pt jump shot from 14 ft,81,76
349,4,9:17.0,Defensive rebound by K. Dunn,,81,76
350,4,9:09.0,W. Selden misses 2-pt layup from 7 ft (block by M. Conley),,81,76
351,4,9:06.0,Offensive rebound by S. Harrison,,81,76
352,4,8:58.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,81,76
353,4,8:54.0,Offensive rebound by R. Lopez,,81,76
354,4,8:54.0,R. Lopez misses 2-pt layup from 1 ft,,81,76
355,4,8:52.0,,Defensive rebound by J. Noah,81,76
356,4,8:47.0,,A. Bradley misses 2-pt layup from 1 ft (block by R. Lopez),81,76
357,4,8:44.0,Defensive rebound by R. Lopez,,81,76
358,4,8:34.0,K. Dunn misses 2-pt jump shot from 22 ft,,81,76
359,4,8:33.0,,Defensive rebound by J. Noah,81,76
360,4,8:21.0,,C. Miles misses 2-pt jump shot from 21 ft,81,76
361,4,8:20.0,,Offensive rebound by A. Bradley,81,76
362,4,8:17.0,,J. Noah makes 2-pt layup from 1 ft (assist by A. Bradley),81,78
363,4,7:59.0,Shooting foul by J. Noah (drawn by S. Harrison),,81,78
364,4,7:59.0,S. Harrison makes free throw 1 of 2,,82,78
365,4,7:59.0,L. Markkanen enters the game for T. Luwawu-Cabarrot,,82,78
366,4,7:59.0,O. Porter enters the game for W. Selden,,82,78
367,4,7:59.0,,J. Valančiūnas enters the game for J. Noah,82,78
368,4,7:59.0,S. Harrison makes free throw 2 of 2,,83,78
369,4,7:47.0,,M. Conley makes 2-pt jump shot from 10 ft (assist by J. Valančiūnas),83,80
370,4,7:33.0,Offensive foul by R. Lopez (drawn by M. Conley),,83,80
371,4,7:33.0,Turnover by R. Lopez (offensive foul),,83,80
372,4,7:33.0,Z. LaVine enters the game for S. Harrison,,83,80
373,4,7:23.0,,Turnover by M. Conley (step out of bounds),83,80
374,4,7:06.0,Z. LaVine makes 3-pt jump shot from 26 ft,,86,80
375,4,6:52.0,,C. Miles makes 2-pt layup from 1 ft (assist by J. Valančiūnas),86,82
376,4,6:35.0,O. Porter misses 3-pt jump shot from 26 ft,,86,82
377,4,6:32.0,,Defensive rebound by C. Parsons,86,82
378,4,6:25.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by C. Parsons),86,85
379,4,6:05.0,Z. LaVine makes 3-pt jump shot from 22 ft (assist by L. Markkanen),,89,85
