,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MINNESOTA_ACTION,ATLANTA_SCORE,MINNESOTA_SCORE
92,1,2:20.0,,G. Dieng enters the game for D. Rose,33,22
93,1,2:20.0,,T. Jones enters the game for K. Towns,33,22
94,1,2:07.0,A. Poythress misses 3-pt jump shot from 23 ft,,33,22
95,1,2:05.0,,Defensive rebound by J. Okogie,33,22
96,1,1:50.0,,G. Dieng misses 3-pt jump shot from 23 ft,33,22
97,1,1:45.0,Defensive rebound by J. Anderson,,33,22
98,1,1:44.0,Shooting foul by G. Dieng (drawn by A. Poythress),,33,22
99,1,1:44.0,A. Poythress makes free throw 1 of 2,,34,22
100,1,1:44.0,K. Bazemore enters the game for V. Carter,,34,22
101,1,1:44.0,A. Poythress makes free throw 2 of 2,,35,22
102,1,1:32.0,,A. Wiggins misses 2-pt jump shot from 21 ft,35,22
103,1,1:29.0,Defensive rebound by K. Bazemore,,35,22
104,1,1:26.0,J. Lin makes 3-pt jump shot from 26 ft (assist by K. Bazemore),,38,22
105,1,1:06.0,,T. Jones makes 2-pt jump shot from 20 ft (assist by A. Wiggins),38,24
106,1,0:54.0,A. Poythress makes 2-pt layup from 2 ft (assist by D. Bembry),,40,24
107,1,0:41.0,,T. Jones makes 2-pt jump shot from 21 ft,40,26
108,1,0:23.0,J. Lin misses 2-pt jump shot from 20 ft,,40,26
109,1,0:21.0,Offensive rebound by K. Bazemore,,40,26
110,1,0:21.0,Shooting foul by J. Okogie (drawn by K. Bazemore),,40,26
111,1,0:21.0,K. Bazemore makes free throw 1 of 2,,41,26
112,1,0:21.0,V. Carter enters the game for A. Poythress,,41,26
113,1,0:21.0,K. Bazemore makes free throw 2 of 2,,42,26
114,1,0:05.0,,Shooting foul by K. Bazemore (drawn by A. Wiggins),42,26
115,1,0:05.0,,A. Wiggins misses free throw 1 of 2,42,26
116,1,0:05.0,,Offensive rebound by Team,42,26
117,1,0:05.0,,A. Wiggins makes free throw 2 of 2,42,27
118,1,0:01.0,Turnover by K. Bazemore (lost ball; steal by T. Jones),,42,27
119,2,11:41.0,J. Collins makes 2-pt jump shot from 5 ft (assist by K. Huerter),,44,27
120,2,11:23.0,,G. Dieng misses 2-pt jump shot from 18 ft,44,27
121,2,11:18.0,Defensive rebound by K. Huerter,,44,27
122,2,11:12.0,K. Huerter makes 3-pt jump shot from 28 ft (assist by J. Lin),,47,27
123,2,10:53.0,,T. Jones makes 2-pt jump shot from 15 ft (assist by R. Covington),47,29
124,2,10:44.0,Personal foul by T. Jones (drawn by D. Dedmon),,47,29
125,2,10:40.0,Turnover by D. Dedmon (bad pass; steal by G. Dieng),,47,29
126,2,10:34.0,,R. Covington misses 3-pt jump shot from 27 ft,47,29
127,2,10:30.0,Defensive rebound by J. Collins,,47,29
128,2,10:20.0,Turnover by D. Dedmon (bad pass; steal by T. Jones),,47,29
129,2,10:12.0,,Personal foul by J. Lin (drawn by T. Jones),47,29
130,2,9:56.0,,R. Covington misses 3-pt jump shot from 25 ft,47,29
131,2,9:54.0,Defensive rebound by K. Huerter,,47,29
132,2,9:47.0,K. Huerter misses 2-pt jump shot from 7 ft,,47,29
133,2,9:43.0,,Defensive rebound by G. Dieng,47,29
134,2,9:34.0,,D. Šarić makes 2-pt jump shot from 15 ft (assist by T. Jones),47,31
135,2,9:18.0,Turnover by K. Huerter (bad pass; steal by J. Okogie),,47,31
136,2,9:17.0,,Shooting foul by K. Huerter (drawn by J. Okogie),47,31
137,2,9:17.0,,J. Okogie misses free throw 1 of 2,47,31
138,2,9:17.0,,Offensive rebound by Team,47,31
139,2,9:17.0,K. Bazemore enters the game for J. Anderson,,47,31
140,2,9:17.0,T. Young enters the game for J. Lin,,47,31
141,2,9:17.0,,J. Okogie makes free throw 2 of 2,47,32
142,2,9:02.0,D. Dedmon makes 2-pt dunk from 3 ft (assist by T. Young),,49,32
143,2,8:54.0,,Turnover by R. Covington (traveling),49,32
144,2,8:40.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by T. Young),,52,32
145,2,8:27.0,,T. Jones makes 2-pt jump shot from 17 ft,52,34
146,2,8:13.0,D. Dedmon makes 3-pt jump shot from 22 ft (assist by T. Young),,55,34
147,2,7:57.0,,D. Šarić misses 3-pt jump shot from 26 ft,55,34
148,2,7:55.0,Defensive rebound by K. Bazemore,,55,34
149,2,7:44.0,Personal foul by J. Okogie (drawn by D. Dedmon),,55,34
150,2,7:44.0,,D. Rose enters the game for G. Dieng,55,34
151,2,7:44.0,,K. Towns enters the game for J. Okogie,55,34
152,2,7:41.0,Shooting foul by D. Šarić (drawn by J. Collins),,55,34
153,2,7:41.0,J. Collins misses free throw 1 of 2,,55,34
154,2,7:41.0,Offensive rebound by Team,,55,34
155,2,7:41.0,J. Collins makes free throw 2 of 2,,56,34
156,2,7:28.0,,K. Towns misses 3-pt jump shot from 23 ft,56,34
157,2,7:26.0,Defensive rebound by T. Young,,56,34
158,2,7:22.0,Turnover by T. Young (lost ball; steal by D. Rose),,56,34
159,2,7:18.0,,K. Towns makes 2-pt dunk from 1 ft (assist by D. Rose),56,36
160,2,6:58.0,K. Huerter misses 3-pt jump shot from 23 ft,,56,36
161,2,6:58.0,Offensive rebound by Team,,56,36
162,2,6:58.0,,Loose ball foul by D. Šarić (drawn by J. Collins),56,36
163,2,6:58.0,,Minnesota full timeout,56,36
164,2,6:52.0,K. Bazemore makes 2-pt layup from 2 ft,,58,36
165,2,6:37.0,,D. Rose misses 2-pt layup from 3 ft,58,36
166,2,6:34.0,,Offensive rebound by D. Rose,58,36
167,2,6:34.0,,D. Rose makes 2-pt layup at rim,58,38
168,2,6:18.0,Turnover by T. Young (bad pass; steal by D. Šarić),,58,38
169,2,6:14.0,,R. Covington makes 2-pt dunk from 1 ft (assist by T. Jones),58,40
170,2,5:56.0,Turnover by K. Bazemore (bad pass; steal by D. Šarić),,58,40
171,2,5:51.0,,R. Covington misses 3-pt jump shot from 25 ft,58,40
172,2,5:46.0,Defensive rebound by D. Dedmon,,58,40
173,2,5:40.0,J. Collins makes 2-pt layup at rim (assist by K. Bazemore),,60,40
174,2,5:27.0,,D. Šarić misses 3-pt jump shot from 25 ft,60,40
175,2,5:26.0,,Offensive rebound by Team,60,40
176,2,5:26.0,Loose ball foul by D. Dedmon (drawn by K. Towns),,60,40
177,2,5:26.0,A. Poythress enters the game for D. Dedmon,,60,40
178,2,5:26.0,,T. Gibson enters the game for D. Šarić,60,40
179,2,5:17.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. Jones),60,43
180,2,5:05.0,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),,62,43
181,2,4:54.0,,T. Jones misses 2-pt jump shot from 8 ft,62,43
182,2,4:54.0,,Offensive rebound by K. Towns,62,43
183,2,4:54.0,,K. Towns makes 2-pt layup from 1 ft,62,45
184,2,4:54.0,,Shooting foul by K. Bazemore (drawn by K. Towns),62,45
185,2,4:54.0,,K. Towns makes free throw 1 of 1,62,46
186,2,4:31.0,J. Collins makes 2-pt layup from 1 ft (assist by K. Bazemore),,64,46
187,2,4:24.0,,D. Rose makes 3-pt jump shot from 25 ft,64,49
188,2,4:24.0,,Shooting foul by K. Bazemore (drawn by D. Rose),64,49
189,2,4:24.0,D. Bembry enters the game for K. Bazemore,,64,49
190,2,4:24.0,,A. Wiggins enters the game for T. Jones,64,49
191,2,4:24.0,,D. Rose makes free throw 1 of 1,64,50
192,2,4:11.0,K. Huerter misses 3-pt jump shot from 26 ft,,64,50
193,2,4:08.0,,Defensive rebound by K. Towns,64,50
194,2,4:02.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by A. Wiggins),64,53
195,2,4:02.0,Atlanta full timeout,,64,53
196,2,4:02.0,V. Carter enters the game for J. Collins,,64,53
197,2,4:02.0,J. Lin enters the game for T. Young,,64,53
198,2,3:51.0,Offensive foul by J. Lin (drawn by D. Rose),,64,53
199,2,3:51.0,Turnover by J. Lin (offensive foul),,64,53
200,2,3:38.0,,D. Rose makes 2-pt layup from 2 ft (assist by K. Towns),64,55
201,2,3:23.0,J. Lin makes 3-pt jump shot from 25 ft (assist by A. Poythress),,67,55
202,2,3:13.0,,Offensive foul by T. Gibson (drawn by V. Carter),67,55
203,2,3:13.0,,Turnover by T. Gibson (offensive foul),67,55
204,2,2:53.0,D. Bembry misses 2-pt dunk from 1 ft,,67,55
205,2,2:50.0,Offensive rebound by J. Lin,,67,55
206,2,2:42.0,D. Bembry makes 2-pt layup from 1 ft (assist by K. Huerter),,69,55
207,2,2:28.0,,Personal foul by V. Carter (drawn by K. Towns),69,55
208,2,2:28.0,,K. Towns makes free throw 1 of 2,69,56
209,2,2:28.0,,K. Towns misses free throw 2 of 2,69,56
210,2,2:24.0,Defensive rebound by K. Huerter,,69,56
211,2,2:06.0,K. Huerter misses 3-pt jump shot from 23 ft,,69,56
212,2,2:03.0,,Defensive rebound by K. Towns,69,56
213,2,2:01.0,,Turnover by K. Towns (bad pass),69,56
214,2,1:47.0,Turnover by V. Carter (bad pass; steal by T. Gibson),,69,56
215,2,1:44.0,,Turnover by R. Covington (offensive foul),69,56
216,2,1:44.0,,Offensive foul by R. Covington (drawn by J. Lin),69,56
217,2,1:44.0,J. Collins enters the game for V. Carter,,69,56
218,2,1:44.0,,T. Jones enters the game for R. Covington,69,56
219,2,1:26.0,J. Collins misses 3-pt jump shot from 23 ft,,69,56
220,2,1:25.0,,Defensive rebound by A. Wiggins,69,56
221,2,1:16.0,,A. Wiggins misses 2-pt layup at rim,69,56
222,2,1:15.0,,Offensive rebound by K. Towns,69,56
223,2,1:15.0,,Shooting foul by K. Huerter (drawn by K. Towns),69,56
224,2,1:15.0,,K. Towns makes free throw 1 of 2,69,57
225,2,1:15.0,,K. Towns makes free throw 2 of 2,69,58
226,2,1:03.0,Turnover by A. Poythress (traveling),,69,58
227,2,0:50.0,,D. Rose misses 2-pt jump shot from 12 ft,69,58
228,2,0:48.0,Defensive rebound by D. Bembry,,69,58
229,2,0:45.0,A. Poythress misses 2-pt layup from 1 ft,,69,58
230,2,0:42.0,Offensive rebound by J. Collins,,69,58
231,2,0:41.0,J. Collins makes 2-pt layup from 1 ft,,71,58
232,2,0:33.0,,K. Towns misses 2-pt layup from 1 ft,71,58
233,2,0:31.0,Defensive rebound by K. Huerter,,71,58
234,2,0:21.0,J. Lin misses 2-pt layup from 1 ft (block by A. Wiggins),,71,58
235,2,0:18.0,,Defensive rebound by K. Towns,71,58
236,2,0:03.0,,D. Rose misses 2-pt jump shot from 7 ft,71,58
237,2,0:02.0,,Offensive rebound by Team,71,58
238,2,0:02.0,Loose ball foul by J. Lin (drawn by K. Towns),,71,58
239,2,0:02.0,,K. Towns makes free throw 1 of 2,71,59
240,2,0:02.0,,K. Towns misses free throw 2 of 2,71,59
241,2,0:01.0,Defensive rebound by J. Collins,,71,59
242,2,0:00.0,J. Collins misses 3-pt jump shot from 73 ft,,71,59
243,2,0:00.0,Offensive rebound by Team,,71,59
244,3,11:47.0,K. Huerter misses 3-pt jump shot from 23 ft,,71,59
245,3,11:44.0,,Defensive rebound by K. Towns,71,59
246,3,11:38.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by D. Rose),71,62
247,3,11:16.0,T. Young makes 2-pt layup from 1 ft (assist by K. Bazemore),,73,62
248,3,10:59.0,,Turnover by K. Towns (bad pass; steal by K. Huerter),73,62
249,3,10:52.0,J. Collins makes 2-pt dunk from 2 ft (assist by T. Young),,75,62
250,3,10:52.0,,Minnesota full timeout,75,62
251,3,10:38.0,,D. Rose misses 2-pt jump shot from 5 ft,75,62
252,3,10:35.0,Defensive rebound by D. Dedmon,,75,62
253,3,10:30.0,D. Dedmon makes 3-pt jump shot from 25 ft (assist by K. Huerter),,78,62
254,3,10:11.0,,A. Wiggins misses 2-pt jump shot from 12 ft,78,62
255,3,10:09.0,,Offensive rebound by K. Towns,78,62
256,3,10:07.0,,K. Towns makes 2-pt jump shot from 7 ft,78,64
257,3,9:48.0,J. Collins misses 2-pt jump shot from 8 ft,,78,64
258,3,9:45.0,,Defensive rebound by K. Towns,78,64
259,3,9:41.0,,Personal foul by T. Young (drawn by D. Rose),78,64
260,3,9:35.0,,Turnover by D. Rose (bad pass; steal by T. Young),78,64
261,3,9:29.0,K. Bazemore misses 3-pt jump shot from 23 ft,,78,64
262,3,9:27.0,,Defensive rebound by Team,78,64
263,3,9:27.0,Loose ball foul by J. Collins (drawn by T. Gibson),,78,64
264,3,9:13.0,,K. Towns makes 2-pt dunk from 1 ft (assist by D. Rose),78,66
265,3,8:58.0,Turnover by K. Huerter (bad pass; steal by K. Towns),,78,66
266,3,8:53.0,,D. Rose makes 2-pt layup from 2 ft (assist by K. Towns),78,68
267,3,8:53.0,Atlanta full timeout,,78,68
268,3,8:53.0,D. Bembry enters the game for K. Huerter,,78,68
269,3,8:42.0,Turnover by T. Young (lost ball; steal by D. Rose),,78,68
270,3,8:32.0,,R. Covington misses 3-pt jump shot from 23 ft,78,68
271,3,8:27.0,Defensive rebound by D. Bembry,,78,68
272,3,8:11.0,D. Dedmon misses 3-pt jump shot from 23 ft,,78,68
273,3,8:08.0,Offensive rebound by D. Dedmon,,78,68
274,3,8:07.0,Turnover by D. Dedmon (lost ball; steal by R. Covington),,78,68
275,3,7:58.0,,K. Towns makes 2-pt hook shot from 3 ft (assist by D. Rose),78,70
276,3,7:41.0,D. Bembry misses 2-pt layup from 4 ft,,78,70
277,3,7:39.0,,Defensive rebound by T. Gibson,78,70
278,3,7:36.0,,D. Rose misses 2-pt layup from 2 ft,78,70
279,3,7:32.0,Defensive rebound by D. Dedmon,,78,70
280,3,7:21.0,Personal foul by R. Covington (drawn by D. Bembry),,78,70
281,3,7:21.0,J. Anderson enters the game for K. Bazemore,,78,70
282,3,7:17.0,Turnover by J. Collins (traveling),,78,70
283,3,7:05.0,,A. Wiggins makes 2-pt jump shot from 9 ft (assist by D. Rose),78,72
284,3,6:51.0,T. Young makes 2-pt layup from 2 ft,,80,72
285,3,6:35.0,,K. Towns misses 3-pt jump shot from 26 ft,80,72
286,3,6:34.0,,Offensive rebound by R. Covington,80,72
287,3,6:33.0,,R. Covington makes 2-pt layup from 1 ft,80,74
288,3,6:16.0,D. Dedmon makes 3-pt jump shot from 26 ft (assist by T. Young),,83,74
289,3,6:02.0,,K. Towns makes 2-pt dunk at rim (assist by R. Covington),83,76
290,3,5:48.0,Personal foul by D. Rose (drawn by T. Young),,83,76
291,3,5:43.0,,Violation by Team (kicked ball),83,76
292,3,5:38.0,D. Bembry misses 3-pt jump shot from 25 ft,,83,76
293,3,5:34.0,Offensive rebound by D. Dedmon,,83,76
294,3,5:32.0,D. Dedmon misses 2-pt jump shot from 5 ft (block by R. Covington),,83,76
295,3,5:31.0,,Defensive rebound by T. Gibson,83,76
296,3,5:23.0,,D. Rose makes 2-pt layup from 1 ft,83,78
297,3,5:21.0,Atlanta full timeout,,83,78
298,3,5:08.0,T. Young misses 2-pt jump shot from 16 ft,,83,78
299,3,5:05.0,,Defensive rebound by T. Gibson,83,78
300,3,4:49.0,,A. Wiggins makes 2-pt jump shot from 5 ft (assist by K. Towns),83,80
301,3,4:28.0,D. Dedmon makes 3-pt jump shot from 24 ft (assist by T. Young),,86,80
302,3,4:05.0,,Personal foul by J. Anderson (drawn by K. Towns),86,80
303,3,4:05.0,J. Lin enters the game for T. Young,,86,80
304,3,3:55.0,,D. Rose misses 3-pt jump shot from 26 ft,86,80
305,3,3:52.0,Defensive rebound by D. Dedmon,,86,80
306,3,3:40.0,Personal foul by D. Rose (drawn by J. Lin),,86,80
307,3,3:40.0,A. Poythress enters the game for D. Dedmon,,86,80
308,3,3:40.0,,T. Jones enters the game for D. Rose,86,80
309,3,3:29.0,J. Anderson misses 3-pt jump shot from 25 ft,,86,80
310,3,3:26.0,,Defensive rebound by T. Gibson,86,80
311,3,3:17.0,,R. Covington makes 2-pt jump shot from 11 ft,86,82
312,3,3:03.0,J. Collins misses 2-pt layup from 2 ft (block by A. Wiggins),,86,82
313,3,3:03.0,,Defensive rebound by Team,86,82
314,3,3:03.0,V. Carter enters the game for J. Collins,,86,82
315,3,2:49.0,,K. Towns misses 2-pt layup from 2 ft (block by A. Poythress),86,82
316,3,2:48.0,,Offensive rebound by K. Towns,86,82
317,3,2:47.0,,K. Towns misses 2-pt layup from 4 ft (block by J. Anderson),86,82
318,3,2:46.0,Defensive rebound by D. Bembry,,86,82
319,3,2:40.0,D. Bembry misses 2-pt layup from 2 ft,,86,82
320,3,2:38.0,,Defensive rebound by A. Wiggins,86,82
321,3,2:32.0,,A. Wiggins makes 2-pt jump shot from 10 ft,86,84
322,3,2:04.0,Turnover by Team (shot clock),,86,84
323,3,2:04.0,K. Huerter enters the game for D. Bembry,,86,84
324,3,1:45.0,,A. Wiggins misses 2-pt jump shot from 22 ft,86,84
325,3,1:44.0,Defensive rebound by J. Lin,,86,84
326,3,1:43.0,Personal foul by K. Towns (drawn by A. Poythress),,86,84
327,3,1:36.0,Personal foul by T. Jones (drawn by J. Lin),,86,84
328,3,1:36.0,J. Lin misses free throw 1 of 2,,86,84
329,3,1:36.0,Offensive rebound by Team,,86,84
330,3,1:36.0,J. Lin makes free throw 2 of 2,,87,84
331,3,1:21.0,,Shooting foul by K. Huerter (drawn by R. Covington),87,84
332,3,1:21.0,,R. Covington misses free throw 1 of 3,87,84
333,3,1:21.0,,Offensive rebound by Team,87,84
334,3,1:21.0,,R. Covington makes free throw 2 of 3,87,85
335,3,1:21.0,,R. Covington makes free throw 3 of 3,87,86
336,3,1:04.0,K. Huerter makes 2-pt layup from 2 ft (assist by J. Lin),,89,86
337,3,0:42.0,,Turnover by T. Gibson (lost ball; steal by V. Carter),89,86
338,3,0:36.0,Offensive foul by A. Poythress (drawn by T. Jones),,89,86
339,3,0:36.0,Turnover by A. Poythress (offensive foul),,89,86
340,3,0:25.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by T. Jones),89,89
341,3,0:04.0,J. Lin misses 2-pt layup from 2 ft,,89,89
342,3,0:02.0,Offensive rebound by J. Anderson,,89,89
343,3,0:01.0,J. Anderson misses 2-pt jump shot from 8 ft (block by R. Covington),,89,89
344,3,0:01.0,Offensive rebound by J. Anderson,,89,89
345,3,0:00.0,J. Anderson misses 2-pt jump shot from 15 ft,,89,89
346,3,0:00.0,,Defensive rebound by K. Towns,89,89
347,4,11:43.0,,T. Jones misses 2-pt jump shot from 8 ft,89,89
348,4,11:41.0,Defensive rebound by J. Collins,,89,89
349,4,11:28.0,A. Poythress misses 2-pt jump shot from 19 ft,,89,89
350,4,11:26.0,,Defensive rebound by D. Šarić,89,89
351,4,11:18.0,,D. Rose makes 3-pt jump shot from 26 ft,89,92
352,4,11:04.0,Personal foul by G. Dieng (drawn by A. Poythress),,89,92
353,4,11:00.0,T. Young makes 2-pt jump shot from 8 ft (assist by J. Collins),,91,92
354,4,10:43.0,,D. Šarić misses 2-pt jump shot from 21 ft,91,92
355,4,10:40.0,,Offensive rebound by A. Wiggins,91,92
356,4,10:40.0,,Shooting foul by A. Poythress (drawn by A. Wiggins),91,92
357,4,10:40.0,,A. Wiggins misses free throw 1 of 2,91,92
358,4,10:40.0,,Offensive rebound by Team,91,92
359,4,10:40.0,,A. Wiggins misses free throw 2 of 2,91,92
360,4,10:40.0,Defensive rebound by T. Young,,91,92
361,4,10:29.0,K. Bazemore misses 2-pt layup from 3 ft,,91,92
362,4,10:28.0,Offensive rebound by J. Collins,,91,92
363,4,10:27.0,Shooting foul by G. Dieng (drawn by J. Collins),,91,92
364,4,10:27.0,,R. Covington enters the game for A. Wiggins,91,92
365,4,10:27.0,J. Collins makes free throw 1 of 2,,92,92
366,4,10:27.0,J. Collins misses free throw 2 of 2,,92,92
367,4,10:27.0,,Defensive rebound by D. Šarić,92,92
368,4,10:16.0,,D. Rose misses 2-pt layup from 1 ft (block by A. Poythress),92,92
369,4,10:15.0,,Offensive rebound by Team,92,92
370,4,10:07.0,,R. Covington misses 3-pt jump shot from 26 ft,92,92
371,4,10:06.0,Defensive rebound by D. Bembry,,92,92
372,4,10:06.0,Personal foul by G. Dieng (drawn by D. Bembry),,92,92
373,4,9:57.0,K. Bazemore misses 2-pt jump shot from 18 ft,,92,92
374,4,9:54.0,Offensive rebound by J. Collins,,92,92
375,4,9:48.0,Turnover by K. Bazemore (bad pass; steal by G. Dieng),,92,92
376,4,9:44.0,,Shooting foul by D. Bembry (drawn by R. Covington),92,92
377,4,9:44.0,,R. Covington makes free throw 1 of 2,92,93
378,4,9:44.0,D. Dedmon enters the game for J. Collins,,92,93
379,4,9:44.0,,R. Covington misses free throw 2 of 2,92,93
380,4,9:42.0,Defensive rebound by D. Dedmon,,92,93
381,4,9:21.0,K. Bazemore misses 3-pt jump shot from 23 ft,,92,93
382,4,9:19.0,,Defensive rebound by G. Dieng,92,93
383,4,9:13.0,,D. Rose makes 2-pt layup from 1 ft (assist by G. Dieng),92,95
