,QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
240,3,9:17.0,Personal foul by P. Siakam (drawn by J. Isaac),,49,73
241,3,9:10.0,N. Vučević makes 2-pt dunk from 1 ft (assist by D. Augustin),,51,73
242,3,8:58.0,,K. Leonard misses 2-pt jump shot from 18 ft,51,73
243,3,8:56.0,Defensive rebound by N. Vučević,,51,73
244,3,8:45.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by N. Vučević),,54,73
245,3,8:32.0,,K. Lowry misses 2-pt layup from 1 ft,54,73
246,3,8:30.0,Defensive rebound by J. Isaac,,54,73
247,3,8:27.0,E. Fournier misses 3-pt jump shot from 25 ft,,54,73
248,3,8:23.0,,Defensive rebound by D. Green,54,73
249,3,8:13.0,,P. Siakam misses 2-pt hook shot from 1 ft,54,73
250,3,8:11.0,Defensive rebound by E. Fournier,,54,73
251,3,8:07.0,E. Fournier makes 2-pt jump shot from 7 ft,,56,73
252,3,8:07.0,,Toronto full timeout,56,73
253,3,7:54.0,,K. Leonard makes 3-pt jump shot from 22 ft (assist by P. Siakam),56,76
254,3,7:32.0,Turnover by J. Isaac (traveling),,56,76
255,3,7:23.0,,Turnover by K. Leonard (lost ball; steal by A. Gordon),56,76
256,3,7:19.0,Shooting foul by D. Green (drawn by A. Gordon),,56,76
257,3,7:19.0,A. Gordon makes free throw 1 of 2,,57,76
258,3,7:19.0,A. Gordon makes free throw 2 of 2,,58,76
259,3,7:05.0,,P. Siakam makes 2-pt hook shot from 6 ft,58,78
260,3,6:51.0,D. Augustin misses 3-pt jump shot from 24 ft,,58,78
261,3,6:49.0,,Defensive rebound by D. Green,58,78
262,3,6:34.0,,K. Leonard makes 2-pt layup from 1 ft (assist by M. Gasol),58,80
263,3,6:06.0,A. Gordon misses 3-pt jump shot from 26 ft,,58,80
264,3,6:05.0,Offensive rebound by Team,,58,80
265,3,6:05.0,Turnover by Team (shot clock),,58,80
266,3,5:55.0,,P. Siakam makes 2-pt dunk at rim (assist by K. Lowry),58,82
267,3,5:55.0,Orlando full timeout,,58,82
268,3,5:55.0,T. Ross enters the game for J. Isaac,,58,82
269,3,5:43.0,T. Ross misses 3-pt jump shot from 26 ft,,58,82
270,3,5:39.0,Offensive rebound by N. Vučević,,58,82
271,3,5:39.0,N. Vučević misses 2-pt layup from 1 ft,,58,82
272,3,5:37.0,Offensive rebound by N. Vučević,,58,82
273,3,5:37.0,N. Vučević misses 2-pt layup from 1 ft,,58,82
274,3,5:37.0,,Defensive rebound by M. Gasol,58,82
275,3,5:19.0,,P. Siakam makes 2-pt jump shot from 3 ft,58,84
276,3,5:19.0,Violation by Team (def goaltending),,58,84
277,3,5:03.0,N. Vučević misses 2-pt jump shot from 19 ft,,58,84
278,3,5:01.0,,Defensive rebound by D. Green,58,84
279,3,4:51.0,,K. Lowry makes 2-pt hook shot from 3 ft,58,86
280,3,4:35.0,Turnover by E. Fournier (traveling),,58,86
281,3,4:25.0,,Turnover by M. Gasol (bad pass),58,86
282,3,4:17.0,Personal foul by K. Leonard (drawn by A. Gordon),,58,86
283,3,4:09.0,A. Gordon misses 3-pt jump shot from 23 ft,,58,86
284,3,4:06.0,,Defensive rebound by M. Gasol,58,86
285,3,4:03.0,,K. Leonard makes 2-pt dunk from 1 ft (assist by K. Lowry),58,88
286,3,3:51.0,Personal foul by M. Gasol (drawn by N. Vučević),,58,88
287,3,3:51.0,M. Carter-Williams enters the game for E. Fournier,,58,88
288,3,3:51.0,J. Isaac enters the game for A. Gordon,,58,88
289,3,3:40.0,N. Vučević makes 2-pt layup from 2 ft,,60,88
290,3,3:28.0,,M. Gasol misses 2-pt jump shot from 10 ft,60,88
291,3,3:26.0,Defensive rebound by J. Isaac,,60,88
292,3,3:20.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,63,88
293,3,2:53.0,,P. Siakam misses 2-pt jump shot from 17 ft,63,88
294,3,2:51.0,Defensive rebound by N. Vučević,,63,88
295,3,2:46.0,Personal foul by K. Lowry (drawn by M. Carter-Williams),,63,88
296,3,2:46.0,M. Carter-Williams makes free throw 1 of 2,,64,88
297,3,2:46.0,,S. Ibaka enters the game for M. Gasol,64,88
298,3,2:46.0,,F. VanVleet enters the game for K. Lowry,64,88
299,3,2:46.0,M. Carter-Williams makes free throw 2 of 2,,65,88
300,3,2:36.0,,Shooting foul by M. Carter-Williams (drawn by P. Siakam),65,88
301,3,2:36.0,,P. Siakam makes free throw 1 of 2,65,89
302,3,2:36.0,E. Fournier enters the game for D. Augustin,,65,89
303,3,2:36.0,,N. Powell enters the game for K. Leonard,65,89
304,3,2:36.0,,P. Siakam makes free throw 2 of 2,65,90
305,3,2:21.0,T. Ross makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,68,90
306,3,2:04.0,,S. Ibaka makes 2-pt hook shot from 4 ft (assist by F. VanVleet),68,92
307,3,1:40.0,M. Carter-Williams misses 2-pt jump shot from 12 ft,,68,92
308,3,1:38.0,,Defensive rebound by P. Siakam,68,92
309,3,1:23.0,,D. Green makes 3-pt jump shot from 24 ft (assist by F. VanVleet),68,95
310,3,1:07.0,Turnover by M. Carter-Williams (lost ball; steal by D. Green),,68,95
311,3,1:03.0,,N. Powell makes 2-pt dunk from 1 ft (assist by F. VanVleet),68,97
312,3,0:49.0,T. Ross misses 3-pt jump shot from 25 ft,,68,97
313,3,0:46.0,,Defensive rebound by D. Green,68,97
314,3,0:36.0,,P. Siakam makes 2-pt hook shot from 3 ft (assist by F. VanVleet),68,99
315,3,0:14.0,Shooting foul by S. Ibaka (drawn by M. Carter-Williams),,68,99
316,3,0:14.0,M. Carter-Williams makes free throw 1 of 2,,69,99
317,3,0:14.0,,J. Meeks enters the game for D. Green,69,99
318,3,0:14.0,M. Carter-Williams makes free throw 2 of 2,,70,99
319,3,0:02.0,,F. VanVleet misses 3-pt jump shot from 24 ft,70,99
320,3,0:02.0,Defensive rebound by N. Vučević,,70,99
321,4,11:46.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by F. VanVleet),70,101
322,4,11:30.0,M. Carter-Williams makes 2-pt layup from 3 ft,,72,101
323,4,11:30.0,Shooting foul by J. Meeks (drawn by M. Carter-Williams),,72,101
324,4,11:30.0,M. Carter-Williams makes free throw 1 of 1,,73,101
325,4,11:07.0,,P. Siakam misses 2-pt jump shot from 19 ft,73,101
326,4,11:06.0,Defensive rebound by T. Ross,,73,101
327,4,10:52.0,M. Carter-Williams misses 2-pt jump shot from 13 ft,,73,101
328,4,10:51.0,Offensive rebound by Team,,73,101
329,4,10:51.0,,Loose ball foul by F. VanVleet (drawn by A. Gordon),73,101
330,4,10:45.0,Turnover by T. Ross (bad pass; steal by S. Ibaka),,73,101
331,4,10:41.0,,Shooting foul by E. Fournier (drawn by P. Siakam),73,101
332,4,10:41.0,,P. Siakam makes free throw 1 of 2,73,102
333,4,10:41.0,,P. Siakam makes free throw 2 of 2,73,103
334,4,10:31.0,A. Gordon makes 2-pt jump shot from 3 ft,,75,103
335,4,10:31.0,Shooting foul by S. Ibaka (drawn by A. Gordon),,75,103
336,4,10:31.0,,K. Leonard enters the game for P. Siakam,75,103
337,4,10:31.0,A. Gordon misses free throw 1 of 1,,75,103
338,4,10:29.0,,Defensive rebound by S. Ibaka,75,103
339,4,10:12.0,,Turnover by F. VanVleet (lost ball; steal by M. Carter-Williams),75,103
340,4,10:01.0,A. Gordon misses 3-pt jump shot from 25 ft,,75,103
341,4,9:58.0,,Defensive rebound by N. Powell,75,103
342,4,9:39.0,,S. Ibaka misses 2-pt jump shot from 13 ft,75,103
343,4,9:39.0,Defensive rebound by Team,,75,103
344,4,9:17.0,A. Gordon misses 2-pt layup from 3 ft,,75,103
345,4,9:14.0,Offensive rebound by A. Gordon,,75,103
346,4,9:14.0,A. Gordon misses 2-pt layup from 1 ft,,75,103
347,4,9:13.0,Offensive rebound by A. Gordon,,75,103
348,4,9:13.0,A. Gordon misses 2-pt layup from 1 ft,,75,103
349,4,9:11.0,Offensive rebound by A. Gordon,,75,103
350,4,9:10.0,E. Fournier misses 3-pt jump shot from 25 ft,,75,103
351,4,9:08.0,,Defensive rebound by K. Leonard,75,103
352,4,9:02.0,,Personal foul by M. Carter-Williams (drawn by N. Powell),75,103
353,4,8:55.0,,J. Meeks makes 2-pt layup from 1 ft (assist by F. VanVleet),75,105
354,4,8:43.0,Offensive foul by T. Ross (drawn by F. VanVleet),,75,105
355,4,8:43.0,Turnover by T. Ross (offensive foul),,75,105
356,4,8:27.0,,N. Powell misses 2-pt hook shot from 4 ft (block by K. Birch),75,105
357,4,8:24.0,Defensive rebound by E. Fournier,,75,105
358,4,8:14.0,A. Gordon misses 2-pt jump shot from 10 ft,,75,105
359,4,8:09.0,,Defensive rebound by K. Leonard,75,105
360,4,8:05.0,,Personal foul by E. Fournier (drawn by K. Leonard),75,105
361,4,8:05.0,,P. McCaw enters the game for K. Leonard,75,105
362,4,7:58.0,,N. Powell misses 2-pt jump shot from 2 ft (block by K. Birch),75,105
363,4,7:55.0,,Offensive rebound by N. Powell,75,105
364,4,7:52.0,,F. VanVleet misses 3-pt jump shot from 25 ft,75,105
365,4,7:50.0,,Offensive rebound by S. Ibaka,75,105
366,4,7:48.0,,S. Ibaka misses 2-pt hook shot from 9 ft,75,105
367,4,7:45.0,Defensive rebound by E. Fournier,,75,105
368,4,7:34.0,K. Birch misses 2-pt layup from 6 ft (block by J. Meeks),,75,105
369,4,7:30.0,,Defensive rebound by J. Meeks,75,105
370,4,7:29.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by N. Powell),75,107
371,4,7:29.0,Orlando full timeout,,75,107
372,4,7:26.0,A. Gordon misses 2-pt jump shot from 20 ft,,75,107
373,4,7:26.0,,Defensive rebound by N. Powell,75,107
374,4,7:11.0,,Shooting foul by K. Birch (drawn by J. Meeks),75,107
375,4,7:11.0,,J. Meeks misses free throw 1 of 2,75,107
376,4,7:11.0,,Offensive rebound by Team,75,107
377,4,7:11.0,,J. Meeks makes free throw 2 of 2,75,108
378,4,6:52.0,M. Carter-Williams misses 2-pt jump shot from 7 ft,,75,108
