,QUARTER,TIME_REMAINING,INDIANA_ACTION,BOSTON_ACTION,INDIANA_SCORE,BOSTON_SCORE
49,1,4:46.0,Turnover by D. Collison (offensive foul),,22,15
50,1,4:46.0,C. Joseph enters the game for B. Bogdanović,,22,15
51,1,4:38.0,,K. Irving misses 2-pt layup from 2 ft,22,15
52,1,4:37.0,,Offensive rebound by D. Theis,22,15
53,1,4:36.0,,Shooting foul by D. Collison (drawn by D. Theis),22,15
54,1,4:36.0,,D. Theis makes free throw 1 of 2,22,16
55,1,4:36.0,D. McDermott enters the game for D. Collison,,22,16
56,1,4:36.0,D. Sabonis enters the game for T. Young,,22,16
57,1,4:36.0,,J. Tatum enters the game for J. Brown,22,16
58,1,4:36.0,,D. Theis makes free throw 2 of 2,22,17
59,1,4:23.0,D. McDermott makes 2-pt layup from 2 ft (assist by D. Sabonis),,24,17
60,1,4:03.0,,K. Irving makes 2-pt jump shot from 13 ft,24,19
61,1,3:48.0,,Violation by Team (kicked ball),24,19
62,1,3:48.0,,A. Horford enters the game for D. Theis,24,19
63,1,3:34.0,T. Evans makes 3-pt jump shot from 28 ft (assist by D. McDermott),,27,19
64,1,3:11.0,,M. Morris misses 3-pt jump shot from 25 ft,27,19
65,1,3:09.0,Defensive rebound by D. McDermott,,27,19
66,1,2:59.0,D. McDermott misses 3-pt jump shot from 28 ft,,27,19
67,1,2:57.0,,Defensive rebound by M. Morris,27,19
68,1,2:49.0,,M. Morris misses 2-pt jump shot from 17 ft,27,19
69,1,2:47.0,Defensive rebound by T. Evans,,27,19
70,1,2:40.0,M. Turner misses 3-pt jump shot from 27 ft,,27,19
71,1,2:36.0,,Defensive rebound by M. Morris,27,19
72,1,2:31.0,,J. Tatum makes 3-pt jump shot from 25 ft (assist by K. Irving),27,22
73,1,2:29.0,Indiana full timeout,,27,22
74,1,2:29.0,A. Holiday enters the game for M. Turner,,27,22
75,1,2:29.0,,T. Rozier enters the game for K. Irving,27,22
76,1,2:09.0,Turnover by T. Evans (out of bounds lost ball),,27,22
77,1,1:48.0,,G. Hayward makes 3-pt jump shot from 28 ft (assist by T. Rozier),27,25
78,1,1:35.0,T. Evans misses 3-pt jump shot from 26 ft,,27,25
79,1,1:33.0,,Defensive rebound by G. Hayward,27,25
80,1,1:26.0,,T. Rozier makes 2-pt layup from 1 ft,27,27
81,1,1:16.0,Shooting foul by A. Horford (drawn by D. McDermott),,27,27
82,1,1:16.0,D. McDermott makes free throw 1 of 2,,28,27
83,1,1:16.0,D. McDermott makes free throw 2 of 2,,29,27
84,1,1:02.0,,G. Hayward makes 2-pt jump shot from 9 ft,29,29
85,1,0:54.0,C. Joseph makes 2-pt layup from 1 ft,,31,29
86,1,0:46.0,,T. Rozier misses 3-pt jump shot from 24 ft,31,29
87,1,0:44.0,Defensive rebound by D. Sabonis,,31,29
88,1,0:33.0,D. Sabonis misses 2-pt hook shot from 7 ft (block by A. Horford),,31,29
89,1,0:30.0,,Defensive rebound by G. Hayward,31,29
90,1,0:25.0,,Turnover by G. Hayward (lost ball; steal by D. Sabonis),31,29
91,1,0:21.0,A. Holiday makes 2-pt layup from 2 ft,,33,29
92,2,11:48.0,A. Holiday misses 2-pt jump shot from 18 ft,,33,29
93,2,11:46.0,,Defensive rebound by J. Tatum,33,29
94,2,11:24.0,,T. Rozier misses 3-pt jump shot from 25 ft,33,29
95,2,11:21.0,Defensive rebound by Team,,33,29
96,2,11:06.0,T. Evans makes 2-pt layup at rim,,35,29
97,2,10:43.0,,Turnover by A. Horford (bad pass; steal by C. Joseph),35,29
98,2,10:31.0,C. Joseph makes 2-pt layup from 1 ft (assist by D. Sabonis),,37,29
99,2,10:15.0,,G. Hayward misses 2-pt layup from 1 ft,37,29
100,2,10:14.0,,Offensive rebound by Team,37,29
101,2,10:14.0,,A. Baynes enters the game for G. Hayward,37,29
102,2,10:14.0,,K. Irving enters the game for A. Horford,37,29
103,2,10:07.0,,J. Tatum makes 2-pt dunk from 2 ft (assist by K. Irving),37,31
104,2,9:55.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,37,31
105,2,9:53.0,,Defensive rebound by A. Baynes,37,31
106,2,9:41.0,,Personal foul by T. Evans (drawn by M. Morris),37,31
107,2,9:32.0,,J. Tatum misses 3-pt jump shot from 26 ft,37,31
108,2,9:30.0,Defensive rebound by T. Evans,,37,31
109,2,9:22.0,A. Holiday misses 3-pt jump shot from 25 ft,,37,31
110,2,9:20.0,,Defensive rebound by K. Irving,37,31
111,2,9:07.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by T. Rozier),37,34
112,2,8:58.0,Indiana full timeout,,37,34
113,2,8:58.0,D. Collison enters the game for T. Evans,,37,34
114,2,8:58.0,T. Young enters the game for A. Holiday,,37,34
115,2,8:42.0,Shooting foul by A. Baynes (drawn by D. Sabonis),,37,34
116,2,8:42.0,D. Sabonis makes free throw 1 of 2,,38,34
117,2,8:42.0,D. Sabonis misses free throw 2 of 2,,38,34
118,2,8:42.0,,Defensive rebound by A. Baynes,38,34
119,2,8:26.0,,K. Irving makes 2-pt jump shot from 10 ft,38,36
120,2,8:10.0,T. Young misses 3-pt jump shot from 24 ft,,38,36
121,2,8:07.0,,Defensive rebound by M. Morris,38,36
122,2,7:49.0,,M. Morris misses 2-pt jump shot from 9 ft,38,36
123,2,7:47.0,Defensive rebound by T. Young,,38,36
124,2,7:34.0,B. Bogdanović makes 2-pt jump shot from 13 ft,,40,36
125,2,7:22.0,,T. Rozier misses 2-pt jump shot from 10 ft,40,36
126,2,7:21.0,Defensive rebound by D. Sabonis,,40,36
127,2,7:10.0,D. Collison misses 2-pt jump shot from 14 ft,,40,36
128,2,7:08.0,,Defensive rebound by J. Tatum,40,36
129,2,6:52.0,,J. Tatum misses 2-pt layup from 1 ft,40,36
130,2,6:45.0,Defensive rebound by D. Sabonis,,40,36
131,2,6:37.0,B. Bogdanović misses 2-pt layup from 2 ft (block by K. Irving),,40,36
132,2,6:34.0,Offensive rebound by B. Bogdanović,,40,36
133,2,6:34.0,C. Joseph misses 3-pt jump shot from 27 ft,,40,36
134,2,6:32.0,,Defensive rebound by T. Rozier,40,36
135,2,6:25.0,,K. Irving makes 2-pt jump shot from 18 ft,40,38
136,2,6:00.0,D. Collison misses 2-pt jump shot from 18 ft,,40,38
137,2,5:57.0,,Defensive rebound by T. Rozier,40,38
138,2,5:53.0,,M. Morris misses 3-pt jump shot from 25 ft,40,38
139,2,5:51.0,Defensive rebound by D. Sabonis,,40,38
140,2,5:47.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,40,38
141,2,5:45.0,,Defensive rebound by T. Rozier,40,38
142,2,5:38.0,,Boston full timeout,40,38
143,2,5:38.0,W. Matthews enters the game for B. Bogdanović,,40,38
144,2,5:38.0,M. Turner enters the game for D. Sabonis,,40,38
145,2,5:38.0,,J. Brown enters the game for M. Morris,40,38
146,2,5:38.0,,G. Hayward enters the game for T. Rozier,40,38
147,2,5:38.0,,A. Horford enters the game for J. Tatum,40,38
148,2,5:33.0,,Turnover by G. Hayward (step out of bounds),40,38
149,2,5:19.0,T. Young misses 3-pt jump shot from 26 ft,,40,38
150,2,5:17.0,,Defensive rebound by K. Irving,40,38
151,2,5:11.0,,K. Irving misses 3-pt jump shot from 27 ft,40,38
152,2,5:08.0,Defensive rebound by T. Young,,40,38
153,2,4:50.0,T. Young makes 2-pt jump shot from 21 ft (assist by W. Matthews),,42,38
154,2,4:36.0,,Turnover by K. Irving (bad pass; steal by T. Young),42,38
155,2,4:33.0,T. Young makes 2-pt dunk from 1 ft,,44,38
156,2,4:14.0,,A. Horford misses 2-pt jump shot from 20 ft,44,38
157,2,4:13.0,Defensive rebound by C. Joseph,,44,38
158,2,4:02.0,Offensive foul by M. Turner (drawn by G. Hayward),,44,38
159,2,4:02.0,Turnover by M. Turner (offensive foul),,44,38
160,2,4:02.0,,D. Theis enters the game for A. Baynes,44,38
161,2,3:49.0,,J. Brown makes 2-pt layup from 2 ft (assist by A. Horford),44,40
162,2,3:28.0,T. Young misses 2-pt layup from 9 ft,,44,40
163,2,3:26.0,,Defensive rebound by G. Hayward,44,40
164,2,3:22.0,,Shooting foul by M. Turner (drawn by G. Hayward),44,40
165,2,3:22.0,,G. Hayward makes free throw 1 of 2,44,41
166,2,3:22.0,B. Bogdanović enters the game for C. Joseph,,44,41
167,2,3:22.0,,G. Hayward makes free throw 2 of 2,44,42
168,2,3:12.0,T. Young makes 2-pt jump shot from 7 ft (assist by D. Collison),,46,42
169,2,2:55.0,,K. Irving makes 2-pt jump shot from 11 ft,46,44
170,2,2:33.0,B. Bogdanović misses 2-pt layup from 7 ft,,46,44
171,2,2:31.0,,Defensive rebound by A. Horford,46,44
172,2,2:28.0,,Personal foul by T. Young (drawn by D. Theis),46,44
173,2,2:18.0,,K. Irving misses 2-pt layup from 1 ft,46,44
174,2,2:16.0,Defensive rebound by T. Young,,46,44
175,2,2:14.0,Personal foul by J. Brown (drawn by B. Bogdanović),,46,44
176,2,2:14.0,D. Sabonis enters the game for M. Turner,,46,44
177,2,2:14.0,,J. Tatum enters the game for J. Brown,46,44
178,2,2:02.0,T. Young misses 3-pt jump shot from 26 ft,,46,44
179,2,2:00.0,,Defensive rebound by K. Irving,46,44
180,2,1:44.0,,A. Horford misses 2-pt jump shot from 15 ft,46,44
181,2,1:43.0,,Offensive rebound by A. Horford,46,44
182,2,1:39.0,,J. Tatum makes 2-pt jump shot from 19 ft (assist by A. Horford),46,46
183,2,1:23.0,D. Collison makes 2-pt jump shot from 18 ft (assist by D. Sabonis),,48,46
184,2,1:01.0,,D. Theis makes 2-pt layup from 1 ft (assist by A. Horford),48,48
185,2,0:47.0,Turnover by B. Bogdanović (lost ball; steal by J. Tatum),,48,48
186,2,0:43.0,,J. Tatum makes 2-pt dunk from 1 ft,48,50
187,2,0:30.0,Shooting foul by A. Horford (drawn by T. Young),,48,50
188,2,0:30.0,T. Young makes free throw 1 of 2,,49,50
189,2,0:30.0,T. Evans enters the game for D. Collison,,49,50
190,2,0:30.0,C. Joseph enters the game for W. Matthews,,49,50
191,2,0:30.0,T. Young makes free throw 2 of 2,,50,50
192,2,0:14.0,,Personal foul by C. Joseph (drawn by K. Irving),50,50
193,2,0:01.0,,K. Irving makes 2-pt jump shot from 6 ft,50,52
194,3,11:45.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by M. Turner),,53,52
195,3,11:31.0,,Offensive foul by A. Baynes (drawn by W. Matthews),53,52
196,3,11:31.0,,Turnover by A. Baynes (offensive foul),53,52
197,3,11:15.0,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),,55,52
198,3,11:02.0,,J. Brown makes 2-pt jump shot from 13 ft (assist by A. Baynes),55,54
199,3,10:46.0,W. Matthews misses 3-pt jump shot from 26 ft,,55,54
200,3,10:43.0,Offensive rebound by D. Collison,,55,54
201,3,10:39.0,M. Turner makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,58,54
202,3,10:20.0,,K. Irving makes 2-pt layup from 2 ft,58,56
203,3,10:13.0,Personal foul by A. Baynes (drawn by T. Young),,58,56
204,3,10:07.0,B. Bogdanović makes 2-pt jump shot from 15 ft (assist by T. Young),,60,56
205,3,9:49.0,,J. Tatum makes 2-pt layup from 2 ft (assist by A. Baynes),60,58
206,3,9:31.0,W. Matthews misses 3-pt jump shot from 26 ft,,60,58
207,3,9:30.0,Offensive rebound by T. Young,,60,58
208,3,9:23.0,Personal foul by K. Irving (drawn by M. Turner),,60,58
209,3,9:23.0,Technical foul by B. Stevens,,60,58
210,3,9:23.0,B. Bogdanović misses technical free throw,,60,58
211,3,9:23.0,Offensive rebound by Team,,60,58
212,3,9:18.0,D. Collison misses 3-pt jump shot from 27 ft,,60,58
213,3,9:16.0,,Defensive rebound by J. Brown,60,58
214,3,8:57.0,,Turnover by A. Horford (bad pass; steal by B. Bogdanović),60,58
215,3,8:54.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,60,58
216,3,8:52.0,Offensive rebound by B. Bogdanović,,60,58
217,3,8:45.0,D. Collison makes 2-pt layup from 1 ft (assist by B. Bogdanović),,62,58
218,3,8:45.0,,Boston full timeout,62,58
219,3,8:45.0,,D. Theis enters the game for A. Baynes,62,58
220,3,8:26.0,,Turnover by J. Tatum (bad pass; steal by B. Bogdanović),62,58
221,3,8:16.0,M. Turner misses 3-pt jump shot from 26 ft,,62,58
222,3,8:14.0,,Defensive rebound by A. Horford,62,58
223,3,8:01.0,,J. Brown misses 3-pt jump shot from 23 ft,62,58
224,3,8:00.0,Defensive rebound by Team,,62,58
225,3,7:48.0,Personal foul by J. Brown (drawn by T. Young),,62,58
226,3,7:35.0,D. Collison makes 2-pt layup from 2 ft (assist by T. Young),,64,58
227,3,7:18.0,,D. Theis misses 2-pt layup from 1 ft (block by M. Turner),64,58
228,3,7:16.0,Defensive rebound by W. Matthews,,64,58
229,3,7:09.0,T. Young misses 3-pt jump shot from 23 ft,,64,58
230,3,7:07.0,,Defensive rebound by J. Brown,64,58
231,3,7:01.0,Violation by Team (kicked ball),,64,58
232,3,6:50.0,,K. Irving misses 3-pt jump shot from 23 ft,64,58
233,3,6:48.0,Defensive rebound by M. Turner,,64,58
234,3,6:36.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by M. Turner),,67,58
235,3,6:13.0,,J. Tatum misses 2-pt layup from 3 ft,67,58
236,3,6:11.0,Defensive rebound by W. Matthews,,67,58
237,3,6:06.0,D. Collison makes 3-pt jump shot from 25 ft,,70,58
238,3,5:48.0,,K. Irving misses 2-pt jump shot from 8 ft,70,58
239,3,5:47.0,Defensive rebound by B. Bogdanović,,70,58
240,3,5:33.0,Turnover by D. Collison (bad pass; steal by D. Theis),,70,58
241,3,5:27.0,,J. Tatum makes 2-pt layup from 2 ft (assist by K. Irving),70,60
242,3,5:27.0,Indiana full timeout,,70,60
243,3,5:27.0,,G. Hayward enters the game for J. Brown,70,60
244,3,5:27.0,,M. Morris enters the game for A. Horford,70,60
245,3,5:09.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,70,60
246,3,5:07.0,,Defensive rebound by D. Theis,70,60
247,3,4:54.0,,K. Irving misses 2-pt layup from 1 ft,70,60
248,3,4:52.0,Defensive rebound by W. Matthews,,70,60
249,3,4:40.0,B. Bogdanović misses 2-pt jump shot from 16 ft,,70,60
250,3,4:38.0,,Defensive rebound by K. Irving,70,60
251,3,4:27.0,,J. Tatum misses 2-pt layup from 2 ft (block by M. Turner),70,60
252,3,4:25.0,Defensive rebound by B. Bogdanović,,70,60
253,3,4:25.0,Personal take foul by K. Irving (drawn by B. Bogdanović),,70,60
254,3,4:25.0,T. Evans enters the game for B. Bogdanović,,70,60
255,3,4:25.0,D. Sabonis enters the game for T. Young,,70,60
256,3,4:12.0,W. Matthews misses 3-pt jump shot from 26 ft,,70,60
257,3,4:10.0,,Defensive rebound by M. Morris,70,60
258,3,4:06.0,,Turnover by M. Morris (bad pass; steal by T. Evans),70,60
259,3,4:02.0,T. Evans makes 2-pt layup from 1 ft,,72,60
260,3,3:47.0,,M. Morris misses 2-pt jump shot from 9 ft,72,60
261,3,3:45.0,Defensive rebound by T. Evans,,72,60
262,3,3:37.0,Turnover by T. Evans (bad pass),,72,60
263,3,3:37.0,,T. Rozier enters the game for J. Tatum,72,60
264,3,3:19.0,,K. Irving makes 2-pt layup from 1 ft,72,62
265,3,2:55.0,T. Evans misses 2-pt layup from 3 ft,,72,62
266,3,2:53.0,,Defensive rebound by T. Rozier,72,62
267,3,2:47.0,,M. Morris misses 3-pt jump shot from 26 ft,72,62
268,3,2:45.0,Defensive rebound by T. Evans,,72,62
269,3,2:24.0,Turnover by W. Matthews (out of bounds lost ball),,72,62
270,3,2:24.0,C. Joseph enters the game for D. Collison,,72,62
271,3,2:24.0,D. McDermott enters the game for W. Matthews,,72,62
272,3,2:24.0,,A. Horford enters the game for D. Theis,72,62
273,3,2:11.0,,K. Irving makes 3-pt jump shot from 27 ft,72,65
274,3,1:43.0,T. Evans makes 3-pt jump shot from 27 ft (assist by D. Sabonis),,75,65
275,3,1:29.0,,Turnover by T. Rozier (lost ball; steal by D. Sabonis),75,65
276,3,1:24.0,T. Evans misses 2-pt layup from 3 ft (block by K. Irving),,75,65
277,3,1:20.0,,Defensive rebound by A. Horford,75,65
278,3,1:12.0,,M. Morris misses 2-pt layup from 2 ft,75,65
279,3,1:11.0,Defensive rebound by D. Sabonis,,75,65
280,3,1:04.0,M. Turner makes 2-pt dunk from 1 ft (assist by D. Sabonis),,77,65
281,3,0:55.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by T. Rozier),77,68
282,3,0:32.0,T. Evans misses 2-pt layup from 2 ft,,77,68
283,3,0:30.0,,Defensive rebound by A. Horford,77,68
284,3,0:24.0,,G. Hayward misses 2-pt layup from 1 ft,77,68
285,3,0:21.0,,Offensive rebound by K. Irving,77,68
286,3,0:21.0,,K. Irving misses 2-pt layup from 2 ft,77,68
287,3,0:20.0,Defensive rebound by T. Evans,,77,68
288,3,0:02.0,C. Joseph makes 2-pt jump shot from 7 ft,,79,68
289,3,0:01.0,,M. Morris misses 3-pt jump shot from 35 ft,79,68
290,3,0:00.0,,Offensive rebound by Team,79,68
291,4,11:45.0,,A. Horford makes 2-pt hook shot from 6 ft,79,70
292,4,11:20.0,T. Evans makes 3-pt jump shot from 25 ft (assist by D. McDermott),,82,70
293,4,11:03.0,,Personal foul by C. Joseph (drawn by A. Horford),82,70
294,4,10:54.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by T. Rozier),82,72
295,4,10:27.0,B. Bogdanović misses 2-pt layup from 5 ft,,82,72
296,4,10:25.0,,Defensive rebound by G. Hayward,82,72
297,4,10:15.0,,J. Tatum misses 2-pt layup from 2 ft,82,72
298,4,10:14.0,,Offensive rebound by J. Tatum,82,72
299,4,10:13.0,,J. Tatum makes 2-pt layup at rim,82,74
300,4,9:50.0,Personal foul by J. Tatum (drawn by C. Joseph),,82,74
301,4,9:40.0,C. Joseph misses 2-pt jump shot from 16 ft,,82,74
302,4,9:38.0,,Defensive rebound by A. Horford,82,74
303,4,9:33.0,,Personal foul by D. Sabonis (drawn by A. Horford),82,74
304,4,9:33.0,,J. Brown enters the game for M. Morris,82,74
305,4,9:20.0,,A. Horford misses 2-pt jump shot from 11 ft,82,74
306,4,9:18.0,,Offensive rebound by J. Brown,82,74
307,4,9:08.0,,J. Tatum misses 2-pt jump shot from 15 ft,82,74
308,4,9:07.0,,Offensive rebound by T. Rozier,82,74
309,4,9:06.0,,T. Rozier makes 2-pt layup from 1 ft,82,76
310,4,8:46.0,Shooting foul by A. Horford (drawn by T. Evans),,82,76
311,4,8:46.0,T. Evans misses free throw 1 of 2,,82,76
312,4,8:46.0,Offensive rebound by Team,,82,76
313,4,8:46.0,T. Young enters the game for B. Bogdanović,,82,76
314,4,8:46.0,T. Evans misses free throw 2 of 2,,82,76
315,4,8:46.0,,Defensive rebound by G. Hayward,82,76
316,4,8:33.0,,J. Tatum makes 2-pt dunk from 1 ft (assist by T. Rozier),82,78
317,4,8:33.0,Indiana full timeout,,82,78
318,4,8:19.0,D. McDermott misses 3-pt jump shot from 27 ft,,82,78
319,4,8:17.0,,Defensive rebound by T. Rozier,82,78
320,4,8:01.0,,J. Brown misses 3-pt jump shot from 25 ft,82,78
321,4,7:59.0,Defensive rebound by T. Evans,,82,78
322,4,7:36.0,C. Joseph misses 2-pt layup from 4 ft,,82,78
323,4,7:35.0,Offensive rebound by Team,,82,78
324,4,7:35.0,Turnover by Team (shot clock),,82,78
325,4,7:35.0,B. Bogdanović enters the game for T. Evans,,82,78
326,4,7:35.0,D. Collison enters the game for C. Joseph,,82,78
327,4,7:35.0,W. Matthews enters the game for D. McDermott,,82,78
328,4,7:35.0,M. Turner enters the game for D. Sabonis,,82,78
329,4,7:35.0,,K. Irving enters the game for G. Hayward,82,78
330,4,7:20.0,,Personal foul by M. Turner (drawn by K. Irving),82,78
331,4,7:07.0,,A. Horford misses 2-pt jump shot from 19 ft,82,78
332,4,7:05.0,Defensive rebound by B. Bogdanović,,82,78
333,4,6:48.0,T. Young misses 2-pt layup from 5 ft,,82,78
334,4,6:46.0,,Defensive rebound by A. Horford,82,78
335,4,6:39.0,,K. Irving makes 3-pt jump shot from 26 ft,82,81
336,4,6:22.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,82,81
337,4,6:20.0,,Defensive rebound by J. Brown,82,81
338,4,6:12.0,,K. Irving misses 2-pt layup from 1 ft,82,81
339,4,6:10.0,Defensive rebound by D. Collison,,82,81
340,4,5:59.0,D. Collison misses 2-pt jump shot from 16 ft,,82,81
341,4,5:57.0,,Defensive rebound by J. Brown,82,81
342,4,5:48.0,,Turnover by T. Rozier (bad pass; steal by B. Bogdanović),82,81
343,4,5:47.0,Personal foul by J. Tatum (drawn by B. Bogdanović),,82,81
344,4,5:32.0,W. Matthews misses 2-pt layup from 2 ft,,82,81
345,4,5:29.0,,Defensive rebound by A. Horford,82,81
346,4,5:26.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by T. Rozier),82,84
347,4,5:25.0,Indiana full timeout,,82,84
348,4,5:04.0,W. Matthews misses 2-pt layup from 2 ft,,82,84
349,4,5:02.0,,Defensive rebound by J. Brown,82,84
350,4,4:44.0,,K. Irving makes 2-pt jump shot from 10 ft,82,86
351,4,4:27.0,M. Turner misses 3-pt jump shot from 26 ft,,82,86
352,4,4:26.0,,Defensive rebound by Team,82,86
353,4,4:07.0,,J. Tatum misses 2-pt layup from 7 ft,82,86
354,4,4:05.0,,Offensive rebound by J. Brown,82,86
355,4,3:55.0,,J. Tatum misses 3-pt jump shot from 25 ft,82,86
356,4,3:53.0,,Offensive rebound by Team,82,86
357,4,3:53.0,Loose ball foul by W. Matthews (drawn by A. Horford),,82,86
358,4,3:53.0,,G. Hayward enters the game for T. Rozier,82,86
359,4,3:42.0,,K. Irving misses 3-pt jump shot from 27 ft,82,86
360,4,3:40.0,Defensive rebound by B. Bogdanović,,82,86
361,4,3:26.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,85,86
362,4,3:24.0,,Boston full timeout,85,86
363,4,3:12.0,,Shooting foul by T. Young (drawn by K. Irving),85,86
364,4,3:12.0,,K. Irving makes free throw 1 of 2,85,87
365,4,3:12.0,,K. Irving misses free throw 2 of 2,85,87
366,4,3:12.0,Defensive rebound by B. Bogdanović,,85,87
367,4,3:00.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by W. Matthews),,88,87
368,4,2:41.0,,G. Hayward makes 2-pt jump shot from 20 ft (assist by K. Irving),88,89
369,4,2:16.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,91,89
370,4,1:50.0,,J. Brown misses 2-pt layup from 1 ft,91,89
371,4,1:49.0,Defensive rebound by B. Bogdanović,,91,89
372,4,1:49.0,Personal foul by J. Tatum (drawn by B. Bogdanović),,91,89
373,4,1:30.0,B. Bogdanović misses 2-pt layup from 1 ft,,91,89
374,4,1:28.0,,Defensive rebound by A. Horford,91,89
375,4,1:21.0,,J. Tatum misses 3-pt jump shot from 22 ft,91,89
376,4,1:19.0,Defensive rebound by T. Young,,91,89
377,4,0:58.0,B. Bogdanović misses 2-pt layup from 4 ft (block by A. Horford),,91,89
378,4,0:56.0,,Defensive rebound by J. Brown,91,89
379,4,0:50.0,,J. Tatum makes 3-pt jump shot from 24 ft (assist by J. Brown),91,92
380,4,0:32.0,W. Matthews misses 3-pt jump shot from 25 ft,,91,92
381,4,0:30.0,,Defensive rebound by K. Irving,91,92
382,4,0:12.0,,G. Hayward makes 2-pt layup from 1 ft (assist by J. Tatum),91,94
383,4,0:12.0,Indiana full timeout,,91,94
384,4,0:12.0,D. McDermott enters the game for T. Young,,91,94
385,4,0:12.0,Turnover by W. Matthews (bad pass),,91,94
386,4,0:12.0,,Boston full timeout,91,94
