,QUARTER,TIME_REMAINING,INDIANA_ACTION,DALLAS_ACTION,INDIANA_SCORE,DALLAS_SCORE
27,1,7:55.0,Turnover by W. Matthews (lost ball; steal by D. Powell),,12,10
28,1,7:50.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,12,10
29,1,7:46.0,,Offensive rebound by D. Powell,12,10
30,1,7:41.0,,T. Hardaway makes 3-pt jump shot from 24 ft,12,13
31,1,7:24.0,T. Young misses 3-pt jump shot from 24 ft,,12,13
32,1,7:21.0,,Defensive rebound by D. Powell,12,13
33,1,7:12.0,,L. Dončić makes 2-pt jump shot from 11 ft,12,15
34,1,7:12.0,,Shooting foul by W. Matthews (drawn by L. Dončić),12,15
35,1,7:12.0,C. Joseph enters the game for W. Matthews,,12,15
36,1,7:12.0,,L. Dončić makes free throw 1 of 1,12,16
37,1,6:55.0,T. Young misses 2-pt jump shot from 12 ft,,12,16
38,1,6:52.0,,Defensive rebound by D. Powell,12,16
39,1,6:30.0,,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by L. Dončić),12,19
40,1,6:08.0,M. Turner misses 3-pt jump shot from 24 ft,,12,19
41,1,6:05.0,Offensive rebound by T. Young,,12,19
42,1,6:03.0,D. Collison misses 3-pt jump shot from 26 ft,,12,19
43,1,5:59.0,,Defensive rebound by L. Dončić,12,19
44,1,5:56.0,,L. Dončić misses 3-pt jump shot from 27 ft,12,19
45,1,5:52.0,Defensive rebound by T. Young,,12,19
46,1,5:50.0,Personal foul by L. Dončić (drawn by B. Bogdanović),,12,19
47,1,5:50.0,,D. Finney-Smith enters the game for L. Dončić,12,19
48,1,5:50.0,,M. Kleber enters the game for D. Nowitzki,12,19
49,1,5:48.0,Offensive foul by M. Turner (drawn by J. Brunson),,12,19
50,1,5:48.0,Turnover by M. Turner (offensive foul),,12,19
51,1,5:48.0,K. O'Quinn enters the game for M. Turner,,12,19
52,1,5:37.0,,T. Hardaway makes 2-pt dunk from 1 ft (assist by D. Finney-Smith),12,21
53,1,5:30.0,Indiana full timeout,,12,21
54,1,5:30.0,,J. Jackson enters the game for D. Powell,12,21
55,1,5:24.0,B. Bogdanović makes 2-pt jump shot from 5 ft (assist by D. Collison),,14,21
56,1,5:24.0,Shooting foul by D. Finney-Smith (drawn by B. Bogdanović),,14,21
57,1,5:24.0,B. Bogdanović makes free throw 1 of 1,,15,21
58,1,5:10.0,,T. Hardaway misses 3-pt jump shot from 26 ft,15,21
59,1,5:07.0,Defensive rebound by B. Bogdanović,,15,21
60,1,5:03.0,Shooting foul by J. Jackson (drawn by D. Collison),,15,21
61,1,5:03.0,D. Collison makes free throw 1 of 2,,16,21
62,1,5:03.0,D. Collison makes free throw 2 of 2,,17,21
63,1,4:51.0,,J. Jackson misses 3-pt jump shot from 25 ft,17,21
64,1,4:49.0,Defensive rebound by D. Collison,,17,21
65,1,4:33.0,B. Bogdanović misses 2-pt layup from 4 ft (block by M. Kleber),,17,21
66,1,4:30.0,,Defensive rebound by D. Finney-Smith,17,21
67,1,4:29.0,,J. Brunson makes 2-pt layup from 1 ft (assist by D. Finney-Smith),17,23
68,1,4:16.0,B. Bogdanović misses 2-pt layup from 3 ft,,17,23
69,1,4:15.0,,Defensive rebound by Team,17,23
70,1,4:02.0,,J. Jackson makes 2-pt layup from 3 ft (assist by M. Kleber),17,25
71,1,4:02.0,,Shooting foul by K. O'Quinn (drawn by J. Jackson),17,25
72,1,4:02.0,T. Leaf enters the game for T. Young,,17,25
73,1,4:02.0,,J. Jackson misses free throw 1 of 1,17,25
74,1,3:59.0,Defensive rebound by T. Leaf,,17,25
75,1,3:39.0,Turnover by D. Collison (bad pass; steal by T. Hardaway),,17,25
76,1,3:35.0,,T. Hardaway misses 2-pt layup from 3 ft,17,25
77,1,3:32.0,Defensive rebound by D. Collison,,17,25
78,1,3:18.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by T. Leaf),,20,25
79,1,3:00.0,,J. Brunson misses 3-pt jump shot from 23 ft,20,25
80,1,2:56.0,Defensive rebound by K. O'Quinn,,20,25
81,1,2:39.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,20,25
82,1,2:37.0,,Defensive rebound by D. Finney-Smith,20,25
83,1,2:37.0,A. Holiday enters the game for B. Bogdanović,,20,25
84,1,2:37.0,D. McDermott enters the game for D. Collison,,20,25
85,1,2:37.0,,L. Dončić enters the game for J. Brunson,20,25
86,1,2:37.0,,D. Harris enters the game for T. Hardaway,20,25
87,1,2:30.0,,D. Finney-Smith misses 2-pt layup from 2 ft,20,25
88,1,2:27.0,,Offensive rebound by D. Finney-Smith,20,25
89,1,2:22.0,,Turnover by L. Dončić (bad pass),20,25
90,1,2:11.0,D. McDermott makes 2-pt jump shot from 22 ft (assist by C. Joseph),,22,25
91,1,1:48.0,,D. Harris misses 3-pt jump shot from 28 ft,22,25
92,1,1:45.0,Defensive rebound by Team,,22,25
93,1,1:32.0,A. Holiday misses 3-pt jump shot from 26 ft,,22,25
94,1,1:29.0,,Defensive rebound by L. Dončić,22,25
95,1,1:26.0,,Shooting foul by K. O'Quinn (drawn by L. Dončić),22,25
96,1,1:26.0,,L. Dončić makes free throw 1 of 2,22,26
97,1,1:26.0,,D. Nowitzki enters the game for J. Jackson,22,26
98,1,1:26.0,,L. Dončić makes free throw 2 of 2,22,27
99,1,1:12.0,D. McDermott misses 3-pt jump shot from 25 ft,,22,27
100,1,1:08.0,,Defensive rebound by D. Nowitzki,22,27
101,1,1:00.0,,Turnover by D. Harris (bad pass; steal by T. Leaf),22,27
102,1,0:56.0,T. Leaf makes 2-pt layup from 5 ft,,24,27
103,1,0:40.0,,Flagrant foul type 1 by K. O'Quinn (drawn by L. Dončić),24,27
104,1,0:40.0,,L. Dončić misses flagrant free throw 1 of 2,24,27
105,1,0:40.0,,Offensive rebound by Team,24,27
106,1,0:40.0,,L. Dončić makes flagrant free throw 2 of 2,24,28
107,1,0:40.0,T. Young enters the game for K. O'Quinn,,24,28
108,1,0:23.0,,D. Nowitzki misses 2-pt jump shot from 6 ft,24,28
109,1,0:20.0,Defensive rebound by Team,,24,28
110,1,0:01.0,A. Holiday makes 3-pt jump shot from 23 ft (assist by C. Joseph),,27,28
111,2,11:46.0,,Turnover by L. Dončić (bad pass),27,28
112,2,11:32.0,A. Holiday misses 2-pt jump shot from 9 ft,,27,28
113,2,11:31.0,,Defensive rebound by L. Dončić,27,28
114,2,11:31.0,,Personal foul by A. Holiday (drawn by L. Dončić),27,28
115,2,11:31.0,W. Matthews enters the game for A. Holiday,,27,28
116,2,11:12.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,27,28
117,2,11:08.0,Defensive rebound by D. McDermott,,27,28
118,2,10:55.0,T. Leaf makes 2-pt jump shot from 5 ft (assist by T. Young),,29,28
119,2,10:49.0,,Offensive foul by D. Harris (drawn by C. Joseph),29,28
120,2,10:49.0,,Turnover by D. Harris (offensive foul),29,28
121,2,10:36.0,D. McDermott makes 2-pt layup from 3 ft (assist by T. Young),,31,28
122,2,10:34.0,,Dallas full timeout,31,28
123,2,10:17.0,,Turnover by D. Powell (lost ball; steal by C. Joseph),31,28
124,2,10:06.0,T. Young makes 2-pt layup from 1 ft,,33,28
125,2,9:44.0,,L. Dončić makes 2-pt jump shot from 11 ft,33,30
126,2,9:24.0,C. Joseph misses 2-pt jump shot from 17 ft,,33,30
127,2,9:17.0,Offensive rebound by T. Leaf,,33,30
128,2,9:17.0,T. Leaf makes 2-pt dunk at rim,,35,30
129,2,9:07.0,,L. Dončić misses 3-pt jump shot from 28 ft,35,30
130,2,9:04.0,,Offensive rebound by D. Powell,35,30
131,2,8:51.0,,D. Powell misses 2-pt jump shot from 14 ft,35,30
132,2,8:47.0,Defensive rebound by C. Joseph,,35,30
133,2,8:43.0,Personal foul by D. Finney-Smith (drawn by C. Joseph),,35,30
134,2,8:29.0,C. Joseph misses 2-pt jump shot from 18 ft,,35,30
135,2,8:27.0,,Defensive rebound by L. Dončić,35,30
136,2,8:19.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,35,30
137,2,8:16.0,Defensive rebound by T. Leaf,,35,30
138,2,8:06.0,D. McDermott misses 3-pt jump shot from 26 ft,,35,30
139,2,8:04.0,Offensive rebound by T. Leaf,,35,30
140,2,8:03.0,T. Leaf makes 2-pt layup from 1 ft,,37,30
141,2,7:43.0,,D. Harris makes 2-pt layup from 3 ft (assist by D. Nowitzki),37,32
142,2,7:31.0,Turnover by W. Matthews (lost ball; steal by D. Harris),,37,32
143,2,7:30.0,,Personal foul by C. Joseph (drawn by D. Finney-Smith),37,32
144,2,7:30.0,,J. Brunson enters the game for L. Dončić,37,32
145,2,7:30.0,,T. Hardaway enters the game for D. Finney-Smith,37,32
146,2,7:30.0,,M. Kleber enters the game for D. Nowitzki,37,32
147,2,7:11.0,,J. Brunson makes 2-pt jump shot from 11 ft,37,34
148,2,6:52.0,T. Young makes 2-pt hook shot from 5 ft,,39,34
149,2,6:41.0,,J. Brunson makes 3-pt jump shot from 26 ft (assist by D. Powell),39,37
150,2,6:24.0,Turnover by T. Young (lost ball; steal by D. Powell),,39,37
151,2,6:12.0,,D. Harris makes 2-pt layup from 3 ft,39,39
152,2,6:07.0,Indiana full timeout,,39,39
153,2,6:07.0,B. Bogdanović enters the game for T. Leaf,,39,39
154,2,6:07.0,M. Turner enters the game for T. Young,,39,39
155,2,6:01.0,Personal foul by D. Harris (drawn by W. Matthews),,39,39
156,2,5:46.0,C. Joseph makes 2-pt jump shot from 10 ft,,41,39
157,2,5:29.0,,Turnover by D. Powell (3 sec),41,39
158,2,5:18.0,D. McDermott misses 2-pt jump shot from 20 ft,,41,39
159,2,5:15.0,,Defensive rebound by J. Brunson,41,39
160,2,5:08.0,,D. Harris misses 3-pt jump shot from 24 ft,41,39
161,2,5:05.0,Defensive rebound by C. Joseph,,41,39
162,2,4:57.0,B. Bogdanović makes 2-pt jump shot from 3 ft (assist by D. McDermott),,43,39
163,2,4:38.0,,T. Hardaway makes 2-pt jump shot from 17 ft (assist by D. Harris),43,41
164,2,4:26.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,46,41
165,2,4:12.0,,T. Hardaway misses 3-pt jump shot from 25 ft,46,41
166,2,4:09.0,Defensive rebound by W. Matthews,,46,41
167,2,3:58.0,C. Joseph misses 3-pt jump shot from 23 ft,,46,41
168,2,3:54.0,,Defensive rebound by D. Harris,46,41
169,2,3:50.0,,J. Brunson makes 3-pt jump shot from 26 ft,46,44
170,2,3:36.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. McDermott),,49,44
171,2,3:14.0,,Turnover by D. Harris (bad pass; steal by M. Turner),49,44
172,2,3:08.0,M. Turner misses 3-pt jump shot from 26 ft,,49,44
173,2,3:08.0,,Defensive rebound by T. Hardaway,49,44
174,2,2:53.0,,D. Powell makes 3-pt jump shot from 25 ft (assist by M. Kleber),49,47
175,2,2:34.0,B. Bogdanović makes 2-pt jump shot from 11 ft,,51,47
176,2,2:19.0,,D. Powell makes 2-pt layup from 3 ft (assist by M. Kleber),51,49
177,2,2:14.0,Personal take foul by D. Harris (drawn by C. Joseph),,51,49
178,2,2:14.0,D. Collison enters the game for D. McDermott,,51,49
179,2,2:14.0,,L. Dončić enters the game for D. Harris,51,49
180,2,1:56.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,51,49
181,2,1:53.0,Offensive rebound by C. Joseph,,51,49
182,2,1:51.0,W. Matthews misses 3-pt jump shot from 24 ft,,51,49
183,2,1:48.0,,Defensive rebound by T. Hardaway,51,49
184,2,1:45.0,,L. Dončić makes 2-pt dunk from 1 ft (assist by T. Hardaway),51,51
185,2,1:23.0,Turnover by M. Turner (bad pass; steal by M. Kleber),,51,51
186,2,1:19.0,,J. Brunson makes 2-pt layup from 1 ft (assist by T. Hardaway),51,53
187,2,1:05.0,M. Turner misses 2-pt jump shot from 15 ft,,51,53
188,2,1:02.0,,Defensive rebound by J. Brunson,51,53
189,2,0:57.0,,J. Brunson misses 3-pt jump shot from 26 ft,51,53
190,2,0:55.0,Defensive rebound by M. Turner,,51,53
191,2,0:43.0,Turnover by D. Collison (lost ball; steal by T. Hardaway),,51,53
192,2,0:32.0,,L. Dončić misses 3-pt jump shot from 29 ft,51,53
193,2,0:29.0,Defensive rebound by W. Matthews,,51,53
194,2,0:08.0,B. Bogdanović makes 2-pt jump shot from 8 ft,,53,53
195,2,0:01.0,,Turnover by L. Dončić (bad pass; steal by C. Joseph),53,53
196,3,11:49.0,,Turnover by L. Dončić (bad pass; steal by B. Bogdanović),53,53
197,3,11:44.0,B. Bogdanović makes 2-pt layup from 2 ft,,55,53
198,3,11:31.0,,D. Powell makes 2-pt jump shot from 3 ft (assist by D. Nowitzki),55,55
199,3,11:31.0,,Shooting foul by M. Turner (drawn by D. Powell),55,55
200,3,11:31.0,,D. Powell misses free throw 1 of 1,55,55
201,3,11:29.0,Defensive rebound by T. Young,,55,55
202,3,11:13.0,T. Young makes 2-pt layup from 2 ft,,57,55
203,3,10:58.0,,Personal foul by T. Young (drawn by D. Powell),57,55
204,3,10:44.0,,Turnover by Team (shot clock),57,55
205,3,10:28.0,Turnover by W. Matthews (bad pass; steal by J. Brunson),,57,55
206,3,10:22.0,,Turnover by J. Brunson (bad pass; steal by M. Turner),57,55
207,3,10:13.0,Turnover by T. Young (bad pass; steal by J. Brunson),,57,55
208,3,10:07.0,,L. Dončić makes 2-pt jump shot from 3 ft,57,57
209,3,10:00.0,Shooting foul by D. Powell (drawn by W. Matthews),,57,57
210,3,10:00.0,W. Matthews makes free throw 1 of 2,,58,57
211,3,10:00.0,W. Matthews makes free throw 2 of 2,,59,57
212,3,9:45.0,,Personal foul by W. Matthews (drawn by D. Powell),59,57
213,3,9:30.0,,D. Powell makes 2-pt jump shot from 2 ft (assist by L. Dončić),59,59
214,3,9:13.0,W. Matthews makes 3-pt jump shot from 29 ft (assist by M. Turner),,62,59
215,3,8:58.0,,J. Brunson makes 2-pt jump shot from 20 ft,62,61
216,3,8:44.0,W. Matthews misses 3-pt jump shot from 25 ft,,62,61
217,3,8:40.0,,Defensive rebound by D. Powell,62,61
218,3,8:29.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,62,61
219,3,8:26.0,Defensive rebound by D. Collison,,62,61
220,3,8:12.0,M. Turner makes 3-pt jump shot from 26 ft (assist by D. Collison),,65,61
221,3,7:49.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,65,61
222,3,7:46.0,Defensive rebound by M. Turner,,65,61
223,3,7:40.0,Personal foul by J. Brunson (drawn by D. Collison),,65,61
224,3,7:27.0,B. Bogdanović makes 2-pt jump shot from 16 ft,,67,61
225,3,7:14.0,,L. Dončić makes 2-pt layup from 2 ft,67,63
226,3,7:08.0,Personal foul by L. Dončić (drawn by W. Matthews),,67,63
227,3,6:58.0,D. Collison misses 2-pt jump shot from 21 ft,,67,63
228,3,6:55.0,,Defensive rebound by D. Nowitzki,67,63
229,3,6:45.0,,L. Dončić misses 3-pt jump shot from 26 ft,67,63
230,3,6:41.0,Defensive rebound by D. Collison,,67,63
231,3,6:35.0,Personal foul by L. Dončić (drawn by B. Bogdanović),,67,63
232,3,6:35.0,,Dallas full timeout,67,63
233,3,6:35.0,,D. Finney-Smith enters the game for L. Dončić,67,63
234,3,6:35.0,,M. Kleber enters the game for D. Nowitzki,67,63
235,3,6:20.0,W. Matthews misses 3-pt jump shot from 28 ft,,67,63
236,3,6:19.0,Offensive rebound by Team,,67,63
237,3,6:19.0,Turnover by Team (shot clock),,67,63
238,3,6:00.0,,D. Powell makes 2-pt layup from 2 ft,67,65
239,3,5:38.0,D. Collison misses 2-pt jump shot from 17 ft,,67,65
240,3,5:36.0,,Defensive rebound by D. Finney-Smith,67,65
241,3,5:30.0,,Personal foul by D. Collison (drawn by J. Brunson),67,65
242,3,5:24.0,,Shooting foul by D. Collison (drawn by J. Brunson),67,65
243,3,5:24.0,,J. Brunson misses free throw 1 of 3,67,65
244,3,5:24.0,,Offensive rebound by Team,67,65
245,3,5:24.0,,J. Brunson makes free throw 2 of 3,67,66
246,3,5:24.0,,J. Jackson enters the game for D. Powell,67,66
247,3,5:24.0,,J. Brunson makes free throw 3 of 3,67,67
248,3,5:16.0,Personal foul by D. Finney-Smith (drawn by T. Young),,67,67
249,3,5:16.0,T. Young makes free throw 1 of 2,,68,67
250,3,5:16.0,T. Young misses free throw 2 of 2,,68,67
251,3,5:13.0,,Defensive rebound by D. Finney-Smith,68,67
252,3,4:54.0,,Turnover by J. Brunson (bad pass; steal by D. Collison),68,67
253,3,4:52.0,Turnover by B. Bogdanović (bad pass; steal by J. Brunson),,68,67
254,3,4:37.0,,T. Hardaway misses 3-pt jump shot from 24 ft,68,67
255,3,4:34.0,Defensive rebound by W. Matthews,,68,67
256,3,4:25.0,T. Young makes 2-pt hook shot from 4 ft,,70,67
257,3,4:11.0,Violation by Team (kicked ball),,70,67
258,3,4:11.0,C. Joseph enters the game for B. Bogdanović,,70,67
259,3,4:05.0,,Personal foul by T. Young (drawn by D. Finney-Smith),70,67
260,3,4:05.0,,D. Finney-Smith makes free throw 1 of 2,70,68
261,3,4:05.0,,D. Finney-Smith makes free throw 2 of 2,70,69
262,3,3:49.0,Personal foul by J. Jackson (drawn by M. Turner),,70,69
263,3,3:49.0,M. Turner misses free throw 1 of 2,,70,69
264,3,3:49.0,Offensive rebound by Team,,70,69
265,3,3:49.0,T. Leaf enters the game for T. Young,,70,69
266,3,3:49.0,M. Turner makes free throw 2 of 2,,71,69
267,3,3:31.0,,T. Hardaway misses 2-pt jump shot from 9 ft,71,69
268,3,3:26.0,,Offensive rebound by M. Kleber,71,69
269,3,3:23.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by J. Brunson),71,72
270,3,3:03.0,M. Turner makes 2-pt jump shot from 13 ft (assist by C. Joseph),,73,72
271,3,2:42.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,73,72
272,3,2:40.0,,Offensive rebound by J. Jackson,73,72
273,3,2:39.0,,J. Jackson misses 2-pt jump shot from 6 ft,73,72
274,3,2:39.0,Defensive rebound by T. Leaf,,73,72
275,3,2:20.0,M. Turner misses 2-pt jump shot from 10 ft,,73,72
276,3,2:18.0,,Defensive rebound by J. Brunson,73,72
277,3,2:12.0,,J. Jackson makes 2-pt jump shot from 2 ft (assist by J. Brunson),73,74
278,3,2:05.0,Indiana full timeout,,73,74
279,3,2:05.0,K. O'Quinn enters the game for M. Turner,,73,74
280,3,2:05.0,,L. Dončić enters the game for J. Brunson,73,74
281,3,1:48.0,W. Matthews misses 3-pt jump shot from 26 ft,,73,74
282,3,1:44.0,Offensive rebound by D. Collison,,73,74
283,3,1:37.0,D. Collison misses 2-pt jump shot from 21 ft,,73,74
284,3,1:33.0,,Defensive rebound by L. Dončić,73,74
285,3,1:28.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by L. Dončić),73,77
286,3,1:10.0,W. Matthews makes 2-pt layup from 2 ft,,75,77
287,3,0:56.0,,T. Hardaway makes 2-pt jump shot from 7 ft (assist by L. Dončić),75,79
288,3,0:56.0,,Shooting foul by C. Joseph (drawn by T. Hardaway),75,79
289,3,0:56.0,D. McDermott enters the game for D. Collison,,75,79
290,3,0:56.0,,T. Hardaway misses free throw 1 of 1,75,79
291,3,0:54.0,Defensive rebound by K. O'Quinn,,75,79
292,3,0:38.0,Shooting foul by M. Kleber (drawn by T. Leaf),,75,79
293,3,0:38.0,T. Leaf makes free throw 1 of 2,,76,79
294,3,0:38.0,T. Leaf misses free throw 2 of 2,,76,79
295,3,0:37.0,,Defensive rebound by J. Jackson,76,79
296,3,0:27.0,,T. Hardaway misses 2-pt jump shot from 14 ft,76,79
297,3,0:22.0,,Offensive rebound by D. Finney-Smith,76,79
298,3,0:22.0,,D. Finney-Smith misses 2-pt dunk at rim,76,79
299,3,0:21.0,Defensive rebound by T. Leaf,,76,79
300,3,0:04.0,W. Matthews makes 2-pt jump shot from 13 ft,,78,79
301,3,0:00.0,,T. Hardaway misses 3-pt jump shot from 50 ft,78,79
302,3,0:00.0,,Offensive rebound by Team,78,79
303,4,11:52.0,Shooting foul by D. Nowitzki (drawn by D. McDermott),,78,79
304,4,11:52.0,Offensive rebound by Team,,78,79
305,4,11:52.0,D. McDermott misses free throw 1 of 2,,78,79
306,4,11:52.0,D. McDermott makes free throw 2 of 2,,79,79
307,4,11:40.0,,Shooting foul by C. Joseph (drawn by D. Harris),79,79
308,4,11:40.0,,D. Harris makes free throw 1 of 2,79,80
309,4,11:40.0,B. Bogdanović enters the game for W. Matthews,,79,80
310,4,11:40.0,,D. Harris misses free throw 2 of 2,79,80
311,4,11:37.0,Defensive rebound by T. Leaf,,79,80
312,4,11:18.0,C. Joseph misses 2-pt jump shot from 16 ft,,79,80
313,4,11:14.0,,Defensive rebound by D. Nowitzki,79,80
314,4,11:08.0,,Personal foul by D. McDermott (drawn by D. Powell),79,80
315,4,10:59.0,,D. Harris misses 3-pt jump shot from 23 ft (block by C. Joseph),79,80
316,4,10:55.0,,Offensive rebound by D. Harris,79,80
317,4,10:53.0,,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by D. Harris),79,83
318,4,10:44.0,D. McDermott makes 2-pt dunk from 1 ft (assist by K. O'Quinn),,81,83
319,4,10:29.0,,L. Dončić makes 2-pt jump shot from 5 ft (assist by D. Nowitzki),81,85
320,4,10:12.0,K. O'Quinn makes 2-pt jump shot from 18 ft (assist by C. Joseph),,83,85
321,4,10:00.0,,Turnover by L. Dončić (bad pass),83,85
322,4,9:44.0,Personal foul by D. Nowitzki (drawn by T. Leaf),,83,85
323,4,9:35.0,Turnover by B. Bogdanović (offensive foul),,83,85
324,4,9:35.0,Offensive foul by B. Bogdanović (drawn by J. Jackson),,83,85
325,4,9:20.0,,L. Dončić misses 2-pt jump shot from 11 ft,83,85
326,4,9:18.0,,Offensive rebound by L. Dončić,83,85
327,4,9:17.0,,L. Dončić misses 2-pt layup at rim,83,85
328,4,9:16.0,Defensive rebound by B. Bogdanović,,83,85
329,4,9:14.0,Personal foul by D. Harris (drawn by B. Bogdanović),,83,85
330,4,9:14.0,T. Young enters the game for T. Leaf,,83,85
331,4,8:57.0,Turnover by D. McDermott (lost ball; steal by D. Harris),,83,85
332,4,8:44.0,,D. Harris misses 2-pt layup from 1 ft (block by D. McDermott),83,85
333,4,8:42.0,,Offensive rebound by D. Powell,83,85
334,4,8:40.0,,D. Powell misses 2-pt hook shot from 2 ft,83,85
335,4,8:37.0,Defensive rebound by K. O'Quinn,,83,85
336,4,8:34.0,T. Young misses 2-pt jump shot from 5 ft,,83,85
337,4,8:31.0,,Defensive rebound by D. Nowitzki,83,85
338,4,8:27.0,,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by L. Dončić),83,88
339,4,8:24.0,Indiana full timeout,,83,88
340,4,8:24.0,W. Matthews enters the game for B. Bogdanović,,83,88
341,4,8:24.0,M. Turner enters the game for K. O'Quinn,,83,88
342,4,8:04.0,T. Young misses 2-pt hook shot from 5 ft,,83,88
343,4,8:02.0,,Defensive rebound by D. Nowitzki,83,88
344,4,7:45.0,,D. Harris misses 2-pt jump shot from 16 ft,83,88
345,4,7:43.0,Defensive rebound by C. Joseph,,83,88
346,4,7:41.0,Personal take foul by D. Nowitzki (drawn by C. Joseph),,83,88
347,4,7:41.0,,M. Kleber enters the game for D. Nowitzki,83,88
348,4,7:30.0,M. Turner misses 2-pt jump shot from 22 ft,,83,88
349,4,7:26.0,,Defensive rebound by L. Dončić,83,88
350,4,7:14.0,,L. Dončić misses 3-pt jump shot from 27 ft,83,88
351,4,7:09.0,Defensive rebound by T. Young,,83,88
352,4,7:05.0,Personal foul by D. Harris (drawn by W. Matthews),,83,88
353,4,7:05.0,W. Matthews makes free throw 1 of 2,,84,88
354,4,7:05.0,B. Bogdanović enters the game for D. McDermott,,84,88
355,4,7:05.0,,J. Brunson enters the game for L. Dončić,84,88
356,4,7:05.0,,D. Finney-Smith enters the game for J. Jackson,84,88
357,4,7:05.0,W. Matthews makes free throw 2 of 2,,85,88
358,4,6:52.0,,J. Brunson misses 2-pt jump shot from 7 ft,85,88
359,4,6:50.0,Defensive rebound by Team,,85,88
360,4,6:50.0,Personal foul by D. Powell (drawn by M. Turner),,85,88
361,4,6:50.0,M. Turner makes free throw 1 of 2,,86,88
362,4,6:50.0,,T. Hardaway enters the game for D. Harris,86,88
363,4,6:50.0,M. Turner makes free throw 2 of 2,,87,88
364,4,6:39.0,,Turnover by D. Finney-Smith (bad pass; steal by W. Matthews),87,88
365,4,6:31.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,87,88
366,4,6:27.0,,Defensive rebound by M. Kleber,87,88
367,4,6:13.0,,T. Hardaway misses 3-pt jump shot from 29 ft,87,88
368,4,6:09.0,Defensive rebound by T. Young,,87,88
369,4,6:03.0,W. Matthews misses 2-pt jump shot from 10 ft,,87,88
370,4,6:02.0,,Defensive rebound by Team,87,88
371,4,6:02.0,Loose ball foul by W. Matthews (drawn by T. Hardaway),,87,88
372,4,5:45.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Powell),87,91
373,4,5:25.0,B. Bogdanović misses 2-pt layup from 1 ft,,87,91
374,4,5:24.0,Offensive rebound by M. Turner,,87,91
375,4,5:24.0,M. Turner makes 2-pt layup from 1 ft,,89,91
376,4,5:24.0,,Dallas full timeout,89,91
377,4,5:24.0,Technical foul by B. Bogdanović,,89,91
378,4,5:24.0,,T. Hardaway makes technical free throw,89,92
