,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BROOKLYN_ACTION,MILWAUKEE_SCORE,BROOKLYN_SCORE
68,1,5:29.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,16,13
69,1,5:26.0,Offensive rebound by S. Brown,,16,13
70,1,5:17.0,B. Lopez misses 2-pt hook shot from 6 ft,,16,13
71,1,5:14.0,,Defensive rebound by D. Carroll,16,13
72,1,5:05.0,,D. Carroll misses 3-pt jump shot from 25 ft,16,13
73,1,4:58.0,,Offensive rebound by J. Allen,16,13
74,1,4:58.0,,J. Allen misses 2-pt dunk at rim,16,13
75,1,4:57.0,,Offensive rebound by J. Allen,16,13
76,1,4:57.0,,J. Allen makes 2-pt layup from 2 ft,16,15
77,1,4:55.0,Milwaukee full timeout,,16,15
78,1,4:55.0,D. Wilson enters the game for G. Antetokounmpo,,16,15
79,1,4:55.0,,T. Pinson enters the game for R. Kurucs,16,15
80,1,4:42.0,K. Middleton makes 2-pt jump shot from 17 ft,,18,15
81,1,4:17.0,,T. Pinson misses 3-pt jump shot from 26 ft,18,15
82,1,4:14.0,Defensive rebound by G. Hill,,18,15
83,1,4:03.0,Shooting foul by T. Graham (drawn by K. Middleton),,18,15
84,1,4:03.0,K. Middleton makes free throw 1 of 2,,19,15
85,1,4:03.0,E. İlyasova enters the game for B. Lopez,,19,15
86,1,4:03.0,,R. Hollis-Jefferson enters the game for T. Graham,19,15
87,1,4:03.0,K. Middleton makes free throw 2 of 2,,20,15
88,1,3:43.0,,S. Napier misses 3-pt jump shot from 25 ft,20,15
89,1,3:39.0,Defensive rebound by G. Hill,,20,15
90,1,3:29.0,S. Brown misses 3-pt jump shot from 24 ft,,20,15
91,1,3:25.0,,Defensive rebound by R. Hollis-Jefferson,20,15
92,1,3:10.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by S. Brown),20,15
93,1,3:06.0,E. İlyasova misses 3-pt jump shot from 26 ft,,20,15
94,1,3:02.0,,Defensive rebound by J. Allen,20,15
95,1,2:59.0,,Shooting foul by E. İlyasova (drawn by T. Pinson),20,15
96,1,2:59.0,,T. Pinson makes free throw 1 of 2,20,16
97,1,2:59.0,M. Brogdon enters the game for K. Middleton,,20,16
98,1,2:59.0,,E. Davis enters the game for J. Allen,20,16
99,1,2:59.0,,D. Russell enters the game for S. Napier,20,16
100,1,2:59.0,,T. Pinson makes free throw 2 of 2,20,17
101,1,2:46.0,D. Wilson makes 3-pt jump shot from 26 ft (assist by M. Brogdon),,23,17
102,1,2:32.0,,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,23,17
103,1,2:28.0,Defensive rebound by D. Wilson,,23,17
104,1,2:22.0,D. Wilson misses 3-pt jump shot from 26 ft,,23,17
105,1,2:19.0,Offensive rebound by E. İlyasova,,23,17
106,1,2:09.0,D. Wilson misses 2-pt jump shot from 6 ft (block by E. Davis),,23,17
107,1,2:08.0,Offensive rebound by M. Brogdon,,23,17
108,1,2:08.0,M. Brogdon misses 3-pt jump shot from 25 ft,,23,17
109,1,2:07.0,Offensive rebound by Team,,23,17
110,1,2:07.0,Turnover by Team (shot clock),,23,17
111,1,1:59.0,,Offensive foul by E. Davis (drawn by S. Brown),23,17
112,1,1:59.0,,Turnover by E. Davis (offensive foul),23,17
113,1,1:59.0,T. Snell enters the game for S. Brown,,23,17
114,1,1:49.0,M. Brogdon misses 2-pt layup from 2 ft,,23,17
115,1,1:49.0,,Defensive rebound by Team,23,17
116,1,1:38.0,,D. Russell misses 2-pt jump shot from 19 ft,23,17
117,1,1:35.0,Defensive rebound by G. Hill,,23,17
118,1,1:25.0,T. Snell misses 2-pt layup from 5 ft,,23,17
119,1,1:22.0,,Defensive rebound by E. Davis,23,17
120,1,1:05.0,,D. Carroll misses 2-pt hook shot from 12 ft,23,17
121,1,1:03.0,Defensive rebound by M. Brogdon,,23,17
122,1,0:46.0,M. Brogdon misses 3-pt jump shot from 25 ft,,23,17
123,1,0:43.0,,Defensive rebound by T. Pinson,23,17
124,1,0:33.0,,D. Carroll misses 2-pt layup from 3 ft,23,17
125,1,0:30.0,,Offensive rebound by D. Carroll,23,17
126,1,0:29.0,,D. Russell misses 3-pt jump shot from 25 ft,23,17
127,1,0:26.0,Defensive rebound by M. Brogdon,,23,17
128,1,0:04.0,Shooting foul by E. Davis (drawn by D. Wilson),,23,17
129,1,0:04.0,D. Wilson misses free throw 1 of 2,,23,17
130,1,0:04.0,Offensive rebound by Team,,23,17
131,1,0:04.0,D. Wilson misses free throw 2 of 2,,23,17
132,1,0:00.0,,Defensive rebound by T. Pinson,23,17
133,1,0:00.0,,T. Pinson misses 2-pt jump shot from 14 ft,23,17
134,1,0:00.0,,Offensive rebound by Team,23,17
135,2,11:46.0,E. İlyasova misses 3-pt jump shot from 25 ft (block by R. Hollis-Jefferson),,23,17
136,2,11:41.0,,Defensive rebound by T. Pinson,23,17
137,2,11:29.0,,Shooting foul by E. İlyasova (drawn by T. Pinson),23,17
138,2,11:29.0,,T. Pinson makes free throw 1 of 2,23,18
139,2,11:29.0,,T. Pinson makes free throw 2 of 2,23,19
140,2,11:14.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,23,19
141,2,11:10.0,,Defensive rebound by E. Davis,23,19
142,2,11:04.0,Violation by Team (kicked ball),,23,19
143,2,10:53.0,,E. Davis makes 2-pt layup from 3 ft (assist by T. Pinson),23,21
144,2,10:46.0,Shooting foul by T. Pinson (drawn by G. Antetokounmpo),,23,21
145,2,10:46.0,G. Antetokounmpo misses free throw 1 of 2,,23,21
146,2,10:46.0,Offensive rebound by Team,,23,21
147,2,10:46.0,G. Antetokounmpo makes free throw 2 of 2,,24,21
148,2,10:33.0,,E. Davis misses 2-pt jump shot from 9 ft,24,21
149,2,10:32.0,Defensive rebound by G. Antetokounmpo,,24,21
150,2,10:25.0,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,27,21
151,2,10:13.0,,D. Russell misses 2-pt jump shot from 15 ft,27,21
152,2,10:10.0,Defensive rebound by G. Antetokounmpo,,27,21
153,2,10:04.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,29,21
154,2,9:51.0,,Shooting foul by M. Brogdon (drawn by D. Carroll),29,21
155,2,9:51.0,,D. Carroll misses free throw 1 of 2,29,21
156,2,9:51.0,,Offensive rebound by Team,29,21
157,2,9:51.0,,R. Kurucs enters the game for T. Pinson,29,21
158,2,9:51.0,,D. Carroll makes free throw 2 of 2,29,22
159,2,9:35.0,E. İlyasova makes 2-pt layup from 2 ft (assist by E. Bledsoe),,31,22
160,2,9:14.0,,E. Davis misses 2-pt layup from 2 ft (block by G. Antetokounmpo),31,22
161,2,9:11.0,,Offensive rebound by R. Kurucs,31,22
162,2,9:09.0,,R. Kurucs misses 2-pt layup from 4 ft,31,22
163,2,9:08.0,Defensive rebound by M. Brogdon,,31,22
164,2,9:03.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,33,22
165,2,9:02.0,,Brooklyn full timeout,33,22
166,2,9:02.0,G. Hill enters the game for M. Brogdon,,33,22
167,2,8:46.0,,Shooting foul by E. İlyasova (drawn by E. Davis),33,22
168,2,8:46.0,,E. Davis misses free throw 1 of 2,33,22
169,2,8:46.0,,Offensive rebound by Team,33,22
170,2,8:46.0,,E. Davis makes free throw 2 of 2,33,23
171,2,8:28.0,Shooting foul by R. Kurucs (drawn by G. Antetokounmpo),,33,23
172,2,8:28.0,G. Antetokounmpo makes free throw 1 of 2,,34,23
173,2,8:28.0,,S. Napier enters the game for E. Davis,34,23
174,2,8:28.0,G. Antetokounmpo makes free throw 2 of 2,,35,23
175,2,8:15.0,,Offensive foul by R. Hollis-Jefferson (drawn by E. İlyasova),35,23
176,2,8:15.0,,Turnover by R. Hollis-Jefferson (offensive foul),35,23
177,2,8:02.0,Offensive foul by G. Antetokounmpo (drawn by R. Kurucs),,35,23
178,2,8:02.0,Turnover by G. Antetokounmpo (offensive foul),,35,23
179,2,8:02.0,D. Wilson enters the game for E. İlyasova,,35,23
180,2,7:49.0,,Turnover by R. Kurucs (bad pass; steal by E. Bledsoe),35,23
181,2,7:49.0,Personal foul by R. Hollis-Jefferson (drawn by D. Wilson),,35,23
182,2,7:35.0,D. Wilson makes 3-pt jump shot from 23 ft (assist by G. Hill),,38,23
183,2,7:26.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by D. Russell),38,25
184,2,7:26.0,,Shooting foul by T. Snell (drawn by R. Hollis-Jefferson),38,25
185,2,7:26.0,,R. Hollis-Jefferson misses free throw 1 of 1,38,25
186,2,7:21.0,Defensive rebound by D. Wilson,,38,25
187,2,7:16.0,G. Hill makes 3-pt jump shot from 24 ft (assist by T. Snell),,41,25
188,2,7:01.0,,Shooting foul by D. Wilson (drawn by D. Russell),41,25
189,2,7:01.0,K. Middleton enters the game for T. Snell,,41,25
190,2,7:01.0,,D. Russell makes free throw 1 of 2,41,26
191,2,7:01.0,,D. Russell makes free throw 2 of 2,41,27
192,2,7:01.0,,Loose ball foul by R. Kurucs (drawn by D. Wilson),41,27
193,2,7:01.0,,T. Graham enters the game for R. Kurucs,41,27
194,2,6:51.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,43,27
195,2,6:41.0,,T. Graham misses 3-pt jump shot from 25 ft,43,27
196,2,6:41.0,Defensive rebound by G. Antetokounmpo,,43,27
197,2,6:32.0,Turnover by G. Antetokounmpo (lost ball; steal by D. Carroll),,43,27
198,2,6:20.0,,D. Carroll misses 3-pt jump shot from 26 ft,43,27
199,2,6:17.0,,Offensive rebound by D. Russell,43,27
200,2,6:04.0,,S. Napier makes 2-pt layup from 3 ft,43,29
201,2,5:46.0,E. Bledsoe makes 2-pt layup at rim,,45,29
202,2,5:32.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by S. Napier),45,32
203,2,5:21.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,45,32
204,2,5:20.0,,Defensive rebound by Team,45,32
205,2,5:20.0,Loose ball foul by D. Wilson (drawn by S. Napier),,45,32
206,2,5:20.0,,S. Napier makes free throw 1 of 2,45,33
207,2,5:20.0,B. Lopez enters the game for G. Antetokounmpo,,45,33
208,2,5:20.0,T. Snell enters the game for E. Bledsoe,,45,33
209,2,5:20.0,,J. Allen enters the game for D. Carroll,45,33
210,2,5:20.0,,S. Napier makes free throw 2 of 2,45,34
211,2,5:11.0,Shooting foul by T. Graham (drawn by D. Wilson),,45,34
212,2,5:11.0,D. Wilson misses free throw 1 of 2,,45,34
213,2,5:11.0,Offensive rebound by Team,,45,34
214,2,5:11.0,,T. Pinson enters the game for D. Russell,45,34
215,2,5:11.0,D. Wilson misses free throw 2 of 2,,45,34
216,2,5:06.0,,Defensive rebound by S. Napier,45,34
217,2,4:57.0,,T. Graham misses 2-pt jump shot from 7 ft,45,34
218,2,4:52.0,Defensive rebound by K. Middleton,,45,34
219,2,4:49.0,K. Middleton misses 2-pt layup from 2 ft,,45,34
220,2,4:45.0,Offensive rebound by K. Middleton,,45,34
221,2,4:45.0,K. Middleton misses 2-pt layup from 1 ft,,45,34
222,2,4:44.0,Offensive rebound by B. Lopez,,45,34
223,2,4:36.0,G. Hill misses 3-pt jump shot from 25 ft,,45,34
224,2,4:32.0,,Defensive rebound by T. Graham,45,34
225,2,4:23.0,,Turnover by S. Napier (dbl dribble),45,34
226,2,4:23.0,,D. Carroll enters the game for T. Graham,45,34
227,2,4:16.0,K. Middleton misses 2-pt jump shot from 13 ft,,45,34
228,2,4:13.0,,Defensive rebound by S. Napier,45,34
229,2,4:08.0,,S. Napier misses 2-pt layup from 3 ft,45,34
230,2,4:08.0,Defensive rebound by Team,,45,34
231,2,4:02.0,Turnover by K. Middleton (bad pass),,45,34
232,2,3:44.0,,R. Hollis-Jefferson misses 2-pt jump shot from 7 ft (block by D. Wilson),45,34
233,2,3:40.0,Defensive rebound by K. Middleton,,45,34
234,2,3:40.0,Personal take foul by R. Hollis-Jefferson (drawn by K. Middleton),,45,34
235,2,3:40.0,K. Middleton makes free throw 1 of 2,,46,34
236,2,3:40.0,G. Antetokounmpo enters the game for G. Hill,,46,34
237,2,3:40.0,M. Brogdon enters the game for D. Wilson,,46,34
238,2,3:40.0,,T. Graham enters the game for R. Hollis-Jefferson,46,34
239,2,3:40.0,K. Middleton makes free throw 2 of 2,,47,34
240,2,3:29.0,,T. Graham makes 2-pt layup from 6 ft (assist by T. Pinson),47,36
241,2,3:21.0,B. Lopez misses 3-pt jump shot from 25 ft,,47,36
242,2,3:17.0,,Defensive rebound by D. Carroll,47,36
243,2,3:09.0,,D. Carroll misses 3-pt jump shot from 25 ft,47,36
244,2,3:09.0,Defensive rebound by Team,,47,36
245,2,3:07.0,Milwaukee full timeout,,47,36
246,2,2:48.0,K. Middleton misses 3-pt jump shot from 26 ft,,47,36
247,2,2:44.0,,Defensive rebound by T. Pinson,47,36
248,2,2:38.0,,S. Napier misses 3-pt jump shot from 25 ft,47,36
249,2,2:34.0,Defensive rebound by M. Brogdon,,47,36
250,2,2:23.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by K. Middleton),,49,36
251,2,2:00.0,,J. Allen misses 3-pt jump shot from 25 ft,49,36
252,2,1:58.0,,Offensive rebound by Team,49,36
253,2,1:58.0,Loose ball foul by K. Middleton (drawn by D. Carroll),,49,36
254,2,1:58.0,,D. Carroll makes free throw 1 of 2,49,37
255,2,1:58.0,,D. Carroll makes free throw 2 of 2,49,38
256,2,1:48.0,M. Brogdon misses 2-pt layup from 4 ft,,49,38
257,2,1:46.0,,Defensive rebound by T. Pinson,49,38
258,2,1:38.0,,T. Pinson misses 3-pt jump shot from 25 ft,49,38
259,2,1:35.0,Defensive rebound by M. Brogdon,,49,38
260,2,1:28.0,G. Antetokounmpo makes 2-pt jump shot from 9 ft,,51,38
261,2,1:06.0,,Personal foul by M. Brogdon (drawn by S. Napier),51,38
262,2,1:06.0,,S. Napier makes free throw 1 of 2,51,39
263,2,1:06.0,,S. Napier makes free throw 2 of 2,51,40
264,2,0:46.0,T. Snell misses 3-pt jump shot from 23 ft,,51,40
265,2,0:43.0,,Defensive rebound by T. Pinson,51,40
266,2,0:37.0,,T. Pinson misses 2-pt jump shot from 23 ft,51,40
267,2,0:37.0,Defensive rebound by G. Antetokounmpo,,51,40
268,2,0:30.0,M. Brogdon misses 3-pt jump shot from 25 ft,,51,40
269,2,0:26.0,,Defensive rebound by S. Napier,51,40
270,2,0:06.0,,S. Napier misses 3-pt jump shot from 26 ft,51,40
271,2,0:03.0,,Offensive rebound by T. Graham,51,40
272,2,0:03.0,,Shooting foul by B. Lopez (drawn by T. Graham),51,40
273,2,0:03.0,,T. Graham makes free throw 1 of 2,51,41
274,2,0:03.0,,T. Graham makes free throw 2 of 2,51,42
275,3,11:42.0,Turnover by B. Lopez (bad pass; steal by D. Russell),,51,42
276,3,11:38.0,,S. Napier makes 2-pt layup from 1 ft (assist by D. Russell),51,44
277,3,11:26.0,M. Brogdon makes 2-pt jump shot from 10 ft (assist by G. Antetokounmpo),,53,44
278,3,11:07.0,,D. Russell makes 2-pt layup from 6 ft (assist by S. Napier),53,46
279,3,10:47.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,53,46
280,3,10:44.0,,Defensive rebound by J. Allen,53,46
281,3,10:28.0,,D. Russell misses 2-pt jump shot from 19 ft,53,46
282,3,10:25.0,Defensive rebound by G. Antetokounmpo,,53,46
283,3,10:13.0,M. Brogdon makes 2-pt jump shot from 12 ft (assist by G. Antetokounmpo),,55,46
284,3,10:01.0,,R. Kurucs misses 3-pt jump shot from 26 ft,55,46
285,3,9:59.0,Defensive rebound by G. Antetokounmpo,,55,46
286,3,9:51.0,B. Lopez makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,58,46
287,3,9:38.0,,S. Napier misses 3-pt jump shot from 25 ft,58,46
288,3,9:34.0,Defensive rebound by G. Antetokounmpo,,58,46
289,3,9:29.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,60,46
290,3,9:08.0,,Turnover by J. Allen (bad pass; steal by B. Lopez),60,46
291,3,9:03.0,K. Middleton misses 2-pt layup from 1 ft (block by J. Allen),,60,46
292,3,9:00.0,Offensive rebound by M. Brogdon,,60,46
293,3,8:59.0,M. Brogdon makes 2-pt layup from 1 ft,,62,46
294,3,8:51.0,,T. Graham makes 3-pt jump shot from 25 ft (assist by D. Russell),62,49
295,3,8:36.0,M. Brogdon makes 2-pt layup from 1 ft (assist by K. Middleton),,64,49
296,3,8:24.0,,T. Graham misses 3-pt jump shot from 25 ft,64,49
297,3,8:20.0,Defensive rebound by B. Lopez,,64,49
298,3,8:14.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,64,49
299,3,8:10.0,,Defensive rebound by T. Graham,64,49
300,3,8:04.0,,D. Russell makes 2-pt jump shot from 12 ft,64,51
301,3,7:47.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,64,51
302,3,7:47.0,,Defensive rebound by T. Graham,64,51
303,3,7:37.0,,D. Russell misses 2-pt jump shot from 5 ft,64,51
304,3,7:34.0,,Offensive rebound by J. Allen,64,51
305,3,7:34.0,,J. Allen misses 2-pt layup from 1 ft,64,51
306,3,7:34.0,,Offensive rebound by J. Allen,64,51
307,3,7:31.0,,R. Kurucs misses 3-pt jump shot from 25 ft,64,51
308,3,7:28.0,Defensive rebound by K. Middleton,,64,51
309,3,7:24.0,B. Lopez makes 3-pt jump shot from 29 ft (assist by K. Middleton),,67,51
310,3,7:23.0,,Brooklyn full timeout,67,51
311,3,7:23.0,S. Brown enters the game for M. Brogdon,,67,51
312,3,7:09.0,,D. Russell makes 2-pt jump shot from 15 ft,67,53
313,3,6:55.0,K. Middleton misses 2-pt jump shot from 12 ft (block by J. Allen),,67,53
314,3,6:53.0,,Defensive rebound by J. Allen,67,53
315,3,6:52.0,,D. Russell misses 3-pt jump shot from 25 ft,67,53
316,3,6:48.0,Defensive rebound by G. Antetokounmpo,,67,53
317,3,6:45.0,E. Bledsoe misses 2-pt layup from 1 ft,,67,53
318,3,6:40.0,,Defensive rebound by J. Allen,67,53
319,3,6:36.0,,S. Napier makes 2-pt layup from 2 ft (assist by D. Russell),67,55
320,3,6:26.0,G. Antetokounmpo makes 2-pt jump shot from 17 ft,,69,55
321,3,6:12.0,,T. Graham misses 3-pt jump shot from 25 ft,69,55
322,3,6:09.0,Defensive rebound by E. Bledsoe,,69,55
323,3,6:00.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),,71,55
324,3,5:38.0,,S. Napier misses 3-pt jump shot from 25 ft,71,55
325,3,5:34.0,Defensive rebound by G. Antetokounmpo,,71,55
326,3,5:30.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,73,55
327,3,5:18.0,,R. Kurucs misses 3-pt jump shot from 25 ft,73,55
328,3,5:18.0,,Offensive rebound by Team,73,55
329,3,5:18.0,Loose ball foul by G. Antetokounmpo (drawn by T. Graham),,73,55
330,3,5:18.0,G. Hill enters the game for G. Antetokounmpo,,73,55
331,3,5:18.0,D. Wilson enters the game for E. Bledsoe,,73,55
332,3,5:18.0,,D. Carroll enters the game for D. Russell,73,55
333,3,5:10.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by J. Allen),73,58
334,3,4:59.0,K. Middleton makes 2-pt jump shot from 10 ft (assist by B. Lopez),,75,58
335,3,4:46.0,,S. Napier makes 2-pt jump shot from 12 ft (assist by T. Graham),75,60
336,3,4:32.0,K. Middleton makes 2-pt jump shot from 4 ft,,77,60
337,3,4:14.0,,J. Allen makes 2-pt hook shot from 2 ft (assist by D. Carroll),77,62
338,3,4:05.0,K. Middleton makes 2-pt layup from 2 ft,,79,62
339,3,3:55.0,,D. Carroll misses 2-pt layup from 1 ft (block by B. Lopez),79,62
340,3,3:55.0,,Offensive rebound by D. Carroll,79,62
341,3,3:52.0,,D. Carroll misses 2-pt layup from 2 ft,79,62
342,3,3:50.0,Defensive rebound by B. Lopez,,79,62
343,3,3:40.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by K. Middleton),,81,62
344,3,3:26.0,,S. Napier misses 3-pt jump shot from 26 ft,81,62
345,3,3:22.0,Defensive rebound by K. Middleton,,81,62
346,3,3:21.0,Shooting foul by R. Kurucs (drawn by G. Hill),,81,62
347,3,3:21.0,G. Hill makes free throw 1 of 2,,82,62
348,3,3:21.0,E. İlyasova enters the game for B. Lopez,,82,62
349,3,3:21.0,T. Snell enters the game for K. Middleton,,82,62
350,3,3:21.0,,M. Creek enters the game for T. Graham,82,62
351,3,3:21.0,,T. Pinson enters the game for R. Kurucs,82,62
352,3,3:21.0,G. Hill makes free throw 2 of 2,,83,62
353,3,3:10.0,,T. Pinson misses 3-pt jump shot from 26 ft,83,62
354,3,3:07.0,,Offensive rebound by M. Creek,83,62
355,3,3:03.0,,M. Creek misses 3-pt jump shot from 25 ft,83,62
356,3,3:00.0,Defensive rebound by S. Brown,,83,62
357,3,2:52.0,G. Hill misses 3-pt jump shot from 25 ft,,83,62
358,3,2:50.0,,Defensive rebound by D. Carroll,83,62
359,3,2:44.0,,Turnover by D. Carroll (bad pass; steal by G. Hill),83,62
360,3,2:39.0,S. Brown makes 2-pt layup from 1 ft (assist by G. Hill),,85,62
361,3,2:25.0,,Turnover by T. Pinson (bad pass),85,62
362,3,2:25.0,Milwaukee full timeout,,85,62
363,3,2:25.0,,R. Hollis-Jefferson enters the game for J. Allen,85,62
364,3,2:25.0,,D. Russell enters the game for S. Napier,85,62
365,3,2:05.0,D. Wilson misses 3-pt jump shot from 24 ft,,85,62
366,3,2:05.0,,Defensive rebound by Team,85,62
367,3,1:40.0,,D. Carroll misses 2-pt jump shot from 11 ft,85,62
368,3,1:36.0,Defensive rebound by E. İlyasova,,85,62
369,3,1:20.0,T. Snell makes 2-pt layup from 1 ft (assist by G. Hill),,87,62
370,3,1:09.0,,D. Russell misses 2-pt layup from 1 ft,87,62
371,3,1:06.0,Defensive rebound by D. Wilson,,87,62
372,3,0:53.0,Personal foul by T. Pinson (drawn by D. Wilson),,87,62
373,3,0:53.0,P. Connaughton enters the game for S. Brown,,87,62
374,3,0:45.0,E. İlyasova misses 2-pt layup from 2 ft,,87,62
375,3,0:44.0,Offensive rebound by E. İlyasova,,87,62
376,3,0:36.0,D. Wilson misses 3-pt jump shot from 26 ft,,87,62
377,3,0:31.0,,Defensive rebound by M. Creek,87,62
378,3,0:26.0,,T. Pinson makes 2-pt layup from 1 ft (assist by M. Creek),87,64
