,QUARTER,TIME_REMAINING,PHOENIX_ACTION,ATLANTA_ACTION,PHOENIX_SCORE,ATLANTA_SCORE
56,1,5:29.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),19,20
57,1,5:18.0,D. Booker makes 2-pt jump shot from 3 ft (assist by T. Johnson),,21,20
58,1,5:18.0,Shooting foul by D. Bembry (drawn by D. Booker),,21,20
59,1,5:18.0,D. Bender enters the game for J. Jackson,,21,20
60,1,5:18.0,M. Bridges enters the game for K. Oubre,,21,20
61,1,5:18.0,D. Booker makes free throw 1 of 1,,22,20
62,1,5:04.0,,T. Prince misses 2-pt layup from 8 ft,22,20
63,1,4:58.0,,Offensive rebound by T. Prince,22,20
64,1,4:58.0,,T. Prince makes 2-pt layup from 1 ft,22,22
65,1,4:52.0,D. Booker misses 2-pt jump shot from 21 ft,,22,22
66,1,4:49.0,,Defensive rebound by J. Collins,22,22
67,1,4:42.0,,J. Collins misses 3-pt jump shot from 25 ft,22,22
68,1,4:38.0,Defensive rebound by D. Bender,,22,22
69,1,4:33.0,D. Booker misses 2-pt jump shot from 6 ft,,22,22
70,1,4:30.0,,Defensive rebound by A. Len,22,22
71,1,4:28.0,,T. Young makes 3-pt jump shot from 26 ft (assist by A. Len),22,25
72,1,4:07.0,D. Ayton misses 2-pt jump shot from 15 ft,,22,25
73,1,4:05.0,,Defensive rebound by D. Bembry,22,25
74,1,3:56.0,,Shooting foul by D. Booker (drawn by T. Prince),22,25
75,1,3:56.0,,T. Prince makes free throw 1 of 3,22,26
76,1,3:56.0,,T. Prince makes free throw 2 of 3,22,27
77,1,3:56.0,,J. Adams enters the game for J. Collins,22,27
78,1,3:56.0,,O. Spellman enters the game for T. Young,22,27
79,1,3:56.0,,T. Prince makes free throw 3 of 3,22,28
80,1,3:49.0,T. Johnson makes 2-pt dunk from 1 ft (assist by D. Booker),,24,28
81,1,3:34.0,,A. Len misses 2-pt hook shot from 11 ft,24,28
82,1,3:28.0,Defensive rebound by D. Bender,,24,28
83,1,3:26.0,D. Booker misses 2-pt layup from 1 ft,,24,28
84,1,3:26.0,,J. Anderson enters the game for T. Prince,24,28
85,1,3:26.0,,Defensive rebound by Team,24,28
86,1,3:09.0,,Turnover by J. Adams (bad pass),24,28
87,1,2:56.0,T. Johnson misses 2-pt jump shot from 22 ft,,24,28
88,1,2:54.0,,Defensive rebound by O. Spellman,24,28
89,1,2:45.0,,J. Anderson misses 2-pt layup from 2 ft,24,28
90,1,2:41.0,Defensive rebound by T. Johnson,,24,28
91,1,2:34.0,D. Booker misses 2-pt jump shot from 12 ft,,24,28
92,1,2:30.0,,Defensive rebound by D. Bembry,24,28
93,1,2:23.0,,Shooting foul by D. Bender (drawn by D. Bembry),24,28
94,1,2:23.0,,Atlanta full timeout,24,28
95,1,2:23.0,R. Holmes enters the game for D. Ayton,,24,28
96,1,2:23.0,D. Melton enters the game for T. Johnson,,24,28
97,1,2:23.0,,Offensive rebound by Team,24,28
98,1,2:23.0,,D. Bembry misses free throw 1 of 2,24,28
99,1,2:23.0,,D. Bembry makes free throw 2 of 2,24,29
100,1,2:01.0,D. Booker makes 2-pt jump shot from 18 ft (assist by M. Bridges),,26,29
101,1,1:44.0,,Turnover by O. Spellman (offensive foul),26,29
102,1,1:44.0,,Offensive foul by O. Spellman (drawn by D. Booker),26,29
103,1,1:44.0,T. Daniels enters the game for D. Booker,,26,29
104,1,1:24.0,D. Melton makes 2-pt jump shot from 9 ft,,28,29
105,1,1:12.0,,Turnover by D. Bembry (bad pass),28,29
106,1,0:56.0,T. Daniels misses 3-pt jump shot from 25 ft,,28,29
107,1,0:53.0,Offensive rebound by R. Holmes,,28,29
108,1,0:52.0,D. Bender makes 3-pt jump shot from 25 ft (assist by R. Holmes),,31,29
109,1,0:42.0,,J. Anderson makes 2-pt jump shot from 16 ft,31,31
110,1,0:27.0,D. Bender misses 3-pt jump shot from 26 ft,,31,31
111,1,0:24.0,,Defensive rebound by J. Anderson,31,31
112,1,0:08.0,,D. Bembry makes 2-pt layup from 1 ft,31,33
113,1,0:00.0,D. Melton makes 2-pt jump shot from 23 ft,,33,33
114,2,11:48.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by T. Daniels),,36,33
115,2,11:32.0,,Personal foul by D. Melton (drawn by D. Bembry),36,33
116,2,11:21.0,,O. Spellman makes 2-pt layup from 2 ft (assist by D. Bembry),36,35
117,2,11:14.0,T. Daniels makes 3-pt jump shot from 27 ft (assist by D. Melton),,39,35
118,2,11:01.0,,J. Anderson misses 2-pt layup from 2 ft,39,35
119,2,10:59.0,Defensive rebound by D. Bender,,39,35
120,2,10:48.0,T. Daniels misses 3-pt jump shot from 26 ft,,39,35
121,2,10:45.0,,Defensive rebound by D. Bembry,39,35
122,2,10:34.0,,A. Len misses 3-pt jump shot from 23 ft,39,35
123,2,10:32.0,,Offensive rebound by Team,39,35
124,2,10:20.0,,T. Young misses 2-pt layup from 1 ft,39,35
125,2,10:16.0,Defensive rebound by T. Daniels,,39,35
126,2,10:09.0,T. Daniels makes 2-pt jump shot from 13 ft,,41,35
127,2,9:51.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by O. Spellman),41,37
128,2,9:27.0,R. Holmes makes 2-pt hook shot from 2 ft (assist by M. Bridges),,43,37
129,2,9:10.0,,Personal foul by T. Daniels (drawn by O. Spellman),43,37
130,2,9:10.0,,K. Bazemore enters the game for J. Anderson,43,37
131,2,9:10.0,,V. Carter enters the game for D. Bembry,43,37
132,2,9:10.0,,J. Collins enters the game for A. Len,43,37
133,2,9:10.0,,D. Dedmon enters the game for O. Spellman,43,37
134,2,9:06.0,,Personal foul by D. Melton (drawn by T. Young),43,37
135,2,9:00.0,,T. Young makes 2-pt jump shot from 20 ft,43,39
136,2,8:45.0,Turnover by T. Daniels (out of bounds lost ball),,43,39
137,2,8:33.0,,K. Bazemore misses 2-pt jump shot from 12 ft,43,39
138,2,8:30.0,,Offensive rebound by J. Collins,43,39
139,2,8:27.0,,D. Dedmon misses 2-pt layup from 1 ft,43,39
140,2,8:27.0,Defensive rebound by R. Holmes,,43,39
141,2,8:07.0,D. Melton misses 3-pt jump shot from 23 ft,,43,39
142,2,8:05.0,,Defensive rebound by K. Bazemore,43,39
143,2,7:58.0,,Turnover by T. Young (bad pass; steal by M. Bridges),43,39
144,2,7:58.0,Personal foul by J. Collins (drawn by M. Bridges),,43,39
145,2,7:58.0,J. Jackson enters the game for D. Bender,,43,39
146,2,7:58.0,K. Oubre enters the game for T. Daniels,,43,39
147,2,7:45.0,J. Jackson makes 2-pt layup from 1 ft (assist by D. Melton),,45,39
148,2,7:32.0,,K. Bazemore misses 3-pt jump shot from 23 ft,45,39
149,2,7:30.0,Defensive rebound by J. Jackson,,45,39
150,2,7:23.0,J. Jackson makes 2-pt jump shot from 22 ft,,47,39
151,2,7:08.0,,Shooting foul by J. Jackson (drawn by J. Collins),47,39
152,2,7:08.0,,J. Collins makes free throw 1 of 2,47,40
153,2,7:08.0,,J. Collins makes free throw 2 of 2,47,41
154,2,6:56.0,M. Bridges misses 3-pt jump shot from 25 ft,,47,41
155,2,6:52.0,,Defensive rebound by D. Dedmon,47,41
156,2,6:39.0,,Personal foul by R. Holmes (drawn by T. Young),47,41
157,2,6:39.0,,Atlanta full timeout,47,41
158,2,6:39.0,D. Ayton enters the game for R. Holmes,,47,41
159,2,6:39.0,T. Johnson enters the game for D. Melton,,47,41
160,2,6:39.0,,T. Young makes free throw 1 of 2,47,42
161,2,6:39.0,,T. Young makes free throw 2 of 2,47,43
162,2,6:24.0,J. Jackson misses 3-pt jump shot from 25 ft,,47,43
163,2,6:20.0,,Defensive rebound by D. Dedmon,47,43
164,2,6:07.0,,Shooting foul by J. Jackson (drawn by J. Collins),47,43
165,2,6:07.0,,J. Collins makes free throw 1 of 2,47,44
166,2,6:07.0,D. Booker enters the game for J. Jackson,,47,44
167,2,6:07.0,,T. Prince enters the game for K. Bazemore,47,44
168,2,6:07.0,,J. Collins makes free throw 2 of 2,47,45
169,2,5:54.0,Offensive foul by K. Oubre (drawn by V. Carter),,47,45
170,2,5:54.0,Turnover by K. Oubre (offensive foul),,47,45
171,2,5:54.0,,J. Adams enters the game for T. Young,47,45
172,2,5:41.0,,D. Dedmon makes 2-pt layup from 1 ft,47,47
173,2,5:25.0,T. Johnson makes 2-pt jump shot from 8 ft,,49,47
174,2,5:14.0,,V. Carter misses 3-pt jump shot from 24 ft,49,47
175,2,5:14.0,Defensive rebound by D. Ayton,,49,47
176,2,5:05.0,Personal foul by J. Adams (drawn by T. Johnson),,49,47
177,2,4:57.0,M. Bridges misses 3-pt jump shot from 23 ft,,49,47
178,2,4:55.0,,Defensive rebound by D. Dedmon,49,47
179,2,4:49.0,,D. Dedmon misses 3-pt jump shot from 25 ft,49,47
180,2,4:42.0,,Offensive rebound by J. Collins,49,47
181,2,4:42.0,,J. Collins misses 2-pt layup from 1 ft,49,47
182,2,4:41.0,Defensive rebound by D. Ayton,,49,47
183,2,4:35.0,D. Booker makes 3-pt jump shot from 25 ft (assist by K. Oubre),,52,47
184,2,4:17.0,,V. Carter misses 2-pt layup from 1 ft,52,47
185,2,4:11.0,,Offensive rebound by J. Collins,52,47
186,2,4:11.0,,J. Collins makes 2-pt layup from 1 ft,52,49
187,2,3:57.0,K. Oubre misses 3-pt jump shot from 25 ft,,52,49
188,2,3:53.0,,Defensive rebound by T. Prince,52,49
189,2,3:51.0,,J. Adams misses 3-pt jump shot from 26 ft,52,49
190,2,3:49.0,,Offensive rebound by J. Adams,52,49
191,2,3:45.0,,T. Prince misses 2-pt layup from 1 ft,52,49
192,2,3:45.0,Defensive rebound by T. Johnson,,52,49
193,2,3:36.0,D. Booker misses 2-pt layup from 1 ft,,52,49
194,2,3:35.0,,Defensive rebound by Team,52,49
195,2,3:35.0,,K. Bazemore enters the game for V. Carter,52,49
196,2,3:19.0,,K. Bazemore makes 2-pt jump shot from 13 ft (assist by J. Adams),52,51
197,2,3:02.0,D. Ayton misses 2-pt jump shot from 20 ft,,52,51
198,2,2:59.0,,Defensive rebound by J. Collins,52,51
199,2,2:53.0,,K. Bazemore makes 2-pt layup from 1 ft,52,53
200,2,2:53.0,Phoenix full timeout,,52,53
201,2,2:53.0,,O. Spellman enters the game for J. Collins,52,53
202,2,2:38.0,Turnover by D. Booker (bad pass; steal by K. Bazemore),,52,53
203,2,2:19.0,,K. Bazemore misses 2-pt jump shot from 10 ft,52,53
204,2,2:13.0,,Offensive rebound by K. Bazemore,52,53
205,2,2:13.0,,K. Bazemore makes 2-pt layup from 1 ft,52,55
206,2,2:08.0,Personal foul by T. Prince (drawn by D. Booker),,52,55
207,2,1:58.0,K. Oubre misses 2-pt jump shot from 9 ft,,52,55
208,2,1:54.0,,Defensive rebound by T. Prince,52,55
209,2,1:53.0,,T. Prince makes 2-pt layup from 3 ft,52,57
210,2,1:53.0,,Shooting foul by T. Johnson (drawn by T. Prince),52,57
211,2,1:53.0,,T. Young enters the game for J. Adams,52,57
212,2,1:53.0,,T. Prince makes free throw 1 of 1,52,58
213,2,1:39.0,T. Johnson makes 2-pt jump shot from 12 ft,,54,58
214,2,1:23.0,,K. Bazemore makes 3-pt jump shot from 26 ft (assist by T. Young),54,61
215,2,1:04.0,Personal foul by T. Prince (drawn by D. Booker),,54,61
216,2,0:54.0,Turnover by M. Bridges (bad pass; steal by O. Spellman),,54,61
217,2,0:47.0,,D. Dedmon misses 2-pt layup at rim,54,61
218,2,0:46.0,,Offensive rebound by O. Spellman,54,61
219,2,0:46.0,,O. Spellman makes 2-pt layup from 1 ft,54,63
220,2,0:34.0,D. Booker makes 2-pt jump shot from 16 ft,,56,63
221,2,0:25.0,,D. Dedmon misses 2-pt jump shot from 21 ft,56,63
222,2,0:22.0,Defensive rebound by T. Johnson,,56,63
223,2,0:03.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by M. Bridges),,59,63
224,2,0:00.0,,T. Prince misses 3-pt jump shot from 49 ft,59,63
225,2,0:00.0,,Offensive rebound by Team,59,63
226,3,11:46.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by J. Jackson),,62,63
227,3,11:30.0,,T. Prince misses 3-pt jump shot from 25 ft,62,63
228,3,11:25.0,,Offensive rebound by D. Dedmon,62,63
229,3,11:20.0,,Def 3 sec tech foul by Team,62,63
230,3,11:20.0,,D. Dedmon makes technical free throw,62,64
231,3,11:06.0,,Turnover by T. Young (bad pass; steal by D. Ayton),62,64
232,3,10:59.0,,Violation by Team (kicked ball),62,64
233,3,10:56.0,Turnover by K. Oubre (bad pass; steal by T. Prince),,62,64
234,3,10:50.0,,Turnover by T. Prince (bad pass; steal by T. Johnson),62,64
235,3,10:47.0,T. Johnson misses 2-pt layup at rim,,62,64
236,3,10:47.0,Offensive rebound by T. Johnson,,62,64
237,3,10:47.0,Shooting foul by T. Young (drawn by T. Johnson),,62,64
238,3,10:47.0,T. Johnson makes free throw 1 of 2,,63,64
239,3,10:47.0,T. Johnson makes free throw 2 of 2,,64,64
240,3,10:33.0,,D. Dedmon misses 3-pt jump shot from 24 ft,64,64
241,3,10:30.0,Defensive rebound by T. Johnson,,64,64
242,3,10:23.0,K. Oubre misses 3-pt jump shot from 24 ft,,64,64
243,3,10:19.0,,Defensive rebound by K. Bazemore,64,64
244,3,10:12.0,,J. Collins makes 3-pt jump shot from 24 ft (assist by K. Bazemore),64,67
245,3,9:50.0,D. Ayton makes 2-pt layup from 1 ft (assist by J. Jackson),,66,67
246,3,9:42.0,,Personal foul by T. Johnson (drawn by T. Young),66,67
247,3,9:39.0,,J. Collins misses 3-pt jump shot from 25 ft,66,67
248,3,9:35.0,Defensive rebound by K. Oubre,,66,67
249,3,9:27.0,K. Oubre misses 2-pt layup from 2 ft (block by D. Dedmon),,66,67
250,3,9:27.0,Offensive rebound by Team,,66,67
251,3,9:24.0,D. Booker misses 2-pt jump shot from 16 ft,,66,67
252,3,9:21.0,,Defensive rebound by T. Young,66,67
253,3,9:16.0,,T. Young misses 3-pt jump shot from 26 ft,66,67
254,3,9:14.0,Defensive rebound by D. Booker,,66,67
255,3,9:13.0,T. Johnson makes 2-pt layup from 1 ft (assist by D. Booker),,68,67
256,3,9:13.0,,Violation by Team (def goaltending),68,67
257,3,8:58.0,,K. Bazemore misses 3-pt jump shot from 22 ft,68,67
258,3,8:52.0,,D. Dedmon makes 2-pt dunk at rim,68,69
259,3,8:52.0,,Offensive rebound by D. Dedmon,68,69
260,3,8:43.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by D. Booker),,71,69
261,3,8:27.0,,J. Collins misses 2-pt layup from 2 ft,71,69
262,3,8:26.0,,Offensive rebound by Team,71,69
263,3,8:26.0,Loose ball foul by D. Ayton (drawn by J. Collins),,71,69
264,3,8:26.0,Technical foul by J. Jackson,,71,69
265,3,8:26.0,,D. Dedmon misses technical free throw,71,69
266,3,8:26.0,,Offensive rebound by Team,71,69
267,3,8:22.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Dedmon),71,71
268,3,8:13.0,Personal foul by K. Bazemore (drawn by D. Booker),,71,71
269,3,8:07.0,Shooting foul by J. Collins (drawn by T. Johnson),,71,71
270,3,8:07.0,T. Johnson makes free throw 1 of 2,,72,71
271,3,8:07.0,T. Johnson misses free throw 2 of 2,,72,71
272,3,8:05.0,,Defensive rebound by J. Collins,72,71
273,3,7:53.0,,K. Bazemore misses 2-pt jump shot from 16 ft (block by D. Booker),72,71
274,3,7:53.0,,Offensive rebound by Team,72,71
275,3,7:43.0,,Turnover by Team (shot clock),72,71
276,3,7:22.0,K. Oubre misses 2-pt jump shot from 15 ft,,72,71
277,3,7:19.0,,Defensive rebound by T. Prince,72,71
278,3,7:08.0,,T. Young makes 2-pt jump shot from 14 ft,72,73
279,3,7:00.0,T. Johnson misses 3-pt jump shot from 25 ft,,72,73
280,3,7:00.0,,Defensive rebound by J. Collins,72,73
281,3,6:51.0,,D. Dedmon makes 3-pt jump shot from 26 ft (assist by T. Young),72,76
282,3,6:49.0,Phoenix full timeout,,72,76
283,3,6:49.0,,D. Bembry enters the game for K. Bazemore,72,76
284,3,6:49.0,,O. Spellman enters the game for J. Collins,72,76
285,3,6:24.0,K. Oubre misses 2-pt layup from 1 ft (block by D. Dedmon),,72,76
286,3,6:20.0,,Defensive rebound by D. Bembry,72,76
287,3,6:00.0,,D. Bembry misses 2-pt layup from 2 ft,72,76
288,3,5:57.0,Defensive rebound by D. Ayton,,72,76
289,3,5:51.0,D. Booker misses 3-pt jump shot from 25 ft,,72,76
290,3,5:47.0,,Defensive rebound by O. Spellman,72,76
291,3,5:31.0,,O. Spellman misses 2-pt jump shot from 14 ft,72,76
292,3,5:28.0,,Offensive rebound by D. Dedmon,72,76
293,3,5:28.0,,D. Dedmon makes 2-pt dunk at rim,72,78
294,3,5:08.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by D. Booker),,75,78
295,3,4:47.0,,Turnover by D. Bembry (bad pass; steal by T. Johnson),75,78
296,3,4:40.0,D. Ayton makes 2-pt jump shot from 14 ft (assist by T. Johnson),,77,78
297,3,4:35.0,,Atlanta full timeout,77,78
298,3,4:35.0,D. Bender enters the game for J. Jackson,,77,78
299,3,4:35.0,M. Bridges enters the game for K. Oubre,,77,78
300,3,4:35.0,,J. Adams enters the game for D. Dedmon,77,78
301,3,4:35.0,,K. Bazemore enters the game for T. Prince,77,78
302,3,4:35.0,,A. Len enters the game for T. Young,77,78
303,3,4:11.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Bembry),77,81
304,3,3:56.0,D. Ayton makes 2-pt dunk from 1 ft (assist by M. Bridges),,79,81
305,3,3:39.0,,D. Bembry misses 2-pt layup at rim,79,81
306,3,3:35.0,Defensive rebound by D. Bender,,79,81
307,3,3:20.0,M. Bridges misses 2-pt layup at rim (block by O. Spellman),,79,81
308,3,3:16.0,,Defensive rebound by D. Bembry,79,81
309,3,3:14.0,,K. Bazemore misses 3-pt jump shot from 26 ft,79,81
310,3,3:12.0,Defensive rebound by D. Booker,,79,81
311,3,3:01.0,T. Johnson makes 3-pt jump shot from 22 ft (assist by D. Booker),,82,81
312,3,2:41.0,,O. Spellman misses 3-pt jump shot from 24 ft,82,81
313,3,2:38.0,Defensive rebound by D. Booker,,82,81
314,3,2:37.0,Personal foul by D. Bembry (drawn by D. Booker),,82,81
315,3,2:37.0,R. Holmes enters the game for D. Ayton,,82,81
316,3,2:37.0,D. Melton enters the game for T. Johnson,,82,81
317,3,2:29.0,D. Booker makes 2-pt jump shot from 14 ft,,84,81
318,3,2:13.0,,K. Bazemore makes 2-pt jump shot from 3 ft,84,83
319,3,1:50.0,Turnover by D. Bender (bad pass),,84,83
320,3,1:35.0,,D. Bembry misses 2-pt jump shot from 10 ft,84,83
321,3,1:33.0,Defensive rebound by Team,,84,83
322,3,1:19.0,D. Booker misses 3-pt jump shot from 27 ft,,84,83
323,3,1:15.0,Offensive rebound by R. Holmes,,84,83
324,3,1:13.0,M. Bridges misses 3-pt jump shot from 23 ft,,84,83
325,3,1:12.0,Offensive rebound by Team,,84,83
326,3,1:12.0,,Loose ball foul by J. Adams (drawn by D. Bender),84,83
327,3,1:12.0,D. Bender misses free throw 1 of 2,,84,83
328,3,1:12.0,Offensive rebound by Team,,84,83
329,3,1:12.0,K. Oubre enters the game for D. Booker,,84,83
330,3,1:12.0,D. Bender makes free throw 2 of 2,,85,83
331,3,0:51.0,,K. Bazemore makes 3-pt jump shot from 28 ft,85,86
332,3,0:43.0,R. Holmes makes 2-pt layup from 1 ft,,87,86
333,3,0:43.0,Violation by Team (delay of game),,87,86
334,3,0:32.0,,K. Bazemore misses 2-pt jump shot from 15 ft,87,86
335,3,0:28.0,Defensive rebound by D. Melton,,87,86
336,3,0:06.0,K. Oubre misses 3-pt jump shot from 23 ft (block by D. Bembry),,87,86
337,3,0:03.0,,Defensive rebound by J. Adams,87,86
338,3,0:00.0,,Turnover by J. Adams (lost ball; steal by M. Bridges),87,86
339,4,11:41.0,,J. Collins misses 2-pt hook shot from 9 ft,87,86
340,4,11:37.0,Defensive rebound by D. Melton,,87,86
341,4,11:23.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Melton),,90,86
342,4,11:09.0,,Turnover by T. Prince (bad pass; steal by D. Melton),90,86
343,4,10:52.0,Turnover by M. Bridges (bad pass; steal by K. Bazemore),,90,86
344,4,10:46.0,,T. Prince misses 2-pt layup from 1 ft,90,86
345,4,10:43.0,Defensive rebound by D. Bender,,90,86
346,4,10:38.0,Personal foul by K. Bazemore (drawn by R. Holmes),,90,86
347,4,10:26.0,K. Oubre misses 2-pt jump shot from 15 ft,,90,86
348,4,10:26.0,,Defensive rebound by Team,90,86
349,4,10:13.0,,Turnover by O. Spellman (bad pass; steal by K. Oubre),90,86
350,4,10:09.0,K. Oubre makes 2-pt dunk from 1 ft,,92,86
351,4,10:09.0,,Atlanta full timeout,92,86
352,4,10:09.0,,D. Dedmon enters the game for J. Adams,92,86
353,4,10:09.0,,T. Young enters the game for O. Spellman,92,86
354,4,9:51.0,,Turnover by J. Collins (bad pass; steal by K. Oubre),92,86
355,4,9:47.0,K. Oubre makes 2-pt dunk at rim,,94,86
356,4,9:36.0,,T. Prince misses 3-pt jump shot from 23 ft,94,86
357,4,9:35.0,,Offensive rebound by Team,94,86
358,4,9:35.0,Loose ball foul by R. Holmes (drawn by J. Collins),,94,86
359,4,9:33.0,,Personal foul by R. Holmes (drawn by J. Collins),94,86
360,4,9:22.0,,Shooting foul by R. Holmes (drawn by D. Dedmon),94,86
361,4,9:22.0,,D. Dedmon makes free throw 1 of 2,94,87
362,4,9:22.0,,D. Dedmon makes free throw 2 of 2,94,88
363,4,9:11.0,K. Oubre misses 3-pt jump shot from 25 ft,,94,88
364,4,9:08.0,,Defensive rebound by K. Bazemore,94,88
365,4,9:01.0,,Turnover by K. Bazemore (lost ball; steal by M. Bridges),94,88
366,4,8:56.0,Turnover by D. Bender (bad pass; steal by T. Young),,94,88
367,4,8:55.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by T. Young),94,91
368,4,8:55.0,Phoenix full timeout,,94,91
369,4,8:55.0,D. Booker enters the game for D. Bender,,94,91
370,4,8:55.0,T. Johnson enters the game for D. Melton,,94,91
371,4,8:45.0,Personal foul by K. Bazemore (drawn by K. Oubre),,94,91
372,4,8:42.0,T. Johnson misses 3-pt jump shot from 23 ft,,94,91
373,4,8:38.0,,Defensive rebound by J. Collins,94,91
374,4,8:27.0,Violation by Team (kicked ball),,94,91
375,4,8:23.0,,Personal foul by K. Oubre (drawn by D. Dedmon),94,91
376,4,8:12.0,,D. Dedmon misses 2-pt layup from 2 ft (block by R. Holmes),94,91
377,4,8:12.0,,Offensive rebound by Team,94,91
378,4,8:08.0,,T. Young misses 3-pt jump shot from 23 ft,94,91
379,4,8:05.0,Defensive rebound by K. Oubre,,94,91
380,4,8:02.0,Shooting foul by T. Prince (drawn by D. Booker),,94,91
381,4,8:02.0,D. Booker makes free throw 1 of 2,,95,91
382,4,8:02.0,D. Booker makes free throw 2 of 2,,96,91
383,4,7:52.0,,Shooting foul by T. Johnson (drawn by T. Young),96,91
384,4,7:52.0,,T. Young makes free throw 1 of 2,96,92
385,4,7:52.0,,T. Young makes free throw 2 of 2,96,93
386,4,7:42.0,Turnover by R. Holmes (offensive foul),,96,93
387,4,7:42.0,Offensive foul by R. Holmes (drawn by T. Prince),,96,93
