,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA LAKERS_ACTION,PHILADELPHIA_SCORE,LA LAKERS_SCORE
377,4,10:05.0,,I. Zubac enters the game for J. McGee,98,86
378,4,10:05.0,J. Embiid makes free throw 2 of 2,,99,86
379,4,9:50.0,,S. Mykhailiuk misses 3-pt jump shot from 23 ft,99,86
380,4,9:46.0,Defensive rebound by B. Simmons,,99,86
381,4,9:43.0,J. Embiid misses 2-pt dunk from 2 ft,,99,86
382,4,9:40.0,,Defensive rebound by Team,99,86
383,4,9:34.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by I. Zubac),99,89
384,4,9:30.0,Philadelphia full timeout,,99,89
385,4,9:30.0,T. McConnell enters the game for J. Butler,,99,89
386,4,9:30.0,M. Muscala enters the game for J. Embiid,,99,89
387,4,9:15.0,L. Shamet misses 3-pt jump shot from 24 ft,,99,89
388,4,9:12.0,,Defensive rebound by R. Rondo,99,89
389,4,9:02.0,,S. Mykhailiuk misses 2-pt layup from 6 ft (block by T. McConnell),99,89
390,4,9:01.0,,Offensive rebound by Team,99,89
391,4,8:59.0,,S. Mykhailiuk misses 3-pt jump shot from 23 ft,99,89
392,4,8:54.0,,Offensive rebound by L. Stephenson,99,89
393,4,8:50.0,,Turnover by L. Stephenson (out of bounds lost ball),99,89
394,4,8:39.0,Shooting foul by R. Rondo (drawn by C. Brewer),,99,89
395,4,8:39.0,C. Brewer makes free throw 1 of 3,,100,89
396,4,8:39.0,C. Brewer misses free throw 2 of 3,,100,89
397,4,8:39.0,Offensive rebound by Team,,100,89
398,4,8:39.0,C. Brewer makes free throw 3 of 3,,101,89
399,4,8:27.0,,L. Stephenson misses 3-pt jump shot from 23 ft,101,89
400,4,8:24.0,Defensive rebound by L. Shamet,,101,89
401,4,8:12.0,M. Muscala misses 2-pt jump shot from 14 ft,,101,89
402,4,8:08.0,Offensive rebound by B. Simmons,,101,89
403,4,8:01.0,B. Simmons misses 2-pt hook shot from 10 ft,,101,89
404,4,7:55.0,Offensive rebound by M. Muscala,,101,89
405,4,7:55.0,M. Muscala misses 2-pt layup from 1 ft,,101,89
406,4,7:54.0,,Defensive rebound by R. Rondo,101,89
407,4,7:49.0,,I. Zubac misses 2-pt hook shot from 2 ft,101,89
408,4,7:49.0,Defensive rebound by M. Muscala,,101,89
409,4,7:24.0,B. Simmons misses 2-pt jump shot from 13 ft,,101,89
410,4,7:23.0,Offensive rebound by M. Muscala,,101,89
411,4,7:23.0,M. Muscala makes 2-pt layup from 1 ft,,103,89
412,4,7:23.0,,LA Lakers full timeout,103,89
413,4,7:23.0,,K. Caldwell-Pope enters the game for S. Mykhailiuk,103,89
414,4,7:23.0,,B. Ingram enters the game for L. Stephenson,103,89
415,4,7:23.0,,J. McGee enters the game for I. Zubac,103,89
416,4,6:59.0,,R. Rondo misses 2-pt jump shot from 6 ft,103,89
417,4,6:56.0,Defensive rebound by C. Brewer,,103,89
418,4,6:42.0,M. Muscala misses 3-pt jump shot from 24 ft,,103,89
419,4,6:41.0,Offensive rebound by Team,,103,89
420,4,6:37.0,T. McConnell makes 2-pt jump shot from 10 ft (assist by B. Simmons),,105,89
421,4,6:18.0,,K. Caldwell-Pope makes 2-pt jump shot from 12 ft,105,91
422,4,5:57.0,B. Simmons makes 2-pt layup from 1 ft (assist by L. Shamet),,107,91
423,4,5:38.0,,J. McGee makes 2-pt jump shot from 12 ft (assist by B. Ingram),107,93
424,4,5:16.0,M. Muscala makes 3-pt jump shot from 27 ft (assist by L. Shamet),,110,93
425,4,5:15.0,,LA Lakers full timeout,110,93
426,4,5:15.0,,S. Mykhailiuk enters the game for R. Rondo,110,93
427,4,5:00.0,,J. McGee makes 2-pt layup from 2 ft (assist by B. Ingram),110,95
428,4,5:00.0,,Shooting foul by M. Muscala (drawn by J. McGee),110,95
429,4,5:00.0,,J. McGee makes free throw 1 of 1,110,96
430,4,4:44.0,C. Brewer misses 2-pt jump shot from 13 ft,,110,96
431,4,4:40.0,,Defensive rebound by J. McGee,110,96
432,4,4:30.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by B. Ingram),110,99
433,4,4:10.0,C. Brewer misses 2-pt layup from 2 ft (block by J. McGee),,110,99
434,4,4:07.0,,Defensive rebound by S. Mykhailiuk,110,99
435,4,4:05.0,,Personal take foul by L. Shamet (drawn by K. Caldwell-Pope),110,99
436,4,4:05.0,J. Butler enters the game for C. Brewer,,110,99
437,4,4:05.0,W. Chandler enters the game for T. McConnell,,110,99
438,4,4:05.0,J. Embiid enters the game for M. Muscala,,110,99
439,4,4:05.0,J. Redick enters the game for L. Shamet,,110,99
440,4,3:52.0,,B. Ingram makes 2-pt jump shot from 13 ft (assist by J. McGee),110,101
441,4,3:33.0,J. Butler makes 2-pt jump shot from 9 ft,,112,101
442,4,3:20.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,112,101
443,4,3:17.0,,Offensive rebound by J. Hart,112,101
444,4,3:12.0,,B. Ingram makes 2-pt jump shot from 19 ft,112,103
445,4,2:53.0,J. Butler makes 2-pt dunk from 2 ft (assist by B. Simmons),,114,103
446,4,2:43.0,,J. Hart misses 3-pt jump shot from 28 ft,114,103
447,4,2:42.0,Defensive rebound by Team,,114,103
448,4,2:30.0,Personal foul by K. Caldwell-Pope (drawn by J. Butler),,114,103
449,4,2:18.0,J. Embiid misses 2-pt jump shot from 7 ft,,114,103
450,4,2:14.0,,Defensive rebound by J. Hart,114,103
451,4,2:09.0,,S. Mykhailiuk misses 3-pt jump shot from 23 ft,114,103
452,4,2:05.0,Defensive rebound by J. Embiid,,114,103
453,4,1:49.0,J. Redick makes 2-pt jump shot from 22 ft (assist by J. Embiid),,116,103
454,4,1:49.0,,LA Lakers full timeout,116,103
455,4,1:43.0,,Turnover by S. Mykhailiuk (bad pass; steal by J. Butler),116,103
456,4,1:42.0,Shooting foul by S. Mykhailiuk (drawn by J. Butler),,116,103
457,4,1:42.0,J. Butler makes free throw 1 of 2,,117,103
458,4,1:42.0,M. Muscala enters the game for J. Embiid,,117,103
459,4,1:42.0,L. Shamet enters the game for J. Redick,,117,103
460,4,1:42.0,J. Butler makes free throw 2 of 2,,118,103
461,4,1:23.0,,J. Hart misses 2-pt layup from 2 ft,118,103
462,4,1:22.0,,Offensive rebound by J. McGee,118,103
463,4,1:20.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,118,103
464,4,1:16.0,Defensive rebound by L. Shamet,,118,103
465,4,1:11.0,Philadelphia full timeout,,118,103
466,4,1:11.0,C. Brewer enters the game for J. Butler,,118,103
467,4,1:11.0,F. Korkmaz enters the game for W. Chandler,,118,103
468,4,1:11.0,T. McConnell enters the game for B. Simmons,,118,103
469,4,1:11.0,,A. Caruso enters the game for J. Hart,118,103
470,4,1:11.0,,M. Wagner enters the game for B. Ingram,118,103
471,4,0:57.0,F. Korkmaz makes 3-pt jump shot from 28 ft (assist by T. McConnell),,121,103
472,4,0:45.0,,Turnover by M. Wagner (bad pass; steal by C. Brewer),121,103
473,4,0:25.0,M. Muscala misses 3-pt jump shot from 25 ft,,121,103
474,4,0:21.0,,Defensive rebound by S. Mykhailiuk,121,103
475,4,0:08.0,,A. Caruso misses 2-pt layup from 4 ft (block by M. Muscala),121,103
476,4,0:08.0,,Offensive rebound by Team,121,103
477,4,0:03.0,,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by M. Wagner),121,105
