,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DETROIT_ACTION,NEW ORLEANS_SCORE,DETROIT_SCORE
83,1,2:02.0,Turnover by J. Holiday (bad pass; steal by R. Jackson),,25,15
84,1,1:56.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by R. Jackson),25,18
85,1,1:43.0,J. Holiday misses 2-pt layup from 2 ft (block by B. Griffin),,25,18
86,1,1:41.0,Offensive rebound by J. Holiday,,25,18
87,1,1:31.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by C. Diallo),,28,18
88,1,1:15.0,,L. Kennard misses 3-pt jump shot from 26 ft,28,18
89,1,1:13.0,Defensive rebound by C. Diallo,,28,18
90,1,1:02.0,E. Moore misses 2-pt jump shot from 16 ft,,28,18
91,1,0:59.0,,Defensive rebound by L. Kennard,28,18
92,1,0:48.0,,B. Griffin makes 2-pt hook shot from 8 ft,28,20
93,1,0:37.0,E. Moore misses 3-pt jump shot from 25 ft,,28,20
94,1,0:34.0,,Defensive rebound by A. Drummond,28,20
95,1,0:25.0,,L. Galloway misses 2-pt jump shot from 19 ft,28,20
96,1,0:21.0,Defensive rebound by S. Hill,,28,20
97,1,0:03.0,Personal take foul by R. Jackson (drawn by J. Holiday),,28,20
98,2,11:44.0,E. Moore misses 2-pt jump shot from 15 ft,,28,20
99,2,11:40.0,,Defensive rebound by Z. Pachulia,28,20
100,2,11:21.0,,J. Leuer misses 3-pt jump shot from 26 ft,28,20
101,2,11:17.0,Defensive rebound by C. Diallo,,28,20
102,2,10:58.0,E. Moore makes 2-pt layup from 2 ft (assist by T. Frazier),,30,20
103,2,10:43.0,,L. Galloway misses 3-pt jump shot from 25 ft,30,20
104,2,10:41.0,,Offensive rebound by J. Leuer,30,20
105,2,10:39.0,,Z. Pachulia makes 2-pt jump shot from 15 ft (assist by J. Leuer),30,22
106,2,10:25.0,Personal foul by L. Galloway (drawn by T. Frazier),,30,22
107,2,10:16.0,T. Frazier misses 3-pt jump shot from 26 ft,,30,22
108,2,10:12.0,Offensive rebound by E. Moore,,30,22
109,2,10:09.0,D. Miller misses 2-pt jump shot from 17 ft,,30,22
110,2,10:05.0,,Defensive rebound by J. Calderón,30,22
111,2,9:49.0,,J. Leuer makes 2-pt jump shot from 8 ft (assist by J. Calderón),30,24
112,2,9:28.0,N. Mirotić misses 2-pt jump shot from 20 ft,,30,24
113,2,9:26.0,,Defensive rebound by L. Kennard,30,24
114,2,9:21.0,Violation by Team (kicked ball),,30,24
115,2,9:21.0,J. Randle enters the game for N. Mirotić,,30,24
116,2,9:13.0,,L. Galloway makes 2-pt jump shot from 10 ft (assist by Z. Pachulia),30,26
117,2,9:02.0,J. Randle makes 2-pt layup from 2 ft (assist by D. Miller),,32,26
118,2,9:02.0,Shooting foul by J. Leuer (drawn by J. Randle),,32,26
119,2,9:02.0,J. Randle misses free throw 1 of 1,,32,26
120,2,9:02.0,,Defensive rebound by Z. Pachulia,32,26
121,2,8:38.0,,J. Leuer makes 2-pt dunk from 1 ft (assist by J. Calderón),32,28
122,2,8:22.0,E. Moore misses 2-pt layup from 9 ft (block by L. Kennard),,32,28
123,2,8:21.0,,Defensive rebound by L. Kennard,32,28
124,2,8:21.0,,Personal foul by E. Moore (drawn by L. Kennard),32,28
125,2,8:21.0,New Orleans full timeout,,32,28
126,2,8:09.0,,L. Kennard misses 2-pt jump shot from 17 ft,32,28
127,2,8:07.0,,Offensive rebound by J. Leuer,32,28
128,2,8:04.0,,Z. Pachulia misses 2-pt layup from 2 ft,32,28
129,2,8:04.0,,Offensive rebound by Z. Pachulia,32,28
130,2,8:04.0,,Shooting foul by C. Diallo (drawn by Z. Pachulia),32,28
131,2,8:04.0,,Offensive rebound by Team,32,28
132,2,8:04.0,,Z. Pachulia misses free throw 1 of 2,32,28
133,2,8:04.0,,Z. Pachulia makes free throw 2 of 2,32,29
134,2,7:50.0,D. Miller makes 3-pt jump shot from 26 ft (assist by T. Frazier),,35,29
135,2,7:36.0,,Turnover by Z. Pachulia (3 sec),35,29
136,2,7:24.0,Turnover by C. Diallo (offensive foul),,35,29
137,2,7:24.0,Offensive foul by C. Diallo (drawn by L. Kennard),,35,29
138,2,7:24.0,S. Hill enters the game for T. Frazier,,35,29
139,2,7:24.0,J. Holiday enters the game for E. Moore,,35,29
140,2,7:05.0,,L. Galloway makes 2-pt layup from 1 ft (assist by Z. Pachulia),35,31
141,2,6:51.0,J. Randle makes 2-pt jump shot from 11 ft,,37,31
142,2,6:38.0,,J. Calderón misses 3-pt jump shot from 26 ft,37,31
143,2,6:35.0,Defensive rebound by C. Diallo,,37,31
144,2,6:28.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Randle),,40,31
145,2,6:16.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by J. Calderón),40,33
146,2,6:16.0,,Shooting foul by C. Diallo (drawn by Z. Pachulia),40,33
147,2,6:16.0,N. Mirotić enters the game for C. Diallo,,40,33
148,2,6:16.0,,Z. Pachulia makes free throw 1 of 1,40,34
149,2,6:07.0,J. Randle misses 2-pt layup from 5 ft,,40,34
150,2,6:03.0,,Defensive rebound by J. Calderón,40,34
151,2,5:58.0,,L. Galloway makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),40,36
152,2,5:36.0,J. Randle makes 2-pt layup from 1 ft (assist by D. Miller),,42,36
153,2,5:12.0,,Shooting foul by N. Mirotić (drawn by Z. Pachulia),42,36
154,2,5:12.0,,Z. Pachulia misses free throw 1 of 2,42,36
155,2,5:12.0,,Offensive rebound by Team,42,36
156,2,5:12.0,,B. Griffin enters the game for J. Leuer,42,36
157,2,5:12.0,,Z. Pachulia misses free throw 2 of 2,42,36
158,2,5:10.0,Defensive rebound by N. Mirotić,,42,36
159,2,5:04.0,J. Holiday makes 2-pt jump shot from 12 ft,,44,36
160,2,4:49.0,,B. Griffin misses 2-pt hook shot from 9 ft,44,36
161,2,4:48.0,,Offensive rebound by Z. Pachulia,44,36
162,2,4:48.0,,Turnover by L. Kennard (lost ball; steal by J. Holiday),44,36
163,2,4:44.0,Turnover by J. Holiday (bad pass),,44,36
164,2,4:44.0,,Detroit full timeout,44,36
165,2,4:44.0,,B. Brown enters the game for L. Kennard,44,36
166,2,4:44.0,,A. Drummond enters the game for Z. Pachulia,44,36
167,2,4:31.0,,A. Drummond misses 2-pt layup from 1 ft,44,36
168,2,4:29.0,Defensive rebound by J. Randle,,44,36
169,2,4:24.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Holiday),,47,36
170,2,3:55.0,,B. Griffin makes 3-pt jump shot from 32 ft (assist by J. Calderón),47,39
171,2,3:34.0,S. Hill makes 3-pt jump shot from 23 ft (assist by J. Holiday),,50,39
172,2,3:26.0,,B. Griffin makes 2-pt layup from 1 ft (assist by J. Calderón),50,41
173,2,3:15.0,N. Mirotić misses 3-pt jump shot from 27 ft,,50,41
174,2,3:12.0,,Defensive rebound by A. Drummond,50,41
175,2,2:53.0,,B. Brown makes 3-pt jump shot from 23 ft (assist by L. Galloway),50,44
176,2,2:32.0,D. Miller misses 3-pt jump shot from 24 ft,,50,44
177,2,2:30.0,,Defensive rebound by B. Griffin,50,44
178,2,2:12.0,,B. Griffin misses 2-pt layup from 8 ft,50,44
179,2,2:09.0,Defensive rebound by S. Hill,,50,44
180,2,2:09.0,Personal foul by J. Calderón (drawn by D. Miller),,50,44
181,2,2:09.0,,R. Jackson enters the game for J. Calderón,50,44
182,2,1:59.0,Shooting foul by A. Drummond (drawn by J. Randle),,50,44
183,2,1:59.0,J. Randle makes free throw 1 of 2,,51,44
184,2,1:59.0,E. Moore enters the game for D. Miller,,51,44
185,2,1:59.0,J. Randle makes free throw 2 of 2,,52,44
186,2,1:38.0,,B. Brown misses 2-pt layup from 3 ft,52,44
187,2,1:34.0,,A. Drummond makes 2-pt layup from 1 ft,52,46
188,2,1:34.0,,Offensive rebound by A. Drummond,52,46
189,2,1:28.0,Personal foul by R. Jackson (drawn by E. Moore),,52,46
190,2,1:28.0,E. Moore makes free throw 1 of 2,,53,46
191,2,1:28.0,E. Moore makes free throw 2 of 2,,54,46
192,2,1:11.0,,B. Griffin misses 2-pt layup from 3 ft (block by J. Randle),54,46
193,2,1:11.0,,Offensive rebound by L. Galloway,54,46
194,2,1:11.0,,L. Galloway makes 2-pt layup from 1 ft,54,48
195,2,1:11.0,Violation by Team (def goaltending),,54,48
196,2,0:54.0,J. Holiday misses 3-pt jump shot from 27 ft,,54,48
197,2,0:51.0,Offensive rebound by S. Hill,,54,48
198,2,0:46.0,Turnover by J. Randle (bad pass; steal by L. Galloway),,54,48
199,2,0:39.0,,B. Brown misses 2-pt layup from 5 ft,54,48
200,2,0:39.0,,Offensive rebound by A. Drummond,54,48
201,2,0:39.0,,A. Drummond makes 2-pt layup from 1 ft,54,50
202,2,0:31.0,J. Randle makes 2-pt layup from 1 ft,,56,50
203,2,0:20.0,,Offensive foul by A. Drummond (drawn by N. Mirotić),56,50
204,2,0:20.0,,Turnover by A. Drummond (offensive foul),56,50
205,2,0:20.0,D. Miller enters the game for S. Hill,,56,50
206,2,0:20.0,,J. Leuer enters the game for A. Drummond,56,50
207,2,0:02.0,J. Holiday misses 2-pt jump shot from 11 ft (block by B. Brown),,56,50
208,2,0:02.0,,Defensive rebound by B. Griffin,56,50
209,2,0:02.0,,Personal foul by J. Randle (drawn by B. Griffin),56,50
210,2,0:02.0,,B. Griffin misses free throw 1 of 2,56,50
211,2,0:02.0,,Offensive rebound by Team,56,50
212,2,0:02.0,,B. Griffin misses free throw 2 of 2,56,50
213,2,0:00.0,Defensive rebound by J. Randle,,56,50
214,3,11:50.0,J. Randle makes 2-pt layup from 3 ft (assist by T. Frazier),,58,50
215,3,11:32.0,,Turnover by B. Griffin (bad pass; steal by J. Holiday),58,50
216,3,11:29.0,N. Mirotić makes 2-pt layup from 1 ft (assist by T. Frazier),,60,50
217,3,11:29.0,,Violation by Team (def goaltending),60,50
218,3,11:13.0,,B. Griffin makes 3-pt jump shot from 23 ft (assist by R. Jackson),60,53
219,3,11:10.0,,Violation by Team (delay of game),60,53
220,3,10:59.0,J. Randle misses 2-pt jump shot from 22 ft,,60,53
221,3,10:57.0,,Defensive rebound by B. Griffin,60,53
222,3,10:50.0,,Offensive foul by A. Drummond (drawn by J. Randle),60,53
223,3,10:50.0,,Turnover by A. Drummond (offensive foul),60,53
224,3,10:42.0,Turnover by J. Holiday (lost ball; steal by R. Jackson),,60,53
225,3,10:19.0,,B. Griffin misses 2-pt jump shot from 15 ft,60,53
226,3,10:13.0,,Offensive rebound by A. Drummond,60,53
227,3,10:13.0,,A. Drummond misses 2-pt layup at rim,60,53
228,3,10:12.0,,Offensive rebound by A. Drummond,60,53
229,3,10:12.0,,A. Drummond misses 2-pt layup at rim,60,53
230,3,10:11.0,Defensive rebound by N. Mirotić,,60,53
231,3,10:08.0,N. Mirotić misses 3-pt jump shot from 31 ft,,60,53
232,3,10:06.0,Offensive rebound by J. Randle,,60,53
233,3,10:06.0,Shooting foul by B. Brown (drawn by J. Randle),,60,53
234,3,10:06.0,J. Randle makes free throw 1 of 2,,61,53
235,3,10:06.0,A. Davis enters the game for N. Mirotić,,61,53
236,3,10:06.0,J. Randle makes free throw 2 of 2,,62,53
237,3,9:54.0,,R. Jackson misses 2-pt layup from 7 ft,62,53
238,3,9:52.0,,Offensive rebound by A. Drummond,62,53
239,3,9:52.0,,A. Drummond misses 2-pt layup at rim,62,53
240,3,9:51.0,Defensive rebound by A. Davis,,62,53
241,3,9:51.0,Personal foul by B. Griffin (drawn by J. Randle),,62,53
242,3,9:39.0,Offensive foul by J. Holiday (drawn by B. Griffin),,62,53
243,3,9:39.0,Turnover by J. Holiday (offensive foul),,62,53
244,3,9:22.0,,G. Robinson misses 2-pt jump shot from 8 ft,62,53
245,3,9:17.0,,Offensive rebound by A. Drummond,62,53
246,3,9:17.0,,A. Drummond makes 2-pt layup at rim,62,55
247,3,9:06.0,J. Holiday makes 2-pt layup from 5 ft,,64,55
248,3,8:42.0,,B. Griffin makes 3-pt jump shot from 26 ft (assist by R. Jackson),64,58
249,3,8:22.0,J. Holiday makes 2-pt layup from 1 ft,,66,58
250,3,8:22.0,Shooting foul by G. Robinson (drawn by J. Holiday),,66,58
251,3,8:22.0,J. Holiday makes free throw 1 of 1,,67,58
252,3,8:04.0,,R. Jackson misses 2-pt jump shot from 19 ft,67,58
253,3,8:01.0,Defensive rebound by A. Davis,,67,58
254,3,7:58.0,Turnover by J. Holiday (bad pass),,67,58
255,3,7:40.0,,B. Griffin makes 2-pt jump shot from 22 ft,67,60
256,3,7:23.0,J. Randle misses 3-pt jump shot from 26 ft,,67,60
257,3,7:19.0,,Defensive rebound by A. Drummond,67,60
258,3,7:11.0,,Turnover by R. Jackson (lost ball; steal by T. Frazier),67,60
259,3,7:06.0,Shooting foul by R. Jackson (drawn by T. Frazier),,67,60
260,3,7:06.0,T. Frazier makes free throw 1 of 2,,68,60
261,3,7:06.0,T. Frazier makes free throw 2 of 2,,69,60
262,3,6:58.0,,R. Jackson misses 2-pt layup from 5 ft (block by A. Davis),69,60
263,3,6:56.0,Defensive rebound by A. Davis,,69,60
264,3,6:41.0,J. Randle makes 2-pt layup from 3 ft,,71,60
265,3,6:25.0,,G. Robinson misses 2-pt jump shot from 12 ft,71,60
266,3,6:23.0,Defensive rebound by S. Hill,,71,60
267,3,6:19.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by T. Frazier),,74,60
268,3,6:18.0,,Detroit full timeout,74,60
269,3,6:18.0,,J. Calderón enters the game for R. Jackson,74,60
270,3,6:18.0,,L. Galloway enters the game for G. Robinson,74,60
271,3,6:12.0,,Personal foul by T. Frazier (drawn by B. Brown),74,60
272,3,5:55.0,,L. Galloway misses 2-pt jump shot from 13 ft (block by A. Davis),74,60
273,3,5:52.0,,Offensive rebound by A. Drummond,74,60
274,3,5:51.0,,A. Drummond makes 2-pt layup from 1 ft,74,62
275,3,5:38.0,S. Hill makes 2-pt layup from 4 ft (assist by J. Randle),,76,62
276,3,5:24.0,,B. Brown misses 2-pt layup from 4 ft (block by A. Davis),76,62
277,3,5:21.0,Defensive rebound by A. Davis,,76,62
278,3,5:16.0,J. Randle misses 2-pt layup from 2 ft,,76,62
279,3,5:15.0,Offensive rebound by J. Randle,,76,62
280,3,5:15.0,J. Randle misses 2-pt layup from 1 ft (block by A. Drummond),,76,62
281,3,5:15.0,Offensive rebound by Team,,76,62
282,3,5:13.0,Turnover by A. Davis (lost ball; steal by J. Calderón),,76,62
283,3,5:07.0,,L. Galloway misses 3-pt jump shot from 23 ft,76,62
284,3,5:04.0,Defensive rebound by S. Hill,,76,62
285,3,5:03.0,Personal foul by J. Calderón (drawn by T. Frazier),,76,62
286,3,5:03.0,T. Frazier makes free throw 1 of 2,,77,62
287,3,5:03.0,N. Mirotić enters the game for J. Randle,,77,62
288,3,5:03.0,T. Frazier makes free throw 2 of 2,,78,62
289,3,4:48.0,,B. Griffin makes 3-pt jump shot from 25 ft (assist by L. Galloway),78,65
290,3,4:27.0,T. Frazier makes 2-pt jump shot from 9 ft (assist by A. Davis),,80,65
291,3,4:03.0,,A. Drummond misses 2-pt layup from 2 ft,80,65
292,3,4:01.0,,Offensive rebound by A. Drummond,80,65
293,3,4:01.0,,A. Drummond makes 2-pt layup at rim,80,67
294,3,3:58.0,,Violation by Team (kicked ball),80,67
295,3,3:58.0,E. Moore enters the game for T. Frazier,,80,67
296,3,3:53.0,Turnover by S. Hill (bad pass; steal by L. Galloway),,80,67
297,3,3:48.0,,L. Galloway misses 2-pt layup from 2 ft,80,67
298,3,3:45.0,Defensive rebound by E. Moore,,80,67
299,3,3:43.0,Offensive foul by J. Holiday (drawn by B. Griffin),,80,67
300,3,3:43.0,Turnover by J. Holiday (offensive foul),,80,67
301,3,3:43.0,D. Miller enters the game for S. Hill,,80,67
302,3,3:43.0,,L. Kennard enters the game for B. Brown,80,67
303,3,3:30.0,,Shooting foul by N. Mirotić (drawn by B. Griffin),80,67
304,3,3:30.0,,B. Griffin makes free throw 1 of 3,80,68
305,3,3:30.0,,Offensive rebound by Team,80,68
306,3,3:30.0,,B. Griffin misses free throw 2 of 3,80,68
307,3,3:30.0,,B. Griffin makes free throw 3 of 3,80,69
308,3,3:23.0,A. Davis misses 2-pt jump shot from 17 ft,,80,69
309,3,3:20.0,,Defensive rebound by B. Griffin,80,69
310,3,3:11.0,,L. Kennard misses 3-pt jump shot from 23 ft,80,69
311,3,3:09.0,Defensive rebound by N. Mirotić,,80,69
312,3,2:58.0,Shooting foul by J. Calderón (drawn by D. Miller),,80,69
313,3,2:58.0,New Orleans full timeout,,80,69
314,3,2:58.0,T. Frazier enters the game for J. Holiday,,80,69
315,3,2:58.0,D. Miller makes free throw 1 of 3,,81,69
316,3,2:58.0,D. Miller makes free throw 2 of 3,,82,69
317,3,2:58.0,D. Miller makes free throw 3 of 3,,83,69
318,3,2:47.0,,B. Griffin makes 2-pt layup from 2 ft (assist by J. Calderón),83,71
319,3,2:47.0,,Shooting foul by N. Mirotić (drawn by B. Griffin),83,71
320,3,2:47.0,,B. Griffin makes free throw 1 of 1,83,72
321,3,2:29.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by D. Miller),,86,72
322,3,2:09.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by J. Calderón),86,75
323,3,1:54.0,Turnover by D. Miller (bad pass; steal by J. Calderón),,86,75
324,3,1:49.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by L. Kennard),86,78
325,3,1:24.0,A. Davis misses 3-pt jump shot from 27 ft,,86,78
326,3,1:19.0,,Defensive rebound by L. Galloway,86,78
327,3,1:12.0,,Shooting foul by T. Frazier (drawn by L. Galloway),86,78
328,3,1:12.0,,L. Galloway misses free throw 1 of 3,86,78
329,3,1:12.0,,Offensive rebound by Team,86,78
330,3,1:12.0,,L. Galloway makes free throw 2 of 3,86,79
331,3,1:12.0,,L. Galloway makes free throw 3 of 3,86,80
332,3,0:52.0,N. Mirotić misses 3-pt jump shot from 27 ft,,86,80
333,3,0:49.0,,Defensive rebound by L. Galloway,86,80
334,3,0:41.0,,L. Galloway makes 2-pt layup from 4 ft (assist by B. Griffin),86,82
335,3,0:34.0,T. Frazier makes 2-pt layup from 2 ft,,88,82
336,3,0:12.0,,A. Drummond misses 2-pt layup from 3 ft,88,82
337,3,0:12.0,,Offensive rebound by Team,88,82
338,3,0:07.0,,A. Drummond makes 2-pt dunk from 1 ft,88,84
339,3,0:00.0,T. Frazier makes 3-pt jump shot from 27 ft,,91,84
340,4,11:48.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by L. Kennard),91,87
341,4,11:33.0,J. Randle makes 2-pt layup from 1 ft (assist by D. Miller),,93,87
342,4,11:21.0,,J. Leuer makes 2-pt layup from 1 ft (assist by J. Calderón),93,89
343,4,11:06.0,D. Miller misses 3-pt jump shot from 23 ft,,93,89
344,4,11:02.0,,Defensive rebound by Z. Pachulia,93,89
345,4,10:53.0,,J. Leuer makes 2-pt layup from 1 ft (assist by J. Calderón),93,91
346,4,10:53.0,New Orleans full timeout,,93,91
347,4,10:48.0,Personal foul by J. Leuer (drawn by N. Mirotić),,93,91
348,4,10:32.0,J. Holiday misses 3-pt jump shot from 23 ft,,93,91
349,4,10:29.0,,Defensive rebound by J. Calderón,93,91
350,4,10:25.0,,Z. Pachulia misses 2-pt layup from 3 ft (block by J. Randle),93,91
351,4,10:24.0,,Offensive rebound by Team,93,91
352,4,10:17.0,,L. Galloway misses 2-pt layup from 5 ft,93,91
353,4,10:15.0,Defensive rebound by N. Mirotić,,93,91
354,4,10:12.0,Turnover by J. Holiday (bad pass),,93,91
355,4,10:12.0,A. Davis enters the game for N. Mirotić,,93,91
356,4,10:00.0,,L. Galloway misses 3-pt jump shot from 27 ft,93,91
357,4,9:57.0,Defensive rebound by T. Frazier,,93,91
358,4,9:40.0,T. Frazier makes 3-pt jump shot from 26 ft (assist by J. Randle),,96,91
359,4,9:23.0,,L. Kennard misses 3-pt jump shot from 23 ft,96,91
360,4,9:19.0,Defensive rebound by J. Randle,,96,91
361,4,9:13.0,J. Holiday misses 3-pt jump shot from 26 ft,,96,91
362,4,9:09.0,,Defensive rebound by J. Leuer,96,91
363,4,8:56.0,,Shooting foul by J. Randle (drawn by J. Leuer),96,91
364,4,8:56.0,,J. Leuer misses free throw 1 of 2,96,91
365,4,8:56.0,,Offensive rebound by Team,96,91
366,4,8:56.0,,J. Leuer makes free throw 2 of 2,96,92
367,4,8:44.0,Personal foul by Z. Pachulia (drawn by J. Holiday),,96,92
368,4,8:37.0,J. Holiday makes 2-pt layup from 4 ft,,98,92
369,4,8:37.0,,Detroit full timeout,98,92
370,4,8:37.0,,B. Griffin enters the game for Z. Pachulia,98,92
371,4,8:24.0,,Turnover by B. Griffin (traveling),98,92
372,4,8:11.0,J. Holiday misses 2-pt jump shot from 17 ft,,98,92
373,4,8:10.0,,Defensive rebound by Team,98,92
374,4,8:10.0,Loose ball foul by J. Randle (drawn by J. Leuer),,98,92
375,4,7:50.0,,B. Griffin misses 3-pt jump shot from 24 ft,98,92
376,4,7:47.0,Defensive rebound by T. Frazier,,98,92
377,4,7:37.0,J. Randle makes 2-pt layup from 2 ft (assist by A. Davis),,100,92
378,4,7:25.0,,L. Galloway misses 2-pt jump shot from 16 ft,100,92
379,4,7:23.0,,Offensive rebound by J. Leuer,100,92
380,4,7:11.0,,B. Griffin makes 2-pt hook shot from 6 ft,100,94
