,QUARTER,TIME_REMAINING,UTAH_ACTION,CHARLOTTE_ACTION,UTAH_SCORE,CHARLOTTE_SCORE
379,4,2:40.0,,J. Lamb makes 2-pt jump shot from 7 ft,113,103
380,4,2:27.0,Shooting foul by T. Parker (drawn by R. Rubio),,113,103
381,4,2:27.0,R. Rubio misses free throw 1 of 2,,113,103
382,4,2:27.0,Offensive rebound by Team,,113,103
383,4,2:27.0,R. Rubio makes free throw 2 of 2,,114,103
384,4,2:18.0,,T. Parker makes 2-pt layup from 1 ft,114,105
385,4,2:00.0,D. Mitchell makes 2-pt jump shot from 13 ft,,116,105
386,4,1:50.0,,J. Lamb makes 2-pt jump shot from 8 ft (assist by T. Parker),116,107
387,4,1:35.0,Offensive foul by R. Gobert (drawn by M. Williams),,116,107
388,4,1:35.0,Turnover by R. Gobert (offensive foul),,116,107
389,4,1:22.0,,Shooting foul by R. Gobert (drawn by J. Lamb),116,107
390,4,1:22.0,,J. Lamb misses free throw 1 of 2,116,107
391,4,1:22.0,,Offensive rebound by Team,116,107
392,4,1:22.0,,J. Lamb makes free throw 2 of 2,116,108
393,4,1:10.0,Turnover by D. Mitchell (bad pass; steal by T. Parker),,116,108
394,4,1:05.0,,Turnover by T. Parker (bad pass; steal by J. Ingles),116,108
395,4,1:01.0,R. Rubio makes 2-pt layup from 1 ft (assist by J. Ingles),,118,108
396,4,0:52.0,,J. Lamb misses 2-pt layup from 2 ft,118,108
397,4,0:51.0,Defensive rebound by R. Gobert,,118,108
398,4,0:51.0,Personal foul by J. Lamb (drawn by R. Gobert),,118,108
399,4,0:51.0,R. Gobert makes free throw 1 of 2,,119,108
400,4,0:51.0,,D. Graham enters the game for K. Walker,119,108
401,4,0:51.0,R. Gobert misses free throw 2 of 2,,119,108
402,4,0:47.0,,Defensive rebound by M. Williams,119,108
403,4,0:43.0,,Turnover by J. Lamb (bad pass; steal by J. Ingles),119,108
404,4,0:24.0,Turnover by J. Crowder (bad pass; steal by M. Williams),,119,108
405,4,0:17.0,,M. Williams makes 3-pt jump shot from 27 ft (assist by T. Parker),119,111
